Unnamed: 0,contest,choice,precinct_id,vote,early_votes,polling_place_votes,late_early_votes,provisional_votes,party,office,candidate,precinct_designation,precinct,precinct_bs,votes_allowed,referendum_flag,county
514,0,0,9,377,154,11,1,9,REP,BALLOTS CAST - REPUBLICAN,BALLOTS CAST - REPUBLICAN,9,SKYLINE RANCH,0,,,PINAL
515,0,0,9,253,115,6,0,7,REP,BALLOTS CAST - REPUBLICAN,BALLOTS CAST - REPUBLICAN,9,SAN TAN RANCHES,0,,,PINAL
516,0,0,9,313,118,8,1,9,REP,BALLOTS CAST - REPUBLICAN,BALLOTS CAST - REPUBLICAN,9,LINKS ESTATES,0,,,PINAL
517,0,0,9,361,194,7,1,7,REP,BALLOTS CAST - REPUBLICAN,BALLOTS CAST - REPUBLICAN,9,MISSION VALLEY,0,,,PINAL
518,0,0,10,223,91,7,0,5,REP,BALLOTS CAST - REPUBLICAN,BALLOTS CAST - REPUBLICAN,1,0 DESERT CEDARS,0,,,PINAL
519,0,0,10,271,131,7,1,5,REP,BALLOTS CAST - REPUBLICAN,BALLOTS CAST - REPUBLICAN,1,1 ALTERRA NORTH,0,,,PINAL
520,0,0,10,334,155,8,1,7,REP,BALLOTS CAST - REPUBLICAN,BALLOTS CAST - REPUBLICAN,1,2 MARICOPA WELLS,0,,,PINAL
521,0,0,10,0,0,0,0,0,REP,BALLOTS CAST - REPUBLICAN,BALLOTS CAST - REPUBLICAN,1,3 SAN CARLOS COMMUNITY,0,,,PINAL
522,0,0,10,29,14,0,0,1,REP,BALLOTS CAST - REPUBLICAN,BALLOTS CAST - REPUBLICAN,1,4 PICACHO SOUTH,0,,,PINAL
523,0,0,10,10,8,0,0,0,REP,BALLOTS CAST - REPUBLICAN,BALLOTS CAST - REPUBLICAN,1,5 TOLTEC SOUTHWEST,0,,,PINAL
524,0,0,0,380,184,9,0,9,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,0,KEARNY,0,,,PINAL
525,0,0,0,202,102,5,0,3,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,0,DUDLEYVILLE,0,,,PINAL
526,0,0,0,423,256,8,0,7,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,0,SAN MANUEL,0,,,PINAL
527,0,0,0,311,191,4,0,6,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,0,MAMMOTH,0,,,PINAL
528,0,0,0,632,380,12,1,10,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,0,ORACLE,0,,,PINAL
529,0,0,0,1369,1077,12,1,15,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,0,SADDLEBROOKE,0,,,PINAL
530,0,0,0,325,184,6,1,6,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,0,ARIZONA CITY,0,,,PINAL
531,0,0,1,213,124,4,0,3,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,1,TOLTEC SOUTH,0,,,PINAL
532,0,0,1,26,25,0,0,0,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,1,PICACHO,0,,,PINAL
533,0,0,1,370,193,6,2,8,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,1,ELOY,0,,,PINAL
534,0,0,1,223,133,4,0,3,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,1,TOLTEC,0,,,PINAL
535,0,0,1,158,96,3,0,2,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,1,RED ROCK,0,,,PINAL
536,0,0,1,173,103,3,1,2,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,1,COOLIDGE NE,0,,,PINAL
537,0,0,1,329,154,9,1,5,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,1,COOLIDGE NW,0,,,PINAL
538,0,0,1,309,174,6,1,6,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,1,COOLIDGE SOUTH,0,,,PINAL
539,0,0,2,106,54,2,0,2,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,2,CENTRAL ARIZONA COLLEGE,0,,,PINAL
540,0,0,2,73,37,1,0,1,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,2,ELEVEN MILE CORNER,0,,,PINAL
541,0,0,2,505,317,9,1,8,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,2,FLORENCE NORTH,0,,,PINAL
542,0,0,2,137,78,2,0,2,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,2,CACTUS FOREST,0,,,PINAL
543,0,0,2,274,170,3,0,6,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,2,JOHNSON RANCH,0,,,PINAL
544,0,0,2,478,281,7,0,11,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,2,POSTON BUTTE,0,,,PINAL
545,0,0,2,223,121,2,1,5,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,2,QUEEN CREEK,0,,,PINAL
546,0,0,2,100,15,7,0,0,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,2,SACATON,0,,,PINAL
547,0,0,3,228,146,2,1,4,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,3,MARICOPA,0,,,PINAL
548,0,0,3,51,30,1,0,1,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,3,STANFIELD,0,,,PINAL
549,0,0,3,506,276,8,1,12,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,3,CASA GRANDE NORTH,0,,,PINAL
550,0,0,3,506,278,10,1,10,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,3,CASA GRANDE S CEN,0,,,PINAL
551,0,0,3,204,107,3,0,5,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,3,CASA GRANDE NE,0,,,PINAL
552,0,0,3,353,219,5,1,7,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,3,CASA GRANDE NW,0,,,PINAL
553,0,0,3,245,117,6,1,5,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,3,CASA GRANDE SW,0,,,PINAL
554,0,0,3,217,122,3,0,5,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,3,CASA GRANDE RANCHO GRANDE,0,,,PINAL
555,0,0,4,282,210,1,1,4,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,4,APACHE JCT SUPERSTITION,0,,,PINAL
556,0,0,4,257,151,4,0,5,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,4,CASA GRANDE INTERCHANGE,0,,,PINAL
557,0,0,4,146,85,1,0,4,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,4,APACHE JCT NW,0,,,PINAL
558,0,0,4,265,169,3,0,5,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,4,APACHE JCT SW,0,,,PINAL
559,0,0,4,260,132,7,1,4,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,4,APACHE JCT SE,0,,,PINAL
560,0,0,4,196,111,3,0,4,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,4,APACHE JCT NE,0,,,PINAL
561,0,0,4,194,129,2,0,3,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,4,APACHE JCT EAST,0,,,PINAL
562,0,0,4,208,132,4,0,2,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,4,APACHE JCT CENTRAL,0,,,PINAL
563,0,0,4,382,236,7,0,6,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,4,GOLD CANYON,0,,,PINAL
564,0,0,4,72,33,2,0,1,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,4,QUEEN VALLEY,0,,,PINAL
565,0,0,5,439,216,13,0,8,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,5,SUPERIOR,0,,,PINAL
566,0,0,5,1,1,0,0,0,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,5,SUPERIOR WEST,0,,,PINAL
567,0,0,5,12,10,0,0,0,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,5,SUTTON SUMMIT,0,,,PINAL
568,0,0,5,48,11,2,0,1,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,5,CHUI CHU,0,,,PINAL
569,0,0,5,133,69,3,0,2,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,5,THUNDERBIRD FARMS,0,,,PINAL
570,0,0,5,232,131,3,0,6,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,5,CASA GRANDE WEST,0,,,PINAL
571,0,0,5,212,119,4,1,4,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,5,APACHE JUNCTION NORTH,0,,,PINAL
572,0,0,5,284,157,6,0,5,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,5,APACHE JUNCTION N. CENTRA,0,,,PINAL
573,0,0,5,271,156,6,0,4,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,5,APACHE JUNCTION,0,,,PINAL
574,0,0,5,256,164,3,0,5,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,5,APACHE JUNCTION SOUTH,0,,,PINAL
575,0,0,6,86,12,6,0,0,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,6,BLACKWATER,0,,,PINAL
576,0,0,6,86,10,5,1,0,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,6,SAN TAN,0,,,PINAL
577,0,0,6,78,13,5,0,0,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,6,CASA BLANCA,0,,,PINAL
578,0,0,6,265,169,4,1,3,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,6,SUPERSTITION MOUNTAIN,0,,,PINAL
579,0,0,6,183,110,4,0,3,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,6,MOUNTAINBROOK VILLAGE,0,,,PINAL
580,0,0,6,122,67,2,0,3,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,6,HIDDEN VALLEY,0,,,PINAL
581,0,0,6,301,172,4,1,6,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,6,SAN TAN PARK,0,,,PINAL
582,0,0,6,97,58,1,0,1,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,6,BELLA VISTA,0,,,PINAL
583,0,0,7,292,160,5,1,6,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,7,COPPER BASIN,0,,,PINAL
584,0,0,7,151,58,3,1,4,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,7,SCHNEPF,0,,,PINAL
585,0,0,7,110,57,2,0,2,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,7,PERALTA,0,,,PINAL
586,0,0,7,169,81,4,0,3,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,7,SANTA ROSA,0,,,PINAL
587,0,0,7,204,99,3,0,6,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,7,EL DORADO,0,,,PINAL
588,0,0,7,214,133,4,0,3,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,7,WALKER BUTTE,0,,,PINAL
589,0,0,7,181,81,4,0,4,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,7,PECAN CREEK NORTH,0,,,PINAL
590,0,0,7,67,17,3,0,1,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,7,AK CHIN COMMUNITY,0,,,PINAL
591,0,0,7,278,138,5,1,7,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,7,MARICOPA MEADOWS,0,,,PINAL
592,0,0,7,240,112,6,1,5,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,7,MARICOPA FIESTA,0,,,PINAL
593,0,0,8,508,313,7,1,9,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,8,PROVINCE,0,,,PINAL
594,0,0,8,313,171,4,0,8,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,8,IRONWOOD COMMON,0,,,PINAL
595,0,0,8,337,165,7,2,7,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,8,COYOTE RANCH,0,,,PINAL
596,0,0,8,188,96,4,0,4,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,8,SAN TAN HEIGHTS,0,,,PINAL
597,0,0,8,253,136,5,1,4,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,8,CIRCLE CROSS RANCH,0,,,PINAL
598,0,0,8,178,89,3,0,5,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,8,JOHNSON RANCH EAST,0,,,PINAL
599,0,0,8,325,180,5,0,8,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,8,IRONWOOD CROSSING,0,,,PINAL
600,0,0,8,184,102,2,0,5,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,8,QUAIL HOLLOW,0,,,PINAL
601,0,0,9,187,90,3,1,4,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,9,SENITA,0,,,PINAL
602,0,0,9,169,99,3,0,3,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,9,SKYLINE RANCH,0,,,PINAL
603,0,0,9,94,56,1,0,2,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,9,SAN TAN RANCHES,0,,,PINAL
604,0,0,9,138,73,2,0,3,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,9,LINKS ESTATES,0,,,PINAL
605,0,0,9,204,121,2,1,5,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,9,MISSION VALLEY,0,,,PINAL
606,0,0,10,194,97,4,0,4,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,1,0 DESERT CEDARS,0,,,PINAL
607,0,0,10,215,115,4,1,4,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,1,1 ALTERRA NORTH,0,,,PINAL
608,0,0,10,263,136,4,1,6,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,1,2 MARICOPA WELLS,0,,,PINAL
609,0,0,10,0,0,0,0,0,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,1,3 SAN CARLOS COMMUNITY,0,,,PINAL
610,0,0,10,26,16,0,0,1,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,1,4 PICACHO SOUTH,0,,,PINAL
611,0,0,10,11,5,0,0,0,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,1,5 TOLTEC SOUTHWEST,0,,,PINAL
612,0,0,0,1,1,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,0,KEARNY,0,,,PINAL
613,0,0,0,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,0,DUDLEYVILLE,0,,,PINAL
614,0,0,0,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,0,SAN MANUEL,0,,,PINAL
615,0,0,0,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,0,MAMMOTH,0,,,PINAL
616,0,0,0,2,1,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,0,ORACLE,0,,,PINAL
617,0,0,0,1,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,0,SADDLEBROOKE,0,,,PINAL
618,0,0,0,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,0,ARIZONA CITY,0,,,PINAL
619,0,0,1,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,1,TOLTEC SOUTH,0,,,PINAL
620,0,0,1,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,1,PICACHO,0,,,PINAL
621,0,0,1,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,1,ELOY,0,,,PINAL
622,0,0,1,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,1,TOLTEC,0,,,PINAL
623,0,0,1,1,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,1,RED ROCK,0,,,PINAL
624,0,0,1,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,1,COOLIDGE NE,0,,,PINAL
625,0,0,1,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,1,COOLIDGE NW,0,,,PINAL
626,0,0,1,1,1,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,1,COOLIDGE SOUTH,0,,,PINAL
627,0,0,2,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,2,CENTRAL ARIZONA COLLEGE,0,,,PINAL
628,0,0,2,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,2,ELEVEN MILE CORNER,0,,,PINAL
629,0,0,2,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,2,FLORENCE NORTH,0,,,PINAL
630,0,0,2,1,1,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,2,CACTUS FOREST,0,,,PINAL
631,0,0,2,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,2,JOHNSON RANCH,0,,,PINAL
632,0,0,2,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,2,POSTON BUTTE,0,,,PINAL
633,0,0,2,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,2,QUEEN CREEK,0,,,PINAL
634,0,0,2,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,2,SACATON,0,,,PINAL
635,0,0,3,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,3,MARICOPA,0,,,PINAL
636,0,0,3,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,3,STANFIELD,0,,,PINAL
637,0,0,3,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,3,CASA GRANDE NORTH,0,,,PINAL
638,0,0,3,1,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,3,CASA GRANDE S CEN,0,,,PINAL
639,0,0,3,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,3,CASA GRANDE NE,0,,,PINAL
640,0,0,3,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,3,CASA GRANDE NW,0,,,PINAL
641,0,0,3,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,3,CASA GRANDE SW,0,,,PINAL
642,0,0,3,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,3,CASA GRANDE RANCHO GRANDE,0,,,PINAL
643,0,0,4,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,4,APACHE JCT SUPERSTITION,0,,,PINAL
644,0,0,4,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,4,CASA GRANDE INTERCHANGE,0,,,PINAL
645,0,0,4,1,1,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,4,APACHE JCT NW,0,,,PINAL
646,0,0,4,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,4,APACHE JCT SW,0,,,PINAL
647,0,0,4,2,1,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,4,APACHE JCT SE,0,,,PINAL
648,0,0,4,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,4,APACHE JCT NE,0,,,PINAL
649,0,0,4,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,4,APACHE JCT EAST,0,,,PINAL
650,0,0,4,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,4,APACHE JCT CENTRAL,0,,,PINAL
651,0,0,4,2,2,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,4,GOLD CANYON,0,,,PINAL
652,0,0,4,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,4,QUEEN VALLEY,0,,,PINAL
653,0,0,5,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,5,SUPERIOR,0,,,PINAL
654,0,0,5,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,5,SUPERIOR WEST,0,,,PINAL
655,0,0,5,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,5,SUTTON SUMMIT,0,,,PINAL
656,0,0,5,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,5,CHUI CHU,0,,,PINAL
657,0,0,5,1,1,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,5,THUNDERBIRD FARMS,0,,,PINAL
658,0,0,5,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,5,CASA GRANDE WEST,0,,,PINAL
659,0,0,5,1,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,5,APACHE JUNCTION NORTH,0,,,PINAL
660,0,0,5,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,5,APACHE JUNCTION N. CENTRA,0,,,PINAL
661,0,0,5,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,5,APACHE JUNCTION,0,,,PINAL
662,0,0,5,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,5,APACHE JUNCTION SOUTH,0,,,PINAL
663,0,0,6,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,6,BLACKWATER,0,,,PINAL
664,0,0,6,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,6,SAN TAN,0,,,PINAL
665,0,0,6,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,6,CASA BLANCA,0,,,PINAL
666,0,0,6,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,6,SUPERSTITION MOUNTAIN,0,,,PINAL
667,0,0,6,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,6,MOUNTAINBROOK VILLAGE,0,,,PINAL
668,0,0,6,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,6,HIDDEN VALLEY,0,,,PINAL
669,0,0,6,1,1,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,6,SAN TAN PARK,0,,,PINAL
670,0,0,6,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,6,BELLA VISTA,0,,,PINAL
671,0,0,7,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,7,COPPER BASIN,0,,,PINAL
672,0,0,7,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,7,SCHNEPF,0,,,PINAL
673,0,0,7,2,1,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,7,PERALTA,0,,,PINAL
674,0,0,7,1,1,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,7,SANTA ROSA,0,,,PINAL
675,0,0,7,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,7,EL DORADO,0,,,PINAL
676,0,0,7,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,7,WALKER BUTTE,0,,,PINAL
677,0,0,7,1,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,7,PECAN CREEK NORTH,0,,,PINAL
678,0,0,7,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,7,AK CHIN COMMUNITY,0,,,PINAL
679,0,0,7,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,7,MARICOPA MEADOWS,0,,,PINAL
680,0,0,7,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,7,MARICOPA FIESTA,0,,,PINAL
681,0,0,8,1,1,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,8,PROVINCE,0,,,PINAL
682,0,0,8,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,8,IRONWOOD COMMON,0,,,PINAL
683,0,0,8,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,8,COYOTE RANCH,0,,,PINAL
684,0,0,8,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,8,SAN TAN HEIGHTS,0,,,PINAL
685,0,0,8,1,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,8,CIRCLE CROSS RANCH,0,,,PINAL
686,0,0,8,1,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,8,JOHNSON RANCH EAST,0,,,PINAL
687,0,0,8,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,8,IRONWOOD CROSSING,0,,,PINAL
