Unnamed: 0,contest,precinct,contest_id,office,choice,candidate,vote,county
0,20,"=""ALPINE""",999999,Race Statistics,999999,Number of Precincts,1,APACHE
1,20,"=""ALPINE""",999999,Race Statistics,999998,Number of Precincts Reporting,1,APACHE
2,20,"=""ALPINE""",10,President - Dem,999999,Number of Precincts for Race,1,APACHE
3,20,"=""ALPINE""",10,President - Dem,999998,Number of Precincts Reporting,1,APACHE
4,20,"=""ALPINE""",10,President - Dem,999997,Registered Voters,80,APACHE
5,20,"=""ALPINE""",10,President - Dem,999996,Times Counted,41,APACHE
6,20,"=""ALPINE""",10,President - Dem,10,"De La Fuente, Roque",0,APACHE
7,20,"=""ALPINE""",10,President - Dem,20,"Steinberg, Michael",1,APACHE
8,20,"=""ALPINE""",10,President - Dem,30,"Sanders, Bernie",20,APACHE
9,20,"=""ALPINE""",10,President - Dem,40,"O'Malley, Martin J.",2,APACHE
10,20,"=""ALPINE""",10,President - Dem,50,"Clinton, Hillary",15,APACHE
11,20,"=""ALPINE""",10,President - Dem,60,"Hewes, Henry",0,APACHE
12,20,"=""ALPINE""",20,President - Rep,999999,Number of Precincts for Race,1,APACHE
13,20,"=""ALPINE""",20,President - Rep,999998,Number of Precincts Reporting,1,APACHE
14,20,"=""ALPINE""",20,President - Rep,999997,Registered Voters,181,APACHE
15,20,"=""ALPINE""",20,President - Rep,999996,Times Counted,107,APACHE
16,20,"=""ALPINE""",20,President - Rep,10,"Santorum, Rick",0,APACHE
17,20,"=""ALPINE""",20,President - Rep,20,"Cook, Tim",0,APACHE
18,20,"=""ALPINE""",20,President - Rep,30,"Paul, Rand",0,APACHE
19,20,"=""ALPINE""",20,President - Rep,40,"Rubio, Marco",2,APACHE
20,20,"=""ALPINE""",20,President - Rep,50,"Graham, Lindsey",0,APACHE
21,20,"=""ALPINE""",20,President - Rep,60,"Kasich, John R.",13,APACHE
22,20,"=""ALPINE""",20,President - Rep,70,"Bush, Jeb",0,APACHE
23,20,"=""ALPINE""",20,President - Rep,80,"Trump, Donald J.",55,APACHE
24,20,"=""ALPINE""",20,President - Rep,90,"Fiorina, Carly",0,APACHE
25,20,"=""ALPINE""",20,President - Rep,100,"Pataki, George E.",0,APACHE
26,20,"=""ALPINE""",20,President - Rep,110,"Cruz, Ted",37,APACHE
27,20,"=""ALPINE""",20,President - Rep,120,"Huckabee, Mike",0,APACHE
28,20,"=""ALPINE""",20,President - Rep,130,"Christie, Chris",0,APACHE
29,20,"=""ALPINE""",20,President - Rep,140,"Carson, Ben",0,APACHE
30,20,"=""ALPINE""",30,President - Gre,999999,Number of Precincts for Race,1,APACHE
31,20,"=""ALPINE""",30,President - Gre,999998,Number of Precincts Reporting,1,APACHE
32,20,"=""ALPINE""",30,President - Gre,999997,Registered Voters,0,APACHE
33,20,"=""ALPINE""",30,President - Gre,999996,Times Counted,0,APACHE
34,20,"=""ALPINE""",30,President - Gre,10,"Mesplay, Kent",0,APACHE
35,20,"=""ALPINE""",30,President - Gre,20,"Stein, Jill",0,APACHE
36,30,"=""CANYON""",999999,Race Statistics,999999,Number of Precincts,1,APACHE
37,30,"=""CANYON""",999999,Race Statistics,999998,Number of Precincts Reporting,1,APACHE
38,30,"=""CANYON""",10,President - Dem,999999,Number of Precincts for Race,1,APACHE
39,30,"=""CANYON""",10,President - Dem,999998,Number of Precincts Reporting,1,APACHE
40,30,"=""CANYON""",10,President - Dem,999997,Registered Voters,1939,APACHE
41,30,"=""CANYON""",10,President - Dem,999996,Times Counted,515,APACHE
42,30,"=""CANYON""",10,President - Dem,10,"De La Fuente, Roque",3,APACHE
43,30,"=""CANYON""",10,President - Dem,20,"Steinberg, Michael",9,APACHE
44,30,"=""CANYON""",10,President - Dem,30,"Sanders, Bernie",143,APACHE
45,30,"=""CANYON""",10,President - Dem,40,"O'Malley, Martin J.",4,APACHE
46,30,"=""CANYON""",10,President - Dem,50,"Clinton, Hillary",351,APACHE
47,30,"=""CANYON""",10,President - Dem,60,"Hewes, Henry",4,APACHE
48,30,"=""CANYON""",20,President - Rep,999999,Number of Precincts for Race,1,APACHE
49,30,"=""CANYON""",20,President - Rep,999998,Number of Precincts Reporting,1,APACHE
50,30,"=""CANYON""",20,President - Rep,999997,Registered Voters,330,APACHE
51,30,"=""CANYON""",20,President - Rep,999996,Times Counted,53,APACHE
52,30,"=""CANYON""",20,President - Rep,10,"Santorum, Rick",0,APACHE
53,30,"=""CANYON""",20,President - Rep,20,"Cook, Tim",1,APACHE
54,30,"=""CANYON""",20,President - Rep,30,"Paul, Rand",3,APACHE
55,30,"=""CANYON""",20,President - Rep,40,"Rubio, Marco",5,APACHE
56,30,"=""CANYON""",20,President - Rep,50,"Graham, Lindsey",1,APACHE
57,30,"=""CANYON""",20,President - Rep,60,"Kasich, John R.",0,APACHE
58,30,"=""CANYON""",20,President - Rep,70,"Bush, Jeb",2,APACHE
59,30,"=""CANYON""",20,President - Rep,80,"Trump, Donald J.",13,APACHE
60,30,"=""CANYON""",20,President - Rep,90,"Fiorina, Carly",0,APACHE
61,30,"=""CANYON""",20,President - Rep,100,"Pataki, George E.",0,APACHE
62,30,"=""CANYON""",20,President - Rep,110,"Cruz, Ted",22,APACHE
63,30,"=""CANYON""",20,President - Rep,120,"Huckabee, Mike",0,APACHE
64,30,"=""CANYON""",20,President - Rep,130,"Christie, Chris",3,APACHE
65,30,"=""CANYON""",20,President - Rep,140,"Carson, Ben",3,APACHE
66,30,"=""CANYON""",30,President - Gre,999999,Number of Precincts for Race,1,APACHE
67,30,"=""CANYON""",30,President - Gre,999998,Number of Precincts Reporting,1,APACHE
68,30,"=""CANYON""",30,President - Gre,999997,Registered Voters,1,APACHE
69,30,"=""CANYON""",30,President - Gre,999996,Times Counted,0,APACHE
70,30,"=""CANYON""",30,President - Gre,10,"Mesplay, Kent",0,APACHE
71,30,"=""CANYON""",30,President - Gre,20,"Stein, Jill",0,APACHE
72,50,"=""CHINLE""",999999,Race Statistics,999999,Number of Precincts,1,APACHE
73,50,"=""CHINLE""",999999,Race Statistics,999998,Number of Precincts Reporting,1,APACHE
74,50,"=""CHINLE""",10,President - Dem,999999,Number of Precincts for Race,1,APACHE
75,50,"=""CHINLE""",10,President - Dem,999998,Number of Precincts Reporting,1,APACHE
76,50,"=""CHINLE""",10,President - Dem,999997,Registered Voters,979,APACHE
77,50,"=""CHINLE""",10,President - Dem,999996,Times Counted,263,APACHE
78,50,"=""CHINLE""",10,President - Dem,10,"De La Fuente, Roque",0,APACHE
79,50,"=""CHINLE""",10,President - Dem,20,"Steinberg, Michael",1,APACHE
80,50,"=""CHINLE""",10,President - Dem,30,"Sanders, Bernie",79,APACHE
81,50,"=""CHINLE""",10,President - Dem,40,"O'Malley, Martin J.",5,APACHE
82,50,"=""CHINLE""",10,President - Dem,50,"Clinton, Hillary",178,APACHE
83,50,"=""CHINLE""",10,President - Dem,60,"Hewes, Henry",0,APACHE
84,50,"=""CHINLE""",20,President - Rep,999999,Number of Precincts for Race,1,APACHE
85,50,"=""CHINLE""",20,President - Rep,999998,Number of Precincts Reporting,1,APACHE
86,50,"=""CHINLE""",20,President - Rep,999997,Registered Voters,179,APACHE
87,50,"=""CHINLE""",20,President - Rep,999996,Times Counted,41,APACHE
88,50,"=""CHINLE""",20,President - Rep,10,"Santorum, Rick",1,APACHE
89,50,"=""CHINLE""",20,President - Rep,20,"Cook, Tim",0,APACHE
90,50,"=""CHINLE""",20,President - Rep,30,"Paul, Rand",0,APACHE
91,50,"=""CHINLE""",20,President - Rep,40,"Rubio, Marco",2,APACHE
92,50,"=""CHINLE""",20,President - Rep,50,"Graham, Lindsey",0,APACHE
93,50,"=""CHINLE""",20,President - Rep,60,"Kasich, John R.",7,APACHE
94,50,"=""CHINLE""",20,President - Rep,70,"Bush, Jeb",4,APACHE
95,50,"=""CHINLE""",20,President - Rep,80,"Trump, Donald J.",13,APACHE
96,50,"=""CHINLE""",20,President - Rep,90,"Fiorina, Carly",0,APACHE
97,50,"=""CHINLE""",20,President - Rep,100,"Pataki, George E.",0,APACHE
98,50,"=""CHINLE""",20,President - Rep,110,"Cruz, Ted",12,APACHE
99,50,"=""CHINLE""",20,President - Rep,120,"Huckabee, Mike",0,APACHE
100,50,"=""CHINLE""",20,President - Rep,130,"Christie, Chris",0,APACHE
101,50,"=""CHINLE""",20,President - Rep,140,"Carson, Ben",1,APACHE
102,50,"=""CHINLE""",30,President - Gre,999999,Number of Precincts for Race,1,APACHE
103,50,"=""CHINLE""",30,President - Gre,999998,Number of Precincts Reporting,1,APACHE
104,50,"=""CHINLE""",30,President - Gre,999997,Registered Voters,2,APACHE
105,50,"=""CHINLE""",30,President - Gre,999996,Times Counted,0,APACHE
106,50,"=""CHINLE""",30,President - Gre,10,"Mesplay, Kent",0,APACHE
107,50,"=""CHINLE""",30,President - Gre,20,"Stein, Jill",0,APACHE
108,90,"=""CONCHO""",999999,Race Statistics,999999,Number of Precincts,1,APACHE
109,90,"=""CONCHO""",999999,Race Statistics,999998,Number of Precincts Reporting,1,APACHE
110,90,"=""CONCHO""",10,President - Dem,999999,Number of Precincts for Race,1,APACHE
111,90,"=""CONCHO""",10,President - Dem,999998,Number of Precincts Reporting,1,APACHE
112,90,"=""CONCHO""",10,President - Dem,999997,Registered Voters,312,APACHE
113,90,"=""CONCHO""",10,President - Dem,999996,Times Counted,122,APACHE
114,90,"=""CONCHO""",10,President - Dem,10,"De La Fuente, Roque",3,APACHE
115,90,"=""CONCHO""",10,President - Dem,20,"Steinberg, Michael",1,APACHE
116,90,"=""CONCHO""",10,President - Dem,30,"Sanders, Bernie",73,APACHE
117,90,"=""CONCHO""",10,President - Dem,40,"O'Malley, Martin J.",2,APACHE
118,90,"=""CONCHO""",10,President - Dem,50,"Clinton, Hillary",42,APACHE
119,90,"=""CONCHO""",10,President - Dem,60,"Hewes, Henry",1,APACHE
120,90,"=""CONCHO""",20,President - Rep,999999,Number of Precincts for Race,1,APACHE
121,90,"=""CONCHO""",20,President - Rep,999998,Number of Precincts Reporting,1,APACHE
122,90,"=""CONCHO""",20,President - Rep,999997,Registered Voters,774,APACHE
123,90,"=""CONCHO""",20,President - Rep,999996,Times Counted,471,APACHE
124,90,"=""CONCHO""",20,President - Rep,10,"Santorum, Rick",0,APACHE
125,90,"=""CONCHO""",20,President - Rep,20,"Cook, Tim",0,APACHE
126,90,"=""CONCHO""",20,President - Rep,30,"Paul, Rand",0,APACHE
127,90,"=""CONCHO""",20,President - Rep,40,"Rubio, Marco",8,APACHE
128,90,"=""CONCHO""",20,President - Rep,50,"Graham, Lindsey",0,APACHE
129,90,"=""CONCHO""",20,President - Rep,60,"Kasich, John R.",16,APACHE
130,90,"=""CONCHO""",20,President - Rep,70,"Bush, Jeb",0,APACHE
131,90,"=""CONCHO""",20,President - Rep,80,"Trump, Donald J.",285,APACHE
132,90,"=""CONCHO""",20,President - Rep,90,"Fiorina, Carly",1,APACHE
133,90,"=""CONCHO""",20,President - Rep,100,"Pataki, George E.",0,APACHE
134,90,"=""CONCHO""",20,President - Rep,110,"Cruz, Ted",157,APACHE
135,90,"=""CONCHO""",20,President - Rep,120,"Huckabee, Mike",0,APACHE
136,90,"=""CONCHO""",20,President - Rep,130,"Christie, Chris",0,APACHE
137,90,"=""CONCHO""",20,President - Rep,140,"Carson, Ben",4,APACHE
138,90,"=""CONCHO""",30,President - Gre,999999,Number of Precincts for Race,1,APACHE
139,90,"=""CONCHO""",30,President - Gre,999998,Number of Precincts Reporting,1,APACHE
140,90,"=""CONCHO""",30,President - Gre,999997,Registered Voters,5,APACHE
141,90,"=""CONCHO""",30,President - Gre,999996,Times Counted,4,APACHE
142,90,"=""CONCHO""",30,President - Gre,10,"Mesplay, Kent",0,APACHE
143,90,"=""CONCHO""",30,President - Gre,20,"Stein, Jill",4,APACHE
144,100,"=""CORNFIELDS""",999999,Race Statistics,999999,Number of Precincts,1,APACHE
145,100,"=""CORNFIELDS""",999999,Race Statistics,999998,Number of Precincts Reporting,1,APACHE
146,100,"=""CORNFIELDS""",10,President - Dem,999999,Number of Precincts for Race,1,APACHE
147,100,"=""CORNFIELDS""",10,President - Dem,999998,Number of Precincts Reporting,1,APACHE
148,100,"=""CORNFIELDS""",10,President - Dem,999997,Registered Voters,540,APACHE
149,100,"=""CORNFIELDS""",10,President - Dem,999996,Times Counted,190,APACHE
150,100,"=""CORNFIELDS""",10,President - Dem,10,"De La Fuente, Roque",0,APACHE
151,100,"=""CORNFIELDS""",10,President - Dem,20,"Steinberg, Michael",4,APACHE
152,100,"=""CORNFIELDS""",10,President - Dem,30,"Sanders, Bernie",53,APACHE
153,100,"=""CORNFIELDS""",10,President - Dem,40,"O'Malley, Martin J.",2,APACHE
154,100,"=""CORNFIELDS""",10,President - Dem,50,"Clinton, Hillary",129,APACHE
155,100,"=""CORNFIELDS""",10,President - Dem,60,"Hewes, Henry",2,APACHE
156,100,"=""CORNFIELDS""",20,President - Rep,999999,Number of Precincts for Race,1,APACHE
157,100,"=""CORNFIELDS""",20,President - Rep,999998,Number of Precincts Reporting,1,APACHE
158,100,"=""CORNFIELDS""",20,President - Rep,999997,Registered Voters,53,APACHE
159,100,"=""CORNFIELDS""",20,President - Rep,999996,Times Counted,12,APACHE
160,100,"=""CORNFIELDS""",20,President - Rep,10,"Santorum, Rick",1,APACHE
161,100,"=""CORNFIELDS""",20,President - Rep,20,"Cook, Tim",0,APACHE
162,100,"=""CORNFIELDS""",20,President - Rep,30,"Paul, Rand",0,APACHE
163,100,"=""CORNFIELDS""",20,President - Rep,40,"Rubio, Marco",1,APACHE
164,100,"=""CORNFIELDS""",20,President - Rep,50,"Graham, Lindsey",0,APACHE
165,100,"=""CORNFIELDS""",20,President - Rep,60,"Kasich, John R.",2,APACHE
166,100,"=""CORNFIELDS""",20,President - Rep,70,"Bush, Jeb",0,APACHE
167,100,"=""CORNFIELDS""",20,President - Rep,80,"Trump, Donald J.",1,APACHE
168,100,"=""CORNFIELDS""",20,President - Rep,90,"Fiorina, Carly",0,APACHE
169,100,"=""CORNFIELDS""",20,President - Rep,100,"Pataki, George E.",0,APACHE
170,100,"=""CORNFIELDS""",20,President - Rep,110,"Cruz, Ted",5,APACHE
171,100,"=""CORNFIELDS""",20,President - Rep,120,"Huckabee, Mike",1,APACHE
172,100,"=""CORNFIELDS""",20,President - Rep,130,"Christie, Chris",0,APACHE
173,100,"=""CORNFIELDS""",20,President - Rep,140,"Carson, Ben",1,APACHE
174,100,"=""CORNFIELDS""",30,President - Gre,999999,Number of Precincts for Race,1,APACHE
175,100,"=""CORNFIELDS""",30,President - Gre,999998,Number of Precincts Reporting,1,APACHE
176,100,"=""CORNFIELDS""",30,President - Gre,999997,Registered Voters,0,APACHE
177,100,"=""CORNFIELDS""",30,President - Gre,999996,Times Counted,0,APACHE
178,100,"=""CORNFIELDS""",30,President - Gre,10,"Mesplay, Kent",0,APACHE
179,100,"=""CORNFIELDS""",30,President - Gre,20,"Stein, Jill",0,APACHE
180,110,"=""COTTONWOOD""",999999,Race Statistics,999999,Number of Precincts,1,APACHE
181,110,"=""COTTONWOOD""",999999,Race Statistics,999998,Number of Precincts Reporting,1,APACHE
182,110,"=""COTTONWOOD""",10,President - Dem,999999,Number of Precincts for Race,1,APACHE
183,110,"=""COTTONWOOD""",10,President - Dem,999998,Number of Precincts Reporting,1,APACHE
184,110,"=""COTTONWOOD""",10,President - Dem,999997,Registered Voters,822,APACHE
185,110,"=""COTTONWOOD""",10,President - Dem,999996,Times Counted,265,APACHE
186,110,"=""COTTONWOOD""",10,President - Dem,10,"De La Fuente, Roque",0,APACHE
187,110,"=""COTTONWOOD""",10,President - Dem,20,"Steinberg, Michael",8,APACHE
188,110,"=""COTTONWOOD""",10,President - Dem,30,"Sanders, Bernie",52,APACHE
189,110,"=""COTTONWOOD""",10,President - Dem,40,"O'Malley, Martin J.",1,APACHE
190,110,"=""COTTONWOOD""",10,President - Dem,50,"Clinton, Hillary",202,APACHE
191,110,"=""COTTONWOOD""",10,President - Dem,60,"Hewes, Henry",1,APACHE
192,110,"=""COTTONWOOD""",20,President - Rep,999999,Number of Precincts for Race,1,APACHE
193,110,"=""COTTONWOOD""",20,President - Rep,999998,Number of Precincts Reporting,1,APACHE
194,110,"=""COTTONWOOD""",20,President - Rep,999997,Registered Voters,84,APACHE
195,110,"=""COTTONWOOD""",20,President - Rep,999996,Times Counted,18,APACHE
196,110,"=""COTTONWOOD""",20,President - Rep,10,"Santorum, Rick",1,APACHE
197,110,"=""COTTONWOOD""",20,President - Rep,20,"Cook, Tim",0,APACHE
198,110,"=""COTTONWOOD""",20,President - Rep,30,"Paul, Rand",0,APACHE
199,110,"=""COTTONWOOD""",20,President - Rep,40,"Rubio, Marco",0,APACHE
200,110,"=""COTTONWOOD""",20,President - Rep,50,"Graham, Lindsey",0,APACHE
201,110,"=""COTTONWOOD""",20,President - Rep,60,"Kasich, John R.",0,APACHE
202,110,"=""COTTONWOOD""",20,President - Rep,70,"Bush, Jeb",2,APACHE
203,110,"=""COTTONWOOD""",20,President - Rep,80,"Trump, Donald J.",4,APACHE
204,110,"=""COTTONWOOD""",20,President - Rep,90,"Fiorina, Carly",1,APACHE
205,110,"=""COTTONWOOD""",20,President - Rep,100,"Pataki, George E.",0,APACHE
206,110,"=""COTTONWOOD""",20,President - Rep,110,"Cruz, Ted",6,APACHE
207,110,"=""COTTONWOOD""",20,President - Rep,120,"Huckabee, Mike",0,APACHE
208,110,"=""COTTONWOOD""",20,President - Rep,130,"Christie, Chris",3,APACHE
209,110,"=""COTTONWOOD""",20,President - Rep,140,"Carson, Ben",0,APACHE
210,110,"=""COTTONWOOD""",30,President - Gre,999999,Number of Precincts for Race,1,APACHE
211,110,"=""COTTONWOOD""",30,President - Gre,999998,Number of Precincts Reporting,1,APACHE
212,110,"=""COTTONWOOD""",30,President - Gre,999997,Registered Voters,0,APACHE
213,110,"=""COTTONWOOD""",30,President - Gre,999996,Times Counted,0,APACHE
214,110,"=""COTTONWOOD""",30,President - Gre,10,"Mesplay, Kent",0,APACHE
215,110,"=""COTTONWOOD""",30,President - Gre,20,"Stein, Jill",0,APACHE
216,130,"=""DENNEHOTSO""",999999,Race Statistics,999999,Number of Precincts,1,APACHE
217,130,"=""DENNEHOTSO""",999999,Race Statistics,999998,Number of Precincts Reporting,1,APACHE
218,130,"=""DENNEHOTSO""",10,President - Dem,999999,Number of Precincts for Race,1,APACHE
219,130,"=""DENNEHOTSO""",10,President - Dem,999998,Number of Precincts Reporting,1,APACHE
220,130,"=""DENNEHOTSO""",10,President - Dem,999997,Registered Voters,626,APACHE
221,130,"=""DENNEHOTSO""",10,President - Dem,999996,Times Counted,172,APACHE
222,130,"=""DENNEHOTSO""",10,President - Dem,10,"De La Fuente, Roque",1,APACHE
223,130,"=""DENNEHOTSO""",10,President - Dem,20,"Steinberg, Michael",1,APACHE
224,130,"=""DENNEHOTSO""",10,President - Dem,30,"Sanders, Bernie",29,APACHE
225,130,"=""DENNEHOTSO""",10,President - Dem,40,"O'Malley, Martin J.",3,APACHE
226,130,"=""DENNEHOTSO""",10,President - Dem,50,"Clinton, Hillary",135,APACHE
227,130,"=""DENNEHOTSO""",10,President - Dem,60,"Hewes, Henry",3,APACHE
228,130,"=""DENNEHOTSO""",20,President - Rep,999999,Number of Precincts for Race,1,APACHE
229,130,"=""DENNEHOTSO""",20,President - Rep,999998,Number of Precincts Reporting,1,APACHE
230,130,"=""DENNEHOTSO""",20,President - Rep,999997,Registered Voters,135,APACHE
231,130,"=""DENNEHOTSO""",20,President - Rep,999996,Times Counted,34,APACHE
232,130,"=""DENNEHOTSO""",20,President - Rep,10,"Santorum, Rick",1,APACHE
233,130,"=""DENNEHOTSO""",20,President - Rep,20,"Cook, Tim",1,APACHE
234,130,"=""DENNEHOTSO""",20,President - Rep,30,"Paul, Rand",1,APACHE
235,130,"=""DENNEHOTSO""",20,President - Rep,40,"Rubio, Marco",0,APACHE
236,130,"=""DENNEHOTSO""",20,President - Rep,50,"Graham, Lindsey",1,APACHE
237,130,"=""DENNEHOTSO""",20,President - Rep,60,"Kasich, John R.",2,APACHE
238,130,"=""DENNEHOTSO""",20,President - Rep,70,"Bush, Jeb",6,APACHE
239,130,"=""DENNEHOTSO""",20,President - Rep,80,"Trump, Donald J.",5,APACHE
240,130,"=""DENNEHOTSO""",20,President - Rep,90,"Fiorina, Carly",1,APACHE
241,130,"=""DENNEHOTSO""",20,President - Rep,100,"Pataki, George E.",0,APACHE
242,130,"=""DENNEHOTSO""",20,President - Rep,110,"Cruz, Ted",10,APACHE
243,130,"=""DENNEHOTSO""",20,President - Rep,120,"Huckabee, Mike",1,APACHE
244,130,"=""DENNEHOTSO""",20,President - Rep,130,"Christie, Chris",3,APACHE
245,130,"=""DENNEHOTSO""",20,President - Rep,140,"Carson, Ben",2,APACHE
246,130,"=""DENNEHOTSO""",30,President - Gre,999999,Number of Precincts for Race,1,APACHE
247,130,"=""DENNEHOTSO""",30,President - Gre,999998,Number of Precincts Reporting,1,APACHE
248,130,"=""DENNEHOTSO""",30,President - Gre,999997,Registered Voters,0,APACHE
249,130,"=""DENNEHOTSO""",30,President - Gre,999996,Times Counted,0,APACHE
250,130,"=""DENNEHOTSO""",30,President - Gre,10,"Mesplay, Kent",0,APACHE
251,130,"=""DENNEHOTSO""",30,President - Gre,20,"Stein, Jill",0,APACHE
252,160,"=""EAGAR""",999999,Race Statistics,999999,Number of Precincts,1,APACHE
253,160,"=""EAGAR""",999999,Race Statistics,999998,Number of Precincts Reporting,1,APACHE
254,160,"=""EAGAR""",10,President - Dem,999999,Number of Precincts for Race,1,APACHE
255,160,"=""EAGAR""",10,President - Dem,999998,Number of Precincts Reporting,1,APACHE
256,160,"=""EAGAR""",10,President - Dem,999997,Registered Voters,393,APACHE
257,160,"=""EAGAR""",10,President - Dem,999996,Times Counted,154,APACHE
258,160,"=""EAGAR""",10,President - Dem,10,"De La Fuente, Roque",3,APACHE
259,160,"=""EAGAR""",10,President - Dem,20,"Steinberg, Michael",4,APACHE
260,160,"=""EAGAR""",10,President - Dem,30,"Sanders, Bernie",78,APACHE
261,160,"=""EAGAR""",10,President - Dem,40,"O'Malley, Martin J.",7,APACHE
262,160,"=""EAGAR""",10,President - Dem,50,"Clinton, Hillary",49,APACHE
263,160,"=""EAGAR""",10,President - Dem,60,"Hewes, Henry",10,APACHE
264,160,"=""EAGAR""",20,President - Rep,999999,Number of Precincts for Race,1,APACHE
265,160,"=""EAGAR""",20,President - Rep,999998,Number of Precincts Reporting,1,APACHE
266,160,"=""EAGAR""",20,President - Rep,999997,Registered Voters,1025,APACHE
267,160,"=""EAGAR""",20,President - Rep,999996,Times Counted,577,APACHE
268,160,"=""EAGAR""",20,President - Rep,10,"Santorum, Rick",0,APACHE
269,160,"=""EAGAR""",20,President - Rep,20,"Cook, Tim",0,APACHE
270,160,"=""EAGAR""",20,President - Rep,30,"Paul, Rand",3,APACHE
271,160,"=""EAGAR""",20,President - Rep,40,"Rubio, Marco",24,APACHE
272,160,"=""EAGAR""",20,President - Rep,50,"Graham, Lindsey",0,APACHE
273,160,"=""EAGAR""",20,President - Rep,60,"Kasich, John R.",48,APACHE
274,160,"=""EAGAR""",20,President - Rep,70,"Bush, Jeb",5,APACHE
275,160,"=""EAGAR""",20,President - Rep,80,"Trump, Donald J.",211,APACHE
276,160,"=""EAGAR""",20,President - Rep,90,"Fiorina, Carly",1,APACHE
277,160,"=""EAGAR""",20,President - Rep,100,"Pataki, George E.",0,APACHE
278,160,"=""EAGAR""",20,President - Rep,110,"Cruz, Ted",272,APACHE
279,160,"=""EAGAR""",20,President - Rep,120,"Huckabee, Mike",0,APACHE
280,160,"=""EAGAR""",20,President - Rep,130,"Christie, Chris",0,APACHE
281,160,"=""EAGAR""",20,President - Rep,140,"Carson, Ben",13,APACHE
282,160,"=""EAGAR""",30,President - Gre,999999,Number of Precincts for Race,1,APACHE
283,160,"=""EAGAR""",30,President - Gre,999998,Number of Precincts Reporting,1,APACHE
284,160,"=""EAGAR""",30,President - Gre,999997,Registered Voters,1,APACHE
285,160,"=""EAGAR""",30,President - Gre,999996,Times Counted,0,APACHE
286,160,"=""EAGAR""",30,President - Gre,10,"Mesplay, Kent",0,APACHE
287,160,"=""EAGAR""",30,President - Gre,20,"Stein, Jill",0,APACHE
288,190,"=""FORT""",999999,Race Statistics,999999,Number of Precincts,1,APACHE
289,190,"=""FORT""",999999,Race Statistics,999998,Number of Precincts Reporting,1,APACHE
290,190,"=""FORT""",10,President - Dem,999999,Number of Precincts for Race,1,APACHE
291,190,"=""FORT""",10,President - Dem,999998,Number of Precincts Reporting,1,APACHE
292,190,"=""FORT""",10,President - Dem,999997,Registered Voters,1749,APACHE
293,190,"=""FORT""",10,President - Dem,999996,Times Counted,607,APACHE
294,190,"=""FORT""",10,President - Dem,10,"De La Fuente, Roque",7,APACHE
295,190,"=""FORT""",10,President - Dem,20,"Steinberg, Michael",5,APACHE
296,190,"=""FORT""",10,President - Dem,30,"Sanders, Bernie",218,APACHE
297,190,"=""FORT""",10,President - Dem,40,"O'Malley, Martin J.",8,APACHE
298,190,"=""FORT""",10,President - Dem,50,"Clinton, Hillary",365,APACHE
299,190,"=""FORT""",10,President - Dem,60,"Hewes, Henry",3,APACHE
300,190,"=""FORT""",20,President - Rep,999999,Number of Precincts for Race,1,APACHE
301,190,"=""FORT""",20,President - Rep,999998,Number of Precincts Reporting,1,APACHE
302,190,"=""FORT""",20,President - Rep,999997,Registered Voters,390,APACHE
303,190,"=""FORT""",20,President - Rep,999996,Times Counted,116,APACHE
304,190,"=""FORT""",20,President - Rep,10,"Santorum, Rick",1,APACHE
305,190,"=""FORT""",20,President - Rep,20,"Cook, Tim",1,APACHE
306,190,"=""FORT""",20,President - Rep,30,"Paul, Rand",2,APACHE
307,190,"=""FORT""",20,President - Rep,40,"Rubio, Marco",7,APACHE
308,190,"=""FORT""",20,President - Rep,50,"Graham, Lindsey",0,APACHE
309,190,"=""FORT""",20,President - Rep,60,"Kasich, John R.",8,APACHE
310,190,"=""FORT""",20,President - Rep,70,"Bush, Jeb",6,APACHE
311,190,"=""FORT""",20,President - Rep,80,"Trump, Donald J.",28,APACHE
312,190,"=""FORT""",20,President - Rep,90,"Fiorina, Carly",1,APACHE
313,190,"=""FORT""",20,President - Rep,100,"Pataki, George E.",1,APACHE
314,190,"=""FORT""",20,President - Rep,110,"Cruz, Ted",52,APACHE
315,190,"=""FORT""",20,President - Rep,120,"Huckabee, Mike",2,APACHE
316,190,"=""FORT""",20,President - Rep,130,"Christie, Chris",1,APACHE
317,190,"=""FORT""",20,President - Rep,140,"Carson, Ben",5,APACHE
318,190,"=""FORT""",30,President - Gre,999999,Number of Precincts for Race,1,APACHE
319,190,"=""FORT""",30,President - Gre,999998,Number of Precincts Reporting,1,APACHE
320,190,"=""FORT""",30,President - Gre,999997,Registered Voters,3,APACHE
321,190,"=""FORT""",30,President - Gre,999996,Times Counted,1,APACHE
322,190,"=""FORT""",30,President - Gre,10,"Mesplay, Kent",0,APACHE
323,190,"=""FORT""",30,President - Gre,20,"Stein, Jill",1,APACHE
324,220,"=""GANADO""",999999,Race Statistics,999999,Number of Precincts,1,APACHE
325,220,"=""GANADO""",999999,Race Statistics,999998,Number of Precincts Reporting,1,APACHE
326,220,"=""GANADO""",10,President - Dem,999999,Number of Precincts for Race,1,APACHE
327,220,"=""GANADO""",10,President - Dem,999998,Number of Precincts Reporting,1,APACHE
328,220,"=""GANADO""",10,President - Dem,999997,Registered Voters,505,APACHE
329,220,"=""GANADO""",10,President - Dem,999996,Times Counted,162,APACHE
330,220,"=""GANADO""",10,President - Dem,10,"De La Fuente, Roque",2,APACHE
