Unnamed: 0,contest,precinct,contest_id,office,choice,candidate,vote,county
1427,860,"=""WIDE""",20,President - Rep,80,"Trump, Donald J.",3,APACHE
1428,860,"=""WIDE""",20,President - Rep,90,"Fiorina, Carly",0,APACHE
1429,860,"=""WIDE""",20,President - Rep,100,"Pataki, George E.",0,APACHE
1430,860,"=""WIDE""",20,President - Rep,110,"Cruz, Ted",2,APACHE
1431,860,"=""WIDE""",20,President - Rep,120,"Huckabee, Mike",0,APACHE
1432,860,"=""WIDE""",20,President - Rep,130,"Christie, Chris",0,APACHE
1433,860,"=""WIDE""",20,President - Rep,140,"Carson, Ben",2,APACHE
1434,860,"=""WIDE""",30,President - Gre,999999,Number of Precincts for Race,1,APACHE
1435,860,"=""WIDE""",30,President - Gre,999998,Number of Precincts Reporting,1,APACHE
1436,860,"=""WIDE""",30,President - Gre,999997,Registered Voters,0,APACHE
1437,860,"=""WIDE""",30,President - Gre,999996,Times Counted,0,APACHE
1438,860,"=""WIDE""",30,President - Gre,10,"Mesplay, Kent",0,APACHE
1439,860,"=""WIDE""",30,President - Gre,20,"Stein, Jill",0,APACHE
1440,880,"=""WINDOW""",999999,Race Statistics,999999,Number of Precincts,1,APACHE
1441,880,"=""WINDOW""",999999,Race Statistics,999998,Number of Precincts Reporting,1,APACHE
1442,880,"=""WINDOW""",10,President - Dem,999999,Number of Precincts for Race,1,APACHE
1443,880,"=""WINDOW""",10,President - Dem,999998,Number of Precincts Reporting,1,APACHE
1444,880,"=""WINDOW""",10,President - Dem,999997,Registered Voters,1079,APACHE
1445,880,"=""WINDOW""",10,President - Dem,999996,Times Counted,360,APACHE
1446,880,"=""WINDOW""",10,President - Dem,10,"De La Fuente, Roque",0,APACHE
1447,880,"=""WINDOW""",10,President - Dem,20,"Steinberg, Michael",0,APACHE
1448,880,"=""WINDOW""",10,President - Dem,30,"Sanders, Bernie",138,APACHE
1449,880,"=""WINDOW""",10,President - Dem,40,"O'Malley, Martin J.",0,APACHE
1450,880,"=""WINDOW""",10,President - Dem,50,"Clinton, Hillary",219,APACHE
1451,880,"=""WINDOW""",10,President - Dem,60,"Hewes, Henry",1,APACHE
1452,880,"=""WINDOW""",20,President - Rep,999999,Number of Precincts for Race,1,APACHE
1453,880,"=""WINDOW""",20,President - Rep,999998,Number of Precincts Reporting,1,APACHE
1454,880,"=""WINDOW""",20,President - Rep,999997,Registered Voters,220,APACHE
1455,880,"=""WINDOW""",20,President - Rep,999996,Times Counted,54,APACHE
1456,880,"=""WINDOW""",20,President - Rep,10,"Santorum, Rick",0,APACHE
1457,880,"=""WINDOW""",20,President - Rep,20,"Cook, Tim",0,APACHE
1458,880,"=""WINDOW""",20,President - Rep,30,"Paul, Rand",3,APACHE
1459,880,"=""WINDOW""",20,President - Rep,40,"Rubio, Marco",2,APACHE
1460,880,"=""WINDOW""",20,President - Rep,50,"Graham, Lindsey",0,APACHE
1461,880,"=""WINDOW""",20,President - Rep,60,"Kasich, John R.",4,APACHE
1462,880,"=""WINDOW""",20,President - Rep,70,"Bush, Jeb",3,APACHE
1463,880,"=""WINDOW""",20,President - Rep,80,"Trump, Donald J.",16,APACHE
1464,880,"=""WINDOW""",20,President - Rep,90,"Fiorina, Carly",0,APACHE
1465,880,"=""WINDOW""",20,President - Rep,100,"Pataki, George E.",0,APACHE
1466,880,"=""WINDOW""",20,President - Rep,110,"Cruz, Ted",21,APACHE
1467,880,"=""WINDOW""",20,President - Rep,120,"Huckabee, Mike",1,APACHE
1468,880,"=""WINDOW""",20,President - Rep,130,"Christie, Chris",1,APACHE
1469,880,"=""WINDOW""",20,President - Rep,140,"Carson, Ben",1,APACHE
1470,880,"=""WINDOW""",30,President - Gre,999999,Number of Precincts for Race,1,APACHE
1471,880,"=""WINDOW""",30,President - Gre,999998,Number of Precincts Reporting,1,APACHE
1472,880,"=""WINDOW""",30,President - Gre,999997,Registered Voters,1,APACHE
1473,880,"=""WINDOW""",30,President - Gre,999996,Times Counted,1,APACHE
1474,880,"=""WINDOW""",30,President - Gre,10,"Mesplay, Kent",1,APACHE
1475,880,"=""WINDOW""",30,President - Gre,20,"Stein, Jill",0,APACHE
