county,precinct,office,district,candidate,party,votes
Kings,"=""63/43""",President,NYC,Hillary Clinton / Tim Kaine (Women's Equality),Women's Equality,1
Kings,"=""63/43""",President,NYC,Gary Johnson / Bill Weld (Libertarian),Libertarian,2
Kings,"=""63/43""",President,NYC,Scattered,,11
Kings,"=""64/43""",President,NYC,Manually Counted Emergency,,0
Kings,"=""64/43""",President,NYC,Absentee / Military,,7
Kings,"=""64/43""",President,NYC,Federal,,6
Kings,"=""64/43""",President,NYC,Special Presidential,,0
Kings,"=""64/43""",President,NYC,Affidavit,,12
Kings,"=""64/43""",President,NYC,Hillary Clinton / Tim Kaine (Democratic),Democratic,427
Kings,"=""64/43""",President,NYC,Donald J. Trump / Michael R. Pence (Republican),Republican,63
Kings,"=""64/43""",President,NYC,Donald J. Trump / Michael R. Pence (Conservative),Conservative,12
Kings,"=""64/43""",President,NYC,Jill Stein / Ajamu Baraka (Green),Green,3
Kings,"=""64/43""",President,NYC,Hillary Clinton / Tim Kaine (Working Families),Working Families,4
Kings,"=""64/43""",President,NYC,Gary Johnson / Bill Weld (Independence),Independence,5
Kings,"=""64/43""",President,NYC,Hillary Clinton / Tim Kaine (Women's Equality),Women's Equality,1
Kings,"=""64/43""",President,NYC,Gary Johnson / Bill Weld (Libertarian),Libertarian,0
Kings,"=""64/43""",President,NYC,Scattered,,4
Kings,"=""65/43""",President,NYC,Manually Counted Emergency,,0
Kings,"=""65/43""",President,NYC,Absentee / Military,,18
Kings,"=""65/43""",President,NYC,Federal,,2
Kings,"=""65/43""",President,NYC,Special Presidential,,0
Kings,"=""65/43""",President,NYC,Affidavit,,17
Kings,"=""65/43""",President,NYC,Hillary Clinton / Tim Kaine (Democratic),Democratic,404
Kings,"=""65/43""",President,NYC,Donald J. Trump / Michael R. Pence (Republican),Republican,33
Kings,"=""65/43""",President,NYC,Donald J. Trump / Michael R. Pence (Conservative),Conservative,3
Kings,"=""65/43""",President,NYC,Jill Stein / Ajamu Baraka (Green),Green,6
Kings,"=""65/43""",President,NYC,Hillary Clinton / Tim Kaine (Working Families),Working Families,9
Kings,"=""65/43""",President,NYC,Gary Johnson / Bill Weld (Independence),Independence,1
Kings,"=""65/43""",President,NYC,Hillary Clinton / Tim Kaine (Women's Equality),Women's Equality,1
Kings,"=""65/43""",President,NYC,Gary Johnson / Bill Weld (Libertarian),Libertarian,0
Kings,"=""65/43""",President,NYC,Scattered,,1
Kings,"=""66/43""",President,NYC,Manually Counted Emergency,,0
Kings,"=""66/43""",President,NYC,Absentee / Military,,12
Kings,"=""66/43""",President,NYC,Federal,,4
Kings,"=""66/43""",President,NYC,Special Presidential,,0
Kings,"=""66/43""",President,NYC,Affidavit,,15
Kings,"=""66/43""",President,NYC,Hillary Clinton / Tim Kaine (Democratic),Democratic,644
Kings,"=""66/43""",President,NYC,Donald J. Trump / Michael R. Pence (Republican),Republican,22
Kings,"=""66/43""",President,NYC,Donald J. Trump / Michael R. Pence (Conservative),Conservative,1
Kings,"=""66/43""",President,NYC,Jill Stein / Ajamu Baraka (Green),Green,7
Kings,"=""66/43""",President,NYC,Hillary Clinton / Tim Kaine (Working Families),Working Families,5
Kings,"=""66/43""",President,NYC,Gary Johnson / Bill Weld (Independence),Independence,3
Kings,"=""66/43""",President,NYC,Hillary Clinton / Tim Kaine (Women's Equality),Women's Equality,2
Kings,"=""66/43""",President,NYC,Gary Johnson / Bill Weld (Libertarian),Libertarian,0
Kings,"=""66/43""",President,NYC,Scattered,,2
Kings,"=""67/43""",President,NYC,Manually Counted Emergency,,0
Kings,"=""67/43""",President,NYC,Absentee / Military,,37
Kings,"=""67/43""",President,NYC,Federal,,1
Kings,"=""67/43""",President,NYC,Special Presidential,,0
Kings,"=""67/43""",President,NYC,Affidavit,,17
Kings,"=""67/43""",President,NYC,Hillary Clinton / Tim Kaine (Democratic),Democratic,570
Kings,"=""67/43""",President,NYC,Donald J. Trump / Michael R. Pence (Republican),Republican,18
Kings,"=""67/43""",President,NYC,Donald J. Trump / Michael R. Pence (Conservative),Conservative,1
Kings,"=""67/43""",President,NYC,Jill Stein / Ajamu Baraka (Green),Green,1
Kings,"=""67/43""",President,NYC,Hillary Clinton / Tim Kaine (Working Families),Working Families,7
