county,precinct,ballot-style,office,district,party,candidate,votes
Dallas,1020,6021,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,50
Dallas,1021,6022,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,81
Dallas,1022,6023,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,166
Dallas,1023,6024,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,102
Dallas,1026,6025,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,13
Dallas,1027,6026,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,107
Dallas,1028,6027,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,44
Dallas,1029,6028,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,36
Dallas,1030,6029,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,57
Dallas,1032,6030,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,21
Dallas,1033,6031,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,45
Dallas,1035,6032,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,6
Dallas,1036,6033,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,15
Dallas,1037,6034,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,21
Dallas,1038,6035,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,33
Dallas,1039,6036,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,7
Dallas,1040,6037,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,75
Dallas,1041,6038,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,14
Dallas,1042,6039,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,16
Dallas,1043,6040,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,49
Dallas,1044,6041,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,68
Dallas,1045,6042,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,35
Dallas,1046,6043,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,9
Dallas,1047,6044,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,40
Dallas,1048,6045,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,111
Dallas,1049,6046,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,52
Dallas,1050,6047,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,9
Dallas,1051,6048,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,7
Dallas,1052,6049,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,178
Dallas,1054,6050,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,39
Dallas,1055,6051,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,21
Dallas,1056,6052,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,29
Dallas,1057,6053,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,70
Dallas,1058,6054,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,78
Dallas,1059,6055,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,109
Dallas,1060,6056,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,236
Dallas,1061,6057,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,91
Dallas,1062,6058,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,0
Dallas,1063,6059,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,39
Dallas,1064,6060,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,3
Dallas,1065,6061,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,76
Dallas,1067,6062,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,0
Dallas,1068,6063,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,0
Dallas,1069,6064,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,2
Dallas,1070,6065,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,90
Dallas,1071,6066,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,174
Dallas,1073,6067,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,148
Dallas,1074,6068,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,53
Dallas,1075,6069,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,83
Dallas,1076,6070,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,116
Dallas,1077,6071,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,0
Dallas,1078,6072,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,29
Dallas,1079,6073,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,87
Dallas,1080,6074,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,18
Dallas,1081,6075,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,136
Dallas,1082,6076,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,2
Dallas,1083,6077,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,58
Dallas,1084,6078,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,153
Dallas,1085,6079,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,39
Dallas,1086,6080,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,14
Dallas,1087,6081,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,124
Dallas,1088,6082,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,64
Dallas,1089,6083,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,52
Dallas,1090,6084,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,75
Dallas,1091,6085,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,71
Dallas,1092,6086,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,93
Dallas,1093,6087,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,51
Dallas,1094,6088,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,45
Dallas,1095,6089,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,39
Dallas,1096,6090,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,43
Dallas,1097,6091,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,76
Dallas,1098,6092,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,80
Dallas,1099,6093,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,3
Dallas,1100,6094,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,115
Dallas,1101,6095,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,33
Dallas,1102,6096,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,43
Dallas,1103,6097,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,6
Dallas,1104,6098,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,78
Dallas,1105,6099,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,2
Dallas,1106,6100,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,2
Dallas,1107,6101,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,31
Dallas,1108,6102,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,80
Dallas,1109,6103,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,7
Dallas,1110,6104,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,2
Dallas,1111,6105,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,24
Dallas,1112,6106,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,5
Dallas,1113,6107,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,6
Dallas,1114,6108,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,16
Dallas,1115,6109,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,37
Dallas,1116,6110,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,46
Dallas,1117,6111,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,125
Dallas,1118,6112,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,48
Dallas,1119,6113,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,86
Dallas,1120,6114,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,51
Dallas,1121,6115,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,47
Dallas,1122,6116,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,14
Dallas,1124,6117,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,0
Dallas,1125,6118,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,44
Dallas,1126,6119,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,16
Dallas,1127,6120,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,17
Dallas,1128,6121,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,20
Dallas,1129,6122,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,5
Dallas,1130,6123,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,51
Dallas,1131,6124,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,55
Dallas,1132,6125,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,4
Dallas,1133,6126,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,22
Dallas,1134,6127,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,5
Dallas,1135,6128,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,46
Dallas,1136,6129,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,1
Dallas,1137,6130,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,4
Dallas,1138,6131,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,0
Dallas,1139,6132,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,0
Dallas,1140,6133,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,0
Dallas,1141,6134,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,0
Dallas,1300,6135,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,39
Dallas,1301,6136,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,40
Dallas,1302,6137,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,42
Dallas,1303,6138,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,2
Dallas,1304,6139,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,34
Dallas,1305,6140,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,21
Dallas,1307,6141,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,2
Dallas,1308,6142,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,38
Dallas,1309,6143,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,5
Dallas,1310,6144,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,51
Dallas,1311,6145,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,49
Dallas,1312,6146,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,15
Dallas,1313,6147,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,6
Dallas,1314,6148,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,54
Dallas,1315,6149,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,0
Dallas,1316,6150,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,14
Dallas,1317,6151,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,0
Dallas,1500,6152,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,82
Dallas,1501,6153,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,66
Dallas,1502,6154,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,106
Dallas,1503,6155,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,43
Dallas,1504,6156,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,43
Dallas,1700,6157,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,25
Dallas,1701,6158,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,34
Dallas,1702,6159,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,52
Dallas,1703,6160,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,72
Dallas,1704,6161,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,40
Dallas,1705,6162,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,32
Dallas,1706,6163,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,38
Dallas,1707,6164,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,12
Dallas,1708,6165,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,12
Dallas,1709,6166,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,71
Dallas,1710,6167,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,65
Dallas,1711,6168,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,35
Dallas,1712,6169,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,49
Dallas,1713,6170,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,17
Dallas,1714,6171,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,37
Dallas,1715,6172,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,33
Dallas,1716,6173,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,51
Dallas,1717,6174,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,66
Dallas,1718,6175,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,37
Dallas,1719,6176,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,57
Dallas,1720,6177,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,65
Dallas,1721,6178,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,35
Dallas,1722,6179,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,53
Dallas,1723,6180,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,3
Dallas,1724,6181,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,1
Dallas,1725,6182,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,13
Dallas,1726,6183,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,33
Dallas,1727,6184,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,1
Dallas,1728,6185,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,29
Dallas,1729,6186,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,28
Dallas,1730,6187,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,0
Dallas,1731,6188,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,0
Dallas,2000,6189,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,0
Dallas,2001,6190,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,0
Dallas,2002,6191,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,43
Dallas,2003,6192,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,112
Dallas,2004,6193,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,66
Dallas,2005,6194,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,45
Dallas,2006,6195,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,57
Dallas,2007,6196,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,94
Dallas,2008,6197,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,61
Dallas,2009,6198,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,101
Dallas,2010,6199,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,55
Dallas,2011,6200,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,74
Dallas,2012,6201,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,48
Dallas,2013,6202,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,45
Dallas,2014,6203,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,13
Dallas,2015,6204,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,42
Dallas,2016,6205,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,127
Dallas,2017,6206,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,43
Dallas,2018,6207,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,19
Dallas,2019,6208,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,65
Dallas,2020,6209,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,107
Dallas,2021,6210,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,106
Dallas,2022,6211,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,31
Dallas,2023,6212,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,34
Dallas,2024,6213,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,51
Dallas,2025,6214,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,95
Dallas,2026,6215,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,55
Dallas,2027,6216,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,32
Dallas,2028,6217,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,0
Dallas,2029,6218,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,43
Dallas,2030,6219,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,38
Dallas,2031,6220,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,124
Dallas,2032,6221,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,61
Dallas,2033,6222,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,44
Dallas,2034,6223,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,42
Dallas,2035,6224,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,52
Dallas,2036,6225,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,73
Dallas,2037,6226,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,27
Dallas,2038,6227,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,164
Dallas,2039,6228,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,149
Dallas,2040,6229,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,73
Dallas,2041,6230,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,90
Dallas,2042,6231,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,163
Dallas,2043,6232,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,91
Dallas,2044,6233,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,32
Dallas,2045,6234,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,80
Dallas,2046,6235,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,64
Dallas,2047,6236,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,95
Dallas,2048,6237,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,71
Dallas,2049,6238,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,50
Dallas,2050,6239,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,74
Dallas,2051,6240,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,92
Dallas,2052,6241,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,25
Dallas,2053,6242,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,62
Dallas,2054,6243,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,64
Dallas,2055,6244,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,21
Dallas,2056,6245,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,35
Dallas,2057,6246,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,9
Dallas,2058,6247,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,45
Dallas,2059,6248,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,36
Dallas,2060,6249,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,66
Dallas,2061,6250,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,93
Dallas,2062,6251,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,71
Dallas,2063,6252,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,21
Dallas,2064,6253,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,83
Dallas,2065,6254,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,157
Dallas,2066,6255,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,45
Dallas,2067,6256,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,73
Dallas,2068,6257,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,121
Dallas,2069,6258,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,146
Dallas,2070,6259,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,51
Dallas,2071,6260,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,116
Dallas,2072,6261,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,153
Dallas,2073,6262,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,79
Dallas,2074,6263,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,6
Dallas,2076,6264,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,2
Dallas,2077,6265,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,42
Dallas,2078,6266,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,0
Dallas,2079,6267,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,38
Dallas,2200,6268,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,32
Dallas,2201,6269,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,27
Dallas,2202,6270,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,50
Dallas,2203,6271,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,47
Dallas,2220,6272,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,26
Dallas,2221,6273,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,61
Dallas,2222,6274,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,58
Dallas,2223,6275,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,44
Dallas,2224,6276,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,44
Dallas,2225,6277,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,21
Dallas,2226,6278,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,68
Dallas,2300,6279,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,24
Dallas,2301,6280,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,57
Dallas,2302,6281,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,32
Dallas,2303,6282,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,57
Dallas,2305,6283,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,87
Dallas,2306,6284,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,50
Dallas,2307,6285,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,18
Dallas,2308,6286,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,0
Dallas,2309,6287,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,23
Dallas,2310,6288,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,56
Dallas,2311,6289,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,7
Dallas,2312,6290,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,2
Dallas,2400,6291,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,1
Dallas,2401,6292,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,88
Dallas,2402,6293,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,75
Dallas,2403,6294,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,0
Dallas,2404,6295,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,34
Dallas,2405,6296,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,94
Dallas,2406,6297,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,75
Dallas,2407,6298,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,86
Dallas,2408,6299,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,28
Dallas,2409,6300,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,48
Dallas,2410,6301,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,48
Dallas,2411,6302,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,13
Dallas,2500,6303,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,87
Dallas,2501,6304,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,47
Dallas,2502,6305,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,57
Dallas,2503,6306,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,103
Dallas,2504,6307,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,34
Dallas,2505,6308,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,95
Dallas,2506,6309,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,76
Dallas,2507,6310,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,52
Dallas,2508,6311,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,76
Dallas,2509,6312,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,94
Dallas,2510,6313,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,47
Dallas,2511,6314,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,58
Dallas,2512,6315,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,38
Dallas,2513,6316,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,84
Dallas,2514,6317,"Criminal Dist Judge, Ct No. 2",,DEM,UNDER VOTES,85
