county,precinct,office,district,party,candidate,votes,early_voting
Bexar,4217,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,
Bexar,4218,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,
Bexar,4219,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,
Bexar,4220,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,
Bexar,5555,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,
Bexar,6666,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,
Bexar,7777,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,
Bexar,8888,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,
Bexar,9999,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,
Bexar,1001,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,17,
Bexar,1002,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,16,
Bexar,1003,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,18,
Bexar,1004,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,7,
Bexar,1005,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,5,
Bexar,1006,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,28,
Bexar,1007,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,8,
Bexar,1008,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,29,
Bexar,1009,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,34,
Bexar,1010,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,8,
Bexar,1011,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,9,
Bexar,1012,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,37,
Bexar,1013,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,13,
Bexar,1014,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,9,
Bexar,1015,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,6,
Bexar,1016,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,5,
Bexar,1017,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,3,
Bexar,1018,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,23,
Bexar,1019,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,8,
Bexar,1020,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,20,
Bexar,1021,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,18,
Bexar,1022,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,14,
Bexar,1023,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,21,
Bexar,1024,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,62,
Bexar,1025,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,1,
Bexar,1026,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,9,
Bexar,1027,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,3,
Bexar,1028,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,11,
Bexar,1029,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,8,
Bexar,1030,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,1031,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,8,
Bexar,1032,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,12,
Bexar,1033,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,13,
Bexar,1034,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,168,
Bexar,1035,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,8,
Bexar,1036,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,70,
Bexar,1037,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,31,
Bexar,1038,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,41,
Bexar,1039,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,13,
Bexar,1040,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,17,
Bexar,1041,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,16,
Bexar,1042,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,10,
Bexar,1043,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,20,
Bexar,1044,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,22,
Bexar,1045,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,23,
Bexar,1046,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,10,
Bexar,1047,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,20,
Bexar,1048,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,24,
Bexar,1049,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,32,
Bexar,1050,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,16,
Bexar,1051,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,33,
Bexar,1052,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,32,
Bexar,1053,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,2,
Bexar,1054,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,23,
Bexar,1055,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,43,
Bexar,1056,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,33,
Bexar,1057,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,49,
Bexar,1058,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,51,
Bexar,1059,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,7,
Bexar,1060,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,19,
Bexar,1061,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,17,
Bexar,1062,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,6,
Bexar,1063,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,41,
Bexar,1064,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,28,
Bexar,1065,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,50,
Bexar,1066,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,7,
Bexar,1067,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,67,
Bexar,1068,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,23,
Bexar,1069,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,18,
Bexar,1070,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,15,
Bexar,1071,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,37,
Bexar,1072,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,23,
Bexar,1073,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,105,
Bexar,1074,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,1075,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,13,
Bexar,1076,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,45,
Bexar,1077,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,15,
Bexar,1078,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,2,
Bexar,1079,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,113,
Bexar,1080,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,79,
Bexar,1081,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,152,
Bexar,1082,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,63,
Bexar,1083,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,68,
Bexar,1084,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,29,
Bexar,1085,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,35,
Bexar,1086,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,39,
Bexar,1087,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,22,
Bexar,1088,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,9,
Bexar,1089,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,10,
Bexar,1090,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,1091,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,23,
Bexar,1092,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,9,
Bexar,1093,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,18,
Bexar,1094,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,19,
Bexar,1095,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,8,
Bexar,1096,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,1097,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,11,
Bexar,1098,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,9,
Bexar,1099,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,100,
Bexar,1100,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,51,
Bexar,1101,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,1102,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,27,
Bexar,1103,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,1104,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,61,
Bexar,1105,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,2,
Bexar,1106,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,1107,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,43,
Bexar,1108,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,123,
Bexar,1109,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,1110,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,124,
Bexar,1111,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,121,
Bexar,1112,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,55,
Bexar,1113,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,66,
Bexar,1114,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,1115,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,8,
Bexar,1116,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,10,
Bexar,1117,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,1118,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,55,
Bexar,1119,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,3,
Bexar,1120,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,1121,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,184,
Bexar,1122,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,297,
Bexar,1123,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,14,
Bexar,1124,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,8,
Bexar,1125,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,3,
Bexar,1126,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,1127,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,4,
Bexar,1128,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,2,
Bexar,1129,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,5,
Bexar,1130,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,1131,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,1132,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,1133,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,1134,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,1135,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,1136,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,2,
Bexar,1137,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,1138,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,1139,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,2001,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,4,
Bexar,2002,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,14,
Bexar,2003,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,15,
Bexar,2004,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,16,
Bexar,2005,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,14,
Bexar,2006,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,2007,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,15,
Bexar,2008,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,9,
Bexar,2009,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,21,
Bexar,2010,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,31,
Bexar,2011,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,11,
Bexar,2012,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,9,
Bexar,2013,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,13,
Bexar,2014,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,17,
Bexar,2015,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,8,
Bexar,2016,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,3,
Bexar,2017,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,3,
Bexar,2018,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,9,
Bexar,2019,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,9,
Bexar,2020,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,7,
Bexar,2021,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,15,
Bexar,2022,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,17,
Bexar,2023,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,29,
Bexar,2024,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,16,
Bexar,2025,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,30,
Bexar,2026,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,48,
Bexar,2027,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,32,
Bexar,2028,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,50,
Bexar,2029,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,4,
Bexar,2030,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,4,
Bexar,2031,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,13,
Bexar,2032,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,7,
Bexar,2033,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,1,
Bexar,2034,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,7,
Bexar,2035,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,30,
Bexar,2036,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,74,
Bexar,2037,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,60,
Bexar,2038,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,57,
Bexar,2039,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,15,
Bexar,2040,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,49,
Bexar,2041,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,45,
Bexar,2042,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,9,
Bexar,2043,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,17,
Bexar,2044,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,21,
Bexar,2045,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,37,
Bexar,2046,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,42,
Bexar,2047,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,29,
Bexar,2048,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,17,
Bexar,2049,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,49,
Bexar,2050,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,42,
Bexar,2051,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,11,
Bexar,2052,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,7,
Bexar,2053,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,11,
Bexar,2054,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,50,
Bexar,2055,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,53,
Bexar,2056,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,18,
Bexar,2057,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,25,
Bexar,2058,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,20,
Bexar,2059,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,35,
Bexar,2060,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,27,
Bexar,2061,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,34,
Bexar,2062,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,30,
Bexar,2063,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,97,
Bexar,2064,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,47,
Bexar,2065,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,102,
Bexar,2066,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,158,
Bexar,2067,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,5,
Bexar,2068,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,142,
Bexar,2069,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,41,
Bexar,2070,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,18,
Bexar,2071,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,4,
Bexar,2072,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,63,
Bexar,2073,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,16,
Bexar,2074,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,3,
Bexar,2075,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,2,
Bexar,2076,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,71,
Bexar,2077,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,86,
Bexar,2078,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,47,
Bexar,2079,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,2080,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,18,
Bexar,2081,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,11,
Bexar,2082,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,33,
Bexar,2083,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,11,
Bexar,2084,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,198,
Bexar,2085,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,22,
Bexar,2086,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,89,
Bexar,2087,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,58,
Bexar,2088,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,95,
Bexar,2089,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,6,
Bexar,2090,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,29,
Bexar,2091,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,64,
Bexar,2092,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,17,
Bexar,2093,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,21,
Bexar,2094,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,13,
Bexar,2095,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,142,
Bexar,2096,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,39,
Bexar,2097,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,57,
Bexar,2098,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,10,
Bexar,2099,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,55,
Bexar,2100,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,21,
Bexar,2101,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,152,
Bexar,2102,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,79,
Bexar,2103,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,2,
Bexar,2104,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,1,
Bexar,2105,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,11,
Bexar,2106,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,6,
Bexar,2107,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,7,
Bexar,2108,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,62,
Bexar,2109,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,2110,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,33,
Bexar,2111,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,19,
Bexar,2112,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,45,
Bexar,2113,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,1,
Bexar,2114,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,47,
Bexar,2115,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,72,
Bexar,2116,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,2117,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,7,
Bexar,2118,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,2119,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,9,
Bexar,2120,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,2,
Bexar,2121,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,14,
Bexar,2122,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,8,
Bexar,2123,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,60,
Bexar,2124,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,18,
Bexar,2125,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,97,
Bexar,2126,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,33,
Bexar,2127,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,84,
Bexar,2128,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,15,
Bexar,2129,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,2130,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,2131,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,5,
Bexar,2132,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,2133,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,7,
Bexar,2134,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,23,
Bexar,2135,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,8,
Bexar,2136,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,2,
Bexar,2137,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,36,
Bexar,2138,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,23,
Bexar,2139,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,60,
Bexar,2140,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,20,
Bexar,2141,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,49,
Bexar,2142,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,10,
Bexar,2143,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,66,
Bexar,2144,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,58,
Bexar,2145,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,14,
Bexar,2146,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,3,
Bexar,2147,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,9,
Bexar,2148,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,76,
Bexar,2149,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,36,
Bexar,2150,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,2151,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,2152,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,9,
Bexar,2153,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,7,
Bexar,2154,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,39,
Bexar,2155,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,2156,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,30,
Bexar,2157,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,2158,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,2159,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,3,
Bexar,2160,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,1,
Bexar,2161,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,57,
Bexar,2162,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,3001,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,205,
Bexar,3002,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,94,
Bexar,3003,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,6,
Bexar,3004,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,3005,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,115,
Bexar,3006,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,73,
Bexar,3007,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,106,
Bexar,3008,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,6,
Bexar,3009,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,1,
Bexar,3010,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,12,
Bexar,3011,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,57,
Bexar,3012,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,54,
Bexar,3013,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,69,
Bexar,3014,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,22,
Bexar,3015,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,49,
Bexar,3016,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,18,
Bexar,3017,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,145,
Bexar,3018,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,234,
Bexar,3019,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,15,
Bexar,3020,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,226,
Bexar,3021,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,395,
Bexar,3022,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,161,
Bexar,3023,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,89,
Bexar,3024,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,0,
Bexar,3025,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,153,
Bexar,3026,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,187,
Bexar,3027,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,130,
Bexar,3028,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,78,
Bexar,3029,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,49,
Bexar,3030,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,150,
Bexar,3031,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,3,
