precinct,gen_con_CASTLE,gen_dem_CLINTON,gen_dem_GALLEGO,gen_grn_BARAKA,gen_grn_STEIN,gen_ind_CASTLE,gen_ind_CUBBLER,gen_ind_FOX,gen_ind_HOEFLING,gen_ind_KOTLIKOFF,gen_ind_LEE,gen_ind_MATUREN,gen_ind_MCMULLIN,gen_ind_MOOREHEAD,gen_ind_MORROW,gen_ind_SOLTYSIK,gen_ind_STEFFES,gen_ind_STEIN,gen_ind_VALDIVIA,gen_lib_CORVALAN,gen_lib_JOHNSON,gen_rep_ARRINGTON,gen_rep_HURD,gen_rep_TRUMP,gen_unk_BARRIERE,gen_unk_CASE,gen_unk_CHRISTIE,gen_unk_CRUZ,gen_unk_ERSKINE,gen_unk_KUSHNER,gen_unk_LEAMER,gen_unk_LILLY,gen_unk_RODRIGUEZ,gen_unk_RUBIO,gen_unk_SANDERS,gen_unk_SCHULIN,gen_unk_WALKER
BRAZOS51,1,466,0,0,7,0,1.0,0.0,0,0,0.0,5.0,18,0.0,0.0,0.0,0.0,0,0.0,0,122,0,0,1011,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BRAZOS52,0,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,4,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BRAZOS53,0,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BRAZOS56,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,7,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BRAZOS57,0,75,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,7,0,0,43,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BRAZOS58,0,127,0,0,0,0,0.0,0.0,0,0,0.0,0.0,6,0.0,0.0,0.0,0.0,0,0.0,0,29,0,0,231,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BRAZOS59,0,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,10,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BRAZOS6,3,106,0,0,2,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,11,0,0,510,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BRAZOS60,0,6,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,71,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BRAZOS61,0,10,0,0,0,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,4,0,0,30,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BRAZOS62,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BRAZOS63,5,788,0,0,16,0,0.0,1.0,3,2,0.0,2.0,31,0.0,0.0,0.0,0.0,0,0.0,0,161,0,0,2273,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BRAZOS64,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BRAZOS65,0,17,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,77,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BRAZOS67,0,46,0,0,2,0,0.0,0.0,0,0,0.0,0.0,3,0.0,0.0,0.0,0.0,0,0.0,0,10,0,0,102,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BRAZOS68,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BRAZOS69,1,674,0,0,11,0,2.0,0.0,0,0,0.0,0.0,48,0.0,0.0,0.0,0.0,0,0.0,0,124,0,0,1581,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BRAZOS7,0,136,0,0,5,0,0.0,0.0,0,0,0.0,0.0,4,0.0,0.0,0.0,0.0,0,0.0,0,37,0,0,869,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BRAZOS70,0,140,0,0,4,0,0.0,0.0,0,0,0.0,3.0,13,0.0,0.0,0.0,0.0,0,0.0,0,26,0,0,212,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BRAZOS71,0,16,0,0,0,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,2,0,0,77,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BRAZOS72,0,7,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,2,0,0,14,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BRAZOS74,0,108,0,0,3,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,7,0,0,57,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BRAZOS77,0,101,0,0,5,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,7,0,0,143,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BRAZOS78,0,18,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,5,0,0,103,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BRAZOS79,0,19,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,2,0,0,20,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BRAZOS8,1,439,0,0,18,0,0.0,0.0,0,0,0.0,3.0,23,0.0,0.0,0.0,0.0,0,1.0,0,86,0,0,401,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BRAZOS80,5,496,0,0,13,0,0.0,0.0,1,1,0.0,4.0,48,0.0,0.0,0.0,0.0,0,0.0,0,136,0,0,1469,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BRAZOS81,0,18,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,2,0,0,20,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BRAZOS82,0,36,0,0,0,0,0.0,0.0,0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,6,0,0,145,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BRAZOS83,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BRAZOS9,1,339,0,0,7,0,0.0,0.0,1,0,0.0,1.0,22,0.0,0.0,0.0,0.0,0,0.0,0,75,0,0,500,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BRAZOSTOTAL,73,23121,0,0,536,0,5.0,1.0,7,10,1.0,60.0,843,0.0,0.0,1.0,0.0,0,2.0,0,3813,0,0,38738,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BREWSTERTOTAL,0,1873,0,0,77,0,0.0,0.0,0,0,0.0,1.0,14,0.0,0.0,0.0,0.0,0,0.0,0,210,0,0,2077,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BRISCOE1,0,17,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,91,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BRISCOE2,0,16,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,149,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BRISCOE3,0,21,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,6,0,0,143,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BRISCOE4,0,28,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,5,0,0,202,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BRISCOE6,0,9,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,40,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BROOKS1-2,0,611,0,0,7,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,10,0,0,126,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BROOKS3-4,0,414,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,7,0,0,180,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BROOKS5-7,0,95,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,3,0,0,66,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BROOKS6,0,403,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,8,0,0,92,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BROOKS8-9,0,414,0,0,5,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,4,0,0,149,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BROOKSTOTAL,0,1937,0,0,14,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,32,0,0,613,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BROWNTOTALS,9,1621,0,0,65,0,0.0,0.0,1,0,0.0,0.0,60,0.0,0.0,0.0,0.0,0,0.0,0,253,0,0,12017,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BURLESONTOTAL,2,1491,0,0,20,0,0.0,0.0,1,2,0.0,0.0,10,0.0,0.0,0.0,0.0,0,0.0,0,118,0,0,5316,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BURNET18 - GRANITE,1,138,0,0,3,0,0.0,0.0,0,0,0.0,0.0,3,0.0,0.0,0.0,0.0,0,0.0,0,20,0,0,461,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BURNET19 - HSB,0,43,0,0,2,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,8,0,0,218,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BURNET19 - MARBLE,1,56,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,8,0,0,171,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BURNET20 - MARBLE,1,503,0,0,10,0,0.0,0.0,0,0,0.0,0.0,10,0.0,0.0,0.0,0.0,0,0.0,0,66,0,0,1441,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BURNET3 - GRANITE,0,168,0,0,5,0,0.0,0.0,0,0,0.0,0.0,3,0.0,0.0,0.0,0.0,0,0.0,0,30,0,0,424,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
BURNETTOTAL,10,3797,0,0,104,0,0.0,0.0,0,0,0.0,0.0,68,0.0,0.0,0.0,0.0,0,0.0,0,564,0,0,14638,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CALDWELL100,0,139,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,10,0,0,126,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CALDWELL101,0,194,0,0,5,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,16,0,0,207,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CALDWELL102,0,108,0,0,5,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,10,0,0,303,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CALDWELL103,0,548,0,0,9,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,46,0,0,691,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CALDWELL104,0,77,0,0,2,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,14,0,0,188,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CALDWELL105,0,29,0,0,2,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,26,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CALDWELL108,0,24,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,4,0,0,26,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CALDWELL109,0,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,19,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CALDWELL110,0,24,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,4,0,0,44,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CALDWELL111,0,247,0,0,6,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,28,0,0,283,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CALDWELL118,0,33,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,2,0,0,44,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CALDWELL201,0,187,0,0,5,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,18,0,0,336,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CALDWELL202,0,209,0,0,4,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,19,0,0,452,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CALDWELL203,0,153,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,13,0,0,438,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CALDWELL204,0,164,0,0,2,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,32,0,0,580,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CALDWELL205,0,32,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,4,0,0,168,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CALDWELL206,0,201,0,0,7,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,14,0,0,287,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CALDWELL301,0,309,0,0,17,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,38,0,0,288,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CALDWELL302,0,377,0,0,5,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,27,0,0,397,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CALDWELL303,0,152,0,0,6,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,16,0,0,259,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CALDWELL305,0,80,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,12,0,0,154,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CALDWELL306,0,90,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,10,0,0,99,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CALDWELL400,0,18,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,23,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CALDWELL401,0,290,0,0,3,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,17,0,0,119,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CALDWELL402,0,468,0,0,6,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,35,0,0,279,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CALDWELL404,0,360,0,0,9,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,29,0,0,401,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CALDWELL405,0,196,0,0,7,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,22,0,0,378,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CALDWELL407,0,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CALDWELL408,0,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,5,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CALDWELL409,0,5,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,14,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CALDWELL412,0,76,0,0,2,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,5,0,0,55,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CALDWELLTOTAL,0,4795,0,0,105,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,446,0,0,6691,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CALHOUNTOTAL,0,2118,0,0,33,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,168,0,0,4638,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CALLAHANTOTAL,2,569,0,0,23,0,0.0,0.0,0,0,0.0,0.0,13,0.0,0.0,0.0,0.0,0,0.0,0,107,0,0,4865,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON102A,0,127,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,4,0,0,90,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON103,0,96,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,4,0,0,51,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON104,0,45,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,33,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON105,0,13,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,3,0,0,9,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON106,0,807,0,0,13,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,35,0,0,386,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON107,0,201,0,0,8,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,9,0,0,59,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON108,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON109,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON14A,0,440,0,0,3,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,22,0,0,171,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON16A,0,202,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,6,0,0,68,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON17A,0,912,0,0,9,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,32,0,0,286,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON18A,0,98,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,68,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON1A,0,80,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,7,0,0,186,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON20A,0,112,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,6,0,0,184,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON22A,0,191,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,3,0,0,118,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON23A,0,47,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,3,0,0,44,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON24A,0,512,0,0,4,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,12,0,0,114,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON25A,0,69,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,34,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON26A,0,431,0,0,9,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,19,0,0,493,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON27A,0,266,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,12,0,0,137,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON28A,0,57,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,2,0,0,74,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON29A,0,212,0,0,2,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,12,0,0,223,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON2A,0,124,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,5,0,0,185,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON34A,0,61,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,48,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON3A,0,131,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,5,0,0,45,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON40A,0,11,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,4,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON43A,0,61,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,4,0,0,51,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON44A,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON4A,0,367,0,0,7,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,16,0,0,130,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON50A,0,519,0,0,4,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,22,0,0,314,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON51A,0,365,0,0,5,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,10,0,0,110,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON52A,0,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,4,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON53A,0,351,0,0,6,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,14,0,0,77,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON55A,0,12,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,4,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON57A,0,138,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,9,0,0,136,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON58A,0,490,0,0,13,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,23,0,0,468,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON59A,0,169,0,0,3,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,10,0,0,48,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON64A,0,20,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,38,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON65A,0,583,0,0,12,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,26,0,0,282,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON66A,0,679,0,0,11,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,37,0,0,408,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
CAMERON67A,0,16,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0,33,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
