precinct_code,gen_dem_ADAMS,gen_dem_CLINTON,gen_dem_PENDLETON,gen_dem_TERRY,gen_dem_THOMAS,gen_grn_STEIN,gen_ind_BOLAR,gen_ind_BOYLES,gen_ind_BROWN,gen_ind_BUCHANAN,gen_ind_CARLISLE,gen_ind_CASTLE,gen_ind_DUNCAN,gen_ind_EDGELL,gen_ind_FLIPPIN,gen_ind_FOX,gen_ind_FUENTE,gen_ind_HARTNELL,gen_ind_HEDGES,gen_ind_HOEFLING,gen_ind_II,gen_ind_JR.,gen_ind_KAHN,gen_ind_KEITA,gen_ind_KOTLIKOFF,gen_ind_LASH,gen_ind_LIBRACE,gen_ind_LOCKE,gen_ind_MALDANADO,gen_ind_MATUREN,gen_ind_MCMULLIN,gen_ind_MOREAU,gen_ind_OLKOWSKI,gen_ind_PUSKAR,gen_ind_RIVA,gen_ind_SCHOENKE,gen_ind_SCHRINER,gen_ind_SMITH,gen_ind_SOLDJAH,gen_ind_SOLTYSIK,gen_ind_SR,gen_ind_SYMONETTE,gen_ind_VAKIL,gen_ind_VALDIVIA,gen_ind_VOGEL-WALCUTT,gen_ind_WHITE,gen_ind_WILLIAMS,gen_ind_WYSINGER,gen_lib_JOHNSON,gen_rep_BORING,gen_rep_BREIVOGEL,gen_rep_GATES,gen_rep_MCCARTHY,gen_rep_REID,gen_rep_TRUMP,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
ALLEGANY_001-000,0,43,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,350,36,0,44,4,2,0,80,0,0,42,0,0,0,236,402,364,80
ALLEGANY_002-000,0,53,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,380,34,0,48,0,10,4,80,0,2,34,0,6,0,252,456,388,82
ALLEGANY_003-000,0,55,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,370,24,4,52,0,0,0,58,0,0,52,0,2,0,226,434,338,80
ALLEGANY_004-002,0,86,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,166,44,0,82,2,0,0,20,0,2,2,0,2,2,96,274,126,126
ALLEGANY_004-003,0,143,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,305,110,2,116,0,6,2,36,0,6,22,4,0,0,218,474,294,228
ALLEGANY_004-004,0,169,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,465,162,0,162,0,14,0,64,0,0,68,0,4,0,296,666,446,324
ALLEGANY_004-005,0,105,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,257,58,2,68,0,4,0,30,2,0,28,2,2,2,140,384,210,128
ALLEGANY_004-008,0,151,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,409,134,6,144,4,8,2,94,0,0,38,2,6,2,244,600,400,284
ALLEGANY_005-004,0,147,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,341,114,0,142,0,2,2,28,2,0,50,0,0,0,238,523,322,256
ALLEGANY_005-006,0,46,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,232,38,2,52,0,6,4,42,0,0,10,0,4,0,142,291,208,92
ALLEGANY_006-001,0,233,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,282,172,4,198,6,6,2,74,0,2,82,0,2,0,238,538,412,374
ALLEGANY_006-003,0,94,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,156,66,2,102,4,8,0,22,0,0,26,0,2,0,90,273,152,170
ALLEGANY_006-005,0,167,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,308,164,2,146,0,8,0,34,0,0,84,2,4,0,226,498,358,312
ALLEGANY_006-006,0,136,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,585,122,2,102,4,8,0,84,0,2,36,0,4,2,394,753,534,226
ALLEGANY_007-001,0,198,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,621,154,4,174,4,16,2,136,0,2,62,4,0,0,336,854,562,332
ALLEGANY_007-002,0,169,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,738,166,2,122,2,4,4,130,0,0,80,0,6,2,492,938,720,290
ALLEGANY_008-000,0,199,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,1063,140,10,186,6,20,2,224,0,4,74,8,6,4,612,1304,960,336
ALLEGANY_009-000,0,59,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,449,44,4,48,4,6,0,70,0,2,36,2,0,0,298,525,418,96
ALLEGANY_010-000,0,91,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,674,56,0,74,10,20,4,86,0,0,76,2,8,2,584,785,792,130
ALLEGANY_011-000,0,215,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,286,132,0,124,6,10,0,52,2,2,50,2,6,0,204,529,334,256
ALLEGANY_012-000,0,340,0,0,0,19,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,710,216,2,270,6,36,2,102,2,2,142,8,6,2,466,1131,774,488
ALLEGANY_013-000,0,134,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,732,86,6,138,2,6,4,128,2,2,52,4,0,0,424,891,624,230
ALLEGANY_014-000,0,105,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,93,32,0,68,0,2,0,20,0,0,18,2,2,2,60,214,106,100
ALLEGANY_016-000,0,141,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,691,74,2,138,2,10,0,134,0,2,58,2,2,0,456,859,666,214
ALLEGANY_018-000,0,94,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,769,80,0,76,16,12,4,100,0,4,90,0,0,2,568,886,796,156
ALLEGANY_020-000,0,111,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,673,78,2,102,2,8,2,120,0,2,60,4,4,0,466,803,668,182
ALLEGANY_021-000,0,83,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,407,78,0,88,2,8,2,100,0,0,24,0,0,0,304,507,440,166
ALLEGANY_022-001,0,182,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,447,158,2,130,6,14,0,64,0,2,52,0,4,2,250,660,394,290
ALLEGANY_022-002,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,44,4,2,6,0,0,0,0,0,0,2,0,0,0,50,57,52,12
ALLEGANY_023-000,0,231,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,1,0,0,619,200,10,230,6,10,0,106,4,2,70,2,6,0,390,899,596,440
ALLEGANY_024-000,0,131,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,566,94,2,98,2,10,0,126,0,4,86,2,6,0,390,715,626,194
ALLEGANY_026-000,0,382,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,540,222,0,284,6,20,0,112,0,0,122,2,12,2,364,996,640,506
ALLEGANY_029-001,0,217,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,770,190,8,192,8,16,2,144,0,0,142,0,16,2,624,1024,954,390
ALLEGANY_029-002,0,258,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,634,180,0,200,6,34,2,156,0,4,164,2,8,0,424,943,800,380
ALLEGANY_029-003,0,170,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,484,158,2,114,4,10,0,98,0,0,74,2,2,0,358,677,548,274
ALLEGANY_031-000,0,83,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,497,76,2,58,2,10,0,112,0,0,56,0,4,0,334,599,518,136
ALLEGANY_034-000,0,151,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,606,146,2,138,2,8,0,110,2,6,88,2,8,0,358,788,584,286
ANNE_ARUNDEL_001-001,0,289,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,623,194,8,272,2,12,0,128,2,2,76,2,0,0,352,967,576,474
ANNE_ARUNDEL_001-002,0,263,0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,556,176,2,220,2,4,2,112,2,0,100,4,4,0,330,893,560,398
ANNE_ARUNDEL_001-003,0,253,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,604,154,0,184,2,0,0,70,0,0,70,2,0,0,278,895,422,338
ANNE_ARUNDEL_001-004,0,447,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,377,362,8,180,0,6,0,48,0,0,34,0,2,0,188,855,278,550
ANNE_ARUNDEL_001-005,0,380,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,1,294,304,2,150,0,2,2,92,0,0,58,0,4,0,154,722,312,456
ANNE_ARUNDEL_001-006,0,570,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,298,444,2,204,0,2,0,52,2,0,58,0,4,2,174,922,294,650
ANNE_ARUNDEL_001-007,0,208,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,565,134,14,158,6,0,0,74,0,2,50,4,0,0,300,835,436,306
ANNE_ARUNDEL_001-008,0,272,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,726,182,8,286,2,0,2,80,0,2,84,4,6,4,438,1043,622,476
ANNE_ARUNDEL_001-009,0,232,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,619,160,4,198,2,2,0,88,0,0,74,0,2,2,362,907,532,362
ANNE_ARUNDEL_001-010,0,239,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,460,144,4,198,0,0,0,62,0,0,106,2,2,0,326,749,498,346
ANNE_ARUNDEL_001-011,0,185,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,459,126,6,142,0,2,0,48,0,0,94,2,4,0,262,676,412,274
ANNE_ARUNDEL_001-012,0,720,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,0,0,0,0,280,426,2,270,0,10,4,44,2,0,36,0,2,0,118,1071,216,698
ANNE_ARUNDEL_001-013,0,218,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,238,110,0,142,2,2,0,18,0,0,16,0,2,0,114,483,154,252
ANNE_ARUNDEL_001-014,0,252,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,532,186,12,182,0,2,0,62,0,0,40,0,2,0,270,818,376,380
ANNE_ARUNDEL_001-015,0,309,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,543,230,4,228,6,6,2,58,0,0,38,2,0,0,314,888,426,462
ANNE_ARUNDEL_001-016,0,378,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,456,266,6,222,2,10,2,46,0,0,26,0,2,0,250,867,338,494
ANNE_ARUNDEL_001-017,0,222,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,324,160,2,114,2,0,2,32,2,0,18,2,0,0,150,572,208,276
ANNE_ARUNDEL_001-018,0,581,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,476,470,4,228,0,12,0,46,2,0,32,0,0,0,216,1090,308,702
ANNE_ARUNDEL_001-019,0,510,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,244,488,4,210,10,8,2,68,2,0,62,0,0,0,106,817,258,702
ANNE_ARUNDEL_001-020,0,493,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,289,462,0,232,2,6,2,88,2,2,68,0,2,0,152,839,324,694
ANNE_ARUNDEL_001-021,0,639,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,130,366,2,232,0,0,0,36,0,0,32,0,2,0,48,816,118,600
ANNE_ARUNDEL_001-022,0,1063,0,0,0,31,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,506,666,4,412,0,2,2,84,0,4,142,2,2,2,266,1694,506,1082
ANNE_ARUNDEL_001-023,0,159,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,62,72,0,54,0,0,0,20,0,0,14,0,0,0,26,230,60,126
ANNE_ARUNDEL_001-024,0,363,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,189,298,0,144,0,6,0,40,0,2,48,0,4,0,98,601,198,442
ANNE_ARUNDEL_001-025,0,235,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,313,156,0,94,2,4,0,68,0,0,66,0,0,0,166,584,306,250
ANNE_ARUNDEL_001-026,0,1062,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,171,640,0,294,0,2,0,32,0,0,12,2,4,0,84,1290,136,934
ANNE_ARUNDEL_002-001,0,257,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,384,188,0,128,0,4,2,66,0,0,90,2,2,0,224,695,390,316
ANNE_ARUNDEL_002-002,0,384,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,373,220,2,176,2,6,2,56,2,0,84,0,0,0,222,797,374,398
ANNE_ARUNDEL_002-003,0,351,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,498,214,6,234,0,4,0,76,0,2,90,0,6,0,274,910,452,454
ANNE_ARUNDEL_002-004,0,443,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,462,444,2,218,0,6,2,94,0,2,94,0,4,0,258,958,460,664
ANNE_ARUNDEL_002-005,1,411,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,435,224,4,192,2,4,2,76,0,2,38,0,4,0,166,902,294,420
ANNE_ARUNDEL_002-006,0,256,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,1,449,162,4,122,2,12,2,50,0,4,34,0,0,4,192,751,300,288
ANNE_ARUNDEL_002-007,0,513,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,616,312,2,270,6,12,2,70,0,4,98,4,4,0,364,1196,564,584
ANNE_ARUNDEL_002-008,0,330,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,703,226,2,264,0,8,2,92,2,2,72,0,2,0,384,1106,564,492
ANNE_ARUNDEL_002-009,0,556,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,0,0,0,0,0,368,350,4,184,6,4,0,86,0,0,48,0,6,2,188,978,340,538
ANNE_ARUNDEL_002-010,0,282,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,652,190,2,174,4,6,0,62,0,0,66,0,0,0,368,980,506,366
ANNE_ARUNDEL_002-011,0,194,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,382,122,2,156,0,2,0,64,0,4,34,2,2,0,174,616,282,280
ANNE_ARUNDEL_002-012,0,191,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,383,94,2,110,0,4,0,48,0,0,30,2,4,0,194,620,282,206
ANNE_ARUNDEL_002-013,0,248,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,1,0,399,158,4,166,6,12,0,86,0,0,80,6,2,0,144,704,336,328
ANNE_ARUNDEL_002-014,0,848,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,252,454,0,284,0,2,4,52,0,2,58,0,0,0,108,1147,226,738
ANNE_ARUNDEL_002-015,0,520,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,397,360,6,254,6,4,0,96,0,2,80,0,2,0,170,985,360,620
ANNE_ARUNDEL_002-016,0,187,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,360,114,2,142,0,6,0,58,2,0,30,0,0,0,170,577,266,258
ANNE_ARUNDEL_002-017,0,602,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,277,342,0,246,2,6,0,68,0,4,48,2,2,0,84,924,216,588
ANNE_ARUNDEL_002-018,0,416,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,310,214,2,212,0,6,0,76,0,4,62,2,4,0,172,792,326,428
ANNE_ARUNDEL_002-019,0,539,0,0,0,20,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,307,312,2,230,4,10,0,36,0,4,26,4,2,0,152,911,238,544
