county,precinct,office,district,candidate,party,votes,vtd
Cherokee,Columbus Ward 3,President,,"Moorehead, Monica G.",Write-ins,0,000080
Cherokee,Columbus Ward 3,President,,"Perry, Darryl",Write-ins,0,000080
Cherokee,Columbus Ward 3,President,,"Schoenke, Marshall R.",Write-ins,0,000080
Cherokee,Columbus Ward 3,President,,"Schriner, Joe C",Write-ins,0,000080
Cherokee,Columbus Ward 3,President,,"Smith, Mike",Write-ins,0,000080
Cherokee,Columbus Ward 3,President,,"Sood, Ajay",Write-ins,0,000080
Cherokee,Columbus Ward 3,President,,"Sterling, Shawna",Write-ins,0,000080
Cherokee,Columbus Ward 3,President,,"Valdivia, Anthony J",Write-ins,0,000080
Cherokee,Columbus Ward 3,President,,"Vogel-Walcutt, J.J.",Write-ins,0,000080
Cherokee,Columbus Ward 3,President,,"Wysinger, Demetra Jefferson",Write-ins,0,000080
Cherokee,Columbus Ward 3,President,,"Clinton, Hillary Rodham",Democratic,71,000080
Cherokee,Columbus Ward 3,President,,"Johnson, Gary",Libertarian,15,000080
Cherokee,Columbus Ward 3,President,,"Trump, Donald J.",Republican,185,000080
Cherokee,Columbus Ward 4,President,,"Stein, Jill",independent,2,000090
Cherokee,Columbus Ward 4,President,,"Basiago, Andrew D.",Write-ins,0,000090
Cherokee,Columbus Ward 4,President,,"Castle, Darrell L",Write-ins,0,000090
Cherokee,Columbus Ward 4,President,,"De La Fuente, ""Rocky"" Roque",Write-ins,0,000090
Cherokee,Columbus Ward 4,President,,"Giordani, Rocky",Write-ins,0,000090
Cherokee,Columbus Ward 4,President,,"Hedges, James A",Write-ins,0,000090
Cherokee,Columbus Ward 4,President,,"Hoefling, Tom",Write-ins,0,000090
Cherokee,Columbus Ward 4,President,,"Kahn, Lynn",Write-ins,0,000090
Cherokee,Columbus Ward 4,President,,"La Riva, Gloria",Write-ins,0,000090
Cherokee,Columbus Ward 4,President,,"Levinson, Michael S.",Write-ins,0,000090
Cherokee,Columbus Ward 4,President,,"Maturen, Michael A",Write-ins,0,000090
Cherokee,Columbus Ward 4,President,,"McMullin, Evan",Write-ins,0,000090
Cherokee,Columbus Ward 4,President,,"Moorehead, Monica G.",Write-ins,0,000090
Cherokee,Columbus Ward 4,President,,"Perry, Darryl",Write-ins,0,000090
Cherokee,Columbus Ward 4,President,,"Schoenke, Marshall R.",Write-ins,0,000090
Cherokee,Columbus Ward 4,President,,"Schriner, Joe C",Write-ins,0,000090
Cherokee,Columbus Ward 4,President,,"Smith, Mike",Write-ins,0,000090
Cherokee,Columbus Ward 4,President,,"Sood, Ajay",Write-ins,0,000090
Cherokee,Columbus Ward 4,President,,"Sterling, Shawna",Write-ins,0,000090
Cherokee,Columbus Ward 4,President,,"Valdivia, Anthony J",Write-ins,0,000090
Cherokee,Columbus Ward 4,President,,"Vogel-Walcutt, J.J.",Write-ins,0,000090
Cherokee,Columbus Ward 4,President,,"Wysinger, Demetra Jefferson",Write-ins,0,000090
Cherokee,Columbus Ward 4,President,,"Clinton, Hillary Rodham",Democratic,58,000090
Cherokee,Columbus Ward 4,President,,"Johnson, Gary",Libertarian,14,000090
Cherokee,Columbus Ward 4,President,,"Trump, Donald J.",Republican,154,000090
Cherokee,Columbus Ward 5,President,,"Stein, Jill",independent,8,00010A
Cherokee,Columbus Ward 5,President,,"Basiago, Andrew D.",Write-ins,0,00010A
Cherokee,Columbus Ward 5,President,,"Castle, Darrell L",Write-ins,0,00010A
Cherokee,Columbus Ward 5,President,,"De La Fuente, ""Rocky"" Roque",Write-ins,0,00010A
Cherokee,Columbus Ward 5,President,,"Giordani, Rocky",Write-ins,0,00010A
Cherokee,Columbus Ward 5,President,,"Hedges, James A",Write-ins,0,00010A
Cherokee,Columbus Ward 5,President,,"Hoefling, Tom",Write-ins,0,00010A
Cherokee,Columbus Ward 5,President,,"Kahn, Lynn",Write-ins,0,00010A
Cherokee,Columbus Ward 5,President,,"La Riva, Gloria",Write-ins,0,00010A
Cherokee,Columbus Ward 5,President,,"Levinson, Michael S.",Write-ins,0,00010A
Cherokee,Columbus Ward 5,President,,"Maturen, Michael A",Write-ins,0,00010A
Cherokee,Columbus Ward 5,President,,"McMullin, Evan",Write-ins,0,00010A
Cherokee,Columbus Ward 5,President,,"Moorehead, Monica G.",Write-ins,0,00010A
Cherokee,Columbus Ward 5,President,,"Perry, Darryl",Write-ins,0,00010A
Cherokee,Columbus Ward 5,President,,"Schoenke, Marshall R.",Write-ins,0,00010A
Cherokee,Columbus Ward 5,President,,"Schriner, Joe C",Write-ins,0,00010A
Cherokee,Columbus Ward 5,President,,"Smith, Mike",Write-ins,0,00010A
Cherokee,Columbus Ward 5,President,,"Sood, Ajay",Write-ins,0,00010A
Cherokee,Columbus Ward 5,President,,"Sterling, Shawna",Write-ins,0,00010A
Cherokee,Columbus Ward 5,President,,"Valdivia, Anthony J",Write-ins,0,00010A
Cherokee,Columbus Ward 5,President,,"Vogel-Walcutt, J.J.",Write-ins,0,00010A
Cherokee,Columbus Ward 5,President,,"Wysinger, Demetra Jefferson",Write-ins,0,00010A
Cherokee,Columbus Ward 5,President,,"Clinton, Hillary Rodham",Democratic,52,00010A
Cherokee,Columbus Ward 5,President,,"Johnson, Gary",Libertarian,5,00010A
Cherokee,Columbus Ward 5,President,,"Trump, Donald J.",Republican,158,00010A
Cherokee,Columbus Ward 5 Exclave,President,,"Stein, Jill",independent,0,00010B
Cherokee,Columbus Ward 5 Exclave,President,,"Basiago, Andrew D.",Write-ins,0,00010B
Cherokee,Columbus Ward 5 Exclave,President,,"Castle, Darrell L",Write-ins,0,00010B
Cherokee,Columbus Ward 5 Exclave,President,,"De La Fuente, ""Rocky"" Roque",Write-ins,0,00010B
Cherokee,Columbus Ward 5 Exclave,President,,"Giordani, Rocky",Write-ins,0,00010B
Cherokee,Columbus Ward 5 Exclave,President,,"Hedges, James A",Write-ins,0,00010B
Cherokee,Columbus Ward 5 Exclave,President,,"Hoefling, Tom",Write-ins,0,00010B
Cherokee,Columbus Ward 5 Exclave,President,,"Kahn, Lynn",Write-ins,0,00010B
Cherokee,Columbus Ward 5 Exclave,President,,"La Riva, Gloria",Write-ins,0,00010B
Cherokee,Columbus Ward 5 Exclave,President,,"Levinson, Michael S.",Write-ins,0,00010B
Cherokee,Columbus Ward 5 Exclave,President,,"Maturen, Michael A",Write-ins,0,00010B
Cherokee,Columbus Ward 5 Exclave,President,,"McMullin, Evan",Write-ins,0,00010B
Cherokee,Columbus Ward 5 Exclave,President,,"Moorehead, Monica G.",Write-ins,0,00010B
Cherokee,Columbus Ward 5 Exclave,President,,"Perry, Darryl",Write-ins,0,00010B
Cherokee,Columbus Ward 5 Exclave,President,,"Schoenke, Marshall R.",Write-ins,0,00010B
Cherokee,Columbus Ward 5 Exclave,President,,"Schriner, Joe C",Write-ins,0,00010B
Cherokee,Columbus Ward 5 Exclave,President,,"Smith, Mike",Write-ins,0,00010B
Cherokee,Columbus Ward 5 Exclave,President,,"Sood, Ajay",Write-ins,0,00010B
Cherokee,Columbus Ward 5 Exclave,President,,"Sterling, Shawna",Write-ins,0,00010B
Cherokee,Columbus Ward 5 Exclave,President,,"Valdivia, Anthony J",Write-ins,0,00010B
Cherokee,Columbus Ward 5 Exclave,President,,"Vogel-Walcutt, J.J.",Write-ins,0,00010B
Cherokee,Columbus Ward 5 Exclave,President,,"Wysinger, Demetra Jefferson",Write-ins,0,00010B
Cherokee,Columbus Ward 5 Exclave,President,,"Clinton, Hillary Rodham",Democratic,0,00010B
Cherokee,Columbus Ward 5 Exclave,President,,"Johnson, Gary",Libertarian,0,00010B
Cherokee,Columbus Ward 5 Exclave,President,,"Trump, Donald J.",Republican,0,00010B
Cherokee,Crawford Township,President,,"Stein, Jill",independent,3,000110
Cherokee,Crawford Township,President,,"Basiago, Andrew D.",Write-ins,0,000110
Cherokee,Crawford Township,President,,"Castle, Darrell L",Write-ins,0,000110
Cherokee,Crawford Township,President,,"De La Fuente, ""Rocky"" Roque",Write-ins,0,000110
Cherokee,Crawford Township,President,,"Giordani, Rocky",Write-ins,0,000110
Cherokee,Crawford Township,President,,"Hedges, James A",Write-ins,0,000110
Cherokee,Crawford Township,President,,"Hoefling, Tom",Write-ins,0,000110
Cherokee,Crawford Township,President,,"Kahn, Lynn",Write-ins,0,000110
Cherokee,Crawford Township,President,,"La Riva, Gloria",Write-ins,0,000110
Cherokee,Crawford Township,President,,"Levinson, Michael S.",Write-ins,0,000110
Cherokee,Crawford Township,President,,"Maturen, Michael A",Write-ins,0,000110
Cherokee,Crawford Township,President,,"McMullin, Evan",Write-ins,0,000110
Cherokee,Crawford Township,President,,"Moorehead, Monica G.",Write-ins,0,000110
Cherokee,Crawford Township,President,,"Perry, Darryl",Write-ins,0,000110
Cherokee,Crawford Township,President,,"Schoenke, Marshall R.",Write-ins,0,000110
Cherokee,Crawford Township,President,,"Schriner, Joe C",Write-ins,0,000110
Cherokee,Crawford Township,President,,"Smith, Mike",Write-ins,0,000110
Cherokee,Crawford Township,President,,"Sood, Ajay",Write-ins,0,000110
Cherokee,Crawford Township,President,,"Sterling, Shawna",Write-ins,0,000110
Cherokee,Crawford Township,President,,"Valdivia, Anthony J",Write-ins,0,000110
Cherokee,Crawford Township,President,,"Vogel-Walcutt, J.J.",Write-ins,0,000110
Cherokee,Crawford Township,President,,"Wysinger, Demetra Jefferson",Write-ins,0,000110
Cherokee,Crawford Township,President,,"Clinton, Hillary Rodham",Democratic,60,000110
Cherokee,Crawford Township,President,,"Johnson, Gary",Libertarian,7,000110
Cherokee,Crawford Township,President,,"Trump, Donald J.",Republican,282,000110
Cherokee,Galena Ward 1,President,,"Stein, Jill",independent,2,000120
Cherokee,Galena Ward 1,President,,"Basiago, Andrew D.",Write-ins,0,000120
Cherokee,Galena Ward 1,President,,"Castle, Darrell L",Write-ins,0,000120
Cherokee,Galena Ward 1,President,,"De La Fuente, ""Rocky"" Roque",Write-ins,0,000120
Cherokee,Galena Ward 1,President,,"Giordani, Rocky",Write-ins,0,000120
Cherokee,Galena Ward 1,President,,"Hedges, James A",Write-ins,0,000120
Cherokee,Galena Ward 1,President,,"Hoefling, Tom",Write-ins,0,000120
Cherokee,Galena Ward 1,President,,"Kahn, Lynn",Write-ins,0,000120
Cherokee,Galena Ward 1,President,,"La Riva, Gloria",Write-ins,0,000120
Cherokee,Galena Ward 1,President,,"Levinson, Michael S.",Write-ins,0,000120
Cherokee,Galena Ward 1,President,,"Maturen, Michael A",Write-ins,0,000120
Cherokee,Galena Ward 1,President,,"McMullin, Evan",Write-ins,0,000120
Cherokee,Galena Ward 1,President,,"Moorehead, Monica G.",Write-ins,0,000120
Cherokee,Galena Ward 1,President,,"Perry, Darryl",Write-ins,0,000120
Cherokee,Galena Ward 1,President,,"Schoenke, Marshall R.",Write-ins,0,000120
Cherokee,Galena Ward 1,President,,"Schriner, Joe C",Write-ins,0,000120
Cherokee,Galena Ward 1,President,,"Smith, Mike",Write-ins,0,000120
Cherokee,Galena Ward 1,President,,"Sood, Ajay",Write-ins,0,000120
Cherokee,Galena Ward 1,President,,"Sterling, Shawna",Write-ins,0,000120
Cherokee,Galena Ward 1,President,,"Valdivia, Anthony J",Write-ins,0,000120
Cherokee,Galena Ward 1,President,,"Vogel-Walcutt, J.J.",Write-ins,0,000120
Cherokee,Galena Ward 1,President,,"Wysinger, Demetra Jefferson",Write-ins,0,000120
Cherokee,Galena Ward 1,President,,"Clinton, Hillary Rodham",Democratic,61,000120
Cherokee,Galena Ward 1,President,,"Johnson, Gary",Libertarian,9,000120
Cherokee,Galena Ward 1,President,,"Trump, Donald J.",Republican,189,000120
Cherokee,Galena Ward 2,President,,"Stein, Jill",independent,3,00013A
Cherokee,Galena Ward 2,President,,"Basiago, Andrew D.",Write-ins,0,00013A
Cherokee,Galena Ward 2,President,,"Castle, Darrell L",Write-ins,0,00013A
Cherokee,Galena Ward 2,President,,"De La Fuente, ""Rocky"" Roque",Write-ins,0,00013A
Cherokee,Galena Ward 2,President,,"Giordani, Rocky",Write-ins,0,00013A
Cherokee,Galena Ward 2,President,,"Hedges, James A",Write-ins,0,00013A
Cherokee,Galena Ward 2,President,,"Hoefling, Tom",Write-ins,0,00013A
Cherokee,Galena Ward 2,President,,"Kahn, Lynn",Write-ins,0,00013A
Cherokee,Galena Ward 2,President,,"La Riva, Gloria",Write-ins,0,00013A
Cherokee,Galena Ward 2,President,,"Levinson, Michael S.",Write-ins,0,00013A
Cherokee,Galena Ward 2,President,,"Maturen, Michael A",Write-ins,0,00013A
Cherokee,Galena Ward 2,President,,"McMullin, Evan",Write-ins,0,00013A
Cherokee,Galena Ward 2,President,,"Moorehead, Monica G.",Write-ins,0,00013A
Cherokee,Galena Ward 2,President,,"Perry, Darryl",Write-ins,0,00013A
Cherokee,Galena Ward 2,President,,"Schoenke, Marshall R.",Write-ins,0,00013A
Cherokee,Galena Ward 2,President,,"Schriner, Joe C",Write-ins,0,00013A
Cherokee,Galena Ward 2,President,,"Smith, Mike",Write-ins,0,00013A
Cherokee,Galena Ward 2,President,,"Sood, Ajay",Write-ins,0,00013A
Cherokee,Galena Ward 2,President,,"Sterling, Shawna",Write-ins,0,00013A
Cherokee,Galena Ward 2,President,,"Valdivia, Anthony J",Write-ins,0,00013A
Cherokee,Galena Ward 2,President,,"Vogel-Walcutt, J.J.",Write-ins,0,00013A
Cherokee,Galena Ward 2,President,,"Wysinger, Demetra Jefferson",Write-ins,0,00013A
Cherokee,Galena Ward 2,President,,"Clinton, Hillary Rodham",Democratic,44,00013A
Cherokee,Galena Ward 2,President,,"Johnson, Gary",Libertarian,11,00013A
Cherokee,Galena Ward 2,President,,"Trump, Donald J.",Republican,155,00013A
Cherokee,Galena Ward 2 Exclave A City Park,President,,"Stein, Jill",independent,0,00013B
Cherokee,Galena Ward 2 Exclave A City Park,President,,"Basiago, Andrew D.",Write-ins,0,00013B
Cherokee,Galena Ward 2 Exclave A City Park,President,,"Castle, Darrell L",Write-ins,0,00013B
Cherokee,Galena Ward 2 Exclave A City Park,President,,"De La Fuente, ""Rocky"" Roque",Write-ins,0,00013B
Cherokee,Galena Ward 2 Exclave A City Park,President,,"Giordani, Rocky",Write-ins,0,00013B
Cherokee,Galena Ward 2 Exclave A City Park,President,,"Hedges, James A",Write-ins,0,00013B
Cherokee,Galena Ward 2 Exclave A City Park,President,,"Hoefling, Tom",Write-ins,0,00013B
Cherokee,Galena Ward 2 Exclave A City Park,President,,"Kahn, Lynn",Write-ins,0,00013B
Cherokee,Galena Ward 2 Exclave A City Park,President,,"La Riva, Gloria",Write-ins,0,00013B
Cherokee,Galena Ward 2 Exclave A City Park,President,,"Levinson, Michael S.",Write-ins,0,00013B
Cherokee,Galena Ward 2 Exclave A City Park,President,,"Maturen, Michael A",Write-ins,0,00013B
Cherokee,Galena Ward 2 Exclave A City Park,President,,"McMullin, Evan",Write-ins,0,00013B
Cherokee,Galena Ward 2 Exclave A City Park,President,,"Moorehead, Monica G.",Write-ins,0,00013B
Cherokee,Galena Ward 2 Exclave A City Park,President,,"Perry, Darryl",Write-ins,0,00013B
Cherokee,Galena Ward 2 Exclave A City Park,President,,"Schoenke, Marshall R.",Write-ins,0,00013B
Cherokee,Galena Ward 2 Exclave A City Park,President,,"Schriner, Joe C",Write-ins,0,00013B
Cherokee,Galena Ward 2 Exclave A City Park,President,,"Smith, Mike",Write-ins,0,00013B
Cherokee,Galena Ward 2 Exclave A City Park,President,,"Sood, Ajay",Write-ins,0,00013B
Cherokee,Galena Ward 2 Exclave A City Park,President,,"Sterling, Shawna",Write-ins,0,00013B
Cherokee,Galena Ward 2 Exclave A City Park,President,,"Valdivia, Anthony J",Write-ins,0,00013B
Cherokee,Galena Ward 2 Exclave A City Park,President,,"Vogel-Walcutt, J.J.",Write-ins,0,00013B
Cherokee,Galena Ward 2 Exclave A City Park,President,,"Wysinger, Demetra Jefferson",Write-ins,0,00013B
Cherokee,Galena Ward 2 Exclave A City Park,President,,"Clinton, Hillary Rodham",Democratic,0,00013B
Cherokee,Galena Ward 2 Exclave A City Park,President,,"Johnson, Gary",Libertarian,0,00013B
Cherokee,Galena Ward 2 Exclave A City Park,President,,"Trump, Donald J.",Republican,0,00013B
Cherokee,Galena Ward 2 Exclave B,President,,"Stein, Jill",independent,0,00013C
