county,precinct,ballot_style,office,district,party,candidate,votes
Dallas,1000,5100,Registered Voters,,,Registered Voters,879
Dallas,1001,5102,Registered Voters,,,Registered Voters,819
Dallas,1002,5103,Registered Voters,,,Registered Voters,1316
Dallas,1003,5104,Registered Voters,,,Registered Voters,3569
Dallas,1004,5106,Registered Voters,,,Registered Voters,1721
Dallas,1005,5107,Registered Voters,,,Registered Voters,2432
Dallas,1006,5109,Registered Voters,,,Registered Voters,1654
Dallas,1007,5110,Registered Voters,,,Registered Voters,397
Dallas,1008,5111,Registered Voters,,,Registered Voters,755
Dallas,1009,5115,Registered Voters,,,Registered Voters,1045
Dallas,1010,5116,Registered Voters,,,Registered Voters,1728
Dallas,1011,5117,Registered Voters,,,Registered Voters,918
Dallas,1012,5118,Registered Voters,,,Registered Voters,245
Dallas,1013,5120,Registered Voters,,,Registered Voters,4095
Dallas,1014,5122,Registered Voters,,,Registered Voters,2403
Dallas,1015,5125,Registered Voters,,,Registered Voters,2136
Dallas,1016,5129,Registered Voters,,,Registered Voters,221
Dallas,1017,5130,Registered Voters,,,Registered Voters,1227
Dallas,1018,5131,Registered Voters,,,Registered Voters,258
Dallas,1019,5133,Registered Voters,,,Registered Voters,2585
Dallas,1020,5134,Registered Voters,,,Registered Voters,1302
Dallas,1021,5135,Registered Voters,,,Registered Voters,1695
Dallas,1022,5137,Registered Voters,,,Registered Voters,3758
Dallas,1023,5139,Registered Voters,,,Registered Voters,2012
Dallas,1026,5141,Registered Voters,,,Registered Voters,616
Dallas,1027,5142,Registered Voters,,,Registered Voters,3901
Dallas,1028,5143,Registered Voters,,,Registered Voters,1604
Dallas,1029,5144,Registered Voters,,,Registered Voters,1878
Dallas,1030,5148,Registered Voters,,,Registered Voters,2495
Dallas,1032,5149,Registered Voters,,,Registered Voters,792
Dallas,1033,5150,Registered Voters,,,Registered Voters,1293
Dallas,1035,5151,Registered Voters,,,Registered Voters,256
Dallas,1036,5152,Registered Voters,,,Registered Voters,804
Dallas,1037,5153,Registered Voters,,,Registered Voters,1619
Dallas,1038,5154,Registered Voters,,,Registered Voters,2927
Dallas,1039,5156,Registered Voters,,,Registered Voters,324
Dallas,1040,5157,Registered Voters,,,Registered Voters,3113
Dallas,1041,5158,Registered Voters,,,Registered Voters,1044
Dallas,1042,5159,Registered Voters,,,Registered Voters,1582
Dallas,1043,5160,Registered Voters,,,Registered Voters,2272
Dallas,1044,5161,Registered Voters,,,Registered Voters,2257
Dallas,1045,5162,Registered Voters,,,Registered Voters,2108
Dallas,1046,5164,Registered Voters,,,Registered Voters,325
Dallas,1047,5165,Registered Voters,,,Registered Voters,1314
Dallas,1048,5166,Registered Voters,,,Registered Voters,2570
Dallas,1049,5167,Registered Voters,,,Registered Voters,2187
Dallas,1050,5170,Registered Voters,,,Registered Voters,149
Dallas,1051,5171,Registered Voters,,,Registered Voters,224
Dallas,1052,5172,Registered Voters,,,Registered Voters,3399
Dallas,1054,5173,Registered Voters,,,Registered Voters,1573
Dallas,1055,5174,Registered Voters,,,Registered Voters,884
Dallas,1056,5175,Registered Voters,,,Registered Voters,972
Dallas,1057,5176,Registered Voters,,,Registered Voters,1909
Dallas,1058,5177,Registered Voters,,,Registered Voters,1956
Dallas,1059,5178,Registered Voters,,,Registered Voters,1643
Dallas,1060,5179,Registered Voters,,,Registered Voters,4084
Dallas,1000,5100,Ballots Cast,,,Ballots Cast,341
Dallas,1001,5102,Ballots Cast,,,Ballots Cast,390
Dallas,1002,5103,Ballots Cast,,,Ballots Cast,582
Dallas,1003,5104,Ballots Cast,,,Ballots Cast,1924
Dallas,1004,5106,Ballots Cast,,,Ballots Cast,1176
Dallas,1005,5107,Ballots Cast,,,Ballots Cast,1588
Dallas,1006,5109,Ballots Cast,,,Ballots Cast,1302
Dallas,1007,5110,Ballots Cast,,,Ballots Cast,306
Dallas,1008,5111,Ballots Cast,,,Ballots Cast,448
Dallas,1009,5115,Ballots Cast,,,Ballots Cast,527
Dallas,1010,5116,Ballots Cast,,,Ballots Cast,938
Dallas,1011,5117,Ballots Cast,,,Ballots Cast,347
Dallas,1012,5118,Ballots Cast,,,Ballots Cast,176
Dallas,1013,5120,Ballots Cast,,,Ballots Cast,2621
Dallas,1014,5122,Ballots Cast,,,Ballots Cast,1326
Dallas,1015,5125,Ballots Cast,,,Ballots Cast,1257
Dallas,1016,5129,Ballots Cast,,,Ballots Cast,149
Dallas,1017,5130,Ballots Cast,,,Ballots Cast,785
Dallas,1018,5131,Ballots Cast,,,Ballots Cast,173
Dallas,1019,5133,Ballots Cast,,,Ballots Cast,1754
Dallas,1020,5134,Ballots Cast,,,Ballots Cast,932
Dallas,1021,5135,Ballots Cast,,,Ballots Cast,1175
Dallas,1022,5137,Ballots Cast,,,Ballots Cast,2558
Dallas,1023,5139,Ballots Cast,,,Ballots Cast,1428
Dallas,1026,5141,Ballots Cast,,,Ballots Cast,408
Dallas,1027,5142,Ballots Cast,,,Ballots Cast,1940
Dallas,1028,5143,Ballots Cast,,,Ballots Cast,903
Dallas,1029,5144,Ballots Cast,,,Ballots Cast,871
Dallas,1030,5148,Ballots Cast,,,Ballots Cast,1306
Dallas,1032,5149,Ballots Cast,,,Ballots Cast,495
Dallas,1033,5150,Ballots Cast,,,Ballots Cast,834
Dallas,1035,5151,Ballots Cast,,,Ballots Cast,136
Dallas,1036,5152,Ballots Cast,,,Ballots Cast,452
Dallas,1037,5153,Ballots Cast,,,Ballots Cast,686
Dallas,1038,5154,Ballots Cast,,,Ballots Cast,1119
Dallas,1039,5156,Ballots Cast,,,Ballots Cast,161
Dallas,1040,5157,Ballots Cast,,,Ballots Cast,1618
Dallas,1041,5158,Ballots Cast,,,Ballots Cast,374
Dallas,1042,5159,Ballots Cast,,,Ballots Cast,626
Dallas,1043,5160,Ballots Cast,,,Ballots Cast,1594
Dallas,1044,5161,Ballots Cast,,,Ballots Cast,1645
Dallas,1045,5162,Ballots Cast,,,Ballots Cast,892
Dallas,1046,5164,Ballots Cast,,,Ballots Cast,213
Dallas,1047,5165,Ballots Cast,,,Ballots Cast,767
Dallas,1048,5166,Ballots Cast,,,Ballots Cast,1932
Dallas,1049,5167,Ballots Cast,,,Ballots Cast,1517
Dallas,1050,5170,Ballots Cast,,,Ballots Cast,117
Dallas,1051,5171,Ballots Cast,,,Ballots Cast,169
Dallas,1052,5172,Ballots Cast,,,Ballots Cast,2411
Dallas,1054,5173,Ballots Cast,,,Ballots Cast,794
Dallas,1055,5174,Ballots Cast,,,Ballots Cast,420
Dallas,1056,5175,Ballots Cast,,,Ballots Cast,588
Dallas,1057,5176,Ballots Cast,,,Ballots Cast,1061
Dallas,1058,5177,Ballots Cast,,,Ballots Cast,1197
Dallas,1059,5178,Ballots Cast,,,Ballots Cast,1121
Dallas,1060,5179,Ballots Cast,,,Ballots Cast,3127
Dallas,1061,5180,Registered Voters,,,Registered Voters,1397
Dallas,1062,5181,Registered Voters,,,Registered Voters,40
Dallas,1062,5182,Registered Voters,,,Registered Voters,21
Dallas,1063,5183,Registered Voters,,,Registered Voters,1626
Dallas,1064,5184,Registered Voters,,,Registered Voters,174
Dallas,1065,5185,Registered Voters,,,Registered Voters,2977
Dallas,1067,5188,Registered Voters,,,Registered Voters,10
Dallas,1068,5189,Registered Voters,,,Registered Voters,42
Dallas,1069,5191,Registered Voters,,,Registered Voters,51
Dallas,1070,5193,Registered Voters,,,Registered Voters,1760
Dallas,1071,5196,Registered Voters,,,Registered Voters,2758
Dallas,1073,5198,Registered Voters,,,Registered Voters,2671
Dallas,1074,5201,Registered Voters,,,Registered Voters,1382
Dallas,1075,5202,Registered Voters,,,Registered Voters,1851
Dallas,1076,5204,Registered Voters,,,Registered Voters,1966
Dallas,1078,5207,Registered Voters,,,Registered Voters,1334
Dallas,1079,5211,Registered Voters,,,Registered Voters,1745
Dallas,1080,5213,Registered Voters,,,Registered Voters,1076
Dallas,1081,5214,Registered Voters,,,Registered Voters,2769
Dallas,1082,5215,Registered Voters,,,Registered Voters,301
Dallas,1083,5217,Registered Voters,,,Registered Voters,1602
Dallas,1084,5219,Registered Voters,,,Registered Voters,3133
Dallas,1085,5220,Registered Voters,,,Registered Voters,1259
Dallas,1086,5222,Registered Voters,,,Registered Voters,599
Dallas,1087,5223,Registered Voters,,,Registered Voters,3277
Dallas,1088,5227,Registered Voters,,,Registered Voters,2065
Dallas,1089,5229,Registered Voters,,,Registered Voters,2049
Dallas,1090,5231,Registered Voters,,,Registered Voters,2246
Dallas,1091,5232,Registered Voters,,,Registered Voters,2077
Dallas,1092,5234,Registered Voters,,,Registered Voters,3509
Dallas,1093,5237,Registered Voters,,,Registered Voters,1632
Dallas,1094,5239,Registered Voters,,,Registered Voters,1304
Dallas,1095,5240,Registered Voters,,,Registered Voters,1419
Dallas,1096,5241,Registered Voters,,,Registered Voters,1371
Dallas,1097,5242,Registered Voters,,,Registered Voters,2650
Dallas,1098,5244,Registered Voters,,,Registered Voters,2087
Dallas,1099,5245,Registered Voters,,,Registered Voters,62
Dallas,1100,5246,Registered Voters,,,Registered Voters,3168
Dallas,1101,5250,Registered Voters,,,Registered Voters,1585
Dallas,1102,5254,Registered Voters,,,Registered Voters,1881
Dallas,1103,5255,Registered Voters,,,Registered Voters,482
Dallas,1104,5256,Registered Voters,,,Registered Voters,2609
Dallas,1105,5257,Registered Voters,,,Registered Voters,40
Dallas,1106,5258,Registered Voters,,,Registered Voters,255
Dallas,1107,5259,Registered Voters,,,Registered Voters,771
Dallas,1108,5260,Registered Voters,,,Registered Voters,2476
Dallas,1109,5262,Registered Voters,,,Registered Voters,474
Dallas,1110,5264,Registered Voters,,,Registered Voters,27
Dallas,1111,5265,Registered Voters,,,Registered Voters,1319
Dallas,1112,5267,Registered Voters,,,Registered Voters,567
Dallas,1113,5268,Registered Voters,,,Registered Voters,216
Dallas,1114,5269,Registered Voters,,,Registered Voters,837
Dallas,1115,5270,Registered Voters,,,Registered Voters,1363
Dallas,1116,5271,Registered Voters,,,Registered Voters,1364
Dallas,1117,5272,Registered Voters,,,Registered Voters,2684
Dallas,1118,5277,Registered Voters,,,Registered Voters,1478
Dallas,1119,5280,Registered Voters,,,Registered Voters,2110
Dallas,1061,5180,Ballots Cast,,,Ballots Cast,1015
Dallas,1062,5181,Ballots Cast,,,Ballots Cast,15
Dallas,1062,5182,Ballots Cast,,,Ballots Cast,11
Dallas,1063,5183,Ballots Cast,,,Ballots Cast,858
Dallas,1064,5184,Ballots Cast,,,Ballots Cast,74
Dallas,1065,5185,Ballots Cast,,,Ballots Cast,1303
Dallas,1067,5188,Ballots Cast,,,Ballots Cast,7
Dallas,1068,5189,Ballots Cast,,,Ballots Cast,22
Dallas,1069,5191,Ballots Cast,,,Ballots Cast,31
Dallas,1070,5193,Ballots Cast,,,Ballots Cast,891
Dallas,1071,5196,Ballots Cast,,,Ballots Cast,1805
Dallas,1073,5198,Ballots Cast,,,Ballots Cast,1465
Dallas,1074,5201,Ballots Cast,,,Ballots Cast,678
Dallas,1075,5202,Ballots Cast,,,Ballots Cast,1140
Dallas,1076,5204,Ballots Cast,,,Ballots Cast,1429
Dallas,1078,5207,Ballots Cast,,,Ballots Cast,601
Dallas,1079,5211,Ballots Cast,,,Ballots Cast,1005
Dallas,1080,5213,Ballots Cast,,,Ballots Cast,377
Dallas,1081,5214,Ballots Cast,,,Ballots Cast,1839
Dallas,1082,5215,Ballots Cast,,,Ballots Cast,108
Dallas,1083,5217,Ballots Cast,,,Ballots Cast,854
Dallas,1084,5219,Ballots Cast,,,Ballots Cast,2008
Dallas,1085,5220,Ballots Cast,,,Ballots Cast,597
Dallas,1086,5222,Ballots Cast,,,Ballots Cast,219
Dallas,1087,5223,Ballots Cast,,,Ballots Cast,1751
Dallas,1088,5227,Ballots Cast,,,Ballots Cast,914
Dallas,1089,5229,Ballots Cast,,,Ballots Cast,975
Dallas,1090,5231,Ballots Cast,,,Ballots Cast,1136
Dallas,1091,5232,Ballots Cast,,,Ballots Cast,998
Dallas,1092,5234,Ballots Cast,,,Ballots Cast,1483
Dallas,1093,5237,Ballots Cast,,,Ballots Cast,769
Dallas,1094,5239,Ballots Cast,,,Ballots Cast,636
Dallas,1095,5240,Ballots Cast,,,Ballots Cast,682
Dallas,1096,5241,Ballots Cast,,,Ballots Cast,631
Dallas,1097,5242,Ballots Cast,,,Ballots Cast,1242
Dallas,1098,5244,Ballots Cast,,,Ballots Cast,989
Dallas,1099,5245,Ballots Cast,,,Ballots Cast,31
Dallas,1100,5246,Ballots Cast,,,Ballots Cast,1377
Dallas,1101,5250,Ballots Cast,,,Ballots Cast,736
Dallas,1102,5254,Ballots Cast,,,Ballots Cast,848
Dallas,1103,5255,Ballots Cast,,,Ballots Cast,236
Dallas,1104,5256,Ballots Cast,,,Ballots Cast,1194
Dallas,1105,5257,Ballots Cast,,,Ballots Cast,16
Dallas,1106,5258,Ballots Cast,,,Ballots Cast,125
Dallas,1107,5259,Ballots Cast,,,Ballots Cast,365
Dallas,1108,5260,Ballots Cast,,,Ballots Cast,1222
Dallas,1109,5262,Ballots Cast,,,Ballots Cast,205
Dallas,1110,5264,Ballots Cast,,,Ballots Cast,12
Dallas,1111,5265,Ballots Cast,,,Ballots Cast,626
Dallas,1112,5267,Ballots Cast,,,Ballots Cast,229
Dallas,1113,5268,Ballots Cast,,,Ballots Cast,129
Dallas,1114,5269,Ballots Cast,,,Ballots Cast,331
Dallas,1115,5270,Ballots Cast,,,Ballots Cast,750
Dallas,1116,5271,Ballots Cast,,,Ballots Cast,756
Dallas,1117,5272,Ballots Cast,,,Ballots Cast,1904
Dallas,1118,5277,Ballots Cast,,,Ballots Cast,765
Dallas,1119,5280,Ballots Cast,,,Ballots Cast,925
Dallas,1120,5285,Registered Voters,,,Registered Voters,1492
Dallas,1121,5288,Registered Voters,,,Registered Voters,2291
Dallas,1122,5292,Registered Voters,,,Registered Voters,428
Dallas,1124,5293,Registered Voters,,,Registered Voters,3
Dallas,1125,5294,Registered Voters,,,Registered Voters,2281
Dallas,1125,5296,Registered Voters,,,Registered Voters,21
Dallas,1126,5298,Registered Voters,,,Registered Voters,996
Dallas,1127,5299,Registered Voters,,,Registered Voters,752
Dallas,1128,5300,Registered Voters,,,Registered Voters,688
Dallas,1129,5301,Registered Voters,,,Registered Voters,167
Dallas,1130,5303,Registered Voters,,,Registered Voters,1539
Dallas,1131,5305,Registered Voters,,,Registered Voters,1381
Dallas,1132,5308,Registered Voters,,,Registered Voters,46
Dallas,1133,5309,Registered Voters,,,Registered Voters,323
Dallas,1134,5310,Registered Voters,,,Registered Voters,474
Dallas,1135,5311,Registered Voters,,,Registered Voters,1576
Dallas,1136,5312,Registered Voters,,,Registered Voters,3
Dallas,1137,5313,Registered Voters,,,Registered Voters,33
Dallas,1139,5315,Registered Voters,,,Registered Voters,8
Dallas,1300,5318,Registered Voters,,,Registered Voters,2442
Dallas,1300,5319,Registered Voters,,,Registered Voters,13
Dallas,1301,5320,Registered Voters,,,Registered Voters,2589
Dallas,1302,5321,Registered Voters,,,Registered Voters,2458
Dallas,1303,5323,Registered Voters,,,Registered Voters,170
Dallas,1303,5324,Registered Voters,,,Registered Voters,9
Dallas,1304,5325,Registered Voters,,,Registered Voters,1537
Dallas,1305,5326,Registered Voters,,,Registered Voters,1621
Dallas,1307,5328,Registered Voters,,,Registered Voters,250
Dallas,1308,5331,Registered Voters,,,Registered Voters,2094
Dallas,1309,5334,Registered Voters,,,Registered Voters,443
Dallas,1310,5335,Registered Voters,,,Registered Voters,2930
Dallas,1311,5336,Registered Voters,,,Registered Voters,2280
Dallas,1312,5337,Registered Voters,,,Registered Voters,1070
Dallas,1313,5338,Registered Voters,,,Registered Voters,339
Dallas,1314,5339,Registered Voters,,,Registered Voters,2446
Dallas,1315,5341,Registered Voters,,,Registered Voters,16
Dallas,1316,5344,Registered Voters,,,Registered Voters,942
Dallas,1500,5346,Registered Voters,,,Registered Voters,2258
Dallas,1501,5347,Registered Voters,,,Registered Voters,2233
Dallas,1502,5348,Registered Voters,,,Registered Voters,3438
Dallas,1503,5351,Registered Voters,,,Registered Voters,2325
Dallas,1504,5353,Registered Voters,,,Registered Voters,1977
Dallas,1700,5355,Registered Voters,,,Registered Voters,2113
Dallas,1701,5356,Registered Voters,,,Registered Voters,1985
Dallas,1702,5357,Registered Voters,,,Registered Voters,2801
Dallas,1703,5359,Registered Voters,,,Registered Voters,2844
Dallas,1704,5360,Registered Voters,,,Registered Voters,1370
Dallas,1705,5361,Registered Voters,,,Registered Voters,1912
Dallas,1706,5362,Registered Voters,,,Registered Voters,2889
Dallas,1707,5364,Registered Voters,,,Registered Voters,907
Dallas,1707,5368,Registered Voters,,,Registered Voters,1
Dallas,1708,5369,Registered Voters,,,Registered Voters,602
Dallas,1709,5370,Registered Voters,,,Registered Voters,3480
Dallas,1710,5372,Registered Voters,,,Registered Voters,1574
Dallas,1711,5373,Registered Voters,,,Registered Voters,2253
Dallas,1712,5376,Registered Voters,,,Registered Voters,2065
Dallas,1713,5378,Registered Voters,,,Registered Voters,1122
Dallas,1120,5285,Ballots Cast,,,Ballots Cast,911
Dallas,1121,5288,Ballots Cast,,,Ballots Cast,1070
Dallas,1122,5292,Ballots Cast,,,Ballots Cast,186
Dallas,1124,5293,Ballots Cast,,,Ballots Cast,2
Dallas,1125,5294,Ballots Cast,,,Ballots Cast,1088
Dallas,1125,5296,Ballots Cast,,,Ballots Cast,17
Dallas,1126,5298,Ballots Cast,,,Ballots Cast,401
Dallas,1127,5299,Ballots Cast,,,Ballots Cast,300
Dallas,1128,5300,Ballots Cast,,,Ballots Cast,529
Dallas,1129,5301,Ballots Cast,,,Ballots Cast,70
Dallas,1130,5303,Ballots Cast,,,Ballots Cast,655
Dallas,1131,5305,Ballots Cast,,,Ballots Cast,675
Dallas,1132,5308,Ballots Cast,,,Ballots Cast,29
Dallas,1133,5309,Ballots Cast,,,Ballots Cast,248
Dallas,1134,5310,Ballots Cast,,,Ballots Cast,206
Dallas,1135,5311,Ballots Cast,,,Ballots Cast,757
Dallas,1136,5312,Ballots Cast,,,Ballots Cast,3
Dallas,1137,5313,Ballots Cast,,,Ballots Cast,22
Dallas,1139,5315,Ballots Cast,,,Ballots Cast,22
Dallas,1300,5318,Ballots Cast,,,Ballots Cast,1387
Dallas,1300,5319,Ballots Cast,,,Ballots Cast,12
Dallas,1301,5320,Ballots Cast,,,Ballots Cast,1488
Dallas,1302,5321,Ballots Cast,,,Ballots Cast,1368
Dallas,1303,5323,Ballots Cast,,,Ballots Cast,59
Dallas,1303,5324,Ballots Cast,,,Ballots Cast,3
Dallas,1304,5325,Ballots Cast,,,Ballots Cast,880
Dallas,1305,5326,Ballots Cast,,,Ballots Cast,856
Dallas,1307,5328,Ballots Cast,,,Ballots Cast,87
Dallas,1308,5331,Ballots Cast,,,Ballots Cast,1049
Dallas,1309,5334,Ballots Cast,,,Ballots Cast,166
Dallas,1310,5335,Ballots Cast,,,Ballots Cast,1624
Dallas,1311,5336,Ballots Cast,,,Ballots Cast,1491
Dallas,1312,5337,Ballots Cast,,,Ballots Cast,574
Dallas,1313,5338,Ballots Cast,,,Ballots Cast,200
Dallas,1314,5339,Ballots Cast,,,Ballots Cast,1261
Dallas,1315,5341,Ballots Cast,,,Ballots Cast,7
Dallas,1316,5344,Ballots Cast,,,Ballots Cast,453
Dallas,1500,5346,Ballots Cast,,,Ballots Cast,1341
Dallas,1501,5347,Ballots Cast,,,Ballots Cast,1478
Dallas,1502,5348,Ballots Cast,,,Ballots Cast,2180
Dallas,1503,5351,Ballots Cast,,,Ballots Cast,1344
Dallas,1504,5353,Ballots Cast,,,Ballots Cast,1415
Dallas,1700,5355,Ballots Cast,,,Ballots Cast,1082
Dallas,1701,5356,Ballots Cast,,,Ballots Cast,1087
Dallas,1702,5357,Ballots Cast,,,Ballots Cast,1509
Dallas,1703,5359,Ballots Cast,,,Ballots Cast,1441
Dallas,1704,5360,Ballots Cast,,,Ballots Cast,743
Dallas,1705,5361,Ballots Cast,,,Ballots Cast,1067
Dallas,1706,5362,Ballots Cast,,,Ballots Cast,1443
Dallas,1707,5364,Ballots Cast,,,Ballots Cast,274
Dallas,1707,5368,Ballots Cast,,,Ballots Cast,1
Dallas,1708,5369,Ballots Cast,,,Ballots Cast,329
Dallas,1709,5370,Ballots Cast,,,Ballots Cast,1793
Dallas,1710,5372,Ballots Cast,,,Ballots Cast,737
Dallas,1711,5373,Ballots Cast,,,Ballots Cast,1113
Dallas,1712,5376,Ballots Cast,,,Ballots Cast,1288
Dallas,1713,5378,Ballots Cast,,,Ballots Cast,600
Dallas,1714,5379,Registered Voters,,,Registered Voters,2018
Dallas,1715,5380,Registered Voters,,,Registered Voters,1580
Dallas,1716,5382,Registered Voters,,,Registered Voters,2251
Dallas,1717,5383,Registered Voters,,,Registered Voters,3402
Dallas,1718,5384,Registered Voters,,,Registered Voters,1580
Dallas,1719,5385,Registered Voters,,,Registered Voters,2650
Dallas,1720,5387,Registered Voters,,,Registered Voters,2790
Dallas,1721,5389,Registered Voters,,,Registered Voters,2149
Dallas,1722,5392,Registered Voters,,,Registered Voters,3177
Dallas,1723,5396,Registered Voters,,,Registered Voters,229
Dallas,1724,5397,Registered Voters,,,Registered Voters,70
Dallas,1725,5399,Registered Voters,,,Registered Voters,483
Dallas,1726,5400,Registered Voters,,,Registered Voters,1902
Dallas,1727,5402,Registered Voters,,,Registered Voters,231
Dallas,1728,5403,Registered Voters,,,Registered Voters,1422
Dallas,1729,5404,Registered Voters,,,Registered Voters,1546
Dallas,2000,5408,Registered Voters,,,Registered Voters,12
Dallas,2001,5409,Registered Voters,,,Registered Voters,21
Dallas,2002,5410,Registered Voters,,,Registered Voters,1252
Dallas,2003,5411,Registered Voters,,,Registered Voters,2692
Dallas,2004,5412,Registered Voters,,,Registered Voters,2055
Dallas,2005,5414,Registered Voters,,,Registered Voters,999
Dallas,2006,5415,Registered Voters,,,Registered Voters,1478
Dallas,2007,5416,Registered Voters,,,Registered Voters,2924
Dallas,2008,5417,Registered Voters,,,Registered Voters,1476
Dallas,2009,5418,Registered Voters,,,Registered Voters,1970
Dallas,2010,5419,Registered Voters,,,Registered Voters,1394
Dallas,2011,5420,Registered Voters,,,Registered Voters,2068
Dallas,2012,5421,Registered Voters,,,Registered Voters,1700
Dallas,2013,5422,Registered Voters,,,Registered Voters,1268
Dallas,2014,5423,Registered Voters,,,Registered Voters,527
Dallas,2015,5424,Registered Voters,,,Registered Voters,1177
Dallas,2016,5426,Registered Voters,,,Registered Voters,3429
Dallas,2017,5428,Registered Voters,,,Registered Voters,1725
Dallas,2018,5429,Registered Voters,,,Registered Voters,820
Dallas,2019,5430,Registered Voters,,,Registered Voters,1701
Dallas,2020,5431,Registered Voters,,,Registered Voters,2523
Dallas,2021,5434,Registered Voters,,,Registered Voters,3629
Dallas,2022,5436,Registered Voters,,,Registered Voters,723
Dallas,2023,5437,Registered Voters,,,Registered Voters,1262
Dallas,2024,5438,Registered Voters,,,Registered Voters,1323
Dallas,2025,5439,Registered Voters,,,Registered Voters,2695
Dallas,2026,5440,Registered Voters,,,Registered Voters,2787
Dallas,2027,5441,Registered Voters,,,Registered Voters,1632
Dallas,2029,5444,Registered Voters,,,Registered Voters,1620
Dallas,2030,5446,Registered Voters,,,Registered Voters,1941
Dallas,2031,5448,Registered Voters,,,Registered Voters,3797
Dallas,2032,5449,Registered Voters,,,Registered Voters,2106
Dallas,2033,5450,Registered Voters,,,Registered Voters,1777
Dallas,2034,5454,Registered Voters,,,Registered Voters,1501
Dallas,2035,5457,Registered Voters,,,Registered Voters,1540
Dallas,2036,5461,Registered Voters,,,Registered Voters,2383
Dallas,2037,5463,Registered Voters,,,Registered Voters,887
Dallas,2038,5464,Registered Voters,,,Registered Voters,3269
Dallas,2039,5465,Registered Voters,,,Registered Voters,2912
Dallas,2040,5466,Registered Voters,,,Registered Voters,1666
Dallas,2041,5467,Registered Voters,,,Registered Voters,4287
Dallas,1714,5379,Ballots Cast,,,Ballots Cast,1122
Dallas,1715,5380,Ballots Cast,,,Ballots Cast,769
Dallas,1716,5382,Ballots Cast,,,Ballots Cast,1559
Dallas,1717,5383,Ballots Cast,,,Ballots Cast,1900
Dallas,1718,5384,Ballots Cast,,,Ballots Cast,1017
Dallas,1719,5385,Ballots Cast,,,Ballots Cast,1521
Dallas,1720,5387,Ballots Cast,,,Ballots Cast,1796
Dallas,1721,5389,Ballots Cast,,,Ballots Cast,1392
Dallas,1722,5392,Ballots Cast,,,Ballots Cast,1581
Dallas,1723,5396,Ballots Cast,,,Ballots Cast,112
Dallas,1724,5397,Ballots Cast,,,Ballots Cast,44
Dallas,1725,5399,Ballots Cast,,,Ballots Cast,362
Dallas,1726,5400,Ballots Cast,,,Ballots Cast,1112
Dallas,1727,5402,Ballots Cast,,,Ballots Cast,116
Dallas,1728,5403,Ballots Cast,,,Ballots Cast,782
Dallas,1729,5404,Ballots Cast,,,Ballots Cast,813
Dallas,2000,5408,Ballots Cast,,,Ballots Cast,2
Dallas,2001,5409,Ballots Cast,,,Ballots Cast,10
Dallas,2002,5410,Ballots Cast,,,Ballots Cast,895
Dallas,2003,5411,Ballots Cast,,,Ballots Cast,1955
Dallas,2004,5412,Ballots Cast,,,Ballots Cast,1559
Dallas,2005,5414,Ballots Cast,,,Ballots Cast,745
Dallas,2006,5415,Ballots Cast,,,Ballots Cast,1146
Dallas,2007,5416,Ballots Cast,,,Ballots Cast,2263
Dallas,2008,5417,Ballots Cast,,,Ballots Cast,1169
Dallas,2009,5418,Ballots Cast,,,Ballots Cast,1474
Dallas,2010,5419,Ballots Cast,,,Ballots Cast,1086
Dallas,2011,5420,Ballots Cast,,,Ballots Cast,1568
Dallas,2012,5421,Ballots Cast,,,Ballots Cast,1259
Dallas,2013,5422,Ballots Cast,,,Ballots Cast,947
Dallas,2014,5423,Ballots Cast,,,Ballots Cast,395
Dallas,2015,5424,Ballots Cast,,,Ballots Cast,794
Dallas,2016,5426,Ballots Cast,,,Ballots Cast,2635
Dallas,2017,5428,Ballots Cast,,,Ballots Cast,1032
Dallas,2018,5429,Ballots Cast,,,Ballots Cast,657
Dallas,2019,5430,Ballots Cast,,,Ballots Cast,1330
Dallas,2020,5431,Ballots Cast,,,Ballots Cast,1857
Dallas,2021,5434,Ballots Cast,,,Ballots Cast,2791
Dallas,2022,5436,Ballots Cast,,,Ballots Cast,556
Dallas,2023,5437,Ballots Cast,,,Ballots Cast,940
Dallas,2024,5438,Ballots Cast,,,Ballots Cast,955
Dallas,2025,5439,Ballots Cast,,,Ballots Cast,2050
Dallas,2026,5440,Ballots Cast,,,Ballots Cast,2145
Dallas,2027,5441,Ballots Cast,,,Ballots Cast,1233
Dallas,2029,5444,Ballots Cast,,,Ballots Cast,1269
Dallas,2030,5446,Ballots Cast,,,Ballots Cast,1491
Dallas,2031,5448,Ballots Cast,,,Ballots Cast,2403
Dallas,2032,5449,Ballots Cast,,,Ballots Cast,1340
Dallas,2033,5450,Ballots Cast,,,Ballots Cast,1230
Dallas,2034,5454,Ballots Cast,,,Ballots Cast,1152
Dallas,2035,5457,Ballots Cast,,,Ballots Cast,958
Dallas,2036,5461,Ballots Cast,,,Ballots Cast,1748
Dallas,2037,5463,Ballots Cast,,,Ballots Cast,547
Dallas,2038,5464,Ballots Cast,,,Ballots Cast,2306
Dallas,2039,5465,Ballots Cast,,,Ballots Cast,2067
Dallas,2040,5466,Ballots Cast,,,Ballots Cast,1290
Dallas,2041,5467,Ballots Cast,,,Ballots Cast,3015
Dallas,2042,5470,Registered Voters,,,Registered Voters,3017
Dallas,2043,5471,Registered Voters,,,Registered Voters,2113
Dallas,2044,5472,Registered Voters,,,Registered Voters,1075
