county,precinct,ballot_style,office,district,party,candidate,votes
Dallas,3702,6049,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,DEM,Savannah Robinson,667
Dallas,3703,6051,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,DEM,Savannah Robinson,24
Dallas,3800,6054,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,DEM,Savannah Robinson,2319
Dallas,3801,6060,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,DEM,Savannah Robinson,145
Dallas,3802,6065,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,DEM,Savannah Robinson,2071
Dallas,3803,6069,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,DEM,Savannah Robinson,1866
Dallas,3805,6074,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,DEM,Savannah Robinson,2619
Dallas,3806,6079,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,DEM,Savannah Robinson,510
Dallas,3807,6081,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,DEM,Savannah Robinson,1061
Dallas,3808,6085,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,DEM,Savannah Robinson,1319
Dallas,3809,6094,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,DEM,Savannah Robinson,160
Dallas,3900,6099,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,DEM,Savannah Robinson,2380
Dallas,3900,6100,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,DEM,Savannah Robinson,53
Dallas,3920,6101,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,DEM,Savannah Robinson,520
Dallas,3921,6104,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,DEM,Savannah Robinson,904
Dallas,3922,6107,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,DEM,Savannah Robinson,37
Dallas,3940,6110,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,DEM,Savannah Robinson,631
Dallas,3950,6125,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,DEM,Savannah Robinson,642
Dallas,4000,6130,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,DEM,Savannah Robinson,152
Dallas,4000,6131,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,DEM,Savannah Robinson,5
Dallas,4001,6133,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,DEM,Savannah Robinson,409
Dallas,4002,6138,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,DEM,Savannah Robinson,341
Dallas,4003,6139,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,DEM,Savannah Robinson,87
Dallas,4004,6142,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,DEM,Savannah Robinson,618
Dallas,4005,6145,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,DEM,Savannah Robinson,303
Dallas,4006,6146,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,DEM,Savannah Robinson,418
Dallas,4007,6147,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,DEM,Savannah Robinson,71
Dallas,4008,6148,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,DEM,Savannah Robinson,192
Dallas,4009,6149,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,DEM,Savannah Robinson,474
Dallas,3501,6013,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,0
Dallas,3600,6015,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,10
Dallas,3601,6019,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,19
Dallas,3602,6021,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,6
Dallas,3603,6022,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,0
Dallas,3604,6024,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,23
Dallas,3605,6025,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,33
Dallas,3606,6026,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,18
Dallas,3607,6028,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,35
Dallas,3608,6029,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,26
Dallas,3609,6030,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,34
Dallas,3610,6031,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,3
Dallas,3611,6032,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,10
Dallas,3612,6033,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,33
Dallas,3613,6034,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,8
Dallas,3614,6035,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,3
Dallas,3615,6036,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,15
Dallas,3616,6037,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,6
Dallas,3617,6038,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,19
Dallas,3617,6039,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,2
Dallas,3618,6040,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,0
Dallas,3619,6041,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,6
Dallas,3620,6042,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,8
Dallas,3700,6044,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,73
Dallas,3701,6047,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,83
Dallas,3702,6049,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,54
Dallas,3703,6051,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,1
Dallas,3800,6054,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,33
Dallas,3801,6060,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,8
Dallas,3802,6065,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,34
Dallas,3803,6069,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,27
Dallas,3805,6074,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,28
Dallas,3806,6079,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,8
Dallas,3807,6081,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,14
Dallas,3808,6085,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,61
Dallas,3809,6094,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,4
Dallas,3900,6099,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,56
Dallas,3900,6100,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,2
Dallas,3920,6101,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,53
Dallas,3921,6104,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,80
Dallas,3922,6107,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,1
Dallas,3940,6110,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,32
Dallas,3950,6125,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,19
Dallas,4000,6130,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,5
Dallas,4000,6131,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,0
Dallas,4001,6133,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,19
Dallas,4002,6138,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,21
Dallas,4003,6139,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,4
Dallas,4004,6142,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,38
Dallas,4005,6145,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,18
Dallas,4006,6146,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,30
Dallas,4007,6147,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,4
Dallas,4008,6148,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,11
Dallas,4009,6149,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,LIB,Don Fulton,13
Dallas,3501,6013,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,0
Dallas,3600,6015,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,10
Dallas,3601,6019,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,10
Dallas,3602,6021,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,5
Dallas,3603,6022,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,0
Dallas,3604,6024,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,14
Dallas,3605,6025,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,12
Dallas,3606,6026,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,12
Dallas,3607,6028,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,20
Dallas,3608,6029,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,11
Dallas,3609,6030,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,11
Dallas,3610,6031,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,3
Dallas,3611,6032,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,2
Dallas,3612,6033,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,8
Dallas,3613,6034,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,4
Dallas,3614,6035,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,2
Dallas,3615,6036,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,10
Dallas,3616,6037,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,3
Dallas,3617,6038,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,12
Dallas,3617,6039,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,1
Dallas,3618,6040,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,1
Dallas,3619,6041,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,1
Dallas,3620,6042,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,7
Dallas,3700,6044,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,29
Dallas,3701,6047,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,41
Dallas,3702,6049,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,19
Dallas,3703,6051,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,1
Dallas,3800,6054,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,21
Dallas,3801,6060,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,2
Dallas,3802,6065,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,19
Dallas,3803,6069,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,6
Dallas,3805,6074,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,20
Dallas,3806,6079,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,3
Dallas,3807,6081,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,18
Dallas,3808,6085,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,25
Dallas,3809,6094,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,2
Dallas,3900,6099,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,22
Dallas,3900,6100,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,1
Dallas,3920,6101,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,21
Dallas,3921,6104,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,27
Dallas,3922,6107,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,1
Dallas,3940,6110,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,15
Dallas,3950,6125,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,16
Dallas,4000,6130,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,3
Dallas,4000,6131,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,0
Dallas,4001,6133,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,6
Dallas,4002,6138,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,6
Dallas,4003,6139,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,3
Dallas,4004,6142,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,9
Dallas,4005,6145,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,10
Dallas,4006,6146,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,11
Dallas,4007,6147,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,2
Dallas,4008,6148,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,2
Dallas,4009,6149,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,GRN,Jim Chisholm,6
Dallas,3501,6013,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3600,6015,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,1
Dallas,3601,6019,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3602,6021,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3603,6022,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3604,6024,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3605,6025,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3606,6026,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3607,6028,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,1
Dallas,3608,6029,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3609,6030,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3610,6031,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3611,6032,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3612,6033,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3613,6034,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,1
Dallas,3614,6035,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3615,6036,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3616,6037,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3617,6038,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3617,6039,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3618,6040,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3619,6041,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3620,6042,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3700,6044,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3701,6047,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3702,6049,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3703,6051,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3800,6054,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3801,6060,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3802,6065,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3803,6069,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,1
Dallas,3805,6074,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3806,6079,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3807,6081,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3808,6085,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3809,6094,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3900,6099,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3900,6100,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3920,6101,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3921,6104,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3922,6107,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3940,6110,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3950,6125,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,4000,6130,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,4000,6131,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,4001,6133,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,4002,6138,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,4003,6139,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,2
Dallas,4004,6142,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,1
Dallas,4005,6145,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,4006,6146,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,4007,6147,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,4008,6148,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,4009,6149,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,OVER VOTES,0
Dallas,3501,6013,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,0
Dallas,3600,6015,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,31
Dallas,3601,6019,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,25
Dallas,3602,6021,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,9
Dallas,3603,6022,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,3
Dallas,3604,6024,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,33
Dallas,3605,6025,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,39
Dallas,3606,6026,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,21
Dallas,3607,6028,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,41
Dallas,3608,6029,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,30
Dallas,3609,6030,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,38
Dallas,3610,6031,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,13
Dallas,3611,6032,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,26
Dallas,3612,6033,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,33
Dallas,3613,6034,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,9
Dallas,3614,6035,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,8
Dallas,3615,6036,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,22
Dallas,3616,6037,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,5
Dallas,3617,6038,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,16
Dallas,3617,6039,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,0
Dallas,3618,6040,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,0
Dallas,3619,6041,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,3
Dallas,3620,6042,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,14
Dallas,3700,6044,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,82
Dallas,3701,6047,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,66
Dallas,3702,6049,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,47
Dallas,3703,6051,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,2
Dallas,3800,6054,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,31
Dallas,3801,6060,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,3
Dallas,3802,6065,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,54
Dallas,3803,6069,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,25
Dallas,3805,6074,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,52
Dallas,3806,6079,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,6
Dallas,3807,6081,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,34
Dallas,3808,6085,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,55
Dallas,3809,6094,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,9
Dallas,3900,6099,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,67
Dallas,3900,6100,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,1
Dallas,3920,6101,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,61
Dallas,3921,6104,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,77
Dallas,3922,6107,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,2
Dallas,3940,6110,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,54
Dallas,3950,6125,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,33
Dallas,4000,6130,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,8
Dallas,4000,6131,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,1
Dallas,4001,6133,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,21
Dallas,4002,6138,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,35
Dallas,4003,6139,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,5
Dallas,4004,6142,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,31
Dallas,4005,6145,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,21
Dallas,4006,6146,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,47
Dallas,4007,6147,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,2
Dallas,4008,6148,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,10
Dallas,4009,6149,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,,UNDER VOTES,27
Dallas,4010,6151,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,REP,Eva Guzman,364
Dallas,4011,6154,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,REP,Eva Guzman,114
Dallas,4012,6157,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,REP,Eva Guzman,23
Dallas,4013,6159,"Justice, Supreme Court, Pl 9 DAL COUNTY WIDE",,REP,Eva Guzman,130
