county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee,provisional,hand_count
Arkansas,DEWITT WARD 2,U.S. President & Vice President,,LIB,Gary Johnson/Bill Weld,9,6,2,1,0,0
Arkansas,DEWITT WARD 2,U.S. President & Vice President,,REP,Donald J. Trump/Michael R. Pence,224,70,152,2,0,0
Arkansas,DEWITT WARD 2,U.S. Senate,,DEM,Conner Eldridge,100,38,59,3,0,0
Arkansas,DEWITT WARD 2,U.S. Senate,,LIB,Frank Gilbert,9,1,7,1,0,0
Arkansas,DEWITT WARD 2,U.S. Senate,,REP,Senator John Boozman,199,58,139,2,0,0
Arkansas,DEWITT WARD 3,Alderman Ward 1 Position 1 Dewitt,,IND,Ada Marie Clark,207,50,152,5,0,0
Arkansas,DEWITT WARD 3,Alderman Ward 1 Position 1 Dewitt,,IND,Brent London,150,33,117,0,0,0
Arkansas,DEWITT WARD 3,Alderman Ward 2 Position 2 Dewitt,,IND,Perry L. Simpson,297,71,220,6,0,0
Arkansas,DEWITT WARD 3,Alderman Ward 2 Position 2 Dewitt,,IND,Vivian A. Meins,85,16,69,0,0,0
Arkansas,DEWITT WARD 3,All Unopposed Candidates,,NON,For,286,73,208,5,0,0
Arkansas,DEWITT WARD 3,Arkansas County Circuit Clerk,,DEM,Sarah Merchant,364,85,273,6,0,0
Arkansas,DEWITT WARD 3,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,AGAINST,92,20,71,1,0,0
Arkansas,DEWITT WARD 3,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,FOR,287,70,212,5,0,0
Arkansas,DEWITT WARD 3,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,NON,AGAINST,91,21,67,3,0,0
Arkansas,DEWITT WARD 3,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,NON,FOR,289,68,218,3,0,0
Arkansas,DEWITT WARD 3,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,AGAINST,129,26,103,0,0,0
Arkansas,DEWITT WARD 3,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,FOR,241,61,174,6,0,0
Arkansas,DEWITT WARD 3,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,AGAINST,223,39,181,3,0,0
Arkansas,DEWITT WARD 3,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,FOR,153,51,99,3,0,0
Arkansas,DEWITT WARD 3,U.S. House,1,LIB,Mark West,68,19,47,2,0,0
Arkansas,DEWITT WARD 3,U.S. House,1,REP,Congressman Rick Crawford,301,70,227,4,0,0
Arkansas,DEWITT WARD 3,U.S. President & Vice President,,CST,Darrell L. Castle/Scott N. Bradley,3,1,2,0,0,0
Arkansas,DEWITT WARD 3,U.S. President & Vice President,,DEM,Hillary Clinton/Tim Kaine,82,21,59,2,0,0
Arkansas,DEWITT WARD 3,U.S. President & Vice President,,GRN,Jill Stein/Ajamu Baraka,1,1,0,0,0,0
Arkansas,DEWITT WARD 3,U.S. President & Vice President,,IND,Jim Hedges/Bill Bayes,8,2,6,0,0,0
Arkansas,DEWITT WARD 3,U.S. President & Vice President,,IND,Lynn S. Kahn/Kathleen Monahan,6,2,4,0,0,0
Arkansas,DEWITT WARD 3,U.S. President & Vice President,,LIB,Gary Johnson/Bill Weld,10,5,5,0,0,0
Arkansas,DEWITT WARD 3,U.S. President & Vice President,,REP,Donald J. Trump/Michael R. Pence,280,60,216,4,0,0
Arkansas,DEWITT WARD 3,U.S. Senate,,DEM,Conner Eldridge,114,32,80,2,0,0
Arkansas,DEWITT WARD 3,U.S. Senate,,LIB,Frank Gilbert,4,1,3,0,0,0
Arkansas,DEWITT WARD 3,U.S. Senate,,REP,Senator John Boozman,270,58,208,4,0,0
Arkansas,GARLAND,All Unopposed Candidates,,NON,For,45,11,32,2,0,0
Arkansas,GARLAND,Arkansas County Circuit Clerk,,DEM,Sarah Merchant,53,13,38,2,0,0
Arkansas,GARLAND,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,AGAINST,17,4,12,1,0,0
Arkansas,GARLAND,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,FOR,41,11,29,1,0,0
Arkansas,GARLAND,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,NON,AGAINST,7,1,6,0,0,0
Arkansas,GARLAND,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,NON,FOR,52,14,36,2,0,0
Arkansas,GARLAND,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,AGAINST,22,5,15,2,0,0
Arkansas,GARLAND,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,FOR,36,9,27,0,0,0
Arkansas,GARLAND,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,AGAINST,37,10,25,2,0,0
Arkansas,GARLAND,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,FOR,21,4,17,0,0,0
Arkansas,GARLAND,State Representative,14,DEM,State Representative Camille Bennett,20,3,16,1,0,0
Arkansas,GARLAND,State Representative,14,REP,Roger D. Lynch,37,11,25,1,0,0
Arkansas,GARLAND,U.S. House,1,LIB,Mark West,6,1,5,0,0,0
Arkansas,GARLAND,U.S. House,1,REP,Congressman Rick Crawford,50,13,35,2,0,0
Arkansas,GARLAND,U.S. President & Vice President,,BFA,Evan McMullin/Nathan Johnson,1,1,0,0,0,0
Arkansas,GARLAND,U.S. President & Vice President,,DEM,Hillary Clinton/Tim Kaine,9,1,8,0,0,0
Arkansas,GARLAND,U.S. President & Vice President,,IND,Jim Hedges/Bill Bayes,1,0,1,0,0,0
Arkansas,GARLAND,U.S. President & Vice President,,REP,Donald J. Trump/Michael R. Pence,48,13,33,2,0,0
Arkansas,GARLAND,U.S. Senate,,DEM,Conner Eldridge,12,2,10,0,0,0
Arkansas,GARLAND,U.S. Senate,,REP,Senator John Boozman,46,12,32,2,0,0
Arkansas,GILLETT WARD 1,All Unopposed Candidates,,NON,For,67,47,19,1,0,0
Arkansas,GILLETT WARD 1,Arkansas County Circuit Clerk,,DEM,Sarah Merchant,80,58,21,1,0,0
Arkansas,GILLETT WARD 1,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,AGAINST,19,13,5,1,0,0
Arkansas,GILLETT WARD 1,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,FOR,62,45,17,0,0,0
Arkansas,GILLETT WARD 1,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,NON,AGAINST,17,14,3,0,0,0
Arkansas,GILLETT WARD 1,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,NON,FOR,61,41,19,1,0,0
Arkansas,GILLETT WARD 1,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,AGAINST,16,12,3,1,0,0
Arkansas,GILLETT WARD 1,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,FOR,62,43,19,0,0,0
Arkansas,GILLETT WARD 1,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,AGAINST,36,26,9,1,0,0
Arkansas,GILLETT WARD 1,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,FOR,45,32,13,0,0,0
Arkansas,GILLETT WARD 1,U.S. House,1,LIB,Mark West,15,12,2,1,0,0
Arkansas,GILLETT WARD 1,U.S. House,1,REP,Congressman Rick Crawford,62,42,20,0,0,0
Arkansas,GILLETT WARD 1,U.S. President & Vice President,,DEM,Hillary Clinton/Tim Kaine,21,19,1,1,0,0
Arkansas,GILLETT WARD 1,U.S. President & Vice President,,IND,Jim Hedges/Bill Bayes,3,2,1,0,0,0
Arkansas,GILLETT WARD 1,U.S. President & Vice President,,IND,Lynn S. Kahn/Kathleen Monahan,1,1,0,0,0,0
Arkansas,GILLETT WARD 1,U.S. President & Vice President,,LIB,Gary Johnson/Bill Weld,2,2,0,0,0,0
Arkansas,GILLETT WARD 1,U.S. President & Vice President,,REP,Donald J. Trump/Michael R. Pence,54,34,20,0,0,0
Arkansas,GILLETT WARD 1,U.S. Senate,,DEM,Conner Eldridge,26,23,2,1,0,0
Arkansas,GILLETT WARD 1,U.S. Senate,,LIB,Frank Gilbert,2,2,0,0,0,0
Arkansas,GILLETT WARD 1,U.S. Senate,,REP,Senator John Boozman,52,32,20,0,0,0
Arkansas,GILLETT WARD 2,All Unopposed Candidates,,NON,For,94,59,33,2,0,0
Arkansas,GILLETT WARD 2,Arkansas County Circuit Clerk,,DEM,Sarah Merchant,112,69,43,0,0,0
Arkansas,GILLETT WARD 2,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,AGAINST,32,18,12,2,0,0
Arkansas,GILLETT WARD 2,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,FOR,84,52,32,0,0,0
Arkansas,GILLETT WARD 2,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,NON,AGAINST,25,17,8,0,0,0
Arkansas,GILLETT WARD 2,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,NON,FOR,89,52,35,2,0,0
Arkansas,GILLETT WARD 2,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,AGAINST,32,20,10,2,0,0
Arkansas,GILLETT WARD 2,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,FOR,83,49,34,0,0,0
Arkansas,GILLETT WARD 2,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,AGAINST,73,43,28,2,0,0
Arkansas,GILLETT WARD 2,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,FOR,42,26,16,0,0,0
Arkansas,GILLETT WARD 2,U.S. House,1,LIB,Mark West,13,7,4,2,0,0
Arkansas,GILLETT WARD 2,U.S. House,1,REP,Congressman Rick Crawford,100,59,41,0,0,0
Arkansas,GILLETT WARD 2,U.S. President & Vice President,,DEM,Hillary Clinton/Tim Kaine,20,10,8,2,0,0
Arkansas,GILLETT WARD 2,U.S. President & Vice President,,GRN,Jill Stein/Ajamu Baraka,1,0,1,0,0,0
Arkansas,GILLETT WARD 2,U.S. President & Vice President,,IND,Jim Hedges/Bill Bayes,3,3,0,0,0,0
Arkansas,GILLETT WARD 2,U.S. President & Vice President,,IND,Lynn S. Kahn/Kathleen Monahan,1,0,1,0,0,0
Arkansas,GILLETT WARD 2,U.S. President & Vice President,,LIB,Gary Johnson/Bill Weld,3,2,1,0,0,0
Arkansas,GILLETT WARD 2,U.S. President & Vice President,,REP,Donald J. Trump/Michael R. Pence,88,54,34,0,0,0
Arkansas,GILLETT WARD 2,U.S. Senate,,DEM,Conner Eldridge,31,20,9,2,0,0
Arkansas,GILLETT WARD 2,U.S. Senate,,LIB,Frank Gilbert,2,1,1,0,0,0
Arkansas,GILLETT WARD 2,U.S. Senate,,REP,Senator John Boozman,82,48,34,0,0,0
Arkansas,GILLETT WARD 3,All Unopposed Candidates,,NON,For,40,26,14,0,0,0
Arkansas,GILLETT WARD 3,Arkansas County Circuit Clerk,,DEM,Sarah Merchant,56,34,22,0,0,0
Arkansas,GILLETT WARD 3,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,AGAINST,16,9,7,0,0,0
Arkansas,GILLETT WARD 3,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,FOR,38,24,14,0,0,0
Arkansas,GILLETT WARD 3,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,NON,AGAINST,14,6,8,0,0,0
Arkansas,GILLETT WARD 3,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,NON,FOR,44,30,14,0,0,0
Arkansas,GILLETT WARD 3,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,AGAINST,17,10,7,0,0,0
Arkansas,GILLETT WARD 3,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,FOR,40,25,15,0,0,0
Arkansas,GILLETT WARD 3,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,AGAINST,23,10,13,0,0,0
Arkansas,GILLETT WARD 3,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,FOR,27,20,7,0,0,0
Arkansas,GILLETT WARD 3,U.S. House,1,LIB,Mark West,13,9,4,0,0,0
Arkansas,GILLETT WARD 3,U.S. House,1,REP,Congressman Rick Crawford,34,19,15,0,0,0
Arkansas,GILLETT WARD 3,U.S. President & Vice President,,BFA,Evan McMullin/Nathan Johnson,1,1,0,0,0,0
Arkansas,GILLETT WARD 3,U.S. President & Vice President,,CST,Darrell L. Castle/Scott N. Bradley,1,1,0,0,0,0
Arkansas,GILLETT WARD 3,U.S. President & Vice President,,DEM,Hillary Clinton/Tim Kaine,28,15,13,0,0,0
Arkansas,GILLETT WARD 3,U.S. President & Vice President,,GRN,Jill Stein/Ajamu Baraka,1,0,1,0,0,0
Arkansas,GILLETT WARD 3,U.S. President & Vice President,,IND,Lynn S. Kahn/Kathleen Monahan,1,0,1,0,0,0
Arkansas,GILLETT WARD 3,U.S. President & Vice President,,LIB,Gary Johnson/Bill Weld,5,5,0,0,0,0
Arkansas,GILLETT WARD 3,U.S. President & Vice President,,REP,Donald J. Trump/Michael R. Pence,22,13,9,0,0,0
Arkansas,GILLETT WARD 3,U.S. Senate,,DEM,Conner Eldridge,30,16,14,0,0,0
Arkansas,GILLETT WARD 3,U.S. Senate,,REP,Senator John Boozman,29,19,10,0,0,0
Arkansas,GUM POND,All Unopposed Candidates,,NON,For,114,30,80,4,0,0
Arkansas,GUM POND,Arkansas County Circuit Clerk,,DEM,Sarah Merchant,130,36,90,4,0,0
Arkansas,GUM POND,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,AGAINST,51,15,34,2,0,0
Arkansas,GUM POND,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,FOR,94,26,66,2,0,0
Arkansas,GUM POND,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,NON,AGAINST,42,12,29,1,0,0
Arkansas,GUM POND,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,NON,FOR,107,29,75,3,0,0
Arkansas,GUM POND,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,AGAINST,61,15,45,1,0,0
Arkansas,GUM POND,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,FOR,86,26,57,3,0,0
Arkansas,GUM POND,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,AGAINST,91,19,70,2,0,0
Arkansas,GUM POND,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,FOR,56,21,33,2,0,0
Arkansas,GUM POND,U.S. House,1,LIB,Mark West,16,4,11,1,0,0
Arkansas,GUM POND,U.S. House,1,REP,Congressman Rick Crawford,129,37,89,3,0,0
Arkansas,GUM POND,U.S. President & Vice President,,CST,Darrell L. Castle/Scott N. Bradley,1,0,1,0,0,0
Arkansas,GUM POND,U.S. President & Vice President,,DEM,Hillary Clinton/Tim Kaine,24,3,19,2,0,0
Arkansas,GUM POND,U.S. President & Vice President,,IND,Jim Hedges/Bill Bayes,2,1,1,0,0,0
Arkansas,GUM POND,U.S. President & Vice President,,IND,Lynn S. Kahn/Kathleen Monahan,3,0,3,0,0,0
Arkansas,GUM POND,U.S. President & Vice President,,LIB,Gary Johnson/Bill Weld,3,3,0,0,0,0
Arkansas,GUM POND,U.S. President & Vice President,,REP,Donald J. Trump/Michael R. Pence,118,34,82,2,0,0
Arkansas,GUM POND,U.S. Senate,,DEM,Conner Eldridge,38,9,28,1,0,0
Arkansas,GUM POND,U.S. Senate,,LIB,Frank Gilbert,2,0,2,0,0,0
Arkansas,GUM POND,U.S. Senate,,REP,Senator John Boozman,109,32,74,3,0,0
Arkansas,HENTON,All Unopposed Candidates,,NON,For,77,47,30,0,0,0
Arkansas,HENTON,Arkansas County Circuit Clerk,,DEM,Sarah Merchant,96,60,35,1,0,0
Arkansas,HENTON,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,AGAINST,31,24,6,1,0,0
Arkansas,HENTON,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,FOR,76,44,32,0,0,0
Arkansas,HENTON,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,NON,AGAINST,26,15,10,1,0,0
Arkansas,HENTON,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,NON,FOR,82,54,28,0,0,0
Arkansas,HENTON,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,AGAINST,34,23,10,1,0,0
Arkansas,HENTON,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,FOR,71,43,28,0,0,0
Arkansas,HENTON,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,AGAINST,48,26,21,1,0,0
Arkansas,HENTON,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,FOR,61,44,17,0,0,0
Arkansas,HENTON,State Representative,14,DEM,State Representative Camille Bennett,31,19,12,0,0,0
Arkansas,HENTON,State Representative,14,REP,Roger D. Lynch,77,50,26,1,0,0
Arkansas,HENTON,U.S. House,1,LIB,Mark West,23,15,8,0,0,0
Arkansas,HENTON,U.S. House,1,REP,Congressman Rick Crawford,82,52,29,1,0,0
Arkansas,HENTON,U.S. President & Vice President,,BFA,Evan McMullin/Nathan Johnson,2,1,1,0,0,0
Arkansas,HENTON,U.S. President & Vice President,,DEM,Hillary Clinton/Tim Kaine,21,13,8,0,0,0
Arkansas,HENTON,U.S. President & Vice President,,GRN,Jill Stein/Ajamu Baraka,2,1,1,0,0,0
Arkansas,HENTON,U.S. President & Vice President,,IND,Jim Hedges/Bill Bayes,3,3,0,0,0,0
Arkansas,HENTON,U.S. President & Vice President,,LIB,Gary Johnson/Bill Weld,2,0,2,0,0,0
Arkansas,HENTON,U.S. President & Vice President,,REP,Donald J. Trump/Michael R. Pence,81,53,26,2,0,0
Arkansas,HENTON,U.S. Senate,,DEM,Conner Eldridge,31,20,11,0,0,0
Arkansas,HENTON,U.S. Senate,,REP,Senator John Boozman,77,49,27,1,0,0
Arkansas,HUMPHREY WARD 1,Alderman Ward 1 Position 1 Humphrey,,IND,Donald Combs,56,47,9,0,0,0
Arkansas,HUMPHREY WARD 1,Alderman Ward 1 Position 1 Humphrey,,IND,Michael (Porky) Hodges,26,17,9,0,0,0
Arkansas,HUMPHREY WARD 1,Alderman Ward 2 Position 2 Humphrey,,IND,Eddie White,54,46,8,0,0,0
Arkansas,HUMPHREY WARD 1,Alderman Ward 2 Position 2 Humphrey,,IND,"James D. Carr, Jr.",26,16,10,0,0,0
Arkansas,HUMPHREY WARD 1,All Unopposed Candidates,,NON,For,56,45,11,0,0,0
Arkansas,HUMPHREY WARD 1,Arkansas County Circuit Clerk,,DEM,Sarah Merchant,73,58,15,0,0,0
Arkansas,HUMPHREY WARD 1,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,AGAINST,26,22,4,0,0,0
Arkansas,HUMPHREY WARD 1,"ISSUE NO. 1: PROPOSING AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING THE TERMS, ELECTION, AND ELIGIBILITY OF ELECTED OFFICIALS",,NON,FOR,53,40,13,0,0,0
Arkansas,HUMPHREY WARD 1,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,NON,AGAINST,27,25,2,0,0,0
Arkansas,HUMPHREY WARD 1,ISSUE NO. 2: A CONSTITUTIONAL AMENDMENT TO ALLOW THE GOVERNOR TO RETAIN HIS OR HER POWERS AND DUTIES WHEN ABSENT FROM THE STATE,,NON,FOR,50,36,14,0,0,0
Arkansas,HUMPHREY WARD 1,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,AGAINST,21,17,4,0,0,0
Arkansas,HUMPHREY WARD 1,"ISSUE NO. 3: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONCERNING JOB CREATION, JOB EXPANSION, AND ECONOMIC DEVELOPMENT",,NON,FOR,57,44,13,0,0,0
Arkansas,HUMPHREY WARD 1,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,AGAINST,30,22,8,0,0,0
Arkansas,HUMPHREY WARD 1,ISSUE NO. 6: ARKANSAS MEDICAL MARIJUANA AMENDMENT OF 2016,,NON,FOR,51,41,10,0,0,0
Arkansas,HUMPHREY WARD 1,Removal of Mayor of Humphrey,,NON,AGAINST,50,45,5,0,0,0
Arkansas,HUMPHREY WARD 1,Removal of Mayor of Humphrey,,NON,FOR,32,19,13,0,0,0
Arkansas,HUMPHREY WARD 1,State Representative,14,DEM,State Representative Camille Bennett,62,52,10,0,0,0
Arkansas,HUMPHREY WARD 1,State Representative,14,REP,Roger D. Lynch,17,10,7,0,0,0
Arkansas,HUMPHREY WARD 1,U.S. House,1,LIB,Mark West,37,33,4,0,0,0
Arkansas,HUMPHREY WARD 1,U.S. House,1,REP,Congressman Rick Crawford,31,19,12,0,0,0
Arkansas,HUMPHREY WARD 1,U.S. President & Vice President,,BFA,Evan McMullin/Nathan Johnson,2,2,0,0,0,0
Arkansas,HUMPHREY WARD 1,U.S. President & Vice President,,DEM,Hillary Clinton/Tim Kaine,43,35,8,0,0,0
Arkansas,HUMPHREY WARD 1,U.S. President & Vice President,,GRN,Jill Stein/Ajamu Baraka,4,4,0,0,0,0
Arkansas,HUMPHREY WARD 1,U.S. President & Vice President,,IND,Jim Hedges/Bill Bayes,12,12,0,0,0,0
Arkansas,HUMPHREY WARD 1,U.S. President & Vice President,,IND,Lynn S. Kahn/Kathleen Monahan,1,1,0,0,0,0
Arkansas,HUMPHREY WARD 1,U.S. President & Vice President,,REP,Donald J. Trump/Michael R. Pence,19,9,10,0,0,0
Arkansas,HUMPHREY WARD 1,U.S. Senate,,DEM,Conner Eldridge,53,44,9,0,0,0
Arkansas,HUMPHREY WARD 1,U.S. Senate,,LIB,Frank Gilbert,2,2,0,0,0,0
Arkansas,HUMPHREY WARD 1,U.S. Senate,,REP,Senator John Boozman,24,15,9,0,0,0
Arkansas,HUMPHREY WARD 3,Alderman Ward 1 Position 1 Humphrey,,IND,Donald Combs,6,4,2,0,0,0
