precinct,pri_dem_CLINTON,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_NICOLL,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_dem_O'MALLEY,gen_dem_SANDERS,gen_rep_BUSH,gen_rep_CARSON,gen_rep_CHRISTIE,gen_rep_CRUZ,gen_rep_FIORINA,gen_rep_GILMORE,gen_rep_GRAHAM,gen_rep_HUCKABEE,gen_rep_KASICH,gen_rep_NICOLL,gen_rep_PATAKI,gen_rep_PAUL,gen_rep_RUBIO,gen_rep_SANTORUM,gen_rep_TRUMP,rep_primary_total,dem_primary_total,general_total
SHELBYMemphis 52-1,380,0,40,2,0,0,5,0,0,0,0,0,0,0,0,4,0,5,380,0,40,2,0,0,5,0,0,0,0,0,0,0,0,4,0,5,16,420,436
SHELBYMemphis 53-1,246,2,108,2,19,1,102,0,0,0,2,10,0,0,0,46,0,175,246,2,108,2,19,1,102,0,0,0,2,10,0,0,0,46,0,175,357,356,713
SHELBYMemphis 54,231,1,183,11,36,1,206,1,1,0,4,28,0,0,1,103,0,314,231,1,183,11,36,1,206,1,1,0,4,28,0,0,1,103,0,314,706,415,1121
SHELBYMemphis 55-2,194,0,137,7,26,1,189,1,1,0,2,162,0,1,2,396,0,171,194,0,137,7,26,1,189,1,1,0,2,162,0,1,2,396,0,171,959,331,1290
SHELBYMemphis 57,268,2,169,16,36,0,206,0,0,0,0,259,0,0,0,576,1,293,268,2,169,16,36,0,206,0,0,0,0,259,0,0,0,576,1,293,1387,439,1826
SHELBYMemphis 58-1,448,1,125,2,12,0,47,0,0,1,0,8,0,0,0,21,0,47,448,1,125,2,12,0,47,0,0,1,0,8,0,0,0,21,0,47,138,574,712
SHELBYMemphis 58-4,395,2,92,3,9,0,62,0,0,0,1,10,0,0,0,33,0,62,395,2,92,3,9,0,62,0,0,0,1,10,0,0,0,33,0,62,180,489,669
SHELBYMemphis 59-5,839,6,70,1,7,0,3,0,0,0,1,1,0,1,0,0,0,10,839,6,70,1,7,0,3,0,0,0,1,1,0,1,0,0,0,10,24,915,939
SHELBYMemphis 60-3,566,0,48,1,2,0,3,1,0,0,0,0,0,0,0,1,0,3,566,0,48,1,2,0,3,1,0,0,0,0,0,0,0,1,0,3,11,614,625
SHELBYMemphis 60-5,248,0,36,0,2,0,6,0,0,0,0,0,0,0,0,1,0,11,248,0,36,0,2,0,6,0,0,0,0,0,0,0,0,1,0,11,20,284,304
SHELBYMemphis 60-6,439,0,32,0,2,0,6,0,0,0,0,0,0,0,0,1,0,7,439,0,32,0,2,0,6,0,0,0,0,0,0,0,0,1,0,7,16,471,487
SHELBYMemphis 60-7,828,3,68,1,8,0,15,1,0,2,3,0,0,0,0,3,0,16,828,3,68,1,8,0,15,1,0,2,3,0,0,0,0,3,0,16,49,899,948
SHELBYMemphis 60-9,471,3,36,1,5,0,0,0,0,0,0,0,0,0,0,1,0,2,471,3,36,1,5,0,0,0,0,0,0,0,0,0,0,1,0,2,9,510,519
SHELBYMemphis 61,412,2,33,0,2,0,1,0,0,0,0,2,0,0,1,3,0,2,412,2,33,0,2,0,1,0,0,0,0,2,0,0,1,3,0,2,11,447,458
SHELBYMemphis 62,123,0,42,4,8,1,64,1,0,0,1,5,0,0,0,35,0,99,123,0,42,4,8,1,64,1,0,0,1,5,0,0,0,35,0,99,218,165,383
SHELBYMemphis 64,229,1,147,8,32,1,187,1,0,0,0,116,0,0,2,307,0,160,229,1,147,8,32,1,187,1,0,0,0,116,0,0,2,307,0,160,814,377,1191
SHELBYMemphis 66,326,1,203,4,39,0,189,0,0,0,3,38,0,0,4,166,0,177,326,1,203,4,39,0,189,0,0,0,3,38,0,0,4,166,0,177,620,530,1150
SHELBYMemphis 67-1,198,0,151,5,32,0,178,2,0,1,0,71,0,0,0,179,0,230,198,0,151,5,32,0,178,2,0,1,0,71,0,0,0,179,0,230,698,349,1047
SHELBYMemphis 67-3,126,0,98,2,38,0,179,0,0,1,0,45,0,0,1,177,1,153,126,0,98,2,38,0,179,0,0,1,0,45,0,0,1,177,1,153,597,224,821
SHELBYMemphis 68-1,171,2,119,10,31,1,120,0,0,0,1,49,0,0,2,172,0,156,171,2,119,10,31,1,120,0,0,0,1,49,0,0,2,172,0,156,542,292,834
SHELBYMemphis 68-3,186,1,128,8,24,0,158,0,0,0,1,115,0,0,1,314,1,177,186,1,128,8,24,0,158,0,0,0,1,115,0,0,1,314,1,177,799,315,1114
SHELBYMemphis 69-2,180,1,30,0,5,0,26,0,0,0,0,3,0,0,0,8,0,40,180,1,30,0,5,0,26,0,0,0,0,3,0,0,0,8,0,40,82,211,293
SHELBYMemphis 70-1,395,0,39,0,5,1,35,0,0,0,0,2,0,0,0,10,0,46,395,0,39,0,5,1,35,0,0,0,0,2,0,0,0,10,0,46,99,434,533
SHELBYMemphis 70-2,392,0,57,0,4,0,10,0,0,0,1,0,0,0,0,14,0,29,392,0,57,0,4,0,10,0,0,0,1,0,0,0,0,14,0,29,58,449,507
SHELBYMemphis 71-4,835,4,65,4,7,0,16,0,0,0,1,0,0,0,1,10,0,37,835,4,65,4,7,0,16,0,0,0,1,0,0,0,1,10,0,37,76,904,980
SHELBYMemphis 72-3,589,0,56,1,6,1,19,0,0,0,2,2,0,0,0,6,0,41,589,0,56,1,6,1,19,0,0,0,2,2,0,0,0,6,0,41,78,645,723
SHELBYMemphis 72-7,593,2,67,2,8,1,39,0,0,0,0,3,0,1,1,11,1,47,593,2,67,2,8,1,39,0,0,0,0,3,0,1,1,11,1,47,114,662,776
SHELBYMemphis 73-1,291,1,26,1,0,0,5,0,0,0,0,4,0,0,0,3,0,18,291,1,26,1,0,0,5,0,0,0,0,4,0,0,0,3,0,18,31,318,349
SHELBYMemphis 73-3,517,3,55,1,5,0,14,0,0,0,0,0,0,0,0,7,1,18,517,3,55,1,5,0,14,0,0,0,0,0,0,0,0,7,1,18,46,575,621
SHELBYMemphis 74-1,576,4,91,2,5,0,41,0,0,0,0,6,0,0,1,21,0,40,576,4,91,2,5,0,41,0,0,0,0,6,0,0,1,21,0,40,116,671,787
SHELBYMemphis 74-2,727,5,80,0,9,0,20,0,0,0,1,4,0,0,1,26,1,23,727,5,80,0,9,0,20,0,0,0,1,4,0,0,1,26,1,23,85,812,897
SHELBYMemphis 74-5,483,2,59,0,9,0,34,0,0,0,1,5,0,0,0,28,0,33,483,2,59,0,9,0,34,0,0,0,1,5,0,0,0,28,0,33,110,544,654
SHELBYMemphis 74-9,394,0,40,0,4,0,8,0,0,0,0,0,0,0,0,5,1,9,394,0,40,0,4,0,8,0,0,0,0,0,0,0,0,5,1,9,27,434,461
SHELBYMemphis 75-1,514,0,34,1,0,0,2,0,0,0,0,0,0,0,0,0,0,6,514,0,34,1,0,0,2,0,0,0,0,0,0,0,0,0,0,6,9,548,557
SHELBYMemphis 75-11,1025,3,87,0,1,1,3,0,0,0,2,1,0,0,0,1,0,5,1025,3,87,0,1,1,3,0,0,0,2,1,0,0,0,1,0,5,14,1115,1129
SHELBYMemphis 75-6,1119,6,89,0,3,1,3,0,0,0,0,0,0,0,1,4,0,8,1119,6,89,0,3,1,3,0,0,0,0,0,0,0,1,4,0,8,20,1214,1234
SHELBYMemphis 75-7,772,3,67,0,1,0,2,1,0,0,0,0,0,0,0,1,0,5,772,3,67,0,1,0,2,1,0,0,0,0,0,0,0,1,0,5,10,842,852
SHELBYMemphis 76-4,745,1,64,0,4,0,7,0,0,1,0,0,0,0,0,4,0,4,745,1,64,0,4,0,7,0,0,1,0,0,0,0,0,4,0,4,20,810,830
SHELBYMemphis 76-5,512,2,27,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,512,2,27,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,5,541,546
SHELBYMemphis 76-6,910,5,56,2,9,0,8,0,0,0,0,3,0,0,0,6,0,6,910,5,56,2,9,0,8,0,0,0,0,3,0,0,0,6,0,6,34,971,1005
SHELBYMemphis 77-1,1013,3,127,1,9,0,6,0,0,0,1,2,0,0,0,6,0,22,1013,3,127,1,9,0,6,0,0,0,1,2,0,0,0,6,0,22,47,1143,1190
SHELBYMemphis 77-3,600,0,84,0,1,0,11,0,0,0,0,0,0,0,0,3,0,17,600,0,84,0,1,0,11,0,0,0,0,0,0,0,0,3,0,17,32,684,716
SHELBYMemphis 78-3,648,0,61,3,2,0,4,0,0,0,0,1,0,0,0,5,0,16,648,0,61,3,2,0,4,0,0,0,0,1,0,0,0,5,0,16,31,709,740
SHELBYMemphis 79-1,879,7,76,0,2,0,4,0,0,0,1,3,0,0,0,2,0,19,879,7,76,0,2,0,4,0,0,0,1,3,0,0,0,2,0,19,31,962,993
SHELBYMemphis 79-2,849,2,72,0,2,0,16,0,0,0,0,3,0,0,0,9,0,15,849,2,72,0,2,0,16,0,0,0,0,3,0,0,0,9,0,15,45,923,968
SHELBYMemphis 79-3,880,3,87,2,7,0,11,0,0,0,0,3,0,0,0,8,0,14,880,3,87,2,7,0,11,0,0,0,0,3,0,0,0,8,0,14,45,970,1015
SHELBYMemphis 79-7,586,1,44,0,2,0,2,0,0,0,0,0,0,0,0,2,0,2,586,1,44,0,2,0,2,0,0,0,0,0,0,0,0,2,0,2,8,631,639
SHELBYMemphis 80-2,291,4,112,16,30,0,165,0,0,1,4,118,0,0,0,342,1,216,291,4,112,16,30,0,165,0,0,1,4,118,0,0,0,342,1,216,893,407,1300
SHELBYMemphis 81-1,236,1,93,8,25,1,130,1,0,0,1,93,0,0,1,344,0,180,236,1,93,8,25,1,130,1,0,0,1,93,0,0,1,344,0,180,784,330,1114
SHELBYMemphis 81-3,188,0,82,6,31,1,194,1,0,0,1,90,0,0,0,303,0,214,188,0,82,6,31,1,194,1,0,0,1,90,0,0,0,303,0,214,841,270,1111
SHELBYMemphis 81-5,451,0,87,4,19,1,58,0,0,0,0,31,0,0,1,73,0,74,451,0,87,4,19,1,58,0,0,0,0,31,0,0,1,73,0,74,261,538,799
SHELBYMemphis 81-7,546,2,236,7,46,2,199,1,1,0,0,64,0,0,1,188,1,199,546,2,236,7,46,2,199,1,1,0,0,64,0,0,1,188,1,199,709,784,1493
SHELBYMemphis 82-2,263,1,25,0,0,0,1,0,0,0,0,1,0,0,0,5,0,15,263,1,25,0,0,0,1,0,0,0,0,1,0,0,0,5,0,15,22,289,311
SHELBYMemphis 83,196,2,18,0,7,0,5,0,0,0,0,1,0,0,0,2,0,9,196,2,18,0,7,0,5,0,0,0,0,1,0,0,0,2,0,9,24,216,240
SHELBYMemphis 84-2,241,0,30,0,2,0,8,0,0,0,0,1,0,0,0,5,0,6,241,0,30,0,2,0,8,0,0,0,0,1,0,0,0,5,0,6,22,271,293
SHELBYMemphis 86,724,1,99,6,13,0,68,0,1,0,1,14,0,0,1,26,0,67,724,1,99,6,13,0,68,0,1,0,1,14,0,0,1,26,0,67,197,824,1021
SHELBYMemphis 87-2,442,0,81,3,7,0,21,1,0,0,0,2,0,0,0,9,1,27,442,0,81,3,7,0,21,1,0,0,0,2,0,0,0,9,1,27,71,523,594
SHELBYMemphis 87-3,699,5,126,7,28,1,129,0,0,0,1,18,0,0,0,65,0,130,699,5,126,7,28,1,129,0,0,0,1,18,0,0,0,65,0,130,379,830,1209
SHELBYMemphis 87-4,351,0,89,0,15,0,87,0,0,0,1,10,0,0,1,50,0,115,351,0,89,0,15,0,87,0,0,0,1,10,0,0,1,50,0,115,279,440,719
SHELBYMemphis 88-2,341,0,54,2,10,0,52,0,1,0,0,9,0,0,0,26,1,30,341,0,54,2,10,0,52,0,1,0,0,9,0,0,0,26,1,30,131,395,526
SHELBYMemphis 88-3,404,3,100,4,15,0,81,0,0,0,2,6,0,0,1,51,0,84,404,3,100,4,15,0,81,0,0,0,2,6,0,0,1,51,0,84,244,507,751
SHELBYMemphis 88-4,231,0,44,0,5,0,19,0,0,0,0,3,0,0,0,13,0,40,231,0,44,0,5,0,19,0,0,0,0,3,0,0,0,13,0,40,80,275,355
SHELBYMemphis 89-1,184,1,86,0,17,2,94,0,0,0,0,9,0,0,1,54,1,107,184,1,86,0,17,2,94,0,0,0,0,9,0,0,1,54,1,107,285,271,556
SHELBYMemphis 89-2,218,0,109,0,15,0,109,0,0,0,1,9,0,0,0,69,0,102,218,0,109,0,15,0,109,0,0,0,1,9,0,0,0,69,0,102,305,327,632
SHELBYMemphis 90-2,570,0,87,0,12,0,31,0,0,0,0,7,0,0,1,16,0,43,570,0,87,0,12,0,31,0,0,0,0,7,0,0,1,16,0,43,110,657,767
SHELBYMemphis 90-3,533,1,65,0,4,0,25,0,0,0,2,5,0,0,0,15,0,43,533,1,65,0,4,0,25,0,0,0,2,5,0,0,0,15,0,43,94,599,693
SHELBYMemphis 91-1,371,1,169,9,63,0,241,0,0,0,2,38,0,0,1,230,0,255,371,1,169,9,63,0,241,0,0,0,2,38,0,0,1,230,0,255,839,541,1380
SHELBYMemphis 91-2,387,2,137,4,41,0,214,0,0,0,3,52,0,0,0,200,0,203,387,2,137,4,41,0,214,0,0,0,3,52,0,0,0,200,0,203,717,526,1243
SHELBYMemphis 91-4,324,0,171,4,45,2,292,0,0,0,1,69,0,0,3,233,0,272,324,0,171,4,45,2,292,0,0,0,1,69,0,0,3,233,0,272,921,495,1416
SHELBYMemphis 92-1,278,1,28,1,2,0,3,0,0,0,1,1,0,0,0,1,1,10,278,1,28,1,2,0,3,0,0,0,1,1,0,0,0,1,1,10,20,307,327
SHELBYMemphis 93-1,452,0,66,0,4,0,15,0,1,0,0,3,0,0,0,6,0,14,452,0,66,0,4,0,15,0,1,0,0,3,0,0,0,6,0,14,43,518,561
SHELBYMemphis 93-3,276,0,49,17,8,0,28,0,0,0,5,18,0,0,0,39,1,51,276,0,49,17,8,0,28,0,0,0,5,18,0,0,0,39,1,51,167,325,492
SHELBYMemphis 94-3,761,2,124,2,14,0,33,0,0,0,1,5,0,0,0,13,0,29,761,2,124,2,14,0,33,0,0,0,1,5,0,0,0,13,0,29,97,887,984
SHELBYMemphis 94-6,418,0,53,3,7,0,16,0,0,0,0,1,0,0,0,15,0,11,418,0,53,3,7,0,16,0,0,0,0,1,0,0,0,15,0,11,53,471,524
SHELBYMemphis 94-7,814,0,85,1,10,0,23,0,0,1,1,4,0,0,0,13,0,32,814,0,85,1,10,0,23,0,0,1,1,4,0,0,0,13,0,32,85,899,984
SHELBYMemphis 94-8,611,2,95,3,8,0,35,0,0,0,0,3,0,0,0,18,1,32,611,2,95,3,8,0,35,0,0,0,0,3,0,0,0,18,1,32,100,708,808
SHELBYMemphis 95-1,314,1,139,2,40,0,174,1,0,0,1,16,0,0,3,94,0,187,314,1,139,2,40,0,174,1,0,0,1,16,0,0,3,94,0,187,518,454,972
SHELBYMemphis 95-5,247,1,89,5,49,3,232,0,0,1,2,44,0,0,0,151,0,202,247,1,89,5,49,3,232,0,0,1,2,44,0,0,0,151,0,202,689,337,1026
SHELBYMemphis 95-6,273,2,99,3,33,0,136,0,0,0,0,28,0,0,3,121,0,147,273,2,99,3,33,0,136,0,0,0,0,28,0,0,3,121,0,147,471,374,845
SHELBYMemphis 95-7,226,0,90,0,21,1,137,0,0,0,1,13,0,0,3,76,1,142,226,0,90,0,21,1,137,0,0,0,1,13,0,0,3,76,1,142,395,316,711
SHELBYMemphis 95-8,445,1,126,7,50,4,209,0,0,0,2,39,0,0,0,180,1,222,445,1,126,7,50,4,209,0,0,0,2,39,0,0,0,180,1,222,714,572,1286
SHELBYMemphis 96-1,300,1,103,3,37,1,145,1,0,0,0,24,0,0,0,86,0,113,300,1,103,3,37,1,145,1,0,0,0,24,0,0,0,86,0,113,410,404,814
SHELBYMemphis 96-2,319,0,139,5,43,0,236,0,0,0,1,41,0,0,1,142,0,242,319,0,139,5,43,0,236,0,0,0,1,41,0,0,1,142,0,242,711,458,1169
SHELBYMillington 01,369,1,91,11,93,1,355,0,0,2,2,33,0,0,0,144,0,522,369,1,91,11,93,1,355,0,0,2,2,33,0,0,0,144,0,522,1163,461,1624
SHELBYMillington 02,389,3,116,18,72,3,285,0,0,0,2,33,0,0,3,139,0,444,389,3,116,18,72,3,285,0,0,0,2,33,0,0,3,139,0,444,999,508,1507
SHELBYMorning Sun 01,560,2,143,0,43,0,124,1,0,0,1,14,0,0,1,101,0,150,560,2,143,0,43,0,124,1,0,0,1,14,0,0,1,101,0,150,435,705,1140
SHELBYMorning Sun 02,201,0,70,7,38,2,177,1,0,0,1,31,0,0,1,134,0,205,201,0,70,7,38,2,177,1,0,0,1,31,0,0,1,134,0,205,597,271,868
SHELBYRoss 05,849,0,92,0,18,0,53,0,0,0,1,7,0,0,0,22,0,35,849,0,92,0,18,0,53,0,0,0,1,7,0,0,0,22,0,35,136,941,1077
SHELBYRoss 13,993,3,132,2,12,1,35,0,0,0,0,4,0,0,0,21,0,47,993,3,132,2,12,1,35,0,0,0,0,4,0,0,0,21,0,47,122,1128,1250
SHELBYRoss 14,638,1,87,1,6,0,22,0,0,0,0,3,0,0,0,12,0,19,638,1,87,1,6,0,22,0,0,0,0,3,0,0,0,12,0,19,63,726,789
SHELBYRoss 15,481,1,78,1,11,0,15,0,0,0,1,8,0,0,1,9,0,18,481,1,78,1,11,0,15,0,0,0,1,8,0,0,1,9,0,18,64,560,624
SHELBYRoss 16,1036,1,137,1,11,0,25,0,0,0,0,5,0,0,0,21,0,48,1036,1,137,1,11,0,25,0,0,0,0,5,0,0,0,21,0,48,111,1174,1285
SHELBYStewartville,224,0,75,8,81,0,372,0,0,0,2,43,0,1,2,192,0,462,224,0,75,8,81,0,372,0,0,0,2,43,0,1,2,192,0,462,1163,299,1462
SMITH01 Defeated,64,1,32,0,44,0,132,0,0,0,3,9,0,1,2,42,0,218,64,1,32,0,44,0,132,0,0,0,3,9,0,1,2,42,0,218,451,97,548
SMITH02 Tanglewood,107,1,41,4,31,0,128,0,0,1,1,21,0,0,1,52,0,189,107,1,41,4,31,0,128,0,0,1,1,21,0,0,1,52,0,189,428,149,577
SMITH03 New Middleton,75,0,33,3,32,1,164,1,1,0,0,15,0,0,2,40,1,200,75,0,33,3,32,1,164,1,1,0,0,15,0,0,2,40,1,200,460,108,568
SMITH04 Rock City,68,1,24,3,31,0,108,0,0,0,3,0,0,0,0,41,0,187,68,1,24,3,31,0,108,0,0,0,3,0,0,0,0,41,0,187,373,93,466
SMITH05 Gordonsville,86,2,15,2,33,1,121,0,0,0,3,3,0,0,0,40,1,198,86,2,15,2,33,1,121,0,0,0,3,3,0,0,0,40,1,198,402,103,505
SMITH06 Carthage,100,2,40,1,23,0,58,0,0,0,1,8,0,0,0,28,0,99,100,2,40,1,23,0,58,0,0,0,1,8,0,0,0,28,0,99,218,142,360
SMITH07 South Carthage,87,1,36,5,21,0,72,0,0,0,1,3,0,0,0,43,0,166,87,1,36,5,21,0,72,0,0,0,1,3,0,0,0,43,0,166,311,124,435
SMITH08 Elmwood,67,0,32,5,18,1,83,0,0,0,1,5,0,0,0,30,0,162,67,0,32,5,18,1,83,0,0,0,1,5,0,0,0,30,0,162,305,99,404
STEWART1-1 Indian Mound,65,2,24,1,12,1,51,0,0,0,0,15,0,0,0,39,0,130,65,2,24,1,12,1,51,0,0,0,0,15,0,0,0,39,0,130,249,91,340
STEWART2-1 Big Rock,46,2,18,3,17,0,56,0,0,0,1,7,0,0,0,33,0,142,46,2,18,3,17,0,56,0,0,0,1,7,0,0,0,33,0,142,259,66,325
STEWART3-1 Bumpus Mills,55,2,29,3,14,0,85,0,0,0,1,6,0,0,0,56,0,93,55,2,29,3,14,0,85,0,0,0,1,6,0,0,0,56,0,93,258,86,344
STEWART4-1 Church Street,63,0,29,2,20,0,50,0,0,0,1,7,0,0,0,58,0,136,63,0,29,2,20,0,50,0,0,0,1,7,0,0,0,58,0,136,274,92,366
STEWART5-1 Visitors Center,116,1,44,1,27,0,73,0,0,0,0,10,0,0,0,37,1,161,116,1,44,1,27,0,73,0,0,0,0,10,0,0,0,37,1,161,310,161,471
STEWART6-1 Public Library,74,1,41,2,19,1,64,0,1,0,0,9,0,0,1,40,0,120,74,1,41,2,19,1,64,0,1,0,0,9,0,0,1,40,0,120,257,116,373
STEWART7-1 Cumberland City,64,4,47,1,20,1,56,0,0,0,0,8,0,0,2,36,1,148,64,4,47,1,20,1,56,0,0,0,0,8,0,0,2,36,1,148,273,115,388
STEWARTPaper Ballots,44,2,12,2,1,0,8,0,0,1,0,1,0,0,0,2,0,23,44,2,12,2,1,0,8,0,0,1,0,1,0,0,0,2,0,23,38,58,96
SULLIVAN10A,151,4,101,33,97,6,304,0,1,1,2,129,0,0,1,351,1,424,151,4,101,33,97,6,304,0,1,1,2,129,0,0,1,351,1,424,1350,256,1606
SULLIVAN10B,89,1,59,8,66,0,149,0,0,0,2,23,0,0,1,118,0,294,89,1,59,8,66,0,149,0,0,0,2,23,0,0,1,118,0,294,661,149,810
SULLIVAN11A,257,4,203,29,131,2,300,2,1,1,6,123,0,0,5,348,3,577,257,4,203,29,131,2,300,2,1,1,6,123,0,0,5,348,3,577,1528,464,1992
SULLIVAN11B,110,2,105,9,23,0,123,0,0,0,2,24,0,0,0,111,0,205,110,2,105,9,23,0,123,0,0,0,2,24,0,0,0,111,0,205,497,217,714
SULLIVAN1A,77,1,72,2,38,1,183,0,1,0,2,14,0,0,2,112,0,313,77,1,72,2,38,1,183,0,1,0,2,14,0,0,2,112,0,313,668,150,818
SULLIVAN2A,171,5,157,13,62,1,247,0,0,0,1,45,0,0,7,138,1,406,171,5,157,13,62,1,247,0,0,0,1,45,0,0,7,138,1,406,921,333,1254
SULLIVAN2B,121,2,84,4,86,1,244,1,1,0,2,69,0,1,4,242,0,339,121,2,84,4,86,1,244,1,1,0,2,69,0,1,4,242,0,339,994,207,1201
SULLIVAN2C,82,2,70,5,51,1,225,0,0,1,0,21,0,0,1,125,1,284,82,2,70,5,51,1,225,0,0,1,0,21,0,0,1,125,1,284,715,154,869
SULLIVAN3A,112,0,126,6,51,1,195,1,1,1,2,36,0,0,1,146,1,310,112,0,126,6,51,1,195,1,1,1,2,36,0,0,1,146,1,310,752,238,990
SULLIVAN4A,175,5,132,13,106,5,531,2,0,0,6,52,0,0,1,263,3,659,175,5,132,13,106,5,531,2,0,0,6,52,0,0,1,263,3,659,1641,312,1953
SULLIVAN4B,67,0,61,11,43,2,277,0,0,0,1,41,0,0,3,121,0,312,67,0,61,11,43,2,277,0,0,0,1,41,0,0,3,121,0,312,811,128,939
SULLIVAN4C,56,0,59,2,43,2,160,2,0,1,1,25,0,0,1,110,0,252,56,0,59,2,43,2,160,2,0,1,1,25,0,0,1,110,0,252,599,115,714
SULLIVAN5A,145,0,101,9,82,3,330,3,0,0,3,59,0,0,0,212,2,464,145,0,101,9,82,3,330,3,0,0,3,59,0,0,0,212,2,464,1167,246,1413
SULLIVAN5B,89,2,62,3,42,1,191,1,0,1,2,16,0,0,3,95,0,309,89,2,62,3,42,1,191,1,0,1,2,16,0,0,3,95,0,309,664,153,817
SULLIVAN5C,23,0,13,0,19,0,100,0,0,1,0,7,0,0,0,30,0,159,23,0,13,0,19,0,100,0,0,1,0,7,0,0,0,30,0,159,316,36,352
SULLIVAN6A,145,2,103,19,172,1,536,1,0,0,2,88,0,0,3,391,1,561,145,2,103,19,172,1,536,1,0,0,2,88,0,0,3,391,1,561,1775,250,2025
SULLIVAN6B,100,2,79,12,69,1,287,0,1,0,3,45,0,0,1,182,2,393,100,2,79,12,69,1,287,0,1,0,3,45,0,0,1,182,2,393,996,181,1177
SULLIVAN6C,66,2,42,5,35,0,158,0,0,0,0,9,0,0,0,73,0,243,66,2,42,5,35,0,158,0,0,0,0,9,0,0,0,73,0,243,523,110,633
SULLIVAN7A,144,1,104,24,115,1,294,1,0,0,1,83,0,0,5,306,1,449,144,1,104,24,115,1,294,1,0,0,1,83,0,0,5,306,1,449,1280,249,1529
SULLIVAN7B,99,1,73,5,93,1,248,2,0,0,3,37,0,0,2,208,0,274,99,1,73,5,93,1,248,2,0,0,3,37,0,0,2,208,0,274,873,173,1046
SULLIVAN7C,63,1,35,6,55,0,115,1,0,0,1,29,0,0,2,92,1,207,63,1,35,6,55,0,115,1,0,0,1,29,0,0,2,92,1,207,509,99,608
SULLIVAN8A,140,0,110,16,101,0,356,1,0,0,7,71,0,0,3,294,0,506,140,0,110,16,101,0,356,1,0,0,7,71,0,0,3,294,0,506,1355,250,1605
SULLIVAN8B,61,1,49,7,51,1,204,0,0,1,0,19,0,0,1,140,0,234,61,1,49,7,51,1,204,0,0,1,0,19,0,0,1,140,0,234,658,111,769
SULLIVAN9A,87,1,118,8,68,2,279,0,0,0,3,36,0,0,4,175,0,445,87,1,118,8,68,2,279,0,0,0,3,36,0,0,4,175,0,445,1020,206,1226
SULLIVAN9B,96,1,63,14,39,1,117,0,0,0,1,75,0,0,1,203,0,223,96,1,63,14,39,1,117,0,0,0,1,75,0,0,1,203,0,223,674,160,834
SUMNER1-1 Westmoreland,125,0,67,3,71,0,211,0,0,1,5,14,0,0,0,116,0,352,125,0,67,3,71,0,211,0,0,1,5,14,0,0,0,116,0,352,773,192,965
SUMNER1-3 Corinth,102,2,56,2,94,0,274,1,0,0,4,25,0,0,3,102,1,341,102,2,56,2,94,0,274,1,0,0,4,25,0,0,3,102,1,341,847,160,1007
SUMNER10-1 Walton Ferry,140,0,104,3,54,1,189,0,0,0,1,34,0,0,2,140,0,246,140,0,104,3,54,1,189,0,0,0,1,34,0,0,2,140,0,246,670,244,914
SUMNER10-2 Merrol Hyde,208,3,127,1,104,0,348,1,0,0,1,44,0,0,1,284,0,439,208,3,127,1,104,0,348,1,0,0,1,44,0,0,1,284,0,439,1223,338,1561
SUMNER11-1 Hunter,85,2,47,5,60,1,197,0,0,0,0,27,0,0,1,92,0,242,85,2,47,5,60,1,197,0,0,0,0,27,0,0,1,92,0,242,625,134,759
SUMNER11-2 Goodletsville,222,0,92,13,104,0,329,0,0,0,2,58,0,0,4,256,0,405,222,0,92,13,104,0,329,0,0,0,2,58,0,0,4,256,0,405,1171,314,1485
SUMNER11-3 Millersville,97,1,51,2,46,0,170,0,1,0,2,17,0,0,1,65,1,209,97,1,51,2,46,0,170,0,1,0,2,17,0,0,1,65,1,209,514,149,663
SUMNER12-1 Oakmont,120,2,56,2,120,0,375,0,0,0,2,39,0,0,2,177,0,426,120,2,56,2,120,0,375,0,0,0,2,39,0,0,2,177,0,426,1143,178,1321
SUMNER12-3 White House,111,0,94,5,125,1,331,0,0,0,1,23,0,1,4,177,1,357,111,0,94,5,125,1,331,0,0,0,1,23,0,1,4,177,1,357,1026,205,1231
SUMNER2-1 Portland,104,1,52,5,67,0,202,1,0,0,1,23,0,0,2,129,1,278,104,1,52,5,67,0,202,1,0,0,1,23,0,0,2,129,1,278,709,157,866
SUMNER2-2 Wiseman,141,1,73,3,87,1,175,0,0,1,3,22,0,0,1,91,0,265,141,1,73,3,87,1,175,0,0,1,3,22,0,0,1,91,0,265,649,215,864
SUMNER3-1 Civic Center,188,2,58,5,121,4,330,0,0,1,4,45,0,0,2,195,0,438,188,2,58,5,121,4,330,0,0,1,4,45,0,0,2,195,0,438,1145,248,1393
SUMNER3-3 Creekside,172,1,86,16,93,1,307,3,0,0,1,37,0,0,3,167,0,488,172,1,86,16,93,1,307,3,0,0,1,37,0,0,3,167,0,488,1116,259,1375
