precinct,pri_dem_CLINTON,pri_dem_SANDERS,pri_rep_CARSON,pri_rep_CRUZ,pri_rep_KASICH,pri_rep_TRUMP,gen_dem_CLINTON,gen_dem_SANDERS,gen_rep_CARSON,gen_rep_CRUZ,gen_rep_KASICH,gen_rep_TRUMP,rep_primary_total,dem_primary_total,general_total
Franklin22,26,36,6,24,7,92,145,266,0,0,0,0,129,62,411
Franklin23,52,40,6,12,5,125,294,200,0,0,0,0,148,92,494
Franklin24,23,12,4,6,2,48,57,111,0,0,0,0,60,35,168
Franklin25,10,7,3,2,6,21,58,31,0,0,0,0,32,17,89
Franklin26,18,19,1,12,2,36,60,93,0,0,0,0,51,37,153
Franklin27,12,9,1,2,2,25,81,48,0,0,0,0,30,21,129
Franklin28,12,7,2,7,4,20,57,62,0,0,0,0,33,19,119
Franklin29,18,5,0,4,2,37,81,42,0,0,0,0,43,23,123
Franklin3,27,22,0,1,2,17,42,92,0,0,0,0,20,49,134
Franklin30,4,4,0,0,0,0,24,55,0,0,0,0,0,8,79
Franklin31,3,7,0,0,0,0,60,21,0,0,0,0,0,10,81
