precinct,pri_dem_CLINTON,pri_dem_SANDERS,pri_rep_CARSON,pri_rep_CRUZ,pri_rep_KASICH,pri_rep_TRUMP,gen_dem_CLINTON,gen_dem_SANDERS,gen_rep_CARSON,gen_rep_CRUZ,gen_rep_KASICH,gen_rep_TRUMP,rep_primary_total,dem_primary_total,general_total
Kitsap100445,114,96,11,19,24,176,433,418,0,0,0,0,230,210,851
Kitsap100450,98,119,3,21,19,111,280,360,0,0,0,0,154,217,640
Kitsap100453,83,146,12,12,12,117,433,286,0,0,0,0,153,229,719
Kitsap100454,66,96,8,18,5,78,210,313,0,0,0,0,109,162,523
Kitsap100455,94,94,6,17,13,137,357,381,0,0,0,0,173,188,738
Kitsap100458,124,147,13,16,12,114,316,491,0,0,0,0,155,271,807
Kitsap100460,82,133,5,6,5,59,438,159,0,0,0,0,75,215,597
Kitsap100461,72,87,0,5,4,37,109,274,0,0,0,0,46,159,383
Kitsap100463,116,93,4,8,10,57,385,156,0,0,0,0,79,209,541
Kitsap100464,106,86,4,7,10,74,180,332,0,0,0,0,95,192,512
Kittitas1,27,29,2,4,5,66,75,145,0,0,0,0,77,56,220
Kittitas11,10,22,0,0,0,0,26,55,0,0,0,0,0,32,81
Kittitas12,11,22,1,2,1,21,67,52,0,0,0,0,25,33,119
Kittitas13,17,24,1,2,1,6,31,83,0,0,0,0,10,41,114
Kittitas14,12,16,1,3,2,8,55,52,0,0,0,0,14,28,107
Kittitas15,7,24,0,4,4,17,60,71,0,0,0,0,25,31,131
Kittitas16,12,26,2,5,0,9,90,38,0,0,0,0,16,38,128
Kittitas17,25,30,2,3,2,32,88,135,0,0,0,0,39,55,223
Kittitas18,22,21,1,5,1,18,128,69,0,0,0,0,25,43,197
Kittitas19,34,33,3,2,3,13,47,113,0,0,0,0,21,67,160
Kittitas2,23,18,3,4,3,50,104,79,0,0,0,0,60,41,183
Kittitas20,23,17,2,2,2,13,101,38,0,0,0,0,19,40,139
Kittitas21,31,25,1,4,4,32,68,126,0,0,0,0,41,56,194
Kittitas22,25,19,3,7,7,35,116,125,0,0,0,0,52,44,241
Kittitas23,32,61,2,13,6,66,201,222,0,0,0,0,87,93,423
Kittitas24,43,83,3,6,5,58,308,178,0,0,0,0,72,126,486
Kittitas25,7,12,0,0,0,0,23,82,0,0,0,0,0,19,105
Kittitas26,44,116,3,8,8,52,345,217,0,0,0,0,71,160,562
Kittitas27,12,32,0,0,0,0,43,84,0,0,0,0,0,44,127
Kittitas28,23,29,0,2,1,28,111,83,0,0,0,0,31,52,194
Kittitas29,31,42,3,4,2,48,135,144,0,0,0,0,57,73,279
Kittitas3,18,10,0,2,3,24,48,50,0,0,0,0,29,28,98
Kittitas30,36,33,2,6,10,44,140,140,0,0,0,0,62,69,280
Kittitas31,80,46,5,20,14,107,284,280,0,0,0,0,146,126,564
Kittitas32,13,29,3,1,3,40,86,97,0,0,0,0,47,42,183
Kittitas33,14,15,1,3,2,54,142,68,0,0,0,0,60,29,210
Kittitas34,42,34,3,7,8,77,153,205,0,0,0,0,95,76,358
Kittitas35,20,21,0,1,2,52,117,84,0,0,0,0,55,41,201
Kittitas36,29,34,3,10,5,83,159,241,0,0,0,0,101,63,400
Kittitas37,41,53,7,17,14,167,444,221,0,0,0,0,205,94,665
Kittitas38,30,26,2,7,9,146,102,344,0,0,0,0,164,56,446
Kittitas39,37,26,4,8,12,129,266,123,0,0,0,0,153,63,389
Kittitas4,23,42,3,5,4,100,203,102,0,0,0,0,112,65,305
Kittitas40,66,49,4,11,11,160,241,438,0,0,0,0,186,115,679
Kittitas41,36,43,6,3,3,41,99,134,0,0,0,0,53,79,233
Kittitas42,23,50,1,2,3,34,125,76,0,0,0,0,40,73,201
Kittitas43,34,28,6,16,10,168,395,135,0,0,0,0,200,62,530
Kittitas44,65,53,1,18,19,172,253,356,0,0,0,0,210,118,609
Kittitas45,9,3,0,1,8,15,37,27,0,0,0,0,24,12,64
Kittitas46,20,17,0,2,3,63,66,124,0,0,0,0,68,37,190
Kittitas47,23,14,3,6,4,82,179,69,0,0,0,0,95,37,248
Kittitas48,47,58,3,12,17,120,254,328,0,0,0,0,152,105,582
Kittitas5,35,48,8,14,10,185,155,469,0,0,0,0,217,83,624
Kittitas50,24,23,2,11,12,101,201,80,0,0,0,0,126,47,281
Kittitas51,41,43,6,7,9,133,141,263,0,0,0,0,155,84,404
Kittitas52,38,46,5,13,6,121,283,132,0,0,0,0,145,84,415
Kittitas53,3,13,0,0,0,0,26,27,0,0,0,0,0,16,53
Kittitas54,27,14,2,5,3,72,174,83,0,0,0,0,82,41,257
Kittitas55,36,31,7,7,3,128,134,310,0,0,0,0,145,67,444
Kittitas56,28,29,8,16,14,94,276,131,0,0,0,0,132,57,407
Kittitas58,54,33,5,4,10,112,146,289,0,0,0,0,131,87,435
Kittitas59,21,13,0,1,4,49,105,56,0,0,0,0,54,34,161
Kittitas6,40,26,7,14,7,120,310,145,0,0,0,0,148,66,455
Kittitas60,15,21,2,2,4,90,69,172,0,0,0,0,98,36,241
Kittitas61,49,70,6,20,9,86,314,303,0,0,0,0,121,119,617
Kittitas62,27,19,2,3,2,65,89,138,0,0,0,0,72,46,227
Kittitas7,38,31,9,13,11,170,151,332,0,0,0,0,203,69,483
Kittitas8,10,15,1,2,1,8,21,67,0,0,0,0,12,25,88
Kittitas9,24,24,1,4,2,9,121,28,0,0,0,0,16,48,149
Klickitat1,10,12,2,12,5,59,136,38,0,0,0,0,78,22,174
Klickitat101,28,53,1,8,1,33,133,85,0,0,0,0,43,81,218
Klickitat102,55,34,9,32,17,162,333,134,0,0,0,0,220,89,467
Klickitat103,47,47,2,16,7,125,140,296,0,0,0,0,150,94,436
Klickitat104,43,48,12,24,5,106,262,114,0,0,0,0,147,91,376
Klickitat109,122,132,5,12,18,112,445,201,0,0,0,0,147,254,646
Klickitat11,58,67,8,14,13,173,140,380,0,0,0,0,208,125,520
Klickitat110,79,110,6,8,15,67,144,348,0,0,0,0,96,189,492
Klickitat12,83,107,13,5,17,117,234,281,0,0,0,0,152,190,515
Klickitat13,97,123,18,30,21,290,283,603,0,0,0,0,359,220,886
Klickitat14,6,7,2,6,2,33,54,18,0,0,0,0,43,13,72
Klickitat16,74,107,4,12,10,79,253,179,0,0,0,0,105,181,432
Klickitat17,19,11,0,0,0,0,59,40,0,0,0,0,0,30,99
Klickitat19,17,17,2,0,0,40,50,82,0,0,0,0,42,34,132
Klickitat2,20,27,5,17,9,152,54,306,0,0,0,0,183,47,360
Klickitat20,79,98,15,52,20,323,634,248,0,0,0,0,410,177,882
Klickitat21,18,24,7,12,5,124,70,232,0,0,0,0,148,42,302
Klickitat22,0,0,5,7,1,48,114,39,0,0,0,0,61,0,153
Klickitat23,0,0,0,3,3,9,16,31,0,0,0,0,15,0,47
Klickitat24,30,32,5,5,7,49,103,109,0,0,0,0,66,62,212
Klickitat27,3,5,2,0,0,7,7,14,0,0,0,0,9,8,21
Klickitat28,16,11,1,3,3,24,39,38,0,0,0,0,31,27,77
Klickitat3,2,4,0,0,0,0,48,12,0,0,0,0,0,6,60
Klickitat4,20,19,2,5,3,45,41,85,0,0,0,0,55,39,126
Klickitat5,75,84,2,5,17,75,160,282,0,0,0,0,99,159,442
Klickitat6,35,42,1,22,11,112,111,229,0,0,0,0,146,77,340
Klickitat7,70,108,9,10,20,108,274,262,0,0,0,0,147,178,536
Klickitat8,66,102,9,17,10,136,252,270,0,0,0,0,172,168,522
Klickitat9,45,108,2,9,5,98,202,236,0,0,0,0,114,153,438
Lewis1,54,41,15,28,14,261,197,677,0,0,0,0,318,95,874
Lewis10,89,75,23,28,22,316,812,288,0,0,0,0,389,164,1100
Lewis101,28,43,5,7,2,42,106,135,0,0,0,0,56,71,241
Lewis102,70,101,5,22,3,118,343,270,0,0,0,0,148,171,613
Lewis103,15,39,5,6,2,54,91,130,0,0,0,0,67,54,221
Lewis104,32,53,3,11,5,62,178,154,0,0,0,0,81,85,332
Lewis105,14,36,1,2,4,54,81,150,0,0,0,0,61,50,231
Lewis106,63,83,2,15,4,103,272,229,0,0,0,0,124,146,501
Lewis107,26,26,5,6,7,48,89,133,0,0,0,0,66,52,222
Lewis108,33,53,4,10,6,84,217,117,0,0,0,0,104,86,334
Lewis109,44,69,3,16,8,164,184,368,0,0,0,0,191,113,552
Lewis11,11,22,3,7,2,55,49,138,0,0,0,0,67,33,187
Lewis110,34,33,4,10,2,53,98,95,0,0,0,0,69,67,193
Lewis111,56,71,6,15,8,143,220,367,0,0,0,0,172,127,587
Lewis112,99,39,10,23,36,179,381,223,0,0,0,0,248,138,604
Lewis113,77,91,8,17,20,163,286,426,0,0,0,0,208,168,712
Lewis12,14,31,0,12,4,64,168,64,0,0,0,0,80,45,232
Lewis13,9,14,0,2,1,47,36,136,0,0,0,0,50,23,172
Lewis14,14,11,4,2,1,80,161,38,0,0,0,0,87,25,199
Lewis15,20,24,2,14,7,96,0,0,0,0,0,0,119,44,0
Lewis16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis17,45,45,11,21,16,221,163,480,0,0,0,0,269,90,643
Lewis18,15,13,1,12,3,65,131,41,0,0,0,0,81,28,172
Lewis19,21,22,3,7,4,93,62,197,0,0,0,0,107,43,259
Lewis2,22,29,2,15,5,77,191,76,0,0,0,0,99,51,267
Lewis201,47,52,5,5,9,80,207,160,0,0,0,0,99,99,367
Lewis202,23,47,7,8,8,65,125,140,0,0,0,0,88,70,265
Lewis203,31,55,2,11,7,70,155,125,0,0,0,0,90,86,280
Lewis204,25,33,7,14,3,64,122,180,0,0,0,0,88,58,302
Lewis205,28,33,2,5,14,50,168,97,0,0,0,0,71,61,265
Lewis206,52,65,14,11,13,110,182,307,0,0,0,0,148,117,489
Lewis207,9,4,2,2,2,29,75,37,0,0,0,0,35,13,112
Lewis208,35,49,5,13,9,86,149,213,0,0,0,0,113,84,362
Lewis209,6,4,0,0,0,0,13,14,0,0,0,0,0,10,27
Lewis21,34,46,10,19,7,177,396,131,0,0,0,0,213,80,527
Lewis22,34,37,2,7,8,187,101,397,0,0,0,0,204,71,498
Lewis23,0,0,2,1,0,6,15,8,0,0,0,0,9,0,23
Lewis24,45,44,4,20,11,159,144,345,0,0,0,0,194,89,489
Lewis25,13,11,2,2,0,29,73,33,0,0,0,0,33,24,106
Lewis26,44,49,6,14,12,209,124,473,0,0,0,0,241,93,597
Lewis29,20,20,5,16,2,114,211,54,0,0,0,0,137,40,265
Lewis3,50,64,8,24,9,200,169,484,0,0,0,0,241,114,653
Lewis30,35,28,5,21,5,110,111,299,0,0,0,0,141,63,410
Lewis300,36,52,7,15,11,145,114,288,0,0,0,0,178,88,402
Lewis31,37,37,6,15,8,149,355,155,0,0,0,0,178,74,510
Lewis32,14,12,0,3,3,28,33,74,0,0,0,0,34,26,107
Lewis33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis34,7,7,0,5,2,36,21,60,0,0,0,0,43,14,81
Lewis35,19,27,3,4,5,96,194,85,0,0,0,0,108,46,279
Lewis36,23,39,10,13,12,116,119,316,0,0,0,0,151,62,435
Lewis37,66,92,13,32,15,278,679,250,0,0,0,0,338,158,929
Lewis38,19,20,2,8,1,51,63,93,0,0,0,0,62,39,156
Lewis39,7,18,0,0,0,0,44,43,0,0,0,0,0,25,87
Lewis4,48,64,8,23,25,191,471,183,0,0,0,0,247,112,654
Lewis40,34,32,8,11,14,130,108,300,0,0,0,0,163,66,408
Lewis400,21,26,2,3,4,56,116,61,0,0,0,0,65,47,177
Lewis41,69,123,16,31,21,277,712,267,0,0,0,0,345,192,979
Lewis42,46,55,6,18,11,110,146,258,0,0,0,0,145,101,404
Lewis43,26,45,5,9,4,120,229,94,0,0,0,0,138,71,323
Lewis44,0,0,0,0,0,0,6,7,0,0,0,0,0,0,13
Lewis45,34,27,7,14,7,128,280,87,0,0,0,0,156,61,367
Lewis46,66,93,13,26,9,221,237,553,0,0,0,0,269,159,790
Lewis47,15,23,4,1,9,82,189,67,0,0,0,0,96,38,256
Lewis48,19,30,8,11,6,106,74,233,0,0,0,0,131,49,307
Lewis49,20,19,8,12,1,65,196,70,0,0,0,0,86,39,266
Lewis5,61,66,1,11,13,167,185,312,0,0,0,0,192,127,497
Lewis50,40,32,3,13,10,181,127,359,0,0,0,0,207,72,486
Lewis501,55,42,2,32,13,186,176,496,0,0,0,0,233,97,672
Lewis502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis51,36,35,5,17,6,151,366,146,0,0,0,0,179,71,512
Lewis52,9,8,1,7,3,30,28,53,0,0,0,0,41,17,81
Lewis53,10,12,2,7,3,60,143,42,0,0,0,0,72,22,185
Lewis54,17,14,2,5,3,42,44,109,0,0,0,0,52,31,153
Lewis55,35,31,3,3,3,69,165,92,0,0,0,0,78,66,257
Lewis56,39,63,9,7,3,136,114,304,0,0,0,0,155,102,418
Lewis57,27,26,9,6,7,101,230,79,0,0,0,0,123,53,309
Lewis58,13,24,5,2,5,74,71,180,0,0,0,0,86,37,251
Lewis59,36,38,5,13,5,158,343,113,0,0,0,0,181,74,456
Lewis6,8,12,0,10,2,60,141,40,0,0,0,0,72,20,181
Lewis60,47,46,5,18,7,126,110,298,0,0,0,0,156,93,408
Lewis600,27,31,3,0,2,96,65,214,0,0,0,0,101,58,279
Lewis61,30,27,3,5,8,93,222,93,0,0,0,0,109,57,315
Lewis7,26,43,3,19,7,146,82,303,0,0,0,0,175,69,385
Lewis700,25,25,1,4,4,61,158,94,0,0,0,0,70,50,252
Lewis8,33,37,9,17,12,122,334,115,0,0,0,0,160,70,449
Lewis800,20,38,5,9,1,47,89,125,0,0,0,0,62,58,214
Lewis9,71,62,8,41,7,232,206,529,0,0,0,0,288,133,735
Lewis900,37,50,2,13,2,106,262,147,0,0,0,0,123,87,409
Lincoln1,0,0,0,2,0,11,8,44,0,0,0,0,13,0,52
Lincoln10,7,6,5,5,6,57,113,39,0,0,0,0,73,13,152
Lincoln11,0,0,0,2,0,6,3,22,0,0,0,0,8,0,25
Lincoln12,0,0,0,0,0,0,18,7,0,0,0,0,0,0,25
Lincoln13,0,0,0,0,0,0,10,31,0,0,0,0,0,0,41
Lincoln14,3,2,0,3,1,14,43,4,0,0,0,0,18,5,47
Lincoln15,0,0,1,5,6,20,5,62,0,0,0,0,32,0,67
Lincoln16,10,11,0,4,0,37,79,29,0,0,0,0,41,21,108
Lincoln17,0,0,2,2,2,15,4,27,0,0,0,0,21,0,31
Lincoln18,7,10,0,8,0,27,61,21,0,0,0,0,35,17,82
Lincoln19,21,12,1,12,4,55,48,107,0,0,0,0,72,33,155
Lincoln2,0,0,0,0,0,0,20,2,0,0,0,0,0,0,22
Lincoln20,0,0,0,0,0,0,26,12,0,0,0,0,0,0,38
Lincoln21,6,14,2,14,7,30,24,92,0,0,0,0,53,20,116
Lincoln22,6,9,2,0,0,12,32,15,0,0,0,0,14,15,47
Lincoln23,0,0,0,0,0,0,3,25,0,0,0,0,0,0,28
Lincoln24,0,0,1,5,0,37,73,9,0,0,0,0,43,0,82
Lincoln25,0,0,2,2,3,20,6,56,0,0,0,0,27,0,62
Lincoln26,5,10,5,6,4,24,63,28,0,0,0,0,39,15,91
Lincoln27,2,4,2,2,4,41,11,108,0,0,0,0,49,6,119
Lincoln28,21,13,3,0,1,67,108,45,0,0,0,0,71,34,153
Lincoln29,0,0,0,2,0,23,8,39,0,0,0,0,25,0,47
Lincoln3,0,0,0,5,1,15,6,36,0,0,0,0,21,0,42
Lincoln30,0,0,2,0,0,13,50,9,0,0,0,0,15,0,59
Lincoln31,24,28,2,4,3,83,67,128,0,0,0,0,92,52,195
Lincoln32,14,5,1,2,3,32,57,28,0,0,0,0,38,19,85
Lincoln33,11,2,1,2,5,35,17,61,0,0,0,0,43,13,78
Lincoln34,6,6,0,2,7,37,102,25,0,0,0,0,46,12,127
Lincoln35,15,10,1,6,3,37,28,90,0,0,0,0,47,25,118
Lincoln36,7,6,0,4,3,40,90,15,0,0,0,0,47,13,105
Lincoln37,0,0,0,6,0,18,9,46,0,0,0,0,24,0,55
Lincoln38,0,0,3,0,1,9,19,5,0,0,0,0,13,0,24
Lincoln39,10,10,1,10,5,38,31,90,0,0,0,0,54,20,121
Lincoln4,4,2,2,6,2,26,51,11,0,0,0,0,36,6,62
Lincoln40,15,8,1,0,3,33,72,32,0,0,0,0,37,23,104
Lincoln41,58,44,25,47,28,222,193,581,0,0,0,0,322,102,774
Lincoln42,16,9,7,12,2,59,132,46,0,0,0,0,80,25,178
Lincoln43,27,32,16,14,12,151,96,299,0,0,0,0,193,59,395
Lincoln44,19,18,3,12,4,84,210,56,0,0,0,0,103,37,266
Lincoln45,19,25,5,9,1,44,54,125,0,0,0,0,59,44,179
Lincoln46,45,28,10,15,12,144,316,122,0,0,0,0,181,73,438
Lincoln5,0,0,2,3,1,28,16,89,0,0,0,0,34,0,105
Lincoln6,3,6,1,9,2,35,84,15,0,0,0,0,47,9,99
Lincoln7,0,0,0,0,0,0,2,28,0,0,0,0,0,0,30
Lincoln8,0,0,0,0,0,0,34,6,0,0,0,0,0,0,40
Lincoln9,5,5,7,10,2,29,14,69,0,0,0,0,48,10,83
Mason113,87,91,3,21,17,179,277,371,0,0,0,0,220,178,648
Mason114,172,159,11,35,24,163,414,500,0,0,0,0,233,331,914
Mason115,155,143,13,29,20,212,436,427,0,0,0,0,274,298,863
Mason116,103,62,6,14,15,132,311,274,0,0,0,0,167,165,585
Mason117,81,58,8,18,12,125,218,265,0,0,0,0,163,139,483
Mason118,215,142,14,14,41,323,651,548,0,0,0,0,392,357,1199
Mason119,82,64,5,16,10,126,239,319,0,0,0,0,157,146,558
Mason120,69,77,8,23,10,173,384,259,0,0,0,0,214,146,643
Mason121,33,47,4,12,10,103,140,246,0,0,0,0,129,80,386
Mason122,134,134,9,22,14,203,448,379,0,0,0,0,248,268,827
Mason123,97,91,5,10,16,171,299,365,0,0,0,0,202,188,664
Mason124,68,101,13,22,14,162,478,302,0,0,0,0,211,169,780
Mason125,108,94,9,34,14,186,303,529,0,0,0,0,243,202,832
Mason126,90,68,3,13,14,119,240,236,0,0,0,0,149,158,476
Mason205,17,11,3,5,0,19,45,63,0,0,0,0,27,28,108
Mason207,79,93,3,2,7,52,143,279,0,0,0,0,64,172,422
Mason227,192,134,8,32,29,237,533,538,0,0,0,0,306,326,1071
Mason228,35,17,2,1,1,17,32,144,0,0,0,0,21,52,176
Mason229,136,112,8,24,29,207,408,387,0,0,0,0,268,248,795
Mason230,181,106,2,15,13,187,399,386,0,0,0,0,217,287,785
Mason231,23,40,6,11,4,56,106,165,0,0,0,0,77,63,271
Mason232,94,110,6,18,3,189,426,320,0,0,0,0,216,204,746
Mason233,69,94,6,24,7,141,273,359,0,0,0,0,178,163,632
Mason234,30,42,4,5,1,75,172,135,0,0,0,0,85,72,307
Mason235,44,82,1,14,5,95,200,241,0,0,0,0,115,126,441
Mason236,106,134,4,37,11,207,526,422,0,0,0,0,259,240,948
Mason237,68,74,7,15,5,130,230,340,0,0,0,0,157,142,570
Mason238,144,166,3,15,28,243,569,501,0,0,0,0,289,310,1070
Mason301,143,134,6,22,26,166,425,415,0,0,0,0,220,277,840
Mason302,86,127,7,18,1,96,289,324,0,0,0,0,122,213,613
Mason303,106,121,10,32,15,133,355,358,0,0,0,0,190,227,713
Mason304,55,91,0,5,12,91,0,0,0,261,268,0,108,146,529
Mason306,126,134,6,30,15,153,0,0,399,455,0,0,204,260,854
Mason308,122,141,6,30,19,139,0,0,387,0,0,454,194,263,841
Mason309,132,124,10,19,13,209,0,0,0,0,426,498,251,256,924
Mason310,106,119,7,14,9,167,0,0,0,313,407,0,197,225,720
Mason311,66,78,7,17,17,111,0,0,234,330,0,0,152,144,564
Mason312,112,144,8,26,11,204,0,0,451,0,0,400,249,256,851
Mason339,2,4,0,2,1,5,0,0,0,0,10,11,8,6,21
Okanogan1,4,7,0,2,0,19,0,0,0,14,41,0,21,11,55
Okanogan10,5,7,1,4,0,17,0,0,14,33,0,0,22,12,47
Okanogan100,0,0,0,7,0,6,0,0,0,11,23,0,13,0,34
Okanogan101,14,8,2,0,0,28,0,0,56,51,0,0,30,22,107
Okanogan102,11,13,1,2,3,18,0,0,33,0,0,55,24,24,88
Okanogan103,5,5,3,1,0,11,0,0,0,0,26,28,15,10,54
Okanogan104,14,13,0,0,0,0,0,0,0,51,5,0,0,27,56
Okanogan105,6,6,2,1,0,8,0,0,17,34,0,0,11,12,51
Okanogan106,6,12,2,3,1,27,0,0,61,0,0,21,33,18,82
Okanogan107,6,2,0,0,2,7,0,0,0,0,23,30,9,8,53
Okanogan108,6,6,3,3,1,9,0,0,0,35,41,0,16,12,76
Okanogan109,3,4,0,2,2,6,0,0,15,30,0,0,10,7,45
Okanogan11,2,4,0,0,0,0,0,0,38,0,0,8,0,6,46
Okanogan110,4,14,0,2,2,15,0,0,45,0,0,43,19,18,88
Okanogan111,7,14,0,0,0,0,0,0,0,0,40,11,0,21,51
Okanogan112,8,9,0,1,2,14,0,0,0,30,31,0,17,17,61
Okanogan113,10,12,1,2,0,17,0,0,32,34,0,0,20,22,66
Okanogan114,0,0,1,5,4,12,0,0,42,0,0,24,22,0,66
Okanogan115,6,8,1,2,0,15,0,0,0,0,25,27,18,14,52
Okanogan116,12,9,0,0,0,0,0,0,0,45,13,0,0,21,58
Okanogan117,17,10,1,4,4,22,0,0,50,57,0,0,31,27,107
Okanogan118,9,9,0,2,0,22,0,0,44,0,0,22,24,18,66
Okanogan119,5,5,0,3,2,11,0,0,0,0,20,24,16,10,44
Okanogan12,4,5,0,0,0,0,0,0,0,0,17,30,0,9,47
Okanogan120,4,4,0,0,0,0,0,0,0,16,34,0,0,8,50
Okanogan121,6,8,2,0,0,10,0,0,20,38,0,0,12,14,58
Okanogan122,3,22,0,2,2,14,0,0,26,0,0,28,18,25,54
Okanogan123,2,6,0,0,0,0,0,0,0,0,13,21,0,8,34
Okanogan124,0,0,3,2,0,15,0,0,0,13,41,0,20,0,54
Okanogan125,9,7,3,8,2,34,0,0,23,64,0,0,47,16,87
Okanogan126,6,4,0,0,0,0,0,0,50,0,0,20,0,10,70
Okanogan127,2,4,2,1,0,25,0,0,0,0,14,43,28,6,57
Okanogan128,16,26,1,3,2,15,0,0,0,75,35,0,21,42,110
Okanogan129,15,28,0,0,0,0,0,0,69,53,0,0,0,43,122
Okanogan13,0,0,0,0,0,0,0,0,0,11,29,0,0,0,40
Okanogan130,32,22,1,5,3,17,0,0,43,0,0,100,26,54,143
Okanogan131,9,11,4,4,0,37,0,0,0,0,30,68,45,20,98
Okanogan132,9,11,0,0,0,0,0,0,0,40,22,0,0,20,62
Okanogan133,18,18,0,0,0,0,0,0,57,40,0,0,0,36,97
Okanogan134,6,11,5,2,0,35,0,0,77,0,0,33,42,17,110
Okanogan135,12,20,1,1,3,27,0,0,0,0,62,63,32,32,125
Okanogan136,8,10,0,0,0,0,0,0,0,28,21,0,0,18,49
Okanogan137,18,29,0,2,6,10,0,0,76,35,0,0,18,47,111
Okanogan138,0,0,1,1,3,16,0,0,39,0,0,12,21,0,51
Okanogan139,0,0,1,2,2,22,0,0,0,0,5,41,27,0,46
Okanogan14,12,8,3,1,1,48,0,0,33,88,0,0,53,20,121
Okanogan140,0,0,0,3,1,21,0,0,0,10,44,0,25,0,54
Okanogan141,0,0,0,1,3,23,0,0,15,50,0,0,27,0,65
Okanogan142,0,0,1,1,3,14,0,0,35,0,0,14,19,0,49
Okanogan143,8,7,1,2,2,25,0,0,0,0,20,61,30,15,81
Okanogan144,2,3,0,0,0,0,0,0,0,7,35,0,0,5,42
Okanogan145,5,3,0,0,0,0,0,0,13,28,0,0,0,8,41
Okanogan146,0,0,1,3,0,18,0,0,45,0,0,8,22,0,53
Okanogan147,7,4,0,0,0,0,0,0,0,0,25,32,0,11,57
Okanogan148,4,3,1,3,0,21,0,0,0,17,42,0,25,7,59
Okanogan149,0,0,0,3,0,10,0,0,4,22,0,0,13,0,26
Okanogan15,8,7,0,7,0,30,0,0,58,0,0,29,37,15,87
Okanogan150,5,8,0,4,1,20,0,0,51,0,0,23,25,13,74
Okanogan151,0,0,0,2,0,32,0,0,0,0,13,62,34,0,75
Okanogan152,5,5,1,2,1,29,0,0,0,19,76,0,33,10,95
Okanogan153,0,0,0,2,1,11,0,0,15,40,0,0,14,0,55
Okanogan154,5,12,0,2,0,12,0,0,25,0,0,19,14,17,44
Okanogan155,0,0,0,0,0,0,0,0,0,0,17,51,0,0,68
Okanogan156,4,9,1,2,1,18,0,0,0,30,34,0,22,13,64
Okanogan157,0,0,0,0,0,0,0,0,11,34,0,0,0,0,45
Okanogan158,3,7,1,3,0,7,0,0,30,0,0,13,11,10,43
Okanogan159,0,0,0,0,0,0,0,0,0,0,2,26,0,0,28
Okanogan16,13,23,1,5,3,24,0,0,0,0,57,54,33,36,111
Okanogan160,7,3,4,3,0,20,0,0,0,18,45,0,27,10,63
Okanogan161,0,0,0,0,0,0,0,0,16,34,0,0,0,0,50
Okanogan162,6,12,1,7,0,24,0,0,81,0,0,33,32,18,114
Okanogan163,4,15,1,4,2,22,0,0,0,0,27,36,29,19,63
Okanogan164,9,10,2,2,0,10,0,0,0,25,31,0,14,19,56
Okanogan165,5,21,0,0,0,0,0,0,29,42,0,0,0,26,71
Okanogan166,0,0,3,3,5,26,0,0,46,0,0,5,37,0,51
Okanogan167,4,7,0,1,2,11,0,0,0,0,15,26,14,11,41
Okanogan168,2,3,0,2,0,4,0,0,0,10,22,0,6,5,32
Okanogan169,3,4,0,0,3,17,0,0,16,34,0,0,20,7,50
Okanogan17,5,2,0,3,1,14,0,0,0,16,31,0,18,7,47
Okanogan170,6,14,0,0,0,0,0,0,28,0,0,25,0,20,53
Okanogan171,6,7,0,0,0,0,0,0,0,0,23,34,0,13,57
Okanogan172,2,4,0,3,0,11,0,0,0,8,26,0,14,6,34
Okanogan173,2,13,0,4,1,27,0,0,24,57,0,0,32,15,81
Okanogan174,10,23,4,2,3,30,0,0,58,0,0,34,39,33,92
Okanogan175,12,12,0,2,3,16,0,0,0,0,36,42,21,24,78
Okanogan176,0,0,1,3,1,21,0,0,0,13,34,0,26,0,47
Okanogan177,5,8,0,3,0,18,0,0,20,38,0,0,21,13,58
Okanogan178,0,0,2,0,3,29,0,0,52,0,0,18,34,0,70
Okanogan179,5,6,0,0,0,0,0,0,0,0,14,52,0,11,66
Okanogan18,4,18,2,3,4,37,0,0,31,67,0,0,46,22,98
Okanogan180,13,8,0,3,1,11,0,0,0,56,27,0,15,21,83
Okanogan181,5,6,0,0,0,0,0,0,34,24,0,0,0,11,58
Okanogan182,10,8,1,1,2,9,0,0,23,0,0,44,13,18,67
Okanogan183,5,3,0,2,0,9,0,0,0,0,23,19,11,8,42
Okanogan184,0,0,5,1,0,29,0,0,0,24,54,0,35,0,78
Okanogan185,6,5,0,0,0,0,0,0,17,48,0,0,0,11,65
Okanogan186,7,5,0,4,4,14,0,0,32,0,0,24,22,12,56
Okanogan187,5,7,0,0,0,0,0,0,0,0,15,26,0,12,41
Okanogan188,3,7,0,1,3,24,0,0,0,17,59,0,28,10,76
Okanogan189,9,10,3,5,0,33,0,0,28,66,0,0,41,19,94
Okanogan19,3,10,1,2,4,34,0,0,59,0,0,21,41,13,80
Okanogan190,0,0,0,0,0,0,0,0,34,0,0,11,0,0,45
Okanogan191,6,22,0,0,0,0,0,0,0,0,55,11,0,28,66
Okanogan192,8,3,0,0,0,0,0,0,0,14,23,0,0,11,37
Okanogan193,11,7,0,0,0,0,0,0,30,27,0,0,0,18,57
Okanogan194,4,8,1,1,4,20,0,0,47,0,0,24,26,12,71
Okanogan195,0,0,1,2,2,31,0,0,0,0,24,46,36,0,70
