Precinct,gen_dem_CLINTON,gen_gre_STEIN,gen_lib_JOHNSON,gen_rep_TRUMP,pri_dem_CLINTON,pri_dem_SANDERS,pri_rep_CRUZ,pri_rep_KASICH,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
4101737,421,20,52,472,115,146,41,40,162,965,243,261
4101738,865,40,115,1086,243,249,63,62,349,2106,474,492
4101739,828,52,126,1773,259,260,113,60,599,2779,772,519
410174,0,0,0,0,354,669,54,72,219,0,345,1023
4101740,253,13,26,616,78,86,31,17,172,908,220,164
4101741,818,25,102,1179,242,269,89,82,377,2124,548,511
4101742,1034,67,148,1498,223,369,90,48,501,2747,639,592
4101743,612,15,80,811,187,165,82,80,318,1518,480,352
4101744,1097,72,170,1151,301,354,87,106,344,2490,537,655
4101745,669,23,83,687,225,197,67,100,291,1462,458,422
4101746,829,44,94,687,208,290,47,52,202,1654,301,498
4101747,1340,24,138,821,406,239,52,221,294,2323,567,645
4101748,325,17,59,920,109,106,60,42,289,1321,391,215
4101749,377,9,19,285,104,82,24,53,108,690,185,186
410175,0,0,0,0,491,507,117,145,463,0,725,998
4101750,273,10,60,750,101,97,46,26,265,1093,337,198
410176,0,0,0,0,218,456,68,52,214,0,334,674
410177,0,0,0,0,293,348,18,69,100,0,187,641
410178,0,0,0,0,34,10,3,17,32,0,52,44
410179,0,0,0,0,157,257,38,50,162,0,250,414
410191,239,17,31,0,0,93,33,20,174,287,227,93
4101910,41,1,9,42,16,5,4,2,11,93,17,21
4101911,98,10,8,319,26,48,20,11,90,435,121,74
4101912,885,38,104,2383,279,328,227,139,1011,3410,1377,607
4101913,645,36,110,1886,222,278,161,86,733,2677,980,500
4101914,94,7,25,290,39,50,27,11,107,416,145,89
4101915,136,9,20,274,41,60,18,10,95,439,123,101
4101916,477,45,98,1548,145,271,98,53,501,2168,652,416
4101917,1023,77,194,2592,349,345,143,103,976,3886,1222,694
4101918,609,46,93,1074,180,231,84,56,340,1822,480,411
4101919,782,63,157,2315,262,354,119,82,829,3317,1030,616
410192,77,4,8,230,26,25,9,12,81,319,102,51
4101920,526,19,126,1786,165,248,101,68,658,2457,827,413
4101921,367,44,46,1399,127,188,72,25,476,1856,573,315
4101922,952,79,151,1388,251,428,98,75,420,2570,593,679
4101923,249,17,66,706,83,98,46,29,221,1038,296,181
4101924,309,27,48,789,103,133,45,28,242,1173,315,236
4101925,171,6,25,469,43,84,37,23,193,671,253,127
4101926,332,33,52,986,123,129,48,26,349,1403,423,252
4101927,58,11,14,208,19,25,7,3,69,291,79,44
4101928,91,8,21,287,26,28,18,13,71,407,102,54
410193,713,38,97,1121,263,273,79,68,388,1969,535,536
410194,891,88,157,2364,272,419,190,108,831,3500,1129,691
410195,921,68,162,2365,293,367,162,90,872,3516,1124,660
410196,937,73,163,2331,348,355,159,127,873,3504,1159,703
410197,856,41,141,1430,270,304,131,112,569,2468,812,574
410198,756,54,146,2143,236,293,139,67,686,3099,892,529
410199,861,62,141,1305,248,333,103,95,523,2369,721,581
410211,86,5,24,0,0,0,0,0,0,115,0,0
410216,61,0,16,178,0,0,0,0,0,255,0,0
410217,92,2,39,218,0,0,0,0,0,351,0,0
41021Prec #1,0,0,0,0,0,36,12,16,86,0,114,36
41021Prec #6,0,0,0,0,27,27,17,8,64,0,89,54
41021Prec #7,0,0,0,0,45,37,14,22,77,0,113,82
4102303,513,30,128,2082,0,0,0,0,0,2753,0,0
4102304,107,9,36,544,0,0,0,0,0,696,0,0
4102308,51,1,19,188,0,0,0,0,0,259,0,0
4102316,34,3,15,186,6,15,0,0,0,238,0,21
4102317,34,5,11,210,13,21,0,0,0,260,0,34
410233,0,0,0,0,159,264,0,0,0,0,0,423
410234,0,0,0,0,24,59,0,0,0,0,0,83
410238,0,0,0,0,0,27,0,0,0,0,0,27
4102521,296,26,97,0,0,0,0,0,0,419,0,0
4102525,174,5,57,546,0,0,0,0,0,782,0,0
4102526,213,11,68,1489,0,0,0,0,0,1781,0,0
41025Burns #21,0,0,0,0,114,0,61,46,367,0,474,114
41025Hines #25,0,0,0,0,61,97,41,47,217,0,305,158
41025Rural Harney #26,0,0,0,0,61,131,122,94,751,0,967,192
410271,939,39,65,280,0,407,36,51,88,1323,175,407
4102710,343,11,29,239,99,148,13,18,109,622,140,247
4102711,428,24,38,308,97,180,35,35,103,798,173,277
4102712,229,17,41,243,70,108,17,15,84,530,116,178
4102713,418,29,28,262,100,145,21,17,105,737,143,245
410272,1107,45,66,400,283,413,48,62,119,1618,229,696
410273,515,17,35,126,110,208,14,30,37,693,81,318
410274,969,44,69,395,258,385,45,88,145,1477,278,643
410275,419,22,35,339,117,169,31,43,136,815,210,286
410276,478,22,44,246,134,172,24,48,78,790,150,306
410277,322,18,21,193,88,122,15,14,82,554,111,210
410278,264,8,28,165,75,95,23,46,59,465,128,170
410279,79,4,12,76,18,35,5,11,29,171,45,53
4102910,257,16,20,48,5,116,1,2,3,341,6,121
41029102,610,41,94,1362,201,214,62,57,531,2107,650,415
41029105,189,17,26,388,58,67,14,9,117,620,140,125
41029106,437,29,79,1457,110,171,88,53,567,2002,708,281
41029109,413,46,55,986,148,183,57,29,377,1500,463,331
41029111,740,57,83,1846,229,287,96,72,699,2726,867,516
41029112,333,25,39,693,114,106,42,29,241,1090,312,220
41029115,327,30,16,414,93,154,25,27,157,787,209,247
4102913,2470,189,85,481,692,1128,49,72,173,3225,294,1820
4102918,1731,166,111,747,486,849,60,68,292,2755,420,1335
410292,2627,158,70,324,0,1135,29,66,102,3179,197,1135
4102921,107,16,8,59,22,65,1,7,22,190,30,87
4102922,142,13,30,432,34,60,33,15,150,617,198,94
4102923,143,17,15,322,48,56,9,10,124,497,143,104
4102924,430,37,48,1352,118,178,88,48,492,1867,628,296
4102926,419,22,58,1040,151,133,53,35,346,1539,434,284
4102927,476,40,109,1687,131,139,106,51,535,2312,692,270
4102929,522,20,59,1300,218,136,77,90,536,1901,703,354
4102930,51,4,3,121,18,18,8,1,34,179,43,36
4102931,217,14,29,706,57,84,35,16,260,966,311,141
4102934,325,30,48,1122,100,110,64,45,474,1525,583,210
4102935,11,0,1,28,3,5,1,1,4,40,6,8
4102936,792,53,147,1589,156,252,68,33,457,2581,558,408
4102938,274,13,52,614,83,79,25,36,264,953,325,162
410294,2698,184,85,364,812,1303,38,63,120,3331,221,2115
4102940,1071,68,147,1786,335,326,132,110,604,3072,846,661
4102942,1002,49,147,1488,330,271,114,151,556,2686,821,601
4102944,1180,77,167,1591,339,378,108,92,573,3015,773,717
4102946,1024,39,116,1570,331,232,96,147,676,2749,919,563
4102947,730,23,75,1037,238,192,59,134,463,1865,656,430
4102948,1492,80,117,1272,437,481,101,138,493,2961,732,918
4102950,1066,45,87,1192,377,287,97,106,560,2390,763,664
4102952,436,7,24,307,215,50,39,125,151,774,315,265
4102954,1240,72,174,1875,297,455,105,102,602,3361,809,752
4102956,1011,89,140,1412,242,443,91,70,441,2652,602,685
4102958,1091,121,164,1050,250,452,56,50,286,2426,392,702
4102960,1146,89,154,1530,292,431,74,46,473,2919,593,723
4102962,822,40,112,1226,210,262,74,39,363,2200,476,472
4102964,734,67,120,1127,216,250,78,58,351,2048,487,466
410297,2273,180,71,313,585,1251,15,59,116,2837,190,1836
4102970,526,32,65,946,175,181,63,44,364,1569,471,356
4102973,483,22,37,859,158,142,54,53,360,1401,467,300
4102974,422,26,41,716,132,123,43,67,295,1205,405,255
4102975,993,35,70,934,354,279,68,100,381,2032,549,633
4102977,924,68,87,1255,260,398,89,75,445,2334,609,658
4102980,646,52,33,346,186,318,14,32,128,1077,174,504
4102982,2007,147,123,865,474,982,63,55,278,3142,396,1456
4102984,1150,71,86,1024,345,464,81,60,363,2331,504,809
4102987,1187,65,113,1336,335,436,95,75,527,2701,697,771
4102990,611,50,121,1462,205,200,83,72,511,2244,666,405
4102992,853,36,136,1719,254,254,118,112,619,2744,849,508
4102994,630,50,113,1384,173,261,70,52,458,2177,580,434
4102996,307,23,48,903,89,97,50,41,331,1281,422,186
4102999,649,36,115,1863,203,251,122,80,672,2663,874,454
410311,188,13,35,724,0,0,0,0,0,960,0,0
410311 Haystack,0,0,0,0,0,54,48,21,270,0,339,54
4103111,101,5,19,171,0,0,0,0,0,296,0,0
4103111 Metolius,0,0,0,0,28,33,14,9,45,0,68,61
4103113,427,37,79,664,0,0,0,0,0,1207,0,0
4103113 East Madras,0,0,0,0,116,114,53,62,179,0,294,230
4103114,360,21,28,66,0,0,0,0,0,475,0,0
4103114 Warm Springs,0,0,0,0,44,79,3,4,11,0,18,123
4103116,126,9,14,57,0,0,0,0,0,206,0,0
4103116 Camp Sherman,0,0,0,0,26,36,8,12,27,0,47,62
4103117,156,9,24,303,0,0,0,0,0,492,0,0
4103117 Culver,0,0,0,0,32,42,20,9,95,0,124,74
4103118,71,5,23,238,0,0,0,0,0,337,0,0
4103118 Round Butte,0,0,0,0,21,29,22,15,74,0,111,50
4103119,293,30,57,386,0,0,0,0,0,766,0,0
4103119 West Madras,0,0,0,0,63,89,29,20,108,0,157,152
410312,726,23,105,1662,0,0,0,0,0,2516,0,0
410312 Crooked River Ranch,0,0,0,0,239,241,89,99,587,0,775,480
4103120,48,5,11,84,0,0,0,0,0,148,0,0
4103120 Circle M,0,0,0,0,14,14,1,2,28,0,31,28
4103121,250,11,45,435,0,0,0,0,0,741,0,0
4103121 Central,0,0,0,0,90,83,40,41,151,0,232,173
4103122,119,7,23,414,0,0,0,0,0,563,0,0
4103122 Sunset,0,0,0,0,39,45,38,27,141,0,206,84
410315,6,1,3,32,0,0,0,0,0,42,0,0
410315 Ashwood,0,0,0,0,2,7,1,2,8,0,11,9
410316,83,5,23,178,0,0,0,0,0,289,0,0
410316 Kutcher,0,0,0,0,28,26,7,18,67,0,92,54
410318,26,1,4,69,0,0,0,0,0,100,0,0
410318 Lyle Gap,0,0,0,0,7,11,4,4,26,0,34,18
4103301,1170,69,131,1629,0,0,0,0,0,2999,0,0
4103302,1201,76,175,2581,0,0,0,0,0,4033,0,0
4103303,451,29,72,806,0,0,0,0,0,1358,0,0
4103304,445,34,68,621,0,0,0,0,0,1168,0,0
4103305,441,24,63,659,0,0,0,0,0,1187,0,0
4103306,251,14,36,560,0,0,0,0,0,861,0,0
4103307,678,47,95,1011,0,0,0,0,0,1831,0,0
4103308,739,50,127,1723,0,0,0,0,0,2639,0,0
4103309,19,1,8,62,0,0,0,0,0,90,0,0
410331 Highland GP,0,0,0,0,0,403,143,107,627,0,877,403
4103310,44,5,7,99,0,0,0,0,0,155,0,0
4103310 Robertson GP,0,0,0,0,11,11,10,3,41,0,54,22
4103311,67,2,11,121,0,0,0,0,0,201,0,0
4103311 Beacon GP,0,0,0,0,19,25,14,10,39,0,63,44
4103312,66,8,12,175,0,0,0,0,0,261,0,0
4103312 River Road,0,0,0,0,23,24,13,8,68,0,89,47
4103313,75,5,14,131,0,0,0,0,0,225,0,0
4103313 Hamilton,0,0,0,0,32,25,12,5,45,0,62,57
4103314,33,2,3,69,0,0,0,0,0,107,0,0
4103314 Fort Vannoy,0,0,0,0,11,13,4,4,23,0,31,24
4103315,247,13,33,712,0,0,0,0,0,1005,0,0
4103315 Redwood,0,0,0,0,74,101,54,35,294,0,383,175
4103316,65,4,11,219,0,0,0,0,0,299,0,0
4103316 Camp Joy,0,0,0,0,17,18,8,7,97,0,112,35
4103317,294,16,36,687,0,0,0,0,0,1033,0,0
4103317 Dimmick,0,0,0,0,111,107,56,41,293,0,390,218
4103318,345,25,58,805,0,0,0,0,0,1233,0,0
4103318 College,0,0,0,0,97,127,47,46,332,0,425,224
4103319,351,24,45,1040,0,0,0,0,0,1460,0,0
4103319 Jerome Prairie,0,0,0,0,111,152,72,59,393,0,524,263
410332 Greenwood S GP,0,0,0,0,367,399,165,139,930,0,1234,766
4103320,61,5,9,112,0,0,0,0,0,187,0,0
4103320 Grave Creek,0,0,0,0,26,34,6,2,50,0,58,60
4103321,667,42,101,1631,0,0,0,0,0,2441,0,0
4103321 Cloverlawn,0,0,0,0,248,230,107,61,639,0,807,478
4103322,210,14,37,608,0,0,0,0,0,869,0,0
4103322 New Hope,0,0,0,0,75,82,65,27,243,0,335,157
4103323,69,4,8,255,0,0,0,0,0,336,0,0
4103323 Louse Creek,0,0,0,0,27,26,18,11,116,0,145,53
4103324,112,4,6,242,0,0,0,0,0,364,0,0
4103324 Allendale,0,0,0,0,29,28,15,14,100,0,129,57
4103325,261,8,35,578,0,0,0,0,0,882,0,0
4103325 Jones Creek,0,0,0,0,66,88,43,36,242,0,321,154
4103326,223,22,18,454,0,0,0,0,0,717,0,0
4103326 Board Shanty,0,0,0,0,59,86,37,28,204,0,269,145
4103327,135,10,27,258,0,0,0,0,0,430,0,0
4103327 Wolf Creek,0,0,0,0,36,75,11,11,83,0,105,111
4103328,147,23,17,258,0,0,0,0,0,445,0,0
4103328 Kerby,0,0,0,0,37,65,12,10,91,0,113,102
4103329,23,0,4,74,0,0,0,0,0,101,0,0
4103329 West Colonial,0,0,0,0,7,11,0,1,28,0,29,18
410333 Lincoln GP,0,0,0,0,136,166,80,53,294,0,427,302
4103330,258,32,49,431,0,0,0,0,0,770,0,0
4103330 Cave Junction,0,0,0,0,77,114,26,14,129,0,169,191
4103331,955,155,87,1187,0,0,0,0,0,2384,0,0
4103331 Bridgeview,0,0,0,0,246,544,99,42,446,0,587,790
4103332,88,7,11,124,0,0,0,0,0,230,0,0
4103332 Mt Peavine,0,0,0,0,21,38,11,4,57,0,72,59
4103333,176,10,33,385,0,0,0,0,0,604,0,0
4103333 Ferry,0,0,0,0,41,70,41,17,169,0,227,111
4103334,85,27,5,154,0,0,0,0,0,271,0,0
4103334 Illinois,0,0,0,0,17,55,14,6,53,0,73,72
4103335,191,12,34,477,0,0,0,0,0,714,0,0
4103335 Merlin,0,0,0,0,62,66,29,21,207,0,257,128
4103336,490,28,74,1129,0,0,0,0,0,1721,0,0
4103336 Findley Bend,0,0,0,0,169,188,111,68,467,0,646,357
4103337,342,31,42,616,0,0,0,0,0,1031,0,0
4103337 Selma,0,0,0,0,89,152,55,13,223,0,291,241
4103338,613,39,79,1263,0,0,0,0,0,1994,0,0
4103338 Slate Creek,0,0,0,0,193,233,96,71,508,0,675,426
4103339,294,18,34,733,0,0,0,0,0,1079,0,0
4103339 Lucky Queen,0,0,0,0,110,106,52,30,346,0,428,216
410334 Central GP,0,0,0,0,142,162,53,43,230,0,326,304
4103340,316,59,13,341,0,0,0,0,0,729,0,0
4103340 Williams,0,0,0,0,61,221,13,9,156,0,178,282
4103341,33,0,2,65,0,0,0,0,0,100,0,0
4103341 Colonial,0,0,0,0,10,8,3,4,21,0,28,18
4103342,345,23,42,984,0,0,0,0,0,1394,0,0
4103342 North Valley,0,0,0,0,102,133,65,35,406,0,506,235
4103343,176,9,33,483,0,0,0,0,0,701,0,0
4103343 Pleasant Valley,0,0,0,0,64,74,34,22,178,0,234,138
4103344,60,8,6,77,0,0,0,0,0,151,0,0
4103344 Illinois River,0,0,0,0,15,32,5,2,31,0,38,47
4103345,49,7,5,104,0,0,0,0,0,165,0,0
4103345 N Applegate,0,0,0,0,13,24,8,2,48,0,58,37
4103346,65,11,7,139,0,0,0,0,0,222,0,0
4103346 Powell Creek,0,0,0,0,16,34,9,6,47,0,62,50
4103347,27,1,6,51,0,0,0,0,0,85,0,0
4103347 Crestview GP,0,0,0,0,9,8,6,0,19,0,25,17
410335 Riverside GP,0,0,0,0,120,157,51,39,229,0,319,277
410336 Webster GP,0,0,0,0,78,90,47,44,223,0,314,168
410337 Greenwood GP,0,0,0,0,196,258,70,49,312,0,431,454
410338 Riverside S GP,0,0,0,0,215,292,147,84,650,0,881,507
410339 Scoville GP,0,0,0,0,5,8,4,4,27,0,35,13
410351,340,21,41,0,0,120,51,36,338,402,425,120
4103510,261,7,15,368,80,51,43,37,208,651,288,131
4103511,184,13,59,769,60,86,65,28,321,1025,414,146
4103512,125,3,17,579,52,49,61,39,299,724,399,101
4103513,208,17,66,1601,63,115,175,68,736,1892,979,178
4103514,33,3,8,117,6,10,15,7,61,161,83,16
4103515,82,3,37,710,35,34,70,23,362,832,455,69
4103516,53,2,12,123,10,11,6,9,45,190,60,21
4103517,52,5,7,189,14,15,16,7,83,253,106,29
4103518,161,8,44,749,44,76,87,46,340,962,473,120
4103519,71,12,8,120,21,17,12,4,40,211,56,38
410352,20,0,3,66,5,7,4,0,21,89,25,12
4103520,166,16,50,464,50,62,40,17,175,696,232,112
4103521,401,24,93,1126,140,172,105,54,457,1644,616,312
4103522,124,10,20,318,44,37,22,7,122,472,151,81
4103523,371,33,92,1142,123,172,109,44,445,1638,598,295
4103524,113,5,32,323,34,43,24,17,125,473,166,77
4103525,199,23,45,603,77,85,53,14,250,870,317,162
4103526,205,12,73,739,69,81,77,34,319,1029,430,150
4103527,274,20,77,961,97,129,97,50,415,1332,562,226
4103528,50,1,8,197,18,23,18,11,68,256,97,41
4103529,166,13,36,702,66,68,70,53,284,917,407,134
410353,287,28,42,671,98,111,63,33,288,1028,384,209
4103530,252,19,48,494,70,108,44,30,220,813,294,178
4103531,397,21,56,500,97,143,57,58,233,974,348,240
4103532,121,4,13,199,34,21,15,17,83,337,115,55
4103533,43,6,14,70,10,15,9,8,35,133,52,25
4103534,156,5,35,336,52,71,17,19,138,532,174,123
4103535,87,9,20,120,16,49,12,5,35,236,52,65
4103536,248,30,46,297,66,108,36,12,88,621,136,174
4103537,338,10,43,334,91,138,38,40,154,725,232,229
4103538,130,7,36,197,36,61,17,4,53,370,74,97
4103539,25,3,7,46,5,12,5,0,10,81,15,17
410354,168,12,29,622,60,57,75,14,240,831,329,117
4103540,156,14,34,241,39,62,21,11,73,445,105,101
4103541,257,12,50,483,81,82,59,52,190,802,301,163
4103542,91,1,27,246,25,35,21,5,86,365,112,60
4103543,178,23,21,200,47,76,19,14,68,422,101,123
410355,71,10,10,88,18,18,5,1,34,179,40,36
410356,70,4,20,305,27,33,26,7,111,399,144,60
410357,295,20,86,1150,116,119,92,47,473,1551,612,235
410358,107,11,24,366,31,45,34,14,150,508,198,76
410359,74,8,21,447,32,35,57,15,221,550,293,67
410371,25,3,5,117,0,0,0,0,0,150,0,0
410371 SILVER LAKE,0,0,0,0,0,12,6,5,53,0,64,12
4103710,10,2,7,178,0,0,0,0,0,197,0,0
4103710 GOOSE LAKE,0,0,0,0,5,9,15,12,82,0,109,14
4103711,44,2,16,201,0,0,0,0,0,263,0,0
4103711 COGSWELL CREEK,0,0,0,0,12,30,19,17,78,0,114,42
4103712,80,5,19,324,0,0,0,0,0,428,0,0
4103712 THOM. CRK. WESTSIDE,0,0,0,0,23,29,29,22,158,0,209,52
4103713,127,11,17,537,0,0,0,0,0,692,0,0
4103713 CHRISTMAS VALLEY,0,0,0,0,39,39,37,11,206,0,254,78
4103714,17,2,3,92,0,0,0,0,0,114,0,0
4103714 FORT ROCK,0,0,0,0,3,13,7,4,36,0,47,16
4103715,18,0,5,107,0,0,0,0,0,130,0,0
4103715 WEST LAKEVIEW,0,0,0,0,6,12,13,6,44,0,63,18
4103716,14,2,0,65,0,0,0,0,0,81,0,0
4103716 NEW PINE CREEK,0,0,0,0,3,14,9,1,24,0,34,17
4103718,1,0,1,35,0,0,0,0,0,37,0,0
4103718 VALLEY FALLS,0,0,0,0,2,1,0,1,22,0,23,3
410372,19,2,5,53,0,0,0,0,0,79,0,0
410372 SUMMER LAKE,0,0,0,0,5,7,2,2,24,0,28,12
4103720,28,2,9,155,0,0,0,0,0,194,0,0
4103720 NO. CENTRAL LKVW.,0,0,0,0,4,16,17,4,74,0,95,20
4103721,60,0,11,154,0,0,0,0,0,225,0,0
4103721 SO. CENTRAL LKVW.,0,0,0,0,22,20,12,7,85,0,104,42
410373,29,1,6,178,0,0,0,0,0,214,0,0
410373 PAISLEY,0,0,0,0,3,19,14,10,81,0,105,22
410374,31,2,12,190,0,0,0,0,0,235,0,0
410374 CROOKED CREEK,0,0,0,0,15,12,23,20,96,0,139,27
410375,4,0,1,46,0,0,0,0,0,51,0,0
410375 NORTH WARNER,0,0,0,0,1,1,4,5,21,0,30,2
410376,5,0,1,60,0,0,0,0,0,66,0,0
410376 SOUTH WARNER,0,0,0,0,1,0,1,4,23,0,28,1
410377,26,5,9,147,0,0,0,0,0,187,0,0
410377 NORTH LAKEVIEW,0,0,0,0,8,19,15,9,67,0,91,27
410378,61,1,12,157,0,0,0,0,0,231,0,0
410378 SOUTH LAKEVIEW,0,0,0,0,21,23,13,14,69,0,96,44
410379,40,2,12,226,0,0,0,0,0,280,0,0
410379 FREMONT,0,0,0,0,21,19,24,19,89,0,132,40
41037Total,0,0,0,0,199,295,260,173,1332,0,1765,494
410390702 702,0,0,0,0,0,517,107,109,634,0,850,517
410390704 704,0,0,0,0,128,188,19,17,155,0,191,316
410390706 706,0,0,0,0,136,233,47,34,166,0,247,369
410390708 708,0,0,0,0,300,464,97,54,445,0,596,764
410390710 710,0,0,0,0,165,261,75,43,217,0,335,426
410390712 712,0,0,0,0,245,317,111,84,569,0,764,562
410390714 714,0,0,0,0,310,380,142,81,468,0,691,690
410390716 716,0,0,0,0,276,290,79,37,394,0,510,566
410390718 718,0,0,0,0,201,321,38,55,242,0,335,522
410390720 720,0,0,0,0,314,437,38,41,147,0,226,751
410390722 722,0,0,0,0,59,84,24,13,107,0,144,143
410390724 724,0,0,0,0,37,79,18,8,87,0,113,116
410390726 726,0,0,0,0,597,759,148,121,547,0,816,1356
410390728 728,0,0,0,0,200,371,38,37,129,0,204,571
410390730 730,0,0,0,0,547,1310,65,72,256,0,393,1857
410390732 732,0,0,0,0,400,524,92,68,333,0,493,924
410390734 734,0,0,0,0,81,88,18,15,86,0,119,169
410390736 736,0,0,0,0,120,110,42,57,189,0,288,230
410390738 738,0,0,0,0,364,464,74,85,335,0,494,828
410390740 740,0,0,0,0,37,104,2,2,29,0,33,141
410390742 742,0,0,0,0,158,270,29,25,176,0,230,428
410390744 744,0,0,0,0,95,109,36,36,126,0,198,204
410390746 746,0,0,0,0,344,502,128,73,599,0,800,846
410390748 748,0,0,0,0,445,491,140,128,575,0,843,936
410390750 750,0,0,0,0,91,119,38,40,143,0,221,210
410390752 752,0,0,0,0,185,285,95,43,322,0,460,470
410390754 754,0,0,0,0,140,198,26,36,183,0,245,338
410390756 756,0,0,0,0,393,412,134,125,594,0,853,805
410390758 758,0,0,0,0,225,281,66,74,340,0,480,506
410390760 760,0,0,0,0,245,341,87,44,298,0,429,586
410390762 762,0,0,0,0,213,254,37,34,178,0,249,467
410390764 764,0,0,0,0,130,259,25,42,245,0,312,389
410390766 766,0,0,0,0,71,107,24,17,125,0,166,178
410391121,284,31,12,62,49,154,4,8,11,389,23,203
410391123,1390,170,48,143,262,867,15,10,34,1751,59,1129
410391125,2739,297,112,349,501,1702,24,34,106,3497,164,2203
410391127,4764,325,151,627,1269,2541,56,106,187,5867,349,3810
410391231,2812,195,86,303,658,1604,33,54,91,3396,178,2262
410391233,2464,126,90,397,752,1156,32,106,163,3077,301,1908
410391235,5088,228,192,769,1588,2335,94,177,287,6277,558,3923
410391341,58,3,1,10,27,17,2,1,7,72,10,44
410391343,3597,189,149,339,575,1787,19,47,53,4274,119,2362
410391345,3329,153,125,334,826,1424,26,61,94,3941,181,2250
410391349,1153,74,67,134,71,643,3,11,13,1428,27,714
410391451,2270,73,146,1349,722,672,142,186,491,3838,819,1394
410391453,1345,59,112,599,394,542,67,89,225,2115,381,936
410391455,1044,55,86,332,204,437,22,49,88,1517,159,641
410391457,1651,80,100,917,524,546,93,147,353,2748,593,1070
410391561,3363,110,283,2057,1009,931,187,307,838,5813,1332,1940
410391563,1608,74,109,812,492,624,75,106,271,2603,452,1116
410391565,1064,40,69,496,307,345,43,104,215,1669,362,652
410391569,900,42,91,638,250,289,42,48,203,1671,293,539
410391671,713,40,72,623,169,296,46,30,198,1448,274,465
410391673,1651,108,181,1172,445,688,94,79,399,3112,572,1133
410391675,2445,97,252,2074,680,885,187,165,662,4868,1014,1565
410391781,1068,108,57,466,205,562,30,14,130,1699,174,767
410391783,1752,228,78,250,305,1180,12,16,74,2308,102,1485
410391785,1297,86,98,797,322,547,43,50,236,2278,329,869
410391787,1551,53,164,1320,561,482,119,144,487,3088,750,1043
410391891,1016,84,124,788,213,408,38,36,213,2012,287,621
410391893,391,48,19,82,75,217,1,2,16,540,19,292
410391895,307,12,22,80,108,119,12,23,36,421,71,227
410391897,1933,63,114,867,630,663,87,127,342,2977,556,1293
410391899,2536,156,155,962,653,1136,83,109,309,3809,501,1789
410392122,2036,137,253,1430,578,702,111,118,441,3856,670,1280
410392234,2387,179,190,1146,570,1205,119,95,340,3902,554,1775
410392238,63,4,10,58,25,29,1,1,13,135,15,54
410392340,2063,152,210,1564,499,843,140,111,436,3989,687,1342
410392344,29,0,4,40,8,6,3,6,17,73,26,14
410392456,1707,123,235,1642,400,704,118,69,400,3707,587,1104
410392562,1947,132,275,2016,467,795,120,112,539,4370,771,1262
410392676,2133,91,287,2570,626,789,180,139,801,5081,1120,1415
410394200,306,15,36,313,102,105,18,28,103,670,149,207
410394301,1656,149,234,2099,474,727,179,116,687,4138,982,1201
410394400,876,56,151,1322,213,347,88,59,434,2405,581,560
410394500,400,17,24,486,148,143,28,29,224,927,281,291
410394601,2198,105,219,2280,837,779,144,170,957,4802,1271,1616
410394700,954,66,169,1610,279,380,130,82,559,2799,771,659
410394800,519,49,81,640,190,210,43,31,184,1289,258,400
410394900,793,66,122,1193,209,354,82,37,378,2174,497,563
41039702,1416,57,124,1545,0,0,0,0,0,3142,0,0
41039704,357,49,29,391,0,0,0,0,0,826,0,0
41039706,465,41,44,492,0,0,0,0,0,1042,0,0
41039708,963,67,100,1181,0,0,0,0,0,2311,0,0
41039710,571,39,49,626,0,0,0,0,0,1285,0,0
41039712,736,52,99,1433,0,0,0,0,0,2320,0,0
41039714,940,44,89,1324,0,0,0,0,0,2397,0,0
41039716,786,25,89,1055,0,0,0,0,0,1955,0,0
41039718,707,39,51,540,0,0,0,0,0,1337,0,0
41039720,1033,63,51,403,0,0,0,0,0,1550,0,0
41039722,204,9,21,327,0,0,0,0,0,561,0,0
41039724,118,15,20,244,0,0,0,0,0,397,0,0
41039726,1968,109,203,1648,0,0,0,0,0,3928,0,0
41039728,782,49,74,454,0,0,0,0,0,1359,0,0
41039730,2328,208,127,730,0,0,0,0,0,3393,0,0
41039732,1256,86,148,1025,0,0,0,0,0,2515,0,0
41039734,250,10,29,239,0,0,0,0,0,528,0,0
41039736,360,11,35,472,0,0,0,0,0,878,0,0
41039738,1188,58,121,1008,0,0,0,0,0,2375,0,0
41039740,197,22,21,111,0,0,0,0,0,351,0,0
41039742,563,43,56,432,0,0,0,0,0,1094,0,0
41039744,274,21,42,426,0,0,0,0,0,763,0,0
41039746,1035,59,171,1573,0,0,0,0,0,2838,0,0
41039748,1315,72,170,1783,0,0,0,0,0,3340,0,0
41039750,273,23,57,469,0,0,0,0,0,822,0,0
41039752,558,49,71,938,0,0,0,0,0,1616,0,0
41039754,444,31,63,583,0,0,0,0,0,1121,0,0
41039756,1118,51,137,1663,0,0,0,0,0,2969,0,0
41039758,693,31,95,923,0,0,0,0,0,1742,0,0
41039760,790,40,84,925,0,0,0,0,0,1839,0,0
41039762,652,36,42,524,0,0,0,0,0,1254,0,0
41039764,516,27,74,746,0,0,0,0,0,1363,0,0
41039766,247,18,25,351,0,0,0,0,0,641,0,0
4104101 Waldport,641,35,44,0,0,250,39,46,164,720,249,250
4104102 Alsea,209,18,16,258,70,81,15,14,88,501,117,151
4104103 Seaview,305,35,30,264,104,138,23,21,80,634,124,242
4104104 Tidewater,136,19,14,199,45,61,7,7,82,368,96,106
