precinct,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_FUQUE,pri_dem_O'MAILEY,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_WILSON,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CHRISTLE,pri_rep_CRUZ,pri_rep_FLORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KAISCH,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PATAKL,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_RUBLO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_amd_FUENTE,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_lib_JOHNSON,gen_pro_HEDGES,gen_rep_TRUMP,rep_primary_total,dem_primary_total,general_total
Southwest Ripley,66,1,0,1,0,14,0,2,2,0,0,123,0,1,1,0,35,0,0,0,22,0,0,173,1,5,249,1,7,2,613,359,82,878
Spanish Fort First District,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,21,0,0,3,0,0,0,34,25,2,37
Sparta 012,30,1,0,0,0,8,0,0,3,0,0,30,0,0,2,0,6,0,0,0,3,0,0,43,0,1,63,0,5,0,152,87,39,221
Sportsplex,76,0,0,0,1,19,0,4,6,0,0,138,0,0,0,0,23,0,0,0,25,0,2,134,0,3,269,0,12,4,615,332,96,903
Spout Springs,9,0,0,0,0,1,0,0,1,0,0,41,0,0,1,0,1,0,0,0,3,0,0,44,0,1,19,0,0,0,145,91,10,165
Springhill,45,1,0,1,0,31,2,2,8,0,2,259,0,0,4,0,111,0,0,0,41,0,0,424,0,4,198,5,32,1,1356,851,80,1596
Springs,34,0,0,0,0,3,1,0,1,0,0,12,0,0,0,0,0,0,0,0,2,0,0,20,0,0,70,0,0,0,60,35,38,130
Springville Sp,24,1,0,1,0,16,3,3,4,0,0,116,0,0,1,0,11,0,0,0,12,0,0,115,0,3,91,4,7,1,549,262,45,655
St Martin,342,0,0,2,0,172,1,8,24,1,0,583,3,0,1,0,188,0,0,5,101,0,0,974,2,23,1143,8,113,3,3268,1888,517,4560
St Paul,69,0,0,0,0,5,0,0,2,0,0,11,0,0,0,0,0,0,0,0,1,0,0,13,0,1,183,2,0,1,57,27,74,244
St Thomas,174,0,0,1,0,25,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,297,1,1,0,11,4,200,311
St. James Episcopal Church,329,0,0,0,0,44,1,0,3,0,0,92,0,0,1,0,42,0,0,0,14,0,1,160,2,5,1129,5,14,3,641,313,374,1799
Standard,13,0,0,0,0,9,0,1,3,0,0,77,0,0,1,0,7,0,0,0,9,0,0,193,1,4,52,3,4,0,674,291,22,738
Star,69,1,0,0,0,7,1,2,3,0,0,137,2,0,0,0,30,0,0,1,15,0,0,173,3,2,150,5,13,0,563,363,78,736
State Line,391,2,0,0,0,49,1,3,2,0,0,120,0,0,2,0,17,0,0,0,16,0,0,205,1,2,598,0,4,0,606,365,443,1211
Station Creek,122,0,0,0,0,16,0,1,0,0,0,13,0,0,0,0,1,0,0,0,2,0,0,47,0,0,273,0,1,0,108,64,138,382
Steens,17,0,0,0,0,9,0,0,4,0,0,89,0,0,0,0,16,0,0,0,12,0,0,112,2,2,62,2,6,0,410,233,26,484
Steep Hollow Beat 3,6,0,0,0,0,6,0,2,3,0,0,110,0,0,0,0,4,0,0,1,9,0,0,123,0,1,38,3,4,0,456,252,12,502
Stewart,2,0,0,0,0,0,0,0,0,1,0,23,0,0,0,0,0,0,0,0,1,0,0,28,0,0,6,0,0,0,71,53,2,77
Stonewall,72,0,0,0,0,42,0,3,6,5,0,161,0,0,0,47,0,0,0,0,30,0,1,246,1,4,316,6,16,0,869,499,114,1212
Stonewall Dist. 1,95,0,0,1,0,17,0,0,0,0,0,19,0,0,0,0,3,0,0,0,2,0,0,30,0,0,218,0,1,0,98,54,113,317
Stonewall Dist. 3,23,0,0,0,0,1,2,1,7,0,0,69,0,0,0,0,7,0,0,1,9,0,0,120,1,2,69,0,3,0,322,214,26,397
Strahan,24,0,0,0,0,0,0,0,1,0,0,12,0,0,1,0,4,0,0,0,2,0,0,40,0,1,33,0,1,0,95,60,24,130
Straight Bayou Fourth District,21,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,1,0,0,0,6,0,0,19,0,0,38,0,0,0,55,33,23,93
Strayhorn 1,7,0,0,0,0,9,0,0,0,0,0,59,0,0,0,0,8,1,0,0,3,0,0,92,0,1,38,1,8,0,356,163,16,404
Strayhorn 2,6,0,0,0,0,5,0,0,1,0,0,57,0,0,0,0,2,0,0,0,5,0,0,71,0,1,29,1,3,0,284,136,11,318
Stringer,119,0,0,6,0,37,2,0,4,0,0,212,0,0,2,0,20,0,0,0,15,0,0,324,3,3,249,1,5,1,1036,577,164,1298
Stringtown,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,8,0,0,4,0,0,0,32,22,1,36
Stronghope Union,12,0,0,0,0,2,0,1,2,0,0,66,0,0,0,0,17,0,0,1,10,0,1,111,0,1,31,1,2,0,336,209,14,371
Sturgis/North Bradley,61,1,0,0,0,9,0,0,2,0,1,141,0,0,1,0,15,0,0,0,8,0,0,150,0,1,180,0,6,1,546,318,71,734
Sue Ellen,703,2,0,1,0,63,2,0,4,0,0,10,0,0,0,0,2,0,0,0,3,0,0,7,0,6,1664,2,11,1,54,26,771,1738
Summerland,170,0,0,1,0,24,1,0,0,0,1,59,0,0,0,0,7,0,0,1,1,0,0,60,1,1,390,1,4,1,234,129,196,632
Summershill,183,0,0,0,0,60,1,1,9,0,0,527,1,0,0,0,82,1,0,0,58,0,1,359,2,7,569,6,42,0,1517,1039,244,2143
Summerville,10,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,3,0,0,0,3,0,0,28,0,0,37,0,1,0,94,59,10,132
Sumner Beat #2,38,0,0,0,0,3,0,0,1,0,0,22,0,0,2,0,22,0,0,0,4,0,0,50,0,0,90,0,0,0,145,101,41,235
Sumner Beat #5,50,1,0,0,0,6,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,19,0,0,117,0,1,0,48,27,58,166
Sumrall,36,0,0,0,0,7,0,0,1,0,0,69,0,0,0,0,11,0,0,0,11,0,0,106,1,8,311,9,29,0,2388,198,43,2746
Sunrise,66,0,0,0,0,39,0,1,13,0,1,508,1,0,1,0,85,0,0,2,61,0,0,496,0,4,265,7,29,1,1995,1169,105,2301
Swiftown,7,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,18,1,1,0,26,11,8,46
Swiftwater Baptist Church,10,0,0,0,0,3,0,0,0,0,0,23,0,0,0,0,9,0,0,0,5,0,0,71,0,0,66,2,5,0,556,108,13,629
Sycamore Beat 5,22,0,0,1,0,8,0,2,3,0,0,125,0,0,1,0,15,0,0,0,15,0,0,187,0,3,74,3,8,1,672,348,31,761
Sylvarena,4,1,0,0,0,8,0,1,1,0,0,47,0,0,0,0,9,0,0,0,0,0,0,54,0,0,15,0,0,0,181,112,13,196
TUCKERS,7,0,0,0,0,3,0,2,2,0,0,131,0,0,0,0,6,0,0,1,9,0,1,225,0,3,27,1,8,0,665,377,10,704
Tallula Community Center,19,0,0,0,0,4,0,0,1,0,0,5,0,0,0,0,2,0,0,0,2,0,0,27,1,0,59,0,1,0,75,37,23,136
Tampa Drive,52,0,0,1,0,4,0,0,2,0,0,14,0,0,0,0,4,0,0,0,3,0,0,31,1,1,298,1,3,0,97,54,57,401
Taylor,70,0,0,0,0,4,0,0,2,0,0,17,0,0,0,0,3,0,0,0,2,0,0,21,0,0,115,1,0,0,61,45,74,177
Taylor 3,165,1,0,2,0,34,0,1,3,0,0,270,0,0,0,0,9,0,0,0,6,0,0,37,0,2,361,4,11,0,155,326,202,533
Taylorsville,16,0,0,0,0,3,0,4,8,0,2,144,1,0,0,0,17,0,0,1,17,0,2,254,0,1,66,0,4,0,729,450,19,800
Teasdale,19,0,0,0,0,4,0,1,1,0,0,29,0,0,1,0,4,0,0,0,3,0,0,83,0,1,57,0,3,1,234,122,23,296
Ten Mile,5,0,0,0,0,4,0,3,4,0,0,75,1,0,0,0,11,0,0,0,6,0,0,61,0,1,25,0,2,0,241,161,9,269
Terry 1,515,0,0,1,0,64,2,0,0,0,0,53,0,0,1,12,0,0,0,0,7,0,0,96,1,2,973,1,4,0,293,169,582,1274
Terry 2,380,0,0,0,0,72,1,5,7,1,0,386,0,1,3,55,0,1,0,0,36,0,3,512,1,3,799,10,20,0,1631,1010,453,2464
Thames,128,0,0,0,0,84,1,1,5,0,1,285,0,0,0,0,282,1,0,0,62,0,1,283,0,8,484,11,62,2,1060,921,213,1627
Thaxton Th,11,0,0,0,0,8,0,5,4,0,0,135,0,1,1,0,15,0,0,1,5,0,1,93,0,4,38,0,4,0,452,261,19,498
Thomastown,117,0,0,0,0,12,1,0,1,0,0,37,0,0,0,0,5,0,0,0,1,0,0,45,0,0,201,1,1,0,157,89,130,360
Thompson,3,0,0,0,0,2,0,0,1,1,0,15,0,0,1,0,2,0,0,0,1,0,0,28,0,0,7,0,0,0,109,49,5,116
Thompson Hill 5130,4,0,0,0,0,0,0,0,1,0,0,13,0,0,1,0,1,0,0,0,1,0,0,21,0,1,3,0,0,0,56,38,4,60
Thrasher,48,0,0,0,0,10,1,0,1,0,0,47,0,0,1,0,13,0,0,0,8,0,0,65,0,1,115,0,3,0,339,135,59,458
Three North West,74,0,0,0,0,19,0,2,3,0,1,107,1,0,1,0,22,0,0,1,0,14,0,149,0,1,201,6,10,1,598,301,93,817
Three Sylva Rena,48,0,0,0,0,12,0,3,3,0,0,61,0,2,0,0,6,0,0,0,0,3,0,108,0,1,108,1,3,0,346,186,60,459
Threeforks,8,0,0,1,0,5,1,0,0,0,0,57,0,0,0,0,3,0,0,0,8,0,0,78,0,2,21,0,2,0,238,146,15,263
Thyatira,17,0,0,0,0,4,0,1,1,0,2,55,0,0,0,0,2,0,0,1,1,0,0,59,0,0,66,0,4,0,184,122,21,254
Tibbee,87,1,0,0,0,13,0,0,0,0,0,28,0,0,0,0,1,0,0,0,3,0,0,29,1,1,179,0,3,1,119,61,101,304
Tickfaw,64,1,0,0,0,4,1,0,0,0,0,16,0,0,0,0,2,0,0,0,2,0,0,38,0,2,114,0,1,2,122,58,70,241
Tilden,13,2,0,0,0,6,0,1,3,1,0,73,1,0,0,0,9,0,0,0,9,0,0,75,1,2,50,0,1,0,333,172,21,387
Tilton,20,0,0,1,0,3,0,0,0,0,0,23,0,0,0,0,1,0,0,1,2,0,0,45,0,0,43,0,1,1,130,72,24,175
Timberton,45,0,0,0,0,19,0,1,3,0,0,143,1,0,0,0,88,0,0,0,24,0,1,150,0,3,174,6,17,0,588,411,64,788
Tingleville,311,0,0,1,0,41,0,0,7,1,0,90,0,0,2,0,24,0,0,0,15,0,0,128,1,3,657,2,10,1,448,267,353,1122
Tinnin,97,0,0,0,0,21,0,0,3,0,0,173,0,0,0,31,0,0,0,0,33,0,0,131,0,8,192,2,9,0,579,371,118,790
Tiplersville,33,0,0,0,0,5,1,3,1,0,0,34,0,0,0,0,10,0,0,0,5,0,0,29,0,1,100,0,0,0,145,82,39,246
Tippo,31,3,0,0,0,4,1,0,1,0,0,12,0,0,0,0,5,0,0,0,0,0,0,31,0,0,69,0,0,0,84,49,39,153
Tishomingo,76,0,0,1,0,26,2,0,3,0,0,129,0,0,5,0,18,0,0,0,14,0,1,209,2,1,192,4,17,1,785,379,105,1002
Toccopola To,19,0,0,2,0,7,0,2,2,0,0,37,0,0,3,0,2,0,0,0,7,0,0,29,3,4,36,1,6,1,164,82,28,215
Tocowa,37,1,0,0,0,21,0,1,3,0,0,108,0,0,1,0,13,0,0,0,14,0,0,164,0,3,102,1,2,0,567,304,59,675
Tomnolen,8,0,0,0,0,1,0,3,4,1,0,58,2,0,1,0,13,0,0,0,3,0,0,72,0,3,30,2,1,0,287,157,9,323
Topeka,9,0,0,0,0,3,0,1,0,1,0,50,0,0,0,0,1,0,0,0,3,0,1,87,0,0,22,0,3,0,267,144,12,292
Tougaloo,56,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,329,8,1,0,2,0,86,341
Trace Ridge Baptist Church,174,0,0,0,0,66,0,2,16,0,0,237,1,0,2,0,181,0,0,0,64,0,0,345,0,9,579,5,29,4,1106,848,240,1732
Train Depot,106,0,0,2,0,25,0,0,1,0,0,21,0,0,0,0,5,0,0,0,0,0,0,9,0,4,336,1,9,0,45,36,133,395
Tremont,9,0,0,0,0,6,0,1,3,1,0,58,0,0,2,0,11,1,0,0,16,0,0,86,0,0,32,1,1,1,326,179,15,361
Trinity,181,0,0,0,0,40,1,0,1,1,0,51,0,0,1,0,22,0,0,0,4,0,0,81,1,2,510,7,7,1,246,161,222,774
Troy Tr,26,1,0,1,0,10,1,2,2,0,0,106,1,0,3,0,14,0,0,1,10,0,0,120,0,0,65,0,6,0,466,259,39,537
Tula,12,0,0,0,0,10,0,0,1,0,0,59,0,0,1,0,7,0,0,0,10,0,1,63,0,1,35,1,4,1,233,142,22,275
Tunica,81,2,0,0,5,43,3,0,1,0,2,18,0,0,0,0,7,0,0,0,0,5,0,25,1,2,242,0,3,0,216,58,134,464
Tunica Auditorium,127,0,0,0,4,21,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,371,0,0,0,26,5,154,398
Tupelo 1,9,0,0,0,0,9,0,1,2,0,0,84,0,0,1,0,90,0,0,1,25,0,0,97,0,2,70,2,6,0,407,301,18,487
Tupelo 2,141,0,0,0,0,104,1,6,18,1,0,402,0,0,1,0,175,0,0,4,85,0,0,356,1,6,636,14,58,3,1600,1048,246,2318
Tupelo 3,273,2,0,1,0,95,2,7,25,0,0,522,0,2,2,0,142,0,0,0,79,0,0,447,2,11,851,9,37,0,1805,1226,373,2715
Tupelo 4 North,302,0,0,0,0,78,0,1,2,0,0,97,1,0,0,0,35,0,0,0,17,0,0,81,1,2,1257,12,17,1,379,234,380,1669
Tupelo 4 South,381,0,0,0,0,57,2,0,0,0,0,30,0,0,0,0,8,0,0,0,2,0,0,42,2,2,1087,3,5,0,156,82,440,1255
Tupelo 5,119,0,0,1,0,33,0,1,2,1,0,79,0,0,2,0,16,0,0,0,13,0,0,89,0,4,359,4,5,0,307,203,153,679
Turnpike Tu,13,0,0,0,0,2,0,2,2,0,0,92,0,0,3,0,4,0,0,0,8,0,0,81,0,4,36,2,6,0,307,192,15,355
Tuscumbia-New Candler,39,1,0,0,0,14,1,2,3,0,1,98,0,0,1,0,4,0,0,0,5,0,1,97,1,4,89,0,5,0,465,212,55,564
Tutwiler,182,0,0,1,0,17,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,17,0,0,486,1,4,0,55,24,200,546
Tuxechana,15,0,0,1,0,8,2,0,7,0,0,217,0,0,0,0,21,0,0,0,17,0,1,225,1,3,57,2,9,0,804,488,26,876
Twin Creek,3,0,0,0,0,0,0,0,1,0,2,53,0,0,0,0,7,0,0,0,15,0,0,68,0,1,15,2,5,0,245,146,3,268
Twin Lakes Baptist Church,174,0,0,0,0,41,1,2,4,0,0,144,0,0,1,0,97,0,0,0,17,0,0,189,1,2,440,6,18,0,615,454,216,1082
Two Mile Lake,129,2,0,0,4,31,2,0,0,0,1,8,0,0,0,0,1,0,0,0,0,1,0,13,0,3,295,0,2,1,96,24,168,397
Tyro,59,0,0,0,0,12,0,0,1,0,0,40,0,0,1,0,0,0,0,0,2,0,0,36,1,2,145,0,1,0,117,80,71,266
UNION,3,0,0,0,0,6,0,1,3,2,0,160,0,0,0,0,4,0,0,3,7,0,0,187,0,2,29,0,6,1,612,367,9,650
UNION CHURCH,71,0,0,0,0,1,1,0,0,0,0,23,0,0,0,0,5,0,0,0,4,0,0,44,0,1,175,0,4,0,145,76,73,325
Union,12,0,0,0,0,5,0,1,13,2,1,227,0,1,1,0,32,1,0,1,16,0,0,199,0,0,44,2,3,0,797,495,17,846
Union #1,78,1,0,1,0,19,0,0,1,0,0,23,0,0,0,0,3,0,0,0,2,0,0,28,0,2,172,0,2,0,113,57,99,289
Union #2,13,0,0,0,0,5,0,1,11,1,0,104,0,0,2,0,28,0,0,0,14,0,0,91,0,2,36,0,7,0,446,252,18,491
Union #3,19,0,0,0,0,7,0,0,5,0,0,78,0,0,0,0,9,0,0,0,10,0,0,72,0,2,67,0,1,0,283,174,26,353
Union Academy,198,0,0,0,0,40,0,2,1,0,0,13,0,0,1,0,7,0,0,0,7,0,0,19,1,0,607,2,5,1,101,50,238,717
Union Center,41,0,0,2,0,11,3,2,1,1,0,111,0,0,3,0,6,0,0,0,18,0,0,211,1,1,80,1,7,0,832,353,57,922
Union Star,161,0,0,1,0,19,2,0,2,0,0,38,0,1,0,0,9,0,0,1,5,0,0,71,0,1,284,1,6,0,221,127,183,513
Union West 4,38,0,0,0,0,5,0,0,1,0,0,50,0,0,2,0,3,0,0,0,5,0,0,44,0,0,90,1,3,0,184,105,43,278
Unity,8,0,0,0,0,5,0,0,4,0,0,99,0,0,0,0,8,0,0,1,9,0,0,104,0,1,21,0,5,0,388,225,13,415
University,75,0,0,0,0,57,0,2,5,0,0,65,1,0,1,0,62,1,0,1,18,0,0,87,1,1,282,10,15,1,342,243,132,652
Utica 1,131,1,0,1,0,17,0,0,0,0,0,59,0,0,0,14,0,0,0,0,3,0,0,113,1,2,294,2,6,0,294,189,150,599
Utica 2,286,1,0,0,0,13,0,0,2,0,0,27,0,0,0,2,0,0,0,0,3,0,0,21,1,3,511,3,1,0,94,55,300,613
Valley,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,6,0,0,0,7,0,0,57,0,0,5,1,2,1,133,89,0,142
Valley Park Community Center,15,0,0,0,0,4,1,1,0,0,0,11,0,0,0,0,2,0,0,0,0,0,0,29,0,0,31,0,2,0,76,43,20,109
Van Vleet 013,32,0,0,0,0,14,0,1,0,0,0,37,0,1,0,0,6,0,0,0,1,0,0,46,1,1,116,0,5,0,169,92,46,292
Vance Park,14,0,0,0,0,3,0,5,1,0,0,27,0,0,0,0,0,0,0,0,7,0,0,35,0,0,30,0,1,0,172,75,17,203
Vardaman,107,0,0,0,0,16,0,2,4,0,0,102,0,0,2,0,13,0,0,0,5,0,0,122,1,5,210,1,7,0,463,250,123,687
Varnel,29,1,0,0,0,8,0,0,2,0,0,44,0,0,0,0,7,0,0,0,8,0,0,140,0,0,114,0,3,0,410,201,38,527
Vaughn,44,0,0,0,0,5,0,1,4,1,0,81,0,0,0,0,8,0,0,0,1,0,1,79,0,1,80,1,0,1,283,176,49,366
Vernal,36,0,0,0,0,8,4,4,8,0,0,170,2,2,0,0,22,0,0,0,26,0,0,228,0,2,46,1,3,0,430,462,48,482
Verona,183,0,0,0,0,29,1,0,3,1,0,82,0,0,1,0,23,0,0,0,8,0,0,100,1,5,556,4,8,0,358,218,213,932
Vicksburg Junior High School,422,0,0,2,0,60,2,0,7,1,0,90,0,0,1,0,24,0,0,2,25,0,1,92,1,3,1023,8,15,2,372,243,486,1424
Victory Baptist,54,0,0,0,0,22,0,2,6,0,0,229,0,0,1,0,140,0,0,0,61,0,0,230,1,7,206,1,28,2,847,669,76,1092
Victory Christian Comm. Church,81,0,0,0,0,36,0,4,8,0,0,368,0,1,1,0,215,2,0,1,69,0,0,406,3,9,281,8,45,0,1463,1075,117,1809
Villa Maria,42,0,0,1,0,19,0,1,1,0,0,48,0,0,0,0,17,0,0,0,15,0,0,110,0,4,125,1,2,1,251,192,62,384
Vinton,140,0,0,2,0,27,0,1,2,0,0,26,0,0,2,0,7,0,0,0,1,0,0,81,0,0,277,0,4,1,201,120,169,483
Vossburg,113,1,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,2,0,1,218,0,0,0,22,9,116,241
W Pass Christian,107,0,0,0,0,35,1,1,3,0,0,104,1,0,0,56,0,0,0,0,25,0,0,216,1,1,298,3,12,0,656,406,143,971
Wade,14,0,0,0,0,4,0,6,6,2,0,226,0,0,0,0,8,0,0,0,8,0,0,214,0,1,28,0,0,0,450,470,18,479
Walls,81,0,0,0,0,2,2,0,2,1,0,52,1,0,1,0,15,0,0,0,5,0,0,107,2,6,893,14,31,1,1387,184,85,2334
Walnut,42,0,0,0,0,10,0,1,3,0,0,76,0,0,0,0,11,0,0,0,11,0,0,98,1,0,91,1,5,1,360,200,52,459
Walthall,12,1,0,0,0,6,0,1,3,0,0,70,1,0,1,0,16,0,0,0,7,0,0,81,0,0,29,1,3,0,330,180,19,363
Ward,1,0,0,0,0,2,1,0,1,0,0,80,0,0,0,0,10,0,0,0,6,0,0,87,0,2,14,1,2,0,277,184,4,296
Ward's Recreation Center,189,0,0,0,0,32,0,1,5,0,1,94,0,0,2,0,58,0,0,0,6,0,0,194,2,4,721,6,8,1,727,361,221,1469
Warren Hill,164,0,0,0,0,26,1,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,11,0,0,325,2,1,0,36,19,191,364
Washington County Convention Center,188,0,0,0,0,23,0,0,2,0,1,23,0,0,1,0,4,0,0,0,2,0,0,53,1,4,604,1,6,0,200,86,211,816
Washington Neely,2,0,0,0,0,0,0,2,0,0,0,130,0,0,0,0,18,0,0,0,12,0,0,144,0,5,7,0,3,0,283,306,2,298
Waveland East,7,1,0,1,0,35,0,0,3,0,0,63,0,0,0,0,22,0,0,1,16,0,0,144,0,2,262,7,20,0,504,249,44,795
Waveland West,64,0,0,1,0,53,0,2,4,0,0,95,0,0,1,0,26,0,0,0,19,0,0,228,0,5,254,6,16,1,745,375,118,1027
Waynesboro City 1,255,0,0,0,0,26,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,518,0,2,1,9,3,281,530
Waynesboro City 2,154,1,0,0,0,26,0,3,6,1,0,90,0,0,0,0,19,0,0,0,8,0,0,113,0,2,388,0,2,1,394,240,181,787
Waynesboro City 3,59,0,0,1,0,9,0,1,5,0,0,134,0,0,0,0,23,0,0,0,11,0,0,179,1,1,156,1,7,0,591,353,69,757
Waynesboro City 4,85,2,0,0,0,11,1,2,0,0,0,27,0,0,0,0,3,0,0,0,2,0,0,25,0,0,253,0,1,1,111,59,99,366
Waynesboro City 5,64,0,0,0,0,14,0,0,1,0,0,11,0,0,0,0,2,0,0,0,2,0,1,37,0,3,211,0,2,1,97,54,78,314
Weathersby,289,0,0,1,0,35,1,0,0,0,0,19,0,0,0,0,7,0,0,0,5,0,0,38,0,2,575,1,4,1,128,69,326,711
Webb Beat #4,49,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,7,0,1,115,0,0,0,32,14,53,148
Webb Beat #5,175,0,0,0,0,6,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,1,340,2,0,0,41,15,182,384
Wenasoga,59,0,0,0,0,21,0,0,3,0,0,104,0,0,1,0,16,0,0,1,16,0,0,152,0,3,147,1,11,0,665,293,80,827
Wesley Chapel,43,0,0,0,0,3,1,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,14,0,0,72,0,0,1,30,24,47,103
Wesley Manor,142,0,0,0,0,52,1,2,7,2,0,97,0,1,0,0,37,0,0,0,17,0,0,80,1,8,451,3,21,0,381,243,195,865
Wesson,30,1,0,1,0,12,2,3,8,0,0,102,0,0,0,0,31,1,0,1,13,0,0,172,1,1,87,1,10,0,545,331,46,645
West Arm,72,0,0,1,0,8,2,0,1,0,0,13,0,0,0,0,2,0,0,0,4,0,0,22,0,2,124,0,1,0,77,42,83,204
West Bentonia,139,0,0,0,0,17,1,1,1,0,0,46,0,0,0,0,7,0,0,0,5,0,0,84,0,4,280,0,2,1,221,144,157,508
West Booneville,67,1,0,3,0,57,2,0,10,0,0,242,1,1,2,0,56,0,0,0,46,0,0,290,1,4,250,10,20,1,1317,648,130,1603
West Brandon,217,2,0,1,0,62,1,3,8,0,0,168,0,0,0,0,40,0,0,2,37,0,0,206,1,3,628,1,19,1,806,464,283,1459
West Carroll,6,0,0,0,0,5,1,1,2,1,0,60,0,0,1,0,21,0,0,1,9,0,0,108,0,1,27,2,2,0,350,204,12,382
West Carthage,253,0,0,2,0,44,0,0,1,0,0,19,0,0,0,0,8,0,0,0,2,0,0,42,0,1,585,0,3,0,131,72,299,720
West Central Cleveland,38,0,0,0,0,33,0,0,10,1,0,103,0,0,1,0,47,0,0,0,24,0,0,195,1,8,123,7,11,1,656,381,71,807
West Cleveland,53,0,0,0,0,46,0,3,16,2,0,150,0,0,2,0,127,0,0,0,50,0,0,323,0,2,214,2,34,0,1150,673,99,1402
West Collins,3,0,0,0,0,0,0,0,3,0,0,13,0,0,1,0,2,0,0,0,2,0,0,30,0,0,10,0,3,0,84,51,3,97
West Corinth,37,0,0,0,0,18,0,1,5,1,0,64,0,0,0,0,25,0,0,2,14,0,0,102,0,9,107,4,10,0,418,214,55,548
West Crossgates,84,0,0,0,0,56,0,5,11,0,3,367,0,0,4,0,145,0,0,1,73,0,4,474,1,10,313,8,31,0,1496,1087,140,1859
West District 1,2,0,0,0,0,2,0,1,1,0,0,26,0,0,0,0,2,0,0,1,5,0,0,53,0,3,11,1,0,0,150,89,4,165
West Gwd,264,0,0,0,0,28,1,0,1,0,0,12,0,0,0,0,8,0,0,0,0,0,0,26,0,4,899,2,4,0,118,47,293,1027
West Handsboro,64,0,0,0,0,44,0,2,4,0,0,184,1,0,3,162,0,0,0,1,79,0,0,357,0,2,288,7,39,0,1164,793,108,1500
West Hills,44,0,0,0,0,28,0,0,3,0,0,76,1,0,0,0,50,0,0,0,16,0,0,82,0,1,199,3,15,0,316,228,72,534
West Lambert,101,0,0,1,0,6,3,0,1,0,0,9,0,0,0,0,2,0,0,0,1,0,0,12,1,1,274,1,3,2,73,25,111,355
West Lincoln,13,0,0,0,0,8,0,3,2,0,0,122,0,0,1,0,14,0,0,0,10,0,0,203,0,0,38,1,3,0,686,355,21,728
West Lizana,19,1,0,0,0,7,0,2,2,0,0,88,0,0,0,10,0,0,0,0,10,0,0,149,0,1,59,1,6,0,507,261,27,574
West Lyman,144,0,0,2,0,50,0,7,14,0,0,430,2,1,4,61,0,0,0,1,38,0,0,576,0,4,434,6,33,0,1734,1134,196,2211
West Midway,11,0,0,0,0,2,0,0,0,0,0,24,0,0,1,0,3,0,0,0,3,0,0,49,0,1,25,0,0,0,151,80,13,177
West Miss City,17,0,0,0,0,12,0,0,0,0,0,58,0,0,0,29,0,0,0,1,13,0,0,64,0,1,89,2,10,0,227,165,29,329
West Monticello (A-Z),136,1,0,0,0,14,0,0,1,0,0,29,0,0,1,0,18,0,0,0,10,0,0,87,0,1,243,1,1,1,298,146,151,545
West North Gpt,461,0,0,2,0,37,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,7,0,0,1011,3,1,0,26,13,500,1041
West Okolona 014,143,0,0,0,0,20,0,0,3,0,0,39,0,0,2,0,14,0,0,0,9,0,1,81,1,0,354,2,3,1,306,149,163,667
West Orange Grove,233,0,0,2,0,79,1,3,16,0,0,323,1,0,2,71,0,0,0,1,58,0,0,458,1,14,682,10,40,0,1530,933,315,2277
West Pearl,120,1,0,0,0,27,0,0,3,0,0,95,0,0,0,0,20,0,0,0,18,0,0,215,0,4,356,8,7,1,597,351,148,973
West Petal,53,0,0,0,0,17,0,2,0,0,0,58,0,1,0,0,9,0,0,0,6,0,0,103,1,2,126,4,11,0,307,179,70,451
West Raleigh,10,0,0,1,0,2,1,0,0,0,0,39,0,0,1,0,5,0,0,0,2,0,0,88,0,1,22,0,1,0,298,135,14,322
