precinct,pri_dem_CLINTON,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_STEINBERG,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_R.KASICH,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_rep_TRUMP,rep_primary_total,dem_primary_total,general_total
CobbClarkdale 01,175,1,74,0,1,28,0,55,0,0,1,8,0,1,0,58,0,130,669,449,282,250,1118
CobbClarkdale 02,644,4,234,2,1,34,0,152,0,0,2,16,1,4,0,141,0,260,2069,983,611,884,3052
CobbCooper 01,566,1,186,3,4,31,1,95,1,0,0,20,0,2,0,96,0,161,2010,627,411,756,2637
CobbDavis 01,121,1,101,0,1,29,1,124,0,0,1,32,0,0,0,212,1,186,502,805,587,223,1307
CobbDickerson 01,196,1,112,0,1,28,3,150,1,0,0,110,0,1,0,415,1,269,823,1148,979,309,1971
CobbDobbins 01,249,0,213,2,0,20,0,50,0,0,0,15,1,1,0,67,0,68,1659,402,222,464,2061
CobbDodgen 01,129,1,92,1,3,30,2,142,0,0,0,85,0,1,0,295,0,206,554,931,764,223,1485
CobbDowell 01,272,0,141,0,4,43,0,197,1,0,1,71,0,2,0,269,1,222,976,1060,811,413,2036
CobbDurham 01,135,1,96,0,5,74,4,303,1,0,3,74,0,1,0,444,1,438,720,2057,1348,232,2777
CobbEast Piedmont 01,148,0,98,0,5,36,1,134,0,0,0,33,0,2,0,133,0,169,737,696,513,246,1433
CobbEastside 01,178,2,129,0,6,21,2,178,3,0,0,126,0,1,0,418,0,329,835,1232,1084,309,2067
CobbEastside 02,261,1,177,1,4,46,2,275,0,0,1,162,1,3,0,545,1,421,1117,1652,1461,440,2769
CobbElizabeth 01,227,1,162,0,0,13,0,78,0,0,3,30,0,4,0,134,0,143,1245,690,405,390,1935
CobbElizabeth 02,149,0,103,1,4,32,0,178,2,1,1,37,0,4,0,204,2,245,617,964,710,253,1581
CobbElizabeth 03,183,1,114,0,5,31,0,217,0,0,0,67,0,3,0,273,1,296,724,1139,893,298,1863
CobbElizabeth 04,199,0,160,0,6,16,0,127,2,0,0,35,0,1,0,176,0,208,931,710,571,359,1641
CobbElizabeth 05,214,2,166,0,3,32,2,165,0,0,0,84,1,2,0,289,0,226,861,1075,804,382,1936
CobbFair Oaks 01,405,2,189,0,4,31,0,98,0,0,0,25,0,3,0,96,0,149,1570,604,406,596,2174
CobbFair Oaks 02,411,0,139,0,2,18,0,89,0,0,1,18,0,2,0,85,0,160,1625,588,375,550,2213
CobbFair Oaks 04,150,1,91,1,2,7,0,80,2,0,0,5,0,1,0,52,0,128,742,438,277,243,1180
CobbFair Oaks 05,104,1,88,1,1,4,0,45,0,0,0,5,0,0,0,30,0,101,548,298,186,194,846
CobbFord 01,122,1,93,0,3,37,0,212,1,0,1,56,0,3,0,389,0,313,559,1563,1015,216,2122
CobbFrey 01,125,0,63,1,3,43,1,174,0,0,0,40,0,1,0,222,0,286,516,1115,770,189,1631
CobbFullers Park 01,224,0,140,1,3,40,2,161,1,0,2,112,1,3,0,434,1,323,986,1281,1083,365,2267
CobbGarrison Mill 01,165,1,157,0,1,49,3,189,0,0,1,62,0,2,0,341,2,257,761,1119,907,323,1880
CobbGritters 01,228,0,196,0,6,59,0,248,3,2,1,53,0,1,0,271,0,370,962,1473,1014,424,2435
CobbHarmony Leland 01,836,0,310,0,2,27,0,87,0,0,2,26,0,1,0,110,0,187,2761,647,442,1146,3408
CobbHarrison 01,101,0,97,1,5,49,0,219,1,0,0,43,0,3,0,324,1,306,494,1413,951,199,1907
CobbHayes 01,186,0,138,0,4,65,1,317,1,0,0,74,0,3,0,409,1,422,791,1797,1297,324,2588
CobbHightower 01,241,0,216,0,10,44,1,238,2,0,1,153,0,2,0,576,0,418,1149,1713,1445,457,2862
CobbKell 01,82,0,106,2,2,31,0,136,0,0,1,47,0,5,0,203,0,197,462,842,622,190,1304
CobbKemp 01,84,0,69,1,3,37,0,158,0,0,0,40,0,0,0,253,1,224,336,943,716,154,1279
CobbKemp 02,285,2,162,2,8,69,0,258,1,0,0,61,0,5,0,348,0,407,980,1645,1157,451,2625
CobbKemp 03,177,0,102,0,6,57,0,327,1,0,3,95,0,2,0,423,1,420,633,2035,1335,279,2668
CobbKennesaw 1A,128,0,149,3,1,20,0,119,0,0,1,33,0,3,0,144,0,175,655,689,496,280,1344
CobbKennesaw 2A,199,0,153,0,2,52,0,218,0,1,1,34,0,5,0,220,1,253,938,1252,787,352,2190
CobbKennesaw 3A,389,0,269,2,2,43,0,149,1,0,0,46,0,2,0,235,0,262,1913,1232,740,660,3145
CobbKennesaw 4A,212,2,203,1,6,40,1,179,3,0,1,43,0,3,0,235,0,240,1005,1157,751,418,2162
CobbKennesaw 5A,436,0,254,0,5,60,0,304,3,0,0,86,0,7,0,460,0,382,1716,1794,1307,690,3510
CobbLasssiter 01,182,1,111,1,0,53,0,259,1,0,1,93,0,3,0,437,0,328,844,1609,1175,295,2453
CobbLewis 01,77,0,56,0,3,22,0,128,3,0,0,25,1,0,0,153,0,170,325,771,505,133,1096
CobbLindley 01,644,3,269,0,2,31,0,120,0,0,1,38,0,2,0,220,0,147,2178,798,561,916,2976
CobbLost Mountain 01,236,1,96,0,5,48,0,293,0,0,1,64,0,2,0,340,0,375,739,1569,1128,333,2308
CobbLost Mountain 02,165,2,115,0,1,64,1,321,1,0,1,108,0,0,0,525,1,427,685,2116,1450,282,2801
CobbLost Mountain 03,308,0,145,2,3,78,2,384,0,0,4,76,0,5,0,503,0,466,1081,2346,1521,455,3427
CobbLost Mountain 04,125,1,58,0,4,49,0,188,3,0,1,49,0,4,0,288,0,267,560,1239,853,184,1799
CobbMableton 01,640,3,214,2,2,50,0,160,1,2,1,33,1,2,0,157,0,289,1805,983,698,859,2788
CobbMableton 02,277,0,97,1,0,13,0,65,1,0,2,6,0,0,0,63,0,153,952,506,303,375,1458
CobbMableton 03,250,1,133,0,3,38,0,134,1,0,0,25,1,1,0,158,0,231,910,833,592,384,1743
CobbMableton 04,125,0,77,0,1,17,2,100,0,1,0,37,0,3,0,155,0,139,471,537,455,202,1008
CobbMabry 01,79,0,65,1,4,27,0,143,1,0,1,64,0,3,0,229,0,175,394,798,647,145,1192
CobbMacland 01,479,1,131,0,2,21,2,122,0,1,0,32,0,1,0,117,0,172,1556,744,470,611,2300
CobbMarietta 1A,249,1,199,1,5,5,1,64,1,0,0,24,0,0,0,116,0,120,1192,498,336,450,1690
CobbMarietta 2A,139,1,115,1,3,41,1,159,1,0,0,49,0,2,0,330,0,214,539,948,800,256,1487
CobbMarietta 2B,385,1,179,0,8,44,0,183,1,0,0,64,0,2,0,355,0,273,1495,1071,930,565,2566
CobbMarietta 3A,521,0,345,1,13,64,0,205,4,2,1,90,1,4,0,464,0,340,2103,1501,1188,867,3604
CobbMarietta 4A,116,2,50,1,7,36,1,143,1,1,0,61,0,1,0,399,1,272,372,1009,923,169,1381
CobbMarietta 4B,135,1,99,1,3,21,0,91,0,0,0,57,0,1,0,183,0,111,615,627,467,236,1242
CobbMarietta 4C,199,1,95,0,9,37,2,203,1,0,0,73,0,2,0,399,0,258,651,1233,984,295,1884
CobbMarietta 5A,294,2,139,0,0,14,1,34,0,0,2,16,0,1,0,93,0,69,1298,383,230,435,1681
CobbMarietta 5B,189,0,117,1,1,9,0,34,0,0,0,10,0,0,0,50,0,57,921,293,161,307,1214
CobbMarietta 6A,152,1,136,0,1,17,1,47,0,0,0,11,0,1,0,47,0,58,914,309,183,289,1223
CobbMarietta 6B,259,0,128,1,6,35,1,139,2,0,1,63,0,0,0,320,1,163,930,915,731,388,1845
CobbMarietta 7A,234,1,156,0,2,6,1,38,0,1,0,17,1,2,0,46,1,70,1222,275,185,391,1497
CobbMars Hill 01,116,0,78,1,2,54,0,232,1,0,0,49,1,2,0,258,0,385,472,1639,984,195,2111
CobbMars Hill 02,143,0,127,0,6,44,0,198,0,0,1,20,0,1,0,159,0,218,648,1029,647,270,1677
CobbMcCleskey 01,101,0,70,0,1,39,0,125,0,0,0,62,0,0,0,181,0,199,442,753,607,171,1195
CobbMcClure 01,82,0,66,1,2,30,0,138,1,0,2,23,1,1,0,188,0,151,326,748,537,149,1074
CobbMcEachern 01,350,1,113,1,2,30,0,187,0,0,0,26,0,1,0,156,0,259,1105,1003,661,465,2108
CobbMount Bethel 01,255,2,151,1,11,57,0,187,1,0,0,174,0,1,0,611,0,392,1177,1671,1434,409,2848
CobbMount Bethel 03,182,0,122,0,0,35,0,124,2,0,0,108,0,1,0,364,1,283,959,1182,918,304,2141
CobbMount Bethel 04,169,0,122,0,6,35,4,173,1,0,0,118,0,0,0,421,0,268,809,1238,1026,291,2047
CobbMurdock 01,224,1,183,0,4,58,1,273,0,2,4,133,1,4,0,484,1,411,1039,1614,1376,408,2653
CobbNicholson 01,125,0,152,1,4,43,0,193,0,0,1,26,0,3,0,198,0,214,571,977,682,278,1548
CobbNickajack 01,466,2,269,2,3,19,0,60,2,0,0,41,0,3,0,238,1,110,2104,704,477,739,2808
CobbNorth Cobb 01,152,1,84,0,2,39,0,131,0,0,0,22,0,3,0,152,0,210,597,788,559,237,1385
CobbNorton Park 01,338,2,202,1,5,45,1,168,0,0,2,34,0,4,0,238,1,269,1415,1074,767,543,2489
CobbOakdale 01,347,1,185,0,4,25,2,138,1,0,0,72,0,4,0,299,0,213,1384,1086,758,533,2470
CobbOregon 01,93,1,63,0,8,20,1,142,0,1,0,31,0,0,0,219,1,174,389,762,597,157,1151
CobbOregon 02,495,0,164,1,2,17,0,102,0,0,1,24,0,1,0,145,0,139,2309,861,431,660,3170
CobbOregon 03,284,1,151,0,3,23,0,88,0,0,0,23,0,4,0,86,0,133,1188,577,360,436,1765
CobbOregon 04,738,1,302,0,3,43,2,172,1,0,1,24,0,2,0,157,0,267,1776,725,672,1041,2501
CobbOregon 05,410,1,167,0,8,54,2,230,0,0,0,55,0,2,0,281,0,256,1281,1133,888,578,2414
CobbPalmer 01,122,0,128,1,3,32,1,197,1,0,3,27,0,7,0,188,0,247,588,1043,706,251,1631
CobbPebblebrook 01,800,3,242,3,2,23,0,88,0,0,1,7,0,1,0,50,0,122,2291,501,294,1048,2792
CobbPine Mountain 01,161,0,78,0,6,46,1,199,0,0,0,57,0,0,0,497,1,280,685,1608,1087,239,2293
CobbPine Mountain 02,110,0,69,0,3,50,1,236,0,0,1,79,0,2,0,513,0,316,504,1600,1201,179,2104
CobbPitner 01,134,0,148,1,3,38,1,163,1,0,2,48,0,0,0,242,0,238,648,1089,736,283,1737
CobbPope 01,192,1,138,1,2,42,1,201,0,0,0,66,0,2,0,368,0,299,800,1317,981,332,2117
CobbPost Oak 01,183,3,167,0,4,53,0,285,4,0,1,98,0,1,0,444,1,347,850,1631,1238,353,2481
CobbPowder Springs 1A,513,1,183,1,0,37,0,176,1,0,1,44,0,1,0,202,0,212,1639,928,674,698,2567
CobbPowder Springs 2A,488,2,131,2,0,18,0,72,1,1,0,7,0,1,0,53,0,114,1456,415,267,623,1871
CobbPowder Springs 3A,465,4,166,1,2,26,3,86,0,1,1,18,0,2,0,101,0,186,1450,624,426,636,2074
CobbPowers Ferry 01,204,1,202,0,8,49,1,191,0,1,0,51,0,4,0,294,0,260,965,1102,859,407,2067
CobbRiverside 01,269,0,73,0,0,3,0,19,0,0,0,1,0,0,0,8,0,24,910,85,55,342,995
CobbRocky Mountain 01,185,1,140,0,5,40,2,229,2,0,2,64,0,1,0,347,0,311,854,1383,1003,326,2237
