,county,precinct,office,district,candidate,party,election_day,early_voting,provisional,votes
1680,Yavapai,227,STATE REP - DIST. 6,,WRITE-IN 250,,12,1,0,13
1681,Yavapai,227,CORPORATION COMMISSIONER,,"BURNS, ROBERT BOB""""",REP,1521,325,3,1849
1682,Yavapai,227,CORPORATION COMMISSIONER,,"DUNN, BOYD",REP,1110,275,2,1387
1683,Yavapai,227,CORPORATION COMMISSIONER,,"TOBIN, ANDY",REP,1211,300,4,1515
1684,Yavapai,227,CORPORATION COMMISSIONER,,"CHABIN, TOM",DEM,2168,377,1,2546
1685,Yavapai,227,CORPORATION COMMISSIONER,,"MUNDELL, WILLIAM BILL""""",DEM,2164,364,2,2530
1686,Yavapai,227,CORPORATION COMMISSIONER,,WRITE-IN 134,,17,2,0,19
1687,Yavapai,227,BOARD OF SUPERVISORS - DIST. 3,,"GARRISON, RANDALL RANDY""""",REP,1854,454,4,2312
1688,Yavapai,227,BOARD OF SUPERVISORS - DIST. 3,,WRITE-IN 214,,40,9,1,50
1689,Yavapai,227,COUNTY ASSESSOR,,"SIMMONS, JUDD",REP,1752,441,3,2196
1690,Yavapai,227,COUNTY ASSESSOR,,WRITE-IN 135,,47,7,1,55
1691,Yavapai,227,COUNTY ATTORNEY,,"POLK, SHEILA",REP,1827,449,3,2279
1692,Yavapai,227,COUNTY ATTORNEY,,WRITE-IN 136,,38,13,1,52
1693,Yavapai,227,COUNTY RECORDER,,"HOFFMAN, LESLIE M",REP,1792,440,3,2235
1694,Yavapai,227,COUNTY RECORDER,,WRITE-IN 137,,29,8,1,38
1695,Yavapai,227,COUNTY SCHOOL SUPERINTENDENT,,"CARTER, TIM",REP,1740,434,4,2178
1696,Yavapai,227,COUNTY SCHOOL SUPERINTENDENT,,WRITE-IN 138,,33,7,1,41
1697,Yavapai,227,COUNTY SHERIFF,,"MASCHER, SCOTT",REP,1774,451,3,2228
1698,Yavapai,227,COUNTY SHERIFF,,WRITE-IN 143,,31,7,1,39
1699,Yavapai,227,COUNTY TREASURER,,"JACOBS, ROSS",REP,1854,451,3,2308
1700,Yavapai,227,COUNTY TREASURER,,WRITE-IN 199,,26,4,1,31
1701,Yavapai,227,CONSTABLE - VERDE VALLEY - 2-YEAR TERM,,"FANNING, JODY",REP,1826,453,3,2282
1702,Yavapai,227,CONSTABLE - VERDE VALLEY - 2-YEAR TERM,,WRITE-IN 334,,35,8,1,44
1703,Yavapai,227,JUDGE OF SUPERIOR COURT - DIV. 4,,"TREBESCH, PATRICIA",,1907,415,3,2325
1704,Yavapai,227,JUDGE OF SUPERIOR COURT - DIV. 4,,WRITE-IN 179,,21,7,1,29
1705,Yavapai,227,JUDGE OF SUPERIOR COURT - DIV. 7,,"BLUFF, MICHAEL",,1792,402,4,2198
1706,Yavapai,227,JUDGE OF SUPERIOR COURT - DIV. 7,,WRITE-IN 194,,19,6,1,26
1707,Yavapai,227,SEDONA-OAK CREEK JUSD #9,,"GARNELLO, LARRY",,1049,204,2,1255
1708,Yavapai,227,SEDONA-OAK CREEK JUSD #9,,"HAWLEY, RANDY",,1349,356,3,1708
1709,Yavapai,227,SEDONA-OAK CREEK JUSD #9,,"HERMEN, HEATHER",,1941,432,5,2378
1710,Yavapai,227,SEDONA-OAK CREEK JUSD #9,,"WISEMAN, KARL",,1320,265,1,1586
1711,Yavapai,227,SEDONA-OAK CREEK JUSD #9,,WRITE-IN 364,,30,9,1,40
1712,Yavapai,227,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,YES,,1852,424,3,2279
1713,Yavapai,227,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,NO,,462,105,4,571
1714,Yavapai,227,BROWN - JUDGE OF THE COURT OF APPEALS,,YES,,1798,377,3,2178
1715,Yavapai,227,BROWN - JUDGE OF THE COURT OF APPEALS,,NO,,427,123,3,553
1716,Yavapai,227,JONES - JUDGE OF THE COURT OF APPEALS,,YES,,1756,377,2,2135
1717,Yavapai,227,JONES - JUDGE OF THE COURT OF APPEALS,,NO,,428,114,4,546
1718,Yavapai,227,THOMPSON - JUDGE OF THE COURT OF APPEALS,,YES,,1718,383,2,2103
1719,Yavapai,227,THOMPSON - JUDGE OF THE COURT OF APPEALS,,NO,,455,110,4,569
1720,Yavapai,227,PROPOSITION 205,,YES,,2288,551,9,2848
1721,Yavapai,227,PROPOSITION 205,,NO,,1506,296,1,1803
1722,Yavapai,227,PROPOSITION 206,,YES,,2808,593,8,3409
1723,Yavapai,227,PROPOSITION 206,,NO,,975,253,2,1230
1724,Yavapai,228,President,,TRUMP / PENCE,REP,1305,449,8,1762
1725,Yavapai,228,President,,CLINTON / KAINE,DEM,1798,403,4,2205
1726,Yavapai,228,President,,JOHNSON / WELD,LBT,80,21,0,101
1727,Yavapai,228,President,,STEIN / BARAKA,GRN,54,19,0,73
1728,Yavapai,228,President,,WRITE-IN 900,,55,12,0,67
1729,Yavapai,228,U.S. Senate,,"MCCAIN, JOHN",REP,1432,458,7,1897
1730,Yavapai,228,U.S. Senate,,"KIRKPATRICK, ANN",DEM,1659,375,4,2038
1731,Yavapai,228,U.S. Senate,,"SWING, GARY",GRN,111,50,1,162
1732,Yavapai,228,U.S. Senate,,WRITE-IN 133,,14,7,0,21
1733,Yavapai,228,U.S. REP IN CONGRESS - DIST. 1,,"BABEU, PAUL",REP,1097,360,5,1462
1734,Yavapai,228,U.S. REP IN CONGRESS - DIST. 1,,"O'HALLERAN, TOM",DEM,1867,447,3,2317
1735,Yavapai,228,U.S. REP IN CONGRESS - DIST. 1,,"PARRISH, RAY",GRN,138,63,2,203
1736,Yavapai,228,U.S. REP IN CONGRESS - DIST. 1,,WRITE-IN 229,,4,2,0,6
1737,Yavapai,228,STATE SENATOR - DIST. 6,,"ALLEN, SYLVIA TENNEY",REP,1241,425,4,1670
1738,Yavapai,228,STATE SENATOR - DIST. 6,,"BAGLEY, NIKKI CHECK",DEM,1809,423,5,2237
1739,Yavapai,228,STATE SENATOR - DIST. 6,,WRITE-IN 245,,2,0,0,2
1740,Yavapai,228,STATE REP - DIST. 6,,"BARTON, BRENDA",REP,1347,416,5,1768
1741,Yavapai,228,STATE REP - DIST. 6,,"THORPE, BOB",REP,1239,379,3,1621
1742,Yavapai,228,STATE REP - DIST. 6,,"MARTINEZ, ALEX",DEM,1711,396,4,2111
1743,Yavapai,228,STATE REP - DIST. 6,,WRITE-IN 250,,8,3,0,11
1744,Yavapai,228,CORPORATION COMMISSIONER,,"BURNS, ROBERT BOB""""",REP,1478,412,4,1894
1745,Yavapai,228,CORPORATION COMMISSIONER,,"DUNN, BOYD",REP,1048,335,4,1387
1746,Yavapai,228,CORPORATION COMMISSIONER,,"TOBIN, ANDY",REP,1199,383,5,1587
1747,Yavapai,228,CORPORATION COMMISSIONER,,"CHABIN, TOM",DEM,1663,379,1,2043
1748,Yavapai,228,CORPORATION COMMISSIONER,,"MUNDELL, WILLIAM BILL""""",DEM,1644,367,1,2012
1749,Yavapai,228,CORPORATION COMMISSIONER,,WRITE-IN 134,,11,2,0,13
1750,Yavapai,228,BOARD OF SUPERVISORS - DIST. 3,,"GARRISON, RANDALL RANDY""""",REP,1779,575,7,2361
1751,Yavapai,228,BOARD OF SUPERVISORS - DIST. 3,,WRITE-IN 214,,21,14,0,35
1752,Yavapai,228,COUNTY ASSESSOR,,"SIMMONS, JUDD",REP,1682,550,6,2238
1753,Yavapai,228,COUNTY ASSESSOR,,WRITE-IN 135,,21,8,0,29
1754,Yavapai,228,COUNTY ATTORNEY,,"POLK, SHEILA",REP,1718,550,6,2274
1755,Yavapai,228,COUNTY ATTORNEY,,WRITE-IN 136,,22,10,0,32
1756,Yavapai,228,COUNTY RECORDER,,"HOFFMAN, LESLIE M",REP,1716,552,7,2275
1757,Yavapai,228,COUNTY RECORDER,,WRITE-IN 137,,12,7,0,19
1758,Yavapai,228,COUNTY SCHOOL SUPERINTENDENT,,"CARTER, TIM",REP,1665,541,7,2213
1759,Yavapai,228,COUNTY SCHOOL SUPERINTENDENT,,WRITE-IN 138,,16,7,0,23
1760,Yavapai,228,COUNTY SHERIFF,,"MASCHER, SCOTT",REP,1717,556,7,2280
1761,Yavapai,228,COUNTY SHERIFF,,WRITE-IN 143,,12,4,0,16
1762,Yavapai,228,COUNTY TREASURER,,"JACOBS, ROSS",REP,1749,552,6,2307
1763,Yavapai,228,COUNTY TREASURER,,WRITE-IN 199,,10,5,0,15
1764,Yavapai,228,CONSTABLE - VERDE VALLEY - 2-YEAR TERM,,"FANNING, JODY",REP,1724,549,8,2281
1765,Yavapai,228,CONSTABLE - VERDE VALLEY - 2-YEAR TERM,,WRITE-IN 334,,10,5,0,15
1766,Yavapai,228,JUDGE OF SUPERIOR COURT - DIV. 4,,"TREBESCH, PATRICIA",,1762,539,6,2307
1767,Yavapai,228,JUDGE OF SUPERIOR COURT - DIV. 4,,WRITE-IN 179,,11,3,0,14
1768,Yavapai,228,JUDGE OF SUPERIOR COURT - DIV. 7,,"BLUFF, MICHAEL",,1704,514,4,2222
1769,Yavapai,228,JUDGE OF SUPERIOR COURT - DIV. 7,,WRITE-IN 194,,9,5,0,14
1770,Yavapai,228,SEDONA-OAK CREEK JUSD #9,,"GARNELLO, LARRY",,773,197,0,970
1771,Yavapai,228,SEDONA-OAK CREEK JUSD #9,,"HAWLEY, RANDY",,1542,433,3,1978
1772,Yavapai,228,SEDONA-OAK CREEK JUSD #9,,"HERMEN, HEATHER",,1887,564,8,2459
1773,Yavapai,228,SEDONA-OAK CREEK JUSD #9,,"WISEMAN, KARL",,1010,252,4,1266
1774,Yavapai,228,SEDONA-OAK CREEK JUSD #9,,WRITE-IN 364,,19,6,1,26
1775,Yavapai,228,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,YES,,1777,497,3,2277
1776,Yavapai,228,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,NO,,299,102,0,401
1777,Yavapai,228,BROWN - JUDGE OF THE COURT OF APPEALS,,YES,,1736,473,4,2213
1778,Yavapai,228,BROWN - JUDGE OF THE COURT OF APPEALS,,NO,,286,107,0,393
1779,Yavapai,228,JONES - JUDGE OF THE COURT OF APPEALS,,YES,,1682,468,4,2154
1780,Yavapai,228,JONES - JUDGE OF THE COURT OF APPEALS,,NO,,301,102,0,403
1781,Yavapai,228,THOMPSON - JUDGE OF THE COURT OF APPEALS,,YES,,1627,459,4,2090
1782,Yavapai,228,THOMPSON - JUDGE OF THE COURT OF APPEALS,,NO,,328,109,0,437
1783,Yavapai,228,RED ROCK ROAD EMD,,"CROSSLAND, ANN",,1084,305,4,1393
1784,Yavapai,228,RED ROCK ROAD EMD,,"EMMANUELLE, DEBRA",,967,274,3,1244
1785,Yavapai,228,RED ROCK ROAD EMD,,"GORDON, BARB",,1019,280,3,1302
1786,Yavapai,228,RED ROCK ROAD EMD,,"JOHNSON, JOANNE",,1101,336,2,1439
1787,Yavapai,228,RED ROCK ROAD EMD,,"MUMAW, MARK",,982,344,3,1329
1788,Yavapai,228,RED ROCK ROAD EMD,,"NORTON, DAVE",,1043,328,3,1374
1789,Yavapai,228,RED ROCK ROAD EMD,,WRITE-IN 356,,8,7,1,16
1790,Yavapai,228,PROPOSITION 205,,YES,,1610,488,9,2107
1791,Yavapai,228,PROPOSITION 205,,NO,,1547,403,4,1954
1792,Yavapai,228,PROPOSITION 206,,YES,,2186,560,12,2758
1793,Yavapai,228,PROPOSITION 206,,NO,,964,329,1,1294
1794,Yavapai,229,President,,TRUMP / PENCE,REP,2518,726,19,3263
1795,Yavapai,229,President,,CLINTON / KAINE,DEM,1806,386,17,2209
1796,Yavapai,229,President,,JOHNSON / WELD,LBT,166,61,0,227
1797,Yavapai,229,President,,STEIN / BARAKA,GRN,61,23,1,85
1798,Yavapai,229,President,,WRITE-IN 900,,82,25,0,107
1799,Yavapai,229,U.S. Senate,,"MCCAIN, JOHN",REP,2524,698,22,3244
1800,Yavapai,229,U.S. Senate,,"KIRKPATRICK, ANN",DEM,1687,389,12,2088
1801,Yavapai,229,U.S. Senate,,"SWING, GARY",GRN,309,106,1,416
1802,Yavapai,229,U.S. Senate,,WRITE-IN 133,,45,8,0,53
1803,Yavapai,229,U.S. REP IN CONGRESS - DIST. 4,,"GOSAR, PAUL",REP,2656,755,18,3429
1804,Yavapai,229,U.S. REP IN CONGRESS - DIST. 4,,"WEISSER, MIKEL",DEM,1660,373,15,2048
1805,Yavapai,229,U.S. REP IN CONGRESS - DIST. 4,,WRITE-IN 234,,13,1,0,14
1806,Yavapai,229,STATE SENATOR - DIST. 6,,"ALLEN, SYLVIA TENNEY",REP,2292,630,16,2938
1807,Yavapai,229,STATE SENATOR - DIST. 6,,"BAGLEY, NIKKI CHECK",DEM,2095,522,17,2634
1808,Yavapai,229,STATE SENATOR - DIST. 6,,WRITE-IN 245,,7,0,0,7
1809,Yavapai,229,STATE REP - DIST. 6,,"BARTON, BRENDA",REP,2342,592,12,2946
1810,Yavapai,229,STATE REP - DIST. 6,,"THORPE, BOB",REP,2353,618,12,2983
1811,Yavapai,229,STATE REP - DIST. 6,,"MARTINEZ, ALEX",DEM,1852,426,17,2295
1812,Yavapai,229,STATE REP - DIST. 6,,WRITE-IN 250,,14,3,0,17
1813,Yavapai,229,CORPORATION COMMISSIONER,,"BURNS, ROBERT BOB""""",REP,2445,637,14,3096
1814,Yavapai,229,CORPORATION COMMISSIONER,,"DUNN, BOYD",REP,1991,534,10,2535
1815,Yavapai,229,CORPORATION COMMISSIONER,,"TOBIN, ANDY",REP,2320,638,14,2972
1816,Yavapai,229,CORPORATION COMMISSIONER,,"CHABIN, TOM",DEM,1779,341,8,2128
1817,Yavapai,229,CORPORATION COMMISSIONER,,"MUNDELL, WILLIAM BILL""""",DEM,1807,369,8,2184
1818,Yavapai,229,CORPORATION COMMISSIONER,,WRITE-IN 134,,10,8,0,18
1819,Yavapai,229,BOARD OF SUPERVISORS - DIST. 3,,"GARRISON, RANDALL RANDY""""",REP,3229,926,27,4182
1820,Yavapai,229,BOARD OF SUPERVISORS - DIST. 3,,WRITE-IN 214,,56,18,0,74
1821,Yavapai,229,COUNTY ASSESSOR,,"SIMMONS, JUDD",REP,3024,882,25,3931
1822,Yavapai,229,COUNTY ASSESSOR,,WRITE-IN 135,,47,14,0,61
1823,Yavapai,229,COUNTY ATTORNEY,,"POLK, SHEILA",REP,3061,888,23,3972
1824,Yavapai,229,COUNTY ATTORNEY,,WRITE-IN 136,,33,17,0,50
1825,Yavapai,229,COUNTY RECORDER,,"HOFFMAN, LESLIE M",REP,3051,890,25,3966
1826,Yavapai,229,COUNTY RECORDER,,WRITE-IN 137,,15,8,0,23
1827,Yavapai,229,COUNTY SCHOOL SUPERINTENDENT,,"CARTER, TIM",REP,3028,881,26,3935
1828,Yavapai,229,COUNTY SCHOOL SUPERINTENDENT,,WRITE-IN 138,,21,8,0,29
1829,Yavapai,229,COUNTY SHERIFF,,"MASCHER, SCOTT",REP,3036,888,26,3950
1830,Yavapai,229,COUNTY SHERIFF,,WRITE-IN 143,,20,11,0,31
1831,Yavapai,229,COUNTY TREASURER,,"JACOBS, ROSS",REP,3118,883,24,4025
1832,Yavapai,229,COUNTY TREASURER,,WRITE-IN 199,,16,7,0,23
1833,Yavapai,229,CONSTABLE - VERDE VALLEY - 2-YEAR TERM,,"FANNING, JODY",REP,3153,915,26,4094
1834,Yavapai,229,CONSTABLE - VERDE VALLEY - 2-YEAR TERM,,WRITE-IN 334,,74,21,1,96
1835,Yavapai,229,JUDGE OF SUPERIOR COURT - DIV. 4,,"TREBESCH, PATRICIA",,2929,819,23,3771
1836,Yavapai,229,JUDGE OF SUPERIOR COURT - DIV. 4,,WRITE-IN 179,,16,8,0,24
1837,Yavapai,229,JUDGE OF SUPERIOR COURT - DIV. 7,,"BLUFF, MICHAEL",,3030,846,24,3900
1838,Yavapai,229,JUDGE OF SUPERIOR COURT - DIV. 7,,WRITE-IN 194,,17,9,0,26
1839,Yavapai,229,MINGUS UNION HSD #4,,"DRAKE, LORI",,1572,387,7,1966
1840,Yavapai,229,MINGUS UNION HSD #4,,"GRAY, DAVID B",,1290,347,10,1647
1841,Yavapai,229,MINGUS UNION HSD #4,,"JAUREGUI, JONATHAN P",,958,265,9,1232
1842,Yavapai,229,MINGUS UNION HSD #4,,"LOZANO, ANTHONY",,1627,510,17,2154
1843,Yavapai,229,MINGUS UNION HSD #4,,"WILLIAMS, ROBB",,1438,339,7,1784
1844,Yavapai,229,MINGUS UNION HSD #4,,"WORTH, MANDY",,1283,332,4,1619
1845,Yavapai,229,MINGUS UNION HSD #4,,WRITE-IN 362,,26,8,0,34
1846,Yavapai,229,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,YES,,2784,738,20,3542
1847,Yavapai,229,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,NO,,497,180,5,682
1848,Yavapai,229,BROWN - JUDGE OF THE COURT OF APPEALS,,YES,,2698,726,23,3447
1849,Yavapai,229,BROWN - JUDGE OF THE COURT OF APPEALS,,NO,,510,181,2,693
1850,Yavapai,229,JONES - JUDGE OF THE COURT OF APPEALS,,YES,,2701,721,23,3445
1851,Yavapai,229,JONES - JUDGE OF THE COURT OF APPEALS,,NO,,486,180,2,668
1852,Yavapai,229,THOMPSON - JUDGE OF THE COURT OF APPEALS,,YES,,2630,712,23,3365
1853,Yavapai,229,THOMPSON - JUDGE OF THE COURT OF APPEALS,,NO,,509,176,2,687
1854,Yavapai,229,COTTONWOOD MAYOR,,"ELINSKI, TIM",,1449,335,12,1796
1855,Yavapai,229,COTTONWOOD MAYOR,,"GRIGAITIS, HOLLY",,1316,347,6,1669
1856,Yavapai,229,COTTONWOOD MAYOR,,WRITE-IN 260,,21,4,0,25
1857,Yavapai,229,PROPOSITION 205,,YES,,1848,659,25,2532
1858,Yavapai,229,PROPOSITION 205,,NO,,2597,559,10,3166
1859,Yavapai,229,PROPOSITION 206,,YES,,2653,697,24,3374
1860,Yavapai,229,PROPOSITION 206,,NO,,1774,513,10,2297
1861,Yavapai,230,President,,TRUMP / PENCE,REP,2129,732,23,2884
1862,Yavapai,230,President,,CLINTON / KAINE,DEM,1527,380,7,1914
1863,Yavapai,230,President,,JOHNSON / WELD,LBT,150,61,1,212
1864,Yavapai,230,President,,STEIN / BARAKA,GRN,97,41,1,139
1865,Yavapai,230,President,,WRITE-IN 900,,75,28,2,105
1866,Yavapai,230,U.S. Senate,,"MCCAIN, JOHN",REP,2116,748,25,2889
1867,Yavapai,230,U.S. Senate,,"KIRKPATRICK, ANN",DEM,1480,352,7,1839
1868,Yavapai,230,U.S. Senate,,"SWING, GARY",GRN,287,98,2,387
1869,Yavapai,230,U.S. Senate,,WRITE-IN 133,,37,7,0,44
1870,Yavapai,230,U.S. REP IN CONGRESS - DIST. 4,,"GOSAR, PAUL",REP,2251,754,20,3025
1871,Yavapai,230,U.S. REP IN CONGRESS - DIST. 4,,"WEISSER, MIKEL",DEM,1483,386,10,1879
1872,Yavapai,230,U.S. REP IN CONGRESS - DIST. 4,,WRITE-IN 234,,8,3,0,11
1873,Yavapai,230,STATE SENATOR - DIST. 6,,"ALLEN, SYLVIA TENNEY",REP,1957,636,19,2612
1874,Yavapai,230,STATE SENATOR - DIST. 6,,"BAGLEY, NIKKI CHECK",DEM,1812,512,10,2334
1875,Yavapai,230,STATE SENATOR - DIST. 6,,WRITE-IN 245,,3,1,0,4
1876,Yavapai,230,STATE REP - DIST. 6,,"BARTON, BRENDA",REP,2010,561,11,2582
1877,Yavapai,230,STATE REP - DIST. 6,,"THORPE, BOB",REP,1938,586,15,2539
1878,Yavapai,230,STATE REP - DIST. 6,,"MARTINEZ, ALEX",DEM,1657,433,9,2099
1879,Yavapai,230,STATE REP - DIST. 6,,WRITE-IN 250,,13,4,0,17
1880,Yavapai,230,CORPORATION COMMISSIONER,,"BURNS, ROBERT BOB""""",REP,2048,604,11,2663
1881,Yavapai,230,CORPORATION COMMISSIONER,,"DUNN, BOYD",REP,1691,512,8,2211
1882,Yavapai,230,CORPORATION COMMISSIONER,,"TOBIN, ANDY",REP,1949,603,12,2564
1883,Yavapai,230,CORPORATION COMMISSIONER,,"CHABIN, TOM",DEM,1593,353,4,1950
1884,Yavapai,230,CORPORATION COMMISSIONER,,"MUNDELL, WILLIAM BILL""""",DEM,1583,378,5,1966
1885,Yavapai,230,CORPORATION COMMISSIONER,,WRITE-IN 134,,22,7,0,29
1886,Yavapai,230,BOARD OF SUPERVISORS - DIST. 3,,"GARRISON, RANDALL RANDY""""",REP,2769,889,26,3684
1887,Yavapai,230,BOARD OF SUPERVISORS - DIST. 3,,WRITE-IN 214,,45,9,0,54
1888,Yavapai,230,COUNTY ASSESSOR,,"SIMMONS, JUDD",REP,2563,842,26,3431
1889,Yavapai,230,COUNTY ASSESSOR,,WRITE-IN 135,,32,7,0,39
1890,Yavapai,230,COUNTY ATTORNEY,,"POLK, SHEILA",REP,2583,830,24,3437
1891,Yavapai,230,COUNTY ATTORNEY,,WRITE-IN 136,,40,17,1,58
1892,Yavapai,230,COUNTY RECORDER,,"HOFFMAN, LESLIE M",REP,2612,840,24,3476
1893,Yavapai,230,COUNTY RECORDER,,WRITE-IN 137,,20,7,0,27
1894,Yavapai,230,COUNTY SCHOOL SUPERINTENDENT,,"CARTER, TIM",REP,2584,834,26,3444
1895,Yavapai,230,COUNTY SCHOOL SUPERINTENDENT,,WRITE-IN 138,,18,8,0,26
1896,Yavapai,230,COUNTY SHERIFF,,"MASCHER, SCOTT",REP,2579,850,23,3452
1897,Yavapai,230,COUNTY SHERIFF,,WRITE-IN 143,,26,11,1,38
1898,Yavapai,230,COUNTY TREASURER,,"JACOBS, ROSS",REP,2652,848,24,3524
1899,Yavapai,230,COUNTY TREASURER,,WRITE-IN 199,,18,8,0,26
1900,Yavapai,230,CONSTABLE - VERDE VALLEY - 2-YEAR TERM,,"FANNING, JODY",REP,2666,861,27,3554
1901,Yavapai,230,CONSTABLE - VERDE VALLEY - 2-YEAR TERM,,WRITE-IN 334,,76,22,1,99
1902,Yavapai,230,JUDGE OF SUPERIOR COURT - DIV. 4,,"TREBESCH, PATRICIA",,2505,785,23,3313
1903,Yavapai,230,JUDGE OF SUPERIOR COURT - DIV. 4,,WRITE-IN 179,,22,8,0,30
1904,Yavapai,230,JUDGE OF SUPERIOR COURT - DIV. 7,,"BLUFF, MICHAEL",,2572,812,27,3411
1905,Yavapai,230,JUDGE OF SUPERIOR COURT - DIV. 7,,WRITE-IN 194,,28,12,0,40
1906,Yavapai,230,MINGUS UNION HSD #4,,"DRAKE, LORI",,1448,376,9,1833
1907,Yavapai,230,MINGUS UNION HSD #4,,"GRAY, DAVID B",,1057,355,10,1422
1908,Yavapai,230,MINGUS UNION HSD #4,,"JAUREGUI, JONATHAN P",,639,209,4,852
1909,Yavapai,230,MINGUS UNION HSD #4,,"LOZANO, ANTHONY",,1487,501,12,2000
1910,Yavapai,230,MINGUS UNION HSD #4,,"WILLIAMS, ROBB",,1239,332,10,1581
1911,Yavapai,230,MINGUS UNION HSD #4,,"WORTH, MANDY",,1023,247,1,1271
1912,Yavapai,230,MINGUS UNION HSD #4,,WRITE-IN 362,,29,9,0,38
1913,Yavapai,230,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,YES,,2331,726,17,3074
1914,Yavapai,230,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,NO,,502,154,4,660
1915,Yavapai,230,BROWN - JUDGE OF THE COURT OF APPEALS,,YES,,2278,700,16,2994
1916,Yavapai,230,BROWN - JUDGE OF THE COURT OF APPEALS,,NO,,514,156,6,676
1917,Yavapai,230,JONES - JUDGE OF THE COURT OF APPEALS,,YES,,2264,693,16,2973
1918,Yavapai,230,JONES - JUDGE OF THE COURT OF APPEALS,,NO,,494,157,5,656
1919,Yavapai,230,THOMPSON - JUDGE OF THE COURT OF APPEALS,,YES,,2242,693,15,2950
1920,Yavapai,230,THOMPSON - JUDGE OF THE COURT OF APPEALS,,NO,,499,157,6,662
1921,Yavapai,230,COTTONWOOD MAYOR,,"ELINSKI, TIM",,357,96,1,454
1922,Yavapai,230,COTTONWOOD MAYOR,,"GRIGAITIS, HOLLY",,193,46,1,240
1923,Yavapai,230,COTTONWOOD MAYOR,,WRITE-IN 260,,5,4,0,9
1924,Yavapai,230,PROPOSITION 205,,YES,,1784,690,25,2499
1925,Yavapai,230,PROPOSITION 205,,NO,,2072,533,10,2615
1926,Yavapai,230,PROPOSITION 206,,YES,,2309,667,17,2993
1927,Yavapai,230,PROPOSITION 206,,NO,,1528,541,18,2087
1928,Yavapai,231,President,,TRUMP / PENCE,REP,167,33,0,200
1929,Yavapai,231,President,,CLINTON / KAINE,DEM,68,18,0,86
1930,Yavapai,231,President,,JOHNSON / WELD,LBT,11,1,0,12
1931,Yavapai,231,President,,STEIN / BARAKA,GRN,3,2,0,5
1932,Yavapai,231,President,,WRITE-IN 900,,1,1,0,2
1933,Yavapai,231,U.S. Senate,,"MCCAIN, JOHN",REP,162,35,0,197
1934,Yavapai,231,U.S. Senate,,"KIRKPATRICK, ANN",DEM,70,13,0,83
1935,Yavapai,231,U.S. Senate,,"SWING, GARY",GRN,12,3,0,15
1936,Yavapai,231,U.S. Senate,,WRITE-IN 133,,2,0,0,2
1937,Yavapai,231,U.S. REP IN CONGRESS - DIST. 4,,"GOSAR, PAUL",REP,177,33,0,210
1938,Yavapai,231,U.S. REP IN CONGRESS - DIST. 4,,"WEISSER, MIKEL",DEM,63,16,0,79
1939,Yavapai,231,U.S. REP IN CONGRESS - DIST. 4,,WRITE-IN 234,,1,0,0,1
1940,Yavapai,231,STATE SENATOR - DIST. 1,,"FANN, KAREN",REP,175,35,0,210
1941,Yavapai,231,STATE SENATOR - DIST. 1,,WRITE-IN 235,,1,1,0,2
1942,Yavapai,231,STATE REP - DIST. 1,,"CAMPBELL, NOEL",REP,147,27,0,174
1943,Yavapai,231,STATE REP - DIST. 1,,"STRINGER, DAVID",REP,140,29,0,169
1944,Yavapai,231,STATE REP - DIST. 1,,"PIERSON, PETER",DEM,74,12,0,86
1945,Yavapai,231,STATE REP - DIST. 1,,"KNAUER, HARYAKSHA GREGOR",GRN,29,3,0,32
1946,Yavapai,231,STATE REP - DIST. 1,,WRITE-IN 240,,1,0,0,1
1947,Yavapai,231,CORPORATION COMMISSIONER,,"BURNS, ROBERT BOB""""",REP,159,28,0,187
1948,Yavapai,231,CORPORATION COMMISSIONER,,"DUNN, BOYD",REP,139,20,0,159
1949,Yavapai,231,CORPORATION COMMISSIONER,,"TOBIN, ANDY",REP,150,22,0,172
1950,Yavapai,231,CORPORATION COMMISSIONER,,"CHABIN, TOM",DEM,67,15,0,82
1951,Yavapai,231,CORPORATION COMMISSIONER,,"MUNDELL, WILLIAM BILL""""",DEM,75,16,0,91
1952,Yavapai,231,CORPORATION COMMISSIONER,,WRITE-IN 134,,0,0,0,0
1953,Yavapai,231,BOARD OF SUPERVISORS - DIST. 3,,"GARRISON, RANDALL RANDY""""",REP,190,34,0,224
1954,Yavapai,231,BOARD OF SUPERVISORS - DIST. 3,,WRITE-IN 214,,3,0,0,3
1955,Yavapai,231,COUNTY ASSESSOR,,"SIMMONS, JUDD",REP,173,32,0,205
1956,Yavapai,231,COUNTY ASSESSOR,,WRITE-IN 135,,3,0,0,3
1957,Yavapai,231,COUNTY ATTORNEY,,"POLK, SHEILA",REP,169,32,0,201
1958,Yavapai,231,COUNTY ATTORNEY,,WRITE-IN 136,,2,0,0,2
1959,Yavapai,231,COUNTY RECORDER,,"HOFFMAN, LESLIE M",REP,174,32,0,206
1960,Yavapai,231,COUNTY RECORDER,,WRITE-IN 137,,1,0,0,1
