,county,precinct,office,district,candidate,party,election_day,early_voting,provisional,votes
257,Yavapai,204,CENTRAL YAVAPAI FIRE DIST,,"WASOWICZ, JEFF",,328,65,2,395
258,Yavapai,204,CENTRAL YAVAPAI FIRE DIST,,"ZURCHER, MATT",,295,61,1,357
259,Yavapai,204,CENTRAL YAVAPAI FIRE DIST,,WRITE-IN 351,,8,2,1,11
260,Yavapai,204,PROPOSITION 205,,YES,,2052,468,14,2534
261,Yavapai,204,PROPOSITION 205,,NO,,2579,348,7,2934
262,Yavapai,204,PROPOSITION 206,,YES,,2664,471,13,3148
263,Yavapai,204,PROPOSITION 206,,NO,,1931,337,7,2275
264,Yavapai,205,President,,TRUMP / PENCE,REP,219,297,2,518
265,Yavapai,205,President,,CLINTON / KAINE,DEM,68,47,0,115
266,Yavapai,205,President,,JOHNSON / WELD,LBT,23,16,0,39
267,Yavapai,205,President,,STEIN / BARAKA,GRN,3,3,0,6
268,Yavapai,205,President,,WRITE-IN 900,,4,4,0,8
269,Yavapai,205,U.S. Senate,,"MCCAIN, JOHN",REP,223,271,3,497
270,Yavapai,205,U.S. Senate,,"KIRKPATRICK, ANN",DEM,54,48,0,102
271,Yavapai,205,U.S. Senate,,"SWING, GARY",GRN,27,31,0,58
272,Yavapai,205,U.S. Senate,,WRITE-IN 133,,12,3,0,15
273,Yavapai,205,U.S. REP IN CONGRESS - DIST. 4,,"GOSAR, PAUL",REP,251,297,3,551
274,Yavapai,205,U.S. REP IN CONGRESS - DIST. 4,,"WEISSER, MIKEL",DEM,51,43,0,94
275,Yavapai,205,U.S. REP IN CONGRESS - DIST. 4,,WRITE-IN 234,,0,1,0,1
276,Yavapai,205,STATE SENATOR - DIST. 1,,"FANN, KAREN",REP,261,306,3,570
277,Yavapai,205,STATE SENATOR - DIST. 1,,WRITE-IN 235,,3,1,0,4
278,Yavapai,205,STATE REP - DIST. 1,,"CAMPBELL, NOEL",REP,194,230,1,425
279,Yavapai,205,STATE REP - DIST. 1,,"STRINGER, DAVID",REP,188,207,2,397
280,Yavapai,205,STATE REP - DIST. 1,,"PIERSON, PETER",DEM,73,47,1,121
281,Yavapai,205,STATE REP - DIST. 1,,"KNAUER, HARYAKSHA GREGOR",GRN,25,24,0,49
282,Yavapai,205,STATE REP - DIST. 1,,WRITE-IN 240,,1,2,0,3
283,Yavapai,205,CORPORATION COMMISSIONER,,"BURNS, ROBERT BOB""""",REP,201,217,2,420
284,Yavapai,205,CORPORATION COMMISSIONER,,"DUNN, BOYD",REP,173,195,1,369
285,Yavapai,205,CORPORATION COMMISSIONER,,"TOBIN, ANDY",REP,186,213,3,402
286,Yavapai,205,CORPORATION COMMISSIONER,,"CHABIN, TOM",DEM,64,43,1,108
287,Yavapai,205,CORPORATION COMMISSIONER,,"MUNDELL, WILLIAM BILL""""",DEM,64,53,0,117
288,Yavapai,205,CORPORATION COMMISSIONER,,WRITE-IN 134,,1,3,0,4
289,Yavapai,205,BOARD OF SUPERVISORS - DIST. 1,,"SIMMONS, ROWLE",REP,259,294,3,556
290,Yavapai,205,BOARD OF SUPERVISORS - DIST. 1,,WRITE-IN 204,,2,1,0,3
291,Yavapai,205,COUNTY ASSESSOR,,"SIMMONS, JUDD",REP,253,288,3,544
292,Yavapai,205,COUNTY ASSESSOR,,WRITE-IN 135,,3,4,0,7
293,Yavapai,205,COUNTY ATTORNEY,,"POLK, SHEILA",REP,251,283,3,537
294,Yavapai,205,COUNTY ATTORNEY,,WRITE-IN 136,,2,4,0,6
295,Yavapai,205,COUNTY RECORDER,,"HOFFMAN, LESLIE M",REP,253,292,3,548
296,Yavapai,205,COUNTY RECORDER,,WRITE-IN 137,,1,1,0,2
297,Yavapai,205,COUNTY SCHOOL SUPERINTENDENT,,"CARTER, TIM",REP,250,293,3,546
298,Yavapai,205,COUNTY SCHOOL SUPERINTENDENT,,WRITE-IN 138,,2,1,0,3
299,Yavapai,205,COUNTY SHERIFF,,"MASCHER, SCOTT",REP,250,293,3,546
300,Yavapai,205,COUNTY SHERIFF,,WRITE-IN 143,,2,1,0,3
301,Yavapai,205,COUNTY TREASURER,,"JACOBS, ROSS",REP,251,293,3,547
302,Yavapai,205,COUNTY TREASURER,,WRITE-IN 199,,2,2,0,4
303,Yavapai,205,JUDGE OF SUPERIOR COURT - DIV. 4,,"TREBESCH, PATRICIA",,231,274,3,508
304,Yavapai,205,JUDGE OF SUPERIOR COURT - DIV. 4,,WRITE-IN 179,,0,1,0,1
305,Yavapai,205,JUDGE OF SUPERIOR COURT - DIV. 7,,"BLUFF, MICHAEL",,226,271,3,500
306,Yavapai,205,JUDGE OF SUPERIOR COURT - DIV. 7,,WRITE-IN 194,,1,1,0,2
307,Yavapai,205,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,YES,,201,231,2,434
308,Yavapai,205,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,NO,,53,58,1,112
309,Yavapai,205,BROWN - JUDGE OF THE COURT OF APPEALS,,YES,,193,238,2,433
310,Yavapai,205,BROWN - JUDGE OF THE COURT OF APPEALS,,NO,,58,49,1,108
311,Yavapai,205,JONES - JUDGE OF THE COURT OF APPEALS,,YES,,196,233,2,431
312,Yavapai,205,JONES - JUDGE OF THE COURT OF APPEALS,,NO,,53,54,1,108
313,Yavapai,205,THOMPSON - JUDGE OF THE COURT OF APPEALS,,YES,,199,236,1,436
314,Yavapai,205,THOMPSON - JUDGE OF THE COURT OF APPEALS,,NO,,51,49,2,102
315,Yavapai,205,PROPOSITION 205,,YES,,143,185,2,330
316,Yavapai,205,PROPOSITION 205,,NO,,159,162,1,322
317,Yavapai,205,PROPOSITION 206,,YES,,142,168,2,312
318,Yavapai,205,PROPOSITION 206,,NO,,160,175,1,336
319,Yavapai,205,BAGDAD USD #20 - QUESTION 1,,"YES, BUDGET OVERRIDE CONTINUATION",,206,236,1,443
320,Yavapai,205,BAGDAD USD #20 - QUESTION 1,,"NO, BUDGET OVERRIDE CONTINUATION",,88,94,2,184
321,Yavapai,205,BAGDAD USD #20 - QUESTION 2,,"YES, BUDGET OVERRIDE CONTINUATION",,206,242,2,450
322,Yavapai,205,BAGDAD USD #20 - QUESTION 2,,"NO, BUDGET OVERRIDE CONTINUATION",,88,87,1,176
323,Yavapai,205,SELIGMAN USD #40 - QUESTION,,"YES, BOND APPROVAL",,0,0,0,0
324,Yavapai,205,SELIGMAN USD #40 - QUESTION,,"NO, BOND APPROVAL",,0,0,0,0
325,Yavapai,206,President,,TRUMP / PENCE,REP,62,7,0,69
326,Yavapai,206,President,,CLINTON / KAINE,DEM,3,0,0,3
327,Yavapai,206,President,,JOHNSON / WELD,LBT,1,0,0,1
328,Yavapai,206,President,,STEIN / BARAKA,GRN,0,0,0,0
329,Yavapai,206,President,,WRITE-IN 900,,2,0,0,2
330,Yavapai,206,U.S. Senate,,"MCCAIN, JOHN",REP,51,3,0,54
331,Yavapai,206,U.S. Senate,,"KIRKPATRICK, ANN",DEM,2,0,0,2
332,Yavapai,206,U.S. Senate,,"SWING, GARY",GRN,7,0,0,7
333,Yavapai,206,U.S. Senate,,WRITE-IN 133,,0,0,0,0
334,Yavapai,206,U.S. REP IN CONGRESS - DIST. 4,,"GOSAR, PAUL",REP,59,5,0,64
335,Yavapai,206,U.S. REP IN CONGRESS - DIST. 4,,"WEISSER, MIKEL",DEM,3,0,0,3
336,Yavapai,206,U.S. REP IN CONGRESS - DIST. 4,,WRITE-IN 234,,0,0,0,0
337,Yavapai,206,STATE SENATOR - DIST. 1,,"FANN, KAREN",REP,55,3,0,58
338,Yavapai,206,STATE SENATOR - DIST. 1,,WRITE-IN 235,,0,0,0,0
339,Yavapai,206,STATE REP - DIST. 1,,"CAMPBELL, NOEL",REP,54,3,0,57
340,Yavapai,206,STATE REP - DIST. 1,,"STRINGER, DAVID",REP,58,3,0,61
341,Yavapai,206,STATE REP - DIST. 1,,"PIERSON, PETER",DEM,5,0,0,5
342,Yavapai,206,STATE REP - DIST. 1,,"KNAUER, HARYAKSHA GREGOR",GRN,1,0,0,1
343,Yavapai,206,STATE REP - DIST. 1,,WRITE-IN 240,,0,0,0,0
344,Yavapai,206,CORPORATION COMMISSIONER,,"BURNS, ROBERT BOB""""",REP,54,0,0,54
345,Yavapai,206,CORPORATION COMMISSIONER,,"DUNN, BOYD",REP,49,2,0,51
346,Yavapai,206,CORPORATION COMMISSIONER,,"TOBIN, ANDY",REP,54,0,0,54
347,Yavapai,206,CORPORATION COMMISSIONER,,"CHABIN, TOM",DEM,8,0,0,8
348,Yavapai,206,CORPORATION COMMISSIONER,,"MUNDELL, WILLIAM BILL""""",DEM,5,0,0,5
349,Yavapai,206,CORPORATION COMMISSIONER,,WRITE-IN 134,,0,0,0,0
350,Yavapai,206,BOARD OF SUPERVISORS - DIST. 1,,"SIMMONS, ROWLE",REP,50,3,0,53
351,Yavapai,206,BOARD OF SUPERVISORS - DIST. 1,,WRITE-IN 204,,0,0,0,0
352,Yavapai,206,COUNTY ASSESSOR,,"SIMMONS, JUDD",REP,51,3,0,54
353,Yavapai,206,COUNTY ASSESSOR,,WRITE-IN 135,,0,0,0,0
354,Yavapai,206,COUNTY ATTORNEY,,"POLK, SHEILA",REP,49,2,0,51
355,Yavapai,206,COUNTY ATTORNEY,,WRITE-IN 136,,1,0,0,1
356,Yavapai,206,COUNTY RECORDER,,"HOFFMAN, LESLIE M",REP,52,2,0,54
357,Yavapai,206,COUNTY RECORDER,,WRITE-IN 137,,0,0,0,0
358,Yavapai,206,COUNTY SCHOOL SUPERINTENDENT,,"CARTER, TIM",REP,46,3,0,49
359,Yavapai,206,COUNTY SCHOOL SUPERINTENDENT,,WRITE-IN 138,,1,0,0,1
360,Yavapai,206,COUNTY SHERIFF,,"MASCHER, SCOTT",REP,49,2,0,51
361,Yavapai,206,COUNTY SHERIFF,,WRITE-IN 143,,0,0,0,0
362,Yavapai,206,COUNTY TREASURER,,"JACOBS, ROSS",REP,53,2,0,55
363,Yavapai,206,COUNTY TREASURER,,WRITE-IN 199,,0,0,0,0
364,Yavapai,206,JUDGE OF SUPERIOR COURT - DIV. 4,,"TREBESCH, PATRICIA",,46,2,0,48
365,Yavapai,206,JUDGE OF SUPERIOR COURT - DIV. 4,,WRITE-IN 179,,0,0,0,0
366,Yavapai,206,JUDGE OF SUPERIOR COURT - DIV. 7,,"BLUFF, MICHAEL",,44,2,0,46
367,Yavapai,206,JUDGE OF SUPERIOR COURT - DIV. 7,,WRITE-IN 194,,2,0,0,2
368,Yavapai,206,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,YES,,40,2,0,42
369,Yavapai,206,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,NO,,7,1,0,8
370,Yavapai,206,BROWN - JUDGE OF THE COURT OF APPEALS,,YES,,41,2,0,43
371,Yavapai,206,BROWN - JUDGE OF THE COURT OF APPEALS,,NO,,8,0,0,8
372,Yavapai,206,JONES - JUDGE OF THE COURT OF APPEALS,,YES,,48,2,0,50
373,Yavapai,206,JONES - JUDGE OF THE COURT OF APPEALS,,NO,,7,0,0,7
374,Yavapai,206,THOMPSON - JUDGE OF THE COURT OF APPEALS,,YES,,40,2,0,42
375,Yavapai,206,THOMPSON - JUDGE OF THE COURT OF APPEALS,,NO,,7,0,0,7
376,Yavapai,206,PROPOSITION 205,,YES,,17,0,0,17
377,Yavapai,206,PROPOSITION 205,,NO,,49,7,0,56
378,Yavapai,206,PROPOSITION 206,,YES,,24,0,0,24
379,Yavapai,206,PROPOSITION 206,,NO,,42,7,0,49
380,Yavapai,207,President,,TRUMP / PENCE,REP,572,224,0,796
381,Yavapai,207,President,,CLINTON / KAINE,DEM,189,41,1,231
382,Yavapai,207,President,,JOHNSON / WELD,LBT,12,7,0,19
383,Yavapai,207,President,,STEIN / BARAKA,GRN,7,0,0,7
384,Yavapai,207,President,,WRITE-IN 900,,12,1,0,13
385,Yavapai,207,U.S. Senate,,"MCCAIN, JOHN",REP,499,186,0,685
386,Yavapai,207,U.S. Senate,,"KIRKPATRICK, ANN",DEM,197,52,1,250
387,Yavapai,207,U.S. Senate,,"SWING, GARY",GRN,66,24,0,90
388,Yavapai,207,U.S. Senate,,WRITE-IN 133,,11,3,0,14
389,Yavapai,207,U.S. REP IN CONGRESS - DIST. 4,,"GOSAR, PAUL",REP,567,212,0,779
390,Yavapai,207,U.S. REP IN CONGRESS - DIST. 4,,"WEISSER, MIKEL",DEM,184,47,1,232
391,Yavapai,207,U.S. REP IN CONGRESS - DIST. 4,,WRITE-IN 234,,1,0,0,1
392,Yavapai,207,STATE SENATOR - DIST. 1,,"FANN, KAREN",REP,590,226,1,817
393,Yavapai,207,STATE SENATOR - DIST. 1,,WRITE-IN 235,,3,0,0,3
394,Yavapai,207,STATE REP - DIST. 1,,"CAMPBELL, NOEL",REP,502,177,1,680
395,Yavapai,207,STATE REP - DIST. 1,,"STRINGER, DAVID",REP,483,172,0,655
396,Yavapai,207,STATE REP - DIST. 1,,"PIERSON, PETER",DEM,198,56,1,255
397,Yavapai,207,STATE REP - DIST. 1,,"KNAUER, HARYAKSHA GREGOR",GRN,68,11,0,79
398,Yavapai,207,STATE REP - DIST. 1,,WRITE-IN 240,,2,0,0,2
399,Yavapai,207,CORPORATION COMMISSIONER,,"BURNS, ROBERT BOB""""",REP,491,169,1,661
400,Yavapai,207,CORPORATION COMMISSIONER,,"DUNN, BOYD",REP,430,164,0,594
401,Yavapai,207,CORPORATION COMMISSIONER,,"TOBIN, ANDY",REP,473,169,1,643
402,Yavapai,207,CORPORATION COMMISSIONER,,"CHABIN, TOM",DEM,212,56,0,268
403,Yavapai,207,CORPORATION COMMISSIONER,,"MUNDELL, WILLIAM BILL""""",DEM,209,68,1,278
404,Yavapai,207,CORPORATION COMMISSIONER,,WRITE-IN 134,,0,0,0,0
405,Yavapai,207,BOARD OF SUPERVISORS - DIST. 1,,"SIMMONS, ROWLE",REP,563,213,1,777
406,Yavapai,207,BOARD OF SUPERVISORS - DIST. 1,,WRITE-IN 204,,7,2,0,9
407,Yavapai,207,COUNTY ASSESSOR,,"SIMMONS, JUDD",REP,555,216,1,772
408,Yavapai,207,COUNTY ASSESSOR,,WRITE-IN 135,,2,1,0,3
409,Yavapai,207,COUNTY ATTORNEY,,"POLK, SHEILA",REP,552,217,1,770
410,Yavapai,207,COUNTY ATTORNEY,,WRITE-IN 136,,4,0,0,4
411,Yavapai,207,COUNTY RECORDER,,"HOFFMAN, LESLIE M",REP,555,216,1,772
412,Yavapai,207,COUNTY RECORDER,,WRITE-IN 137,,1,0,0,1
413,Yavapai,207,COUNTY SCHOOL SUPERINTENDENT,,"CARTER, TIM",REP,549,212,1,762
414,Yavapai,207,COUNTY SCHOOL SUPERINTENDENT,,WRITE-IN 138,,3,0,0,3
415,Yavapai,207,COUNTY SHERIFF,,"MASCHER, SCOTT",REP,566,223,1,790
416,Yavapai,207,COUNTY SHERIFF,,WRITE-IN 143,,3,0,0,3
417,Yavapai,207,COUNTY TREASURER,,"JACOBS, ROSS",REP,575,220,1,796
418,Yavapai,207,COUNTY TREASURER,,WRITE-IN 199,,1,0,0,1
419,Yavapai,207,JUDGE OF SUPERIOR COURT - DIV. 4,,"TREBESCH, PATRICIA",,516,190,1,707
420,Yavapai,207,JUDGE OF SUPERIOR COURT - DIV. 4,,WRITE-IN 179,,3,0,0,3
421,Yavapai,207,JUDGE OF SUPERIOR COURT - DIV. 7,,"BLUFF, MICHAEL",,508,182,1,691
422,Yavapai,207,JUDGE OF SUPERIOR COURT - DIV. 7,,WRITE-IN 194,,3,0,0,3
423,Yavapai,207,CONGRESS ESD #17,,"BARKSDALE, BRIANNA",,398,130,1,529
424,Yavapai,207,CONGRESS ESD #17,,"DESHAZO, BRIAN",,180,87,0,267
425,Yavapai,207,CONGRESS ESD #17,,"GROGAN, J M",,144,57,0,201
426,Yavapai,207,CONGRESS ESD #17,,"MCGREW, KENT J",,276,84,1,361
427,Yavapai,207,CONGRESS ESD #17,,WRITE-IN 360,,3,0,0,3
428,Yavapai,207,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,YES,,491,164,1,656
429,Yavapai,207,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,NO,,88,45,0,133
430,Yavapai,207,BROWN - JUDGE OF THE COURT OF APPEALS,,YES,,475,166,1,642
431,Yavapai,207,BROWN - JUDGE OF THE COURT OF APPEALS,,NO,,85,39,0,124
432,Yavapai,207,JONES - JUDGE OF THE COURT OF APPEALS,,YES,,479,156,1,636
433,Yavapai,207,JONES - JUDGE OF THE COURT OF APPEALS,,NO,,81,46,0,127
434,Yavapai,207,THOMPSON - JUDGE OF THE COURT OF APPEALS,,YES,,469,160,1,630
435,Yavapai,207,THOMPSON - JUDGE OF THE COURT OF APPEALS,,NO,,89,43,0,132
436,Yavapai,207,PROPOSITION 205,,YES,,296,113,1,410
437,Yavapai,207,PROPOSITION 205,,NO,,470,151,0,621
438,Yavapai,207,PROPOSITION 206,,YES,,377,135,1,513
439,Yavapai,207,PROPOSITION 206,,NO,,386,127,0,513
440,Yavapai,208,President,,TRUMP / PENCE,REP,294,147,0,441
441,Yavapai,208,President,,CLINTON / KAINE,DEM,135,41,0,176
442,Yavapai,208,President,,JOHNSON / WELD,LBT,8,3,0,11
443,Yavapai,208,President,,STEIN / BARAKA,GRN,9,1,0,10
444,Yavapai,208,President,,WRITE-IN 900,,2,3,0,5
445,Yavapai,208,U.S. Senate,,"MCCAIN, JOHN",REP,232,130,0,362
446,Yavapai,208,U.S. Senate,,"KIRKPATRICK, ANN",DEM,152,48,0,200
447,Yavapai,208,U.S. Senate,,"SWING, GARY",GRN,43,12,0,55
448,Yavapai,208,U.S. Senate,,WRITE-IN 133,,4,2,0,6
449,Yavapai,208,U.S. REP IN CONGRESS - DIST. 4,,"GOSAR, PAUL",REP,282,148,0,430
450,Yavapai,208,U.S. REP IN CONGRESS - DIST. 4,,"WEISSER, MIKEL",DEM,137,42,0,179
451,Yavapai,208,U.S. REP IN CONGRESS - DIST. 4,,WRITE-IN 234,,1,0,0,1
452,Yavapai,208,STATE SENATOR - DIST. 1,,"FANN, KAREN",REP,317,155,0,472
453,Yavapai,208,STATE SENATOR - DIST. 1,,WRITE-IN 235,,2,1,0,3
454,Yavapai,208,STATE REP - DIST. 1,,"CAMPBELL, NOEL",REP,240,123,0,363
455,Yavapai,208,STATE REP - DIST. 1,,"STRINGER, DAVID",REP,245,105,0,350
456,Yavapai,208,STATE REP - DIST. 1,,"PIERSON, PETER",DEM,151,51,0,202
457,Yavapai,208,STATE REP - DIST. 1,,"KNAUER, HARYAKSHA GREGOR",GRN,47,23,0,70
458,Yavapai,208,STATE REP - DIST. 1,,WRITE-IN 240,,0,0,0,0
459,Yavapai,208,CORPORATION COMMISSIONER,,"BURNS, ROBERT BOB""""",REP,238,123,0,361
460,Yavapai,208,CORPORATION COMMISSIONER,,"DUNN, BOYD",REP,217,108,0,325
461,Yavapai,208,CORPORATION COMMISSIONER,,"TOBIN, ANDY",REP,255,123,0,378
462,Yavapai,208,CORPORATION COMMISSIONER,,"CHABIN, TOM",DEM,138,49,0,187
463,Yavapai,208,CORPORATION COMMISSIONER,,"MUNDELL, WILLIAM BILL""""",DEM,139,54,0,193
464,Yavapai,208,CORPORATION COMMISSIONER,,WRITE-IN 134,,1,1,0,2
465,Yavapai,208,BOARD OF SUPERVISORS - DIST. 1,,"SIMMONS, ROWLE",REP,306,166,0,472
466,Yavapai,208,BOARD OF SUPERVISORS - DIST. 1,,WRITE-IN 204,,4,2,0,6
467,Yavapai,208,COUNTY ASSESSOR,,"SIMMONS, JUDD",REP,294,156,0,450
468,Yavapai,208,COUNTY ASSESSOR,,WRITE-IN 135,,5,1,0,6
469,Yavapai,208,COUNTY ATTORNEY,,"POLK, SHEILA",REP,304,148,0,452
470,Yavapai,208,COUNTY ATTORNEY,,WRITE-IN 136,,5,1,0,6
471,Yavapai,208,COUNTY RECORDER,,"HOFFMAN, LESLIE M",REP,296,153,0,449
472,Yavapai,208,COUNTY RECORDER,,WRITE-IN 137,,2,1,0,3
473,Yavapai,208,COUNTY SCHOOL SUPERINTENDENT,,"CARTER, TIM",REP,299,154,0,453
474,Yavapai,208,COUNTY SCHOOL SUPERINTENDENT,,WRITE-IN 138,,5,1,0,6
475,Yavapai,208,COUNTY SHERIFF,,"MASCHER, SCOTT",REP,307,157,0,464
476,Yavapai,208,COUNTY SHERIFF,,WRITE-IN 143,,1,1,0,2
477,Yavapai,208,COUNTY TREASURER,,"JACOBS, ROSS",REP,314,159,0,473
478,Yavapai,208,COUNTY TREASURER,,WRITE-IN 199,,3,1,0,4
479,Yavapai,208,JUDGE OF SUPERIOR COURT - DIV. 4,,"TREBESCH, PATRICIA",,274,141,0,415
480,Yavapai,208,JUDGE OF SUPERIOR COURT - DIV. 4,,WRITE-IN 179,,3,1,0,4
481,Yavapai,208,JUDGE OF SUPERIOR COURT - DIV. 7,,"BLUFF, MICHAEL",,272,144,0,416
482,Yavapai,208,JUDGE OF SUPERIOR COURT - DIV. 7,,WRITE-IN 194,,3,1,0,4
483,Yavapai,208,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,YES,,243,122,0,365
484,Yavapai,208,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,NO,,70,36,0,106
485,Yavapai,208,BROWN - JUDGE OF THE COURT OF APPEALS,,YES,,236,121,0,357
486,Yavapai,208,BROWN - JUDGE OF THE COURT OF APPEALS,,NO,,74,32,0,106
487,Yavapai,208,JONES - JUDGE OF THE COURT OF APPEALS,,YES,,242,121,0,363
488,Yavapai,208,JONES - JUDGE OF THE COURT OF APPEALS,,NO,,69,33,0,102
489,Yavapai,208,THOMPSON - JUDGE OF THE COURT OF APPEALS,,YES,,238,117,0,355
490,Yavapai,208,THOMPSON - JUDGE OF THE COURT OF APPEALS,,NO,,70,35,0,105
491,Yavapai,208,PROPOSITION 205,,YES,,218,105,0,323
492,Yavapai,208,PROPOSITION 205,,NO,,209,79,0,288
493,Yavapai,208,PROPOSITION 206,,YES,,254,105,0,359
494,Yavapai,208,PROPOSITION 206,,NO,,168,78,0,246
495,Yavapai,208,YARNELL ESD #52 - QUESTION 1,,"YES, SALE, LEASE OR EXCHANGE OF REAL PROPERTY",,327,128,0,455
496,Yavapai,208,YARNELL ESD #52 - QUESTION 1,,"NO, SALE, LEASE OR EXCHANGE OF REAL PROPERTY",,76,38,0,114
497,Yavapai,209,President,,TRUMP / PENCE,REP,180,57,0,237
498,Yavapai,209,President,,CLINTON / KAINE,DEM,49,4,0,53
499,Yavapai,209,President,,JOHNSON / WELD,LBT,4,1,0,5
500,Yavapai,209,President,,STEIN / BARAKA,GRN,1,1,0,2
501,Yavapai,209,President,,WRITE-IN 900,,5,2,0,7
502,Yavapai,209,U.S. Senate,,"MCCAIN, JOHN",REP,157,45,0,202
503,Yavapai,209,U.S. Senate,,"KIRKPATRICK, ANN",DEM,51,8,0,59
504,Yavapai,209,U.S. Senate,,"SWING, GARY",GRN,14,8,0,22
505,Yavapai,209,U.S. Senate,,WRITE-IN 133,,10,0,0,10
506,Yavapai,209,U.S. REP IN CONGRESS - DIST. 4,,"GOSAR, PAUL",REP,181,53,0,234
507,Yavapai,209,U.S. REP IN CONGRESS - DIST. 4,,"WEISSER, MIKEL",DEM,36,9,0,45
508,Yavapai,209,U.S. REP IN CONGRESS - DIST. 4,,WRITE-IN 234,,0,0,0,0
509,Yavapai,209,STATE SENATOR - DIST. 1,,"FANN, KAREN",REP,173,57,0,230
510,Yavapai,209,STATE SENATOR - DIST. 1,,WRITE-IN 235,,0,0,0,0
511,Yavapai,209,STATE REP - DIST. 1,,"CAMPBELL, NOEL",REP,157,50,0,207
512,Yavapai,209,STATE REP - DIST. 1,,"STRINGER, DAVID",REP,145,47,0,192
513,Yavapai,209,STATE REP - DIST. 1,,"PIERSON, PETER",DEM,41,7,0,48
514,Yavapai,209,STATE REP - DIST. 1,,"KNAUER, HARYAKSHA GREGOR",GRN,10,2,0,12
515,Yavapai,209,STATE REP - DIST. 1,,WRITE-IN 240,,3,0,0,3
516,Yavapai,209,CORPORATION COMMISSIONER,,"BURNS, ROBERT BOB""""",REP,163,47,0,210
517,Yavapai,209,CORPORATION COMMISSIONER,,"DUNN, BOYD",REP,152,41,0,193
518,Yavapai,209,CORPORATION COMMISSIONER,,"TOBIN, ANDY",REP,145,49,0,194
519,Yavapai,209,CORPORATION COMMISSIONER,,"CHABIN, TOM",DEM,48,6,0,54
520,Yavapai,209,CORPORATION COMMISSIONER,,"MUNDELL, WILLIAM BILL""""",DEM,45,8,0,53
521,Yavapai,209,CORPORATION COMMISSIONER,,WRITE-IN 134,,0,0,0,0
522,Yavapai,209,BOARD OF SUPERVISORS - DIST. 1,,"SIMMONS, ROWLE",REP,167,51,0,218
523,Yavapai,209,BOARD OF SUPERVISORS - DIST. 1,,WRITE-IN 204,,1,0,0,1
524,Yavapai,209,COUNTY ASSESSOR,,"SIMMONS, JUDD",REP,164,49,0,213
525,Yavapai,209,COUNTY ASSESSOR,,WRITE-IN 135,,0,0,0,0
526,Yavapai,209,COUNTY ATTORNEY,,"POLK, SHEILA",REP,166,51,0,217
527,Yavapai,209,COUNTY ATTORNEY,,WRITE-IN 136,,0,0,0,0
528,Yavapai,209,COUNTY RECORDER,,"HOFFMAN, LESLIE M",REP,168,49,0,217
529,Yavapai,209,COUNTY RECORDER,,WRITE-IN 137,,0,0,0,0
530,Yavapai,209,COUNTY SCHOOL SUPERINTENDENT,,"CARTER, TIM",REP,164,50,0,214
531,Yavapai,209,COUNTY SCHOOL SUPERINTENDENT,,WRITE-IN 138,,0,1,0,1
532,Yavapai,209,COUNTY SHERIFF,,"MASCHER, SCOTT",REP,167,50,0,217
533,Yavapai,209,COUNTY SHERIFF,,WRITE-IN 143,,0,0,0,0
534,Yavapai,209,COUNTY TREASURER,,"JACOBS, ROSS",REP,168,49,0,217
535,Yavapai,209,COUNTY TREASURER,,WRITE-IN 199,,0,0,0,0
536,Yavapai,209,JUDGE OF SUPERIOR COURT - DIV. 4,,"TREBESCH, PATRICIA",,142,30,0,172
537,Yavapai,209,JUDGE OF SUPERIOR COURT - DIV. 4,,WRITE-IN 179,,1,0,0,1
538,Yavapai,209,JUDGE OF SUPERIOR COURT - DIV. 7,,"BLUFF, MICHAEL",,138,30,0,168
539,Yavapai,209,JUDGE OF SUPERIOR COURT - DIV. 7,,WRITE-IN 194,,1,0,0,1
540,Yavapai,209,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,YES,,139,32,0,171
541,Yavapai,209,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,NO,,20,5,0,25
542,Yavapai,209,BROWN - JUDGE OF THE COURT OF APPEALS,,YES,,127,33,0,160
543,Yavapai,209,BROWN - JUDGE OF THE COURT OF APPEALS,,NO,,22,3,0,25
544,Yavapai,209,JONES - JUDGE OF THE COURT OF APPEALS,,YES,,128,32,0,160
545,Yavapai,209,JONES - JUDGE OF THE COURT OF APPEALS,,NO,,20,4,0,24
546,Yavapai,209,THOMPSON - JUDGE OF THE COURT OF APPEALS,,YES,,125,30,0,155
547,Yavapai,209,THOMPSON - JUDGE OF THE COURT OF APPEALS,,NO,,21,6,0,27
548,Yavapai,209,PROPOSITION 205,,YES,,72,22,0,94
549,Yavapai,209,PROPOSITION 205,,NO,,160,41,0,201
550,Yavapai,209,PROPOSITION 206,,YES,,89,23,0,112
551,Yavapai,209,PROPOSITION 206,,NO,,138,38,0,176
552,Yavapai,209,WICKENBURG USD #9 - QUESTION,,"YES, BOND APPROVAL",,127,34,0,161
553,Yavapai,209,WICKENBURG USD #9 - QUESTION,,"NO, BOND APPROVAL",,96,28,0,124
