,contest,precinct_name,contest_id,office,choice,candidate,vote
1056,610,ST.,20,President - Rep,999999,Number of Precincts for Race,1
1057,610,ST.,20,President - Rep,999998,Number of Precincts Reporting,1
1058,610,ST.,20,President - Rep,999997,Registered Voters,757
1059,610,ST.,20,President - Rep,999996,Times Counted,447
1060,610,ST.,20,President - Rep,10,"Santorum, Rick",2
1061,610,ST.,20,President - Rep,20,"Cook, Tim",0
1062,610,ST.,20,President - Rep,30,"Paul, Rand",4
1063,610,ST.,20,President - Rep,40,"Rubio, Marco",14
1064,610,ST.,20,President - Rep,50,"Graham, Lindsey",0
1065,610,ST.,20,President - Rep,60,"Kasich, John R.",17
1066,610,ST.,20,President - Rep,70,"Bush, Jeb",8
1067,610,ST.,20,President - Rep,80,"Trump, Donald J.",175
1068,610,ST.,20,President - Rep,90,"Fiorina, Carly",0
1069,610,ST.,20,President - Rep,100,"Pataki, George E.",1
1070,610,ST.,20,President - Rep,110,"Cruz, Ted",218
1071,610,ST.,20,President - Rep,120,"Huckabee, Mike",0
1072,610,ST.,20,President - Rep,130,"Christie, Chris",1
1073,610,ST.,20,President - Rep,140,"Carson, Ben",7
1074,610,ST.,30,President - Gre,999999,Number of Precincts for Race,1
1075,610,ST.,30,President - Gre,999998,Number of Precincts Reporting,1
1076,610,ST.,30,President - Gre,999997,Registered Voters,3
1077,610,ST.,30,President - Gre,999996,Times Counted,2
1078,610,ST.,30,President - Gre,10,"Mesplay, Kent",1
1079,610,ST.,30,President - Gre,20,"Stein, Jill",1
1080,650,ST.,999999,Race Statistics,999999,Number of Precincts,1
1081,650,ST.,999999,Race Statistics,999998,Number of Precincts Reporting,1
1082,650,ST.,10,President - Dem,999999,Number of Precincts for Race,1
1083,650,ST.,10,President - Dem,999998,Number of Precincts Reporting,1
1084,650,ST.,10,President - Dem,999997,Registered Voters,1220
1085,650,ST.,10,President - Dem,999996,Times Counted,423
1086,650,ST.,10,President - Dem,10,"De La Fuente, Roque",5
1087,650,ST.,10,President - Dem,20,"Steinberg, Michael",4
1088,650,ST.,10,President - Dem,30,"Sanders, Bernie",143
1089,650,ST.,10,President - Dem,40,"O'Malley, Martin J.",2
1090,650,ST.,10,President - Dem,50,"Clinton, Hillary",267
1091,650,ST.,10,President - Dem,60,"Hewes, Henry",2
1092,650,ST.,20,President - Rep,999999,Number of Precincts for Race,1
1093,650,ST.,20,President - Rep,999998,Number of Precincts Reporting,1
1094,650,ST.,20,President - Rep,999997,Registered Voters,201
1095,650,ST.,20,President - Rep,999996,Times Counted,54
1096,650,ST.,20,President - Rep,10,"Santorum, Rick",0
1097,650,ST.,20,President - Rep,20,"Cook, Tim",1
1098,650,ST.,20,President - Rep,30,"Paul, Rand",2
1099,650,ST.,20,President - Rep,40,"Rubio, Marco",6
1100,650,ST.,20,President - Rep,50,"Graham, Lindsey",0
1101,650,ST.,20,President - Rep,60,"Kasich, John R.",1
1102,650,ST.,20,President - Rep,70,"Bush, Jeb",4
1103,650,ST.,20,President - Rep,80,"Trump, Donald J.",13
1104,650,ST.,20,President - Rep,90,"Fiorina, Carly",0
1105,650,ST.,20,President - Rep,100,"Pataki, George E.",0
1106,650,ST.,20,President - Rep,110,"Cruz, Ted",21
1107,650,ST.,20,President - Rep,120,"Huckabee, Mike",1
1108,650,ST.,20,President - Rep,130,"Christie, Chris",1
1109,650,ST.,20,President - Rep,140,"Carson, Ben",4
1110,650,ST.,30,President - Gre,999999,Number of Precincts for Race,1
1111,650,ST.,30,President - Gre,999998,Number of Precincts Reporting,1
1112,650,ST.,30,President - Gre,999997,Registered Voters,1
1113,650,ST.,30,President - Gre,999996,Times Counted,0
1114,650,ST.,30,President - Gre,10,"Mesplay, Kent",0
1115,650,ST.,30,President - Gre,20,"Stein, Jill",0
1116,670,SAWMILL,999999,Race Statistics,999999,Number of Precincts,1
1117,670,SAWMILL,999999,Race Statistics,999998,Number of Precincts Reporting,1
1118,670,SAWMILL,10,President - Dem,999999,Number of Precincts for Race,1
1119,670,SAWMILL,10,President - Dem,999998,Number of Precincts Reporting,1
1120,670,SAWMILL,10,President - Dem,999997,Registered Voters,528
1121,670,SAWMILL,10,President - Dem,999996,Times Counted,173
1122,670,SAWMILL,10,President - Dem,10,"De La Fuente, Roque",0
1123,670,SAWMILL,10,President - Dem,20,"Steinberg, Michael",6
1124,670,SAWMILL,10,President - Dem,30,"Sanders, Bernie",52
1125,670,SAWMILL,10,President - Dem,40,"O'Malley, Martin J.",1
1126,670,SAWMILL,10,President - Dem,50,"Clinton, Hillary",114
1127,670,SAWMILL,10,President - Dem,60,"Hewes, Henry",0
1128,670,SAWMILL,20,President - Rep,999999,Number of Precincts for Race,1
1129,670,SAWMILL,20,President - Rep,999998,Number of Precincts Reporting,1
1130,670,SAWMILL,20,President - Rep,999997,Registered Voters,59
1131,670,SAWMILL,20,President - Rep,999996,Times Counted,15
1132,670,SAWMILL,20,President - Rep,10,"Santorum, Rick",0
1133,670,SAWMILL,20,President - Rep,20,"Cook, Tim",0
1134,670,SAWMILL,20,President - Rep,30,"Paul, Rand",0
1135,670,SAWMILL,20,President - Rep,40,"Rubio, Marco",4
1136,670,SAWMILL,20,President - Rep,50,"Graham, Lindsey",0
1137,670,SAWMILL,20,President - Rep,60,"Kasich, John R.",0
1138,670,SAWMILL,20,President - Rep,70,"Bush, Jeb",2
1139,670,SAWMILL,20,President - Rep,80,"Trump, Donald J.",3
1140,670,SAWMILL,20,President - Rep,90,"Fiorina, Carly",1
1141,670,SAWMILL,20,President - Rep,100,"Pataki, George E.",0
1142,670,SAWMILL,20,President - Rep,110,"Cruz, Ted",3
1143,670,SAWMILL,20,President - Rep,120,"Huckabee, Mike",0
1144,670,SAWMILL,20,President - Rep,130,"Christie, Chris",0
1145,670,SAWMILL,20,President - Rep,140,"Carson, Ben",2
1146,670,SAWMILL,30,President - Gre,999999,Number of Precincts for Race,1
1147,670,SAWMILL,30,President - Gre,999998,Number of Precincts Reporting,1
1148,670,SAWMILL,30,President - Gre,999997,Registered Voters,0
1149,670,SAWMILL,30,President - Gre,999996,Times Counted,0
1150,670,SAWMILL,30,President - Gre,10,"Mesplay, Kent",0
1151,670,SAWMILL,30,President - Gre,20,"Stein, Jill",0
1152,700,SPRINGERVILLE,999999,Race Statistics,999999,Number of Precincts,1
1153,700,SPRINGERVILLE,999999,Race Statistics,999998,Number of Precincts Reporting,1
1154,700,SPRINGERVILLE,10,President - Dem,999999,Number of Precincts for Race,1
1155,700,SPRINGERVILLE,10,President - Dem,999998,Number of Precincts Reporting,1
1156,700,SPRINGERVILLE,10,President - Dem,999997,Registered Voters,410
1157,700,SPRINGERVILLE,10,President - Dem,999996,Times Counted,164
1158,700,SPRINGERVILLE,10,President - Dem,10,"De La Fuente, Roque",8
1159,700,SPRINGERVILLE,10,President - Dem,20,"Steinberg, Michael",5
1160,700,SPRINGERVILLE,10,President - Dem,30,"Sanders, Bernie",73
1161,700,SPRINGERVILLE,10,President - Dem,40,"O'Malley, Martin J.",8
1162,700,SPRINGERVILLE,10,President - Dem,50,"Clinton, Hillary",63
1163,700,SPRINGERVILLE,10,President - Dem,60,"Hewes, Henry",5
1164,700,SPRINGERVILLE,20,President - Rep,999999,Number of Precincts for Race,1
1165,700,SPRINGERVILLE,20,President - Rep,999998,Number of Precincts Reporting,1
1166,700,SPRINGERVILLE,20,President - Rep,999997,Registered Voters,689
1167,700,SPRINGERVILLE,20,President - Rep,999996,Times Counted,354
1168,700,SPRINGERVILLE,20,President - Rep,10,"Santorum, Rick",2
1169,700,SPRINGERVILLE,20,President - Rep,20,"Cook, Tim",0
1170,700,SPRINGERVILLE,20,President - Rep,30,"Paul, Rand",1
1171,700,SPRINGERVILLE,20,President - Rep,40,"Rubio, Marco",11
1172,700,SPRINGERVILLE,20,President - Rep,50,"Graham, Lindsey",0
1173,700,SPRINGERVILLE,20,President - Rep,60,"Kasich, John R.",17
1174,700,SPRINGERVILLE,20,President - Rep,70,"Bush, Jeb",3
1175,700,SPRINGERVILLE,20,President - Rep,80,"Trump, Donald J.",176
1176,700,SPRINGERVILLE,20,President - Rep,90,"Fiorina, Carly",0
1177,700,SPRINGERVILLE,20,President - Rep,100,"Pataki, George E.",0
1178,700,SPRINGERVILLE,20,President - Rep,110,"Cruz, Ted",135
1179,700,SPRINGERVILLE,20,President - Rep,120,"Huckabee, Mike",1
1180,700,SPRINGERVILLE,20,President - Rep,130,"Christie, Chris",0
1181,700,SPRINGERVILLE,20,President - Rep,140,"Carson, Ben",8
1182,700,SPRINGERVILLE,30,President - Gre,999999,Number of Precincts for Race,1
1183,700,SPRINGERVILLE,30,President - Gre,999998,Number of Precincts Reporting,1
1184,700,SPRINGERVILLE,30,President - Gre,999997,Registered Voters,0
1185,700,SPRINGERVILLE,30,President - Gre,999996,Times Counted,0
1186,700,SPRINGERVILLE,30,President - Gre,10,"Mesplay, Kent",0
1187,700,SPRINGERVILLE,30,President - Gre,20,"Stein, Jill",0
1188,740,STEAMBOAT,999999,Race Statistics,999999,Number of Precincts,1
1189,740,STEAMBOAT,999999,Race Statistics,999998,Number of Precincts Reporting,1
1190,740,STEAMBOAT,10,President - Dem,999999,Number of Precincts for Race,1
1191,740,STEAMBOAT,10,President - Dem,999998,Number of Precincts Reporting,1
1192,740,STEAMBOAT,10,President - Dem,999997,Registered Voters,955
1193,740,STEAMBOAT,10,President - Dem,999996,Times Counted,297
1194,740,STEAMBOAT,10,President - Dem,10,"De La Fuente, Roque",0
1195,740,STEAMBOAT,10,President - Dem,20,"Steinberg, Michael",4
1196,740,STEAMBOAT,10,President - Dem,30,"Sanders, Bernie",69
1197,740,STEAMBOAT,10,President - Dem,40,"O'Malley, Martin J.",2
1198,740,STEAMBOAT,10,President - Dem,50,"Clinton, Hillary",218
1199,740,STEAMBOAT,10,President - Dem,60,"Hewes, Henry",3
1200,740,STEAMBOAT,20,President - Rep,999999,Number of Precincts for Race,1
1201,740,STEAMBOAT,20,President - Rep,999998,Number of Precincts Reporting,1
1202,740,STEAMBOAT,20,President - Rep,999997,Registered Voters,72
1203,740,STEAMBOAT,20,President - Rep,999996,Times Counted,11
1204,740,STEAMBOAT,20,President - Rep,10,"Santorum, Rick",1
1205,740,STEAMBOAT,20,President - Rep,20,"Cook, Tim",0
1206,740,STEAMBOAT,20,President - Rep,30,"Paul, Rand",0
1207,740,STEAMBOAT,20,President - Rep,40,"Rubio, Marco",1
1208,740,STEAMBOAT,20,President - Rep,50,"Graham, Lindsey",0
1209,740,STEAMBOAT,20,President - Rep,60,"Kasich, John R.",0
1210,740,STEAMBOAT,20,President - Rep,70,"Bush, Jeb",0
1211,740,STEAMBOAT,20,President - Rep,80,"Trump, Donald J.",4
1212,740,STEAMBOAT,20,President - Rep,90,"Fiorina, Carly",0
1213,740,STEAMBOAT,20,President - Rep,100,"Pataki, George E.",0
1214,740,STEAMBOAT,20,President - Rep,110,"Cruz, Ted",4
1215,740,STEAMBOAT,20,President - Rep,120,"Huckabee, Mike",0
1216,740,STEAMBOAT,20,President - Rep,130,"Christie, Chris",0
1217,740,STEAMBOAT,20,President - Rep,140,"Carson, Ben",1
1218,740,STEAMBOAT,30,President - Gre,999999,Number of Precincts for Race,1
1219,740,STEAMBOAT,30,President - Gre,999998,Number of Precincts Reporting,1
1220,740,STEAMBOAT,30,President - Gre,999997,Registered Voters,0
1221,740,STEAMBOAT,30,President - Gre,999996,Times Counted,0
1222,740,STEAMBOAT,30,President - Gre,10,"Mesplay, Kent",0
1223,740,STEAMBOAT,30,President - Gre,20,"Stein, Jill",0
1224,760,SWEETWATER,999999,Race Statistics,999999,Number of Precincts,1
1225,760,SWEETWATER,999999,Race Statistics,999998,Number of Precincts Reporting,1
1226,760,SWEETWATER,10,President - Dem,999999,Number of Precincts for Race,1
1227,760,SWEETWATER,10,President - Dem,999998,Number of Precincts Reporting,1
1228,760,SWEETWATER,10,President - Dem,999997,Registered Voters,506
1229,760,SWEETWATER,10,President - Dem,999996,Times Counted,113
1230,760,SWEETWATER,10,President - Dem,10,"De La Fuente, Roque",0
1231,760,SWEETWATER,10,President - Dem,20,"Steinberg, Michael",4
1232,760,SWEETWATER,10,President - Dem,30,"Sanders, Bernie",37
1233,760,SWEETWATER,10,President - Dem,40,"O'Malley, Martin J.",2
1234,760,SWEETWATER,10,President - Dem,50,"Clinton, Hillary",70
1235,760,SWEETWATER,10,President - Dem,60,"Hewes, Henry",0
1236,760,SWEETWATER,20,President - Rep,999999,Number of Precincts for Race,1
1237,760,SWEETWATER,20,President - Rep,999998,Number of Precincts Reporting,1
1238,760,SWEETWATER,20,President - Rep,999997,Registered Voters,124
1239,760,SWEETWATER,20,President - Rep,999996,Times Counted,20
1240,760,SWEETWATER,20,President - Rep,10,"Santorum, Rick",0
1241,760,SWEETWATER,20,President - Rep,20,"Cook, Tim",1
1242,760,SWEETWATER,20,President - Rep,30,"Paul, Rand",0
1243,760,SWEETWATER,20,President - Rep,40,"Rubio, Marco",0
1244,760,SWEETWATER,20,President - Rep,50,"Graham, Lindsey",1
1245,760,SWEETWATER,20,President - Rep,60,"Kasich, John R.",1
1246,760,SWEETWATER,20,President - Rep,70,"Bush, Jeb",1
1247,760,SWEETWATER,20,President - Rep,80,"Trump, Donald J.",3
1248,760,SWEETWATER,20,President - Rep,90,"Fiorina, Carly",0
1249,760,SWEETWATER,20,President - Rep,100,"Pataki, George E.",0
1250,760,SWEETWATER,20,President - Rep,110,"Cruz, Ted",10
1251,760,SWEETWATER,20,President - Rep,120,"Huckabee, Mike",0
1252,760,SWEETWATER,20,President - Rep,130,"Christie, Chris",1
1253,760,SWEETWATER,20,President - Rep,140,"Carson, Ben",2
1254,760,SWEETWATER,30,President - Gre,999999,Number of Precincts for Race,1
1255,760,SWEETWATER,30,President - Gre,999998,Number of Precincts Reporting,1
1256,760,SWEETWATER,30,President - Gre,999997,Registered Voters,0
1257,760,SWEETWATER,30,President - Gre,999996,Times Counted,0
1258,760,SWEETWATER,30,President - Gre,10,"Mesplay, Kent",0
1259,760,SWEETWATER,30,President - Gre,20,"Stein, Jill",0
1260,780,TACHEE,999999,Race Statistics,999999,Number of Precincts,1
1261,780,TACHEE,999999,Race Statistics,999998,Number of Precincts Reporting,1
1262,780,TACHEE,10,President - Dem,999999,Number of Precincts for Race,1
1263,780,TACHEE,10,President - Dem,999998,Number of Precincts Reporting,1
1264,780,TACHEE,10,President - Dem,999997,Registered Voters,398
1265,780,TACHEE,10,President - Dem,999996,Times Counted,110
1266,780,TACHEE,10,President - Dem,10,"De La Fuente, Roque",1
1267,780,TACHEE,10,President - Dem,20,"Steinberg, Michael",2
1268,780,TACHEE,10,President - Dem,30,"Sanders, Bernie",32
1269,780,TACHEE,10,President - Dem,40,"O'Malley, Martin J.",1
1270,780,TACHEE,10,President - Dem,50,"Clinton, Hillary",71
1271,780,TACHEE,10,President - Dem,60,"Hewes, Henry",3
1272,780,TACHEE,20,President - Rep,999999,Number of Precincts for Race,1
1273,780,TACHEE,20,President - Rep,999998,Number of Precincts Reporting,1
1274,780,TACHEE,20,President - Rep,999997,Registered Voters,35
1275,780,TACHEE,20,President - Rep,999996,Times Counted,7
1276,780,TACHEE,20,President - Rep,10,"Santorum, Rick",0
1277,780,TACHEE,20,President - Rep,20,"Cook, Tim",1
1278,780,TACHEE,20,President - Rep,30,"Paul, Rand",0
1279,780,TACHEE,20,President - Rep,40,"Rubio, Marco",0
1280,780,TACHEE,20,President - Rep,50,"Graham, Lindsey",1
1281,780,TACHEE,20,President - Rep,60,"Kasich, John R.",0
1282,780,TACHEE,20,President - Rep,70,"Bush, Jeb",0
1283,780,TACHEE,20,President - Rep,80,"Trump, Donald J.",4
1284,780,TACHEE,20,President - Rep,90,"Fiorina, Carly",0
1285,780,TACHEE,20,President - Rep,100,"Pataki, George E.",0
1286,780,TACHEE,20,President - Rep,110,"Cruz, Ted",1
1287,780,TACHEE,20,President - Rep,120,"Huckabee, Mike",0
1288,780,TACHEE,20,President - Rep,130,"Christie, Chris",0
1289,780,TACHEE,20,President - Rep,140,"Carson, Ben",0
1290,780,TACHEE,30,President - Gre,999999,Number of Precincts for Race,1
1291,780,TACHEE,30,President - Gre,999998,Number of Precincts Reporting,1
1292,780,TACHEE,30,President - Gre,999997,Registered Voters,0
1293,780,TACHEE,30,President - Gre,999996,Times Counted,0
1294,780,TACHEE,30,President - Gre,10,"Mesplay, Kent",0
1295,780,TACHEE,30,President - Gre,20,"Stein, Jill",0
1296,800,TEEC,999999,Race Statistics,999999,Number of Precincts,1
1297,800,TEEC,999999,Race Statistics,999998,Number of Precincts Reporting,1
1298,800,TEEC,10,President - Dem,999999,Number of Precincts for Race,1
1299,800,TEEC,10,President - Dem,999998,Number of Precincts Reporting,1
1300,800,TEEC,10,President - Dem,999997,Registered Voters,570
1301,800,TEEC,10,President - Dem,999996,Times Counted,91
1302,800,TEEC,10,President - Dem,10,"De La Fuente, Roque",0
1303,800,TEEC,10,President - Dem,20,"Steinberg, Michael",1
1304,800,TEEC,10,President - Dem,30,"Sanders, Bernie",22
1305,800,TEEC,10,President - Dem,40,"O'Malley, Martin J.",2
1306,800,TEEC,10,President - Dem,50,"Clinton, Hillary",65
1307,800,TEEC,10,President - Dem,60,"Hewes, Henry",1
1308,800,TEEC,20,President - Rep,999999,Number of Precincts for Race,1
1309,800,TEEC,20,President - Rep,999998,Number of Precincts Reporting,1
1310,800,TEEC,20,President - Rep,999997,Registered Voters,110
1311,800,TEEC,20,President - Rep,999996,Times Counted,17
1312,800,TEEC,20,President - Rep,10,"Santorum, Rick",1
1313,800,TEEC,20,President - Rep,20,"Cook, Tim",0
1314,800,TEEC,20,President - Rep,30,"Paul, Rand",0
1315,800,TEEC,20,President - Rep,40,"Rubio, Marco",3
1316,800,TEEC,20,President - Rep,50,"Graham, Lindsey",1
1317,800,TEEC,20,President - Rep,60,"Kasich, John R.",3
1318,800,TEEC,20,President - Rep,70,"Bush, Jeb",0
1319,800,TEEC,20,President - Rep,80,"Trump, Donald J.",4
1320,800,TEEC,20,President - Rep,90,"Fiorina, Carly",0
1321,800,TEEC,20,President - Rep,100,"Pataki, George E.",0
1322,800,TEEC,20,President - Rep,110,"Cruz, Ted",5
1323,800,TEEC,20,President - Rep,120,"Huckabee, Mike",0
1324,800,TEEC,20,President - Rep,130,"Christie, Chris",0
1325,800,TEEC,20,President - Rep,140,"Carson, Ben",0
1326,800,TEEC,30,President - Gre,999999,Number of Precincts for Race,1
1327,800,TEEC,30,President - Gre,999998,Number of Precincts Reporting,1
1328,800,TEEC,30,President - Gre,999997,Registered Voters,0
1329,800,TEEC,30,President - Gre,999996,Times Counted,0
1330,800,TEEC,30,President - Gre,10,"Mesplay, Kent",0
1331,800,TEEC,30,President - Gre,20,"Stein, Jill",0
1332,820,VERNON,999999,Race Statistics,999999,Number of Precincts,1
1333,820,VERNON,999999,Race Statistics,999998,Number of Precincts Reporting,1
1334,820,VERNON,10,President - Dem,999999,Number of Precincts for Race,1
1335,820,VERNON,10,President - Dem,999998,Number of Precincts Reporting,1
1336,820,VERNON,10,President - Dem,999997,Registered Voters,217
1337,820,VERNON,10,President - Dem,999996,Times Counted,114
1338,820,VERNON,10,President - Dem,10,"De La Fuente, Roque",2
1339,820,VERNON,10,President - Dem,20,"Steinberg, Michael",0
1340,820,VERNON,10,President - Dem,30,"Sanders, Bernie",50
1341,820,VERNON,10,President - Dem,40,"O'Malley, Martin J.",2
1342,820,VERNON,10,President - Dem,50,"Clinton, Hillary",58
1343,820,VERNON,10,President - Dem,60,"Hewes, Henry",0
1344,820,VERNON,20,President - Rep,999999,Number of Precincts for Race,1
1345,820,VERNON,20,President - Rep,999998,Number of Precincts Reporting,1
1346,820,VERNON,20,President - Rep,999997,Registered Voters,638
1347,820,VERNON,20,President - Rep,999996,Times Counted,404
1348,820,VERNON,20,President - Rep,10,"Santorum, Rick",0
1349,820,VERNON,20,President - Rep,20,"Cook, Tim",0
1350,820,VERNON,20,President - Rep,30,"Paul, Rand",0
1351,820,VERNON,20,President - Rep,40,"Rubio, Marco",9
1352,820,VERNON,20,President - Rep,50,"Graham, Lindsey",0
1353,820,VERNON,20,President - Rep,60,"Kasich, John R.",21
1354,820,VERNON,20,President - Rep,70,"Bush, Jeb",2
1355,820,VERNON,20,President - Rep,80,"Trump, Donald J.",227
1356,820,VERNON,20,President - Rep,90,"Fiorina, Carly",1
1357,820,VERNON,20,President - Rep,100,"Pataki, George E.",1
1358,820,VERNON,20,President - Rep,110,"Cruz, Ted",135
1359,820,VERNON,20,President - Rep,120,"Huckabee, Mike",1
1360,820,VERNON,20,President - Rep,130,"Christie, Chris",0
1361,820,VERNON,20,President - Rep,140,"Carson, Ben",7
1362,820,VERNON,30,President - Gre,999999,Number of Precincts for Race,1
1363,820,VERNON,30,President - Gre,999998,Number of Precincts Reporting,1
1364,820,VERNON,30,President - Gre,999997,Registered Voters,1
1365,820,VERNON,30,President - Gre,999996,Times Counted,0
1366,820,VERNON,30,President - Gre,10,"Mesplay, Kent",0
1367,820,VERNON,30,President - Gre,20,"Stein, Jill",0
1368,840,WHEATFIELDS,999999,Race Statistics,999999,Number of Precincts,1
1369,840,WHEATFIELDS,999999,Race Statistics,999998,Number of Precincts Reporting,1
1370,840,WHEATFIELDS,10,President - Dem,999999,Number of Precincts for Race,1
1371,840,WHEATFIELDS,10,President - Dem,999998,Number of Precincts Reporting,1
1372,840,WHEATFIELDS,10,President - Dem,999997,Registered Voters,993
1373,840,WHEATFIELDS,10,President - Dem,999996,Times Counted,306
1374,840,WHEATFIELDS,10,President - Dem,10,"De La Fuente, Roque",3
1375,840,WHEATFIELDS,10,President - Dem,20,"Steinberg, Michael",5
1376,840,WHEATFIELDS,10,President - Dem,30,"Sanders, Bernie",62
1377,840,WHEATFIELDS,10,President - Dem,40,"O'Malley, Martin J.",6
1378,840,WHEATFIELDS,10,President - Dem,50,"Clinton, Hillary",226
1379,840,WHEATFIELDS,10,President - Dem,60,"Hewes, Henry",4
1380,840,WHEATFIELDS,20,President - Rep,999999,Number of Precincts for Race,1
1381,840,WHEATFIELDS,20,President - Rep,999998,Number of Precincts Reporting,1
1382,840,WHEATFIELDS,20,President - Rep,999997,Registered Voters,79
1383,840,WHEATFIELDS,20,President - Rep,999996,Times Counted,11
1384,840,WHEATFIELDS,20,President - Rep,10,"Santorum, Rick",0
1385,840,WHEATFIELDS,20,President - Rep,20,"Cook, Tim",0
1386,840,WHEATFIELDS,20,President - Rep,30,"Paul, Rand",0
1387,840,WHEATFIELDS,20,President - Rep,40,"Rubio, Marco",1
1388,840,WHEATFIELDS,20,President - Rep,50,"Graham, Lindsey",0
1389,840,WHEATFIELDS,20,President - Rep,60,"Kasich, John R.",2
1390,840,WHEATFIELDS,20,President - Rep,70,"Bush, Jeb",0
1391,840,WHEATFIELDS,20,President - Rep,80,"Trump, Donald J.",4
1392,840,WHEATFIELDS,20,President - Rep,90,"Fiorina, Carly",0
1393,840,WHEATFIELDS,20,President - Rep,100,"Pataki, George E.",0
1394,840,WHEATFIELDS,20,President - Rep,110,"Cruz, Ted",2
1395,840,WHEATFIELDS,20,President - Rep,120,"Huckabee, Mike",2
1396,840,WHEATFIELDS,20,President - Rep,130,"Christie, Chris",0
1397,840,WHEATFIELDS,20,President - Rep,140,"Carson, Ben",0
1398,840,WHEATFIELDS,30,President - Gre,999999,Number of Precincts for Race,1
1399,840,WHEATFIELDS,30,President - Gre,999998,Number of Precincts Reporting,1
1400,840,WHEATFIELDS,30,President - Gre,999997,Registered Voters,1
1401,840,WHEATFIELDS,30,President - Gre,999996,Times Counted,0
1402,840,WHEATFIELDS,30,President - Gre,10,"Mesplay, Kent",0
1403,840,WHEATFIELDS,30,President - Gre,20,"Stein, Jill",0
1404,860,WIDE,999999,Race Statistics,999999,Number of Precincts,1
1405,860,WIDE,999999,Race Statistics,999998,Number of Precincts Reporting,1
1406,860,WIDE,10,President - Dem,999999,Number of Precincts for Race,1
1407,860,WIDE,10,President - Dem,999998,Number of Precincts Reporting,1
1408,860,WIDE,10,President - Dem,999997,Registered Voters,530
1409,860,WIDE,10,President - Dem,999996,Times Counted,162
1410,860,WIDE,10,President - Dem,10,"De La Fuente, Roque",1
1411,860,WIDE,10,President - Dem,20,"Steinberg, Michael",4
1412,860,WIDE,10,President - Dem,30,"Sanders, Bernie",34
1413,860,WIDE,10,President - Dem,40,"O'Malley, Martin J.",1
1414,860,WIDE,10,President - Dem,50,"Clinton, Hillary",121
1415,860,WIDE,10,President - Dem,60,"Hewes, Henry",1
1416,860,WIDE,20,President - Rep,999999,Number of Precincts for Race,1
1417,860,WIDE,20,President - Rep,999998,Number of Precincts Reporting,1
1418,860,WIDE,20,President - Rep,999997,Registered Voters,51
1419,860,WIDE,20,President - Rep,999996,Times Counted,9
1420,860,WIDE,20,President - Rep,10,"Santorum, Rick",0
1421,860,WIDE,20,President - Rep,20,"Cook, Tim",0
1422,860,WIDE,20,President - Rep,30,"Paul, Rand",0
1423,860,WIDE,20,President - Rep,40,"Rubio, Marco",1
1424,860,WIDE,20,President - Rep,50,"Graham, Lindsey",0
1425,860,WIDE,20,President - Rep,60,"Kasich, John R.",1
1426,860,WIDE,20,President - Rep,70,"Bush, Jeb",0
1427,860,WIDE,20,President - Rep,80,"Trump, Donald J.",3
1428,860,WIDE,20,President - Rep,90,"Fiorina, Carly",0
1429,860,WIDE,20,President - Rep,100,"Pataki, George E.",0
1430,860,WIDE,20,President - Rep,110,"Cruz, Ted",2
1431,860,WIDE,20,President - Rep,120,"Huckabee, Mike",0
1432,860,WIDE,20,President - Rep,130,"Christie, Chris",0
1433,860,WIDE,20,President - Rep,140,"Carson, Ben",2
1434,860,WIDE,30,President - Gre,999999,Number of Precincts for Race,1
1435,860,WIDE,30,President - Gre,999998,Number of Precincts Reporting,1
1436,860,WIDE,30,President - Gre,999997,Registered Voters,0
1437,860,WIDE,30,President - Gre,999996,Times Counted,0
1438,860,WIDE,30,President - Gre,10,"Mesplay, Kent",0
1439,860,WIDE,30,President - Gre,20,"Stein, Jill",0
1440,880,WINDOW,999999,Race Statistics,999999,Number of Precincts,1
1441,880,WINDOW,999999,Race Statistics,999998,Number of Precincts Reporting,1
1442,880,WINDOW,10,President - Dem,999999,Number of Precincts for Race,1
1443,880,WINDOW,10,President - Dem,999998,Number of Precincts Reporting,1
1444,880,WINDOW,10,President - Dem,999997,Registered Voters,1079
1445,880,WINDOW,10,President - Dem,999996,Times Counted,360
1446,880,WINDOW,10,President - Dem,10,"De La Fuente, Roque",0
1447,880,WINDOW,10,President - Dem,20,"Steinberg, Michael",0
1448,880,WINDOW,10,President - Dem,30,"Sanders, Bernie",138
1449,880,WINDOW,10,President - Dem,40,"O'Malley, Martin J.",0
1450,880,WINDOW,10,President - Dem,50,"Clinton, Hillary",219
1451,880,WINDOW,10,President - Dem,60,"Hewes, Henry",1
1452,880,WINDOW,20,President - Rep,999999,Number of Precincts for Race,1
1453,880,WINDOW,20,President - Rep,999998,Number of Precincts Reporting,1
1454,880,WINDOW,20,President - Rep,999997,Registered Voters,220
1455,880,WINDOW,20,President - Rep,999996,Times Counted,54
1456,880,WINDOW,20,President - Rep,10,"Santorum, Rick",0
1457,880,WINDOW,20,President - Rep,20,"Cook, Tim",0
1458,880,WINDOW,20,President - Rep,30,"Paul, Rand",3
1459,880,WINDOW,20,President - Rep,40,"Rubio, Marco",2
1460,880,WINDOW,20,President - Rep,50,"Graham, Lindsey",0
1461,880,WINDOW,20,President - Rep,60,"Kasich, John R.",4
1462,880,WINDOW,20,President - Rep,70,"Bush, Jeb",3
1463,880,WINDOW,20,President - Rep,80,"Trump, Donald J.",16
1464,880,WINDOW,20,President - Rep,90,"Fiorina, Carly",0
