county,precinct,office,district,party,candidate,votes
DeKalb,MACEDONIA BAPT CHURCH #2,President,,REP,Jeb Bush,0
DeKalb,MACEDONIA BAPT CHURCH #2,President,,REP,John R. Kasich,1
DeKalb,MACEDONIA BAPT CHURCH #2,President,,REP,Lindsey Graham,0
DeKalb,MACEDONIA BAPT CHURCH #2,President,,REP,Marco Rubio,21
DeKalb,MACEDONIA BAPT CHURCH #2,President,,REP,Mike Huckabee,0
DeKalb,MACEDONIA BAPT CHURCH #2,President,,REP,Over Votes,0
DeKalb,MACEDONIA BAPT CHURCH #2,President,,REP,Rand Paul,0
DeKalb,MACEDONIA BAPT CHURCH #2,President,,REP,Rick Santorum,0
DeKalb,MACEDONIA BAPT CHURCH #2,President,,REP,Ted Cruz,13
DeKalb,MACEDONIA BAPT CHURCH #2,President,,REP,Uncommitted,0
DeKalb,MACEDONIA BAPT CHURCH #2,President,,REP,Under Votes,0
DeKalb,MACEDONIA BAPT CHURCH #2,U.S. House,4,REP,Over Votes,0
DeKalb,MACEDONIA BAPT CHURCH #2,U.S. House,4,REP,Phil Norris,13
DeKalb,MACEDONIA BAPT CHURCH #2,U.S. House,4,REP,Robert Aderholt,59
DeKalb,MACEDONIA BAPT CHURCH #2,U.S. House,4,REP,Under Votes,6
DeKalb,MACEDONIA BAPT CHURCH #2,U.S. Senate,,DEM,Charles Nana,3
DeKalb,MACEDONIA BAPT CHURCH #2,U.S. Senate,,DEM,Over Votes,0
DeKalb,MACEDONIA BAPT CHURCH #2,U.S. Senate,,DEM,Ron Crumpton,4
DeKalb,MACEDONIA BAPT CHURCH #2,U.S. Senate,,DEM,Under Votes,8
DeKalb,MACEDONIA BAPT CHURCH #2,U.S. Senate,,REP,John Martin,5
DeKalb,MACEDONIA BAPT CHURCH #2,U.S. Senate,,REP,Jonathan McConnell,29
DeKalb,MACEDONIA BAPT CHURCH #2,U.S. Senate,,REP,Marcus Bowman,0
DeKalb,MACEDONIA BAPT CHURCH #2,U.S. Senate,,REP,Over Votes,0
DeKalb,MACEDONIA BAPT CHURCH #2,U.S. Senate,,REP,Richard C. Shelby,36
DeKalb,MACEDONIA BAPT CHURCH #2,U.S. Senate,,REP,Shadrack McGill,4
DeKalb,MACEDONIA BAPT CHURCH #2,U.S. Senate,,REP,Under Votes,4
DeKalb,MCKESTES COMMUNITY CENTER,President,,DEM,Bernie Sanders,20
DeKalb,MCKESTES COMMUNITY CENTER,President,,DEM,Hillary Clinton,39
DeKalb,MCKESTES COMMUNITY CENTER,President,,DEM,Martin J. O'Malley,0
DeKalb,MCKESTES COMMUNITY CENTER,President,,DEM,Over Votes,0
DeKalb,MCKESTES COMMUNITY CENTER,President,,DEM,"Roque ""Rocky"" De La Fuente",1
DeKalb,MCKESTES COMMUNITY CENTER,President,,DEM,Uncommitted,3
DeKalb,MCKESTES COMMUNITY CENTER,President,,DEM,Under Votes,0
DeKalb,MCKESTES COMMUNITY CENTER,President,,REP,Ben Carson,23
DeKalb,MCKESTES COMMUNITY CENTER,President,,REP,Carly Fiorina,0
DeKalb,MCKESTES COMMUNITY CENTER,President,,REP,Chris Christie,0
DeKalb,MCKESTES COMMUNITY CENTER,President,,REP,Donald J. Trump,120
DeKalb,MCKESTES COMMUNITY CENTER,President,,REP,Jeb Bush,2
DeKalb,MCKESTES COMMUNITY CENTER,President,,REP,John R. Kasich,7
DeKalb,MCKESTES COMMUNITY CENTER,President,,REP,Lindsey Graham,0
DeKalb,MCKESTES COMMUNITY CENTER,President,,REP,Marco Rubio,34
DeKalb,MCKESTES COMMUNITY CENTER,President,,REP,Mike Huckabee,2
DeKalb,MCKESTES COMMUNITY CENTER,President,,REP,Over Votes,0
DeKalb,MCKESTES COMMUNITY CENTER,President,,REP,Rand Paul,2
DeKalb,MCKESTES COMMUNITY CENTER,President,,REP,Rick Santorum,0
DeKalb,MCKESTES COMMUNITY CENTER,President,,REP,Ted Cruz,49
DeKalb,MCKESTES COMMUNITY CENTER,President,,REP,Uncommitted,3
DeKalb,MCKESTES COMMUNITY CENTER,President,,REP,Under Votes,4
DeKalb,MCKESTES COMMUNITY CENTER,U.S. House,4,REP,Over Votes,0
DeKalb,MCKESTES COMMUNITY CENTER,U.S. House,4,REP,Phil Norris,49
DeKalb,MCKESTES COMMUNITY CENTER,U.S. House,4,REP,Robert Aderholt,170
DeKalb,MCKESTES COMMUNITY CENTER,U.S. House,4,REP,Under Votes,27
DeKalb,MCKESTES COMMUNITY CENTER,U.S. Senate,,DEM,Charles Nana,14
DeKalb,MCKESTES COMMUNITY CENTER,U.S. Senate,,DEM,Over Votes,0
DeKalb,MCKESTES COMMUNITY CENTER,U.S. Senate,,DEM,Ron Crumpton,34
DeKalb,MCKESTES COMMUNITY CENTER,U.S. Senate,,DEM,Under Votes,15
DeKalb,MCKESTES COMMUNITY CENTER,U.S. Senate,,REP,John Martin,7
DeKalb,MCKESTES COMMUNITY CENTER,U.S. Senate,,REP,Jonathan McConnell,64
DeKalb,MCKESTES COMMUNITY CENTER,U.S. Senate,,REP,Marcus Bowman,4
DeKalb,MCKESTES COMMUNITY CENTER,U.S. Senate,,REP,Over Votes,0
DeKalb,MCKESTES COMMUNITY CENTER,U.S. Senate,,REP,Richard C. Shelby,139
DeKalb,MCKESTES COMMUNITY CENTER,U.S. Senate,,REP,Shadrack McGill,17
DeKalb,MCKESTES COMMUNITY CENTER,U.S. Senate,,REP,Under Votes,15
DeKalb,MENTONE TOWN HALL,President,,DEM,Bernie Sanders,44
DeKalb,MENTONE TOWN HALL,President,,DEM,Hillary Clinton,61
DeKalb,MENTONE TOWN HALL,President,,DEM,Martin J. O'Malley,2
DeKalb,MENTONE TOWN HALL,President,,DEM,Over Votes,0
DeKalb,MENTONE TOWN HALL,President,,DEM,"Roque ""Rocky"" De La Fuente",0
DeKalb,MENTONE TOWN HALL,President,,DEM,Uncommitted,4
DeKalb,MENTONE TOWN HALL,President,,DEM,Under Votes,0
DeKalb,MENTONE TOWN HALL,President,,REP,Ben Carson,47
DeKalb,MENTONE TOWN HALL,President,,REP,Carly Fiorina,1
DeKalb,MENTONE TOWN HALL,President,,REP,Chris Christie,0
DeKalb,MENTONE TOWN HALL,President,,REP,Donald J. Trump,200
DeKalb,MENTONE TOWN HALL,President,,REP,Jeb Bush,1
DeKalb,MENTONE TOWN HALL,President,,REP,John R. Kasich,20
DeKalb,MENTONE TOWN HALL,President,,REP,Lindsey Graham,0
DeKalb,MENTONE TOWN HALL,President,,REP,Marco Rubio,82
DeKalb,MENTONE TOWN HALL,President,,REP,Mike Huckabee,1
DeKalb,MENTONE TOWN HALL,President,,REP,Over Votes,0
DeKalb,MENTONE TOWN HALL,President,,REP,Rand Paul,0
DeKalb,MENTONE TOWN HALL,President,,REP,Rick Santorum,0
DeKalb,MENTONE TOWN HALL,President,,REP,Ted Cruz,67
DeKalb,MENTONE TOWN HALL,President,,REP,Uncommitted,4
DeKalb,MENTONE TOWN HALL,President,,REP,Under Votes,0
DeKalb,MENTONE TOWN HALL,U.S. House,4,REP,Over Votes,0
DeKalb,MENTONE TOWN HALL,U.S. House,4,REP,Phil Norris,121
DeKalb,MENTONE TOWN HALL,U.S. House,4,REP,Robert Aderholt,240
DeKalb,MENTONE TOWN HALL,U.S. House,4,REP,Under Votes,62
DeKalb,MENTONE TOWN HALL,U.S. Senate,,DEM,Charles Nana,27
DeKalb,MENTONE TOWN HALL,U.S. Senate,,DEM,Over Votes,0
DeKalb,MENTONE TOWN HALL,U.S. Senate,,DEM,Ron Crumpton,51
DeKalb,MENTONE TOWN HALL,U.S. Senate,,DEM,Under Votes,33
DeKalb,MENTONE TOWN HALL,U.S. Senate,,REP,John Martin,10
DeKalb,MENTONE TOWN HALL,U.S. Senate,,REP,Jonathan McConnell,110
DeKalb,MENTONE TOWN HALL,U.S. Senate,,REP,Marcus Bowman,8
DeKalb,MENTONE TOWN HALL,U.S. Senate,,REP,Over Votes,0
DeKalb,MENTONE TOWN HALL,U.S. Senate,,REP,Richard C. Shelby,205
DeKalb,MENTONE TOWN HALL,U.S. Senate,,REP,Shadrack McGill,45
DeKalb,MENTONE TOWN HALL,U.S. Senate,,REP,Under Votes,45
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,President,,DEM,Bernie Sanders,9
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,President,,DEM,Hillary Clinton,20
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,President,,DEM,Martin J. O'Malley,0
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,President,,DEM,Over Votes,0
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,President,,DEM,"Roque ""Rocky"" De La Fuente",0
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,President,,DEM,Uncommitted,0
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,President,,DEM,Under Votes,1
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,President,,REP,Ben Carson,12
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,President,,REP,Carly Fiorina,0
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,President,,REP,Chris Christie,0
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,President,,REP,Donald J. Trump,78
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,President,,REP,Jeb Bush,0
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,President,,REP,John R. Kasich,1
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,President,,REP,Lindsey Graham,0
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,President,,REP,Marco Rubio,35
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,President,,REP,Mike Huckabee,0
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,President,,REP,Over Votes,0
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,President,,REP,Rand Paul,0
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,President,,REP,Rick Santorum,0
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,President,,REP,Ted Cruz,27
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,President,,REP,Uncommitted,0
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,President,,REP,Under Votes,3
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,U.S. House,4,REP,Over Votes,0
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,U.S. House,4,REP,Phil Norris,32
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,U.S. House,4,REP,Robert Aderholt,114
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,U.S. House,4,REP,Under Votes,10
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,U.S. Senate,,DEM,Charles Nana,6
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,U.S. Senate,,DEM,Over Votes,0
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,U.S. Senate,,DEM,Ron Crumpton,15
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,U.S. Senate,,DEM,Under Votes,9
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,U.S. Senate,,REP,John Martin,2
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,U.S. Senate,,REP,Jonathan McConnell,55
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,U.S. Senate,,REP,Marcus Bowman,2
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,U.S. Senate,,REP,Over Votes,0
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,U.S. Senate,,REP,Richard C. Shelby,71
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,U.S. Senate,,REP,Shadrack McGill,14
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,U.S. Senate,,REP,Under Votes,12
DeKalb,PAYNE GAP CHURCH,President,,DEM,Bernie Sanders,10
DeKalb,PAYNE GAP CHURCH,President,,DEM,Hillary Clinton,3
DeKalb,PAYNE GAP CHURCH,President,,DEM,Martin J. O'Malley,1
DeKalb,PAYNE GAP CHURCH,President,,DEM,Over Votes,0
DeKalb,PAYNE GAP CHURCH,President,,DEM,"Roque ""Rocky"" De La Fuente",0
DeKalb,PAYNE GAP CHURCH,President,,DEM,Uncommitted,0
DeKalb,PAYNE GAP CHURCH,President,,DEM,Under Votes,0
DeKalb,PAYNE GAP CHURCH,President,,REP,Ben Carson,16
DeKalb,PAYNE GAP CHURCH,President,,REP,Carly Fiorina,1
DeKalb,PAYNE GAP CHURCH,President,,REP,Chris Christie,0
DeKalb,PAYNE GAP CHURCH,President,,REP,Donald J. Trump,112
DeKalb,PAYNE GAP CHURCH,President,,REP,Jeb Bush,0
DeKalb,PAYNE GAP CHURCH,President,,REP,John R. Kasich,3
DeKalb,PAYNE GAP CHURCH,President,,REP,Lindsey Graham,0
DeKalb,PAYNE GAP CHURCH,President,,REP,Marco Rubio,20
DeKalb,PAYNE GAP CHURCH,President,,REP,Mike Huckabee,0
DeKalb,PAYNE GAP CHURCH,President,,REP,Over Votes,0
DeKalb,PAYNE GAP CHURCH,President,,REP,Rand Paul,0
DeKalb,PAYNE GAP CHURCH,President,,REP,Rick Santorum,1
DeKalb,PAYNE GAP CHURCH,President,,REP,Ted Cruz,36
DeKalb,PAYNE GAP CHURCH,President,,REP,Uncommitted,4
DeKalb,PAYNE GAP CHURCH,President,,REP,Under Votes,2
DeKalb,PAYNE GAP CHURCH,U.S. House,4,REP,Over Votes,0
DeKalb,PAYNE GAP CHURCH,U.S. House,4,REP,Phil Norris,31
DeKalb,PAYNE GAP CHURCH,U.S. House,4,REP,Robert Aderholt,99
DeKalb,PAYNE GAP CHURCH,U.S. House,4,REP,Under Votes,65
DeKalb,PAYNE GAP CHURCH,U.S. Senate,,DEM,Charles Nana,4
DeKalb,PAYNE GAP CHURCH,U.S. Senate,,DEM,Over Votes,0
DeKalb,PAYNE GAP CHURCH,U.S. Senate,,DEM,Ron Crumpton,4
DeKalb,PAYNE GAP CHURCH,U.S. Senate,,DEM,Under Votes,6
DeKalb,PAYNE GAP CHURCH,U.S. Senate,,REP,John Martin,6
DeKalb,PAYNE GAP CHURCH,U.S. Senate,,REP,Jonathan McConnell,26
DeKalb,PAYNE GAP CHURCH,U.S. Senate,,REP,Marcus Bowman,3
DeKalb,PAYNE GAP CHURCH,U.S. Senate,,REP,Over Votes,0
DeKalb,PAYNE GAP CHURCH,U.S. Senate,,REP,Richard C. Shelby,94
DeKalb,PAYNE GAP CHURCH,U.S. Senate,,REP,Shadrack McGill,6
DeKalb,PAYNE GAP CHURCH,U.S. Senate,,REP,Under Votes,60
DeKalb,PEA RIDGE CHURCH,President,,DEM,Bernie Sanders,6
DeKalb,PEA RIDGE CHURCH,President,,DEM,Hillary Clinton,12
DeKalb,PEA RIDGE CHURCH,President,,DEM,Martin J. O'Malley,1
DeKalb,PEA RIDGE CHURCH,President,,DEM,Over Votes,0
DeKalb,PEA RIDGE CHURCH,President,,DEM,"Roque ""Rocky"" De La Fuente",1
DeKalb,PEA RIDGE CHURCH,President,,DEM,Uncommitted,2
DeKalb,PEA RIDGE CHURCH,President,,DEM,Under Votes,1
DeKalb,PEA RIDGE CHURCH,President,,REP,Ben Carson,21
DeKalb,PEA RIDGE CHURCH,President,,REP,Carly Fiorina,0
DeKalb,PEA RIDGE CHURCH,President,,REP,Chris Christie,0
DeKalb,PEA RIDGE CHURCH,President,,REP,Donald J. Trump,51
DeKalb,PEA RIDGE CHURCH,President,,REP,Jeb Bush,0
DeKalb,PEA RIDGE CHURCH,President,,REP,John R. Kasich,4
DeKalb,PEA RIDGE CHURCH,President,,REP,Lindsey Graham,0
DeKalb,PEA RIDGE CHURCH,President,,REP,Marco Rubio,29
DeKalb,PEA RIDGE CHURCH,President,,REP,Mike Huckabee,1
DeKalb,PEA RIDGE CHURCH,President,,REP,Over Votes,0
DeKalb,PEA RIDGE CHURCH,President,,REP,Rand Paul,1
DeKalb,PEA RIDGE CHURCH,President,,REP,Rick Santorum,0
DeKalb,PEA RIDGE CHURCH,President,,REP,Ted Cruz,29
DeKalb,PEA RIDGE CHURCH,President,,REP,Uncommitted,0
DeKalb,PEA RIDGE CHURCH,President,,REP,Under Votes,0
DeKalb,PEA RIDGE CHURCH,U.S. House,4,REP,Over Votes,0
DeKalb,PEA RIDGE CHURCH,U.S. House,4,REP,Phil Norris,27
DeKalb,PEA RIDGE CHURCH,U.S. House,4,REP,Robert Aderholt,85
DeKalb,PEA RIDGE CHURCH,U.S. House,4,REP,Under Votes,24
DeKalb,PEA RIDGE CHURCH,U.S. Senate,,DEM,Charles Nana,3
DeKalb,PEA RIDGE CHURCH,U.S. Senate,,DEM,Over Votes,0
DeKalb,PEA RIDGE CHURCH,U.S. Senate,,DEM,Ron Crumpton,11
DeKalb,PEA RIDGE CHURCH,U.S. Senate,,DEM,Under Votes,9
DeKalb,PEA RIDGE CHURCH,U.S. Senate,,REP,John Martin,4
DeKalb,PEA RIDGE CHURCH,U.S. Senate,,REP,Jonathan McConnell,30
DeKalb,PEA RIDGE CHURCH,U.S. Senate,,REP,Marcus Bowman,3
DeKalb,PEA RIDGE CHURCH,U.S. Senate,,REP,Over Votes,0
DeKalb,PEA RIDGE CHURCH,U.S. Senate,,REP,Richard C. Shelby,60
DeKalb,PEA RIDGE CHURCH,U.S. Senate,,REP,Shadrack McGill,21
DeKalb,PEA RIDGE CHURCH,U.S. Senate,,REP,Under Votes,18
DeKalb,PINE RIDGE COMM PCT 309,President,,DEM,Bernie Sanders,5
DeKalb,PINE RIDGE COMM PCT 309,President,,DEM,Hillary Clinton,3
DeKalb,PINE RIDGE COMM PCT 309,President,,DEM,Martin J. O'Malley,0
DeKalb,PINE RIDGE COMM PCT 309,President,,DEM,Over Votes,0
DeKalb,PINE RIDGE COMM PCT 309,President,,DEM,"Roque ""Rocky"" De La Fuente",0
DeKalb,PINE RIDGE COMM PCT 309,President,,DEM,Uncommitted,0
DeKalb,PINE RIDGE COMM PCT 309,President,,DEM,Under Votes,0
DeKalb,PINE RIDGE COMM PCT 309,President,,REP,Ben Carson,5
DeKalb,PINE RIDGE COMM PCT 309,President,,REP,Carly Fiorina,0
DeKalb,PINE RIDGE COMM PCT 309,President,,REP,Chris Christie,0
DeKalb,PINE RIDGE COMM PCT 309,President,,REP,Donald J. Trump,27
DeKalb,PINE RIDGE COMM PCT 309,President,,REP,Jeb Bush,0
DeKalb,PINE RIDGE COMM PCT 309,President,,REP,John R. Kasich,0
DeKalb,PINE RIDGE COMM PCT 309,President,,REP,Lindsey Graham,0
DeKalb,PINE RIDGE COMM PCT 309,President,,REP,Marco Rubio,19
DeKalb,PINE RIDGE COMM PCT 309,President,,REP,Mike Huckabee,1
DeKalb,PINE RIDGE COMM PCT 309,President,,REP,Over Votes,0
DeKalb,PINE RIDGE COMM PCT 309,President,,REP,Rand Paul,0
DeKalb,PINE RIDGE COMM PCT 309,President,,REP,Rick Santorum,0
DeKalb,PINE RIDGE COMM PCT 309,President,,REP,Ted Cruz,6
DeKalb,PINE RIDGE COMM PCT 309,President,,REP,Uncommitted,0
DeKalb,PINE RIDGE COMM PCT 309,President,,REP,Under Votes,0
DeKalb,PINE RIDGE COMM PCT 309,U.S. House,4,REP,Over Votes,0
DeKalb,PINE RIDGE COMM PCT 309,U.S. House,4,REP,Phil Norris,18
DeKalb,PINE RIDGE COMM PCT 309,U.S. House,4,REP,Robert Aderholt,37
DeKalb,PINE RIDGE COMM PCT 309,U.S. House,4,REP,Under Votes,3
DeKalb,PINE RIDGE COMM PCT 309,U.S. Senate,,DEM,Charles Nana,1
DeKalb,PINE RIDGE COMM PCT 309,U.S. Senate,,DEM,Over Votes,0
DeKalb,PINE RIDGE COMM PCT 309,U.S. Senate,,DEM,Ron Crumpton,6
DeKalb,PINE RIDGE COMM PCT 309,U.S. Senate,,DEM,Under Votes,1
DeKalb,PINE RIDGE COMM PCT 309,U.S. Senate,,REP,John Martin,0
DeKalb,PINE RIDGE COMM PCT 309,U.S. Senate,,REP,Jonathan McConnell,14
DeKalb,PINE RIDGE COMM PCT 309,U.S. Senate,,REP,Marcus Bowman,0
DeKalb,PINE RIDGE COMM PCT 309,U.S. Senate,,REP,Over Votes,0
DeKalb,PINE RIDGE COMM PCT 309,U.S. Senate,,REP,Richard C. Shelby,32
DeKalb,PINE RIDGE COMM PCT 309,U.S. Senate,,REP,Shadrack McGill,6
DeKalb,PINE RIDGE COMM PCT 309,U.S. Senate,,REP,Under Votes,6
DeKalb,PINE RIDGE COMM PCT 410,President,,DEM,Bernie Sanders,0
DeKalb,PINE RIDGE COMM PCT 410,President,,DEM,Hillary Clinton,3
DeKalb,PINE RIDGE COMM PCT 410,President,,DEM,Martin J. O'Malley,0
DeKalb,PINE RIDGE COMM PCT 410,President,,DEM,Over Votes,0
DeKalb,PINE RIDGE COMM PCT 410,President,,DEM,"Roque ""Rocky"" De La Fuente",0
DeKalb,PINE RIDGE COMM PCT 410,President,,DEM,Uncommitted,0
DeKalb,PINE RIDGE COMM PCT 410,President,,DEM,Under Votes,0
DeKalb,PINE RIDGE COMM PCT 410,President,,REP,Ben Carson,6
DeKalb,PINE RIDGE COMM PCT 410,President,,REP,Carly Fiorina,0
DeKalb,PINE RIDGE COMM PCT 410,President,,REP,Chris Christie,0
DeKalb,PINE RIDGE COMM PCT 410,President,,REP,Donald J. Trump,28
DeKalb,PINE RIDGE COMM PCT 410,President,,REP,Jeb Bush,1
DeKalb,PINE RIDGE COMM PCT 410,President,,REP,John R. Kasich,4
DeKalb,PINE RIDGE COMM PCT 410,President,,REP,Lindsey Graham,0
DeKalb,PINE RIDGE COMM PCT 410,President,,REP,Marco Rubio,9
DeKalb,PINE RIDGE COMM PCT 410,President,,REP,Mike Huckabee,0
DeKalb,PINE RIDGE COMM PCT 410,President,,REP,Over Votes,0
DeKalb,PINE RIDGE COMM PCT 410,President,,REP,Rand Paul,0
DeKalb,PINE RIDGE COMM PCT 410,President,,REP,Rick Santorum,0
DeKalb,PINE RIDGE COMM PCT 410,President,,REP,Ted Cruz,12
DeKalb,PINE RIDGE COMM PCT 410,President,,REP,Uncommitted,0
DeKalb,PINE RIDGE COMM PCT 410,President,,REP,Under Votes,2
DeKalb,PINE RIDGE COMM PCT 410,U.S. House,4,REP,Over Votes,0
DeKalb,PINE RIDGE COMM PCT 410,U.S. House,4,REP,Phil Norris,12
DeKalb,PINE RIDGE COMM PCT 410,U.S. House,4,REP,Robert Aderholt,37
DeKalb,PINE RIDGE COMM PCT 410,U.S. House,4,REP,Under Votes,13
DeKalb,PINE RIDGE COMM PCT 410,U.S. Senate,,DEM,Charles Nana,0
DeKalb,PINE RIDGE COMM PCT 410,U.S. Senate,,DEM,Over Votes,0
DeKalb,PINE RIDGE COMM PCT 410,U.S. Senate,,DEM,Ron Crumpton,1
DeKalb,PINE RIDGE COMM PCT 410,U.S. Senate,,DEM,Under Votes,2
DeKalb,PINE RIDGE COMM PCT 410,U.S. Senate,,REP,John Martin,4
DeKalb,PINE RIDGE COMM PCT 410,U.S. Senate,,REP,Jonathan McConnell,13
DeKalb,PINE RIDGE COMM PCT 410,U.S. Senate,,REP,Marcus Bowman,0
DeKalb,PINE RIDGE COMM PCT 410,U.S. Senate,,REP,Over Votes,0
DeKalb,PINE RIDGE COMM PCT 410,U.S. Senate,,REP,Richard C. Shelby,29
DeKalb,PINE RIDGE COMM PCT 410,U.S. Senate,,REP,Shadrack McGill,7
DeKalb,PINE RIDGE COMM PCT 410,U.S. Senate,,REP,Under Votes,9
DeKalb,PLEASANT HILL COMMUNITY CENTER,President,,DEM,Bernie Sanders,15
DeKalb,PLEASANT HILL COMMUNITY CENTER,President,,DEM,Hillary Clinton,23
DeKalb,PLEASANT HILL COMMUNITY CENTER,President,,DEM,Martin J. O'Malley,0
DeKalb,PLEASANT HILL COMMUNITY CENTER,President,,DEM,Over Votes,0
DeKalb,PLEASANT HILL COMMUNITY CENTER,President,,DEM,"Roque ""Rocky"" De La Fuente",0
DeKalb,PLEASANT HILL COMMUNITY CENTER,President,,DEM,Uncommitted,4
DeKalb,PLEASANT HILL COMMUNITY CENTER,President,,DEM,Under Votes,3
DeKalb,PLEASANT HILL COMMUNITY CENTER,President,,REP,Ben Carson,14
DeKalb,PLEASANT HILL COMMUNITY CENTER,President,,REP,Carly Fiorina,0
DeKalb,PLEASANT HILL COMMUNITY CENTER,President,,REP,Chris Christie,0
DeKalb,PLEASANT HILL COMMUNITY CENTER,President,,REP,Donald J. Trump,119
DeKalb,PLEASANT HILL COMMUNITY CENTER,President,,REP,Jeb Bush,0
DeKalb,PLEASANT HILL COMMUNITY CENTER,President,,REP,John R. Kasich,1
DeKalb,PLEASANT HILL COMMUNITY CENTER,President,,REP,Lindsey Graham,0
DeKalb,PLEASANT HILL COMMUNITY CENTER,President,,REP,Marco Rubio,76
DeKalb,PLEASANT HILL COMMUNITY CENTER,President,,REP,Mike Huckabee,4
DeKalb,PLEASANT HILL COMMUNITY CENTER,President,,REP,Over Votes,0
DeKalb,PLEASANT HILL COMMUNITY CENTER,President,,REP,Rand Paul,0
DeKalb,PLEASANT HILL COMMUNITY CENTER,President,,REP,Rick Santorum,0
DeKalb,PLEASANT HILL COMMUNITY CENTER,President,,REP,Ted Cruz,32
DeKalb,PLEASANT HILL COMMUNITY CENTER,President,,REP,Uncommitted,2
DeKalb,PLEASANT HILL COMMUNITY CENTER,President,,REP,Under Votes,6
DeKalb,PLEASANT HILL COMMUNITY CENTER,U.S. House,4,REP,Over Votes,0
DeKalb,PLEASANT HILL COMMUNITY CENTER,U.S. House,4,REP,Phil Norris,65
DeKalb,PLEASANT HILL COMMUNITY CENTER,U.S. House,4,REP,Robert Aderholt,159
DeKalb,PLEASANT HILL COMMUNITY CENTER,U.S. House,4,REP,Under Votes,30
DeKalb,PLEASANT HILL COMMUNITY CENTER,U.S. Senate,,DEM,Charles Nana,5
DeKalb,PLEASANT HILL COMMUNITY CENTER,U.S. Senate,,DEM,Over Votes,0
DeKalb,PLEASANT HILL COMMUNITY CENTER,U.S. Senate,,DEM,Ron Crumpton,29
DeKalb,PLEASANT HILL COMMUNITY CENTER,U.S. Senate,,DEM,Under Votes,11
DeKalb,PLEASANT HILL COMMUNITY CENTER,U.S. Senate,,REP,John Martin,4
DeKalb,PLEASANT HILL COMMUNITY CENTER,U.S. Senate,,REP,Jonathan McConnell,76
DeKalb,PLEASANT HILL COMMUNITY CENTER,U.S. Senate,,REP,Marcus Bowman,1
DeKalb,PLEASANT HILL COMMUNITY CENTER,U.S. Senate,,REP,Over Votes,0
DeKalb,PLEASANT HILL COMMUNITY CENTER,U.S. Senate,,REP,Richard C. Shelby,120
DeKalb,PLEASANT HILL COMMUNITY CENTER,U.S. Senate,,REP,Shadrack McGill,26
DeKalb,PLEASANT HILL COMMUNITY CENTER,U.S. Senate,,REP,Under Votes,27
DeKalb,PORTERSVILLE BAPTIST CHURCH,President,,DEM,Bernie Sanders,3
DeKalb,PORTERSVILLE BAPTIST CHURCH,President,,DEM,Hillary Clinton,5
DeKalb,PORTERSVILLE BAPTIST CHURCH,President,,DEM,Martin J. O'Malley,1
DeKalb,PORTERSVILLE BAPTIST CHURCH,President,,DEM,Over Votes,0
DeKalb,PORTERSVILLE BAPTIST CHURCH,President,,DEM,"Roque ""Rocky"" De La Fuente",0
DeKalb,PORTERSVILLE BAPTIST CHURCH,President,,DEM,Uncommitted,0
DeKalb,PORTERSVILLE BAPTIST CHURCH,President,,DEM,Under Votes,1
DeKalb,PORTERSVILLE BAPTIST CHURCH,President,,REP,Ben Carson,12
DeKalb,PORTERSVILLE BAPTIST CHURCH,President,,REP,Carly Fiorina,0
DeKalb,PORTERSVILLE BAPTIST CHURCH,President,,REP,Chris Christie,0
