county,precinct,office,district,party,candidate,votes
Jackson,PRINCETON FIRE HALL,President,,REP,Lindsey Graham,0
Jackson,PRINCETON FIRE HALL,President,,REP,Marco Rubio,2
Jackson,PRINCETON FIRE HALL,President,,REP,Mike Huckabee,0
Jackson,PRINCETON FIRE HALL,President,,REP,Over Votes,0
Jackson,PRINCETON FIRE HALL,President,,REP,Rand Paul,0
Jackson,PRINCETON FIRE HALL,President,,REP,Rick Santorum,0
Jackson,PRINCETON FIRE HALL,President,,REP,Ted Cruz,6
Jackson,PRINCETON FIRE HALL,President,,REP,Uncommitted,0
Jackson,PRINCETON FIRE HALL,President,,REP,Under Votes,0
Jackson,PRINCETON FIRE HALL,U.S. Senate,,DEM,Charles Nana,0
Jackson,PRINCETON FIRE HALL,U.S. Senate,,DEM,Over Votes,0
Jackson,PRINCETON FIRE HALL,U.S. Senate,,DEM,Ron Crumpton,1
Jackson,PRINCETON FIRE HALL,U.S. Senate,,DEM,Under Votes,9
Jackson,PRINCETON FIRE HALL,U.S. Senate,,REP,John Martin,1
Jackson,PRINCETON FIRE HALL,U.S. Senate,,REP,Jonathan McConnell,3
Jackson,PRINCETON FIRE HALL,U.S. Senate,,REP,Marcus Bowman,0
Jackson,PRINCETON FIRE HALL,U.S. Senate,,REP,Over Votes,0
Jackson,PRINCETON FIRE HALL,U.S. Senate,,REP,Richard C. Shelby,18
Jackson,PRINCETON FIRE HALL,U.S. Senate,,REP,Shadrack McGill,12
Jackson,PRINCETON FIRE HALL,U.S. Senate,,REP,Under Votes,8
Jackson,PROVISIONAL,President,,DEM,Bernie Sanders,0
Jackson,PROVISIONAL,President,,DEM,Hillary Clinton,0
Jackson,PROVISIONAL,President,,DEM,Martin J. O'Malley,0
Jackson,PROVISIONAL,President,,DEM,Over Votes,0
Jackson,PROVISIONAL,President,,DEM,"Roque ""Rocky"" De La Fuente",0
Jackson,PROVISIONAL,President,,DEM,Uncommitted,0
Jackson,PROVISIONAL,President,,DEM,Under Votes,0
Jackson,PROVISIONAL,President,,REP,Ben Carson,0
Jackson,PROVISIONAL,President,,REP,Carly Fiorina,0
Jackson,PROVISIONAL,President,,REP,Chris Christie,0
Jackson,PROVISIONAL,President,,REP,Donald J. Trump,0
Jackson,PROVISIONAL,President,,REP,Jeb Bush,0
Jackson,PROVISIONAL,President,,REP,John R. Kasich,0
Jackson,PROVISIONAL,President,,REP,Lindsey Graham,0
Jackson,PROVISIONAL,President,,REP,Marco Rubio,0
Jackson,PROVISIONAL,President,,REP,Mike Huckabee,0
Jackson,PROVISIONAL,President,,REP,Over Votes,0
Jackson,PROVISIONAL,President,,REP,Rand Paul,0
Jackson,PROVISIONAL,President,,REP,Rick Santorum,0
Jackson,PROVISIONAL,President,,REP,Ted Cruz,0
Jackson,PROVISIONAL,President,,REP,Uncommitted,0
Jackson,PROVISIONAL,President,,REP,Under Votes,0
Jackson,PROVISIONAL,U.S. House,4,REP,Over Votes,0
Jackson,PROVISIONAL,U.S. House,4,REP,Phil Norris,0
Jackson,PROVISIONAL,U.S. House,4,REP,Robert Aderholt,0
Jackson,PROVISIONAL,U.S. House,4,REP,Under Votes,0
Jackson,PROVISIONAL,U.S. Senate,,DEM,Charles Nana,0
Jackson,PROVISIONAL,U.S. Senate,,DEM,Over Votes,0
Jackson,PROVISIONAL,U.S. Senate,,DEM,Ron Crumpton,0
Jackson,PROVISIONAL,U.S. Senate,,DEM,Under Votes,0
Jackson,PROVISIONAL,U.S. Senate,,REP,John Martin,0
Jackson,PROVISIONAL,U.S. Senate,,REP,Jonathan McConnell,0
Jackson,PROVISIONAL,U.S. Senate,,REP,Marcus Bowman,0
Jackson,PROVISIONAL,U.S. Senate,,REP,Over Votes,0
Jackson,PROVISIONAL,U.S. Senate,,REP,Richard C. Shelby,0
Jackson,PROVISIONAL,U.S. Senate,,REP,Shadrack McGill,0
Jackson,PROVISIONAL,U.S. Senate,,REP,Under Votes,0
Jackson,ROSALIE COMMUNITY CENTER,President,,DEM,Bernie Sanders,27
Jackson,ROSALIE COMMUNITY CENTER,President,,DEM,Hillary Clinton,53
Jackson,ROSALIE COMMUNITY CENTER,President,,DEM,Martin J. O'Malley,3
Jackson,ROSALIE COMMUNITY CENTER,President,,DEM,Over Votes,0
Jackson,ROSALIE COMMUNITY CENTER,President,,DEM,"Roque ""Rocky"" De La Fuente",0
Jackson,ROSALIE COMMUNITY CENTER,President,,DEM,Uncommitted,2
Jackson,ROSALIE COMMUNITY CENTER,President,,DEM,Under Votes,2
Jackson,ROSALIE COMMUNITY CENTER,President,,REP,Ben Carson,42
Jackson,ROSALIE COMMUNITY CENTER,President,,REP,Carly Fiorina,0
Jackson,ROSALIE COMMUNITY CENTER,President,,REP,Chris Christie,0
Jackson,ROSALIE COMMUNITY CENTER,President,,REP,Donald J. Trump,131
Jackson,ROSALIE COMMUNITY CENTER,President,,REP,Jeb Bush,3
Jackson,ROSALIE COMMUNITY CENTER,President,,REP,John R. Kasich,4
Jackson,ROSALIE COMMUNITY CENTER,President,,REP,Lindsey Graham,0
Jackson,ROSALIE COMMUNITY CENTER,President,,REP,Marco Rubio,65
Jackson,ROSALIE COMMUNITY CENTER,President,,REP,Mike Huckabee,2
Jackson,ROSALIE COMMUNITY CENTER,President,,REP,Over Votes,0
Jackson,ROSALIE COMMUNITY CENTER,President,,REP,Rand Paul,0
Jackson,ROSALIE COMMUNITY CENTER,President,,REP,Rick Santorum,0
Jackson,ROSALIE COMMUNITY CENTER,President,,REP,Ted Cruz,37
Jackson,ROSALIE COMMUNITY CENTER,President,,REP,Uncommitted,5
Jackson,ROSALIE COMMUNITY CENTER,President,,REP,Under Votes,20
Jackson,ROSALIE COMMUNITY CENTER,U.S. Senate,,DEM,Charles Nana,5
Jackson,ROSALIE COMMUNITY CENTER,U.S. Senate,,DEM,Over Votes,0
Jackson,ROSALIE COMMUNITY CENTER,U.S. Senate,,DEM,Ron Crumpton,38
Jackson,ROSALIE COMMUNITY CENTER,U.S. Senate,,DEM,Under Votes,44
Jackson,ROSALIE COMMUNITY CENTER,U.S. Senate,,REP,John Martin,5
Jackson,ROSALIE COMMUNITY CENTER,U.S. Senate,,REP,Jonathan McConnell,82
Jackson,ROSALIE COMMUNITY CENTER,U.S. Senate,,REP,Marcus Bowman,3
Jackson,ROSALIE COMMUNITY CENTER,U.S. Senate,,REP,Over Votes,0
Jackson,ROSALIE COMMUNITY CENTER,U.S. Senate,,REP,Richard C. Shelby,152
Jackson,ROSALIE COMMUNITY CENTER,U.S. Senate,,REP,Shadrack McGill,23
Jackson,ROSALIE COMMUNITY CENTER,U.S. Senate,,REP,Under Votes,44
Jackson,SCOTTSBORO REC_COM_ BUILDING,President,,DEM,Bernie Sanders,193
Jackson,SCOTTSBORO REC_COM_ BUILDING,President,,DEM,Hillary Clinton,493
Jackson,SCOTTSBORO REC_COM_ BUILDING,President,,DEM,Martin J. O'Malley,1
Jackson,SCOTTSBORO REC_COM_ BUILDING,President,,DEM,Over Votes,0
Jackson,SCOTTSBORO REC_COM_ BUILDING,President,,DEM,"Roque ""Rocky"" De La Fuente",1
Jackson,SCOTTSBORO REC_COM_ BUILDING,President,,DEM,Uncommitted,18
Jackson,SCOTTSBORO REC_COM_ BUILDING,President,,DEM,Under Votes,6
Jackson,SCOTTSBORO REC_COM_ BUILDING,President,,REP,Ben Carson,381
Jackson,SCOTTSBORO REC_COM_ BUILDING,President,,REP,Carly Fiorina,0
Jackson,SCOTTSBORO REC_COM_ BUILDING,President,,REP,Chris Christie,4
Jackson,SCOTTSBORO REC_COM_ BUILDING,President,,REP,Donald J. Trump,1416
Jackson,SCOTTSBORO REC_COM_ BUILDING,President,,REP,Jeb Bush,10
Jackson,SCOTTSBORO REC_COM_ BUILDING,President,,REP,John R. Kasich,111
Jackson,SCOTTSBORO REC_COM_ BUILDING,President,,REP,Lindsey Graham,0
Jackson,SCOTTSBORO REC_COM_ BUILDING,President,,REP,Marco Rubio,609
Jackson,SCOTTSBORO REC_COM_ BUILDING,President,,REP,Mike Huckabee,9
Jackson,SCOTTSBORO REC_COM_ BUILDING,President,,REP,Over Votes,1
Jackson,SCOTTSBORO REC_COM_ BUILDING,President,,REP,Rand Paul,2
Jackson,SCOTTSBORO REC_COM_ BUILDING,President,,REP,Rick Santorum,1
Jackson,SCOTTSBORO REC_COM_ BUILDING,President,,REP,Ted Cruz,496
Jackson,SCOTTSBORO REC_COM_ BUILDING,President,,REP,Uncommitted,25
Jackson,SCOTTSBORO REC_COM_ BUILDING,President,,REP,Under Votes,5
Jackson,SCOTTSBORO REC_COM_ BUILDING,U.S. Senate,,DEM,Charles Nana,137
Jackson,SCOTTSBORO REC_COM_ BUILDING,U.S. Senate,,DEM,Over Votes,0
Jackson,SCOTTSBORO REC_COM_ BUILDING,U.S. Senate,,DEM,Ron Crumpton,324
Jackson,SCOTTSBORO REC_COM_ BUILDING,U.S. Senate,,DEM,Under Votes,251
Jackson,SCOTTSBORO REC_COM_ BUILDING,U.S. Senate,,REP,John Martin,82
Jackson,SCOTTSBORO REC_COM_ BUILDING,U.S. Senate,,REP,Jonathan McConnell,634
Jackson,SCOTTSBORO REC_COM_ BUILDING,U.S. Senate,,REP,Marcus Bowman,63
Jackson,SCOTTSBORO REC_COM_ BUILDING,U.S. Senate,,REP,Over Votes,0
Jackson,SCOTTSBORO REC_COM_ BUILDING,U.S. Senate,,REP,Richard C. Shelby,1588
Jackson,SCOTTSBORO REC_COM_ BUILDING,U.S. Senate,,REP,Shadrack McGill,376
Jackson,SCOTTSBORO REC_COM_ BUILDING,U.S. Senate,,REP,Under Votes,327
Jackson,SECTION NEW CITY HALL,President,,DEM,Bernie Sanders,23
Jackson,SECTION NEW CITY HALL,President,,DEM,Hillary Clinton,51
Jackson,SECTION NEW CITY HALL,President,,DEM,Martin J. O'Malley,0
Jackson,SECTION NEW CITY HALL,President,,DEM,Over Votes,0
Jackson,SECTION NEW CITY HALL,President,,DEM,"Roque ""Rocky"" De La Fuente",0
Jackson,SECTION NEW CITY HALL,President,,DEM,Uncommitted,2
Jackson,SECTION NEW CITY HALL,President,,DEM,Under Votes,0
Jackson,SECTION NEW CITY HALL,President,,REP,Ben Carson,44
Jackson,SECTION NEW CITY HALL,President,,REP,Carly Fiorina,1
Jackson,SECTION NEW CITY HALL,President,,REP,Chris Christie,1
Jackson,SECTION NEW CITY HALL,President,,REP,Donald J. Trump,243
Jackson,SECTION NEW CITY HALL,President,,REP,Jeb Bush,0
Jackson,SECTION NEW CITY HALL,President,,REP,John R. Kasich,10
Jackson,SECTION NEW CITY HALL,President,,REP,Lindsey Graham,0
Jackson,SECTION NEW CITY HALL,President,,REP,Marco Rubio,59
Jackson,SECTION NEW CITY HALL,President,,REP,Mike Huckabee,2
Jackson,SECTION NEW CITY HALL,President,,REP,Over Votes,0
Jackson,SECTION NEW CITY HALL,President,,REP,Rand Paul,0
Jackson,SECTION NEW CITY HALL,President,,REP,Rick Santorum,1
Jackson,SECTION NEW CITY HALL,President,,REP,Ted Cruz,60
Jackson,SECTION NEW CITY HALL,President,,REP,Uncommitted,10
Jackson,SECTION NEW CITY HALL,President,,REP,Under Votes,30
Jackson,SECTION NEW CITY HALL,U.S. Senate,,DEM,Charles Nana,13
Jackson,SECTION NEW CITY HALL,U.S. Senate,,DEM,Over Votes,0
Jackson,SECTION NEW CITY HALL,U.S. Senate,,DEM,Ron Crumpton,42
Jackson,SECTION NEW CITY HALL,U.S. Senate,,DEM,Under Votes,21
Jackson,SECTION NEW CITY HALL,U.S. Senate,,REP,John Martin,12
Jackson,SECTION NEW CITY HALL,U.S. Senate,,REP,Jonathan McConnell,92
Jackson,SECTION NEW CITY HALL,U.S. Senate,,REP,Marcus Bowman,9
Jackson,SECTION NEW CITY HALL,U.S. Senate,,REP,Over Votes,0
Jackson,SECTION NEW CITY HALL,U.S. Senate,,REP,Richard C. Shelby,210
Jackson,SECTION NEW CITY HALL,U.S. Senate,,REP,Shadrack McGill,54
Jackson,SECTION NEW CITY HALL,U.S. Senate,,REP,Under Votes,84
Jackson,SKYLINE CITY HALL,President,,DEM,Bernie Sanders,12
Jackson,SKYLINE CITY HALL,President,,DEM,Hillary Clinton,19
Jackson,SKYLINE CITY HALL,President,,DEM,Martin J. O'Malley,0
Jackson,SKYLINE CITY HALL,President,,DEM,Over Votes,0
Jackson,SKYLINE CITY HALL,President,,DEM,"Roque ""Rocky"" De La Fuente",1
Jackson,SKYLINE CITY HALL,President,,DEM,Uncommitted,1
Jackson,SKYLINE CITY HALL,President,,DEM,Under Votes,0
Jackson,SKYLINE CITY HALL,President,,REP,Ben Carson,34
Jackson,SKYLINE CITY HALL,President,,REP,Carly Fiorina,0
Jackson,SKYLINE CITY HALL,President,,REP,Chris Christie,0
Jackson,SKYLINE CITY HALL,President,,REP,Donald J. Trump,239
Jackson,SKYLINE CITY HALL,President,,REP,Jeb Bush,5
Jackson,SKYLINE CITY HALL,President,,REP,John R. Kasich,10
Jackson,SKYLINE CITY HALL,President,,REP,Lindsey Graham,0
Jackson,SKYLINE CITY HALL,President,,REP,Marco Rubio,71
Jackson,SKYLINE CITY HALL,President,,REP,Mike Huckabee,3
Jackson,SKYLINE CITY HALL,President,,REP,Over Votes,0
Jackson,SKYLINE CITY HALL,President,,REP,Rand Paul,1
Jackson,SKYLINE CITY HALL,President,,REP,Rick Santorum,0
Jackson,SKYLINE CITY HALL,President,,REP,Ted Cruz,74
Jackson,SKYLINE CITY HALL,President,,REP,Uncommitted,11
Jackson,SKYLINE CITY HALL,President,,REP,Under Votes,19
Jackson,SKYLINE CITY HALL,U.S. Senate,,DEM,Charles Nana,3
Jackson,SKYLINE CITY HALL,U.S. Senate,,DEM,Over Votes,0
Jackson,SKYLINE CITY HALL,U.S. Senate,,DEM,Ron Crumpton,19
Jackson,SKYLINE CITY HALL,U.S. Senate,,DEM,Under Votes,11
Jackson,SKYLINE CITY HALL,U.S. Senate,,REP,John Martin,12
Jackson,SKYLINE CITY HALL,U.S. Senate,,REP,Jonathan McConnell,70
Jackson,SKYLINE CITY HALL,U.S. Senate,,REP,Marcus Bowman,12
Jackson,SKYLINE CITY HALL,U.S. Senate,,REP,Over Votes,0
Jackson,SKYLINE CITY HALL,U.S. Senate,,REP,Richard C. Shelby,183
Jackson,SKYLINE CITY HALL,U.S. Senate,,REP,Shadrack McGill,109
Jackson,SKYLINE CITY HALL,U.S. Senate,,REP,Under Votes,81
Jackson,STEVENSON CITY PARK,President,,DEM,Bernie Sanders,15
Jackson,STEVENSON CITY PARK,President,,DEM,Hillary Clinton,103
Jackson,STEVENSON CITY PARK,President,,DEM,Martin J. O'Malley,0
Jackson,STEVENSON CITY PARK,President,,DEM,Over Votes,0
Jackson,STEVENSON CITY PARK,President,,DEM,"Roque ""Rocky"" De La Fuente",0
Jackson,STEVENSON CITY PARK,President,,DEM,Uncommitted,0
Jackson,STEVENSON CITY PARK,President,,DEM,Under Votes,0
Jackson,STEVENSON CITY PARK,President,,REP,Ben Carson,53
Jackson,STEVENSON CITY PARK,President,,REP,Carly Fiorina,0
Jackson,STEVENSON CITY PARK,President,,REP,Chris Christie,0
Jackson,STEVENSON CITY PARK,President,,REP,Donald J. Trump,366
Jackson,STEVENSON CITY PARK,President,,REP,Jeb Bush,4
Jackson,STEVENSON CITY PARK,President,,REP,John R. Kasich,28
Jackson,STEVENSON CITY PARK,President,,REP,Lindsey Graham,0
Jackson,STEVENSON CITY PARK,President,,REP,Marco Rubio,104
Jackson,STEVENSON CITY PARK,President,,REP,Mike Huckabee,5
Jackson,STEVENSON CITY PARK,President,,REP,Over Votes,0
Jackson,STEVENSON CITY PARK,President,,REP,Rand Paul,2
Jackson,STEVENSON CITY PARK,President,,REP,Rick Santorum,2
Jackson,STEVENSON CITY PARK,President,,REP,Ted Cruz,120
Jackson,STEVENSON CITY PARK,President,,REP,Uncommitted,25
Jackson,STEVENSON CITY PARK,President,,REP,Under Votes,59
Jackson,STEVENSON CITY PARK,U.S. Senate,,DEM,Charles Nana,28
Jackson,STEVENSON CITY PARK,U.S. Senate,,DEM,Over Votes,0
Jackson,STEVENSON CITY PARK,U.S. Senate,,DEM,Ron Crumpton,37
Jackson,STEVENSON CITY PARK,U.S. Senate,,DEM,Under Votes,53
Jackson,STEVENSON CITY PARK,U.S. Senate,,REP,John Martin,20
Jackson,STEVENSON CITY PARK,U.S. Senate,,REP,Jonathan McConnell,123
Jackson,STEVENSON CITY PARK,U.S. Senate,,REP,Marcus Bowman,22
Jackson,STEVENSON CITY PARK,U.S. Senate,,REP,Over Votes,0
Jackson,STEVENSON CITY PARK,U.S. Senate,,REP,Richard C. Shelby,354
Jackson,STEVENSON CITY PARK,U.S. Senate,,REP,Shadrack McGill,58
Jackson,STEVENSON CITY PARK,U.S. Senate,,REP,Under Votes,191
Jackson,TRENTON FIRE HALL,President,,DEM,Bernie Sanders,4
Jackson,TRENTON FIRE HALL,President,,DEM,Hillary Clinton,4
Jackson,TRENTON FIRE HALL,President,,DEM,Martin J. O'Malley,0
Jackson,TRENTON FIRE HALL,President,,DEM,Over Votes,0
Jackson,TRENTON FIRE HALL,President,,DEM,"Roque ""Rocky"" De La Fuente",0
Jackson,TRENTON FIRE HALL,President,,DEM,Uncommitted,0
Jackson,TRENTON FIRE HALL,President,,DEM,Under Votes,0
Jackson,TRENTON FIRE HALL,President,,REP,Ben Carson,6
Jackson,TRENTON FIRE HALL,President,,REP,Carly Fiorina,0
Jackson,TRENTON FIRE HALL,President,,REP,Chris Christie,0
Jackson,TRENTON FIRE HALL,President,,REP,Donald J. Trump,24
Jackson,TRENTON FIRE HALL,President,,REP,Jeb Bush,0
Jackson,TRENTON FIRE HALL,President,,REP,John R. Kasich,0
Jackson,TRENTON FIRE HALL,President,,REP,Lindsey Graham,0
Jackson,TRENTON FIRE HALL,President,,REP,Marco Rubio,6
Jackson,TRENTON FIRE HALL,President,,REP,Mike Huckabee,0
Jackson,TRENTON FIRE HALL,President,,REP,Over Votes,0
Jackson,TRENTON FIRE HALL,President,,REP,Rand Paul,0
Jackson,TRENTON FIRE HALL,President,,REP,Rick Santorum,0
Jackson,TRENTON FIRE HALL,President,,REP,Ted Cruz,4
Jackson,TRENTON FIRE HALL,President,,REP,Uncommitted,1
Jackson,TRENTON FIRE HALL,President,,REP,Under Votes,1
Jackson,TRENTON FIRE HALL,U.S. Senate,,DEM,Charles Nana,2
Jackson,TRENTON FIRE HALL,U.S. Senate,,DEM,Over Votes,0
Jackson,TRENTON FIRE HALL,U.S. Senate,,DEM,Ron Crumpton,5
Jackson,TRENTON FIRE HALL,U.S. Senate,,DEM,Under Votes,1
Jackson,TRENTON FIRE HALL,U.S. Senate,,REP,John Martin,0
Jackson,TRENTON FIRE HALL,U.S. Senate,,REP,Jonathan McConnell,13
Jackson,TRENTON FIRE HALL,U.S. Senate,,REP,Marcus Bowman,0
Jackson,TRENTON FIRE HALL,U.S. Senate,,REP,Over Votes,0
Jackson,TRENTON FIRE HALL,U.S. Senate,,REP,Richard C. Shelby,17
Jackson,TRENTON FIRE HALL,U.S. Senate,,REP,Shadrack McGill,10
Jackson,TRENTON FIRE HALL,U.S. Senate,,REP,Under Votes,2
Jackson,TUPELO/PIKEVILLE STORE,President,,DEM,Bernie Sanders,1
Jackson,TUPELO/PIKEVILLE STORE,President,,DEM,Hillary Clinton,8
Jackson,TUPELO/PIKEVILLE STORE,President,,DEM,Martin J. O'Malley,0
Jackson,TUPELO/PIKEVILLE STORE,President,,DEM,Over Votes,0
Jackson,TUPELO/PIKEVILLE STORE,President,,DEM,"Roque ""Rocky"" De La Fuente",0
Jackson,TUPELO/PIKEVILLE STORE,President,,DEM,Uncommitted,1
Jackson,TUPELO/PIKEVILLE STORE,President,,DEM,Under Votes,0
Jackson,TUPELO/PIKEVILLE STORE,President,,REP,Ben Carson,11
Jackson,TUPELO/PIKEVILLE STORE,President,,REP,Carly Fiorina,0
Jackson,TUPELO/PIKEVILLE STORE,President,,REP,Chris Christie,0
Jackson,TUPELO/PIKEVILLE STORE,President,,REP,Donald J. Trump,73
Jackson,TUPELO/PIKEVILLE STORE,President,,REP,Jeb Bush,0
Jackson,TUPELO/PIKEVILLE STORE,President,,REP,John R. Kasich,4
Jackson,TUPELO/PIKEVILLE STORE,President,,REP,Lindsey Graham,0
Jackson,TUPELO/PIKEVILLE STORE,President,,REP,Marco Rubio,34
Jackson,TUPELO/PIKEVILLE STORE,President,,REP,Mike Huckabee,1
Jackson,TUPELO/PIKEVILLE STORE,President,,REP,Over Votes,0
Jackson,TUPELO/PIKEVILLE STORE,President,,REP,Rand Paul,0
Jackson,TUPELO/PIKEVILLE STORE,President,,REP,Rick Santorum,0
Jackson,TUPELO/PIKEVILLE STORE,President,,REP,Ted Cruz,40
Jackson,TUPELO/PIKEVILLE STORE,President,,REP,Uncommitted,5
Jackson,TUPELO/PIKEVILLE STORE,President,,REP,Under Votes,5
Jackson,TUPELO/PIKEVILLE STORE,U.S. Senate,,DEM,Charles Nana,2
Jackson,TUPELO/PIKEVILLE STORE,U.S. Senate,,DEM,Over Votes,0
Jackson,TUPELO/PIKEVILLE STORE,U.S. Senate,,DEM,Ron Crumpton,4
Jackson,TUPELO/PIKEVILLE STORE,U.S. Senate,,DEM,Under Votes,4
Jackson,TUPELO/PIKEVILLE STORE,U.S. Senate,,REP,John Martin,2
Jackson,TUPELO/PIKEVILLE STORE,U.S. Senate,,REP,Jonathan McConnell,30
Jackson,TUPELO/PIKEVILLE STORE,U.S. Senate,,REP,Marcus Bowman,5
Jackson,TUPELO/PIKEVILLE STORE,U.S. Senate,,REP,Over Votes,0
Jackson,TUPELO/PIKEVILLE STORE,U.S. Senate,,REP,Richard C. Shelby,84
Jackson,TUPELO/PIKEVILLE STORE,U.S. Senate,,REP,Shadrack McGill,30
Jackson,TUPELO/PIKEVILLE STORE,U.S. Senate,,REP,Under Votes,22
Jackson,WOODVILLE BOB JONES COMM_,President,,DEM,Bernie Sanders,14
Jackson,WOODVILLE BOB JONES COMM_,President,,DEM,Hillary Clinton,22
Jackson,WOODVILLE BOB JONES COMM_,President,,DEM,Martin J. O'Malley,0
Jackson,WOODVILLE BOB JONES COMM_,President,,DEM,Over Votes,0
Jackson,WOODVILLE BOB JONES COMM_,President,,DEM,"Roque ""Rocky"" De La Fuente",0
Jackson,WOODVILLE BOB JONES COMM_,President,,DEM,Uncommitted,1
Jackson,WOODVILLE BOB JONES COMM_,President,,DEM,Under Votes,0
Jackson,WOODVILLE BOB JONES COMM_,President,,REP,Ben Carson,20
Jackson,WOODVILLE BOB JONES COMM_,President,,REP,Carly Fiorina,0
Jackson,WOODVILLE BOB JONES COMM_,President,,REP,Chris Christie,0
Jackson,WOODVILLE BOB JONES COMM_,President,,REP,Donald J. Trump,219
Jackson,WOODVILLE BOB JONES COMM_,President,,REP,Jeb Bush,0
Jackson,WOODVILLE BOB JONES COMM_,President,,REP,John R. Kasich,2
Jackson,WOODVILLE BOB JONES COMM_,President,,REP,Lindsey Graham,0
Jackson,WOODVILLE BOB JONES COMM_,President,,REP,Marco Rubio,50
Jackson,WOODVILLE BOB JONES COMM_,President,,REP,Mike Huckabee,0
Jackson,WOODVILLE BOB JONES COMM_,President,,REP,Over Votes,0
Jackson,WOODVILLE BOB JONES COMM_,President,,REP,Rand Paul,0
Jackson,WOODVILLE BOB JONES COMM_,President,,REP,Rick Santorum,0
Jackson,WOODVILLE BOB JONES COMM_,President,,REP,Ted Cruz,31
Jackson,WOODVILLE BOB JONES COMM_,President,,REP,Uncommitted,2
Jackson,WOODVILLE BOB JONES COMM_,President,,REP,Under Votes,4
Jackson,WOODVILLE BOB JONES COMM_,U.S. Senate,,DEM,Charles Nana,2
Jackson,WOODVILLE BOB JONES COMM_,U.S. Senate,,DEM,Over Votes,0
Jackson,WOODVILLE BOB JONES COMM_,U.S. Senate,,DEM,Ron Crumpton,9
Jackson,WOODVILLE BOB JONES COMM_,U.S. Senate,,DEM,Under Votes,26
Jackson,WOODVILLE BOB JONES COMM_,U.S. Senate,,REP,John Martin,6
Jackson,WOODVILLE BOB JONES COMM_,U.S. Senate,,REP,Jonathan McConnell,52
Jackson,WOODVILLE BOB JONES COMM_,U.S. Senate,,REP,Marcus Bowman,5
Jackson,WOODVILLE BOB JONES COMM_,U.S. Senate,,REP,Over Votes,0
Jackson,WOODVILLE BOB JONES COMM_,U.S. Senate,,REP,Richard C. Shelby,130
Jackson,WOODVILLE BOB JONES COMM_,U.S. Senate,,REP,Shadrack McGill,73
Jackson,WOODVILLE BOB JONES COMM_,U.S. Senate,,REP,Under Votes,62
Jefferson,1010 - OUR LADY OF LOURD,President,,DEM,Bernie Sanders,211
Jefferson,1010 - OUR LADY OF LOURD,President,,DEM,Hillary Clinton,1340
Jefferson,1010 - OUR LADY OF LOURD,President,,DEM,Martin J. O'Malley,0
Jefferson,1010 - OUR LADY OF LOURD,President,,DEM,Over Votes,1
Jefferson,1010 - OUR LADY OF LOURD,President,,DEM,"Roque ""Rocky"" De La Fuente",2
Jefferson,1010 - OUR LADY OF LOURD,President,,DEM,Uncommitted,15
Jefferson,1010 - OUR LADY OF LOURD,President,,DEM,Under Votes,3
Jefferson,1010 - OUR LADY OF LOURD,President,,REP,Ben Carson,55
Jefferson,1010 - OUR LADY OF LOURD,President,,REP,Carly Fiorina,0
Jefferson,1010 - OUR LADY OF LOURD,President,,REP,Chris Christie,0
Jefferson,1010 - OUR LADY OF LOURD,President,,REP,Donald J. Trump,290
Jefferson,1010 - OUR LADY OF LOURD,President,,REP,Jeb Bush,4
Jefferson,1010 - OUR LADY OF LOURD,President,,REP,John R. Kasich,34
Jefferson,1010 - OUR LADY OF LOURD,President,,REP,Lindsey Graham,0
Jefferson,1010 - OUR LADY OF LOURD,President,,REP,Marco Rubio,101
Jefferson,1010 - OUR LADY OF LOURD,President,,REP,Mike Huckabee,0
Jefferson,1010 - OUR LADY OF LOURD,President,,REP,Over Votes,1
Jefferson,1010 - OUR LADY OF LOURD,President,,REP,Rand Paul,1
Jefferson,1010 - OUR LADY OF LOURD,President,,REP,Rick Santorum,0
Jefferson,1010 - OUR LADY OF LOURD,President,,REP,Ted Cruz,162
Jefferson,1010 - OUR LADY OF LOURD,President,,REP,Uncommitted,9
Jefferson,1010 - OUR LADY OF LOURD,President,,REP,Under Votes,1
Jefferson,1010 - OUR LADY OF LOURD,U.S. Senate,,DEM,Charles Nana,679
Jefferson,1010 - OUR LADY OF LOURD,U.S. Senate,,DEM,Over Votes,0
Jefferson,1010 - OUR LADY OF LOURD,U.S. Senate,,DEM,Ron Crumpton,641
Jefferson,1010 - OUR LADY OF LOURD,U.S. Senate,,DEM,Under Votes,252
Jefferson,1010 - OUR LADY OF LOURD,U.S. Senate,,REP,John Martin,15
Jefferson,1010 - OUR LADY OF LOURD,U.S. Senate,,REP,Jonathan McConnell,182
Jefferson,1010 - OUR LADY OF LOURD,U.S. Senate,,REP,Marcus Bowman,18
Jefferson,1010 - OUR LADY OF LOURD,U.S. Senate,,REP,Over Votes,0
Jefferson,1010 - OUR LADY OF LOURD,U.S. Senate,,REP,Richard C. Shelby,393
Jefferson,1010 - OUR LADY OF LOURD,U.S. Senate,,REP,Shadrack McGill,10
Jefferson,1010 - OUR LADY OF LOURD,U.S. Senate,,REP,Under Votes,40
Jefferson,1020 - TOM BRADFORD PARK,President,,DEM,Bernie Sanders,190
Jefferson,1020 - TOM BRADFORD PARK,President,,DEM,Hillary Clinton,837
Jefferson,1020 - TOM BRADFORD PARK,President,,DEM,Martin J. O'Malley,3
Jefferson,1020 - TOM BRADFORD PARK,President,,DEM,Over Votes,0
