precinct,pri_dem_CLINTON,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_KASICH,pri_rep_TRUMP,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_ind_FUENTE,gen_ind_MCMULLIN,gen_ind_RIVA,gen_lib_JOHNSON,gen_rep_TRUMP,rep_primary_total,dem_primary_total,general_total
SAN MIGUEL4,253,162,1,4,4,1,6,20,6,552,11,0,0,1,69,168,36,415,807
SAN MIGUEL5,238,127,1,2,10,4,2,17,3,497,4,1,4,0,62,135,36,365,706
SAN MIGUEL6,76,51,1,1,1,0,0,6,0,151,1,0,0,0,23,64,9,127,239
SAN MIGUEL7,96,51,0,0,8,1,0,8,1,211,4,0,1,0,27,71,17,147,315
SAN MIGUEL8,314,181,3,1,6,1,3,20,4,611,9,1,2,0,70,112,34,495,809
SAN MIGUEL9,52,48,1,3,4,0,1,27,0,130,3,0,0,0,23,101,36,100,257
SANDOVAL1,228,115,5,3,13,3,4,62,3,544,7,1,1,0,128,294,90,343,978
SANDOVAL10,57,61,2,1,0,0,7,6,1,198,8,1,1,0,27,44,16,118,280
SANDOVAL11,216,162,4,2,14,5,15,91,2,600,12,0,9,1,113,385,131,378,1122
SANDOVAL12,189,167,5,5,12,2,16,114,3,592,8,0,5,1,98,431,154,356,1138
SANDOVAL13,147,168,4,4,11,5,19,72,0,531,8,0,4,0,71,297,115,315,911
SANDOVAL14,100,102,0,0,1,0,1,3,0,211,2,0,4,1,66,19,5,202,303
SANDOVAL15,162,57,1,0,0,0,0,0,0,324,4,1,1,0,45,20,1,219,395
SANDOVAL16,18,30,0,2,7,0,1,26,0,71,1,0,0,0,12,54,36,48,138
SANDOVAL17,37,34,1,1,6,2,3,35,0,100,5,0,0,1,16,92,48,71,214
SANDOVAL18,43,68,5,0,12,0,4,36,0,138,9,0,0,1,33,113,57,111,294
SANDOVAL19,67,32,0,2,0,0,0,5,0,156,2,0,2,1,29,17,7,99,207
SANDOVAL2,185,138,3,3,9,0,2,22,3,528,9,0,2,1,89,188,39,323,820
SANDOVAL20,101,70,0,2,1,1,1,9,0,458,7,0,0,0,47,45,14,171,557
SANDOVAL21,43,66,2,0,8,0,5,31,0,97,3,0,1,1,32,119,46,109,253
SANDOVAL22,55,64,1,5,8,2,0,26,0,124,7,0,2,0,32,120,42,119,285
SANDOVAL23,26,40,3,0,7,0,1,31,0,81,3,0,0,2,28,106,42,66,220
SANDOVAL24,46,42,2,1,4,1,1,5,0,189,0,0,0,1,52,39,14,88,281
SANDOVAL25,178,177,0,0,5,0,2,5,3,491,5,1,10,5,143,49,12,355,707
SANDOVAL26,75,50,2,0,2,0,0,5,1,184,3,0,0,1,39,54,9,125,282
SANDOVAL27,21,16,0,0,5,0,0,20,1,52,1,0,0,0,7,47,25,37,108
SANDOVAL28,53,53,3,1,26,2,19,97,0,217,5,0,9,0,42,299,148,106,572
SANDOVAL29,75,57,0,3,4,0,1,0,0,155,4,0,2,0,36,19,8,132,216
SANDOVAL3,133,100,4,2,9,0,1,26,0,286,5,0,5,0,78,138,42,233,512
SANDOVAL30,82,86,3,6,14,1,6,90,1,436,8,2,4,0,126,467,120,168,1044
SANDOVAL31,65,96,4,6,20,1,12,122,0,350,12,1,11,0,115,460,165,161,949
SANDOVAL32,38,41,3,0,7,1,4,43,0,148,5,0,4,1,46,208,58,79,412
SANDOVAL33,147,126,8,2,25,4,13,134,5,616,17,0,7,3,101,626,186,273,1375
SANDOVAL34,70,45,5,3,8,3,6,67,0,203,6,0,4,0,69,257,92,115,539
SANDOVAL35,49,87,1,7,12,1,6,57,0,261,15,0,3,2,95,294,84,136,670
SANDOVAL36,84,76,2,3,22,1,6,85,1,312,7,0,7,2,78,367,119,160,774
SANDOVAL37,106,149,5,10,36,1,16,144,2,667,18,1,35,1,219,900,212,255,1843
SANDOVAL38,76,96,1,1,14,2,2,101,4,325,7,0,10,0,109,392,121,172,847
SANDOVAL39,114,156,7,3,36,6,7,154,5,592,18,4,17,2,190,738,213,270,1566
SANDOVAL4,78,63,2,1,8,2,3,21,0,193,7,0,0,1,51,115,37,141,367
SANDOVAL40,76,64,2,2,16,2,6,66,2,346,11,0,3,2,81,337,94,140,782
SANDOVAL41,76,86,1,6,19,2,10,123,5,356,7,1,4,0,108,450,161,162,931
SANDOVAL42,40,54,0,1,9,0,3,52,4,214,7,0,7,1,74,285,65,94,592
SANDOVAL43,50,52,0,3,18,0,2,58,3,225,7,0,3,0,68,298,81,102,604
SANDOVAL44,56,118,2,6,18,0,5,113,2,344,11,1,9,2,122,472,144,174,963
SANDOVAL45,63,82,2,6,14,3,12,57,0,344,15,2,6,2,99,372,94,145,840
SANDOVAL46,48,67,1,1,9,1,3,52,3,254,10,0,2,0,89,226,67,115,584
SANDOVAL47,96,123,4,3,17,2,16,145,7,475,14,0,8,1,157,672,187,219,1334
SANDOVAL48,57,44,1,8,11,0,7,70,0,219,9,0,3,1,74,296,97,101,602
SANDOVAL49,48,69,2,4,13,0,5,61,3,245,7,1,7,2,78,309,85,117,652
SANDOVAL5,218,216,6,6,13,7,19,136,2,720,27,0,5,2,99,407,187,434,1262
SANDOVAL50,115,74,6,5,14,4,18,126,0,402,10,2,17,1,106,554,173,189,1092
SANDOVAL51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANDOVAL52,36,35,0,4,5,1,1,36,0,136,4,0,4,0,25,147,47,71,316
SANDOVAL53,165,142,3,3,21,4,11,104,3,568,8,1,7,2,95,421,146,307,1105
SANDOVAL54,138,101,2,2,15,2,11,87,1,405,7,1,8,0,86,329,119,239,837
SANDOVAL55,158,102,5,3,14,2,9,117,0,445,5,0,9,2,76,351,150,260,888
SANDOVAL56,86,117,1,2,11,2,4,48,0,265,9,0,6,1,43,177,68,203,501
SANDOVAL57,56,71,1,2,8,0,7,56,0,223,7,1,6,0,59,240,74,127,536
SANDOVAL58,145,131,6,5,27,3,15,187,5,540,16,1,12,1,145,781,243,276,1501
SANDOVAL59,25,24,1,1,8,0,8,38,0,133,7,0,1,0,33,164,56,49,338
SANDOVAL6,76,50,1,2,4,0,3,31,0,181,0,0,2,0,51,97,41,126,331
SANDOVAL60,49,50,0,2,7,0,1,60,2,205,6,1,9,1,67,246,70,99,537
SANDOVAL61,59,55,3,6,7,2,4,53,0,242,7,0,5,1,74,255,75,114,584
SANDOVAL62,101,58,6,2,18,3,17,114,0,355,6,0,8,0,66,405,160,159,840
SANDOVAL63,43,47,1,2,15,0,6,55,0,238,5,0,4,1,49,289,79,90,586
SANDOVAL64,102,115,6,9,29,6,14,116,4,396,9,0,16,2,95,517,180,217,1039
SANDOVAL65,105,93,0,4,10,0,9,83,3,461,10,1,13,1,96,425,106,198,1010
SANDOVAL66,123,162,8,12,32,2,14,155,0,589,16,2,19,3,168,727,223,285,1524
SANDOVAL67,87,96,7,1,19,1,4,87,5,458,8,0,12,1,133,465,119,183,1082
SANDOVAL68,74,142,1,4,11,1,8,104,3,495,7,0,8,0,145,594,129,216,1252
SANDOVAL69,79,115,1,7,19,0,4,74,3,434,9,0,7,2,126,513,105,194,1094
SANDOVAL7,70,56,2,0,4,0,1,13,0,182,2,0,0,0,21,83,20,126,288
SANDOVAL70,27,54,0,7,9,1,1,52,1,224,3,1,0,2,80,243,70,81,554
SANDOVAL71,43,76,0,1,10,0,6,56,1,263,5,0,5,2,68,273,73,119,617
SANDOVAL72,107,101,4,5,40,3,8,117,2,598,6,0,27,2,151,776,177,208,1562
SANDOVAL73,51,43,0,1,13,6,11,63,0,169,0,0,8,0,47,292,94,94,516
SANDOVAL74,216,128,5,10,25,8,34,190,4,603,13,0,13,1,131,725,272,344,1490
SANDOVAL75,47,50,1,3,6,1,6,55,1,207,2,0,9,0,39,244,72,97,502
SANDOVAL76,200,121,5,3,12,5,13,78,1,542,12,1,12,0,69,370,116,321,1007
SANDOVAL77,154,73,0,0,0,0,0,3,0,344,10,1,2,2,41,17,3,227,417
SANDOVAL78,17,20,1,1,7,2,8,37,0,66,1,0,3,0,28,111,56,37,209
SANDOVAL79,14,29,0,0,2,0,2,15,1,80,6,0,5,0,16,68,19,43,176
SANDOVAL8,74,54,0,0,2,0,1,2,0,237,4,0,2,1,33,21,5,128,298
SANDOVAL80,71,102,2,5,18,0,9,110,10,421,9,0,13,1,92,571,144,173,1117
SANDOVAL81,58,50,5,2,25,2,12,86,2,269,4,0,11,1,82,319,132,108,688
SANDOVAL82,89,89,4,3,16,2,11,58,1,350,4,1,5,0,102,375,94,178,838
SANDOVAL83,58,68,4,3,15,1,11,130,0,282,4,1,7,0,57,484,164,126,835
SANDOVAL84,65,73,1,3,10,2,3,64,2,353,9,2,6,1,113,390,83,138,876
SANDOVAL85,47,56,0,6,16,3,11,80,7,297,5,2,10,0,82,489,116,103,892
SANDOVAL86,76,54,1,5,17,0,8,71,1,378,2,0,25,2,102,400,102,130,910
SANDOVAL9,192,66,0,0,2,1,0,1,0,499,7,0,0,0,54,20,4,258,580
SANTA FE1,207,181,2,2,18,0,3,28,0,512,15,1,3,2,61,192,53,388,786
SANTA FE10,398,213,3,1,8,0,15,67,2,1049,13,1,6,2,57,247,94,611,1377
SANTA FE11,301,388,0,3,3,3,5,27,0,1020,42,0,2,2,61,155,41,689,1282
SANTA FE12,180,191,0,0,7,0,3,22,1,627,14,0,3,0,60,154,32,371,859
SANTA FE13,248,317,3,2,8,0,6,41,0,937,38,0,3,1,56,198,60,565,1233
SANTA FE14,109,81,0,1,4,1,3,14,0,364,9,1,2,1,44,113,23,190,534
SANTA FE15,34,69,4,2,21,0,3,99,1,198,5,0,9,0,69,349,129,103,631
SANTA FE16,31,24,2,0,9,1,2,46,2,86,2,0,0,0,16,118,60,55,224
SANTA FE17,69,80,2,0,3,0,0,17,0,210,14,0,0,0,25,62,22,149,311
SANTA FE18,39,52,1,5,31,0,7,107,1,168,5,0,6,0,65,406,151,91,651
SANTA FE19,44,28,0,0,2,1,3,19,2,59,0,0,0,0,16,83,25,72,160
SANTA FE2,32,42,1,0,2,0,0,11,1,98,4,0,0,1,18,47,14,74,169
SANTA FE20,216,251,0,0,1,3,2,17,1,709,21,0,2,1,28,84,23,467,846
SANTA FE21,337,368,3,2,4,0,14,28,0,1085,36,0,5,0,53,188,51,705,1367
SANTA FE22,227,183,1,0,4,0,5,18,0,642,13,1,2,1,42,100,28,410,801
SANTA FE23,138,119,2,1,7,2,8,22,0,368,11,1,2,0,50,117,42,257,549
SANTA FE24,197,222,2,0,4,2,4,11,2,578,28,0,0,5,42,89,23,419,744
SANTA FE25,92,175,0,0,1,0,3,4,0,394,22,0,0,1,32,46,8,267,495
SANTA FE26,91,122,1,0,2,0,0,9,0,318,9,0,1,2,18,32,12,213,380
SANTA FE27,178,259,0,0,5,0,2,11,0,651,24,0,1,3,32,73,18,437,784
SANTA FE28,139,85,2,2,3,0,4,9,0,382,6,0,1,0,11,60,20,224,460
SANTA FE29,299,259,2,1,11,2,11,48,4,782,13,0,2,0,66,243,75,558,1110
SANTA FE3,121,63,1,0,0,0,1,4,0,213,4,0,0,0,17,41,6,184,275
SANTA FE30,224,171,0,0,5,2,8,25,0,665,18,0,4,1,37,120,40,395,845
SANTA FE31,86,125,0,0,1,0,3,20,1,330,11,0,1,1,32,79,24,211,455
SANTA FE32,287,329,1,0,5,0,3,15,3,797,35,1,2,3,51,123,24,616,1015
SANTA FE33,144,271,1,0,2,0,2,11,0,586,27,0,2,2,47,86,16,415,750
SANTA FE34,255,299,2,3,8,1,4,17,0,758,29,0,1,3,62,125,35,554,978
SANTA FE35,37,69,0,0,0,1,2,11,0,187,9,0,0,0,15,38,14,106,249
SANTA FE36,135,97,1,1,3,0,6,11,0,389,5,1,2,4,20,52,22,232,473
SANTA FE37,215,174,3,3,4,3,9,21,2,574,7,0,1,1,43,102,43,389,730
SANTA FE38,262,200,5,1,6,2,4,39,0,707,16,0,0,2,68,184,57,462,977
SANTA FE39,159,145,2,1,8,0,1,17,0,380,14,1,2,1,44,128,29,304,570
SANTA FE4,25,19,0,0,0,0,1,4,0,49,1,0,0,0,6,16,5,44,72
SANTA FE40,43,41,2,1,3,1,1,11,0,159,3,0,0,0,30,30,19,84,222
SANTA FE41,51,79,0,0,1,0,0,5,0,224,12,0,1,0,25,33,6,130,295
SANTA FE42,104,163,2,0,0,0,3,5,0,420,21,0,0,4,21,53,10,267,519
SANTA FE43,104,153,1,0,2,0,4,12,0,379,20,0,1,1,13,52,19,257,466
SANTA FE44,209,238,1,2,1,0,3,13,1,626,28,0,2,3,32,51,20,447,743
SANTA FE45,116,109,1,0,1,1,6,15,0,312,11,0,1,0,27,64,24,225,415
SANTA FE46,95,64,2,0,2,0,7,11,0,296,8,0,0,0,16,51,22,159,371
SANTA FE47,225,176,4,0,0,0,8,8,1,656,12,0,2,1,22,78,20,401,772
SANTA FE48,376,324,2,1,2,1,7,36,0,1103,43,1,7,4,63,178,49,700,1399
SANTA FE49,170,161,1,1,6,2,4,9,0,418,13,0,0,2,51,114,23,331,598
SANTA FE5,185,139,3,1,11,1,5,15,1,430,10,0,7,1,41,140,36,324,630
SANTA FE50,178,182,1,3,7,1,1,24,1,535,20,0,4,0,44,99,37,360,703
SANTA FE51,160,146,2,3,8,0,5,25,0,470,11,0,3,0,40,102,43,306,626
SANTA FE52,204,287,2,3,9,1,6,33,1,776,26,0,4,0,73,178,54,491,1058
SANTA FE53,212,247,0,1,6,2,10,28,1,717,22,0,0,2,44,166,47,459,952
SANTA FE54,271,227,8,0,2,0,8,22,0,811,15,0,5,0,50,172,40,498,1053
SANTA FE55,382,277,2,0,4,1,14,37,2,1063,16,1,5,0,55,169,58,659,1311
SANTA FE56,190,203,5,0,9,2,6,44,0,626,19,0,0,3,47,231,66,393,926
SANTA FE57,111,137,2,3,8,1,0,21,1,367,16,0,7,1,32,121,35,248,545
SANTA FE58,141,75,1,1,11,0,8,18,1,340,6,1,1,0,49,127,39,216,525
SANTA FE59,145,133,2,0,8,1,7,23,1,395,12,2,1,0,63,150,41,278,624
SANTA FE6,31,22,0,1,0,0,1,1,0,100,7,0,0,0,17,3,3,53,127
SANTA FE60,50,39,2,3,4,1,3,14,0,132,3,0,0,0,24,76,27,89,235
SANTA FE61,201,176,1,1,4,0,4,25,0,560,8,0,3,0,80,151,35,377,802
SANTA FE62,160,141,1,1,6,0,2,12,2,554,10,0,1,0,59,135,22,301,761
SANTA FE63,154,163,1,1,0,0,1,31,0,519,15,0,4,0,29,134,34,317,701
SANTA FE64,166,183,3,2,15,1,5,26,3,649,13,1,2,1,76,162,52,349,907
SANTA FE65,404,390,2,6,7,2,13,76,1,1291,29,0,6,1,56,264,106,794,1648
SANTA FE66,191,212,2,1,10,1,8,39,1,769,25,1,2,1,84,204,61,403,1087
SANTA FE67,256,271,1,0,6,0,7,34,7,929,25,2,5,1,91,230,48,527,1290
SANTA FE68,161,185,0,0,1,0,4,27,0,628,13,0,0,1,27,128,32,346,797
SANTA FE69,464,395,5,2,12,3,22,61,1,1274,27,0,9,1,71,250,105,859,1633
SANTA FE7,77,93,0,2,4,0,4,18,0,286,6,0,2,1,30,64,28,170,389
SANTA FE70,480,424,7,2,16,5,21,106,1,1553,40,1,19,2,134,480,157,904,2230
SANTA FE71,340,284,3,0,10,2,15,52,2,975,20,0,4,3,56,245,82,624,1305
SANTA FE72,176,325,2,0,6,1,7,27,0,751,52,2,0,3,53,140,43,501,1001
SANTA FE73,68,77,2,6,50,3,15,174,3,309,8,0,22,0,119,618,250,145,1079
SANTA FE74,154,149,2,2,3,0,2,16,0,475,9,2,3,1,25,79,25,303,594
SANTA FE75,149,212,4,3,7,1,5,19,2,704,22,1,7,3,78,166,39,361,983
SANTA FE76,174,168,3,1,4,1,6,20,0,486,19,0,2,0,57,125,35,342,689
SANTA FE77,246,233,1,1,5,0,6,43,1,690,20,0,2,1,74,165,56,479,953
SANTA FE78,440,328,3,6,15,4,13,61,2,1262,26,2,7,1,70,289,102,768,1659
SANTA FE79,91,75,3,1,4,2,3,12,0,277,3,0,2,1,33,105,25,166,421
SANTA FE8,209,168,3,2,3,2,11,9,1,642,20,0,3,1,27,103,30,377,797
SANTA FE80,74,64,1,3,5,0,1,15,1,350,8,1,2,2,47,102,25,138,513
SANTA FE81,102,144,3,0,4,0,4,30,0,391,10,0,3,3,35,111,41,246,553
SANTA FE82,206,87,3,1,6,1,21,59,0,602,7,0,9,0,41,300,91,293,959
SANTA FE83,336,171,3,3,7,0,19,47,0,908,17,0,4,1,54,262,79,507,1246
SANTA FE84,50,91,2,10,30,2,14,166,4,303,12,0,16,2,116,668,224,141,1121
SANTA FE85,46,82,1,8,26,1,10,112,3,246,9,0,15,0,105,598,158,128,976
SANTA FE86,246,299,8,4,17,1,2,47,3,950,18,2,12,0,97,269,79,545,1351
SANTA FE87,40,37,0,0,7,0,1,10,0,113,1,0,0,0,29,40,18,77,183
SANTA FE88,152,179,0,5,14,3,8,49,1,524,17,0,5,2,58,240,79,331,847
SANTA FE89,196,234,2,3,12,1,6,43,1,775,19,1,3,0,81,271,67,430,1151
SANTA FE9,237,167,3,0,2,0,14,33,1,677,19,1,0,0,34,153,52,404,885
SANTA FE90,376,277,5,1,7,2,25,69,0,1144,31,0,5,0,93,393,109,653,1666
SIERRA1,53,62,1,3,8,2,7,100,1,220,15,0,7,0,40,327,121,115,610
SIERRA2,84,87,7,9,25,2,23,350,2,291,12,0,2,2,96,939,416,171,1344
SIERRA3,6,14,1,1,7,0,2,69,0,39,3,0,0,1,14,175,80,20,232
SIERRA4,13,26,0,3,5,0,2,60,2,56,0,0,1,0,11,150,70,39,220
SIERRA5,50,72,3,6,13,0,5,143,0,217,16,1,4,0,72,462,170,122,772
SIERRA6,14,54,0,1,3,0,0,14,1,121,10,0,1,1,15,51,18,68,200
SIERRA7,38,74,3,0,3,1,4,70,2,187,8,0,3,0,47,241,81,112,488
SIERRA8,58,57,6,1,8,0,6,62,3,202,6,0,1,1,60,217,83,115,490
SIERRA9,85,86,6,8,22,0,8,145,1,279,8,0,1,1,87,448,189,171,825
SOCORRO1,73,81,4,4,10,1,1,31,2,241,6,1,0,0,39,119,51,154,408
SOCORRO10,16,16,2,0,3,0,1,6,0,48,0,0,0,0,12,23,12,32,83
SOCORRO11,51,66,3,9,25,0,9,82,0,159,9,0,2,1,38,259,128,117,468
SOCORRO12,1,1,0,1,0,0,0,4,0,2,0,0,0,0,1,14,5,2,17
SOCORRO13,31,49,3,4,14,2,8,75,0,146,3,0,3,1,39,202,106,80,394
SOCORRO14,24,33,3,4,6,3,9,50,0,90,0,0,2,0,17,169,75,57,278
SOCORRO15,169,101,6,6,7,1,1,12,3,467,0,0,2,6,90,83,33,270,651
SOCORRO16,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,16,8,0,19
SOCORRO17,16,7,0,0,1,1,0,12,0,35,0,0,1,0,5,29,14,23,70
SOCORRO18,73,90,1,0,10,1,5,35,1,239,5,0,5,2,60,153,52,163,465
SOCORRO19,48,43,4,7,10,0,4,62,1,125,3,0,1,0,33,196,87,91,359
SOCORRO2,74,66,5,2,12,1,11,32,1,262,2,0,1,3,58,127,63,140,454
SOCORRO20,29,26,1,0,8,0,1,32,0,111,2,0,0,1,18,84,42,55,216
SOCORRO21,1,0,0,0,0,0,0,2,0,4,0,0,0,0,0,3,2,1,7
SOCORRO22,1,12,0,0,2,0,2,15,0,14,1,0,0,0,8,43,19,13,66
SOCORRO23,18,18,0,1,3,0,1,13,3,53,1,0,0,0,13,44,18,36,114
SOCORRO24,25,36,2,3,8,0,3,32,0,82,2,0,0,0,16,120,48,61,220
SOCORRO25,19,11,0,0,1,0,0,6,0,49,0,0,0,0,7,34,7,30,90
SOCORRO26,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,5,2,1,7
SOCORRO27,30,36,3,1,18,1,1,40,2,139,2,1,2,1,38,225,64,66,410
SOCORRO3,87,121,3,5,13,2,12,39,1,330,8,0,4,0,101,177,74,208,621
SOCORRO4,28,39,0,1,3,0,4,14,1,88,0,0,0,1,31,65,22,67,186
SOCORRO5,46,39,2,1,5,1,1,35,0,120,1,0,0,1,34,77,45,85,233
SOCORRO6,61,40,3,2,11,0,7,33,0,140,5,0,9,1,46,105,56,101,306
SOCORRO7,19,9,1,0,0,0,0,2,0,53,0,0,0,0,11,12,3,28,76
SOCORRO8,112,83,4,2,13,1,9,62,0,298,9,1,6,2,81,203,91,195,600
SOCORRO9,3,3,0,0,1,0,2,17,0,13,1,0,1,0,6,29,20,6,50
TAOS1,28,134,1,0,6,0,1,12,2,215,46,0,0,1,15,54,20,162,333
TAOS10,60,116,0,0,3,0,3,3,0,247,6,1,0,0,22,49,9,176,325
TAOS11,166,224,0,0,6,1,1,18,0,582,35,0,1,3,50,79,26,390,750
TAOS12,218,318,3,1,6,1,5,29,0,778,32,0,0,2,65,156,45,536,1033
TAOS13,78,75,2,1,2,0,1,0,0,408,18,0,0,0,42,16,6,153,484
TAOS14,79,133,1,1,6,1,2,14,0,292,17,0,0,3,28,88,25,212,428
TAOS15,205,350,3,0,5,1,7,25,0,747,47,0,2,3,71,158,41,555,1028
TAOS16,98,165,0,1,0,0,5,8,0,347,33,0,1,1,41,63,14,263,486
TAOS17,240,408,2,1,4,3,5,43,0,960,56,1,3,0,114,204,58,648,1338
TAOS18,159,272,0,2,6,1,4,28,0,553,49,0,3,1,61,161,41,431,828
TAOS19,243,278,3,1,6,1,3,21,0,659,26,0,1,1,47,182,35,521,916
TAOS2,44,13,0,0,1,0,0,1,0,91,1,0,0,0,7,23,2,57,122
TAOS20,131,127,3,0,3,0,0,13,0,328,17,0,0,1,29,83,19,258,458
TAOS21,191,175,1,0,6,0,1,29,1,489,26,0,0,4,49,137,37,366,706
TAOS22,31,66,0,0,0,0,0,12,0,118,11,0,0,1,14,30,12,97,174
TAOS23,10,35,0,1,0,0,0,2,0,44,8,0,0,0,7,13,3,45,72
TAOS24,53,31,1,0,4,0,0,8,0,92,1,2,1,0,9,33,13,84,138
TAOS25,21,21,3,0,5,2,3,12,0,83,0,0,1,0,19,41,25,42,144
TAOS26,15,12,0,1,6,0,0,3,0,36,2,0,2,0,8,19,10,27,67
TAOS27,77,44,1,2,5,0,0,7,0,158,1,0,0,0,24,47,15,121,230
TAOS28,82,67,2,0,9,0,1,10,0,155,7,0,4,0,31,67,22,149,264
TAOS29,36,27,1,0,1,0,1,8,0,85,2,0,0,0,10,28,11,63,125
TAOS3,22,27,0,0,1,0,0,12,0,54,11,0,0,0,8,27,13,49,100
TAOS30,17,8,0,0,1,0,0,2,0,34,1,0,0,0,2,4,3,25,41
TAOS31,8,8,0,0,1,0,0,0,0,20,0,0,0,0,1,11,1,16,32
TAOS32,49,32,2,1,2,0,0,2,0,116,2,0,0,1,8,20,7,81,147
TAOS33,10,13,0,0,0,0,1,2,0,48,1,0,0,0,17,16,3,23,82
TAOS34,109,108,1,0,1,1,4,27,2,317,10,0,0,2,44,97,34,217,472
TAOS35,167,250,1,1,7,0,3,18,0,560,34,0,2,0,55,145,30,417,796
TAOS36,16,12,0,0,0,0,0,0,0,42,1,0,0,0,14,4,0,28,61
TAOS4,90,95,0,2,7,0,1,12,0,241,14,0,2,0,26,69,22,185,352
TAOS5,74,82,1,0,5,2,0,8,0,208,12,0,1,1,39,68,16,156,329
TAOS6,123,94,3,0,10,1,0,17,1,286,4,0,1,0,58,113,31,217,463
TAOS7,15,30,1,1,3,0,5,25,0,93,0,0,2,0,42,208,35,45,345
TAOS8,41,86,0,0,0,0,2,5,0,170,13,1,1,1,12,25,7,127,223
TAOS9,297,424,0,1,7,2,11,24,0,1012,73,0,3,1,90,189,45,721,1368
TORRANCE1,69,53,5,2,23,1,4,75,0,149,8,0,5,0,46,283,110,122,491
TORRANCE10,34,57,0,2,22,0,8,53,2,99,8,0,3,0,18,183,85,91,313
TORRANCE11,19,3,1,1,5,1,2,16,0,26,0,0,0,0,4,43,26,22,73
TORRANCE12,1,6,0,2,4,1,0,13,0,4,2,0,0,0,5,53,20,7,64
TORRANCE13,84,66,5,6,24,1,3,132,3,222,6,0,3,0,102,465,171,150,801
TORRANCE14,1,3,1,0,5,0,0,20,1,4,0,0,0,0,5,53,26,4,63
TORRANCE15,11,19,0,0,9,0,1,33,3,63,3,0,1,0,20,149,43,30,239
TORRANCE16,54,44,0,0,12,1,2,64,2,125,1,2,1,0,30,171,79,98,332
TORRANCE2,16,24,2,0,13,2,4,44,0,45,1,0,2,1,25,159,65,40,233
TORRANCE3,35,23,4,4,13,1,1,43,0,69,4,1,2,1,22,107,66,58,206
TORRANCE4,32,26,2,3,11,1,0,29,0,62,0,0,1,1,18,73,46,58,155
TORRANCE5,71,111,6,4,27,5,13,180,2,342,18,1,9,2,160,750,235,182,1284
TORRANCE6,96,91,2,5,48,3,9,142,2,258,9,1,5,2,115,603,209,187,995
TORRANCE7,40,53,3,4,18,1,4,82,1,140,3,0,3,2,58,303,112,93,510
TORRANCE8,29,16,1,2,7,0,0,15,0,50,1,0,1,0,22,78,25,45,152
TORRANCE9,59,60,3,5,29,2,6,82,0,127,2,1,0,0,42,241,127,119,413
UNION1,6,19,0,3,10,1,1,61,1,47,1,1,0,0,15,201,76,25,266
UNION4,44,50,6,3,24,1,7,88,4,76,1,0,0,0,36,373,129,94,490
UNION6,51,65,4,2,4,3,2,79,0,104,6,0,3,1,45,290,94,116,449
UNION7,44,35,5,2,6,1,2,46,1,80,5,1,3,0,31,196,62,79,317
UNION8,5,11,2,2,9,0,2,23,1,11,0,0,2,0,4,92,38,16,110
UNION9,4,10,0,0,6,0,0,17,0,2,0,0,1,0,3,64,23,14,70
VALENCIA1,13,14,0,0,5,1,0,16,2,63,1,0,1,0,17,79,22,27,163
VALENCIA10,55,60,1,2,14,1,3,45,2,189,2,0,2,0,67,211,66,115,473
VALENCIA11,42,43,4,5,28,1,7,108,2,154,8,0,4,2,61,371,153,85,602
VALENCIA12,64,60,3,2,14,1,5,58,1,256,4,0,3,0,89,309,83,124,662
VALENCIA13,47,28,0,0,1,1,1,5,0,189,2,0,0,0,37,63,8,75,291
VALENCIA14,88,67,3,2,24,2,2,72,1,264,4,0,6,1,72,302,105,155,650
VALENCIA15,45,31,0,1,8,0,1,29,0,147,2,0,3,0,46,182,39,76,380
VALENCIA16,76,79,0,4,6,3,1,31,5,399,7,2,1,1,96,223,45,155,734
VALENCIA17,147,149,3,5,22,6,12,112,7,604,9,0,10,0,182,682,160,296,1494
VALENCIA18,41,62,2,3,16,5,14,86,1,189,3,0,2,1,63,337,126,103,596
VALENCIA19,40,31,4,1,14,2,3,72,1,137,2,0,6,0,49,262,96,71,457
VALENCIA2,126,111,3,5,12,1,6,57,5,381,8,1,1,3,126,370,84,237,895
VALENCIA20,25,19,2,0,6,0,0,30,0,75,1,1,1,0,17,131,38,44,226
VALENCIA21,127,98,5,5,14,0,4,88,0,394,12,0,7,2,106,423,116,225,944
VALENCIA22,32,33,2,0,6,0,4,42,1,131,2,0,5,0,40,191,54,65,370
VALENCIA23,130,108,2,6,10,0,3,54,0,364,14,1,4,1,116,413,75,238,913
VALENCIA24,6,15,0,0,0,0,0,1,1,106,4,0,0,0,12,24,1,21,147
VALENCIA25,45,29,4,0,9,0,0,17,1,125,4,1,3,0,38,110,30,74,282
VALENCIA26,64,50,4,1,4,1,3,26,0,178,2,1,0,1,48,127,39,114,357
VALENCIA27,108,82,6,4,23,0,3,72,1,359,7,1,3,2,105,401,108,190,879
VALENCIA28,56,63,0,2,21,1,5,68,4,358,7,2,3,1,74,311,97,119,760
VALENCIA29,141,96,9,10,12,4,12,132,1,392,3,0,6,1,87,526,179,237,1016
