precinct,gen_con_CASTLE,gen_dem_CLINTON,gen_dem_FUENTE,gen_grn_STEIN,gen_ind_HOEFLING,gen_ind_MCMULLIN,gen_lib_JOHNSON,gen_rep_TRUMP
JEFFERSONS128,0,296,1,1,0,9,15,315
JEFFERSONS129,0,292,0,4,0,3,23,338
JEFFERSONS130,0,309,0,4,0,12,10,407
JEFFERSONS131,0,459,0,8,0,12,29,274
JEFFERSONS132,0,560,1,5,0,23,22,360
JEFFERSONS135,0,530,0,11,0,14,31,249
JEFFERSONS139,0,601,1,6,0,9,37,485
JEFFERSONS140,0,297,1,5,0,9,18,386
JEFFERSONS141,0,555,1,13,0,23,45,470
JEFFERSONS142,0,283,1,0,0,13,25,259
JEFFERSONS143,0,266,0,4,0,1,22,436
JEFFERSONS144,0,0,0,0,0,0,0,0
JEFFERSONS144 - PSP,0,278,0,4,0,3,18,310
JEFFERSONS146,0,316,0,6,0,15,26,279
JEFFERSONS150,0,341,0,4,0,15,18,440
JEFFERSONS152,0,259,0,5,0,4,20,253
JEFFERSONS153,0,441,1,2,0,17,39,466
JEFFERSONS156,0,292,0,2,0,10,17,186
JEFFERSONS160,0,640,0,1,0,23,28,902
JEFFERSONS161,0,279,0,0,0,7,16,235
JEFFERSONS164,0,315,0,3,0,4,24,306
JEFFERSONS165,0,247,2,0,0,4,13,286
JEFFERSONS166,0,258,0,3,0,9,21,381
JEFFERSONS167,0,254,0,3,0,2,17,291
JEFFERSONS168,0,235,0,5,0,8,19,266
JEFFERSONV101,0,334,1,8,0,10,35,285
JEFFERSONV102,0,423,1,5,0,17,32,844
JEFFERSONV103,0,111,0,4,0,3,13,365
JEFFERSONV104,0,488,0,7,0,29,32,759
JEFFERSONV105,0,297,0,4,0,16,25,734
JEFFERSONV106,0,312,1,9,0,11,31,279
JEFFERSONV107,0,148,0,0,0,10,14,406
JEFFERSONV108,0,347,0,7,0,14,28,831
JEFFERSONV109,0,24,0,0,0,1,3,60
JEFFERSONV110,0,373,0,1,0,14,37,762
JEFFERSONV111,0,293,0,3,0,13,25,475
JEFFERSONV112,0,5,0,0,0,0,0,13
JEFFERSONV113,0,561,1,4,0,28,44,990
JEFFERSONV114,0,240,0,2,0,5,25,585
JEFFERSONV115,0,0,0,0,0,0,0,0
JEFFERSONV115 - JEF,0,306,0,9,0,14,25,412
JEFFERSONV116,0,303,0,5,0,11,25,492
JEFFERSONV117,0,325,0,3,0,17,14,376
JEFFERSONV118,0,319,1,15,0,14,34,411
JEFFERSONV119,0,407,0,11,0,19,36,708
JEFFERSONV120,0,0,0,0,0,0,0,0
JEFFERSONV120 - MID,0,426,1,8,0,24,42,510
JEFFERSONV121,0,392,0,2,0,13,14,456
JEFFERSONV122,0,0,0,0,0,0,0,0
JEFFERSONV123,0,0,0,0,0,0,0,2
JEFFERSONV124,0,0,0,0,0,0,0,0
JEFFERSONV124 - MID,0,250,0,1,0,9,14,257
JEFFERSONV125,0,248,0,4,0,9,20,376
JEFFERSONV126,0,407,0,5,0,18,38,648
JEFFERSONV127,0,534,0,12,0,18,32,602
JEFFERSONV128,0,336,0,4,0,20,39,520
JEFFERSONV129,0,348,0,1,0,14,28,741
JEFFERSONV130,0,93,0,1,0,5,7,153
JEFFERSONV131,0,312,0,3,0,17,31,494
JEFFERSONV132,0,156,1,3,0,4,18,335
JEFFERSONWALK-IN 3RD A-D,0,988,0,17,0,29,69,1179
JEFFERSONWALK-IN 3RD E,0,454,1,5,0,15,38,429
JEFFERSONWALK-IN 3RD F-G,0,1236,2,11,0,33,80,805
JEFFERSONWALK-IN 3RD H-J,0,597,0,9,0,13,25,510
JEFFERSONWALK-IN 3RD K-M,0,1089,0,18,0,13,27,321
JEFFERSONWALK-IN 3RD NOQV,0,1026,0,14,0,15,45,895
JEFFERSONWALK-IN 3RD S,0,609,0,6,0,19,31,651
JEFFERSONWALK-IN 4TH,0,211,0,1,0,8,12,481
JESSAMINEA101-1A,0,94,0,4,0,3,16,197
JESSAMINEA102-2A,0,110,0,1,0,5,20,238
JESSAMINEA103-3A,0,259,0,3,0,18,29,413
JESSAMINEA104-4A,0,136,0,3,0,7,3,297
JESSAMINEA105-5A,0,179,0,3,0,17,20,396
JESSAMINEA106-6A,0,187,0,2,0,13,25,625
JESSAMINEA107-6B,0,117,2,1,0,10,21,271
JESSAMINEAB2,0,141,1,3,0,16,21,367
JESSAMINEAB6,0,288,0,5,0,12,37,643
JESSAMINEB101-7A,0,183,0,3,0,19,23,531
JESSAMINEB102-7B,0,226,0,4,0,10,22,544
JESSAMINEB103-7C,0,181,0,7,0,5,20,426
JESSAMINEB104-7D,0,223,0,10,0,18,28,411
JESSAMINEB105-7E,0,204,0,10,0,16,29,645
JESSAMINEC101-1C,0,134,1,4,0,6,9,405
JESSAMINEC102-2C,0,99,0,4,0,7,7,372
JESSAMINEC103-3C,0,267,0,5,0,10,36,360
JESSAMINEC104-4C,0,209,0,4,0,19,23,504
JESSAMINEC105-5C,0,218,0,3,0,19,32,680
JESSAMINED101-1D,0,53,0,1,0,8,10,150
JESSAMINED102-2D,0,151,0,5,0,5,17,286
JESSAMINED103-3D,0,120,0,2,0,13,15,425
JESSAMINED104-4D,0,206,1,3,0,69,36,569
JESSAMINED105-5D,0,132,3,9,0,50,32,394
JESSAMINED106-6D,0,126,0,16,0,41,42,350
JESSAMINED107-7D,0,56,0,1,0,12,8,187
JESSAMINEE101-1E,0,50,0,0,0,8,11,164
JESSAMINEE102-2E,0,206,0,4,0,30,13,646
JESSAMINEE103-3E,0,124,1,1,0,18,14,428
JESSAMINEE104-4E,0,157,1,8,0,16,16,469
JESSAMINEE105-5E,0,118,1,4,0,11,22,393
JESSAMINEE106-6E,0,207,0,7,0,46,28,588
JESSAMINEE107-7E,0,90,2,8,0,65,46,329
JESSAMINEF101-1F,0,118,0,4,0,8,15,260
JESSAMINEF102-2F,0,145,0,2,0,9,11,311
JESSAMINEF103-3F,0,219,0,5,0,12,26,466
JESSAMINEF104-4F,0,162,1,5,0,11,14,328
JESSAMINEF105-5F,0,249,0,6,0,13,32,406
JOHNSONABSENTEE MACHINE,0,83,1,4,0,2,13,505
JOHNSONABSENTEE PAPER,0,45,0,1,0,1,5,151
JOHNSONEARLY VOTE PRESIDENT,0,0,0,0,0,0,0,0
KENTONA101,0,259,1,11,0,3,10,141
KENTONA102,0,234,0,5,0,3,23,71
KENTONA103,0,324,0,8,0,5,29,139
KENTONA104,0,160,0,4,0,1,20,187
KENTONA105,0,145,1,3,0,0,11,103
KENTONA106,0,277,0,10,0,3,25,103
KENTONA107,0,291,0,7,0,8,26,144
KENTONA108,0,349,1,13,0,2,29,225
KENTONA109,0,205,0,7,0,1,19,170
KENTONA110,0,141,0,1,0,0,7,157
KENTONA111,0,224,0,1,0,5,18,178
KENTONA112,0,206,1,7,0,7,14,197
KENTONA113,0,122,0,5,0,2,17,187
KENTONA114,0,124,0,6,0,1,20,183
KENTONA115,0,169,0,2,0,2,6,186
KENTONA116,0,130,0,1,0,5,16,218
KENTONA117,0,175,0,7,0,2,24,274
KENTONA118,0,250,0,3,0,0,3,30
KENTONA119,0,206,1,6,0,2,6,48
KENTONA120,0,193,1,5,0,0,12,101
KENTONA121,0,232,0,11,0,3,21,103
KENTONA122,0,331,0,14,0,15,24,174
KENTONA123,0,201,0,8,0,6,16,131
KENTONA124,0,211,0,10,0,6,27,269
KENTONA125,0,76,0,5,0,3,9,159
KENTONA126,0,376,1,11,0,8,46,535
KENTONA128,0,256,0,7,0,6,38,386
KENTONA130,0,172,0,14,0,11,26,325
KENTONA131,0,371,2,20,0,13,69,837
KENTONA132,0,252,0,10,0,7,32,299
KENTONA133,0,372,0,10,0,17,46,369
KENTONA135,0,212,0,10,0,14,48,425
KENTONA136,0,170,0,8,0,11,26,420
KENTONA137,0,292,0,13,0,17,43,744
KENTONA138,0,279,0,16,0,9,36,575
KENTONAB,0,1748,3,26,0,60,165,2590
KENTONB101,0,115,0,1,0,7,25,553
KENTONB105,0,104,0,2,0,7,10,327
KENTONB106,0,164,1,6,0,11,13,414
KENTONB107,0,120,0,3,0,3,23,265
KENTONB108,0,286,0,4,0,8,39,663
KENTONB109,0,192,1,5,0,3,25,494
KENTONB110,0,257,0,6,0,11,25,505
KENTONB111,0,155,0,2,0,10,19,371
KENTONB112,0,193,0,4,0,12,31,498
KENTONB115,0,273,1,9,0,23,50,987
KENTONB116,0,243,1,6,0,19,47,737
KENTONB117,0,174,0,9,0,8,27,336
KENTONB118,0,336,1,7,0,13,67,820
KENTONB119,0,47,0,1,0,2,2,200
KENTONB120,0,145,0,2,0,6,23,614
KENTONB121,0,178,0,5,0,12,29,590
KENTONB122,0,328,0,15,0,13,53,864
KENTONB123,0,86,0,4,0,3,8,431
KENTONB125,0,242,0,13,0,15,37,543
KENTONB129,0,83,0,4,0,2,12,330
KENTONB130,0,141,1,1,0,10,25,473
KENTONB131,0,147,0,9,0,9,20,370
KENTONB132,0,433,2,9,0,18,79,923
KENTONB133,0,194,0,3,0,11,29,634
KENTONB134,0,182,1,6,0,9,14,295
KENTONB135,0,201,1,4,0,7,37,475
KENTONB136,0,286,0,7,0,19,55,871
KENTONB137,0,265,0,8,0,9,44,727
KENTONB138,0,303,2,3,0,11,36,694
KENTONB139,0,2,0,0,0,0,0,0
KENTONB140,0,231,0,13,0,13,28,575
KENTONB141,0,340,1,14,0,18,47,987
KENTONB142,0,3,0,0,0,0,0,11
KENTONC101,0,154,0,8,0,4,30,247
KENTONC102,0,262,0,8,0,21,35,451
KENTONC103,0,116,1,5,0,4,17,256
KENTONC104,0,357,2,9,0,10,46,349
KENTONC105,0,201,1,2,0,6,26,341
KENTONC106,0,197,0,5,0,9,20,293
KENTONC107,0,296,1,10,0,8,55,524
KENTONC108,0,103,0,0,0,4,17,205
KENTONC109,0,124,0,5,0,7,17,247
KENTONC110,0,231,0,7,0,12,34,373
KENTONC111,0,231,0,4,0,13,32,327
KENTONC112,0,159,0,8,0,13,24,274
KENTONC113,0,183,0,6,0,9,19,284
KENTONC114,0,162,0,8,0,4,17,251
KENTONC115,0,199,0,9,0,8,25,214
KENTONC116,0,249,1,8,0,8,34,404
KENTONC117,0,253,0,3,0,16,44,397
KENTONC118,0,225,0,4,0,6,28,424
KENTONC119,0,151,0,4,0,9,27,209
KENTONC121,0,201,2,8,0,12,20,287
KENTONC122,0,394,1,5,0,13,56,589
KENTONC124,0,277,1,13,0,16,39,687
KENTONC125,0,398,0,9,0,16,56,662
KENTONC127,0,208,0,6,0,9,33,465
KENTONC128,0,270,0,4,0,8,32,388
KENTONC130,0,269,1,3,0,6,44,557
KENTONC131,0,181,0,3,0,9,19,436
KENTONC133,0,175,0,8,0,8,28,407
KENTONC134,0,249,1,4,0,10,28,477
KENTONC135,0,331,2,3,0,19,39,763
KENTONC136,0,369,2,8,0,16,42,561
KENTONC137,0,139,0,3,0,7,33,347
KENTONC138,0,199,1,10,0,14,22,367
KENTONC139,0,165,0,6,0,4,27,260
KENTONC140,0,228,0,3,0,9,25,423
KENTONC141,0,123,0,4,0,11,17,252
KENTONC142,0,0,0,0,0,0,0,0
KENTONC143,0,0,0,0,0,0,0,0
KNOTTABSENTEE MACHINE,0,37,0,0,0,0,4,158
KNOTTABSENTEE PAPER,0,45,0,0,0,3,4,69
KNOTTEARLY VOTE PRESIDENT,0,0,0,0,0,0,0,0
KNOXABSENTEE MACHINE,0,69,0,0,0,2,4,352
KNOXABSENTEE PAPER,0,53,0,0,0,4,1,156
KNOXEARLY VOTE PRESIDENT,0,0,0,0,0,0,0,0
LARUEA101,0,154,1,2,0,10,19,677
LARUEA103,0,173,1,4,0,8,15,390
LARUEAB,0,116,0,1,0,4,9,306
LARUEB101,0,168,2,3,0,8,20,488
LARUEB102,0,87,0,3,0,5,20,271
LARUEB103,0,80,0,0,0,0,5,234
LARUEC101,0,152,1,2,0,15,28,681
LARUEC102,0,85,0,0,0,7,10,346
LARUEC103,0,41,0,1,0,5,12,175
LARUED101,0,97,2,7,0,8,5,455
LARUED102,0,60,1,3,0,4,18,426
LARUED103,0,35,0,0,0,3,6,181
LARUED104,0,30,0,2,0,3,7,169
LAURELABSENTEE MACHINE,0,187,1,5,0,9,25,1036
LAURELABSENTEE PAPER,0,140,0,2,0,3,8,571
LAURELEARLY VOTE PRESIDENT,0,0,0,0,0,0,0,0
LAWRENCEA101,0,51,0,1,0,6,4,203
LAWRENCEA102,0,119,0,6,0,3,8,592
LAWRENCEA103,0,44,0,3,0,4,3,169
LAWRENCEA104,0,40,0,1,0,2,9,200
LAWRENCEAB,0,75,0,3,0,2,15,324
LAWRENCEB101,0,76,0,1,0,0,5,191
LAWRENCEB102,0,60,0,2,0,0,3,280
LAWRENCEB103,0,166,0,2,0,12,18,622
LAWRENCEC101,0,12,0,0,0,0,0,106
LAWRENCEC102,0,39,0,2,0,1,4,193
LAWRENCEC103,0,27,1,1,0,2,0,158
LAWRENCEC104,0,55,2,2,0,1,5,478
LAWRENCEC105,0,31,0,1,0,1,1,154
LAWRENCED101,0,31,1,1,0,2,4,218
LAWRENCED102,0,20,0,1,0,1,5,195
LAWRENCED103,0,66,0,4,0,0,3,132
LAWRENCED104,0,47,0,0,0,0,8,229
LAWRENCED105,0,52,0,1,0,0,10,237
LAWRENCED106,0,34,1,0,0,0,2,135
LEEABSENTEE,0,39,0,0,0,0,3,136
LEEBEATTYVILLE 1,0,34,0,2,0,1,2,135
LEEBEATTYVILLE 2,0,36,1,0,0,0,5,133
LEEBEATTYVILLE 3,0,49,0,2,0,2,5,237
LEEBEATTYVILLE 4,0,30,0,0,0,1,6,134
LEEHEIDELBERG,0,32,1,0,0,1,2,156
LEEIVY PATCH,0,39,0,1,0,3,1,206
LEELEECO,0,30,0,1,0,5,3,174
LEEPROCTOR,0,74,2,1,0,4,7,349
LEESAND FIELD,0,40,0,0,0,1,7,244
LEEST. HELENS,0,41,0,0,0,1,1,247
LEETOTAL,0,444,4,7,0,19,42,2151
LESLIEABSENTEE MACHINE,0,25,0,1,0,2,1,151
LESLIEABSENTEE PAPER,0,15,0,0,0,0,0,94
LESLIEEARLY VOTE PRESIDENT,0,0,0,0,0,0,0,0
LETCHERABSENTEE MACHINE,0,57,0,1,0,3,7,268
LETCHERABSENTEE PAPER,0,50,0,0,0,1,6,92
LETCHEREARLY VOTE PRESIDENT,0,0,0,0,0,0,0,0
LEWISABSENTEE MACHINE,0,34,1,0,0,2,6,256
LEWISABSENTEE PAPER,0,31,0,0,0,1,2,63
LEWISBLACK OAK,0,67,0,2,0,2,13,392
LEWISBURTONVILLE,0,59,1,0,0,1,5,236
LEWISCONCORD-MOWERS,0,14,0,0,0,1,2,190
LEWISFIREBRICK,0,33,0,0,0,2,2,160
LEWISGARRISON,0,57,0,2,0,1,1,319
LEWISLAUREL,0,56,0,1,0,1,9,399
LEWISPETERSVILLE,0,46,0,2,0,3,4,205
LEWISQUINCY,0,65,1,7,0,3,7,320
LEWISTANNERY,0,44,0,0,0,1,5,213
LEWISTOLLESBORO,0,110,0,1,0,8,14,739
LEWISTOTAL,0,785,5,16,0,34,95,4363
LEWISVANCEBURG #1,0,35,0,0,0,2,4,209
LEWISVANCEBURG #2,0,22,0,1,0,1,2,85
LEWISVANCEBURG #3,0,42,0,0,0,0,7,239
LEWISVANCEBURG #4,0,70,2,0,0,5,12,338
LINCOLNABSENTEE MACHINE,0,145,0,4,0,2,13,457
LINCOLNABSENTEE PAPER,0,64,0,1,0,2,1,132
LINCOLNEARLY VOTE PRESIDENT,0,0,0,0,0,0,0,0
LIVINGSTONA101,0,183,1,6,0,7,39,804
LIVINGSTONAB,0,67,0,3,0,6,7,187
LIVINGSTONB101,0,54,0,3,0,5,4,207
LIVINGSTONB102,0,129,0,4,0,2,11,403
LIVINGSTONB103,0,104,0,4,0,5,10,307
LIVINGSTONC101,0,21,0,0,0,1,1,140
LIVINGSTONC102,0,81,0,0,0,4,14,467
LIVINGSTONC103,0,15,0,3,0,1,7,99
LIVINGSTOND101,0,93,0,0,0,4,6,326
LIVINGSTOND102,0,67,0,1,0,7,6,312
LIVINGSTOND103,0,73,0,0,0,4,10,318
LOGANA101,0,136,0,0,0,4,6,229
LOGANA104,0,189,0,3,0,6,22,732
LOGANA105,0,123,1,1,0,2,16,220
LOGANAB,0,129,0,2,0,5,11,324
LOGANB101,0,113,0,2,0,0,2,290
LOGANB102,0,153,0,3,0,3,3,360
LOGANB103,0,131,0,1,0,8,9,300
LOGANB104,0,132,0,3,0,3,9,235
LOGANC101,0,103,0,3,0,2,12,420
LOGANC102,0,81,0,0,0,5,7,281
LOGANC103,0,115,0,1,0,3,11,250
LOGANC104,0,59,0,2,0,4,6,318
LOGAND101,0,85,1,1,0,8,15,460
LOGAND102,0,130,0,7,0,4,10,636
LOGAND103,0,49,0,0,0,2,9,347
LOGANE101,0,52,0,0,0,2,13,240
LOGANE102,0,222,0,5,0,12,16,628
LOGANE103,0,128,1,2,0,7,16,483
LOGANF101,0,217,0,3,0,2,4,124
LOGANF102,0,190,0,3,0,8,21,632
LOGANF103,0,218,0,1,0,1,11,269
LYONA101,0,145,0,2,0,3,6,422
LYONA102,0,151,0,3,0,5,19,458
LYONAB,0,113,0,1,0,5,8,235
LYONB101,0,139,0,2,0,7,9,373
LYONB102,0,141,0,1,0,4,8,482
LYONC101,0,178,2,3,0,9,11,378
LYONC102,0,178,0,3,0,3,13,441
MADISONA101,0,146,1,3,0,6,24,542
MADISONA102,0,403,0,14,0,4,19,345
MADISONA103,0,425,1,21,0,14,27,221
MADISONA104,0,357,1,15,0,12,26,605
MADISONA105,0,345,1,16,0,12,29,416
MADISONA106,0,412,0,27,0,18,44,723
MADISONA107,0,216,0,7,0,12,12,621
MADISONA108,0,195,0,2,0,24,14,642
MADISONA109,0,238,0,9,0,15,29,981
MADISONA110,0,118,0,6,0,9,8,364
MADISONAB,0,771,0,17,0,18,54,1196
MADISONB101,0,413,0,19,0,22,52,537
MADISONB102,0,172,0,4,0,7,12,446
MADISONB103,0,330,1,9,0,18,30,581
MADISONB104,0,146,1,5,0,5,13,551
MADISONB105,0,524,1,11,0,23,49,708
MADISONB106,0,177,0,4,0,4,15,132
MADISONB107,0,461,1,23,0,22,58,570
MADISONB108,0,124,0,6,0,12,18,392
MADISONB109,0,234,1,5,0,14,26,676
MADISONB110,0,474,2,5,0,35,49,1171
MADISONC101,0,0,0,0,0,0,1,6
MADISONC102,0,76,1,0,0,6,8,254
MADISONC103,0,210,0,3,0,10,29,679
MADISONC104,0,56,0,2,0,2,8,312
MADISONC105,0,115,0,3,0,14,13,511
MADISONC106,0,105,0,4,0,5,12,521
MADISONC107,0,307,0,8,0,5,24,814
MADISONC108,0,71,1,0,0,2,8,222
MADISONC109,0,327,2,6,0,28,32,565
MADISONC110,0,490,0,11,0,11,37,557
MADISONC112,0,416,0,12,0,18,42,557
MADISONC113,0,228,0,6,0,10,19,264
MADISONC114,0,173,0,4,0,5,19,163
MADISOND101,0,68,0,3,0,2,8,298
MADISOND102,0,172,0,2,0,7,11,439
MADISOND103,0,197,0,8,0,21,24,583
MADISOND104,0,38,0,1,0,0,0,80
MADISOND105,0,263,2,6,0,17,38,538
MADISOND106,0,357,0,8,0,22,58,1375
MADISOND107,0,3,0,1,0,0,1,2
MADISOND109,0,393,0,12,0,18,68,609
MADISOND110,0,244,0,12,0,6,27,131
MADISOND111,0,322,0,8,0,13,33,584
MADISOND112,0,291,0,2,0,14,38,581
MADISOND113,0,190,1,3,0,10,23,366
MAGOFFINABSENTEE MACHINE,0,114,0,2,0,3,5,248
MAGOFFINABSENTEE PAPER,0,52,0,1,0,0,0,96
MAGOFFINEARLY VOTE PRESIDENT,0,0,0,0,0,0,0,0
MARIONA101,0,93,0,2,0,1,6,286
MARIONA102,0,84,0,3,0,5,7,275
MARIONA103,0,95,0,1,0,5,11,361
MARIONA104,0,148,0,1,0,0,10,171
MARIONAB,0,234,0,4,0,2,13,231
MARIONC102,0,371,0,3,0,13,25,386
MARIONC103,0,120,0,1,0,0,14,209
MARIONC105,0,53,0,2,0,2,9,174
MARIOND102,0,191,0,3,0,5,17,434
MARIOND103,0,138,0,0,0,1,17,372
MARIOND104,0,145,0,3,0,3,7,166
MARIONE101,0,99,0,1,0,5,9,247
MARIONE102,0,192,0,1,0,4,9,335
MARIONE103,0,200,0,3,0,1,24,452
MARIONH101,0,189,1,2,0,4,16,364
MARIONH102,0,102,0,2,0,3,8,247
MARIONH103,0,92,0,1,0,2,7,168
MARIONH104,0,133,0,0,0,3,6,244
MARSHALLA101,0,164,0,1,0,16,19,485
MARSHALLA102,0,208,0,7,0,8,19,555
MARSHALLA103,0,213,1,3,0,8,17,469
MARSHALLA104,0,77,0,3,0,1,9,435
MARSHALLA105,0,141,0,3,0,11,23,373
MARSHALLA106,0,70,0,1,0,4,5,329
MARSHALLA107,0,214,1,10,0,7,39,722
MARSHALLA108,0,100,0,5,0,5,18,406
MARSHALLAB,0,221,1,3,0,10,31,693
MARSHALLB101,0,109,0,2,0,2,7,367
MARSHALLB102,0,160,0,4,0,8,22,707
MARSHALLB103,0,89,0,4,0,4,13,268
MARSHALLB104,0,113,1,4,0,7,6,269
MARSHALLB105,0,116,0,7,0,6,16,583
MARSHALLB106,0,164,0,4,0,6,20,587
MARSHALLB107,0,171,0,3,0,8,9,530
MARSHALLB108,0,94,1,3,0,2,7,315
MARSHALLB109,0,115,0,2,0,5,12,362
MARSHALLC101,0,153,0,7,0,11,22,638
MARSHALLC102,0,88,0,2,0,4,3,306
MARSHALLC103,0,166,1,2,0,8,18,520
MARSHALLC104,0,216,2,1,0,13,27,926
MARSHALLC105,0,189,0,0,0,10,21,595
MARSHALLC106,0,106,1,1,0,4,17,322
MARSHALLC107,0,66,0,0,0,3,5,216
MARSHALLC108,0,149,1,2,0,3,21,344
MARTINABSENTEE MACHINE,0,22,0,0,0,0,3,250
MARTINABSENTEE PAPER,0,22,0,1,0,0,1,89
MARTINEARLY VOTE PRESIDENT,0,0,0,0,0,0,0,0
MASONA101,0,103,1,2,0,3,8,135
MASONA102,0,85,0,1,0,0,3,30
MASONA103,0,211,1,7,0,4,16,297
MASONA104,0,191,1,10,0,8,11,218
MASONA105,0,78,1,1,0,7,9,273
MASONAB,0,172,0,3,0,4,11,327
MASONB102,0,35,0,1,0,0,5,150
MASONB103,0,33,0,0,0,1,0,131
MASONB104,0,75,0,1,0,2,6,254
MASONB105,0,27,0,0,0,4,3,179
MASONB106,0,118,0,1,0,2,10,332
MASONB107,0,156,0,1,0,11,20,520
MASONB108,0,189,0,3,0,9,23,514
MASONC102,0,254,0,2,0,11,22,500
MASONC103,0,84,0,1,0,12,8,371
MASONC104,0,60,0,2,0,3,9,264
MASONC105,0,99,0,2,0,6,9,449
MCCRACKENA102A,0,202,0,5,0,3,17,84
MCCRACKENA104A,0,177,0,2,0,2,7,87
MCCRACKENA106A,0,137,0,2,0,2,4,139
MCCRACKENA110,0,148,0,2,0,3,13,520
MCCRACKENA112,0,204,0,2,0,7,25,629
MCCRACKENA113,0,228,0,13,0,14,27,916
MCCRACKENA114,0,130,0,3,0,5,18,429
MCCRACKENA115,0,136,0,4,0,2,13,270
MCCRACKENA116,0,274,1,11,0,7,31,605
MCCRACKENA117,0,15,0,1,0,0,1,54
MCCRACKENA118,0,186,0,9,0,11,35,742
MCCRACKENA119A,0,154,1,4,0,0,4,47
MCCRACKENA120,0,106,0,2,0,3,16,394
MCCRACKENA121,0,56,0,2,0,2,10,288
MCCRACKENA122,0,186,1,8,0,2,17,560
MCCRACKENA124,0,105,0,5,0,2,15,355
MCCRACKENA133A,0,147,0,1,0,2,9,101
MCCRACKENAB,0,588,0,5,0,25,48,1241
MCCRACKENB103A,0,215,0,5,0,7,18,174
MCCRACKENB113A,0,352,1,6,0,2,19,243
MCCRACKENB114A,0,134,0,4,0,1,7,159
MCCRACKENB116A,0,221,0,8,0,5,7,176
MCCRACKENB117,0,127,0,3,0,4,19,561
MCCRACKENB118A,0,182,1,6,0,3,6,174
MCCRACKENB119,0,55,0,3,0,4,8,306
MCCRACKENB120,0,143,1,6,0,8,16,413
MCCRACKENB121,0,103,0,5,0,11,10,410
MCCRACKENB122,0,59,0,0,0,7,3,314
MCCRACKENB123,0,189,0,9,0,5,13,359
MCCRACKENB124,0,104,0,1,0,3,18,472
MCCRACKENB125,0,129,0,5,0,12,13,628
MCCRACKENB126,0,136,1,3,0,8,17,353
MCCRACKENB127,0,103,0,1,0,6,16,431
MCCRACKENB129,0,8,0,1,0,1,2,38
MCCRACKENB131A,0,270,0,10,0,5,24,233
MCCRACKENB132A,0,150,0,1,0,11,11,279
MCCRACKENB134,0,163,0,5,0,3,21,480
MCCRACKENB135,0,105,0,3,0,4,14,436
MCCRACKENC102A,0,340,0,6,0,4,9,89
MCCRACKENC106,0,45,0,2,0,1,2,112
MCCRACKENC107,0,188,0,3,0,6,33,536
MCCRACKENC108,0,177,0,1,0,6,18,778
MCCRACKENC109,0,283,0,2,0,14,22,657
MCCRACKENC110,0,243,0,5,0,18,21,894
MCCRACKENC112,0,184,1,4,0,3,18,711
MCCRACKENC113,0,169,0,5,0,10,17,574
MCCRACKENC114,0,76,0,3,0,4,9,392
MCCRACKENC115,0,50,0,1,0,3,5,203
MCCRACKENC119A,0,150,1,1,0,5,18,136
MCCRACKENC120A,0,221,0,2,0,3,14,161
MCCRACKENC121A,0,172,0,3,0,10,20,199
MCCRACKENC122A,0,130,0,0,0,7,10,314
MCCRACKENC123A,0,225,0,5,0,16,22,457
MCCRACKENC125A,0,239,1,3,0,2,14,129
MCCRACKENC128,0,115,0,5,0,6,15,332
MCCREARYA101,0,79,0,1,0,1,3,387
MCCREARYA102,0,56,0,1,0,2,0,400
MCCREARYA104,0,30,0,0,0,1,2,284
MCCREARYA105,0,11,0,0,0,0,0,96
MCCREARYAB,0,52,0,1,0,3,5,397
MCCREARYB101,0,84,0,1,0,1,9,746
MCCREARYB102,0,32,0,3,0,1,3,267
MCCREARYB104,0,16,1,0,0,0,7,183
MCCREARYD101,0,77,0,0,0,3,6,465
MCCREARYD103,0,24,0,1,0,1,4,148
MCCREARYD104,0,36,0,0,0,0,1,216
MCCREARYD105,0,15,0,0,0,1,0,172
MCCREARYD106,0,17,0,2,0,0,0,103
MCCREARYF103,0,28,0,3,0,0,4,193
MCCREARYF104,0,68,0,2,0,1,7,373
MCCREARYF105,0,16,0,1,0,1,6,210
MCCREARYF106,0,12,2,0,0,0,0,89
MCCREARYF108,0,6,0,1,0,1,1,203
MCCREARYF109,0,5,1,1,0,2,1,80
MCLEANA101,0,64,0,0,0,3,12,217
MCLEANA102,0,125,0,2,0,6,14,511
MCLEANAB,0,102,0,3,0,3,6,175
MCLEANB101,0,131,0,1,0,5,22,399
MCLEANB102,0,134,0,0,0,2,18,352
MCLEANC101,0,108,1,6,0,7,16,384
MCLEANC102,0,96,0,2,0,5,14,455
MCLEAND101,0,114,0,0,0,4,18,466
MCLEAND102,0,114,0,1,0,9,17,422
MEADEA101,0,141,0,5,0,6,19,402
MEADEA102,0,136,0,11,0,7,12,336
MEADEAB,0,206,0,5,0,11,25,471
MEADEB101,0,204,0,2,0,6,18,580
MEADEB102,0,289,1,5,0,4,20,594
MEADEB103,0,81,0,8,0,7,11,389
MEADEC101,0,156,0,3,0,7,23,495
MEADEC102,0,129,0,4,0,3,17,513
MEADEC103,0,126,0,6,0,1,14,450
MEADED101,0,217,0,4,0,9,18,484
MEADED102,0,182,1,5,0,4,17,525
MEADED103,0,180,0,6,0,7,23,352
MEADEE101,0,160,0,6,0,4,15,458
MEADEE102,0,145,1,4,0,1,20,473
MEADEE103,0,138,0,3,0,8,17,555
MEADEF101,0,113,3,8,0,4,17,326
