precinct,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,pri_rep_WILLIAMS,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_ind_FOX,gen_ind_FUENTE,gen_ind_HOEFLING,gen_ind_KENISTON,gen_ind_KOTLIKOFF,gen_ind_MALDONADO,gen_ind_MATUREN,gen_ind_MCMULLIN,gen_ind_MOOREHEAD,gen_ind_SCHOENKE,gen_ind_SOLTYSIK,gen_lib_JOHNSON,gen_rep_TRUMP,dem_primary_total,general_total
MILWAUKEECITY OF MILWAUKEE WARD 125,218,0,0,645,0,1,0,62,0,0,0,19,1,1,0,31,0,4,923,34,0,1,0,0,0,0,0,4,2,0,0,28,129,863,1125
MILWAUKEECITY OF MILWAUKEE WARD 126,264,0,1,340,1,0,0,48,0,0,0,19,0,2,0,19,0,0,732,13,0,1,0,0,0,0,1,2,0,0,0,24,55,605,828
MILWAUKEECITY OF MILWAUKEE WARD 127,196,0,1,546,1,1,0,88,0,0,0,57,2,1,0,40,0,3,904,38,0,2,0,0,0,0,0,4,0,0,0,63,245,743,1259
MILWAUKEECITY OF MILWAUKEE WARD 128,146,0,1,694,0,1,0,71,0,0,0,33,4,2,0,75,0,2,1052,41,0,0,0,0,0,0,0,2,2,0,0,88,337,841,1524
MILWAUKEECITY OF MILWAUKEE WARD 129,192,0,1,329,0,0,0,69,0,0,1,38,1,1,0,45,0,1,706,13,0,0,0,0,0,0,1,4,1,0,0,46,180,522,952
MILWAUKEECITY OF MILWAUKEE WARD 13,156,0,0,101,1,4,0,34,0,0,0,5,0,0,0,33,0,1,409,4,0,0,0,0,0,0,0,0,1,0,0,8,88,257,511
MILWAUKEECITY OF MILWAUKEE WARD 130,81,0,0,609,0,1,0,75,0,0,0,44,1,5,0,52,0,7,863,29,0,5,0,0,0,0,0,2,0,0,0,64,325,690,1295
MILWAUKEECITY OF MILWAUKEE WARD 131,279,0,1,309,2,1,0,128,0,0,0,99,1,1,0,69,0,3,743,11,0,1,0,0,0,0,0,5,0,0,0,45,252,589,1060
MILWAUKEECITY OF MILWAUKEE WARD 132,471,0,3,387,4,0,1,160,2,0,0,133,2,6,0,92,0,3,1133,13,0,0,0,0,0,0,0,6,0,0,0,35,355,861,1545
MILWAUKEECITY OF MILWAUKEE WARD 133,121,0,0,429,1,2,0,60,0,0,0,35,1,2,0,24,0,0,680,25,0,2,0,0,0,0,0,1,2,0,0,43,132,550,885
MILWAUKEECITY OF MILWAUKEE WARD 134,110,0,1,412,0,0,0,74,0,0,0,23,1,0,0,32,0,3,680,18,0,0,1,0,0,0,0,2,1,0,0,64,148,523,917
MILWAUKEECITY OF MILWAUKEE WARD 135,147,0,0,465,0,1,0,71,0,0,0,36,2,2,0,42,0,2,775,28,0,1,0,0,0,0,2,5,1,0,0,55,159,612,1028
MILWAUKEECITY OF MILWAUKEE WARD 136,111,0,0,556,0,0,0,62,0,0,0,27,1,3,0,34,0,3,768,26,0,0,0,0,0,0,0,0,2,0,0,58,154,667,1011
MILWAUKEECITY OF MILWAUKEE WARD 137,66,0,0,395,0,1,0,32,0,0,0,17,1,2,0,20,0,2,565,12,0,0,0,0,0,0,0,3,1,0,1,23,85,461,692
MILWAUKEECITY OF MILWAUKEE WARD 138,265,0,0,1296,2,0,1,57,1,0,0,18,3,2,0,38,0,4,1582,76,0,0,0,0,0,0,0,2,8,0,0,47,126,1561,1845
MILWAUKEECITY OF MILWAUKEE WARD 139,276,0,1,640,1,1,0,38,0,0,0,6,0,2,0,25,0,4,1134,45,0,1,0,0,0,0,0,1,3,0,1,29,77,917,1295
MILWAUKEECITY OF MILWAUKEE WARD 14,389,0,2,171,0,0,1,18,0,0,0,4,0,0,0,17,0,3,912,3,0,0,0,0,0,0,0,0,1,0,0,10,56,562,985
MILWAUKEECITY OF MILWAUKEE WARD 140,179,0,0,98,0,0,0,3,0,0,0,1,0,2,0,10,0,0,436,1,0,1,0,0,0,0,0,0,0,0,0,3,23,277,464
MILWAUKEECITY OF MILWAUKEE WARD 141,223,0,0,134,0,1,0,7,0,0,1,3,0,0,0,0,0,4,529,12,0,0,0,0,0,0,0,0,0,0,0,5,20,357,570
MILWAUKEECITY OF MILWAUKEE WARD 142,270,0,0,102,0,3,1,5,0,0,0,1,1,0,0,1,0,1,538,3,0,0,0,0,0,0,0,2,0,0,0,5,12,372,561
MILWAUKEECITY OF MILWAUKEE WARD 143,218,0,0,90,0,1,0,1,0,0,0,0,0,0,0,1,0,0,531,1,0,0,0,0,0,0,0,0,1,0,0,2,8,308,543
MILWAUKEECITY OF MILWAUKEE WARD 144,185,0,0,65,0,0,0,4,0,0,0,0,0,0,0,4,0,0,405,1,0,0,0,0,0,0,0,0,0,0,0,1,9,250,416
MILWAUKEECITY OF MILWAUKEE WARD 145,112,0,0,42,0,0,0,0,0,0,0,1,0,0,0,1,0,0,244,2,0,0,0,0,0,0,0,0,1,0,0,0,2,154,249
MILWAUKEECITY OF MILWAUKEE WARD 146,106,0,1,31,0,1,0,1,0,0,0,0,0,0,0,0,0,0,242,1,0,0,0,0,0,0,0,0,0,0,0,0,1,138,244
MILWAUKEECITY OF MILWAUKEE WARD 147,327,0,2,122,1,1,0,3,0,0,0,0,1,1,1,4,0,0,857,4,0,0,0,0,0,0,0,0,0,0,0,3,14,451,878
MILWAUKEECITY OF MILWAUKEE WARD 148,260,0,1,120,0,0,0,3,0,0,0,0,0,0,0,4,0,3,635,3,0,1,0,0,0,0,0,0,1,0,0,2,15,381,660
MILWAUKEECITY OF MILWAUKEE WARD 149,282,0,2,127,0,3,0,2,0,0,0,1,0,0,0,4,0,1,734,7,0,1,0,0,0,0,0,0,0,0,0,1,10,411,754
MILWAUKEECITY OF MILWAUKEE WARD 15,210,0,0,128,1,1,1,115,0,0,0,44,0,2,0,50,0,3,509,8,0,0,0,0,0,0,0,1,0,0,0,19,221,338,761
MILWAUKEECITY OF MILWAUKEE WARD 150,207,0,0,112,0,0,0,9,0,0,0,1,0,2,0,2,0,2,569,7,0,0,0,0,0,0,0,0,1,0,0,3,20,319,602
MILWAUKEECITY OF MILWAUKEE WARD 151,201,0,0,69,0,0,0,3,0,0,0,0,0,0,0,1,0,1,430,0,0,0,0,0,0,0,0,0,0,0,0,4,6,270,441
MILWAUKEECITY OF MILWAUKEE WARD 152,132,0,0,58,0,0,0,1,0,0,0,0,0,0,0,1,0,2,367,1,0,0,0,0,0,0,0,0,1,0,0,3,12,190,386
MILWAUKEECITY OF MILWAUKEE WARD 153,268,0,0,132,0,0,0,17,0,0,0,5,0,2,0,11,0,0,602,14,0,0,0,0,0,0,0,0,1,0,0,5,33,400,655
MILWAUKEECITY OF MILWAUKEE WARD 154,212,0,0,79,0,1,0,9,0,0,0,2,0,0,0,3,0,0,567,1,0,0,0,0,0,0,0,0,1,0,0,1,17,291,587
MILWAUKEECITY OF MILWAUKEE WARD 155,139,0,0,69,0,0,1,4,0,0,0,0,1,0,0,6,0,0,460,4,0,0,0,0,0,0,0,0,2,0,0,2,11,208,479
MILWAUKEECITY OF MILWAUKEE WARD 156,250,0,0,132,0,1,0,18,0,0,0,1,0,1,0,2,0,0,659,5,0,0,0,0,0,0,0,1,2,0,0,10,17,382,694
MILWAUKEECITY OF MILWAUKEE WARD 157,157,0,1,139,0,1,0,18,0,0,0,3,0,1,0,9,0,2,473,8,0,0,0,0,0,0,0,0,0,0,0,7,35,297,525
MILWAUKEECITY OF MILWAUKEE WARD 158,174,0,2,114,0,1,0,7,0,0,0,7,0,1,0,7,0,1,436,5,0,0,0,0,0,0,0,1,0,0,0,8,18,290,469
MILWAUKEECITY OF MILWAUKEE WARD 159,156,0,0,109,0,1,0,14,0,0,0,6,0,0,0,4,0,0,441,3,0,0,0,0,0,0,0,0,1,0,0,9,23,265,477
MILWAUKEECITY OF MILWAUKEE WARD 16,503,0,1,244,0,0,0,83,0,0,0,20,1,1,0,31,0,4,1183,8,0,0,0,0,0,0,0,0,0,0,0,17,140,748,1352
MILWAUKEECITY OF MILWAUKEE WARD 160,231,0,0,91,0,1,0,2,0,0,0,1,1,0,0,5,0,0,601,3,0,0,0,0,0,0,0,1,2,0,0,0,9,322,616
MILWAUKEECITY OF MILWAUKEE WARD 161,63,0,0,44,0,0,0,2,0,0,0,1,0,0,0,3,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,4,6,107,214
MILWAUKEECITY OF MILWAUKEE WARD 162,114,0,1,76,0,0,0,0,0,0,0,1,0,0,0,1,0,0,355,2,0,0,0,0,0,0,0,0,0,0,0,3,8,191,368
MILWAUKEECITY OF MILWAUKEE WARD 163,212,0,0,151,0,0,0,10,0,0,0,3,0,1,0,5,0,0,617,7,0,0,0,0,0,0,0,1,0,0,0,6,24,363,655
MILWAUKEECITY OF MILWAUKEE WARD 164,265,0,2,192,0,0,0,52,0,0,0,10,0,1,0,21,0,1,702,4,0,0,0,0,0,0,0,0,1,0,0,10,94,459,812
MILWAUKEECITY OF MILWAUKEE WARD 165,173,0,0,165,0,1,0,63,0,0,0,14,0,0,0,23,0,2,563,7,0,0,0,0,0,0,0,3,0,0,0,14,111,338,700
MILWAUKEECITY OF MILWAUKEE WARD 166,72,0,0,100,0,0,0,22,0,0,0,9,0,0,0,8,0,3,263,6,0,0,0,0,0,0,0,2,0,0,0,5,43,172,322
MILWAUKEECITY OF MILWAUKEE WARD 167,199,0,0,277,0,4,0,91,0,1,0,33,2,1,0,31,0,4,598,12,0,1,0,0,0,0,0,3,0,0,0,29,141,476,788
MILWAUKEECITY OF MILWAUKEE WARD 168,345,0,1,503,2,2,1,172,0,0,0,52,1,4,1,50,0,4,1062,18,0,0,0,0,0,0,0,9,1,0,0,53,261,849,1408
MILWAUKEECITY OF MILWAUKEE WARD 169,148,0,0,92,0,0,0,2,0,0,0,1,0,0,2,8,0,0,443,6,0,2,0,0,0,0,0,0,0,0,0,2,24,240,477
MILWAUKEECITY OF MILWAUKEE WARD 17,203,0,0,110,1,1,2,51,0,0,1,10,0,0,0,29,0,1,447,4,0,0,0,0,0,0,0,0,1,0,0,9,122,313,584
MILWAUKEECITY OF MILWAUKEE WARD 170,107,0,1,68,0,0,0,1,0,0,0,1,0,0,0,5,0,0,374,0,0,0,0,0,0,0,0,0,2,0,0,4,11,176,391
MILWAUKEECITY OF MILWAUKEE WARD 171,36,0,0,43,0,0,0,1,0,0,0,0,0,0,0,0,0,1,141,1,0,1,0,0,0,0,0,0,0,0,0,2,6,79,152
MILWAUKEECITY OF MILWAUKEE WARD 172,186,0,0,77,0,1,1,5,0,0,1,0,0,1,0,5,0,1,445,1,0,1,0,0,0,0,0,0,0,0,0,2,21,263,471
MILWAUKEECITY OF MILWAUKEE WARD 173,228,0,0,118,0,1,0,6,0,0,1,1,0,0,0,8,0,0,588,1,0,1,0,0,0,0,0,0,0,0,0,0,18,346,608
MILWAUKEECITY OF MILWAUKEE WARD 174,364,0,3,134,0,0,0,13,0,0,1,3,0,1,0,8,0,1,781,4,0,0,0,0,0,0,0,0,1,0,0,3,26,501,816
MILWAUKEECITY OF MILWAUKEE WARD 175,227,0,1,133,1,1,1,8,0,0,0,4,0,0,0,11,0,2,509,4,0,0,0,0,0,0,0,0,0,0,0,10,41,361,566
MILWAUKEECITY OF MILWAUKEE WARD 176,308,0,0,139,0,2,1,8,0,0,0,2,0,1,0,7,0,0,710,0,0,0,0,0,0,0,0,0,1,0,0,5,20,447,736
MILWAUKEECITY OF MILWAUKEE WARD 177,344,0,0,551,0,2,0,123,0,0,1,96,1,4,1,71,0,4,1330,26,0,2,0,0,0,0,0,1,1,0,0,97,324,895,1785
MILWAUKEECITY OF MILWAUKEE WARD 178,272,0,0,468,0,1,1,110,0,0,0,50,4,4,0,37,0,2,919,19,0,1,0,0,0,0,0,4,3,0,0,93,244,740,1285
MILWAUKEECITY OF MILWAUKEE WARD 179,314,0,0,592,0,3,0,113,0,0,1,63,0,1,0,56,0,4,1183,32,0,1,0,0,0,0,0,0,1,0,0,93,240,906,1554
MILWAUKEECITY OF MILWAUKEE WARD 18,265,0,0,177,1,2,1,85,0,0,0,16,0,2,0,27,0,2,736,12,0,0,0,0,0,0,0,4,1,0,0,12,133,442,900
MILWAUKEECITY OF MILWAUKEE WARD 180,219,0,2,317,0,0,2,85,0,0,1,73,3,4,0,39,0,2,846,10,0,1,0,0,0,0,0,7,1,0,0,54,192,538,1113
MILWAUKEECITY OF MILWAUKEE WARD 181,421,0,0,333,7,2,1,156,1,1,0,112,2,4,0,75,0,1,1069,14,0,0,0,0,0,0,0,7,1,0,0,62,320,754,1474
MILWAUKEECITY OF MILWAUKEE WARD 182,225,0,3,537,1,0,0,113,0,0,1,72,2,6,0,54,0,1,1046,31,0,2,0,0,0,0,0,4,0,0,1,86,276,765,1447
MILWAUKEECITY OF MILWAUKEE WARD 183,295,0,1,555,1,2,1,171,0,0,0,124,0,1,1,79,0,5,1343,36,0,3,0,2,0,0,0,3,1,0,0,106,419,851,1918
MILWAUKEECITY OF MILWAUKEE WARD 184,313,0,1,390,2,2,1,126,0,0,0,105,3,2,0,90,0,7,953,22,0,2,0,0,0,0,0,2,1,0,0,84,361,704,1432
MILWAUKEECITY OF MILWAUKEE WARD 185,315,0,0,502,1,0,1,169,0,0,0,141,4,3,0,91,0,8,1328,23,0,0,0,0,0,0,0,11,1,0,1,108,462,817,1942
MILWAUKEECITY OF MILWAUKEE WARD 186,313,0,1,341,0,0,0,247,0,0,0,181,1,4,1,93,0,4,1267,15,0,2,0,0,0,0,0,4,0,0,0,120,554,655,1966
MILWAUKEECITY OF MILWAUKEE WARD 187,71,0,0,129,0,1,0,34,0,0,0,21,1,1,0,17,0,2,374,8,0,0,0,0,0,0,0,1,1,0,0,31,115,200,532
MILWAUKEECITY OF MILWAUKEE WARD 188,65,0,0,89,0,0,0,29,0,0,0,41,0,0,0,18,0,0,300,6,0,0,0,0,0,0,0,1,0,0,0,28,120,154,455
MILWAUKEECITY OF MILWAUKEE WARD 189,210,0,0,92,1,0,0,15,0,1,0,16,0,0,0,15,0,1,484,5,0,0,0,0,0,0,0,0,0,0,0,20,95,302,605
MILWAUKEECITY OF MILWAUKEE WARD 19,232,0,0,124,0,0,1,36,0,0,0,6,0,2,0,24,0,3,594,3,0,0,0,0,0,0,0,0,0,0,0,5,90,356,695
MILWAUKEECITY OF MILWAUKEE WARD 190,107,0,1,280,1,0,0,85,0,0,0,73,2,3,0,32,0,8,866,13,0,3,0,0,0,0,3,0,2,0,0,96,355,388,1346
MILWAUKEECITY OF MILWAUKEE WARD 191,59,0,0,196,1,0,0,56,0,0,0,62,0,3,1,16,0,4,633,10,0,0,0,0,0,0,2,0,0,0,0,49,299,255,997
MILWAUKEECITY OF MILWAUKEE WARD 192,90,0,0,171,1,0,0,46,0,0,1,70,0,1,0,17,0,5,665,5,0,0,0,1,0,0,2,6,0,0,0,48,253,261,985
MILWAUKEECITY OF MILWAUKEE WARD 193,145,0,1,136,0,0,2,20,0,0,0,0,0,0,0,8,0,2,564,13,0,0,0,0,0,0,0,0,2,0,1,4,30,282,616
MILWAUKEECITY OF MILWAUKEE WARD 194,129,0,0,164,0,0,0,20,0,0,0,8,0,1,0,5,0,1,464,8,0,0,0,0,0,0,0,0,0,0,0,20,51,293,544
MILWAUKEECITY OF MILWAUKEE WARD 195,125,0,1,101,0,0,0,9,0,0,0,4,0,0,0,18,0,0,419,9,0,0,0,0,0,0,0,0,1,0,0,4,35,227,468
MILWAUKEECITY OF MILWAUKEE WARD 196,192,0,0,182,2,0,0,30,2,0,0,6,0,0,0,15,0,1,718,13,0,1,0,0,0,0,0,2,2,0,0,18,61,374,816
MILWAUKEECITY OF MILWAUKEE WARD 197,133,0,0,58,0,1,0,9,0,0,0,2,0,1,0,8,0,0,290,3,0,0,0,0,0,0,0,0,0,0,0,4,24,191,321
MILWAUKEECITY OF MILWAUKEE WARD 198,219,0,3,142,0,1,1,27,0,0,0,9,0,0,0,17,0,3,704,5,0,0,0,0,0,0,0,0,0,0,0,6,65,364,783
MILWAUKEECITY OF MILWAUKEE WARD 199,241,0,0,119,1,1,1,4,0,0,1,8,0,5,0,7,0,0,534,6,0,0,0,0,0,0,0,2,1,0,0,7,24,360,574
MILWAUKEECITY OF MILWAUKEE WARD 2,122,0,0,55,0,0,0,3,1,0,0,1,0,1,0,6,0,2,361,4,0,0,0,0,0,0,0,0,2,0,0,3,30,177,402
MILWAUKEECITY OF MILWAUKEE WARD 20,329,0,1,163,0,1,0,46,0,0,0,5,1,2,0,30,0,2,797,6,0,0,0,0,0,0,0,0,0,0,0,9,87,493,901
MILWAUKEECITY OF MILWAUKEE WARD 200,119,0,0,104,0,0,0,11,0,0,0,3,0,2,0,9,0,0,329,6,0,0,0,0,0,0,0,0,0,0,0,8,26,223,369
MILWAUKEECITY OF MILWAUKEE WARD 201,138,0,0,70,0,0,0,10,0,0,1,5,0,0,0,6,0,2,330,4,0,0,0,1,0,0,0,0,0,0,0,2,29,208,368
MILWAUKEECITY OF MILWAUKEE WARD 202,185,0,0,222,0,1,0,65,0,0,0,16,3,1,0,20,0,1,570,15,0,0,0,0,0,0,0,0,1,0,0,23,114,407,724
MILWAUKEECITY OF MILWAUKEE WARD 203,208,1,1,343,0,2,0,95,0,0,0,40,0,1,0,65,0,0,678,18,0,0,0,0,0,0,0,2,1,0,0,35,213,553,947
MILWAUKEECITY OF MILWAUKEE WARD 204,153,0,1,299,0,0,0,79,0,0,0,36,0,2,0,47,0,5,557,18,0,0,0,0,0,0,0,3,0,0,0,33,184,453,800
MILWAUKEECITY OF MILWAUKEE WARD 205,147,0,1,265,1,2,0,112,0,0,0,43,2,1,0,56,0,2,503,13,0,0,0,0,0,0,0,4,3,0,0,25,194,413,744
MILWAUKEECITY OF MILWAUKEE WARD 206,161,0,0,169,1,0,0,85,0,0,0,40,0,1,0,59,0,1,400,5,0,1,0,0,0,0,0,3,0,0,0,28,159,330,597
MILWAUKEECITY OF MILWAUKEE WARD 207,119,0,2,201,1,1,0,149,1,0,0,14,2,5,0,61,0,4,377,17,0,0,0,0,0,0,0,0,0,0,0,43,264,322,705
MILWAUKEECITY OF MILWAUKEE WARD 208,134,0,0,209,1,1,0,133,0,0,1,36,0,1,0,82,0,2,440,15,0,0,0,0,0,0,0,0,0,0,0,38,285,343,780
MILWAUKEECITY OF MILWAUKEE WARD 209,114,0,1,169,2,3,0,186,0,0,0,41,0,3,0,46,0,4,354,13,0,0,0,0,0,0,0,6,0,0,0,48,287,284,712
MILWAUKEECITY OF MILWAUKEE WARD 21,311,0,0,163,0,0,1,24,0,1,0,9,0,0,0,5,0,2,762,5,0,0,0,0,0,0,0,0,1,0,0,5,45,474,820
MILWAUKEECITY OF MILWAUKEE WARD 210,103,0,0,131,1,3,1,194,0,0,0,35,0,4,0,64,0,3,337,9,0,0,0,0,0,0,0,4,0,0,0,50,361,234,764
MILWAUKEECITY OF MILWAUKEE WARD 211,97,0,0,165,0,0,1,137,0,0,0,32,0,1,1,66,0,3,348,11,0,1,0,0,0,0,0,5,0,0,0,36,271,262,675
MILWAUKEECITY OF MILWAUKEE WARD 212,134,0,1,193,0,2,2,134,0,0,0,24,1,1,0,72,0,3,415,9,0,0,0,0,0,0,2,0,0,0,0,47,330,328,806
MILWAUKEECITY OF MILWAUKEE WARD 213,151,0,4,205,3,3,0,133,0,0,0,31,0,2,0,87,0,2,502,12,0,1,0,0,0,0,0,0,0,0,0,39,306,360,862
MILWAUKEECITY OF MILWAUKEE WARD 214,87,0,0,92,1,0,0,35,0,0,0,13,1,2,0,18,0,1,297,6,0,0,0,0,0,0,0,0,2,0,0,10,87,179,403
MILWAUKEECITY OF MILWAUKEE WARD 215,70,0,0,92,0,0,0,16,0,0,0,5,0,0,0,11,0,1,271,3,0,1,0,0,0,0,0,0,3,0,0,7,48,162,334
MILWAUKEECITY OF MILWAUKEE WARD 216,64,0,0,86,0,0,0,24,0,0,1,3,0,0,0,18,0,1,232,6,0,0,0,0,0,0,0,0,0,0,0,4,57,150,300
MILWAUKEECITY OF MILWAUKEE WARD 217,119,0,1,162,2,3,1,43,0,0,0,10,0,3,2,38,0,2,486,10,0,0,0,0,0,0,0,0,0,0,0,12,116,282,626
MILWAUKEECITY OF MILWAUKEE WARD 218,154,0,0,202,0,2,1,59,0,1,0,18,0,5,0,45,0,0,561,14,0,1,0,0,0,0,0,1,0,0,0,14,127,356,718
MILWAUKEECITY OF MILWAUKEE WARD 219,102,0,0,142,0,0,0,27,0,0,0,3,0,2,1,27,0,0,399,5,0,1,0,0,0,0,0,0,0,0,0,5,91,244,501
MILWAUKEECITY OF MILWAUKEE WARD 22,229,0,1,133,0,1,1,23,0,0,0,13,0,2,0,23,0,3,700,4,0,1,0,0,0,0,0,0,0,0,0,11,74,363,793
MILWAUKEECITY OF MILWAUKEE WARD 220,126,0,0,155,0,0,0,50,2,0,0,7,0,2,0,23,0,4,420,9,0,3,0,0,0,0,0,0,0,0,0,17,88,281,541
MILWAUKEECITY OF MILWAUKEE WARD 221,258,0,1,221,1,1,0,81,0,0,0,27,1,1,0,55,0,6,717,10,0,2,0,0,0,0,0,2,0,0,0,23,154,480,914
MILWAUKEECITY OF MILWAUKEE WARD 222,125,0,0,119,2,0,0,36,0,0,0,6,0,0,0,28,0,1,502,4,0,0,0,0,0,0,0,1,0,0,0,6,79,244,593
MILWAUKEECITY OF MILWAUKEE WARD 223,129,0,0,164,0,2,0,52,0,0,0,7,1,3,0,26,0,3,505,8,0,1,0,0,0,0,0,1,0,0,0,12,108,293,638
MILWAUKEECITY OF MILWAUKEE WARD 224,96,0,0,125,1,0,0,20,0,0,0,4,0,0,0,16,0,1,415,7,0,0,0,0,0,0,0,0,0,0,0,6,80,221,509
MILWAUKEECITY OF MILWAUKEE WARD 225,100,0,0,91,0,2,0,31,0,0,0,6,0,0,0,14,0,0,403,4,0,0,0,0,0,0,0,0,0,0,0,5,74,191,486
MILWAUKEECITY OF MILWAUKEE WARD 226,55,0,0,63,0,0,0,12,0,0,0,1,0,0,0,9,0,1,226,2,0,0,0,0,0,0,0,0,0,0,0,4,33,118,266
MILWAUKEECITY OF MILWAUKEE WARD 227,226,0,0,136,0,0,0,29,0,1,0,4,1,1,0,17,0,2,665,11,0,0,0,0,0,0,0,0,1,0,0,13,79,362,771
MILWAUKEECITY OF MILWAUKEE WARD 228,78,0,1,92,1,0,0,15,0,0,0,1,0,2,0,12,0,0,358,2,0,0,0,0,0,0,0,0,1,0,0,6,30,171,397
MILWAUKEECITY OF MILWAUKEE WARD 229,67,0,0,78,1,0,0,19,0,0,0,1,0,0,0,12,0,2,321,2,0,0,0,0,0,0,0,0,0,0,0,5,39,145,369
MILWAUKEECITY OF MILWAUKEE WARD 23,101,0,0,46,1,0,0,19,0,0,0,3,0,1,0,3,0,1,287,0,0,0,0,0,0,0,0,0,1,0,0,5,37,147,331
MILWAUKEECITY OF MILWAUKEE WARD 230,168,0,0,129,2,1,0,20,0,1,1,6,0,1,0,20,0,1,567,5,0,2,0,0,0,0,0,0,1,0,0,8,64,297,648
MILWAUKEECITY OF MILWAUKEE WARD 231,66,0,0,54,0,0,0,15,0,0,0,1,0,1,0,9,0,1,295,1,0,0,0,0,0,0,0,0,0,0,0,4,45,120,346
MILWAUKEECITY OF MILWAUKEE WARD 232,42,0,0,51,0,0,0,12,0,0,0,0,0,2,0,5,0,0,201,3,0,1,0,0,0,0,0,1,1,0,0,2,20,93,229
MILWAUKEECITY OF MILWAUKEE WARD 233,45,0,0,34,0,0,0,3,0,0,0,0,0,1,0,6,0,0,195,1,0,0,0,0,0,0,0,0,0,0,0,4,21,79,221
MILWAUKEECITY OF MILWAUKEE WARD 234,66,0,0,95,0,1,0,16,0,0,0,5,0,1,0,7,0,0,318,5,0,0,0,0,0,0,0,1,0,0,0,13,62,161,399
MILWAUKEECITY OF MILWAUKEE WARD 235,227,0,2,397,0,1,1,88,0,0,0,89,2,1,0,48,0,0,942,24,0,1,0,0,0,0,0,3,1,0,1,66,288,626,1326
MILWAUKEECITY OF MILWAUKEE WARD 236,134,0,0,79,0,1,0,21,2,0,0,2,0,4,0,13,0,1,383,5,0,0,0,0,0,0,0,0,1,0,0,14,55,213,459
MILWAUKEECITY OF MILWAUKEE WARD 237,147,0,2,145,0,0,0,14,0,0,0,4,0,0,0,15,0,0,504,9,0,3,0,0,0,0,0,0,0,0,0,2,48,294,566
MILWAUKEECITY OF MILWAUKEE WARD 238,97,0,0,119,1,0,0,25,0,0,0,6,0,3,0,16,0,0,429,6,0,0,0,0,0,0,0,0,1,0,0,7,64,216,507
MILWAUKEECITY OF MILWAUKEE WARD 239,92,0,1,87,0,1,0,33,0,0,0,6,1,0,0,17,0,0,354,3,0,0,0,0,0,0,0,0,1,0,0,5,61,180,424
MILWAUKEECITY OF MILWAUKEE WARD 24,112,0,2,55,0,0,0,3,0,0,0,0,1,0,0,1,0,0,390,7,0,0,0,0,0,0,0,1,0,0,0,2,16,169,416
MILWAUKEECITY OF MILWAUKEE WARD 240,117,0,0,130,0,1,1,20,0,0,1,7,1,1,0,15,0,0,433,9,0,0,0,0,0,0,0,0,1,0,0,7,53,247,503
MILWAUKEECITY OF MILWAUKEE WARD 241,138,0,1,411,0,1,0,83,0,0,0,34,1,1,0,42,0,1,646,28,0,0,0,0,0,0,0,2,0,0,0,49,168,550,894
MILWAUKEECITY OF MILWAUKEE WARD 242,129,0,1,406,1,1,0,68,0,0,1,38,2,0,0,43,0,8,606,22,0,0,0,0,0,0,0,5,0,0,0,24,147,536,812
MILWAUKEECITY OF MILWAUKEE WARD 243,250,0,0,342,1,0,1,127,0,0,0,73,0,1,0,87,0,2,716,21,0,0,0,0,0,0,0,5,0,0,0,35,242,592,1021
MILWAUKEECITY OF MILWAUKEE WARD 244,181,0,0,313,2,0,0,88,0,0,0,30,0,2,0,56,0,1,593,18,0,0,0,0,0,0,0,1,0,0,0,22,162,494,797
MILWAUKEECITY OF MILWAUKEE WARD 245,151,0,0,260,0,1,0,81,0,0,0,32,0,3,0,27,0,1,515,14,0,0,0,0,0,0,0,1,0,0,0,30,146,411,707
MILWAUKEECITY OF MILWAUKEE WARD 246,261,0,1,525,0,0,0,104,0,0,0,53,1,3,2,66,0,1,914,17,0,1,0,0,0,0,0,0,1,0,0,47,218,787,1199
MILWAUKEECITY OF MILWAUKEE WARD 247,107,0,1,259,0,1,1,75,0,0,0,18,0,0,0,40,0,2,423,7,0,0,0,0,0,0,1,0,0,0,0,24,141,367,598
MILWAUKEECITY OF MILWAUKEE WARD 248,204,0,0,584,2,0,1,102,0,0,0,32,2,1,0,60,0,3,934,34,0,1,0,0,0,0,1,0,1,0,0,55,187,788,1216
MILWAUKEECITY OF MILWAUKEE WARD 249,70,0,0,102,0,1,0,21,0,0,0,3,0,2,0,23,0,1,301,8,0,0,0,0,0,0,0,0,0,0,0,15,74,172,399
MILWAUKEECITY OF MILWAUKEE WARD 25,224,0,0,135,1,0,1,21,0,0,2,1,0,1,0,25,0,3,656,6,0,0,0,0,0,0,0,0,0,0,0,1,75,359,741
MILWAUKEECITY OF MILWAUKEE WARD 250,62,0,0,75,0,1,0,19,0,0,0,2,0,0,0,12,0,1,270,12,0,1,0,0,0,0,0,0,0,0,0,10,52,137,346
