precinct,pri_dem_CLINTON,pri_dem_SANDERS,pri_rep_CARSON,pri_rep_CRUZ,pri_rep_KASICH,pri_rep_TRUMP,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_lib_JOHNSON,gen_rep_TRUMP,gen_sol_RIVA,gen_sow_KENNEDY,dem_primary_total,general_total
SNOHOMISHSUNSET,77,69,6,5,12,72,5,490,8,35,219,2,1,146,760
SNOHOMISHSYLVAN,11,3,0,0,0,0,0,36,1,4,26,0,0,14,67
SNOHOMISHTAMBARK,65,39,3,8,8,41,1,326,13,28,167,0,1,104,536
SNOHOMISHTERRACE,13,19,0,0,0,0,1,88,5,7,41,0,0,32,142
SNOHOMISHTHOMAS CREEK,37,45,6,9,11,54,3,288,14,43,196,0,0,82,544
SNOHOMISHTHOMPSON,65,65,4,13,15,98,4,218,6,36,285,1,0,130,550
SNOHOMISHTHRASHERS,61,96,7,18,1,43,2,343,14,36,148,2,1,157,546
SNOHOMISHTHREE LAKES,34,40,6,2,12,61,3,151,9,24,218,1,0,74,406
SNOHOMISHTIMBER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNOHOMISHTOTEM FALLS,69,66,1,14,15,91,4,343,9,39,296,0,0,135,691
SNOHOMISHTOWER,67,58,5,6,3,60,5,267,7,24,167,0,3,125,473
SNOHOMISHTRAFTON,43,52,5,11,4,74,4,130,6,14,211,0,0,95,365
SNOHOMISHTRAIL,33,18,3,4,3,38,4,114,7,13,123,0,0,51,261
SNOHOMISHTRANGEN,40,64,2,7,4,85,3,174,14,33,219,0,2,104,445
SNOHOMISHTROMBLEY,41,48,3,7,9,79,6,194,4,26,225,1,0,89,456
SNOHOMISHTRONSON,30,32,0,6,4,63,2,111,5,23,163,0,0,62,304
SNOHOMISHTUALCO,51,51,0,13,6,61,3,214,11,27,155,1,0,102,411
SNOHOMISHTUCKER,71,52,3,17,8,57,4,338,9,28,181,1,0,123,561
SNOHOMISHTULALIP 1,62,56,0,7,11,76,2,231,5,13,192,0,1,118,444
SNOHOMISHTULALIP 2,68,54,5,2,5,35,0,290,14,17,113,2,2,122,438
SNOHOMISHTULALIP 3,51,44,4,4,7,68,5,299,4,30,192,0,0,95,530
SNOHOMISHTULALIP 4,84,62,0,6,6,89,4,259,12,16,250,1,0,146,542
SNOHOMISHTULALIP 5,37,46,2,2,2,42,2,205,7,23,121,0,1,83,359
SNOHOMISHTULALIP 6,30,34,0,3,0,23,1,151,7,6,66,0,0,64,231
SNOHOMISHTURNER,63,60,2,19,20,88,3,333,11,51,287,0,1,123,686
SNOHOMISHTYEE,47,49,1,7,2,67,4,204,8,28,187,0,1,96,432
SNOHOMISHVALLEY,20,15,0,3,1,12,1,79,0,9,66,0,0,35,155
SNOHOMISHVALMONT,37,21,3,10,2,28,1,141,3,14,94,0,0,58,253
SNOHOMISHVIEW,52,50,0,12,13,61,5,297,4,22,269,0,0,102,597
SNOHOMISHVILLAGE,70,68,12,12,7,103,3,272,10,32,299,0,2,138,618
SNOHOMISHVILLE,20,19,3,6,0,37,2,106,4,22,139,0,0,39,273
SNOHOMISHVINE,74,54,3,12,7,39,1,270,5,30,114,0,0,128,420
SNOHOMISHWAGNER,64,59,5,13,11,99,3,251,9,32,277,0,0,123,572
SNOHOMISHWALLACE,28,48,0,7,3,68,2,150,4,18,183,0,0,76,357
SNOHOMISHWALNUT,51,47,4,8,5,44,0,229,5,21,111,0,0,98,366
SNOHOMISHWANDERING CREEK,100,40,7,15,27,72,1,225,3,11,159,1,0,140,400
SNOHOMISHWATERS,64,53,12,29,22,86,8,188,15,20,263,0,0,117,494
SNOHOMISHWAXON,93,112,2,14,12,57,1,465,10,30,218,0,0,205,724
SNOHOMISHWELANGDON,0,0,0,2,0,12,2,4,5,0,21,0,0,0,32
SNOHOMISHWELCH,67,52,3,20,7,104,1,266,5,30,293,0,0,119,595
SNOHOMISHWELLINGTON,116,60,1,17,22,79,4,393,10,33,234,1,0,176,675
SNOHOMISHWENBERG,48,38,2,11,6,93,5,188,7,20,210,0,0,86,430
SNOHOMISHWEST FORK,12,21,4,2,0,35,2,48,0,11,73,0,1,33,135
SNOHOMISHWHALEBACK,2,4,0,0,0,0,0,13,3,7,27,0,0,6,50
SNOHOMISHWHEELER,31,49,5,8,20,74,7,174,6,15,205,0,0,80,407
SNOHOMISHWILLOW,41,56,5,9,2,71,1,156,13,11,198,0,0,97,379
SNOHOMISHWILLOWDALE,86,90,0,12,9,47,3,502,9,36,172,1,1,176,724
SNOHOMISHWINDROSE,53,68,3,11,10,62,1,431,7,44,227,1,0,121,711
SNOHOMISHWINDSONG,54,40,3,10,9,44,1,243,9,29,168,0,0,94,450
SNOHOMISHWINGATE,70,56,5,11,16,77,2,283,10,22,187,0,0,126,504
SNOHOMISHWINTER LAKE,11,50,3,7,4,58,2,71,6,14,150,0,3,61,246
SNOHOMISHWITHERS,64,39,4,4,11,41,2,351,6,23,122,0,0,103,504
SNOHOMISHWOODGATE,32,35,5,1,7,40,6,177,8,16,98,0,0,67,305
SNOHOMISHWOODLAND,30,19,1,5,6,31,1,139,1,12,99,0,0,49,252
SNOHOMISHWOODRIDGE,74,77,5,4,15,78,4,333,13,35,238,0,0,151,623
SNOHOMISHWOODS CREEK,33,51,3,13,7,71,2,172,6,38,206,0,1,84,425
SNOHOMISHWOODSHIRE,41,28,2,6,10,49,4,148,8,29,202,1,1,69,393
SNOHOMISHWOODWAY 1,102,35,5,10,25,85,4,338,4,25,193,1,0,137,565
SNOHOMISHWOODWAY 2,41,25,0,7,5,54,0,137,0,20,142,0,0,66,299
SNOHOMISHYORK,67,66,1,14,11,68,2,323,17,28,189,0,0,133,559
SPOKANEPCT 3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOKANEPCT 3100,0,0,6,10,5,76,3,270,8,34,237,0,5,0,557
SPOKANEPCT 3101,62,67,0,14,4,68,5,243,12,49,230,2,1,129,542
SPOKANEPCT 3102,58,54,2,10,6,62,9,169,8,21,168,1,0,112,376
SPOKANEPCT 3103,58,61,0,15,8,60,8,231,13,23,209,0,4,119,488
SPOKANEPCT 3104,65,90,3,18,2,74,12,288,20,39,313,0,0,155,672
SPOKANEPCT 3105,85,78,8,23,3,65,7,246,11,48,251,1,0,163,564
SPOKANEPCT 3106,63,83,4,17,4,97,6,254,24,25,256,1,4,146,570
SPOKANEPCT 3107,64,109,3,16,6,89,6,280,21,37,269,0,6,173,619
SPOKANEPCT 3108,44,63,6,7,7,63,10,193,13,34,204,0,0,107,454
SPOKANEPCT 3109,63,81,3,18,5,95,5,282,18,28,261,2,0,144,596
SPOKANEPCT 3110,62,76,3,12,3,73,7,205,18,20,225,2,2,138,479
SPOKANEPCT 3111,66,54,6,8,3,86,7,204,12,30,231,4,2,120,490
SPOKANEPCT 3112,7,12,0,0,0,0,0,33,4,3,38,0,0,19,78
SPOKANEPCT 3113,78,95,5,8,8,101,3,302,8,43,297,2,4,173,659
SPOKANEPCT 3114,80,105,8,14,3,107,2,276,21,54,300,1,3,185,657
SPOKANEPCT 3115,86,92,4,13,9,92,14,313,19,42,289,0,0,178,677
SPOKANEPCT 3116,75,96,8,12,8,100,7,318,15,33,307,1,1,171,682
SPOKANEPCT 3117,60,65,9,11,4,66,4,194,13,20,227,2,5,125,465
SPOKANEPCT 3118,84,79,6,11,4,66,7,301,18,25,192,1,3,163,547
SPOKANEPCT 3119,70,115,4,15,6,57,9,303,17,48,219,0,1,185,597
SPOKANEPCT 3120,78,89,10,23,3,78,15,302,11,30,256,0,2,167,616
SPOKANEPCT 3121,53,60,6,11,2,93,11,232,11,31,286,1,3,113,575
SPOKANEPCT 3122,113,116,6,12,21,102,7,374,19,33,244,1,1,229,679
SPOKANEPCT 3123,56,70,6,23,7,71,1,226,8,30,272,0,2,126,539
SPOKANEPCT 3124,83,87,7,17,3,100,9,274,24,32,276,2,1,170,618
SPOKANEPCT 3125,79,85,8,14,5,92,6,320,17,36,246,5,0,164,630
SPOKANEPCT 3126,17,18,1,4,0,21,3,51,4,5,84,0,0,35,147
SPOKANEPCT 3127,109,82,1,11,9,44,4,369,12,30,144,1,2,191,562
SPOKANEPCT 3128,79,115,2,9,3,90,12,331,32,28,272,2,3,194,680
SPOKANEPCT 3200,61,121,2,4,6,50,1,383,32,27,122,1,1,182,567
SPOKANEPCT 3201,130,155,5,8,17,82,1,545,50,32,191,4,8,285,831
SPOKANEPCT 3202,80,59,1,7,8,40,2,292,11,28,154,2,1,139,490
SPOKANEPCT 3203,96,154,2,22,12,56,5,454,43,37,185,1,0,250,725
SPOKANEPCT 3204,87,128,3,8,10,65,6,405,28,31,166,0,1,215,637
SPOKANEPCT 3205,106,111,3,10,20,59,4,334,27,24,175,0,1,217,565
SPOKANEPCT 3206,84,111,0,9,3,58,3,372,28,25,155,1,2,195,586
SPOKANEPCT 3207,52,75,4,5,3,39,5,243,11,13,166,4,1,127,443
SPOKANEPCT 3208,100,138,7,10,2,111,5,388,19,49,283,1,2,238,747
SPOKANEPCT 3209,100,136,9,24,6,134,8,416,13,57,364,4,1,236,863
SPOKANEPCT 3210,88,139,5,9,12,47,8,479,22,47,171,2,0,227,729
SPOKANEPCT 3211,89,118,11,12,21,50,7,442,15,38,163,1,1,207,667
SPOKANEPCT 3212,76,89,0,12,20,46,1,356,8,28,117,0,0,165,510
SPOKANEPCT 3213,131,144,7,23,22,75,6,515,23,44,221,2,2,275,813
SPOKANEPCT 3214,106,101,4,16,15,81,0,429,11,47,193,1,0,207,681
SPOKANEPCT 3215,41,101,6,12,2,43,2,288,24,30,136,0,0,142,480
SPOKANEPCT 3216,139,124,2,24,21,80,6,541,26,47,235,0,1,263,856
SPOKANEPCT 3217,124,103,8,26,15,116,5,467,17,40,362,1,0,227,892
SPOKANEPCT 3218,135,111,2,8,20,84,2,491,6,31,225,0,0,246,755
SPOKANEPCT 3219,102,64,2,14,32,88,1,354,8,28,200,0,1,166,592
SPOKANEPCT 3220,174,103,10,25,39,124,10,492,13,46,302,1,1,277,865
SPOKANEPCT 3221,89,151,14,14,13,120,9,431,29,54,393,0,3,240,919
SPOKANEPCT 3222,56,115,2,7,0,29,1,321,20,22,93,1,1,171,459
SPOKANEPCT 3223,62,115,1,6,6,33,2,360,20,27,121,1,0,177,531
SPOKANEPCT 3300,69,38,16,22,15,127,8,237,5,36,387,0,0,107,673
SPOKANEPCT 3301,126,103,10,27,28,165,10,411,17,51,391,1,2,229,883
SPOKANEPCT 3302,83,74,9,12,16,122,3,278,15,55,337,1,2,157,691
SPOKANEPCT 3303,80,96,5,13,11,99,8,330,19,48,334,0,1,176,740
SPOKANEPCT 3304,71,76,3,25,11,99,2,309,16,55,342,0,1,147,725
SPOKANEPCT 3305,68,65,3,11,5,79,7,239,16,43,234,3,0,133,542
SPOKANEPCT 3306,86,82,10,23,10,112,11,310,17,50,352,0,1,168,741
SPOKANEPCT 3307,71,52,6,17,14,67,6,251,12,32,210,3,0,123,514
SPOKANEPCT 3308,66,102,6,12,5,110,12,371,18,40,315,2,7,168,765
SPOKANEPCT 3309,80,88,4,17,5,108,8,331,16,43,299,1,1,168,699
SPOKANEPCT 3310,102,106,3,21,9,103,9,369,12,59,330,1,1,208,781
SPOKANEPCT 3311,58,51,5,19,7,53,4,197,5,35,205,1,0,109,447
SPOKANEPCT 3312,97,119,12,24,9,142,3,397,23,51,404,0,1,216,879
SPOKANEPCT 3313,100,118,11,23,16,154,11,446,21,48,410,0,0,218,936
SPOKANEPCT 3314,86,96,12,10,9,82,4,316,20,55,267,2,2,182,666
SPOKANEPCT 3315,97,129,3,19,7,93,6,402,23,59,315,3,1,226,809
SPOKANEPCT 3316,111,122,4,22,7,100,3,429,16,37,283,0,0,233,768
SPOKANEPCT 3317,150,126,5,23,19,127,9,499,15,72,388,1,2,276,986
SPOKANEPCT 3318,85,99,7,23,10,82,6,320,36,39,284,1,2,184,688
SPOKANEPCT 3319,74,104,7,17,3,87,1,317,22,38,252,0,4,178,634
SPOKANEPCT 3320,53,87,1,18,12,71,8,294,19,31,211,2,4,140,569
SPOKANEPCT 3321,72,119,10,14,14,99,12,378,21,46,286,0,3,191,746
SPOKANEPCT 3322,55,123,5,5,3,74,6,300,30,39,268,3,1,178,647
SPOKANEPCT 3323,94,138,9,15,4,96,5,451,24,43,295,1,2,232,821
SPOKANEPCT 3324,103,133,2,13,3,78,10,401,18,30,248,0,2,236,709
SPOKANEPCT 3325,130,148,9,15,16,100,7,476,26,51,238,1,2,278,801
SPOKANEPCT 3326,38,54,2,8,7,36,6,150,16,13,140,1,6,92,332
SPOKANEPCT 3327,88,125,3,9,6,62,4,351,34,48,208,3,0,213,648
SPOKANEPCT 3328,98,157,4,18,6,71,4,447,40,52,215,2,2,255,762
SPOKANEPCT 3329,102,121,9,14,4,51,9,432,25,39,172,2,2,223,681
SPOKANEPCT 4001,48,31,6,11,5,129,6,170,4,25,302,0,0,79,507
SPOKANEPCT 4002,59,53,15,25,16,182,18,188,13,37,460,0,0,112,716
SPOKANEPCT 4003,68,73,20,40,17,228,8,256,8,44,653,0,1,141,970
SPOKANEPCT 4004,56,68,8,36,12,171,8,200,20,37,502,1,0,124,768
SPOKANEPCT 4005,45,56,8,35,24,121,3,160,10,59,376,0,0,101,608
SPOKANEPCT 4006,79,71,11,23,30,187,7,313,10,54,515,2,0,150,901
SPOKANEPCT 4007,51,42,5,18,10,120,0,166,13,31,332,0,0,93,542
SPOKANEPCT 4008,27,24,3,27,7,145,5,133,5,15,340,1,0,51,499
SPOKANEPCT 4009,50,50,34,35,15,126,5,162,5,31,437,0,0,100,640
SPOKANEPCT 4010,59,59,9,28,10,158,3,178,15,43,407,0,1,118,647
SPOKANEPCT 4011,81,80,16,54,16,223,14,266,7,38,592,0,0,161,917
SPOKANEPCT 4012,71,74,16,45,26,250,7,298,10,63,700,0,2,145,1080
SPOKANEPCT 4013,49,48,12,22,9,166,5,173,6,36,448,0,0,97,668
SPOKANEPCT 4014,50,65,8,25,10,93,6,234,11,49,259,0,3,115,562
SPOKANEPCT 4015,74,43,2,11,17,121,3,224,4,38,296,0,0,117,565
SPOKANEPCT 4016,87,70,10,35,33,156,7,266,10,32,417,1,0,157,733
SPOKANEPCT 4017,81,100,12,23,17,154,8,275,12,64,482,0,1,181,842
SPOKANEPCT 4018,39,39,5,14,8,143,6,143,13,34,340,0,1,78,537
SPOKANEPCT 4019,46,52,7,17,15,119,4,177,6,33,328,0,0,98,548
SPOKANEPCT 4020,79,71,15,30,12,196,2,229,12,34,531,1,0,150,809
SPOKANEPCT 4021,85,92,8,31,14,176,7,236,17,50,508,1,1,177,820
SPOKANEPCT 4022,55,79,10,26,15,157,11,219,8,31,441,1,1,134,712
SPOKANEPCT 4023,20,28,1,6,9,55,1,105,3,15,151,0,0,48,275
SPOKANEPCT 4024,55,31,8,15,22,124,3,184,12,27,313,0,0,86,539
SPOKANEPCT 4025,76,56,9,22,33,152,6,240,6,53,422,0,0,132,727
SPOKANEPCT 4026,42,41,13,34,15,151,11,227,5,48,463,1,0,83,755
SPOKANEPCT 4027,52,45,16,27,21,155,2,202,7,55,452,0,0,97,718
SPOKANEPCT 4028,94,84,13,20,29,210,6,381,14,58,466,1,0,178,926
SPOKANEPCT 4029,79,59,19,31,24,149,2,254,8,40,365,1,0,138,670
SPOKANEPCT 4030,48,60,9,28,4,98,8,198,9,29,252,0,0,108,496
SPOKANEPCT 4031,38,37,4,18,29,143,0,149,4,11,309,0,0,75,473
SPOKANEPCT 4032,43,42,10,12,3,106,6,140,7,31,264,0,2,85,450
SPOKANEPCT 4033,54,30,8,19,24,128,4,207,5,30,340,0,0,84,586
SPOKANEPCT 4034,46,52,6,21,8,119,4,175,6,34,345,1,0,98,565
SPOKANEPCT 4035,44,25,7,31,9,104,5,134,5,36,307,0,0,69,487
SPOKANEPCT 4200,67,74,10,17,8,107,1,258,12,30,257,0,1,141,559
SPOKANEPCT 4201,28,41,3,4,3,65,3,113,6,27,151,1,0,69,301
SPOKANEPCT 4300,45,60,4,17,15,120,7,222,10,42,357,0,0,105,638
SPOKANEPCT 4301,45,30,6,14,10,104,4,168,2,28,297,0,0,75,499
SPOKANEPCT 4302,85,88,2,28,18,136,9,323,8,51,402,0,0,173,793
SPOKANEPCT 4303,75,32,5,19,24,202,0,195,4,36,418,0,0,107,653
SPOKANEPCT 4304,75,71,7,17,8,127,13,283,5,39,345,2,1,146,688
SPOKANEPCT 4305,56,48,3,20,11,146,1,231,10,63,357,0,0,104,662
SPOKANEPCT 4306,70,48,13,22,28,213,4,262,5,33,456,0,0,118,760
SPOKANEPCT 4307,17,18,4,4,3,27,1,73,3,13,104,1,0,35,195
SPOKANEPCT 4400,91,90,9,14,5,144,10,364,9,55,387,0,5,181,830
SPOKANEPCT 4401,92,77,7,34,13,159,6,307,21,49,462,0,1,169,846
SPOKANEPCT 4402,101,98,5,21,10,148,9,316,19,54,369,0,4,199,771
SPOKANEPCT 4403,100,113,8,29,12,168,13,360,20,67,433,0,1,213,894
SPOKANEPCT 4404,72,84,5,26,13,166,3,283,8,47,467,1,0,156,809
SPOKANEPCT 4405,80,96,6,30,7,177,5,298,16,61,493,1,0,176,874
SPOKANEPCT 4406,105,85,8,20,9,161,8,318,14,55,385,1,3,190,784
SPOKANEPCT 4407,85,84,6,24,18,153,5,308,13,43,421,1,1,169,792
SPOKANEPCT 4408,97,86,9,27,21,195,11,282,10,38,486,0,0,183,827
SPOKANEPCT 4409,76,104,11,25,24,223,13,318,14,42,555,0,2,180,944
SPOKANEPCT 4410,92,92,10,17,21,121,7,326,12,46,403,0,0,184,794
SPOKANEPCT 4411,71,89,12,33,23,171,15,262,16,52,458,1,1,160,805
SPOKANEPCT 4412,70,53,10,32,12,98,11,214,1,33,276,0,1,123,536
SPOKANEPCT 4413,83,113,15,29,8,164,10,351,21,69,402,1,4,196,858
SPOKANEPCT 4414,94,98,13,21,4,186,13,309,19,66,488,0,0,192,895
SPOKANEPCT 4415,64,64,10,26,11,115,11,233,10,46,335,1,2,128,638
SPOKANEPCT 4416,83,85,10,28,7,149,6,288,12,45,448,2,5,168,806
SPOKANEPCT 4417,72,98,3,12,1,92,3,283,17,43,258,1,2,170,607
SPOKANEPCT 4418,77,90,6,29,11,159,7,293,18,57,418,2,2,167,797
SPOKANEPCT 4419,78,97,10,19,10,167,7,299,18,66,421,1,2,175,814
SPOKANEPCT 4420,39,43,7,7,7,77,4,161,6,25,219,1,1,82,417
SPOKANEPCT 4421,76,59,5,11,10,111,8,252,13,30,346,0,1,135,650
SPOKANEPCT 4422,84,63,14,36,13,134,6,283,13,57,392,0,0,147,751
SPOKANEPCT 4423,123,85,15,36,26,226,5,353,22,52,579,0,1,208,1012
SPOKANEPCT 4424,76,55,6,23,20,125,8,232,18,38,402,0,2,131,700
SPOKANEPCT 4425,62,52,4,17,16,100,5,212,10,27,318,1,1,114,574
SPOKANEPCT 4426,38,49,8,27,9,85,2,162,1,21,218,0,0,87,404
SPOKANEPCT 4427,96,80,3,21,24,199,4,319,7,56,480,2,0,176,868
SPOKANEPCT 4428,41,71,8,17,8,126,7,186,9,41,328,0,0,112,571
SPOKANEPCT 4429,82,101,7,25,16,188,8,269,12,51,461,2,1,183,804
SPOKANEPCT 4430,91,98,12,36,15,201,15,352,20,77,555,4,5,189,1028
SPOKANEPCT 4431,88,74,13,15,10,145,4,273,13,36,404,1,0,162,731
SPOKANEPCT 4432,91,92,7,23,9,147,11,335,14,53,496,1,0,183,910
SPOKANEPCT 4433,79,91,7,24,16,102,11,260,11,50,320,0,2,170,654
SPOKANEPCT 4434,104,105,11,43,24,202,4,358,8,61,564,0,0,209,995
SPOKANEPCT 4435,69,81,11,20,28,156,5,270,11,23,435,0,1,150,745
SPOKANEPCT 4436,78,75,19,30,19,197,15,341,13,64,562,0,0,153,995
SPOKANEPCT 4437,108,95,7,43,15,180,10,330,20,42,509,0,4,203,915
SPOKANEPCT 4438,91,53,10,32,26,251,20,302,22,51,670,1,1,144,1067
SPOKANEPCT 4439,82,78,12,30,14,188,8,268,13,64,462,1,1,160,817
SPOKANEPCT 4440,59,100,9,24,9,175,12,296,14,55,491,0,2,159,870
SPOKANEPCT 4441,42,65,3,21,9,131,11,182,12,39,321,0,0,107,565
SPOKANEPCT 4442,50,68,5,16,7,84,4,183,9,24,302,0,0,118,522
SPOKANEPCT 4443,43,16,7,8,9,78,2,135,1,34,248,0,2,59,422
SPOKANEPCT 4444,92,67,15,38,13,182,10,271,6,50,458,0,1,159,796
SPOKANEPCT 4445,72,51,6,23,17,154,4,231,6,29,338,1,0,123,609
SPOKANEPCT 4446,64,59,2,16,7,82,9,222,17,21,212,2,0,123,483
SPOKANEPCT 4447,40,127,12,18,9,111,3,372,27,60,362,1,2,167,827
SPOKANEPCT 4448,51,76,9,33,10,128,1,221,14,44,342,0,2,127,624
SPOKANEPCT 4449,56,55,3,3,6,91,5,175,2,23,190,0,1,111,396
SPOKANEPCT 4450,36,50,1,12,2,74,2,120,6,19,226,0,1,86,374
SPOKANEPCT 4451,57,62,6,11,9,118,4,213,9,47,317,2,0,119,592
SPOKANEPCT 4452,66,87,6,23,11,155,8,298,10,51,446,2,0,153,815
SPOKANEPCT 4453,71,72,12,30,19,192,6,226,5,41,415,2,3,143,698
SPOKANEPCT 4454,79,68,5,16,8,121,5,210,5,26,273,0,1,147,520
SPOKANEPCT 4455,93,61,11,26,15,126,2,241,9,30,293,0,2,154,577
SPOKANEPCT 6000,51,39,3,23,5,118,1,153,4,14,306,0,0,90,478
SPOKANEPCT 6001,80,93,13,16,14,136,0,269,16,38,346,1,1,173,671
SPOKANEPCT 6002,27,22,3,3,5,44,2,112,6,18,134,0,0,49,272
SPOKANEPCT 6003,87,57,14,37,31,170,9,291,9,72,465,0,0,144,846
SPOKANEPCT 6004,54,48,11,21,17,98,8,205,4,21,259,1,0,102,498
SPOKANEPCT 6005,68,70,8,10,18,117,7,240,10,37,288,0,2,138,584
SPOKANEPCT 6006,60,72,15,16,18,124,4,232,7,25,353,0,0,132,621
SPOKANEPCT 6007,80,53,12,29,11,113,6,251,7,36,314,1,1,133,616
SPOKANEPCT 6008,68,56,2,24,10,97,9,233,10,27,278,0,2,124,559
SPOKANEPCT 6009,83,67,6,15,17,87,3,244,12,46,254,1,1,150,561
SPOKANEPCT 6010,4,4,1,0,2,30,0,12,0,1,67,0,0,8,80
SPOKANEPCT 6011,41,41,10,25,9,126,8,139,2,26,362,0,1,82,538
SPOKANEPCT 6012,32,45,7,19,5,111,4,116,6,27,317,2,2,77,474
SPOKANEPCT 6013,58,56,7,19,6,108,2,148,8,19,298,0,1,114,476
SPOKANEPCT 6014,47,44,6,14,11,100,1,152,6,20,244,0,1,91,424
SPOKANEPCT 6015,51,50,6,12,8,94,6,161,11,27,232,0,0,101,437
SPOKANEPCT 6016,53,46,5,16,12,132,8,157,7,26,332,0,3,99,533
SPOKANEPCT 6017,151,87,12,33,30,231,8,514,7,61,598,0,0,238,1188
SPOKANEPCT 6018,120,76,10,14,42,191,5,406,9,43,411,0,0,196,874
SPOKANEPCT 6019,121,98,9,28,27,177,4,481,12,32,403,0,1,219,933
SPOKANEPCT 6020,142,131,8,31,45,141,0,533,13,48,402,0,3,273,999
SPOKANEPCT 6021,105,98,6,21,13,139,4,406,18,49,353,0,1,203,831
SPOKANEPCT 6022,115,54,3,16,37,125,6,317,12,36,296,0,0,169,667
SPOKANEPCT 6023,44,29,4,10,11,94,2,156,3,23,221,0,0,73,405
SPOKANEPCT 6024,49,40,4,10,18,73,5,173,6,21,186,0,1,89,392
SPOKANEPCT 6025,56,41,5,22,6,139,8,141,14,31,326,0,2,97,522
SPOKANEPCT 6026,100,100,6,32,27,250,4,334,18,42,549,0,2,200,949
SPOKANEPCT 6027,70,79,17,18,13,146,2,237,15,36,382,1,1,149,674
SPOKANEPCT 6028,57,60,12,23,13,142,7,215,7,32,369,1,0,117,631
SPOKANEPCT 6029,70,75,10,31,6,145,3,212,5,39,357,2,0,145,618
SPOKANEPCT 6030,88,97,11,39,22,213,4,318,9,51,548,0,2,185,932
SPOKANEPCT 6031,65,54,3,12,15,113,5,192,7,35,270,0,0,119,509
SPOKANEPCT 6032,41,33,3,16,23,92,3,140,4,31,240,0,0,74,418
SPOKANEPCT 6033,89,93,12,34,36,222,8,372,12,58,564,0,0,182,1014
SPOKANEPCT 6034,57,80,16,42,14,180,8,228,20,50,476,0,0,137,782
SPOKANEPCT 6035,46,27,3,19,7,94,1,175,1,24,306,1,0,73,508
SPOKANEPCT 6036,28,74,7,16,7,113,6,173,11,37,346,0,3,102,576
SPOKANEPCT 6037,34,42,7,32,7,106,6,143,9,47,291,0,2,76,498
SPOKANEPCT 6100,55,60,4,16,12,76,2,214,7,37,218,0,2,115,480
SPOKANEPCT 6101,52,101,4,23,2,119,6,273,13,39,337,0,1,153,669
SPOKANEPCT 6102,72,64,7,14,3,108,0,276,10,44,326,3,0,136,659
SPOKANEPCT 6103,49,31,0,5,9,36,2,133,10,18,100,1,1,80,265
SPOKANEPCT 6104,65,63,4,14,6,90,4,224,10,32,230,1,1,128,502
SPOKANEPCT 6105,93,47,3,9,13,93,5,256,3,15,224,1,2,140,506
SPOKANEPCT 6106,112,77,10,30,18,161,9,371,17,48,413,2,1,189,861
SPOKANEPCT 6107,72,48,5,5,8,69,3,207,9,29,242,4,0,120,494
SPOKANEPCT 6108,110,55,8,26,8,108,4,281,7,21,237,0,0,165,550
SPOKANEPCT 6109,57,62,6,11,10,88,5,208,11,21,257,1,1,119,504
SPOKANEPCT 6200,132,133,4,9,19,119,8,516,35,60,327,1,0,265,947
SPOKANEPCT 6201,75,84,8,9,11,108,10,356,12,45,291,1,2,159,717
SPOKANEPCT 6202,127,93,9,16,8,144,7,333,14,30,303,2,0,220,689
SPOKANEPCT 6203,175,175,10,10,11,60,1,648,27,55,181,3,1,350,916
SPOKANEPCT 6204,165,149,0,13,27,69,1,700,14,43,221,0,2,314,981
SPOKANEPCT 6205,150,136,7,9,22,62,6,636,8,30,188,0,0,286,868
SPOKANEPCT 6206,153,149,4,17,18,88,4,614,18,34,233,0,0,302,903
SPOKANEPCT 6207,133,73,5,21,51,147,2,421,9,44,314,0,0,206,790
SPOKANEPCT 6208,118,147,6,22,15,86,2,506,14,41,255,1,1,265,820
SPOKANEPCT 6209,118,123,8,12,13,78,5,499,25,36,213,1,0,241,779
SPOKANEPCT 6210,136,79,9,22,53,128,1,437,9,26,317,1,1,215,792
SPOKANEPCT 6211,88,101,5,13,11,87,6,325,11,39,237,0,1,189,619
SPOKANEPCT 6212,48,90,2,14,8,79,4,259,13,35,214,1,0,138,526
SPOKANEPCT 6213,100,115,9,17,11,142,6,403,28,62,426,0,1,215,926
SPOKANEPCT 6214,98,81,5,7,25,115,4,333,6,31,235,0,0,179,609
SPOKANEPCT 6215,104,161,11,15,21,100,7,538,20,51,273,2,1,265,892
SPOKANEPCT 6216,111,81,7,24,14,91,2,317,5,28,254,1,0,192,607
SPOKANEPCT 6217,138,99,8,16,23,110,8,465,8,56,281,1,1,237,820
SPOKANEPCT 6218,107,58,14,35,27,116,2,310,9,38,299,0,0,165,658
SPOKANEPCT 6219,75,69,10,16,26,96,3,353,12,45,297,0,2,144,712
SPOKANEPCT 6220,137,99,13,26,39,181,8,533,7,67,507,0,0,236,1122
SPOKANEPCT 6221,131,91,7,24,33,151,4,471,15,44,424,0,0,222,958
SPOKANEPCT 6222,60,21,5,5,39,129,1,227,2,30,249,0,0,81,509
SPOKANEPCT 6223,110,65,10,26,34,151,8,374,9,34,326,0,0,175,751
SPOKANEPCT 6224,126,117,4,15,26,140,7,508,26,44,357,0,1,243,943
