precinct,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_grn_CHERNEY,pri_grn_CURRY,pri_grn_KREML,pri_grn_MESPLAY,pri_grn_STEIN,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_dem_KAINE,gen_grn_STEIN,gen_ind_BLUMBERG,gen_ind_FEEGBEH,gen_ind_KASICH,gen_ind_KOTLIKOFF,gen_ind_MCMULLIN,gen_ind_MOOREHEAD,gen_ind_ROMNEY,gen_ind_RYAN,gen_ind_SANDERS,gen_ind_SCHOENKE,gen_lib_JOHNSON,gen_lib_JOHNSTON,gen_rep_TRUMP,dem_primary_total,general_total
COHASSET1,429,0,1,259,0,0,0,0,0,4,16,2,53,1,0,1,246,1,0,210,0,256,1403,0,24,0,0,0,0,4,0,0,0,0,0,127,0,770,689,2328
COHASSET2,420,2,2,388,0,0,0,0,0,12,9,2,45,1,0,1,181,0,2,155,0,258,1492,0,22,0,0,0,0,3,0,0,0,0,0,117,0,859,812,2493
COLRAIN1,93,0,1,313,0,0,0,0,0,1,11,1,14,0,0,0,34,1,1,16,0,71,513,0,62,0,0,0,0,1,0,0,0,0,0,59,0,257,407,892
CONCORD1,678,0,2,397,0,0,0,0,1,3,8,0,22,0,0,1,160,0,0,119,0,107,1645,0,27,0,0,0,0,3,0,0,0,0,0,102,0,329,1077,2106
CONCORD2,767,0,1,474,0,0,0,0,0,8,13,0,30,3,0,0,156,0,3,114,0,132,1993,0,46,0,0,0,0,8,0,0,0,0,0,101,0,462,1242,2610
CONCORD3,700,1,1,434,0,0,0,0,0,5,11,1,41,0,0,0,158,1,2,140,0,137,1765,0,24,0,0,0,0,3,0,0,0,0,0,92,0,464,1136,2348
CONCORD4,690,0,2,495,0,0,0,0,1,11,15,2,44,1,0,0,170,0,0,134,0,137,1857,0,35,0,0,0,0,4,0,0,0,0,0,115,0,439,1187,2450
CONCORD5,506,0,2,242,0,0,0,0,0,1,8,1,14,0,0,0,139,0,1,101,0,77,1200,0,18,0,0,0,0,2,0,0,0,0,0,93,0,257,750,1570
CONWAY1,224,0,1,476,0,0,0,0,2,1,8,1,11,0,0,0,43,0,1,34,0,74,865,0,39,0,0,0,0,0,0,0,0,0,0,47,0,249,701,1200
CUMMINGTON1,75,0,0,214,0,0,0,0,1,0,1,0,9,0,0,0,8,0,3,11,0,38,334,0,33,0,0,0,0,0,0,0,0,0,0,31,0,156,289,554
DALTON1,286,0,2,328,0,0,0,0,0,2,5,2,28,1,1,3,51,0,0,60,0,103,1091,0,41,0,0,0,0,0,0,0,0,0,0,89,0,491,616,1712
DALTON2,311,4,1,328,0,0,0,0,0,1,15,1,36,0,0,3,53,0,2,59,0,83,1099,0,42,0,0,0,0,0,0,0,0,0,0,77,0,449,644,1667
DANVERS1,278,0,0,356,0,0,0,0,0,9,9,2,35,0,2,1,73,1,0,56,0,216,1069,0,29,0,0,0,0,2,0,0,0,0,0,87,0,731,634,1918
DANVERS2,315,1,1,318,0,0,0,0,0,8,9,1,39,1,0,1,77,0,3,82,0,265,1033,0,28,0,0,0,0,4,0,0,0,0,0,92,0,815,635,1972
DANVERS3,192,2,1,249,0,0,0,0,0,4,11,2,43,0,0,1,78,0,0,55,0,227,860,0,20,0,0,0,0,1,0,0,0,0,0,66,0,741,444,1688
DANVERS4,292,1,2,316,0,0,0,0,0,2,8,1,38,2,0,0,90,0,1,87,0,264,997,0,18,0,0,0,0,4,0,0,0,0,0,79,0,774,611,1872
DANVERS5,317,0,3,353,0,0,0,0,0,10,10,3,64,0,0,0,86,0,2,70,3,297,984,0,23,0,0,0,0,3,0,0,0,0,0,93,0,895,673,1998
DANVERS6,275,1,5,318,0,0,0,0,0,5,19,2,49,1,0,0,106,1,1,104,0,323,958,0,17,0,0,0,0,1,0,0,0,0,0,83,0,910,599,1969
DANVERS7,278,1,5,342,0,0,0,0,0,6,7,2,60,0,0,1,86,0,2,83,0,225,952,0,24,0,0,0,0,4,0,0,0,0,0,112,0,810,626,1902
DANVERS8,238,0,0,251,0,0,0,0,0,4,12,1,38,1,1,0,70,0,1,53,0,243,899,0,20,0,0,0,0,2,0,0,0,0,0,79,0,808,489,1808
DARTMOUTH1,229,2,2,257,0,0,0,0,0,4,13,2,49,1,0,0,39,0,1,57,1,249,896,0,23,0,0,0,0,0,0,0,0,0,0,75,0,1085,490,2079
DARTMOUTH2,201,0,2,206,0,0,0,0,0,3,11,0,36,0,0,1,23,0,1,34,0,123,681,0,15,0,0,0,0,6,0,0,0,0,0,36,0,589,409,1327
DARTMOUTH3,4,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,8,162,0,4,0,0,0,0,0,0,0,0,0,0,14,0,26,66,206
DARTMOUTH4,270,0,3,301,0,0,0,0,0,1,8,0,27,1,0,1,36,0,4,40,0,199,1065,0,34,0,0,0,0,1,0,0,0,0,0,73,0,780,574,1953
DARTMOUTH5,276,0,3,352,0,0,0,0,0,2,16,0,29,1,0,0,51,0,0,75,1,238,1059,0,35,0,0,0,0,1,0,0,0,0,0,78,0,907,631,2080
DARTMOUTH6,313,1,7,238,0,0,0,0,0,0,10,0,16,0,0,0,18,0,0,38,0,169,920,0,22,0,0,0,0,1,0,0,0,0,0,59,0,714,559,1716
DARTMOUTH7,327,1,0,273,0,0,0,0,0,1,1,0,35,0,0,2,60,11,0,72,0,231,1035,0,31,0,0,0,0,0,0,0,0,0,0,65,0,837,601,1968
DARTMOUTH8,505,1,3,390,0,0,0,0,1,11,14,0,46,0,1,0,84,0,1,95,0,220,1378,0,27,0,0,0,0,0,0,0,0,0,0,104,0,847,899,2356
DARTMOUTH9,413,1,1,379,0,0,0,0,0,7,19,4,36,0,2,0,106,0,0,96,0,230,1390,0,44,0,0,0,0,5,0,0,0,0,0,106,0,953,794,2498
DEDHAM1,576,1,3,298,0,0,0,0,0,8,4,5,26,2,0,0,156,0,0,119,0,137,3002,0,38,0,0,0,0,0,0,0,0,0,0,206,0,930,878,4176
DEDHAM2,389,2,2,406,0,0,0,0,0,4,9,1,39,0,0,1,74,1,2,58,0,246,2410,0,54,0,0,0,0,0,0,0,0,0,0,152,0,1390,799,4006
DEDHAM3,322,1,2,316,0,0,0,0,1,2,5,1,29,0,1,0,42,0,2,43,0,185,2278,0,44,0,0,0,0,1,0,0,0,0,0,112,0,1228,641,3663
DEDHAM4,388,0,3,322,0,0,0,0,0,5,3,1,46,2,0,0,83,0,2,79,1,178,2424,0,42,0,0,0,0,0,0,0,0,0,0,158,0,1304,713,3928
DEDHAM5,343,2,4,426,0,0,0,0,0,3,9,1,46,0,1,0,64,0,4,63,0,233,2302,0,46,0,0,0,0,0,0,0,0,0,0,178,0,1636,775,4162
DEDHAM6,398,1,9,443,0,0,0,0,0,2,6,1,33,1,1,0,75,0,1,64,0,204,2612,0,46,0,0,0,0,0,0,0,0,0,0,172,0,1402,851,4232
DEDHAM7,422,2,3,374,0,0,0,0,0,5,10,1,30,0,0,0,72,0,0,84,0,267,2214,0,28,0,0,0,0,0,0,0,0,0,0,162,0,1666,801,4070
DEERFIELD1,536,0,2,986,1,0,0,0,2,5,17,2,42,0,0,2,146,0,1,94,1,181,1968,0,75,0,0,0,0,3,0,0,0,0,0,161,0,777,1524,2984
DENNIS1,336,2,0,293,0,0,0,0,0,5,26,1,41,3,0,0,142,1,1,86,0,294,981,0,18,0,0,0,0,0,0,0,0,0,0,76,0,884,631,1959
DENNIS2,380,0,3,321,0,0,0,0,1,13,15,1,64,1,1,0,119,1,0,115,1,254,1091,0,19,0,0,0,0,0,0,0,0,0,0,77,0,783,704,1970
DENNIS3,226,1,1,284,0,0,0,0,0,3,13,2,44,0,1,0,51,0,0,47,0,199,844,0,37,0,0,0,0,0,0,0,0,0,0,68,0,667,512,1616
DENNIS4,329,1,3,281,0,0,0,0,0,8,16,1,34,0,1,0,97,0,2,61,0,254,1003,0,37,0,0,0,0,0,0,0,0,0,0,85,0,771,614,1896
DENNIS5,289,3,6,279,0,0,0,0,0,1,12,5,33,0,1,0,56,0,2,63,0,203,968,0,27,0,0,0,0,0,0,0,0,0,0,66,0,646,577,1707
DIGHTON1,189,1,2,257,1,0,0,0,0,1,24,3,59,0,1,0,55,0,0,82,0,259,776,0,32,0,0,0,0,0,0,0,0,0,0,82,0,1044,449,1934
DIGHTON2,194,0,1,249,0,0,0,0,0,4,16,0,78,0,0,0,59,0,1,71,1,273,826,0,35,0,0,0,0,0,0,0,0,0,0,90,0,1105,444,2056
DOUGLAS1,110,0,0,203,0,0,0,0,1,1,29,2,71,0,0,1,51,0,2,63,0,236,565,0,23,0,0,0,0,0,0,0,0,0,0,97,0,956,313,1641
DOUGLAS2,143,1,2,206,0,0,0,0,0,2,12,0,57,1,2,0,53,0,0,64,0,219,643,0,21,0,0,0,0,0,0,0,0,0,0,94,0,908,352,1666
DOUGLAS3,105,1,4,187,0,0,0,0,1,4,18,0,43,1,0,2,41,0,6,54,0,207,572,0,20,0,0,0,0,0,0,0,0,0,0,108,0,821,297,1521
DOVER1,657,1,0,397,0,0,0,0,1,16,13,4,78,2,1,1,397,0,0,253,1,354,2063,0,29,0,0,0,0,0,0,0,0,0,0,266,0,1137,1055,3495
DRACUT1,197,3,2,247,0,0,0,0,1,3,7,1,32,0,0,0,35,0,2,44,0,293,654,0,19,0,0,0,0,0,0,0,0,0,0,72,0,777,449,1522
DRACUT2,184,1,4,239,0,0,0,0,0,1,7,1,30,0,0,0,31,2,0,61,1,277,611,0,21,0,0,0,0,0,0,0,0,0,0,75,0,765,428,1472
DRACUT3,245,3,5,343,0,0,0,0,0,4,11,1,54,1,0,2,74,1,1,69,0,329,714,0,22,0,0,0,0,0,0,0,0,0,0,86,0,920,596,1742
DRACUT4,210,1,3,357,0,0,0,0,0,6,19,1,67,0,0,0,76,0,1,79,1,413,788,0,18,0,0,0,0,0,0,0,0,0,0,129,0,1142,571,2077
DRACUT5,226,3,3,296,0,0,0,0,0,1,14,0,40,2,0,0,33,0,0,61,0,353,705,0,24,0,0,0,0,0,0,0,0,0,0,84,0,947,528,1760
DRACUT6,254,1,6,294,0,0,0,0,0,4,7,2,38,1,1,0,51,0,3,69,0,294,761,0,20,0,0,0,0,0,0,0,0,0,0,86,0,824,555,1691
DRACUT6A,14,0,0,7,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32,21,61
DRACUT7,203,1,1,308,0,0,0,0,0,1,11,0,41,3,0,2,39,1,0,53,0,286,757,0,18,0,0,0,0,0,0,0,0,0,0,79,0,759,513,1613
DRACUT8,268,5,7,348,0,0,0,0,0,7,16,0,56,1,0,0,95,0,1,119,0,435,892,0,25,0,0,0,0,0,0,0,0,0,0,111,0,1221,628,2249
DRACUT9,234,1,6,323,0,0,0,0,0,5,11,1,32,0,2,0,45,1,2,69,0,344,735,0,20,0,0,0,0,0,0,0,0,0,0,98,0,932,564,1785
DUDLEY1,224,2,2,267,0,0,0,0,0,2,17,0,46,0,0,0,55,2,0,74,0,267,843,0,20,0,0,0,0,4,0,0,0,0,0,104,0,1076,495,2047
DUDLEY2,165,1,3,208,0,0,0,0,0,3,14,2,58,0,0,0,32,0,0,74,0,231,663,0,22,0,0,0,0,6,0,0,0,0,0,101,0,954,377,1746
DUDLEY3,165,1,3,214,0,0,0,0,0,4,15,4,55,0,0,0,38,0,0,54,0,204,607,0,27,0,0,0,0,3,0,0,0,0,0,90,0,841,383,1568
DUNSTABLE1,277,0,1,375,0,0,0,0,1,5,10,2,55,0,0,0,115,0,3,125,0,322,954,0,26,0,0,0,0,5,0,0,0,0,0,140,0,837,653,1962
DUXBURY1,268,2,1,233,0,0,0,0,0,10,7,2,51,0,0,0,146,0,1,130,0,182,968,0,18,0,0,0,0,0,0,0,0,0,0,101,0,697,504,1784
DUXBURY2,227,0,1,170,0,0,0,0,0,6,16,0,36,3,0,0,144,0,1,105,0,185,883,0,13,0,0,0,0,0,0,0,0,0,0,107,0,668,398,1671
DUXBURY3,250,1,0,183,0,0,0,0,0,2,4,2,37,2,1,0,113,0,0,102,0,142,828,0,18,0,0,0,0,0,0,0,0,0,0,73,0,576,434,1495
DUXBURY4,249,0,3,184,0,0,0,0,1,3,8,2,32,0,0,0,117,1,0,127,0,172,853,0,21,0,0,0,0,0,0,0,0,0,0,82,0,631,436,1587
DUXBURY5,261,1,2,250,0,0,0,0,0,5,9,1,54,0,1,0,112,1,3,101,0,193,826,0,30,0,0,0,0,0,0,0,0,0,0,71,0,697,514,1624
DUXBURY6,232,0,1,195,0,0,0,0,1,9,8,3,56,0,0,0,99,0,1,75,1,177,779,0,12,0,0,0,0,0,0,0,0,0,0,97,0,619,428,1507
E. BRIDGEWATER1,213,2,2,280,0,0,0,0,1,3,11,0,47,0,0,0,48,0,1,53,1,272,761,0,22,0,0,0,0,0,0,0,0,0,0,135,0,1002,497,1920
E. BRIDGEWATER2,187,1,2,248,0,0,0,0,0,7,13,1,42,0,0,0,62,0,2,49,0,311,791,0,20,0,0,0,0,0,0,0,0,0,0,87,0,1042,438,1940
E. BRIDGEWATER3,252,1,1,301,0,0,0,0,1,6,19,2,46,1,0,0,70,0,2,67,0,371,874,0,16,0,0,0,0,2,0,0,0,0,0,107,0,1077,555,2076
E. BRIDGEWATER4,202,0,2,265,0,0,0,0,0,5,17,3,49,1,2,0,59,1,2,62,0,255,748,0,28,0,0,0,0,3,0,0,0,0,0,101,0,952,469,1832
E. BROOKFIELD1,106,0,4,195,0,0,0,0,1,7,16,1,53,0,0,0,45,0,0,53,0,181,417,0,18,0,0,0,0,0,0,0,0,0,0,65,0,664,305,1164
E. LONGMEADOW1,280,0,3,315,0,1,0,0,0,0,20,3,75,0,1,1,106,1,1,93,0,253,1057,0,23,0,0,0,0,0,0,0,0,0,0,117,0,1091,598,2288
E. LONGMEADOW2,249,2,3,281,0,0,0,0,0,3,8,0,72,0,0,1,85,0,0,77,0,255,1008,0,37,0,0,0,0,0,0,0,0,0,0,99,0,1034,535,2178
E. LONGMEADOW3,292,2,1,239,0,0,0,0,0,3,13,1,63,0,0,0,100,0,4,94,0,262,1017,0,28,0,0,0,0,0,0,0,0,0,0,89,0,1105,534,2239
E. LONGMEADOW4,265,0,3,241,0,0,0,1,1,2,22,3,73,1,0,0,140,1,1,135,1,301,1007,0,27,0,0,0,0,0,0,0,0,0,0,97,0,1211,509,2342
EASTHAM1,652,0,6,737,0,0,0,0,3,14,28,2,66,2,2,0,134,2,2,121,0,340,2203,0,61,0,0,0,0,0,0,0,0,0,0,134,0,1199,1395,3597
EASTHAMPTON1,266,1,2,501,0,0,0,0,1,2,6,2,25,1,0,1,38,0,2,30,0,116,1127,0,48,0,0,0,0,1,0,0,0,0,0,68,0,514,770,1758
EASTHAMPTON2,266,0,3,666,0,0,0,0,3,1,3,1,21,1,0,0,31,1,0,31,0,94,1370,0,86,0,0,0,0,3,0,0,0,0,0,53,0,417,935,1929
EASTHAMPTON3,236,0,2,588,0,0,0,0,5,1,6,1,26,1,1,1,36,0,2,25,0,103,1140,0,65,0,0,0,0,0,0,0,0,0,0,71,0,447,826,1723
EASTHAMPTON4,381,0,2,605,0,0,0,0,3,0,7,0,17,0,0,0,63,0,3,46,0,116,1464,0,71,0,0,0,0,4,1,0,0,0,0,75,0,453,988,2068
EASTHAMPTON5,298,0,2,432,1,0,0,0,0,3,12,1,43,0,0,1,72,0,2,67,0,190,1112,0,35,0,0,0,0,4,0,0,0,0,0,100,0,768,732,2019
EASTON1,202,1,2,178,0,0,0,0,0,5,5,0,18,2,0,0,65,0,2,88,0,142,640,0,12,0,0,0,0,2,0,0,0,0,0,59,0,505,383,1218
EASTON2,352,2,0,399,0,1,0,0,1,10,25,1,61,0,0,1,126,4,2,109,0,290,1272,0,25,0,0,0,0,2,0,0,0,0,0,134,0,944,753,2377
EASTON3,259,0,4,320,0,0,0,0,0,3,13,0,40,1,0,2,57,2,0,75,0,247,1042,0,28,0,0,0,0,0,0,0,0,0,0,96,0,898,583,2064
EASTON4,320,0,1,371,0,0,0,1,0,3,8,1,60,1,0,1,122,1,2,131,0,307,1204,0,21,0,0,0,0,4,0,0,0,0,0,125,0,940,692,2294
EASTON5,375,1,3,343,0,0,0,0,0,2,9,1,46,0,0,0,107,1,1,114,0,274,1334,0,24,0,0,0,0,11,0,0,0,0,0,112,0,953,722,2434
EASTON6,279,0,0,280,0,0,0,0,0,6,14,1,53,1,0,0,74,1,1,93,0,296,1064,0,24,0,0,0,0,5,0,0,0,0,0,97,0,991,559,2181
EDGARTOWN1,473,1,2,549,0,0,0,0,2,9,10,1,38,3,2,2,82,2,0,61,0,189,1787,0,53,0,0,0,0,0,0,0,0,0,0,99,0,779,1025,2718
EGREMONT1,188,0,1,211,0,0,0,0,0,1,4,1,5,0,0,0,15,1,1,16,0,27,621,0,30,0,0,0,0,0,0,0,0,0,0,30,0,147,400,828
ERVING1,90,0,0,225,0,0,0,0,0,0,5,2,9,0,0,1,35,0,1,15,0,56,420,0,32,0,0,0,0,0,0,0,0,0,0,59,0,300,315,811
ESSEX1,354,0,2,429,0,0,0,0,0,12,17,2,47,1,0,1,154,0,2,120,1,284,1272,0,34,0,0,0,0,0,0,0,0,0,0,166,0,758,785,2230
EVERETT1,1496,9,16,1165,0,0,0,0,0,6,19,1,60,1,0,1,75,1,1,106,0,616,4803,0,82,0,0,0,0,0,0,0,0,0,0,174,0,2145,2686,7204
EVERETT2,1401,7,12,1039,0,0,0,0,0,4,15,1,50,0,3,1,68,3,3,77,0,510,4658,0,83,0,0,0,0,0,0,0,0,0,0,135,0,1795,2459,6671
FAIRHAVEN1,226,0,2,317,0,0,0,0,1,3,12,0,18,0,2,0,38,0,0,57,0,167,832,0,31,0,0,0,0,0,0,0,0,0,0,45,0,606,545,1514
FAIRHAVEN2,245,0,2,285,0,0,0,0,0,1,9,1,25,0,0,0,20,0,1,40,0,156,744,0,31,0,0,0,0,0,0,0,0,0,0,51,0,600,532,1426
FAIRHAVEN3,167,1,1,178,0,0,0,0,0,1,6,0,27,0,0,1,11,1,1,27,1,142,581,0,13,0,0,0,0,0,0,0,0,0,0,49,0,536,347,1179
FAIRHAVEN4,201,1,4,262,0,0,0,0,0,1,7,0,37,1,1,1,23,0,1,38,1,151,705,0,25,0,0,0,0,0,0,0,0,0,0,47,0,675,468,1452
FAIRHAVEN5,216,0,2,255,0,0,0,0,0,2,8,1,17,0,0,3,37,0,0,31,0,215,711,0,17,0,0,0,0,0,0,0,0,0,0,63,0,759,473,1550
FAIRHAVEN6,191,0,1,261,0,0,0,0,0,1,15,0,18,0,0,0,27,0,1,45,1,193,691,0,16,0,0,0,0,0,0,0,0,0,0,62,0,648,453,1417
FALL RIVERA,2084,9,29,1564,1,0,1,0,1,8,52,2,139,4,6,0,118,0,5,177,1,824,5978,0,158,0,0,0,0,5,0,0,0,0,0,308,0,3954,3686,10403
FALL RIVERB,1778,7,14,1318,0,0,0,1,3,8,30,3,104,1,2,3,86,0,5,160,2,658,5372,0,161,0,0,0,0,0,0,0,0,0,0,292,0,3167,3117,8992
FALL RIVERB1,25,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,65,0,5,0,0,0,0,0,0,0,0,0,0,5,0,38,37,113
FALL RIVERC,2048,7,12,1430,2,2,0,0,0,8,51,0,124,2,4,2,87,3,3,150,0,762,6037,0,177,0,0,0,0,0,0,0,0,0,0,338,0,3687,3497,10239
FALL RIVERC1,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,19
FALMOUTH1,654,1,5,554,0,0,0,0,0,6,9,2,34,1,1,0,122,0,0,69,0,144,1793,0,30,0,0,0,0,0,0,0,0,0,0,80,0,513,1214,2416
FALMOUTH2,477,0,4,426,0,0,0,0,0,8,9,3,47,0,0,0,80,0,2,69,1,174,1386,0,37,0,0,0,0,0,0,0,0,0,0,59,0,707,907,2189
FALMOUTH3,356,1,1,330,0,0,0,0,0,11,12,3,52,1,1,1,89,0,1,63,0,250,1150,0,22,0,0,0,0,3,0,0,0,0,0,69,0,810,688,2054
FALMOUTH4,379,0,2,323,0,0,0,0,0,9,16,1,41,0,1,2,91,1,2,75,0,269,1219,0,22,0,0,0,0,1,0,0,0,0,0,83,0,859,704,2184
FALMOUTH5,438,1,3,420,0,0,0,0,1,10,12,4,56,0,0,0,136,0,1,107,0,267,1349,0,33,0,0,0,0,5,0,0,0,0,0,108,0,886,862,2381
FALMOUTH6,405,0,4,420,0,0,0,0,0,5,6,3,40,1,1,1,109,0,0,95,1,236,1333,0,29,0,0,0,0,1,0,0,0,0,0,83,0,771,829,2217
FALMOUTH7,312,0,3,368,1,0,0,0,0,3,17,4,43,0,2,0,63,2,1,51,0,316,1094,0,28,0,0,0,0,2,0,0,0,0,0,81,0,913,683,2118
FALMOUTH8,344,0,2,382,0,0,0,0,1,7,14,2,42,0,0,2,99,0,2,85,0,280,1070,0,42,0,0,0,0,2,0,0,0,0,0,81,0,907,728,2102
FALMOUTH9,315,0,1,382,0,0,0,0,0,1,18,2,51,0,0,0,55,1,1,63,0,235,1073,0,30,0,0,0,0,0,0,0,0,0,0,84,0,799,698,1986
FITCHBURGA,1251,3,13,1371,0,0,0,1,1,26,86,4,174,1,3,6,202,1,5,308,1,991,4380,0,113,0,0,0,0,1,0,0,0,0,0,458,0,3164,2638,8116
FITCHBURGB,1075,3,15,1326,0,0,0,0,1,17,72,5,153,2,3,5,142,0,13,216,1,688,4210,0,146,0,0,0,0,0,0,0,0,0,0,354,0,2423,2419,7133
FLORIDA1,49,0,1,92,0,0,0,0,0,2,3,0,17,0,1,0,5,0,0,11,0,45,191,0,11,0,0,0,0,0,0,0,0,0,0,17,0,170,142,389
FOXBOROUGH1,271,0,1,327,0,0,0,0,0,1,8,1,37,1,0,0,67,0,2,96,0,214,1002,0,15,0,0,0,0,5,0,0,0,0,0,100,0,774,599,1896
FOXBOROUGH2,316,1,2,301,0,0,0,0,0,3,11,0,41,2,1,0,120,0,2,107,2,265,1119,0,12,0,0,0,0,3,0,0,0,0,0,123,0,831,620,2088
FOXBOROUGH3,308,0,3,316,0,0,0,0,1,9,11,3,45,2,0,2,75,0,1,90,0,269,1048,0,25,0,0,0,0,3,0,0,0,0,0,105,0,877,627,2058
FOXBOROUGH4,290,0,2,315,0,0,0,0,0,2,20,0,68,0,0,3,97,2,1,98,0,255,1031,0,19,0,0,0,0,0,0,0,0,0,0,131,0,881,607,2062
FOXBOROUGH5,242,3,4,279,0,0,0,0,0,5,15,4,53,2,0,0,78,0,0,124,0,254,932,0,24,0,0,0,0,7,0,0,0,0,0,121,0,798,528,1882
FRAMINGHAM1,554,2,0,427,0,0,0,0,1,3,14,3,26,0,0,0,120,1,2,96,0,214,1551,0,31,0,0,0,0,0,0,0,0,0,0,89,0,631,983,2302
FRAMINGHAM10,213,1,0,176,0,0,0,0,0,1,4,1,9,0,0,0,19,0,0,29,0,59,860,0,13,0,0,0,0,0,0,0,0,0,0,59,0,253,390,1185
FRAMINGHAM11,560,3,2,388,0,0,0,0,1,9,8,3,37,1,0,1,114,0,2,118,0,192,1547,0,21,0,0,0,0,0,0,0,0,0,0,103,0,607,953,2278
FRAMINGHAM12,266,0,0,203,0,0,0,0,0,0,4,2,26,0,0,0,35,0,1,20,0,69,798,0,13,0,0,0,0,0,0,0,0,0,0,34,0,265,469,1110
FRAMINGHAM13,317,0,1,317,0,0,0,0,0,3,2,1,20,1,0,0,33,0,2,33,1,100,1033,0,21,0,0,0,0,0,0,0,0,0,0,43,0,327,635,1424
FRAMINGHAM14,203,0,2,172,0,0,0,0,0,0,9,1,13,1,0,0,12,0,0,22,0,51,810,0,16,0,0,0,0,0,0,0,0,0,0,33,0,182,377,1041
FRAMINGHAM15,317,1,4,217,0,0,0,0,0,5,4,1,12,0,0,1,20,0,1,27,0,63,830,0,18,0,0,0,0,0,0,0,0,0,0,55,0,215,539,1118
FRAMINGHAM16,147,0,0,81,0,0,1,0,1,0,4,0,2,0,0,0,6,1,0,6,0,36,533,0,1,0,0,0,0,0,0,0,0,0,0,19,0,113,228,666
FRAMINGHAM17,189,0,0,89,0,0,0,0,0,1,2,0,2,0,0,0,1,0,0,6,0,9,633,0,8,0,0,0,0,0,0,0,0,0,0,13,0,58,278,712
FRAMINGHAM18,222,1,0,180,0,0,0,0,0,1,1,1,14,0,1,0,11,0,0,13,0,67,735,0,19,0,0,0,0,0,0,0,0,0,0,35,0,233,403,1022
FRAMINGHAM2,610,2,1,482,0,0,0,0,0,7,13,2,38,0,0,1,109,0,0,89,0,206,1702,0,28,0,0,0,0,0,0,0,0,0,0,113,0,686,1095,2529
FRAMINGHAM3,486,0,3,332,0,0,0,0,0,0,7,2,30,0,0,0,54,0,4,54,0,134,1354,0,16,0,0,0,0,0,0,0,0,0,0,70,0,474,821,1914
FRAMINGHAM4,599,3,1,388,0,0,0,0,1,1,11,2,48,0,0,0,127,0,1,108,0,172,1527,0,25,0,0,0,0,0,0,0,0,0,0,96,0,580,991,2228
FRAMINGHAM5,546,2,1,374,0,0,0,0,0,5,11,4,29,1,0,2,118,0,3,79,0,198,1426,0,30,0,0,0,0,0,0,0,0,0,0,110,0,591,923,2157
FRAMINGHAM6,472,0,6,438,0,0,0,0,0,10,9,2,36,0,1,0,104,0,1,88,0,202,1418,0,25,0,0,0,0,0,0,0,0,0,0,108,0,620,916,2171
FRAMINGHAM7,484,1,4,327,0,0,0,0,0,5,10,2,38,0,0,1,85,0,0,77,0,151,1324,0,22,0,0,0,0,0,0,0,0,0,0,79,0,489,816,1914
FRAMINGHAM8,472,0,0,365,2,0,0,0,1,2,2,0,41,1,3,0,65,1,0,60,0,143,1406,0,23,0,0,0,0,0,0,0,0,0,0,75,0,421,837,1925
FRAMINGHAM9,315,2,1,268,0,0,0,0,0,2,5,0,23,0,0,0,36,0,1,31,0,111,1033,0,17,0,0,0,0,0,0,0,0,0,0,62,0,318,586,1430
FRANKLIN1,325,0,3,352,0,0,0,0,0,5,14,1,43,1,0,0,111,0,0,116,0,233,1132,0,21,0,0,0,0,0,0,0,0,0,0,109,0,843,680,2105
FRANKLIN2,276,2,0,322,0,0,0,0,0,3,10,1,45,2,1,0,91,0,0,88,0,210,1130,0,19,0,0,0,0,0,0,0,0,0,0,112,0,846,600,2107
FRANKLIN3,328,1,5,313,0,0,0,0,0,7,12,0,44,0,1,0,71,0,0,112,0,240,1127,0,20,0,0,0,0,0,0,0,0,0,0,108,0,844,647,2099
FRANKLIN4,339,0,1,302,0,0,0,0,0,2,10,6,63,1,0,0,147,1,1,158,0,264,1236,0,16,0,0,0,0,0,0,0,0,0,0,129,0,989,642,2370
FRANKLIN5,347,1,2,368,0,0,0,0,0,7,5,2,58,1,2,1,122,0,0,135,1,246,1252,0,19,0,0,0,0,0,0,0,0,0,0,119,0,885,718,2275
FRANKLIN6,293,0,1,328,0,0,0,0,0,3,18,1,37,2,0,0,76,0,2,94,1,215,1139,0,29,0,0,0,0,0,0,0,0,0,0,138,0,730,622,2036
FRANKLIN7,372,1,2,343,0,0,0,0,0,9,10,0,41,1,1,1,149,0,3,172,0,221,1355,0,22,0,0,0,0,0,0,0,0,0,0,137,0,888,718,2402
