precinct,pri_dem_CLINTON,pri_dem_SANDERS,pri_rep_CARSON,pri_rep_CRUZ,pri_rep_KASICH,pri_rep_TRUMP,gen_con_TRUMP,gen_dem_CLINTON,gen_grn_STEIN,gen_ind_JOHNSON,gen_lib_JOHNSON,gen_rep_TRUMP,gen_wep_CLINTON,gen_wor_CLINTON,dem_primary_total,general_total
"KINGS=""49/53""",12,41,0,0,1,0,0,8850,5,2,0,21,0,0,53,8878
"KINGS=""49/54""",74,41,0,2,0,1,0,313101,1,2,0,202,0,0,115,313306
"KINGS=""49/55""",70,53,0,0,1,0,0,29330,2,3,0,161,0,0,123,29496
"KINGS=""49/56""",216,167,1,0,1,2,0,656393,22,2,1,82,0,0,383,656500
"KINGS=""49/57""",115,113,0,0,2,0,0,376333,8,2,0,30,0,0,228,376373
"KINGS=""49/58""",175,50,0,0,1,0,0,44580,2,0,0,61,0,0,225,44643
"KINGS=""49/59""",130,62,0,0,2,0,0,45812,3,1,0,142,0,0,192,45958
"KINGS=""49/60""",134,50,0,0,0,1,0,49220,5,1,0,41,0,0,184,49267
"KINGS=""5/41""",62,41,0,8,1,22,0,9811,4,5,1,28019,0,0,103,37840
"KINGS=""5/42""",193,138,0,3,0,9,0,604485,10,8,2,246,0,0,331,604751
"KINGS=""5/43""",130,88,0,0,1,1,0,394272,16,0,1,70,0,0,218,394359
"KINGS=""5/44""",90,89,0,27,5,23,0,368163,4,4,2,21032,0,0,179,389205
"KINGS=""5/45""",65,61,0,21,4,21,0,15871,9,9,0,33938,0,0,126,49827
"KINGS=""5/46""",131,56,0,0,0,5,0,432103,9,3,0,474,0,0,187,432589
"KINGS=""5/47""",49,46,1,3,3,37,0,22132,3,6,0,20221,0,0,95,42362
"KINGS=""5/48""",44,28,0,18,0,8,0,9921,4,10,2,25223,0,0,72,35160
"KINGS=""5/49""",21,30,0,1,0,1,0,19830,5,2,3,614,0,0,51,20454
"KINGS=""5/50""",150,205,0,1,5,7,0,614487,18,7,5,733,0,0,355,615250
"KINGS=""5/51""",117,97,2,0,3,8,0,441300,13,5,1,885,0,0,214,442204
"KINGS=""5/52""",157,47,0,1,7,2,0,48292,1,1,3,162,0,0,204,48459
"KINGS=""5/53""",113,69,0,0,0,3,0,431125,10,2,2,201,0,0,182,431340
"KINGS=""5/54""",28,13,0,1,1,2,0,11400,0,0,0,60,0,0,41,11460
"KINGS=""5/55""",20,10,0,0,0,0,0,8910,0,0,0,70,0,0,30,8980
"KINGS=""5/56""",86,49,0,0,1,0,0,39382,4,1,0,11,0,0,135,39398
"KINGS=""5/57""",44,14,0,0,0,0,0,11000,0,0,0,80,0,0,58,11080
"KINGS=""5/58""",253,70,0,0,0,0,0,61590,4,1,1,101,0,0,323,61697
"KINGS=""5/59""",279,87,1,1,1,2,0,75192,8,0,0,226,0,0,366,75426
"KINGS=""5/60""",118,55,0,2,0,9,0,37563,3,1,0,11512,0,0,173,49079
"KINGS=""50/41""",73,51,1,20,4,27,0,13670,4,7,0,34231,0,0,124,47912
"KINGS=""50/42""",226,68,0,0,2,1,0,641132,11,2,0,131,0,0,294,641276
"KINGS=""50/43""",127,120,0,0,0,1,0,387253,19,2,2,71,0,0,247,387347
"KINGS=""50/44""",220,197,0,2,11,11,0,643763,15,2,4,605,0,0,417,644389
"KINGS=""50/45""",58,59,0,6,1,28,0,21291,10,5,2,26316,0,0,117,47624
"KINGS=""50/46""",82,90,0,4,28,73,0,361182,14,10,7,29944,0,0,172,391157
"KINGS=""50/47""",72,65,1,3,3,32,0,285151,13,11,1,21616,0,0,137,306792
"KINGS=""50/48""",38,19,0,13,5,7,0,4800,1,5,0,26225,0,0,57,31031
"KINGS=""50/49""",59,77,1,5,5,30,0,34943,9,7,1,24224,0,0,136,59184
"KINGS=""50/50""",100,116,0,2,2,5,0,414185,18,2,1,283,0,0,216,414489
"KINGS=""50/51""",27,47,0,0,1,1,0,18841,4,0,0,190,0,0,74,19035
"KINGS=""50/52""",66,69,0,0,1,6,0,189211,5,1,0,190,0,0,135,189407
"KINGS=""50/53""",71,134,0,1,1,1,0,430223,8,1,2,233,0,0,205,430467
"KINGS=""50/54""",122,52,0,2,1,10,0,48772,3,4,3,493,0,0,174,49275
"KINGS=""50/55""",22,10,0,0,0,0,0,8502,1,1,0,42,0,0,32,8546
"KINGS=""50/56""",198,166,0,0,1,2,0,601302,20,0,0,52,0,0,364,601374
"KINGS=""50/57""",246,213,0,0,1,3,0,713627,22,1,1,183,0,0,459,713834
"KINGS=""50/58""",171,58,0,0,1,0,0,491132,3,1,0,83,0,0,229,491219
"KINGS=""50/59""",98,69,1,5,4,27,0,450104,8,10,3,17314,0,0,167,467439
"KINGS=""50/60""",64,10,0,0,0,0,0,20150,3,1,1,52,0,0,74,20207
"KINGS=""51/41""",22,17,0,5,0,5,0,7600,0,1,1,735,0,0,39,8337
"KINGS=""51/42""",153,90,0,2,0,2,0,56671,9,8,2,8512,0,0,243,65202
"KINGS=""51/43""",256,92,1,0,0,3,0,538241,8,1,0,230,0,0,348,538480
"KINGS=""51/44""",183,199,0,1,5,11,0,574610,11,6,3,777,0,0,382,575407
"KINGS=""51/45""",30,37,0,3,0,14,0,161110,7,3,2,1488,0,0,67,162610
"KINGS=""51/46""",97,74,2,7,27,86,0,287140,5,8,3,34136,0,0,171,321292
"KINGS=""51/47""",51,46,0,3,2,15,0,23460,4,5,4,14210,0,0,97,37683
"KINGS=""51/48""",27,28,0,12,1,15,0,7821,2,6,0,25818,0,0,55,33647
"KINGS=""51/49""",46,49,0,4,8,35,0,22691,7,4,2,18818,0,0,95,41522
"KINGS=""51/50""",96,91,0,0,0,0,0,350171,13,1,0,153,0,0,187,350338
"KINGS=""51/51""",122,90,0,5,0,8,0,388143,13,4,1,637,0,0,212,388798
"KINGS=""51/52""",145,88,0,0,2,0,0,530112,7,4,1,233,0,0,233,530357
"KINGS=""51/53""",86,28,0,0,0,0,0,18920,1,1,0,90,0,0,114,19012
"KINGS=""51/54""",124,69,0,6,1,4,0,48730,11,4,2,512,0,0,193,49259
"KINGS=""51/56""",179,122,0,1,0,0,0,623172,13,4,0,60,0,0,301,623249
"KINGS=""51/57""",190,175,0,0,2,0,0,660515,18,1,1,120,0,0,365,660655
"KINGS=""51/58""",156,33,0,1,0,0,0,38700,2,2,1,91,0,0,189,38796
"KINGS=""51/59""",85,90,2,13,14,55,0,326131,8,7,1,36242,0,0,175,362389
"KINGS=""51/60""",184,63,0,0,0,1,0,55050,5,3,1,60,0,0,247,55119
"KINGS=""52/41""",51,27,0,12,0,5,0,13221,3,3,0,13720,0,0,78,26947
"KINGS=""52/42""",176,87,1,1,0,6,0,612222,8,3,1,546,0,0,263,612780
"KINGS=""52/43""",219,78,0,0,0,0,0,54070,4,1,1,112,0,0,297,54188
"KINGS=""52/44""",186,212,0,6,5,18,0,567854,24,7,4,8521,0,0,398,576410
"KINGS=""52/45""",10,13,0,0,1,10,0,2511,1,1,0,624,0,0,23,3137
"KINGS=""52/46""",80,97,0,13,14,65,0,344150,15,6,1,34732,0,0,177,378904
"KINGS=""52/47""",28,35,0,3,3,17,0,13130,6,2,4,986,0,0,63,14128
"KINGS=""52/48""",47,34,0,8,4,20,0,13301,6,2,2,29816,0,0,81,43127
"KINGS=""52/49""",64,85,0,7,6,51,0,297157,10,8,1,30622,0,0,149,327798
"KINGS=""52/50""",154,130,0,3,3,0,0,523194,15,2,1,253,0,0,284,523465
"KINGS=""52/51""",63,48,0,0,1,4,0,201100,8,4,0,263,0,0,111,201375
"KINGS=""52/52""",135,67,1,0,0,0,0,50473,6,2,0,83,0,0,202,50564
"KINGS=""52/53""",3,19,0,0,0,0,0,2910,5,0,0,10,0,0,22,2925
"KINGS=""52/54""",105,42,0,1,1,4,0,433112,3,0,0,355,0,0,147,433470
"KINGS=""52/55""",54,24,0,0,0,0,0,14910,1,1,0,31,0,0,78,14943
"KINGS=""52/56""",175,127,0,1,0,0,0,581314,14,5,1,71,0,0,302,581405
"KINGS=""52/57""",148,140,1,0,1,1,0,559333,5,4,3,51,0,0,288,559396
"KINGS=""52/58""",196,46,0,0,0,1,0,60972,3,0,0,81,0,0,242,61056
"KINGS=""52/59""",66,50,0,15,7,76,0,211101,4,2,0,46140,0,0,116,257247
"KINGS=""52/60""",107,37,0,0,0,2,0,40620,2,1,0,61,0,0,144,40684
"KINGS=""53/41""",124,62,0,8,4,4,0,556130,3,1,0,6913,0,0,186,563047
"KINGS=""53/42""",110,106,0,0,0,2,0,445191,11,1,0,170,0,0,216,445373
"KINGS=""53/43""",176,54,0,2,0,6,0,50150,1,2,0,558,0,0,230,50711
"KINGS=""53/44""",153,176,0,9,5,32,0,444763,22,6,2,11824,0,0,329,456617
"KINGS=""53/45""",45,31,0,3,6,43,0,13520,4,3,2,18918,0,0,76,32447
"KINGS=""53/46""",77,94,2,8,27,41,0,343222,20,10,2,22017,0,0,171,365271
"KINGS=""53/47""",75,44,0,0,0,0,0,29880,5,1,2,251,0,0,119,30139
"KINGS=""53/49""",66,58,0,7,8,61,0,25960,2,8,1,29439,0,0,124,55410
"KINGS=""53/50""",67,87,0,1,2,2,0,32672,2,2,1,140,0,0,154,32817
"KINGS=""53/51""",56,65,0,2,1,5,0,269172,14,2,2,337,0,0,121,269527
"KINGS=""53/52""",267,160,0,0,2,0,0,631515,15,1,3,190,0,0,427,631724
"KINGS=""53/53""",102,137,0,1,0,4,0,413472,17,3,1,287,0,0,239,413780
"KINGS=""53/54""",74,27,0,0,0,3,0,34431,5,1,0,232,0,0,101,34669
"KINGS=""53/55""",44,14,0,0,0,0,0,12320,1,1,0,20,0,0,58,12342
"KINGS=""53/56""",164,131,1,0,0,0,0,514251,18,2,1,102,0,0,295,514374
"KINGS=""53/57""",213,201,0,2,2,2,0,733412,18,4,1,150,0,0,414,733585
"KINGS=""53/58""",40,10,0,0,1,1,0,10911,1,0,0,50,0,0,50,10962
"KINGS=""53/59""",58,48,0,6,6,93,0,15630,3,4,1,38627,0,0,106,54265
"KINGS=""53/60""",131,49,0,0,0,2,0,47681,0,2,1,101,0,0,180,47785
"KINGS=""54/41""",154,86,0,0,2,2,0,559121,4,1,1,230,0,0,240,559357
"KINGS=""54/42""",219,111,0,1,2,6,0,576163,12,1,3,211,0,0,330,576390
"KINGS=""54/43""",181,64,1,2,1,2,0,52481,10,3,1,416,0,0,245,52911
"KINGS=""54/44""",206,236,3,10,8,13,0,635893,17,4,2,7511,0,0,442,643427
"KINGS=""54/45""",38,27,0,1,1,24,0,10861,2,6,2,1316,0,0,65,12187
"KINGS=""54/46""",65,70,1,2,13,31,0,328211,7,6,2,17322,0,0,135,345548
"KINGS=""54/47""",82,38,0,0,0,2,0,30430,2,1,3,150,0,0,120,30586
"KINGS=""54/48""",31,23,0,13,0,9,0,6720,3,2,4,19423,0,0,54,26152
"KINGS=""54/49""",31,49,0,1,7,47,0,15430,8,5,0,18716,0,0,80,34159
"KINGS=""54/50""",57,53,0,0,3,1,0,300121,5,3,0,163,0,0,110,300292
"KINGS=""54/51""",44,49,0,0,1,1,0,190120,11,2,0,71,0,0,93,190204
"KINGS=""54/52""",114,63,1,0,0,2,0,34391,3,2,0,220,0,0,177,34616
"KINGS=""54/53""",100,107,1,2,1,1,0,418184,9,1,0,142,0,0,207,418336
"KINGS=""54/54""",115,53,0,3,0,5,0,45871,7,2,1,447,0,0,168,46328
"KINGS=""54/55""",9,5,0,0,0,0,0,4521,1,1,0,20,0,0,14,4543
"KINGS=""54/56""",184,141,0,0,1,1,0,681273,9,3,2,104,0,0,325,681391
"KINGS=""54/57""",111,108,1,0,0,1,0,452194,8,1,0,33,0,0,219,452236
"KINGS=""54/58""",145,36,0,0,0,2,0,53130,1,3,0,131,0,0,181,53265
"KINGS=""54/59""",59,29,0,3,3,27,0,12531,3,3,2,20316,0,0,88,32855
"KINGS=""54/60""",180,45,0,0,0,0,0,59590,5,2,0,72,0,0,225,59669
"KINGS=""55/41""",190,79,0,1,1,2,0,51241,9,1,2,200,0,0,269,51453
"KINGS=""55/42""",183,107,1,0,2,2,0,621170,7,1,2,246,0,0,290,621426
"KINGS=""55/43""",154,83,0,1,2,2,0,462223,7,6,1,8314,0,0,237,470551
"KINGS=""55/44""",244,192,0,3,15,17,0,6111044,27,3,2,9816,0,0,436,6120892
"KINGS=""55/46""",88,122,0,4,6,31,0,430151,15,4,1,21018,0,0,210,451189
"KINGS=""55/47""",40,50,0,5,3,29,0,242101,9,4,3,17417,0,0,90,259534
"KINGS=""55/48""",68,58,0,14,9,20,0,13931,3,8,0,29028,0,0,126,42970
"KINGS=""55/49""",12,14,0,3,1,7,0,10860,4,5,1,554,0,0,26,11424
"KINGS=""55/50""",27,28,0,0,0,3,0,11070,2,1,1,122,0,0,55,11196
"KINGS=""55/51""",112,124,0,3,1,6,0,440366,7,4,1,394,0,0,236,440772
"KINGS=""55/52""",198,163,0,0,4,1,0,672582,10,8,3,253,0,0,361,672856
"KINGS=""55/53""",95,166,1,0,5,3,0,530323,20,2,0,261,0,0,261,530606
"KINGS=""55/54""",64,26,0,0,2,6,0,24130,2,2,0,270,0,0,90,24404
"KINGS=""55/55""",134,54,0,0,0,1,0,501241,5,3,0,144,0,0,188,501393
"KINGS=""55/56""",237,192,0,3,0,2,0,756493,20,3,3,152,0,0,429,756671
"KINGS=""55/57""",175,206,0,0,0,1,0,708464,17,2,1,152,0,0,381,708636
"KINGS=""55/58""",182,38,0,0,0,1,0,50011,2,0,0,91,0,0,220,50104
"KINGS=""55/59""",63,52,0,6,5,65,0,20851,3,4,1,40624,0,0,115,61483
"KINGS=""55/60""",103,37,0,0,0,0,0,43170,2,1,1,50,0,0,140,43224
"KINGS=""56/41""",33,42,0,4,7,46,0,12131,2,3,4,15611,0,0,75,27751
"KINGS=""56/42""",181,73,0,0,2,0,0,63290,7,3,1,91,0,0,254,63392
"KINGS=""56/43""",108,34,1,7,1,1,0,28830,1,5,1,694,0,0,142,29531
"KINGS=""56/44""",121,146,0,1,12,21,0,411614,15,8,1,857,0,0,267,412495
"KINGS=""56/45""",46,40,0,3,4,13,0,17192,4,5,2,818,0,0,86,18021
"KINGS=""56/46""",75,106,0,5,9,27,0,384204,19,10,4,13617,0,0,181,397854
"KINGS=""56/47""",51,34,0,0,2,26,0,16582,5,1,0,15111,0,0,85,31699
"KINGS=""56/48""",73,44,1,13,4,23,0,16562,2,4,2,34327,0,0,117,50897
"KINGS=""56/50""",37,30,0,0,1,0,0,15261,1,0,0,121,0,0,67,15383
"KINGS=""56/52""",107,71,0,0,1,1,0,406161,6,3,1,191,0,0,178,406362
"KINGS=""56/53""",123,250,0,1,1,2,0,663416,19,3,1,361,0,0,373,663800
"KINGS=""56/54""",138,50,1,5,0,0,0,49883,3,2,0,374,0,0,188,50262
"KINGS=""56/55""",19,8,0,0,0,0,0,6810,0,0,0,10,0,0,27,6820
"KINGS=""56/56""",75,59,0,0,1,0,0,222162,2,0,0,0,0,0,134,222164
"KINGS=""56/57""",203,188,0,2,3,1,0,7844810,24,3,2,121,0,0,391,7844960
"KINGS=""56/58""",103,20,0,1,0,1,0,26321,3,0,0,101,0,0,123,26425
"KINGS=""56/59""",129,53,0,3,1,13,0,455122,7,2,0,1059,0,0,182,456190
"KINGS=""56/60""",169,48,0,0,0,1,0,46150,4,1,0,93,0,0,217,46248
"KINGS=""57/41""",53,36,1,5,0,16,0,15430,7,3,2,16316,0,0,89,31758
"KINGS=""57/42""",228,115,0,1,1,4,0,67211,10,1,1,302,0,0,343,67525
"KINGS=""57/43""",80,44,0,9,1,8,0,20720,2,2,4,25951,0,0,124,46679
"KINGS=""57/44""",281,232,0,5,8,22,0,699944,14,2,4,10417,0,0,513,710381
"KINGS=""57/45""",56,54,0,3,2,32,0,20751,2,5,1,2609,0,0,110,23368
"KINGS=""57/46""",84,85,1,4,17,53,0,330142,10,12,0,25621,0,0,169,355785
"KINGS=""57/47""",81,76,0,3,6,42,0,19760,3,1,0,22117,0,0,157,41881
"KINGS=""57/48""",29,30,0,0,1,8,0,14552,2,3,0,684,0,0,59,15241
"KINGS=""57/49""",25,18,0,11,0,8,0,4710,2,3,0,9617,0,0,43,14332
"KINGS=""57/50""",82,61,0,3,1,0,0,27532,4,1,0,325,0,0,143,27862
"KINGS=""57/51""",10,3,1,1,2,2,0,3630,1,1,0,40,0,0,13,3672
"KINGS=""57/52""",145,125,0,1,2,0,0,436502,4,4,3,132,0,0,270,436645
"KINGS=""57/53""",120,204,0,2,0,3,0,720418,16,2,1,320,0,0,324,720757
"KINGS=""57/54""",96,48,0,7,0,2,0,42360,6,1,0,335,0,0,144,42702
"KINGS=""57/55""",113,55,0,0,0,0,0,49890,1,0,1,91,0,0,168,49983
"KINGS=""57/56""",169,100,0,0,0,2,0,49453,11,2,0,40,0,0,269,49506
"KINGS=""57/57""",175,176,0,1,1,0,0,756455,26,3,2,182,0,0,351,756668
"KINGS=""57/58""",117,27,0,0,2,1,0,45753,3,4,0,110,0,0,144,45870
"KINGS=""57/59""",118,72,1,6,2,20,0,41031,9,8,3,18917,0,0,190,59968
"KINGS=""57/60""",192,78,0,0,0,2,0,709121,3,0,0,135,0,0,270,709259
"KINGS=""58/41""",96,48,0,12,7,35,0,14911,1,7,2,42522,0,0,144,57443
"KINGS=""58/42""",181,65,0,0,1,0,0,555130,6,0,0,171,0,0,246,555307
"KINGS=""58/43""",92,61,0,2,0,2,0,30562,10,5,0,6810,0,0,153,37387
"KINGS=""58/44""",234,183,2,4,19,19,0,576783,14,14,7,10012,0,0,417,586830
"KINGS=""58/45""",42,30,0,8,7,14,0,14780,2,3,0,13216,0,0,72,28001
"KINGS=""58/46""",83,120,0,6,8,37,0,389263,16,12,6,18516,0,0,203,407813
"KINGS=""58/47""",41,57,0,3,4,38,0,10230,1,2,0,18111,0,0,98,28344
"KINGS=""58/48""",90,44,0,13,3,16,0,20161,6,8,2,30833,0,0,134,51010
"KINGS=""58/49""",28,41,0,1,5,23,0,17972,5,4,1,13322,0,0,69,31304
"KINGS=""58/50""",67,41,0,1,0,0,0,19531,2,0,0,512,0,0,108,20045
"KINGS=""58/51""",15,21,0,0,0,2,0,13030,2,1,1,272,0,0,36,13306
"KINGS=""58/52""",135,113,0,1,3,3,0,449463,8,3,7,223,0,0,248,449704
"KINGS=""58/53""",117,166,0,1,2,3,0,583300,17,3,1,360,0,0,283,583681
"KINGS=""58/54""",109,57,0,2,1,3,0,496141,6,3,0,428,0,0,166,496578
"KINGS=""58/55""",68,45,0,0,0,0,0,27430,3,0,0,71,0,0,113,27504
"KINGS=""58/56""",171,180,0,0,1,0,0,658512,27,1,2,101,0,0,351,658643
"KINGS=""58/57""",153,124,0,1,0,2,0,508311,10,0,0,61,0,0,277,508382
"KINGS=""58/58""",79,42,0,0,1,3,0,33130,4,4,1,91,0,0,121,33230
"KINGS=""58/59""",68,54,0,1,4,19,0,32010,2,6,2,25211,0,0,122,57231
"KINGS=""58/60""",122,53,0,0,0,0,0,48050,1,2,0,80,0,0,175,48133
"KINGS=""59/41""",93,60,1,11,3,33,0,18360,7,4,1,35335,0,0,153,53707
"KINGS=""59/42""",38,9,0,13,1,17,0,3720,0,2,0,17311,0,0,47,21033
"KINGS=""59/43""",97,47,0,7,0,5,0,34660,7,3,2,16717,0,0,144,51389
"KINGS=""59/44""",195,181,0,5,15,17,0,538570,21,3,1,7215,0,0,376,545810
"KINGS=""59/45""",45,39,0,7,3,25,0,22460,5,2,1,20013,0,0,84,42481
"KINGS=""59/46""",59,108,1,11,4,31,0,411250,15,9,4,20618,0,0,167,431896
"KINGS=""59/47""",64,42,0,6,7,47,0,16730,5,6,1,24719,0,0,106,41461
