precinct,pri_dem_CLINTON,pri_dem_SANDERS,pri_rep_CARSON,pri_rep_CRUZ,pri_rep_KASICH,pri_rep_TRUMP,gen_con_TRUMP,gen_dem_CLINTON,gen_grn_STEIN,gen_ind_JOHNSON,gen_lib_JOHNSON,gen_rep_TRUMP,gen_wep_CLINTON,gen_wor_CLINTON,dem_primary_total,general_total
"BRONX=""1/77""",40,34,0,0,0,0,0,200,2,1,1,10,0,0,74,214
"BRONX=""1/78""",168,63,0,1,0,1,0,604,3,0,1,16,0,0,231,624
"BRONX=""1/79""",135,62,1,0,1,4,0,599,3,2,0,20,0,0,197,624
"BRONX=""1/80""",52,29,0,1,3,12,0,226,8,1,1,60,0,0,81,296
"BRONX=""1/81""",168,52,0,0,0,0,0,404,6,1,0,21,0,0,220,432
"BRONX=""1/82""",50,56,0,4,12,68,0,157,5,8,2,366,0,0,106,538
"BRONX=""1/83""",202,65,0,2,1,3,0,676,11,6,2,35,0,0,267,730
"BRONX=""1/84""",129,53,0,0,0,0,0,550,4,0,1,28,0,0,182,583
"BRONX=""1/85""",163,72,0,3,3,1,0,579,4,5,0,28,0,0,235,616
"BRONX=""1/86""",186,42,0,0,0,0,0,587,4,2,0,14,0,0,228,607
"BRONX=""10/77""",168,54,0,0,0,4,0,522,0,2,1,32,0,0,222,557
"BRONX=""10/78""",115,36,0,0,0,0,0,428,5,2,0,20,0,0,151,455
"BRONX=""10/79""",178,75,0,0,1,1,0,581,6,4,0,17,0,0,253,608
"BRONX=""10/80""",71,48,0,1,2,5,0,324,6,0,0,97,0,0,119,427
"BRONX=""10/81""",27,29,0,1,0,1,0,157,4,0,0,13,0,0,56,174
"BRONX=""10/82""",133,100,0,5,4,36,0,488,7,7,3,187,0,0,233,692
"BRONX=""10/83""",267,59,0,0,1,1,0,692,1,2,0,20,0,0,326,715
"BRONX=""10/84""",145,69,0,0,2,3,0,549,5,0,0,18,0,0,214,572
"BRONX=""10/85""",100,41,0,0,0,2,0,382,1,1,1,19,0,0,141,404
"BRONX=""10/86""",79,38,1,0,0,0,0,333,2,1,0,18,0,0,117,354
"BRONX=""10/87""",185,60,0,1,1,3,0,591,5,2,0,39,0,0,245,637
"BRONX=""100/81""",84,36,0,1,1,1,0,386,9,0,1,18,0,0,120,414
"BRONX=""100/82""",175,67,0,0,0,2,0,386,7,1,1,29,0,0,242,424
"BRONX=""101/82""",165,51,0,1,1,2,0,363,1,2,0,15,0,0,216,381
"BRONX=""102/82""",153,54,1,0,1,1,0,347,5,1,0,18,0,0,207,371
"BRONX=""103/82""",141,37,0,0,1,2,0,310,2,2,1,19,0,0,178,334
"BRONX=""104/82""",191,45,0,1,1,3,0,420,3,1,2,18,0,0,236,444
"BRONX=""105/82""",161,61,1,2,2,3,0,408,5,1,0,25,0,0,222,439
"BRONX=""107/81""",10,2,0,0,0,0,0,84,0,0,0,2,0,0,12,86
"BRONX=""107/82""",31,17,0,3,2,11,0,131,1,3,0,74,0,0,48,209
"BRONX=""108/82""",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"BRONX=""109/82""",59,11,0,0,0,3,0,237,1,4,0,36,0,0,70,278
"BRONX=""11/77""",221,66,0,0,0,1,0,676,3,2,0,32,0,0,287,713
"BRONX=""11/78""",102,39,0,0,0,1,0,429,4,1,1,27,0,0,141,462
"BRONX=""11/79""",36,33,0,1,1,0,0,185,6,1,0,18,0,0,69,210
"BRONX=""11/80""",23,15,0,1,0,1,0,112,1,2,0,16,0,0,38,131
"BRONX=""11/81""",29,7,0,0,0,0,0,104,0,0,0,9,0,0,36,113
"BRONX=""11/82""",89,50,0,5,1,19,0,347,6,4,2,148,0,0,139,507
"BRONX=""11/83""",178,42,0,0,1,4,0,506,6,0,0,20,0,0,220,532
"BRONX=""11/84""",166,64,0,2,0,0,0,571,3,1,0,24,0,0,230,599
"BRONX=""11/85""",165,60,0,0,0,0,0,489,2,2,0,14,0,0,225,507
"BRONX=""11/86""",92,35,0,0,1,0,0,378,5,2,0,17,0,0,127,402
"BRONX=""11/87""",132,35,0,0,0,0,0,357,4,1,0,12,0,0,167,374
"BRONX=""117/82""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRONX=""12/77""",177,52,1,0,0,1,0,590,5,1,0,26,0,0,229,622
"BRONX=""12/78""",128,37,0,0,0,2,0,408,1,1,0,22,0,0,165,432
"BRONX=""12/79""",24,24,0,0,0,3,0,117,2,0,0,7,0,0,48,126
"BRONX=""12/80""",40,23,0,0,0,2,0,211,0,1,0,32,0,0,63,244
"BRONX=""12/81""",153,116,0,4,2,12,0,527,15,3,4,69,0,0,269,618
"BRONX=""12/82""",87,53,0,1,0,2,0,324,5,1,0,16,0,0,140,346
"BRONX=""12/84""",122,55,0,0,0,0,0,416,2,0,0,20,0,0,177,438
"BRONX=""12/85""",174,64,0,1,0,2,0,549,3,2,1,24,0,0,238,579
"BRONX=""12/86""",156,55,0,10,0,1,0,500,5,0,2,38,0,0,211,545
"BRONX=""13/77""",211,84,0,0,0,3,0,660,7,1,1,28,0,0,295,697
"BRONX=""13/78""",162,59,0,0,1,7,0,486,5,2,0,27,0,0,221,520
"BRONX=""13/79""",196,59,0,0,0,3,0,581,6,1,1,34,0,0,255,623
"BRONX=""13/80""",72,35,0,1,2,9,0,358,2,3,1,57,0,0,107,421
"BRONX=""13/81""",65,47,0,0,1,4,0,258,6,0,1,39,0,0,112,304
"BRONX=""13/82""",117,46,0,0,0,3,0,426,0,0,0,17,0,0,163,443
"BRONX=""13/83""",196,42,0,1,0,3,0,639,7,0,1,24,0,0,238,671
"BRONX=""13/84""",109,46,0,0,0,2,0,532,6,1,0,31,0,0,155,570
"BRONX=""13/85""",185,79,0,0,2,0,0,510,8,2,0,7,0,0,264,527
"BRONX=""13/86""",172,61,0,0,0,0,0,541,5,1,1,23,0,0,233,571
"BRONX=""13/87""",40,12,2,0,0,3,0,159,1,0,1,15,0,0,52,176
"BRONX=""14/77""",134,68,0,2,0,4,0,424,1,3,1,36,0,0,202,465
"BRONX=""14/78""",150,72,0,1,0,0,0,427,4,1,0,18,0,0,222,450
"BRONX=""14/79""",50,21,0,1,0,1,0,144,1,1,0,8,0,0,71,154
"BRONX=""14/80""",86,30,0,0,0,2,0,321,7,1,0,15,0,0,116,344
"BRONX=""14/81""",153,81,0,5,2,7,0,345,12,5,0,61,0,0,234,423
"BRONX=""14/82""",54,18,0,0,0,1,0,176,1,3,0,10,0,0,72,190
"BRONX=""14/83""",296,97,0,1,0,5,0,747,11,2,0,23,0,0,393,783
"BRONX=""14/84""",129,77,0,1,1,4,0,473,10,1,2,34,0,0,206,520
"BRONX=""14/85""",92,38,0,0,0,0,0,298,4,0,0,11,0,0,130,313
"BRONX=""14/86""",153,79,0,0,0,5,0,556,9,0,0,32,0,0,232,597
"BRONX=""14/87""",30,8,0,0,0,1,0,155,2,0,0,9,0,0,38,166
"BRONX=""15/77""",175,61,0,0,0,2,0,572,7,3,0,32,0,0,236,614
"BRONX=""15/78""",60,37,0,2,0,4,0,257,4,0,0,22,0,0,97,283
"BRONX=""15/79""",109,15,0,0,0,0,0,428,1,0,0,18,0,0,124,447
"BRONX=""15/80""",49,25,0,1,0,6,0,230,5,1,0,30,0,0,74,266
"BRONX=""15/81""",134,130,0,3,4,7,0,497,16,2,2,77,0,0,264,594
"BRONX=""15/82""",164,59,0,0,0,1,0,470,6,0,1,26,0,0,223,503
"BRONX=""15/83""",181,56,0,3,0,1,0,611,10,1,0,15,0,0,237,637
"BRONX=""15/84""",81,34,0,0,0,1,0,293,1,0,0,12,0,0,115,306
"BRONX=""15/85""",120,39,0,0,0,0,0,465,4,4,0,24,0,0,159,497
"BRONX=""15/86""",130,51,0,1,0,2,0,489,3,4,2,21,0,0,181,519
"BRONX=""15/87""",46,16,0,0,0,1,0,164,1,0,0,4,0,0,62,169
"BRONX=""16/77""",133,58,0,0,0,1,0,404,2,0,0,21,0,0,191,427
"BRONX=""16/78""",100,32,1,1,1,3,0,297,1,4,0,18,0,0,132,320
"BRONX=""16/79""",122,44,0,0,0,0,0,425,6,1,0,16,0,0,166,448
"BRONX=""16/80""",187,106,0,11,1,8,0,568,13,3,1,96,0,0,293,681
"BRONX=""16/82""",53,61,0,4,3,22,0,312,5,2,1,136,0,0,114,456
"BRONX=""16/83""",200,60,0,0,0,3,0,583,3,0,0,9,0,0,260,595
"BRONX=""16/84""",174,109,0,1,0,1,0,655,3,5,1,27,0,0,283,691
"BRONX=""16/85""",84,26,0,0,0,0,0,273,2,2,0,4,0,0,110,281
"BRONX=""16/86""",203,67,0,1,0,3,0,602,7,4,0,24,0,0,270,637
"BRONX=""16/87""",36,12,0,0,0,0,0,131,0,0,0,12,0,0,48,143
"BRONX=""17/77""",60,11,0,0,0,1,0,195,1,0,1,7,0,0,71,204
"BRONX=""17/78""",58,25,0,0,3,2,0,252,0,0,0,8,0,0,83,260
"BRONX=""17/79""",140,58,0,0,0,1,0,476,2,2,1,27,0,0,198,508
"BRONX=""17/80""",120,77,0,0,0,1,0,482,10,1,2,32,0,0,197,527
"BRONX=""17/81""",172,42,0,1,0,1,0,582,6,1,0,23,0,0,214,612
"BRONX=""17/82""",65,79,0,3,6,30,0,365,10,6,2,223,0,0,144,606
"BRONX=""17/83""",157,51,0,0,0,0,0,500,0,2,0,9,0,0,208,511
"BRONX=""17/84""",64,39,0,0,0,2,0,189,2,2,0,8,0,0,103,201
"BRONX=""17/85""",122,37,0,0,0,2,0,421,3,0,0,8,0,0,159,432
"BRONX=""17/86""",166,52,0,2,0,4,0,486,5,3,0,27,0,0,218,521
"BRONX=""17/87""",31,15,0,0,0,0,0,165,2,2,0,19,0,0,46,188
"BRONX=""18/77""",115,46,0,0,0,1,0,493,2,0,0,20,0,0,161,515
"BRONX=""18/78""",123,57,0,0,0,1,0,450,0,3,0,17,0,0,180,470
"BRONX=""18/79""",89,42,0,1,0,2,0,399,3,2,0,13,0,0,131,417
"BRONX=""18/80""",38,33,0,6,2,25,0,222,4,2,0,135,0,0,71,363
"BRONX=""18/81""",86,37,0,0,0,2,0,561,5,1,0,31,0,0,123,598
"BRONX=""18/82""",61,36,0,2,1,8,0,246,2,0,0,67,0,0,97,315
"BRONX=""18/83""",174,50,0,0,0,0,0,495,6,2,0,11,0,0,224,514
"BRONX=""18/84""",19,15,0,0,0,1,0,129,2,1,0,6,0,0,34,138
"BRONX=""18/85""",11,4,0,0,0,0,0,20,2,0,0,9,0,0,15,31
"BRONX=""18/86""",132,63,0,0,0,1,0,510,8,4,0,27,0,0,195,549
"BRONX=""18/87""",78,42,0,2,0,3,0,405,4,1,1,33,0,0,120,444
"BRONX=""19/77""",136,54,0,0,0,1,0,498,6,4,0,23,0,0,190,531
"BRONX=""19/78""",77,32,0,1,0,4,0,442,2,1,0,33,0,0,109,478
"BRONX=""19/79""",116,37,0,2,1,0,0,302,1,0,0,18,0,0,153,321
"BRONX=""19/80""",26,26,0,1,6,19,0,129,0,6,1,114,0,0,52,250
"BRONX=""19/81""",119,43,0,0,2,1,0,345,2,4,1,18,0,0,162,370
"BRONX=""19/82""",36,37,1,7,5,20,0,206,2,2,1,118,0,0,73,329
"BRONX=""19/83""",167,30,0,0,1,0,0,394,4,1,0,14,0,0,197,413
"BRONX=""19/84""",203,48,1,1,0,1,0,501,1,0,0,21,0,0,251,523
"BRONX=""19/85""",254,107,1,0,1,1,0,587,5,1,0,8,0,0,361,601
"BRONX=""19/86""",120,53,0,2,0,0,0,445,8,4,0,30,0,0,173,487
"BRONX=""19/87""",79,35,0,1,0,2,0,425,2,1,0,39,0,0,114,467
"BRONX=""2/77""",52,17,0,0,0,0,0,219,2,1,0,11,0,0,69,233
"BRONX=""2/78""",209,80,0,0,0,0,0,617,6,2,0,20,0,0,289,645
"BRONX=""2/79""",144,58,1,0,3,1,0,426,3,1,0,18,0,0,202,448
"BRONX=""2/80""",46,82,0,3,4,4,0,253,4,4,4,18,0,0,128,283
"BRONX=""2/81""",130,59,0,1,1,4,0,487,2,3,0,57,0,0,189,549
"BRONX=""2/82""",65,51,0,4,7,51,0,238,2,2,1,318,0,0,116,561
"BRONX=""2/84""",155,65,0,1,1,6,0,528,1,3,0,22,0,0,220,554
"BRONX=""2/85""",148,57,0,0,0,4,0,427,5,6,1,38,0,0,205,477
"BRONX=""2/86""",132,54,0,2,0,1,0,524,5,4,1,21,0,0,186,555
"BRONX=""2/87""",103,40,0,0,0,1,0,393,4,4,1,14,0,0,143,416
"BRONX=""20/77""",158,39,1,1,0,1,0,447,4,1,0,28,0,0,197,480
"BRONX=""20/78""",130,57,0,1,1,2,0,433,9,1,0,30,0,0,187,473
"BRONX=""20/79""",96,27,0,0,0,0,0,351,4,0,0,15,0,0,123,370
"BRONX=""20/80""",77,65,1,1,1,16,0,332,11,4,3,99,0,0,142,449
"BRONX=""20/81""",177,64,0,11,2,7,0,577,7,5,2,56,0,0,241,647
"BRONX=""20/82""",43,49,0,1,3,35,0,199,5,6,2,166,0,0,92,378
"BRONX=""20/83""",116,29,0,1,2,2,0,392,3,0,0,6,0,0,145,401
"BRONX=""20/84""",84,81,1,0,0,1,0,449,7,5,0,15,0,0,165,476
"BRONX=""20/85""",203,63,0,0,0,1,0,512,4,5,0,18,0,0,266,539
"BRONX=""20/86""",196,108,0,0,1,9,0,600,9,5,0,35,0,0,304,649
"BRONX=""20/87""",84,59,0,4,1,6,0,421,7,5,0,48,0,0,143,481
"BRONX=""21/77""",126,58,0,0,2,2,0,478,6,0,1,26,0,0,184,511
"BRONX=""21/78""",86,49,0,3,0,4,0,320,4,1,0,21,0,0,135,346
"BRONX=""21/79""",60,28,0,0,1,0,0,294,3,1,0,19,0,0,88,317
"BRONX=""21/80""",142,74,1,0,0,12,0,538,13,9,2,64,0,0,216,626
"BRONX=""21/81""",138,45,1,2,1,2,0,491,1,0,1,34,0,0,183,527
"BRONX=""21/82""",43,38,0,3,3,11,0,207,1,3,0,91,0,0,81,302
"BRONX=""21/83""",162,44,0,1,0,4,0,446,2,0,0,12,0,0,206,460
"BRONX=""21/84""",21,14,0,1,0,0,0,75,4,0,0,0,0,0,35,79
"BRONX=""21/85""",184,65,0,1,0,1,0,521,2,1,1,14,0,0,249,539
"BRONX=""21/86""",21,11,0,0,0,0,0,65,0,0,0,2,0,0,32,67
"BRONX=""21/87""",43,14,0,2,0,0,0,85,2,0,0,2,0,0,57,89
"BRONX=""22/77""",198,49,0,0,0,3,0,520,0,2,0,29,0,0,247,551
"BRONX=""22/78""",103,46,0,0,0,2,0,333,6,2,0,14,0,0,149,355
"BRONX=""22/79""",59,21,0,0,0,0,0,268,2,0,0,10,0,0,80,280
"BRONX=""22/80""",93,48,0,1,2,5,0,341,10,3,0,33,0,0,141,387
"BRONX=""22/81""",99,35,0,1,0,1,0,431,9,0,1,15,0,0,134,456
"BRONX=""22/82""",93,53,0,1,4,30,0,352,6,4,0,158,0,0,146,520
"BRONX=""22/83""",126,72,0,1,4,0,0,407,4,3,1,20,0,0,198,435
"BRONX=""22/84""",64,27,0,1,1,1,0,112,0,0,1,12,0,0,91,125
"BRONX=""22/85""",97,37,0,2,0,1,0,390,1,1,0,18,0,0,134,410
"BRONX=""22/86""",149,62,0,0,0,2,0,485,11,1,1,19,0,0,211,517
"BRONX=""22/87""",94,27,0,0,1,2,0,266,1,0,0,15,0,0,121,282
"BRONX=""23/77""",259,88,0,2,1,2,0,713,2,2,0,29,0,0,347,746
"BRONX=""23/78""",166,83,2,1,1,5,0,604,5,2,1,32,0,0,249,644
"BRONX=""23/79""",94,39,1,2,0,0,0,373,6,0,1,18,0,0,133,398
"BRONX=""23/80""",136,103,0,0,3,10,0,490,14,4,2,115,0,0,239,625
"BRONX=""23/81""",201,66,0,2,0,7,0,575,3,1,0,32,0,0,267,611
"BRONX=""23/82""",93,48,1,0,0,8,0,408,9,4,0,51,0,0,141,472
"BRONX=""23/83""",124,48,1,0,1,0,0,403,6,1,1,14,0,0,172,425
"BRONX=""23/84""",169,60,0,0,0,1,0,500,2,3,0,17,0,0,229,522
"BRONX=""23/85""",105,36,0,0,0,0,0,314,0,0,0,6,0,0,141,320
"BRONX=""23/86""",122,56,0,0,0,1,0,360,11,1,0,19,0,0,178,391
"BRONX=""23/87""",146,76,0,0,2,2,0,511,5,5,0,44,0,0,222,565
"BRONX=""24/77""",204,62,0,2,0,1,0,550,5,2,0,23,0,0,266,580
"BRONX=""24/78""",185,85,0,0,0,6,0,631,7,1,0,46,0,0,270,685
"BRONX=""24/79""",127,51,0,0,0,2,0,441,2,0,1,24,0,0,178,468
"BRONX=""24/80""",206,110,0,2,2,10,0,680,14,3,4,64,0,0,316,765
"BRONX=""24/81""",115,40,0,0,1,2,0,369,5,0,0,27,0,0,155,401
"BRONX=""24/82""",69,51,1,6,3,18,0,370,9,5,0,137,0,0,120,521
"BRONX=""24/83""",81,20,0,0,0,1,0,226,5,1,1,7,0,0,101,240
"BRONX=""24/84""",116,56,0,1,0,3,0,422,7,3,0,26,0,0,172,458
"BRONX=""24/85""",215,64,0,0,1,1,0,544,4,6,0,19,0,0,279,573
"BRONX=""24/86""",158,62,0,0,1,2,0,553,4,1,1,32,0,0,220,591
"BRONX=""24/87""",62,33,0,1,1,5,0,243,4,2,1,21,0,0,95,271
"BRONX=""25/77""",231,74,0,0,0,0,0,628,7,1,0,22,0,0,305,658
"BRONX=""25/78""",95,40,0,3,0,2,0,441,1,2,1,36,0,0,135,481
"BRONX=""25/79""",121,54,0,0,0,0,0,455,4,3,1,19,0,0,175,482
"BRONX=""25/80""",109,68,1,1,1,5,0,465,10,3,1,60,0,0,177,539
"BRONX=""25/81""",37,50,0,5,6,21,0,172,4,4,2,134,0,0,87,316
"BRONX=""25/82""",54,65,1,3,6,21,0,324,8,5,1,157,0,0,119,495
"BRONX=""25/83""",127,40,0,0,0,2,0,378,3,0,0,10,0,0,167,391
"BRONX=""25/84""",125,80,0,0,1,4,0,530,13,0,0,22,0,0,205,565
"BRONX=""25/85""",196,82,0,0,2,4,0,595,8,4,1,17,0,0,278,625
"BRONX=""25/86""",121,49,0,0,0,4,0,439,6,1,0,15,0,0,170,461
"BRONX=""25/87""",35,27,0,0,0,0,0,206,2,0,0,8,0,0,62,216
"BRONX=""26/77""",83,21,0,0,1,3,0,207,1,0,0,12,0,0,104,220
"BRONX=""26/78""",142,67,0,0,0,0,0,534,8,2,0,18,0,0,209,562
"BRONX=""26/79""",116,48,0,3,0,0,0,391,1,1,0,18,0,0,164,411
"BRONX=""26/80""",89,75,1,1,0,4,0,337,7,4,2,52,0,0,164,402
"BRONX=""26/81""",36,43,0,3,1,16,0,182,6,6,4,97,0,0,79,295
"BRONX=""26/83""",84,22,0,1,1,2,0,270,4,0,0,15,0,0,106,289
"BRONX=""26/84""",69,17,0,0,0,0,0,207,1,0,0,7,0,0,86,215
"BRONX=""26/85""",133,54,0,0,0,1,0,419,5,3,0,22,0,0,187,449
"BRONX=""26/86""",131,43,0,0,0,1,0,415,2,1,0,23,0,0,174,441
"BRONX=""26/87""",115,70,0,1,0,4,0,499,1,1,0,41,0,0,185,542
"BRONX=""27/77""",173,64,0,0,0,0,0,608,6,1,0,20,0,0,237,635
"BRONX=""27/78""",136,60,0,0,0,0,0,500,1,2,1,24,0,0,196,528
"BRONX=""27/79""",197,49,0,0,0,1,0,548,1,1,0,24,0,0,246,574
"BRONX=""27/80""",59,44,0,2,2,14,0,200,2,3,1,89,0,0,103,295
"BRONX=""27/81""",36,45,0,5,7,27,0,158,7,2,1,153,0,0,81,321
"BRONX=""27/82""",47,40,1,0,1,4,0,272,4,1,0,31,0,0,87,308
"BRONX=""27/83""",177,55,1,3,2,7,0,547,4,2,0,31,0,0,232,584
"BRONX=""27/84""",63,31,0,0,0,2,0,283,2,1,0,6,0,0,94,292
"BRONX=""27/85""",64,35,0,1,0,2,0,241,1,1,1,23,0,0,99,267
"BRONX=""27/86""",110,33,1,0,0,0,0,396,5,2,0,25,0,0,143,428
"BRONX=""27/87""",68,48,0,1,0,3,0,289,5,2,0,23,0,0,116,319
"BRONX=""28/77""",173,76,1,4,3,7,0,594,4,3,0,22,0,0,249,623
"BRONX=""28/78""",95,35,0,2,1,4,0,360,5,1,3,31,0,0,130,400
"BRONX=""28/79""",179,69,0,0,0,3,0,696,6,1,2,39,0,0,248,744
"BRONX=""28/80""",62,57,0,2,4,18,0,284,10,3,3,119,0,0,119,419
"BRONX=""28/81""",46,55,0,5,8,26,0,199,9,6,3,149,0,0,101,366
"BRONX=""28/82""",99,60,0,3,0,4,0,521,6,3,1,61,0,0,159,592
"BRONX=""28/83""",245,73,0,0,2,0,0,632,7,4,0,24,0,0,318,667
"BRONX=""28/84""",176,91,1,0,0,2,0,613,3,1,0,28,0,0,267,645
"BRONX=""28/85""",18,4,0,0,0,0,0,57,0,0,0,1,0,0,22,58
"BRONX=""28/86""",131,40,0,0,0,0,0,445,7,1,1,23,0,0,171,477
"BRONX=""28/87""",145,70,1,3,0,2,0,502,5,3,1,35,0,0,215,546
"BRONX=""29/77""",49,13,0,0,0,3,0,164,2,0,0,14,0,0,62,180
"BRONX=""29/78""",121,57,0,2,0,1,0,509,2,2,1,24,0,0,178,538
"BRONX=""29/80""",14,25,0,3,2,15,0,102,5,2,0,54,0,0,39,163
"BRONX=""29/81""",31,46,0,3,5,16,0,140,5,5,1,126,0,0,77,277
"BRONX=""29/82""",20,12,0,0,1,2,0,126,3,0,1,25,0,0,32,155
"BRONX=""29/83""",127,47,0,0,0,1,0,363,1,0,0,18,0,0,174,382
"BRONX=""29/84""",109,38,0,1,0,0,0,364,4,3,0,11,0,0,147,382
"BRONX=""29/85""",88,33,0,0,0,0,0,336,2,1,0,11,0,0,121,350
"BRONX=""29/86""",146,49,0,0,0,3,0,476,3,1,0,21,0,0,195,501
"BRONX=""29/87""",72,53,0,1,1,0,0,312,11,0,0,39,0,0,125,362
"BRONX=""3/77""",141,31,0,1,1,0,0,378,1,0,0,10,0,0,172,389
"BRONX=""3/78""",71,35,0,2,0,5,0,257,6,2,0,33,0,0,106,298
"BRONX=""3/79""",150,57,0,0,0,0,0,464,5,3,0,15,0,0,207,487
"BRONX=""3/80""",31,43,0,6,18,78,0,124,2,6,1,276,0,0,74,409
"BRONX=""3/81""",50,25,1,0,0,1,0,166,1,0,0,14,0,0,75,181
"BRONX=""3/82""",27,40,1,3,5,36,0,112,4,2,2,213,0,0,67,333
"BRONX=""3/83""",124,39,0,0,1,3,0,361,3,0,0,14,0,0,163,378
"BRONX=""3/84""",181,49,0,0,0,2,0,523,3,2,0,27,0,0,230,555
"BRONX=""3/85""",174,75,1,5,2,9,0,560,7,3,0,60,0,0,249,630
"BRONX=""3/86""",110,25,0,0,0,1,0,366,2,1,0,22,0,0,135,391
"BRONX=""3/87""",78,29,0,0,0,0,0,210,5,2,1,9,0,0,107,227
"BRONX=""30/77""",114,31,0,0,0,1,0,290,5,1,0,11,0,0,145,307
"BRONX=""30/78""",128,67,0,4,1,8,0,569,8,2,2,70,0,0,195,651
"BRONX=""30/79""",122,49,0,0,0,0,0,370,5,2,0,23,0,0,171,400
"BRONX=""30/80""",71,62,0,2,1,28,0,262,11,4,3,220,0,0,133,500
"BRONX=""30/81""",51,68,0,4,13,30,0,199,7,4,6,181,0,0,119,397
"BRONX=""30/82""",93,67,1,5,1,12,0,438,2,4,1,64,0,0,160,509
"BRONX=""30/83""",148,31,0,1,0,2,0,442,6,0,0,26,0,0,179,474
"BRONX=""30/84""",89,38,0,0,0,0,0,295,5,0,0,10,0,0,127,310
"BRONX=""30/85""",132,56,1,1,0,0,0,434,3,1,3,16,0,0,188,457
"BRONX=""30/86""",89,47,1,1,1,2,0,363,11,2,0,31,0,0,136,407
"BRONX=""30/87""",43,23,0,1,0,0,0,161,2,0,0,12,0,0,66,175
"BRONX=""31/77""",20,6,0,0,0,0,0,72,0,0,0,3,0,0,26,75
"BRONX=""31/78""",130,66,0,1,0,3,0,484,10,1,1,45,0,0,196,541
"BRONX=""31/79""",121,51,0,0,0,0,0,445,5,1,0,7,0,0,172,458
"BRONX=""31/80""",98,72,0,3,10,42,0,401,5,7,1,239,0,0,170,653
"BRONX=""31/81""",34,49,0,2,4,23,0,167,4,3,2,159,0,0,83,335
"BRONX=""31/82""",173,78,0,0,1,13,0,716,3,5,1,75,0,0,251,800
"BRONX=""31/83""",223,45,0,0,0,2,0,484,4,0,0,13,0,0,268,501
"BRONX=""31/84""",91,27,0,0,0,1,0,266,2,1,0,8,0,0,118,277
"BRONX=""31/85""",140,56,0,0,0,0,0,514,7,3,1,14,0,0,196,539
"BRONX=""31/86""",98,34,0,0,0,1,0,399,2,5,0,24,0,0,132,430
"BRONX=""31/87""",82,26,0,2,0,0,0,313,4,1,0,18,0,0,108,336
"BRONX=""32/78""",89,54,0,1,1,8,0,395,8,4,2,55,0,0,143,464
"BRONX=""32/79""",90,40,0,1,1,1,0,370,5,1,1,17,0,0,130,394
"BRONX=""32/80""",53,37,0,4,2,24,0,174,6,3,0,143,0,0,90,326
"BRONX=""32/81""",34,45,1,6,11,24,0,157,2,3,2,149,0,0,79,313
"BRONX=""32/82""",65,57,0,5,2,30,0,330,9,5,0,188,0,0,122,532
"BRONX=""32/83""",154,43,0,0,1,0,0,539,3,0,2,17,0,0,197,561
"BRONX=""32/84""",66,23,0,0,0,1,0,248,0,0,0,4,0,0,89,252
"BRONX=""32/85""",159,60,0,1,1,5,0,556,8,1,1,47,0,0,219,613
"BRONX=""32/86""",178,42,0,0,0,0,0,489,3,3,0,18,0,0,220,513
"BRONX=""32/87""",151,39,0,2,0,5,0,509,4,2,0,38,0,0,190,553
"BRONX=""33/77""",60,23,0,1,0,0,0,356,3,1,1,17,0,0,83,378
"BRONX=""33/78""",128,128,0,2,8,10,0,658,21,3,3,77,0,0,256,762
"BRONX=""33/79""",106,33,0,0,0,0,0,355,3,1,0,12,0,0,139,371
"BRONX=""33/80""",39,31,0,1,0,14,0,148,4,6,3,124,0,0,70,285
"BRONX=""33/81""",148,96,0,5,3,8,0,397,12,6,3,72,0,0,244,490
"BRONX=""33/82""",48,50,1,2,3,38,0,268,5,4,3,168,0,0,98,448
"BRONX=""33/83""",202,65,0,1,0,0,0,466,5,1,0,19,0,0,267,491
"BRONX=""33/84""",108,41,0,1,1,0,0,377,3,1,0,23,0,0,149,404
"BRONX=""33/85""",153,70,0,2,1,1,0,460,7,4,0,31,0,0,223,502
"BRONX=""33/86""",186,63,0,0,0,2,0,495,6,3,1,19,0,0,249,524
"BRONX=""33/87""",162,62,1,0,0,2,0,547,7,1,0,31,0,0,224,586
"BRONX=""34/77""",163,57,0,2,0,3,0,604,6,0,0,35,0,0,220,645
"BRONX=""34/78""",102,52,0,1,1,2,0,393,9,3,0,30,0,0,154,435
"BRONX=""34/79""",103,60,0,0,0,2,0,404,5,0,0,21,0,0,163,430
"BRONX=""34/80""",60,46,0,4,4,22,0,275,6,1,0,119,0,0,106,401
"BRONX=""34/81""",134,84,0,0,0,5,0,383,12,3,0,66,0,0,218,464
"BRONX=""34/82""",41,43,0,1,5,16,0,240,5,7,0,134,0,0,84,386
"BRONX=""34/83""",182,50,0,2,2,4,0,540,4,0,0,14,0,0,232,558
"BRONX=""34/84""",239,79,0,0,1,1,0,610,4,0,0,28,0,0,318,642
"BRONX=""34/85""",83,28,0,0,0,0,0,402,3,0,0,18,0,0,111,423
"BRONX=""34/86""",172,59,1,0,0,1,0,601,3,1,0,21,0,0,231,626
"BRONX=""34/87""",163,56,0,0,1,3,0,478,3,1,0,51,0,0,219,533
"BRONX=""35/77""",151,68,0,0,0,3,0,584,4,1,0,19,0,0,219,608
"BRONX=""35/78""",40,16,0,0,0,5,0,139,3,0,0,26,0,0,56,168
