precinct,pri_dem_CLINTON,pri_dem_O'MAILEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_ind_CASTLE,gen_ind_FOX,gen_ind_FUENTE,gen_ind_HOEFLING,gen_ind_JOHNSON,gen_ind_KENNEDY,gen_ind_KOTLIKOFF,gen_ind_MCMULLIN,gen_ind_SCHOENKE,gen_ind_SMITH,gen_ind_STEIN,gen_rep_TRUMP,gen_unk_LIMBAUGH,dem_primary_total,general_total
KNOX17 CHRISTENBERRY,93,1,189,3,25,1,47,3,0,0,1,9,1,2,56,0,83,512,0,0,3,0,26,2,0,7,0,2,29,356,0,283,937
KNOX18 LINCOLN PARK,71,1,139,2,18,1,26,0,0,0,0,2,0,0,36,0,74,485,0,0,1,0,32,1,0,5,0,4,23,292,0,211,843
KNOX20 BEAUMONT,41,0,19,0,0,0,7,0,0,0,0,1,0,0,8,1,25,167,0,0,1,0,6,5,0,1,0,1,5,104,0,60,290
KNOX23 WESTVIEW,52,0,55,1,15,0,26,0,0,0,1,5,0,0,21,0,71,215,1,0,3,0,13,1,0,2,0,3,10,300,0,107,548
KNOX24Q SEQUOYAH HILLS,307,1,195,34,40,5,92,2,0,1,1,222,2,5,415,2,197,1125,2,0,4,0,107,1,0,23,0,13,20,881,0,503,2176
KNOX25 SOUTH KNOX CC,170,2,256,13,43,1,88,0,1,1,3,32,0,1,140,2,194,988,0,0,5,0,108,8,0,16,0,13,31,953,0,428,2122
KNOX26 DOGWOOD,149,1,373,9,35,1,79,0,1,1,3,33,1,0,138,0,179,1116,3,0,5,0,103,1,0,13,0,13,46,767,0,523,2067
KNOX27 SOUTH KNOX,91,0,158,8,36,0,85,0,0,0,1,21,0,5,78,0,160,441,1,0,3,0,61,3,0,6,0,3,18,633,0,249,1169
KNOX29 ANDERSON,95,2,122,7,34,2,94,0,1,0,4,19,0,5,86,2,165,466,1,0,2,0,66,1,0,7,0,7,27,712,0,219,1289
KNOX30 SARAH MOORE GREENE,254,2,75,2,16,0,18,0,0,0,0,2,0,0,21,0,37,693,0,0,2,0,20,0,0,3,0,1,10,192,0,331,921
KNOX31 CHILHOWEE,219,0,134,1,25,0,69,0,0,0,0,32,1,2,103,0,114,615,0,0,0,0,41,2,0,6,0,5,14,408,0,353,1091
KNOX32 SPRING HILL,168,2,106,5,20,1,100,0,0,2,3,17,1,0,57,0,129,524,2,0,4,0,32,0,0,7,0,10,10,525,0,276,1114
KNOX33 RICHARD YOAKLEY,143,1,140,5,38,1,99,0,0,0,4,18,0,3,86,1,175,583,0,0,6,0,57,2,0,15,0,7,21,728,0,284,1419
KNOX34 FOUNTAIN CITY LIBRARY,100,0,126,2,24,2,67,0,0,0,2,32,0,4,97,0,98,445,0,0,3,0,51,1,0,2,0,2,10,465,0,226,979
KNOX35 SHANNONDALE,119,1,163,10,53,2,97,0,0,0,2,51,0,1,147,0,202,552,0,0,1,0,57,4,0,7,0,2,13,765,0,283,1401
KNOX36 GRESHAM,162,1,179,8,50,1,153,2,0,2,2,44,0,3,152,1,219,731,0,0,7,0,86,0,1,13,0,10,16,953,0,342,1817
KNOX37 INSKIP ELEMENTARY,292,2,341,33,72,3,251,1,1,1,3,71,0,4,248,2,378,1403,2,0,13,0,158,5,1,17,0,21,56,1847,1,635,3524
KNOX39 INSKIP REC CENTER,81,3,72,7,29,1,78,0,0,0,3,9,0,0,59,0,134,344,1,0,3,0,47,4,0,5,0,6,11,553,0,156,974
KNOX40 NORWOOD,137,0,128,7,53,1,142,0,0,2,4,33,0,2,125,0,204,575,2,0,4,0,64,3,0,13,0,13,12,863,0,265,1549
KNOX41 NORWOOD,89,0,83,7,15,1,64,0,0,0,3,13,0,2,69,1,147,447,0,0,4,0,51,1,0,3,0,11,14,622,0,172,1153
KNOX42 PLEASANT RIDGE,106,4,115,7,49,0,100,1,0,0,3,15,0,1,114,0,163,487,0,0,3,0,79,1,0,8,0,4,15,709,0,225,1306
KNOX43 WEST HAVEN,129,2,115,4,45,2,97,1,0,0,3,25,0,0,121,0,140,557,2,0,2,0,74,1,1,11,0,7,15,695,0,246,1365
KNOX44 RIDGEDALE,182,0,173,5,65,2,162,3,0,1,0,34,0,4,155,0,267,861,1,0,1,0,122,5,0,13,0,13,24,1145,0,355,2185
KNOX45 BEARDEN MIDDLE,249,4,240,7,94,4,251,0,0,1,4,80,0,2,297,0,365,1338,5,0,12,0,166,4,0,32,0,19,36,2001,0,493,3613
KNOX46 1ST NAZARENE,260,5,209,26,74,1,163,4,0,1,3,108,0,1,299,0,274,1180,6,0,9,0,135,2,0,26,0,12,30,1357,0,474,2757
KNOX47 BEARDEN HIGH,359,2,448,41,85,4,200,4,1,0,3,170,1,4,453,1,361,1907,1,0,10,1,226,12,0,42,0,21,51,1741,0,809,4012
KNOX48 POND GAP,110,0,145,1,21,1,59,1,0,0,0,39,0,1,93,0,86,518,2,0,1,0,67,2,1,9,0,8,21,414,0,255,1043
KNOX49 BEARDEN ELEMENTARY,174,1,200,14,16,2,46,0,1,0,0,65,0,1,135,0,79,770,0,0,6,0,71,3,0,11,0,2,21,358,0,375,1242
KNOX50N WEST HIGH,19,0,53,2,4,0,19,0,0,0,0,8,0,0,25,0,21,176,0,0,0,0,23,2,0,1,0,2,4,108,0,72,316
KNOX50S WEST HIGH,50,0,70,2,3,0,17,0,0,0,0,5,0,0,14,3,41,286,1,0,2,0,18,2,0,4,0,6,13,175,0,120,507
KNOX51 DEANE HILL REC CTR,156,0,98,41,54,0,127,3,0,0,1,191,2,5,461,0,254,749,1,0,2,0,100,2,1,21,0,7,17,1173,0,254,2073
KNOX55 LONAS,172,2,173,10,89,1,215,1,0,0,2,80,0,9,243,1,232,922,2,0,5,0,124,3,0,22,0,24,25,1390,0,347,2517
KNOX56 HEISKELL,53,2,47,5,31,0,142,1,0,0,3,18,0,0,88,0,188,210,0,0,1,0,35,0,0,7,0,5,4,899,0,102,1161
KNOX57 HILLS,14,0,15,2,9,1,69,0,0,0,0,5,0,0,28,0,65,62,0,0,1,0,10,0,0,0,0,1,2,326,0,29,402
KNOX58N PEDIGO,8,0,8,2,9,0,41,0,0,0,1,4,0,0,16,0,71,43,0,0,1,0,6,0,0,0,0,1,1,249,0,16,301
KNOX58S PEDIGO,71,0,45,9,67,1,224,0,0,1,2,39,0,2,284,0,322,339,5,0,3,0,61,0,0,18,0,8,4,1626,0,116,2064
KNOX59 BRICKEY,164,3,139,18,123,10,410,1,0,1,6,101,0,4,412,0,619,821,4,0,7,0,131,4,0,18,0,29,24,2917,0,306,3955
KNOX60 FORT SUMTER,66,1,51,2,52,2,129,1,0,1,0,20,0,3,147,0,278,276,0,0,1,0,29,3,0,7,0,6,3,1215,0,118,1540
KNOX61 HALLS,272,1,234,41,174,6,620,3,4,1,2,91,2,7,552,2,1035,1253,3,0,4,2,157,6,0,21,0,26,36,4646,0,507,6154
KNOX62 HARDIN VALLEY,100,0,130,14,89,0,191,1,0,1,3,68,0,2,289,1,289,534,3,0,4,0,105,3,0,19,0,7,11,1575,0,230,2261
KNOX63 KARNS,209,1,188,23,160,1,400,2,0,2,5,104,1,8,448,0,607,970,3,0,7,1,165,4,0,23,0,33,24,3057,0,398,4287
KNOX63N KARNS NORTH,95,2,89,16,78,0,246,0,0,0,3,43,0,5,255,0,329,470,2,0,0,0,56,1,0,19,0,11,12,1573,0,186,2144
KNOX64 SOLWAY,179,4,131,16,96,3,273,1,1,1,3,95,1,3,354,1,394,902,2,0,5,0,133,4,0,23,0,10,27,2130,0,314,3236
KNOX65N CONCORD NORTH,110,1,94,10,40,1,148,0,0,0,0,38,0,0,193,0,161,568,1,0,3,0,100,0,0,12,0,24,9,1076,0,205,1793
KNOX66N FARRAGUT I,344,0,281,59,160,4,521,2,4,0,3,306,2,4,888,1,685,1959,3,0,13,0,258,7,0,41,0,40,34,4216,0,625,6571
KNOX66S FARRAGUT II,360,1,207,36,120,6,500,3,0,1,3,221,1,3,626,0,664,1764,5,0,11,0,262,6,0,35,0,31,28,3775,0,568,5917
KNOX67 NORTH CEDAR BLUFF,336,5,288,26,128,3,319,3,2,0,5,155,0,4,416,3,411,1522,4,0,9,0,234,8,1,33,0,18,39,2227,0,629,4095
KNOX68 SOUTH CEDAR BLUFF,213,3,186,27,83,2,179,0,0,1,1,98,2,3,348,2,288,1152,0,0,6,0,139,2,0,22,0,19,16,1702,0,402,3058
KNOX68E EAST CEDAR BLUFF,95,0,135,7,23,2,59,2,0,1,1,25,0,1,106,0,95,577,0,0,1,0,74,4,0,7,0,12,19,554,1,230,1249
KNOX71 ROCKY HILL,317,1,237,50,114,2,258,0,0,0,3,296,1,7,746,1,507,1561,3,0,12,0,214,8,1,35,0,20,36,2525,0,555,4415
KNOX72 DANTE,131,0,124,15,90,1,324,1,0,1,3,48,0,3,313,3,358,741,5,0,7,0,99,7,0,18,0,12,17,2098,0,255,3004
KNOX73 POWELL,223,2,219,28,145,2,457,7,0,0,5,88,0,6,485,0,710,1005,5,0,5,0,187,4,0,30,0,38,29,3406,0,444,4709
KNOX74 SHANNONDALE,151,0,98,19,74,5,181,2,2,0,4,97,1,0,332,0,326,698,0,0,1,0,88,3,0,16,0,10,10,1474,0,249,2300
KNOX76 SUNNYVIEW,66,0,61,2,29,1,121,0,1,0,3,20,0,3,129,1,211,301,2,0,1,1,38,2,0,7,0,4,4,897,0,127,1257
KNOX77 RAMSEY,61,1,25,6,12,0,36,1,0,0,0,13,0,0,72,0,132,191,0,0,0,0,18,1,0,2,0,1,4,442,0,87,659
KNOX78 RIVERDALE,26,0,19,4,23,0,68,0,0,0,2,8,0,4,39,0,107,97,0,0,4,0,15,1,0,3,0,3,5,445,0,45,573
KNOX79 DORA KENNEDY,43,1,44,5,25,0,89,1,0,0,2,12,0,3,60,0,162,175,0,0,3,0,31,1,0,3,0,2,7,651,0,88,873
KNOX80 CORRYTON,45,3,41,4,37,0,154,0,0,0,2,25,0,2,77,0,183,199,0,0,2,0,18,2,0,1,0,4,3,849,0,89,1078
KNOX81 GIBBS,126,2,134,14,173,2,413,0,1,1,5,56,1,4,374,2,724,631,7,0,6,0,110,5,0,13,0,15,21,3327,1,262,4136
KNOX82 ELLISTOWN,110,1,47,6,40,2,98,1,1,0,1,14,0,2,79,1,190,410,0,0,5,0,45,1,0,7,0,6,6,811,0,158,1291
KNOX84 RITTA,178,0,103,26,92,3,275,2,0,0,2,55,0,4,291,1,338,739,2,0,9,0,99,0,1,18,0,16,12,1957,0,281,2853
KNOX85 SKAGGSTON,63,2,41,5,35,1,139,1,0,0,2,14,0,3,100,0,227,263,1,0,3,0,25,2,0,4,0,4,6,1026,0,106,1334
KNOX86 CARTER,66,3,46,15,39,1,139,1,0,0,4,24,1,3,149,0,273,242,0,0,5,0,41,4,0,11,0,1,6,1074,0,115,1384
KNOX87 THORNGROVE,43,0,38,12,36,2,106,0,0,0,3,12,0,1,73,1,220,158,0,0,0,0,17,2,0,3,0,5,5,794,0,81,984
KNOX89 MT. OLIVE,202,0,189,25,82,4,194,3,0,1,2,107,1,4,343,2,309,912,0,0,6,0,110,3,0,13,0,14,28,1502,0,391,2588
KNOX92 GAP CREEK,14,0,24,0,35,0,85,1,0,1,1,15,0,1,116,0,116,111,0,0,1,0,35,0,0,22,0,6,3,547,0,38,725
KNOX93 HOPEWELL,87,1,80,10,68,3,200,2,0,0,0,28,1,4,164,0,272,389,3,0,2,0,60,4,0,7,0,14,8,1249,0,168,1736
LAKE1 TIPTONVILLE SR CITIZENS,1,0,1,0,5,0,9,0,0,0,0,0,0,0,2,0,25,21,0,0,0,0,0,0,0,0,0,1,0,108,0,2,130
LAKE2 COURTHOUSE,116,1,30,0,22,0,50,1,0,0,1,6,0,0,33,1,157,340,0,0,1,0,13,0,0,0,0,2,3,594,0,147,953
LAKE3 LAKE CO MIDDLE,69,1,16,1,18,0,66,0,0,0,0,1,1,0,37,0,144,216,0,0,4,0,5,1,0,0,0,3,3,655,0,86,887
LAUDERDALEARP 6,38,0,13,1,9,0,56,0,0,0,1,1,0,0,19,0,95,104,0,0,3,0,8,3,0,0,0,1,0,367,0,51,486
LAUDERDALECENTRAL 6,40,1,20,0,25,0,75,0,0,0,2,3,0,0,18,0,149,136,0,0,0,0,10,0,0,0,0,2,1,561,0,61,710
LAUDERDALECONNER 2,58,0,8,4,14,0,44,0,0,0,0,0,0,0,13,0,81,144,1,0,1,0,3,0,0,0,0,2,1,292,0,66,444
LAUDERDALEEDITH 7,9,0,6,0,6,0,33,0,0,0,0,1,0,0,9,0,54,37,0,0,0,0,5,0,0,0,0,0,0,236,0,15,278
LAUDERDALEGATES 7,58,1,8,0,13,0,44,0,0,0,0,3,0,1,9,0,85,197,0,0,0,0,5,0,0,0,0,3,1,350,0,67,556
LAUDERDALEHALLS 8,125,0,28,3,32,0,125,1,0,0,3,16,0,1,77,0,166,353,0,0,2,0,14,2,0,1,0,0,4,854,0,153,1230
LAUDERDALEHENNING 1,146,2,13,0,6,3,32,0,0,0,1,7,0,1,6,0,50,409,0,0,0,0,5,2,0,0,0,0,2,215,0,161,633
LAUDERDALELIGHTFOOT 5,28,0,10,0,6,1,38,0,0,0,0,6,0,0,7,0,72,71,0,0,0,0,2,0,0,0,0,0,0,308,0,38,381
LAUDERDALEMCBRIDE 1,54,1,15,2,12,0,29,0,0,0,0,4,0,0,10,0,62,155,0,0,0,0,4,1,0,0,0,0,2,291,0,70,453
LAUDERDALENANKIPOO 7,11,0,6,0,6,0,46,0,0,0,0,4,0,0,29,0,69,53,0,0,0,0,6,0,0,0,0,1,0,320,0,17,380
LAUDERDALERIPLEY 2,89,0,14,2,7,0,29,0,0,0,2,5,0,0,19,0,68,272,0,0,2,0,9,1,0,0,0,0,2,296,0,103,582
LAUDERDALERIPLEY 3,186,3,33,8,22,5,67,0,0,0,2,14,1,0,76,0,128,515,0,0,3,0,11,4,0,0,0,1,1,631,0,222,1166
LAUDERDALERIPLEY 4,193,0,20,1,3,0,20,0,0,0,1,0,0,0,12,0,32,610,0,0,3,0,5,0,0,0,0,0,0,163,0,213,781
LAWRENCE01-1 ST. JOSEPH,56,1,36,0,6,0,45,0,0,0,0,3,0,0,24,0,71,98,0,0,1,0,10,0,0,0,0,1,2,339,0,93,451
LAWRENCE01-2 WEST LORETTO,96,9,44,1,12,0,43,0,0,0,1,7,0,1,21,0,64,151,0,0,3,0,14,2,0,0,0,4,2,367,0,149,543
LAWRENCE02-1 LORETTO CIV CTR,116,7,85,1,23,0,72,0,0,0,5,13,0,0,45,0,170,207,0,0,1,0,20,0,0,0,0,1,1,701,0,208,931
LAWRENCE03-1 SE LAWRENCE,44,2,33,0,10,0,66,0,0,0,1,5,0,0,20,2,92,100,0,0,0,0,8,1,0,0,0,4,1,434,0,79,548
LAWRENCE03-2 CENTERPOINT,37,0,18,1,14,0,46,0,0,0,1,4,0,0,12,0,62,71,0,0,0,0,3,0,0,0,0,2,0,267,0,55,343
LAWRENCE04-1 CROSSROADS,46,3,46,2,24,0,99,0,0,0,3,5,0,0,44,0,180,122,0,0,0,0,12,0,0,0,0,2,1,821,0,95,958
LAWRENCE05-1 LEOMA,35,2,18,1,18,0,68,0,0,0,3,6,1,1,32,0,114,82,0,0,1,0,5,1,0,0,0,1,2,475,0,55,567
LAWRENCE05-2 GANDY,22,0,18,0,10,0,22,0,0,0,0,1,0,0,25,0,50,48,0,0,0,0,4,0,0,0,0,0,1,251,0,40,304
LAWRENCE06-1 IRON CITY,29,1,16,0,2,0,31,0,0,0,0,0,0,0,12,0,47,55,0,0,1,0,10,0,0,0,0,1,2,222,0,46,291
LAWRENCE06-2 WEST POINT,45,3,53,0,16,0,66,0,0,0,0,3,1,0,13,1,75,97,0,0,0,0,11,1,0,0,0,0,4,371,0,101,484
LAWRENCE07-1 LAWRENCEBURG,93,4,59,6,33,1,99,0,1,0,3,10,0,1,46,0,210,186,0,0,2,0,18,0,0,0,0,3,5,778,0,156,992
LAWRENCE08-1 NEW PROSPECT,87,5,62,3,22,0,98,0,0,0,3,19,0,0,55,0,233,186,0,0,2,0,19,1,0,0,0,3,5,947,0,154,1163
LAWRENCE09-1 ETHRIDGE,42,1,20,1,10,0,45,0,0,0,1,2,0,0,20,0,97,78,2,0,1,0,3,0,0,0,0,1,3,359,0,63,447
LAWRENCE09-2 MARS HILL,32,3,31,2,8,0,53,0,0,0,1,5,0,0,15,1,94,67,0,0,2,0,5,0,0,0,0,0,5,353,0,66,432
LAWRENCE10-1 HOWARDS,71,2,27,2,13,0,90,0,0,0,0,2,0,0,25,0,155,133,0,0,2,1,18,1,0,0,0,3,12,606,0,100,776
LAWRENCE11-1 SUMMERTOWN,47,2,51,2,31,1,95,0,0,0,1,6,0,1,32,0,122,124,0,0,0,0,11,0,0,0,0,0,16,693,0,100,844
LAWRENCE12-1 CENTER,13,0,1,1,7,0,28,0,0,0,0,5,0,1,17,0,72,24,0,0,0,0,5,0,0,0,0,0,0,245,0,14,274
LAWRENCE12-2 HENRYVILLE,33,0,24,0,16,0,55,0,0,0,0,1,0,0,13,0,95,71,0,0,2,0,9,0,0,0,0,1,1,404,0,57,488
LAWRENCE13-1 WEST END,42,4,48,1,25,1,100,0,0,0,1,8,0,3,41,0,195,117,0,0,0,1,17,2,0,0,0,4,3,806,0,94,950
LAWRENCE14-1 CRAWFISH VALLEY,80,2,36,4,23,1,53,0,0,0,3,5,0,0,26,0,117,151,0,0,0,0,11,1,0,0,0,0,1,531,0,118,695
LAWRENCE15-1 DAVID CROCKETT,68,5,46,1,24,1,108,0,0,1,3,6,0,0,49,0,204,161,0,0,2,0,18,1,0,0,0,3,2,835,0,119,1022
LAWRENCE16-1 ROTARY PARK,43,0,44,4,15,1,42,0,0,0,1,3,0,0,25,0,76,144,0,0,0,0,13,0,0,0,0,1,4,369,0,87,531
LAWRENCE17-1 SOWELL,83,2,41,3,14,1,60,0,0,0,2,15,1,2,29,0,155,199,0,0,0,0,13,0,0,3,0,0,2,598,0,126,815
LAWRENCE18-1 E. O. COFFMAN,72,1,36,3,19,2,83,0,0,0,2,12,0,0,48,2,133,149,0,0,1,0,14,2,0,0,0,1,2,648,0,109,817
LINCOLN1-1 BLANCHE,21,0,15,3,48,0,103,1,0,0,1,4,0,1,59,1,186,110,0,0,1,0,13,0,0,1,0,2,4,712,0,36,843
LINCOLN1-2 MOLINO,24,0,26,1,14,0,49,0,0,0,0,4,0,1,30,0,110,79,2,0,0,0,8,1,0,4,0,3,1,354,0,50,452
LINCOLN1-3 TAFT,19,0,10,0,18,1,52,0,0,0,1,15,0,1,37,0,94,68,1,0,2,0,15,0,0,1,0,1,4,378,0,29,470
LINCOLN2-1 BOONSHILL,41,0,20,3,34,0,63,1,0,0,0,4,0,0,49,0,141,127,0,0,0,0,15,1,0,0,0,4,1,559,0,61,707
LINCOLN2-2 HOWELL,30,0,15,1,13,0,53,0,1,0,0,5,0,0,37,0,77,92,0,0,0,0,14,0,0,4,0,2,2,358,0,45,472
LINCOLN2-3 PETERSBURG,12,0,15,2,7,0,53,0,0,0,0,6,0,0,27,1,120,58,2,0,0,0,5,0,0,0,0,1,1,378,0,27,445
LINCOLN3-1 RECREATION CENTER,64,1,30,10,15,1,61,1,0,0,0,5,0,0,43,1,142,267,0,0,0,0,21,2,0,8,0,5,1,522,0,95,826
LINCOLN3-2 LIBERTY,41,0,22,1,37,0,81,0,0,0,0,21,0,1,50,0,179,135,0,0,2,0,20,0,0,0,0,0,3,693,0,63,853
LINCOLN4-1 MARANATHA,45,2,18,4,33,0,105,0,0,0,0,11,0,1,39,0,188,142,0,0,2,0,10,1,0,3,0,2,2,745,0,65,907
LINCOLN4-2 FNB,38,0,13,0,42,0,76,0,0,0,1,12,0,0,47,0,168,145,0,0,1,0,13,2,0,2,0,1,4,645,0,51,813
LINCOLN5-1 CALVARY,26,0,25,3,27,1,71,0,0,0,0,8,0,0,44,0,149,124,0,0,2,0,14,1,0,5,0,0,5,571,0,51,722
LINCOLN5-2 ARMORY,84,2,11,3,15,0,17,1,0,0,0,8,0,0,33,1,59,312,0,0,2,0,6,3,0,1,0,3,6,279,0,97,612
LINCOLN6-1 FAYETTEVILLE CPC,94,0,31,10,32,0,92,0,0,1,0,22,0,1,106,1,264,286,1,0,2,0,31,0,0,2,0,3,5,943,0,125,1273
LINCOLN6-2 BELLEVILLE,12,1,8,0,14,0,52,1,0,0,0,2,0,0,19,0,74,52,0,0,1,0,6,0,0,1,0,2,1,299,0,21,362
LINCOLN6-3 MULBERRY,28,0,9,2,9,0,32,0,0,0,0,3,0,0,15,0,67,68,0,0,0,0,3,0,0,0,0,1,1,261,0,37,334
LINCOLN7-1 ELORA,22,0,5,0,5,0,23,0,0,0,0,5,0,0,18,0,51,51,0,0,0,0,2,0,0,0,0,1,1,205,0,27,260
LINCOLN7-2 FLINTVILLE,50,0,13,1,35,0,81,0,0,0,0,5,0,1,41,0,133,110,0,0,1,0,13,0,0,1,0,1,0,605,0,63,731
LINCOLN7-3 KELSO,17,0,8,0,17,2,38,0,0,0,0,4,0,0,26,0,101,76,0,0,0,0,3,1,0,1,0,0,0,378,0,25,459
LINCOLN8-1 LINCOLN,40,1,20,1,55,1,121,0,0,0,0,11,0,2,105,0,267,168,0,0,2,0,15,0,0,8,0,7,1,1137,0,61,1338
LINCOLN8-2 SOUTH LINCOLN,20,2,14,0,19,0,39,0,0,0,1,5,0,0,25,0,88,84,0,0,1,0,4,1,0,0,0,0,3,376,0,36,469
LOUDONBROWDER,89,2,63,6,49,0,236,3,0,0,8,40,0,1,172,0,373,387,0,0,2,2,41,5,0,6,0,8,9,1541,0,154,2001
LOUDONDAVIS,16,0,12,3,17,0,53,0,0,0,0,26,0,1,86,0,137,82,0,0,1,0,11,0,0,2,0,1,0,539,0,28,636
LOUDONEATON,127,1,80,12,94,1,342,2,0,0,0,81,0,3,364,0,544,594,0,0,6,0,103,0,0,6,0,20,17,2450,0,208,3196
LOUDONGLENDALE,25,1,28,4,35,1,105,0,0,0,5,28,0,2,106,0,229,172,0,0,0,1,23,1,0,1,0,3,3,859,0,54,1063
LOUDONGREENBACK,37,1,47,3,46,2,130,1,1,0,0,20,0,0,100,1,248,193,0,1,0,0,28,2,0,1,0,3,6,972,0,85,1206
LOUDONHIGHLAND PARK,114,0,60,16,82,1,240,2,1,0,3,81,0,2,219,1,409,550,0,0,3,1,65,3,0,17,0,11,6,2083,0,174,2739
LOUDONLENOIR CITY,120,6,109,11,62,1,167,1,0,0,7,27,0,2,119,2,363,532,2,1,4,0,67,2,0,4,0,9,15,1510,0,235,2146
LOUDONLENOIR CITY OUTSIDE,29,2,12,5,26,0,62,0,1,0,1,15,0,0,59,0,156,123,0,0,4,2,27,1,0,0,0,1,7,519,0,43,684
LOUDONLOUDON,101,2,47,11,73,1,135,1,0,0,4,33,0,2,148,1,356,388,1,0,3,0,30,3,0,1,0,7,4,1208,0,150,1645
LOUDONLOUDON MT ZION,41,0,26,4,15,0,100,1,1,0,3,44,0,3,129,1,177,248,0,0,3,0,21,0,0,2,0,1,0,733,0,67,1008
LOUDONLOUDON OUTSIDE,62,0,46,9,37,1,147,0,0,0,1,19,0,0,90,0,264,236,1,0,6,0,32,0,0,2,0,1,6,1070,0,108,1354
LOUDONLUTTRELL,8,0,3,0,11,1,55,1,0,0,1,6,0,0,29,0,75,36,0,0,0,0,6,1,0,0,0,0,2,296,0,11,341
LOUDONPHILADELPHIA,26,1,21,7,33,0,96,2,0,1,3,16,0,2,56,0,153,122,0,0,1,0,17,2,0,0,0,4,4,639,0,48,789
LOUDONTELLICO V. NORTH,105,0,33,19,48,2,160,2,1,1,0,159,1,2,290,2,312,574,0,1,5,0,40,0,0,4,0,5,3,1410,0,138,2042
LOUDONTELLICO V. SOUTH,127,2,51,31,44,6,171,1,1,0,6,185,0,2,343,1,404,682,1,0,3,0,62,2,0,2,0,3,5,1781,0,180,2541
MACONCENTRAL,37,2,21,5,17,0,55,0,0,0,3,5,0,0,34,0,217,128,0,0,1,0,11,1,0,0,0,0,5,644,0,60,790
MACONCOUNTY HIGH SCHOOL,30,1,9,0,22,0,78,0,0,0,1,4,1,2,28,0,194,82,0,0,1,0,7,0,0,0,0,0,2,707,0,40,799
MACONCOUNTY JUNIOR HIGH,37,1,17,1,27,1,65,1,0,0,0,5,0,0,26,0,187,113,0,0,2,0,12,1,0,0,0,1,3,667,0,55,799
MACONCROSS ROADS,24,0,15,0,17,1,69,0,0,0,0,2,0,0,17,0,121,80,0,0,0,0,6,0,0,1,0,1,5,524,0,39,617
MACONLAFAYETTE,25,2,14,2,6,0,67,0,1,0,0,6,0,1,28,0,121,104,0,0,0,0,4,0,0,0,0,3,3,455,0,41,569
MACONRED BOILING SPRINGS,44,0,21,8,14,0,54,0,0,0,0,6,0,0,14,1,153,139,0,0,3,0,14,0,0,0,0,3,5,559,0,65,723
MACONWESTSIDE,41,2,18,4,12,0,52,1,0,0,1,5,0,0,17,0,135,119,0,0,1,0,10,1,0,0,0,3,3,511,0,61,648
MACONWILLETTE,25,0,16,10,17,0,112,0,0,0,5,3,1,2,24,0,232,79,0,0,1,0,6,0,0,1,0,1,3,716,0,41,807
MADISON1-1 CIVIC CENTER,113,1,38,3,5,0,28,0,0,0,0,5,0,0,17,0,32,515,0,0,3,0,24,1,0,8,0,3,9,174,0,152,737
MADISON1-2 MT MORIAH,287,0,32,1,5,0,8,0,0,0,0,0,0,0,1,0,6,944,0,0,2,0,5,0,0,0,0,1,5,57,0,319,1014
MADISON10-1 SPRING CREEK,16,1,4,3,19,0,66,0,0,0,0,11,0,0,21,1,85,62,1,0,0,0,1,1,0,1,0,1,1,354,0,21,422
MADISON10-2 NORTH EAST,154,3,49,4,82,0,288,1,0,0,1,24,0,1,153,0,312,663,3,0,5,0,38,0,0,2,0,7,3,1653,0,206,2374
MADISON10-3 NORTH SIDE,285,2,72,5,79,0,240,0,2,0,0,49,0,1,192,1,269,925,1,0,10,0,56,1,0,17,0,4,6,1421,0,359,2441
MADISON2-1 ALEXANDER,290,1,42,2,15,1,59,0,0,0,0,19,0,1,34,0,68,894,1,0,1,0,13,2,0,7,0,0,9,298,0,333,1225
MADISON2-2 ALDERSGATE,172,1,42,13,41,2,165,0,0,0,4,34,0,1,131,0,179,559,0,0,3,0,42,4,0,19,0,8,8,859,0,215,1502
MADISON3-1 BOARD OF EDUC,161,3,41,4,20,0,108,1,0,0,4,11,0,0,68,1,106,580,0,0,2,0,19,4,0,7,0,10,7,574,0,205,1203
MADISON3-2 OLD BELLS RD #10,29,0,9,4,24,1,73,1,0,0,0,11,0,0,54,0,66,91,0,0,1,0,6,0,0,7,0,1,2,321,1,38,430
MADISON3-3 J-CIL,104,1,34,3,51,0,128,0,0,0,0,30,0,2,135,0,128,374,2,0,0,0,27,1,0,39,0,1,2,795,0,139,1241
MADISON4-1 MASONIC LODGE,243,1,54,12,77,0,232,0,0,0,2,27,0,0,202,0,191,963,5,0,2,0,58,4,0,38,0,7,12,1266,0,298,2355
MADISON4-2 ANDREW JACKSON,137,0,26,4,13,1,43,0,0,2,0,11,0,0,52,0,59,489,0,0,3,0,8,0,0,4,0,3,7,280,0,163,794
MADISON4-3 FESTIVITIES,138,1,30,13,54,1,195,0,0,0,3,44,2,2,168,1,224,460,0,0,2,0,28,2,0,22,0,6,3,1022,0,169,1545
