precinct,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_ind_FOX,gen_ind_HARTNELL,gen_ind_HOEFLING,gen_ind_KOTLIKOFF,gen_ind_MATUREN,gen_ind_MCMULLIN,gen_ind_MOOREHEAD,gen_lib_JOHNSON,gen_nlp_SOLTYSIK,gen_rep_TRUMP
CASSONTWA TOWNSHIP 901 AVCB,7,260,7,0,0,0,0,0,0,0,26,0,536
CASSPENN TOWNSHIP 1,2,312,6,0,0,0,0,0,0,0,11,0,541
CASSPOKAGON TOWNSHIP 1,4,354,9,0,0,0,0,0,0,0,35,2,634
CASSPORTER TOWNSHIP 1,0,257,11,0,0,0,0,0,0,0,32,1,707
CASSPORTER TOWNSHIP 2,4,212,6,0,0,0,0,0,0,0,22,0,618
CASSSILVER CREEK TOWNSHIP 1,3,264,9,0,0,0,0,0,0,0,35,0,739
CASSSILVER CREEK TOWNSHIP 901 AVCB,2,181,1,0,0,0,0,0,0,0,17,0,259
CASSVOLINIA TOWNSHIP 1,3,135,4,0,0,0,0,0,0,0,16,1,368
CASSWAYNE TOWNSHIP 1,4,348,15,0,0,0,0,0,0,0,54,2,716
CHARLEVOIX9999,0,0,0,0,0,0,0,0,22,0,0,0,0
CHEBOYGAN9999,0,0,0,0,0,0,0,2,20,0,0,0,0
CHIPPEWA9999,0,0,0,0,0,0,0,1,18,0,0,0,0
CHIPPEWABAY MILLS TOWNSHIP 1,2,347,39,0,0,0,0,0,0,0,19,2,269
CHIPPEWABRUCE TOWNSHIP 1,9,343,16,0,0,0,0,0,0,0,26,0,733
CHIPPEWACHIPPEWA TOWNSHIP 1,1,16,1,0,0,0,0,0,0,0,7,0,76
CHIPPEWADAFTER TOWNSHIP 1,6,137,10,0,0,0,0,0,0,0,21,0,436
CHIPPEWADETOUR TOWNSHIP 1,4,173,7,0,0,0,0,0,0,0,16,0,289
CHIPPEWADRUMMOND TOWNSHIP 1,7,243,1,0,0,0,0,0,0,0,20,1,433
CHIPPEWAHULBERT TOWNSHIP 1,0,26,3,0,0,0,0,0,0,0,2,0,68
CHIPPEWAKINROSS TOWNSHIP 1,11,344,18,0,0,0,0,0,0,0,57,0,830
CHIPPEWAPICKFORD TOWNSHIP 1,7,186,7,0,0,0,0,0,0,0,25,0,642
CHIPPEWARABER TOWNSHIP 1,6,136,7,0,0,0,0,0,0,0,9,0,217
CHIPPEWARUDYARD TOWNSHIP 1,3,165,5,0,0,0,0,0,0,0,22,0,467
CHIPPEWASAULT STE. MARIE CITY 1,15,836,42,0,0,0,0,0,0,0,94,0,878
CHIPPEWASAULT STE. MARIE CITY 2,11,659,20,0,0,0,0,0,0,0,78,1,837
CHIPPEWASAULT STE. MARIE CITY 3,6,633,21,0,0,0,0,0,0,0,81,1,880
CHIPPEWASOO TOWNSHIP 1,9,511,19,0,0,0,0,0,0,0,56,0,1012
CHIPPEWASUGAR ISLAND TOWNSHIP 1,0,178,7,0,0,0,0,0,0,0,8,0,262
CHIPPEWASUPERIOR TOWNSHIP 1,4,270,13,0,0,0,0,0,0,0,22,0,388
CHIPPEWATROUT LAKE TOWNSHIP 1,0,66,2,0,0,0,0,0,0,0,7,0,135
CHIPPEWAWHITEFISH TOWNSHIP 1,4,110,5,0,0,0,0,0,0,0,13,0,270
CLINTON9999,0,0,0,0,4,3,0,18,62,0,0,0,0
CLINTONBATH TOWNSHIP 1,4,389,7,0,0,0,0,0,0,0,53,2,532
CLINTONBATH TOWNSHIP 2,3,717,15,0,0,0,0,0,0,0,60,3,489
CLINTONBATH TOWNSHIP 3,2,446,10,0,0,0,0,0,0,0,52,0,484
CLINTONBATH TOWNSHIP 4,7,952,18,0,0,0,0,0,0,0,71,0,664
CLINTONBATH TOWNSHIP 5,8,550,14,0,0,0,0,0,0,0,34,2,335
CLINTONBENGAL TOWNSHIP 1,3,192,3,0,0,0,0,0,0,0,23,0,431
CLINTONBINGHAM TOWNSHIP 1,6,528,14,0,0,0,0,0,0,0,66,1,878
CLINTONDALLAS TOWNSHIP 1,6,192,11,0,0,0,0,0,0,0,50,0,982
CLINTONDE WITT CITY 1,2,536,15,0,0,0,0,0,0,0,47,0,477
CLINTONDE WITT CITY 2,1,782,15,0,0,0,0,0,0,0,82,0,782
CLINTONDE WITT TOWNSHIP 1,2,790,6,0,0,0,0,0,0,0,89,0,771
CLINTONDE WITT TOWNSHIP 2,4,417,11,0,0,0,0,0,0,0,45,0,424
CLINTONDE WITT TOWNSHIP 3,7,655,12,0,0,0,0,0,0,0,56,0,703
CLINTONDE WITT TOWNSHIP 4,2,399,10,0,0,0,0,0,0,0,35,0,437
CLINTONDE WITT TOWNSHIP 5,7,458,7,0,0,0,0,0,0,0,61,1,560
CLINTONDE WITT TOWNSHIP 6,3,355,7,0,0,0,0,0,0,0,32,0,337
CLINTONDE WITT TOWNSHIP 7,8,602,19,0,0,0,0,0,0,0,53,2,518
CLINTONDUPLAIN TOWNSHIP 1,4,371,11,0,0,0,0,0,0,0,45,1,712
CLINTONEAGLE TOWNSHIP 1,5,593,14,0,0,0,0,0,0,0,71,0,896
CLINTONEAST LANSING CITY 17,0,501,7,0,0,0,0,0,0,0,18,0,163
CLINTONEAST LANSING CITY 901 AVCB,0,85,1,0,0,0,0,0,0,0,5,0,61
CLINTONESSEX TOWNSHIP 1,4,290,5,0,0,0,0,0,0,0,53,1,641
CLINTONGREENBUSH TOWNSHIP 1,6,359,16,0,0,0,0,0,0,0,56,0,797
CLINTONLEBANON TOWNSHIP 1,3,88,3,0,0,0,0,0,0,0,12,0,202
CLINTONOLIVE TOWNSHIP 1,7,516,17,0,0,0,0,0,0,0,58,0,919
CLINTONOVID CITY 1,1,217,11,0,0,0,0,0,0,0,37,1,344
CLINTONOVID TOWNSHIP 1,11,327,10,0,0,0,0,0,0,0,58,0,694
CLINTONRILEY TOWNSHIP 1,4,359,13,0,0,0,0,0,0,0,68,0,686
CLINTONST. JOHNS CITY 1,4,509,14,0,0,0,0,0,0,0,76,0,701
CLINTONST. JOHNS CITY 2,5,470,11,0,0,0,0,0,0,0,85,0,722
CLINTONST. JOHNS CITY 3,8,464,11,0,0,0,0,0,0,0,69,1,611
CLINTONVICTOR TOWNSHIP 1,5,847,19,0,0,0,0,0,0,0,91,3,1047
CLINTONWATERTOWN TOWNSHIP 1,6,626,8,0,0,0,0,0,0,0,68,0,744
CLINTONWATERTOWN TOWNSHIP 2,2,714,11,0,0,0,0,0,0,0,61,0,832
CLINTONWESTPHALIA TOWNSHIP 1,7,196,3,0,0,0,0,0,0,0,46,0,1060
CRAWFORD9999,0,0,0,0,0,0,0,1,10,0,0,2,0
CRAWFORDBEAVER CREEK TOWNSHIP 1,6,246,4,0,0,0,0,0,0,0,35,0,576
CRAWFORDFREDERIC TOWNSHIP 1,4,199,7,0,0,0,0,0,0,0,15,0,431
CRAWFORDGRAYLING CITY 1,4,223,10,0,0,0,0,0,0,0,41,0,391
CRAWFORDGRAYLING TOWNSHIP 302,0,58,0,0,0,0,0,0,0,0,5,0,145
CRAWFORDGRAYLING TOWNSHIP 304,4,364,12,0,0,0,0,0,0,0,51,0,688
CRAWFORDGRAYLING TOWNSHIP 305,5,332,12,0,0,0,0,0,0,0,44,0,632
CRAWFORDGRAYLING TOWNSHIP 306,0,188,9,0,0,0,0,0,0,0,21,0,421
CRAWFORDLOVELLS TOWNSHIP 1,2,114,4,0,0,0,0,0,0,0,14,0,228
CRAWFORDMAPLE FOREST TOWNSHIP 501,2,70,1,0,0,0,0,0,0,0,12,0,225
CRAWFORDSOUTH BRANCH TOWNSHIP 1,7,316,7,0,0,0,0,0,0,0,29,0,617
DELTABALDWIN TOWNSHIP 1,3,92,5,0,0,0,0,0,0,0,11,0,281
DELTABARK RIVER TOWNSHIP 1,2,185,6,0,0,0,0,0,0,0,26,1,566
DELTABAY DE NOC TOWNSHIP 1,1,72,1,0,0,0,0,0,0,0,4,0,137
DELTABRAMPTON TOWNSHIP 1,1,217,4,0,0,0,0,0,0,0,16,1,351
DELTACORNELL TOWNSHIP 1,1,89,0,0,0,0,0,0,0,0,10,0,198
DELTAENSIGN TOWNSHIP 1,1,174,5,0,0,0,0,0,0,0,7,1,269
DELTAESCANABA CITY 1,4,524,19,0,0,0,0,0,2,0,53,1,642
DELTAESCANABA CITY 2,9,706,22,0,0,0,0,0,0,0,77,3,1106
DELTAESCANABA CITY 3,8,623,34,0,0,0,0,0,1,0,54,1,826
DELTAESCANABA CITY 4,4,311,8,0,0,0,0,0,1,0,38,1,346
DELTAESCANABA TOWNSHIP 1,6,342,7,0,0,0,0,0,0,0,41,0,798
DELTAESCANABA TOWNSHIP 2,1,116,2,0,0,0,0,0,0,0,7,0,267
DELTAESCANABA TOWNSHIP 3,1,98,3,0,0,0,0,0,0,0,12,0,200
DELTAFAIRBANKS TOWNSHIP 1,1,57,1,0,0,0,0,0,0,0,4,0,122
DELTAFORD RIVER TOWNSHIP 1,2,359,8,0,0,0,0,0,0,0,40,1,688
DELTAGARDEN TOWNSHIP 1,1,199,5,0,0,0,0,0,0,0,25,1,291
DELTAGLADSTONE CITY 1,2,482,11,0,0,0,0,0,0,0,46,0,655
DELTAGLADSTONE CITY 2,8,416,14,0,0,0,0,0,0,0,30,1,739
DELTAMAPLE RIDGE TOWNSHIP 1,1,140,2,0,0,0,0,0,4,0,20,0,250
DELTAMASONVILLE TOWNSHIP 1,3,294,3,0,0,0,0,0,3,0,37,0,606
DELTANAHMA TOWNSHIP 1,1,78,1,0,0,0,0,0,0,0,22,0,164
DELTAWELLS TOWNSHIP 1,4,301,7,0,0,0,0,0,0,0,19,2,545
DELTAWELLS TOWNSHIP 2,3,561,14,0,0,0,0,0,0,0,61,0,1074
DICKINSONBREEN TOWNSHIP 1,4,49,4,0,0,0,0,0,4,0,6,0,191
DICKINSONBREITUNG TOWNSHIP 1,4,262,8,0,0,0,0,0,0,0,31,0,700
DICKINSONBREITUNG TOWNSHIP 2,3,207,7,0,0,0,0,0,0,0,40,0,601
DICKINSONBREITUNG TOWNSHIP 3,5,407,4,0,0,0,0,0,1,0,46,0,1022
DICKINSONFELCH TOWNSHIP 1,1,71,1,0,0,0,0,0,1,0,6,1,283
DICKINSONIRON MOUNTAIN CITY 1,1,390,9,0,0,0,0,0,1,0,29,0,741
DICKINSONIRON MOUNTAIN CITY 2,6,396,20,0,0,0,0,0,4,0,52,2,671
DICKINSONIRON MOUNTAIN CITY 3,6,373,14,0,0,0,0,0,2,0,43,0,741
DICKINSONKINGSFORD CITY 1,7,342,18,0,0,0,0,0,3,0,32,0,704
DICKINSONKINGSFORD CITY 2,5,431,12,0,0,0,0,0,1,0,40,1,857
DICKINSONNORWAY CITY 1,7,447,16,0,0,0,0,0,6,0,57,2,760
DICKINSONNORWAY TOWNSHIP 1,5,236,5,0,0,0,0,0,1,0,28,0,528
DICKINSONSAGOLA TOWNSHIP 1,2,116,0,0,0,0,0,0,1,0,18,2,327
DICKINSONSAGOLA TOWNSHIP 2,0,44,1,0,0,0,0,0,0,0,3,0,121
DICKINSONWAUCEDAH TOWNSHIP 1,0,141,3,0,0,0,0,0,0,0,18,0,315
DICKINSONWEST BRANCH TOWNSHIP 1,0,11,1,0,0,0,0,0,0,0,1,0,18
EATON9999,0,0,0,0,2,7,1,2,117,0,0,0,0
EATONBELLEVUE TOWNSHIP 1,5,245,13,0,0,0,0,0,0,0,28,0,636
EATONBELLEVUE TOWNSHIP 2,7,156,3,0,0,0,0,0,0,0,15,1,385
EATONBENTON TOWNSHIP 1,8,523,18,0,0,0,0,0,0,0,81,0,949
EATONBROOKFIELD TOWNSHIP 1,2,192,7,0,0,0,0,0,0,0,46,0,499
EATONCARMEL TOWNSHIP 1,12,471,13,0,0,0,0,0,0,0,85,1,963
EATONCHARLOTTE CITY 1 WARD 1,5,465,9,0,0,0,0,0,0,0,58,0,504
EATONCHARLOTTE CITY 1 WARD 2,5,377,15,0,0,0,0,0,0,0,64,2,504
EATONCHARLOTTE CITY 2 WARD 1,1,329,15,0,0,0,0,0,0,0,53,0,382
EATONCHARLOTTE CITY 2 WARD 2,10,413,13,0,0,0,0,0,0,0,68,2,558
EATONCHESTER TOWNSHIP 1,12,272,3,0,0,0,0,0,0,0,50,0,620
EATONDELTA TOWNSHIP 1,2,608,13,0,0,0,0,0,0,0,43,0,559
EATONDELTA TOWNSHIP 10,7,733,20,0,0,0,0,0,0,0,54,1,478
EATONDELTA TOWNSHIP 11,6,427,9,0,0,0,0,0,0,0,31,1,239
EATONDELTA TOWNSHIP 12,5,640,10,0,0,0,0,0,0,0,71,0,620
EATONDELTA TOWNSHIP 13,4,445,6,0,0,0,0,0,0,0,43,0,501
EATONDELTA TOWNSHIP 14,6,740,8,0,0,0,0,0,0,0,43,0,426
EATONDELTA TOWNSHIP 15,5,544,6,0,0,0,0,0,0,0,33,0,297
EATONDELTA TOWNSHIP 16,5,384,9,0,0,0,0,0,0,0,43,0,358
EATONDELTA TOWNSHIP 2,6,803,12,0,0,0,0,0,0,0,69,0,774
EATONDELTA TOWNSHIP 3,4,583,6,0,0,0,0,0,0,0,39,0,324
EATONDELTA TOWNSHIP 4,9,803,19,0,0,0,0,0,0,0,61,1,651
EATONDELTA TOWNSHIP 5,9,807,14,0,0,0,0,0,0,0,46,1,417
EATONDELTA TOWNSHIP 6,11,762,16,0,0,0,0,0,0,0,47,1,577
EATONDELTA TOWNSHIP 7,4,582,11,0,0,0,0,0,0,0,38,0,308
EATONDELTA TOWNSHIP 8,7,693,32,0,0,0,0,0,0,0,40,1,321
EATONDELTA TOWNSHIP 9,6,608,8,0,0,0,0,0,0,0,32,0,382
EATONEATON RAPIDS CITY 1,4,234,6,0,0,0,0,0,0,0,61,2,358
EATONEATON RAPIDS CITY 2,3,259,8,0,0,0,0,0,0,0,45,1,335
EATONEATON RAPIDS CITY 3,3,398,12,0,0,0,0,0,0,0,59,0,472
EATONEATON RAPIDS TOWNSHIP 1,5,290,11,0,0,0,0,0,0,0,54,0,554
EATONEATON RAPIDS TOWNSHIP 2,6,449,11,0,0,0,0,0,0,0,64,0,751
EATONEATON TOWNSHIP 1,9,618,7,0,0,0,0,0,0,0,69,0,1027
EATONEATON TOWNSHIP 2,2,165,9,0,0,0,0,0,0,0,23,0,361
EATONGRAND LEDGE CITY 1,6,576,21,0,0,0,0,0,0,0,78,0,569
EATONGRAND LEDGE CITY 2,7,492,11,0,0,0,0,0,0,0,48,1,582
EATONGRAND LEDGE CITY 3,4,471,12,0,0,0,0,0,0,0,45,0,393
EATONGRAND LEDGE CITY 4,3,359,6,0,0,0,0,0,0,0,33,0,299
EATONHAMLIN TOWNSHIP 1,12,657,15,0,0,0,0,0,0,0,103,1,988
EATONKALAMO TOWNSHIP 1,9,227,11,0,0,0,0,0,0,0,30,0,588
EATONLANSING CITY 022L WARD 3,1,502,6,0,0,0,0,0,0,0,22,1,108
EATONLANSING CITY 023 WARD 3,4,1079,16,0,0,0,0,0,0,0,19,1,158
EATONOLIVET CITY 1,1,162,4,0,0,0,0,0,0,0,16,0,267
EATONONEIDA TOWNSHIP 1,7,581,17,0,0,0,0,0,0,0,69,0,856
EATONONEIDA TOWNSHIP 2,3,350,7,0,0,0,0,0,0,0,40,0,382
EATONPOTTERVILLE CITY 1,7,452,18,0,0,0,0,0,0,0,81,0,654
EATONROXAND TOWNSHIP 1,2,299,9,0,0,0,0,0,0,0,59,0,566
EATONSUNFIELD TOWNSHIP 1,10,324,7,0,0,0,0,0,0,0,64,0,649
EATONVERMONTVILLE TOWNSHIP 1,6,270,11,0,0,0,0,0,0,0,40,2,591
EATONWALTON TOWNSHIP 1,3,310,12,0,0,0,0,0,0,0,61,0,753
EATONWINDSOR TOWNSHIP 1,7,515,21,0,0,0,0,0,0,0,52,1,766
EATONWINDSOR TOWNSHIP 2,8,665,13,0,0,0,0,0,0,0,54,1,766
EATONWINDSOR TOWNSHIP 3,7,629,13,0,0,0,0,0,0,0,48,0,584
EMMET9999,0,0,0,0,0,0,0,1,27,0,0,0,0
EMMETBEAR CREEK TOWNSHIP 1,1,165,3,0,0,0,0,0,0,0,20,0,181
EMMETBEAR CREEK TOWNSHIP 2,7,557,14,0,0,0,0,0,0,0,78,2,710
EMMETBEAR CREEK TOWNSHIP 3,41,589,24,0,0,0,0,0,0,0,69,2,1057
EMMETBLISS TOWNSHIP 1,0,123,6,0,0,0,0,0,0,0,14,0,196
EMMETCARP LAKE TOWNSHIP 1,1,153,10,0,0,0,0,0,0,0,15,0,255
EMMETCENTER TOWNSHIP 5,0,115,6,0,0,0,0,0,0,0,10,0,180
EMMETCROSS VILLAGE TOWNSHIP 1,0,72,2,0,0,0,0,0,0,0,6,0,98
EMMETFRIENDSHIP TOWNSHIP 1,3,184,10,0,0,0,0,0,0,0,26,0,302
EMMETHARBOR SPRINGS CITY 1,2,329,6,0,0,0,0,0,0,0,43,1,414
EMMETLITTLE TRAVERSE TOWNSHIP 1,6,571,24,0,0,0,0,0,0,0,82,0,869
EMMETLITTLEFIELD TOWNSHIP 1,4,422,25,0,0,0,0,0,0,0,47,1,875
EMMETMAPLE RIVER TOWNSHIP 1,0,187,16,0,0,0,0,0,0,0,25,0,437
EMMETMCKINLEY TOWNSHIP 1,3,142,5,0,0,0,0,0,0,0,23,1,354
EMMETPETOSKEY CITY 1,3,362,18,0,0,0,0,0,0,0,30,0,273
EMMETPETOSKEY CITY 2,1,466,13,0,0,0,0,0,0,0,34,1,327
EMMETPETOSKEY CITY 3,2,361,14,0,0,0,0,0,0,0,29,0,522
EMMETPETOSKEY CITY 4,3,320,22,0,0,0,0,0,0,0,21,0,281
EMMETPLEASANT VIEW TOWNSHIP 1,6,178,7,0,0,0,0,0,0,0,29,1,322
EMMETREADMOND TOWNSHIP 1,0,138,6,0,0,0,0,0,0,0,7,0,214
EMMETRESORT TOWNSHIP 14,4,596,16,0,0,0,0,0,0,0,78,0,1012
EMMETSPRINGVALE TOWNSHIP 1,4,339,23,0,0,0,0,0,0,0,58,0,762
EMMETWAWATAM TOWNSHIP 1,1,151,4,0,0,0,0,0,0,0,17,0,242
EMMETWEST TRAVERSE TOWNSHIP 1,0,452,5,0,0,0,0,0,0,0,45,0,733
GD. TRAVERSEACME TOWNSHIP 1,5,728,18,0,0,0,0,0,9,0,55,0,970
GD. TRAVERSEACME TOWNSHIP 2,5,347,5,0,0,0,0,0,2,0,32,0,611
GD. TRAVERSEBLAIR TOWNSHIP 1,1,252,18,0,0,0,0,0,0,0,50,0,460
GD. TRAVERSEBLAIR TOWNSHIP 2,7,421,10,0,0,0,0,0,3,0,61,0,884
GD. TRAVERSEBLAIR TOWNSHIP 3,2,274,11,0,0,0,0,0,7,0,29,0,533
GD. TRAVERSEBLAIR TOWNSHIP 4,0,256,17,0,0,0,0,0,6,0,48,0,495
GD. TRAVERSEEAST BAY TOWNSHIP 1,4,473,22,0,0,0,0,0,1,0,51,2,629
GD. TRAVERSEEAST BAY TOWNSHIP 2,9,769,15,0,0,0,0,0,4,0,101,0,1265
GD. TRAVERSEEAST BAY TOWNSHIP 3,8,538,22,0,0,0,0,0,4,0,52,1,890
GD. TRAVERSEEAST BAY TOWNSHIP 4,7,732,35,0,0,0,0,0,7,0,84,0,1061
GD. TRAVERSEFIFE LAKE TOWNSHIP 1,3,219,16,0,0,0,0,0,1,0,46,0,551
GD. TRAVERSEGARFIELD TOWNSHIP 1,2,522,25,0,0,0,0,0,5,0,66,0,820
GD. TRAVERSEGARFIELD TOWNSHIP 2,2,832,21,0,0,0,0,2,9,0,65,4,1086
GD. TRAVERSEGARFIELD TOWNSHIP 3,12,788,36,0,0,0,0,0,5,0,76,0,791
GD. TRAVERSEGARFIELD TOWNSHIP 4,5,550,39,0,0,0,0,0,8,0,58,0,593
GD. TRAVERSEGARFIELD TOWNSHIP 5,3,697,25,0,0,0,0,1,9,0,73,2,919
GD. TRAVERSEGARFIELD TOWNSHIP 6,3,562,22,0,0,0,0,1,4,0,68,0,781
GD. TRAVERSEGRANT TOWNSHIP 1,2,166,7,0,0,0,0,0,0,0,28,0,417
GD. TRAVERSEGREEN LAKE TOWNSHIP 1,3,537,14,0,0,0,0,0,0,0,70,0,790
GD. TRAVERSEGREEN LAKE TOWNSHIP 2,6,746,28,0,0,0,0,0,4,0,76,2,1118
GD. TRAVERSELONG LAKE TOWNSHIP 1,9,727,45,0,0,0,0,0,0,0,61,0,928
GD. TRAVERSELONG LAKE TOWNSHIP 2,6,645,26,0,0,0,0,1,3,0,64,3,1080
GD. TRAVERSELONG LAKE TOWNSHIP 3,3,811,20,0,0,0,0,0,2,0,70,1,1251
GD. TRAVERSEMAYFIELD TOWNSHIP 1,0,184,11,0,0,0,0,0,0,0,42,1,565
GD. TRAVERSEPARADISE TOWNSHIP 1,10,350,21,0,0,0,0,0,1,0,68,0,878
GD. TRAVERSEPARADISE TOWNSHIP 2,7,287,16,0,0,0,1,2,3,0,54,0,673
GD. TRAVERSEPENINSULA TOWNSHIP 1,3,966,12,0,0,0,0,0,1,0,79,0,1096
GD. TRAVERSEPENINSULA TOWNSHIP 2,1,970,20,0,0,0,0,0,3,0,74,3,1050
GD. TRAVERSETRAVERSE CITY 1,5,1143,30,0,0,0,0,0,4,0,65,2,640
GD. TRAVERSETRAVERSE CITY 10,2,495,21,0,0,0,1,0,1,0,43,1,375
GD. TRAVERSETRAVERSE CITY 3,3,996,27,0,0,0,0,0,3,0,62,1,512
GD. TRAVERSETRAVERSE CITY 7,5,760,35,0,0,0,0,0,1,0,68,1,489
GD. TRAVERSETRAVERSE CITY 8,1,1047,34,0,0,0,0,0,3,0,74,2,523
GD. TRAVERSETRAVERSE CITY 9,2,584,12,0,0,0,2,0,1,0,58,0,485
GD. TRAVERSEUNION TOWNSHIP 1,1,94,1,0,0,0,0,0,0,0,15,0,139
GD. TRAVERSEWHITEWATER TOWNSHIP 1,6,497,19,0,0,0,0,0,2,0,63,0,1065
GENESEE9999,0,0,0,0,1,0,2,15,135,0,0,0,0
GENESEEARGENTINE TOWNSHIP 1,3,523,15,0,0,0,0,0,0,0,54,1,1007
GENESEEARGENTINE TOWNSHIP 2,5,491,22,0,0,0,0,0,0,0,79,1,985
GENESEEARGENTINE TOWNSHIP 3,1,139,5,0,0,0,0,0,0,0,12,0,305
GENESEEATLAS TOWNSHIP 1,3,469,16,0,0,0,0,0,0,0,47,1,867
GENESEEATLAS TOWNSHIP 2,3,273,8,0,0,0,0,0,0,0,39,1,539
GENESEEATLAS TOWNSHIP 3,3,434,16,0,0,0,0,0,0,0,57,0,966
GENESEEATLAS TOWNSHIP 4,1,393,13,0,0,0,0,0,0,0,45,0,615
GENESEEBURTON CITY 1,4,595,16,0,0,0,0,0,0,0,28,0,513
GENESEEBURTON CITY 10,12,685,23,0,0,0,0,0,0,0,54,1,789
GENESEEBURTON CITY 11,5,422,7,0,0,0,0,0,0,0,40,0,564
GENESEEBURTON CITY 12,8,408,11,0,0,0,0,0,0,0,40,0,570
GENESEEBURTON CITY 2,5,421,23,0,0,0,0,0,0,0,39,1,455
GENESEEBURTON CITY 3,6,671,27,0,0,0,0,0,0,0,66,0,780
GENESEEBURTON CITY 4,6,488,27,0,0,0,0,0,0,0,46,1,526
GENESEEBURTON CITY 5,5,467,10,0,0,0,0,0,0,0,39,1,452
GENESEEBURTON CITY 6,1,460,10,0,0,0,0,0,0,0,12,0,243
GENESEEBURTON CITY 7,3,650,15,0,0,0,0,0,0,0,30,2,397
GENESEEBURTON CITY 8,1,639,11,0,0,0,0,0,0,0,40,1,715
GENESEEBURTON CITY 9,3,280,12,0,0,0,0,0,0,0,19,1,344
GENESEECLAYTON TOWNSHIP 1,4,638,15,0,0,0,0,0,0,0,49,1,753
GENESEECLAYTON TOWNSHIP 2,8,510,9,0,0,0,0,0,0,0,57,0,620
GENESEECLAYTON TOWNSHIP 3,2,361,9,0,0,0,0,0,0,0,35,0,421
GENESEECLAYTON TOWNSHIP 4,3,261,11,0,0,0,0,0,0,0,40,0,443
GENESEECLIO CITY 1,3,468,22,0,0,0,0,0,0,0,57,3,514
GENESEEDAVISON CITY 1,2,260,5,0,0,0,0,0,0,0,20,0,300
GENESEEDAVISON CITY 2,5,310,10,0,0,0,0,0,0,0,35,0,283
GENESEEDAVISON CITY 3,5,364,12,0,0,0,0,0,0,0,20,0,359
GENESEEDAVISON CITY 4,2,311,11,0,0,0,0,0,0,0,28,0,336
GENESEEDAVISON TOWNSHIP 1,5,497,19,0,0,0,0,0,0,0,41,1,740
GENESEEDAVISON TOWNSHIP 2,3,576,5,0,0,0,0,0,0,0,54,0,760
GENESEEDAVISON TOWNSHIP 3,8,361,7,0,0,0,0,0,0,0,29,1,671
GENESEEDAVISON TOWNSHIP 4,2,611,8,0,0,0,0,0,0,0,37,2,630
GENESEEDAVISON TOWNSHIP 5,3,519,17,0,0,0,0,0,0,0,43,0,517
GENESEEDAVISON TOWNSHIP 6,3,630,24,0,0,0,0,0,0,0,37,0,625
GENESEEDAVISON TOWNSHIP 7,8,333,12,0,0,0,0,0,0,0,46,1,672
GENESEEDAVISON TOWNSHIP 8,2,304,7,0,0,0,0,0,0,0,17,0,500
GENESEEDAVISON TOWNSHIP 9,3,499,15,0,0,0,0,0,0,0,52,0,599
GENESEEFENTON CITY 1,7,490,25,0,0,0,0,0,0,0,69,1,620
GENESEEFENTON CITY 2,4,489,21,0,0,0,0,0,0,0,48,1,655
GENESEEFENTON CITY 3,3,442,13,0,0,0,0,0,0,0,49,0,526
GENESEEFENTON CITY 4,7,535,17,0,0,0,0,0,0,0,58,0,672
GENESEEFENTON CITY 5,0,400,15,0,0,0,0,0,0,0,63,0,593
GENESEEFENTON TOWNSHIP 1,5,437,11,0,0,0,0,0,0,0,56,0,791
GENESEEFENTON TOWNSHIP 2,4,452,7,0,0,0,0,0,0,0,41,0,739
GENESEEFENTON TOWNSHIP 3,5,684,21,0,0,0,0,0,0,0,87,0,1224
GENESEEFENTON TOWNSHIP 4,3,593,11,0,0,0,0,0,0,0,63,0,1111
GENESEEFENTON TOWNSHIP 5,4,611,12,0,0,0,0,0,0,0,67,0,1118
GENESEEFENTON TOWNSHIP 6,3,361,13,0,0,0,0,0,0,0,49,0,782
GENESEEFLINT CITY 1 WARD 1,0,894,5,0,0,0,0,0,0,0,3,0,9
GENESEEFLINT CITY 10 WARD 2,0,541,4,0,0,0,0,0,0,0,2,0,10
GENESEEFLINT CITY 11 WARD 2,4,592,0,0,0,0,0,0,0,0,8,0,18
GENESEEFLINT CITY 12 WARD 2,0,522,3,0,0,0,0,0,0,0,6,0,14
GENESEEFLINT CITY 13 WARD 2,0,59,0,0,0,0,0,0,0,0,0,0,0
GENESEEFLINT CITY 14 WARD 2,2,617,6,0,0,0,0,0,0,0,2,0,16
GENESEEFLINT CITY 15 WARD 3,2,265,1,0,0,0,0,0,0,0,0,0,6
GENESEEFLINT CITY 16 WARD 3,1,757,6,0,0,0,0,0,0,0,4,0,10
GENESEEFLINT CITY 17 WARD 3,0,445,0,0,0,0,0,0,0,0,0,1,8
GENESEEFLINT CITY 18 WARD 3,0,224,1,0,0,0,0,0,0,0,1,0,6
GENESEEFLINT CITY 19 WARD 3,0,159,6,0,0,0,0,0,0,0,12,0,84
GENESEEFLINT CITY 2 WARD 1,1,820,6,0,0,0,0,0,0,0,1,2,5
GENESEEFLINT CITY 20 WARD 3,0,361,11,0,0,0,0,0,0,0,6,0,102
GENESEEFLINT CITY 21 WARD 3,0,373,2,0,0,0,0,0,0,0,2,1,20
GENESEEFLINT CITY 22 WARD 4,0,551,14,0,0,0,0,0,0,0,18,0,324
GENESEEFLINT CITY 23 WARD 4,1,211,12,0,0,0,0,0,0,0,16,0,120
