precinct,pri_dem_CLINTON,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_STEINBERG,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_lib_JOHNSON,gen_rep_TRUMP,dem_primary_total,general_total
DADENORTH DADE,57,0,44,3,2,52,0,89,0,0,0,15,0,0,95,0,192,226,34,815,104,1075
DADESOUTH DADE,30,0,16,0,3,22,1,40,0,0,1,10,0,1,32,0,115,94,15,445,46,554
DADETRENTON,50,1,55,1,4,75,1,122,0,0,2,24,0,5,185,0,293,210,55,1348,107,1613
DADEWEST BROW,23,0,28,0,0,23,0,87,0,0,1,38,0,1,140,0,75,131,53,538,51,722
DAWSONCENTRAL,115,2,97,3,12,159,1,690,2,0,6,67,0,1,371,0,1266,476,145,4683,217,5304
DAWSONEAST,106,2,121,1,10,117,2,599,2,0,1,107,0,3,476,0,1014,609,173,3983,230,4765
DAWSONNAN,312,5,269,4,25,311,3,1468,4,0,8,267,0,7,1094,0,2651,1448,356,9900,590,11704
DAWSONWEST,91,1,51,0,3,35,0,179,0,0,1,93,0,3,247,0,371,363,38,1234,143,1635
DECATURATTAPULGUS,276,0,45,2,0,13,0,43,0,0,0,2,0,0,20,0,97,749,11,386,323,1146
DECATURBAINBRIDGE-COLISEUM,393,3,113,3,16,85,1,237,1,0,5,74,0,0,262,1,521,1363,40,2165,512,3568
DECATURBRIDGE-FAIRGROUNDS,288,3,86,2,6,30,1,87,0,0,2,11,0,0,82,0,212,920,32,859,379,1811
DECATURBRINSON,46,1,12,0,3,12,0,40,0,0,1,1,0,1,27,0,133,132,3,424,59,559
DECATURCLIMAX,57,1,12,0,3,21,0,112,0,0,2,12,0,0,34,0,108,154,9,497,70,660
DECATURKENDRICK,29,0,14,0,0,10,1,35,0,0,0,1,0,0,17,0,73,77,2,262,43,341
DECATURMT PLEASANT,17,0,6,0,1,13,0,45,0,0,0,6,0,0,37,0,100,56,7,379,23,442
DECATURNAN,1325,8,337,9,34,211,3,703,1,1,12,112,0,3,546,1,1534,4124,126,6020,1679,10270
DECATURRECOVERY,22,0,15,0,1,9,0,45,0,1,0,4,0,1,31,0,99,87,9,362,37,458
DECATURWEST BAINBRIDGE,197,0,34,2,4,18,0,59,0,0,2,1,0,1,36,0,191,586,13,686,233,1285
DEKALBALLGOOD ELEM,580,0,159,0,1,10,0,30,0,0,0,11,0,0,34,0,35,1584,26,172,739,1782
DEKALBASHFORD DUNWOODY RD,301,1,120,0,3,15,1,104,2,0,1,133,1,1,359,1,171,1088,111,898,422,2097
DEKALBASHFORD PARK ELEM,169,1,115,1,2,11,0,68,1,0,1,76,0,4,306,0,152,784,125,809,286,1718
DEKALBASHFORD PARKSIDE,262,0,159,1,4,19,0,89,2,0,1,102,1,1,326,0,196,1418,105,956,422,2479
DEKALBAUSTIN,173,1,87,0,7,28,1,146,1,0,1,136,1,1,457,0,210,786,90,1065,261,1941
DEKALBAUSTIN DRIVE,383,1,107,1,0,4,1,9,0,0,0,1,0,0,14,0,11,1110,21,61,492,1192
DEKALBAVONDALE,545,2,330,0,4,17,2,86,1,0,1,90,0,0,262,1,120,1486,134,551,877,2171
DEKALBAVONDALE HIGH - 04,312,2,240,1,4,6,0,13,0,1,0,19,0,2,71,0,38,954,32,167,555,1153
DEKALBAVONDALE HIGH - 05,257,0,195,0,1,4,0,13,0,1,1,12,1,0,38,0,17,850,32,93,452,975
DEKALBBETHUNE MIDDLE,863,3,175,1,2,7,0,11,0,0,1,6,0,0,18,0,8,2411,23,81,1042,2515
DEKALBBOULDERCREST RD,505,0,100,1,0,2,0,8,1,0,1,2,0,0,4,0,15,1112,11,53,606,1176
DEKALBBOULEVARD,839,2,564,1,1,13,1,27,1,0,0,53,0,1,149,0,32,2581,142,236,1406,2959
DEKALBBRIAR VISTA ELEM,368,1,237,0,1,10,0,52,0,0,0,41,0,1,170,0,81,1373,100,409,606,1882
DEKALBBRIARCLIFF,328,2,214,1,7,17,1,83,0,0,0,74,0,4,268,0,100,1200,87,689,545,1976
DEKALBBRIARLAKE ELEM,198,0,135,0,2,21,0,80,0,0,0,71,0,0,226,0,115,709,58,487,333,1254
DEKALBBRIARWOOD,223,0,110,0,0,8,0,44,0,1,0,54,0,2,180,0,87,872,93,515,333,1480
DEKALBBROCKETT,264,2,214,1,4,31,1,85,5,0,1,42,0,0,141,0,186,971,67,584,481,1622
DEKALBBROCKETT ELEM,298,2,176,0,6,24,0,76,0,1,0,55,0,1,181,0,140,1048,62,546,476,1656
DEKALBBROOKHAVEN,258,0,159,0,2,19,0,74,3,0,0,94,0,2,355,0,182,1169,142,993,417,2304
DEKALBBROWNS MILL ELEM,983,1,202,1,1,4,0,16,0,0,0,1,0,0,22,0,19,2300,36,80,1187,2416
DEKALBBURGESS ELEM,503,0,407,1,1,6,0,17,0,0,0,23,1,4,49,0,37,1730,76,133,911,1939
DEKALBCANBY LANE ELEM,492,2,69,0,0,2,0,4,0,0,0,3,0,0,2,0,11,1085,8,31,563,1124
DEKALBCANDLER,484,5,167,1,0,5,0,14,0,0,0,7,1,0,15,0,12,1518,44,67,657,1629
DEKALBCANDLER-MURPHEY CANDLER ELEM,612,0,150,0,1,10,0,27,0,0,1,5,0,0,18,1,47,1705,27,133,762,1865
DEKALBCEDAR GROVE ELEM,948,1,179,0,0,9,0,10,0,2,0,5,0,0,13,0,13,2451,33,92,1128,2576
DEKALBCEDAR GROVE MIDDLE,326,0,61,0,0,3,0,5,0,0,0,0,0,0,6,0,3,824,5,23,387,852
DEKALBCEDAR GROVE SOUTH,910,0,167,0,1,11,1,9,0,0,0,4,0,0,11,0,23,2239,23,75,1077,2337
DEKALBCHAMBLEE,234,3,214,2,1,16,2,92,2,0,0,30,0,2,147,0,122,633,64,361,453,1058
DEKALBCHAMBLEE 2,225,1,193,0,0,14,1,68,1,0,0,75,0,0,223,0,126,970,117,687,419,1774
DEKALBCHAPEL HILL ELEM,822,1,161,1,1,9,0,9,0,0,0,3,0,0,3,0,8,1913,23,49,985,1985
DEKALBCHESNUT ELEM,219,1,154,0,1,14,0,57,1,1,1,29,0,2,108,0,99,934,58,417,374,1409
DEKALBCLAIREMONT EAST,640,2,433,4,1,7,1,41,0,0,0,85,0,1,201,1,69,1966,97,351,1079,2414
DEKALBCLAIREMONT WEST,695,0,426,1,4,11,0,54,2,0,2,77,0,2,215,0,70,1997,91,329,1122,2417
DEKALBCLAIRMONT ROAD,415,1,355,1,8,13,1,77,1,0,1,50,0,1,166,0,73,1424,86,426,772,1936
DEKALBCLARKSTON,519,1,232,1,3,12,0,30,1,1,0,12,1,0,64,0,40,2396,53,230,753,2679
DEKALBCLIFTON ELEM,362,0,77,0,0,4,0,7,0,0,0,2,0,0,8,0,4,919,14,39,439,972
DEKALBCOLUMBIA DRIVE,500,0,97,0,1,2,0,5,0,0,0,0,0,0,6,0,6,1146,16,37,597,1199
DEKALBCOLUMBIA ELEM,246,0,54,0,0,2,0,0,0,0,0,0,0,0,2,0,4,746,14,8,300,768
DEKALBCOLUMBIA MIDDLE,325,0,76,1,2,1,0,3,0,0,0,1,0,0,7,0,4,949,16,28,402,993
DEKALBCORALWOOD,513,0,296,4,2,33,3,77,2,2,0,91,0,1,326,0,144,1567,117,665,813,2349
DEKALBCOVINGTON,202,1,98,0,1,0,0,11,0,0,0,17,0,0,24,0,12,855,32,83,301,970
DEKALBCOVINGTON HWY LIBRARY,66,0,33,0,0,1,0,3,0,0,0,0,0,1,0,0,5,349,7,19,99,375
DEKALBCROSS KEYS HIGH,170,0,106,0,2,3,0,43,0,0,0,51,0,1,192,0,82,783,89,483,276,1355
DEKALBCROSSROADS,651,2,163,0,0,6,0,7,0,0,0,13,0,0,16,0,9,1572,29,78,816,1679
DEKALBDORAVILLE NORTH,212,0,164,1,2,14,0,52,2,0,0,15,0,2,86,0,93,1080,66,380,377,1526
DEKALBDORAVILLE SOUTH,124,1,105,0,0,7,1,32,1,0,1,15,0,0,41,0,59,489,41,203,230,733
DEKALBDRESDEN ELEM,308,0,239,0,3,13,0,57,0,0,1,32,0,0,110,0,93,1905,124,726,547,2755
DEKALBDRUID HILLS HIGH,358,2,225,1,2,9,0,37,0,0,0,60,0,1,137,0,46,1567,68,279,586,1914
DEKALBDUNAIRE ELEM,348,1,124,0,2,11,0,21,0,0,0,6,0,0,19,0,26,993,19,133,473,1145
DEKALBDUNWOODY,240,2,115,1,2,16,1,63,2,0,0,63,0,2,242,0,129,1071,87,723,358,1881
DEKALBDUNWOODY HIGH,141,0,89,0,6,20,0,88,0,0,0,102,0,0,329,1,163,664,68,768,230,1500
DEKALBDUNWOODY LIBRARY,185,0,89,0,5,19,1,126,1,0,1,141,1,1,451,1,226,780,82,1040,274,1902
DEKALBEAST LAKE ELEM,651,1,335,1,2,6,0,17,0,0,0,26,0,2,65,0,35,2121,85,191,988,2397
DEKALBEMBRY HILLS,227,0,178,0,4,18,2,94,0,0,0,34,0,2,166,0,96,790,75,509,405,1374
DEKALBEMORY ROAD,124,0,95,0,1,5,0,6,0,0,0,20,0,1,38,0,19,674,19,124,219,817
DEKALBEMORY SOUTH,435,1,284,0,0,5,0,52,0,0,0,73,0,0,244,0,82,1738,123,473,720,2334
DEKALBEPWORTH,831,0,687,1,3,7,1,29,0,0,0,105,2,0,176,1,65,2611,116,282,1519,3009
DEKALBEVANSDALE ELEM,313,3,210,0,1,28,1,105,2,0,1,55,0,3,191,0,122,1224,77,510,526,1811
DEKALBFAIRINGTON ELEM,667,0,155,1,0,1,0,8,0,0,0,0,0,0,6,0,10,2253,30,62,823,2345
DEKALBFERNBANK ELEM,522,1,258,0,5,0,0,39,0,0,0,74,0,1,142,0,71,1303,63,320,781,1686
DEKALBFLAKES MILL FIRE STATION,471,0,85,0,0,7,0,1,0,0,0,2,0,1,5,0,8,1132,10,29,556,1171
DEKALBFLAT ROCK ELEM,709,0,180,1,0,8,0,12,1,0,0,2,0,0,9,0,14,1707,26,58,890,1791
DEKALBFLAT SHOALS,448,1,70,1,0,1,0,1,1,0,0,0,0,1,2,0,7,1099,25,26,520,1150
DEKALBFLAT SHOALS ELEM,484,0,70,0,0,2,0,2,0,0,0,0,0,0,3,0,4,1128,15,24,554,1167
DEKALBFLAT SHOALS LIBRARY,433,2,88,0,0,7,1,6,0,0,0,0,0,0,3,0,4,1194,16,26,523,1236
DEKALBFLAT SHOALS PARKWAY,925,1,199,0,0,7,0,8,0,0,1,1,0,0,11,0,16,2085,21,71,1125,2177
DEKALBFREEDOM MIDDLE,506,1,118,1,3,3,0,26,0,1,0,4,0,2,25,0,46,1531,25,161,626,1717
DEKALBGEORGETOWN SQUARE,271,1,154,0,6,25,2,115,0,1,0,82,1,3,263,0,155,1305,110,853,426,2268
DEKALBGLENHAVEN,320,0,78,1,2,6,0,9,0,0,0,3,0,0,8,0,30,808,28,75,399,911
DEKALBGLENNWOOD - 04,165,1,147,0,0,6,0,6,1,0,0,28,0,1,60,0,13,559,30,77,313,666
DEKALBGLENNWOOD - 05,211,0,137,0,2,3,0,9,0,0,0,12,0,1,38,0,18,719,18,104,348,841
DEKALBGLENWOOD ROAD,314,0,76,2,1,5,0,7,0,0,0,0,0,0,6,0,14,969,15,56,392,1040
DEKALBGRESHAM ROAD,614,1,264,0,2,4,0,13,0,1,0,7,0,0,28,0,21,1761,57,99,879,1917
DEKALBHAMBRICK ELEM,497,2,171,1,2,9,0,30,0,0,0,11,1,0,35,0,36,1653,32,197,671,1882
DEKALBHARRIS-MARGARET HARRIS ED,232,0,160,0,3,13,0,38,1,0,0,40,0,0,113,0,46,942,59,237,392,1238
DEKALBHARRIS-NARVIE J. HARRIS ELEM,817,3,150,1,1,4,0,5,0,0,0,1,0,0,13,0,9,2203,32,40,971,2275
DEKALBHAWTHORNE ELEM,408,0,280,1,2,18,1,82,3,1,0,83,0,2,224,0,116,1681,91,591,689,2363
DEKALBHENDERSON MILL ELEM,357,2,179,1,6,22,0,114,4,1,0,70,2,4,268,0,150,1313,94,665,539,2072
DEKALBHUGH HOWELL,292,1,113,0,7,24,0,95,2,0,1,48,0,1,162,0,172,724,50,561,406,1335
DEKALBHUNTLEY HILLS ELEM,276,1,234,0,1,16,1,57,0,1,1,41,0,4,164,0,121,1311,103,503,511,1917
DEKALBIDLEWOOD ELEM,279,1,142,0,5,19,0,41,0,1,2,14,0,0,50,0,56,970,31,260,422,1261
DEKALBINDIAN CREEK ELEM,216,0,121,0,0,7,0,20,0,0,0,7,0,1,38,0,21,845,33,136,337,1014
DEKALBJOHNSON ESTATES,224,0,105,0,1,2,1,21,0,0,0,39,0,0,110,0,44,691,42,193,329,926
DEKALBJOLLY ELEM,385,3,174,1,3,10,1,36,0,0,0,15,0,3,53,0,67,1406,48,250,563,1704
DEKALBKELLEY CHAPEL ROAD,430,0,76,0,0,1,0,5,0,0,0,0,0,0,7,0,13,809,12,37,506,858
DEKALBKELLEY LAKE ELEM,642,1,93,2,0,4,0,6,0,0,1,6,0,2,6,1,11,1497,25,44,738,1566
DEKALBKING-ML KING JR HIGH,1136,1,223,0,0,3,1,9,0,0,0,0,0,2,16,0,17,2804,31,64,1360,2899
DEKALBKINGSLEY ELEM,191,1,105,1,0,29,1,121,1,0,4,129,0,0,405,1,267,724,79,1042,298,1845
DEKALBKITTREDGE ELEM,225,0,126,0,4,16,2,88,1,0,0,80,0,0,257,0,158,789,98,679,351,1566
DEKALBKNOLLWOOD ELEM,442,0,119,0,0,7,0,9,0,0,1,8,0,0,22,0,13,1193,39,46,561,1278
DEKALBLAKESIDE HIGH,428,2,244,1,10,11,1,108,1,0,0,126,0,1,344,0,180,1393,100,813,675,2306
DEKALBLAVISTA,307,0,233,0,5,8,0,49,1,0,0,46,0,0,222,0,76,1329,95,474,540,1898
DEKALBLAVISTA ROAD,302,2,197,2,1,4,0,63,0,0,1,45,0,0,211,0,70,1019,58,396,503,1473
DEKALBLIN-MARY LIN ELEM,504,1,405,2,1,7,0,34,1,0,0,56,0,2,179,0,55,1757,97,300,912,2154
DEKALBLITHONIA,177,0,47,2,0,2,0,12,0,0,0,0,0,0,9,0,13,618,10,51,226,679
DEKALBLITHONIA HIGH,527,2,116,1,2,3,0,6,1,0,0,2,0,0,1,0,5,1606,20,33,646,1659
DEKALBLIVSEY ELEM,186,1,106,0,6,20,0,75,1,0,0,47,0,1,165,0,101,592,37,454,293,1083
DEKALBMARBUT ELEM,749,2,159,0,0,2,0,0,0,1,0,1,0,0,7,0,10,2305,21,51,910,2377
DEKALBMATHIS-BOB MATHIS ELEM,833,1,158,0,1,7,0,20,1,0,0,6,0,0,15,0,14,1694,31,83,992,1808
DEKALBMCLENDON,269,2,271,0,4,5,1,34,0,0,2,23,0,2,76,0,54,1129,66,217,542,1412
DEKALBMCNAIR ACADEMY,415,1,203,0,1,1,0,6,0,0,0,4,1,0,10,0,6,1131,36,32,619,1199
DEKALBMCNAIR HIGH,627,0,353,1,1,3,0,12,0,0,0,16,0,0,48,0,33,2032,71,131,981,2234
DEKALBMCNAIR MIDDLE,442,2,145,1,0,1,1,2,0,0,0,4,0,1,15,0,6,1225,25,40,590,1290
DEKALBMCWILLIAMS,586,0,121,2,0,2,0,5,0,1,0,0,0,0,5,0,7,1376,15,39,709,1430
DEKALBMEADOWVIEW ELEM,743,3,189,0,0,4,0,7,0,1,0,4,0,3,17,0,15,1753,42,66,935,1861
DEKALBMEDLOCK ELEM,339,1,338,1,3,3,0,71,0,0,0,47,0,1,127,0,79,1198,85,331,679,1614
DEKALBMEMORIAL SOUTH,315,0,70,0,0,2,0,12,0,0,0,5,0,0,21,0,18,1189,22,74,385,1285
DEKALBMETROPOLITAN,502,2,455,0,2,2,1,16,0,0,0,10,0,1,58,0,26,1728,87,114,959,1929
DEKALBMIDVALE ELEM,246,0,127,0,2,34,0,123,0,0,1,73,1,1,259,0,161,725,84,704,373,1513
DEKALBMIDVALE ROAD,362,3,199,0,4,23,0,88,1,1,0,70,0,0,250,0,158,1292,72,591,564,1955
DEKALBMIDWAY ELEM,364,2,133,1,2,6,0,21,0,0,0,3,0,2,16,0,18,1296,40,98,500,1434
DEKALBMILLER GROVE HIGH,438,1,101,1,3,1,0,4,0,0,0,2,0,0,5,0,6,1450,17,40,541,1507
DEKALBMILLER GROVE MIDDLE,637,2,143,0,0,4,0,2,0,0,0,3,1,1,8,0,8,2013,27,36,782,2076
DEKALBMILLER GROVE ROAD,608,1,132,1,0,2,1,9,0,0,0,2,0,0,11,0,9,1330,12,47,742,1389
DEKALBMILLER-ELDRIDGE L. MILLER ELEM,670,1,159,0,0,7,0,12,0,0,1,4,0,0,19,0,25,1733,21,87,830,1841
DEKALBMONTCLAIR ELEM,205,0,129,0,2,6,1,9,0,0,1,15,0,1,38,0,28,968,45,142,334,1155
DEKALBMONTGOMERY ELEM,214,0,127,0,1,16,1,90,2,0,0,112,0,1,300,1,125,851,107,736,341,1694
DEKALBMONTREAL,196,1,149,1,6,10,0,49,0,0,1,17,0,0,74,0,71,761,51,289,347,1101
DEKALBMT. VERNON EAST,167,0,89,1,2,28,0,105,0,0,1,131,2,0,416,0,274,769,84,1048,257,1901
DEKALBMT. VERNON WEST,203,1,98,1,4,13,0,93,1,0,0,86,1,3,317,0,164,764,74,792,303,1630
DEKALBNAN,82601,170,32707,95,337,1778,71,6831,79,27,59,5587,24,153,18304,21,11179,251370,9666,51468,115573,312504
DEKALBNORTH DECATUR,179,1,149,0,0,4,0,13,2,0,0,18,0,1,60,0,33,865,51,157,329,1073
DEKALBNORTH HAIRSTON,334,0,115,2,1,4,1,18,0,0,0,11,0,1,26,0,30,1075,24,121,451,1220
DEKALBNORTH PEACHTREE,171,2,119,1,2,13,0,43,0,0,0,46,0,2,103,0,69,701,54,334,293,1089
DEKALBNORTHLAKE,220,1,142,0,0,16,1,44,0,0,0,39,0,4,164,0,92,690,64,319,363,1073
DEKALBOAK GROVE ELEM,308,1,185,1,4,13,1,81,1,0,1,63,0,0,231,0,121,1008,81,537,495,1626
DEKALBOAK VIEW ELEM,1001,0,207,0,0,5,0,8,0,0,0,1,0,1,8,0,10,2575,27,43,1208,2645
DEKALBOAKCLIFF ELEM,118,1,98,0,2,5,0,32,0,0,0,11,0,0,49,1,45,702,42,239,217,983
DEKALBOAKHURST,632,1,382,0,1,14,0,21,0,1,0,56,0,3,132,0,49,1872,85,192,1015,2149
DEKALBPANOLA,358,0,82,0,0,6,0,1,0,0,0,4,0,0,15,0,18,830,18,51,440,899
DEKALBPANOLA ROAD,452,0,84,2,0,6,0,3,0,0,0,2,0,0,8,0,4,1162,13,24,538,1199
DEKALBPANOLA WAY ELEM,313,0,87,0,0,6,0,6,0,0,0,2,0,0,2,0,5,972,23,28,400,1023
DEKALBPEACHCREST ELEM,306,1,105,0,2,8,0,10,0,0,0,2,0,0,10,0,26,987,28,80,412,1095
DEKALBPEACHTREE MIDDLE,299,2,200,0,2,17,0,75,0,0,1,41,1,0,183,0,121,1422,91,591,501,2104
DEKALBPINE LAKE,117,0,132,0,0,4,0,6,1,0,0,2,0,0,14,0,21,352,15,47,249,414
DEKALBPINEY GROVE,239,1,148,0,1,3,0,4,0,0,1,3,0,1,17,0,8,917,28,40,388,985
DEKALBPLEASANTDALE ELEM,281,0,196,0,2,8,0,47,0,0,0,17,0,1,93,0,63,1670,54,329,477,2053
DEKALBPONCE DE LEON,477,2,333,1,2,5,0,28,2,0,0,48,0,0,110,0,36,1510,53,178,813,1741
DEKALBPRINCETON ELEM,463,0,115,0,0,5,1,18,0,0,1,0,0,0,9,0,6,1297,28,54,578,1379
DEKALBRAINBOW ELEM,947,1,145,2,0,12,2,13,0,0,0,1,0,0,9,1,21,2169,24,76,1095,2269
DEKALBREDAN ELEM,634,0,137,0,0,2,0,4,0,0,0,1,0,0,8,0,9,1709,25,57,771,1791
DEKALBREDAN MIDDLE,544,0,112,1,1,3,0,19,0,0,0,5,0,0,9,0,15,1377,24,70,657,1471
DEKALBREDAN ROAD,545,0,126,0,0,4,0,10,0,0,0,2,0,2,5,0,13,1428,18,63,671,1509
DEKALBREDAN-TROTTI LIBRARY,762,3,197,1,0,5,1,9,0,0,1,2,0,1,10,0,12,2056,27,57,963,2140
DEKALBREHOBOTH,270,1,240,0,4,17,1,69,0,0,0,36,0,2,152,0,131,981,79,434,511,1494
DEKALBRENFROE MIDDLE,348,3,291,0,1,5,1,22,0,0,0,38,0,0,59,0,24,1071,51,99,642,1221
DEKALBROCK CHAPEL ELEM,506,0,136,0,0,4,0,9,0,0,0,3,0,0,9,0,17,1510,21,73,642,1604
DEKALBROCK CHAPEL ROAD,702,2,153,0,0,5,2,26,0,1,1,1,0,0,13,0,38,1996,38,168,857,2202
DEKALBROCKBRIDGE ELEM,392,1,127,1,0,3,0,26,0,0,0,9,0,0,21,0,30,1518,45,136,521,1699
DEKALBROCKBRIDGE ROAD,867,0,194,2,0,3,0,16,0,0,0,7,0,0,24,0,23,2151,30,98,1063,2279
DEKALBROWLAND ELEM,499,2,132,0,2,4,0,12,0,0,0,3,0,0,9,0,23,1561,37,108,633,1706
DEKALBROWLAND ROAD,423,1,100,1,1,10,0,22,0,0,0,8,0,0,15,0,28,1047,21,107,525,1175
DEKALBSAGAMORE HILLS ELEM,444,0,261,2,8,25,2,74,1,0,1,127,0,6,353,0,185,1391,97,741,707,2229
DEKALBSALEM MIDDLE,942,2,202,1,0,6,0,8,0,0,1,5,0,0,15,0,18,2153,23,69,1147,2245
DEKALBSCOTT,342,0,334,0,5,8,0,39,0,0,1,46,1,1,119,1,75,1315,78,303,676,1696
DEKALBSHADOW ROCK ELEM,1039,1,193,0,1,16,0,29,0,0,0,5,0,0,22,1,28,2473,24,117,1233,2614
DEKALBSHAMROCK,260,1,158,0,3,17,1,55,1,0,0,32,0,0,136,0,71,790,49,298,419,1137
DEKALBSHAW-ROBERT SHAW ELEM,451,1,292,2,0,6,2,35,1,0,0,9,0,0,75,0,64,1711,95,248,746,2054
DEKALBSILVER LAKE,316,0,148,0,5,27,1,98,3,0,0,126,0,2,516,1,208,1565,140,1332,464,3037
DEKALBSKYLAND,149,0,103,0,2,8,1,64,0,0,1,49,0,1,181,0,116,666,94,516,252,1276
DEKALBSMOKE RISE ELEM,306,1,130,0,4,21,0,113,1,0,1,63,0,0,204,1,192,813,46,679,437,1538
DEKALBSNAPFINGER ELEM,543,0,97,1,1,5,0,2,0,0,0,0,0,0,5,0,6,1092,21,45,641,1158
DEKALBSNAPFINGER ROAD NORTH,463,0,94,0,0,2,0,11,0,0,0,1,0,1,2,0,18,1190,12,52,557,1254
DEKALBSNAPFINGER ROAD SOUTH,543,0,105,1,2,8,0,6,0,0,0,3,0,0,7,0,10,1192,13,47,649,1252
DEKALBSOUTH DESHON,720,0,164,0,0,6,0,9,0,0,0,3,0,0,7,0,12,1921,28,51,884,2000
DEKALBSOUTH HAIRSTON,684,1,163,0,2,9,0,12,0,0,0,4,0,0,17,0,20,1896,18,89,848,2003
DEKALBSTEPHENSON HIGH,694,1,162,0,1,5,0,12,0,0,0,3,0,0,17,0,26,1877,34,118,857,2029
DEKALBSTEPHENSON MIDDLE,783,1,192,0,0,5,0,18,0,1,0,4,0,3,26,0,34,2034,39,126,976,2199
DEKALBSTONE MILL ELEM,273,1,93,0,1,4,1,7,1,0,0,2,0,2,8,0,20,1249,15,87,367,1351
DEKALBSTONE MOUNTAIN CHAMPION,384,1,129,2,2,5,0,33,0,0,0,3,0,0,25,0,39,1238,36,158,516,1432
DEKALBSTONE MOUNTAIN ELEM,365,1,97,1,5,23,1,52,0,0,1,34,0,0,100,0,76,1033,30,408,464,1471
DEKALBSTONE MOUNTAIN LIBRARY,164,1,66,0,0,4,0,31,0,0,0,6,1,0,24,0,36,639,26,161,231,826
DEKALBSTONE MOUNTAIN MIDDLE,178,2,91,0,0,3,0,16,0,0,1,3,0,0,16,1,26,1048,29,88,271,1165
DEKALBSTONEVIEW ELEM,246,1,69,0,2,3,0,6,0,0,0,2,0,0,4,0,4,767,8,47,316,822
DEKALBTERRY MILL ELEM,513,0,176,1,0,0,0,7,1,1,1,4,0,0,19,0,9,1406,29,56,690,1491
DEKALBTILLY MILL ROAD,124,0,75,0,2,20,1,104,0,0,1,65,0,1,220,0,135,482,75,588,199,1145
DEKALBTONEY ELEM,393,2,79,0,0,5,0,1,0,0,0,1,0,1,6,0,3,923,12,30,474,965
DEKALBTUCKER,327,0,315,0,9,35,1,175,0,1,1,81,0,6,243,1,232,1137,122,871,642,2130
DEKALBTUCKER LIBRARY,327,1,184,0,5,20,1,78,1,0,1,62,0,2,176,2,129,1121,83,546,512,1750
DEKALBVALLEY BROOK,127,0,120,0,2,4,1,25,0,0,0,14,0,0,50,0,35,471,37,149,247,657
DEKALBWADSWORTH ELEM - 04,396,0,65,1,1,6,0,5,0,0,1,1,0,0,3,0,9,1057,19,37,462,1113
DEKALBWADSWORTH ELEM - 05,212,1,53,0,1,2,0,1,1,0,0,0,0,0,2,0,1,486,7,2,266,495
DEKALBWARREN TECH,132,0,120,0,1,8,0,37,0,0,1,21,0,0,79,0,62,524,31,260,252,815
DEKALBWESLEY CHAPEL LIBRARY,904,2,188,0,1,7,0,10,0,0,0,6,0,1,15,0,11,1885,22,51,1094,1958
DEKALBWHITE OAK,441,0,103,0,0,2,0,6,0,0,0,1,0,1,7,0,6,1331,32,43,544,1406
DEKALBWHITEFOORD ELEM,549,2,503,0,1,6,0,15,1,1,0,8,0,0,73,0,21,2021,107,171,1054,2299
DEKALBWINNONA PARK ELEM,451,2,316,0,0,2,2,12,0,0,1,44,0,2,119,0,28,1305,48,135,769,1488
DEKALBWINTERS CHAPEL,147,1,74,0,4,15,1,73,1,0,1,46,1,2,170,1,135,512,57,486,222,1055
DEKALBWOODRIDGE ELEM,663,0,169,1,1,5,0,18,0,0,0,3,0,0,13,0,22,1802,36,123,833,1961
DEKALBWOODROW ROAD,954,2,246,0,0,12,1,22,0,0,1,2,0,1,27,0,38,3155,34,145,1202,3334
DEKALBWOODWARD ELEM,218,0,139,1,1,6,0,42,0,0,0,32,0,2,104,0,81,976,65,397,358,1438
DEKALBWYNBROOKE ELEM,838,2,201,0,2,16,1,13,0,0,0,10,0,0,19,0,30,2079,33,128,1041,2240
DEKALBYOUNG ROAD,534,0,118,0,0,4,0,3,0,0,0,4,0,0,10,0,12,1145,17,35,652,1197
DODGECHAUNCEY,20,0,5,0,0,4,2,20,0,0,0,3,0,0,14,0,52,57,6,200,25,263
DODGECLARK,1,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,21,5,0,54,1,59
DODGEEDDIN,81,0,13,1,0,19,0,38,0,0,1,2,0,0,44,0,140,195,14,439,95,648
DODGEEMPIRE,9,0,11,0,1,11,0,29,0,0,0,5,1,0,17,0,60,23,5,229,20,257
DODGEJAYBIRD,13,1,2,0,1,4,0,3,0,0,0,0,0,0,7,0,40,52,0,89,16,141
DODGEJONES,7,0,4,0,1,13,0,26,1,0,1,4,0,0,21,0,69,33,7,256,11,296
DODGELEE,279,0,52,2,2,83,0,139,0,0,5,39,1,3,189,2,390,979,71,1692,333,2742
DODGEMCCRANIE,8,0,1,0,0,8,0,22,0,0,0,2,0,0,24,0,58,31,5,176,9,212
DODGEMILAN,12,0,6,0,0,10,0,22,0,0,0,6,0,0,14,0,59,43,1,170,18,214
DODGEMITCHELL,23,0,13,0,0,8,0,22,0,0,3,1,0,1,15,0,57,56,1,181,36,238
