precinct,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_lib_JOHNSON,gen_rep_TRUMP
2NORTHVERSAILLESWARD5-1,0,182,4,8,126
2NORTHVERSAILLESWARD5-2,2,119,2,2,107
2NORTHVERSAILLESWARD6-1,1,190,2,14,272
2NORTHVERSAILLESWARD6-2,3,162,3,7,222
2NORTHVERSAILLESWARD7,2,347,2,8,90
2OAKDALEDISTRICT1,3,187,1,10,237
2OAKDALEDISTRICT2,2,145,3,11,180
2OAKMONTDISTRICT1,4,368,2,29,300
2OAKMONTDISTRICT2,1,370,4,15,401
2OAKMONTDISTRICT3,3,284,2,12,245
2OAKMONTDISTRICT4,6,337,2,22,275
2OAKMONTDISTRICT5,1,279,4,15,226
2OAKMONTDISTRICT6,5,412,4,20,316
2OHARAWARD1-1,3,394,4,22,299
2OHARAWARD1-2,0,261,4,12,202
2OHARAWARD2-1,1,275,4,18,165
2OHARAWARD2-2,1,375,9,17,295
2OHARAWARD3-1,1,278,3,16,233
2OHARAWARD3-2,1,197,4,16,227
2OHARAWARD4-1,0,251,2,9,141
2OHARAWARD4-2,1,408,3,16,187
2OHARAWARD5-1,5,324,1,17,224
2OHARAWARD5-2,2,423,2,10,236
2OHIODISTRICT1,1,439,7,45,561
2OHIODISTRICT2,4,483,4,26,644
2OHIODISTRICT3,4,626,5,44,608
2PENNHILLSWARD1-1,1,498,1,2,28
2PENNHILLSWARD1-2,1,494,2,1,41
2PENNHILLSWARD1-3,1,335,0,2,11
2PENNHILLSWARD1-4,0,200,0,2,11
2PENNHILLSWARD1-5,0,173,1,0,1
2PENNHILLSWARD2-1,0,465,5,10,50
2PENNHILLSWARD2-2,1,463,7,4,44
2PENNHILLSWARD2-3,3,514,5,6,109
2PENNHILLSWARD2-4,1,373,6,8,67
2PENNHILLSWARD3-1,1,311,5,10,201
2PENNHILLSWARD3-2,0,263,2,7,77
2PENNHILLSWARD3-3,2,342,4,11,90
2PENNHILLSWARD3-4,7,437,3,7,120
2PENNHILLSWARD3-5,0,211,2,9,62
2PENNHILLSWARD3-6,2,211,1,5,117
2PENNHILLSWARD4-1,1,281,3,12,92
2PENNHILLSWARD4-2,1,360,5,8,145
2PENNHILLSWARD4-3,0,344,7,14,169
2PENNHILLSWARD4-4,0,299,4,12,107
2PENNHILLSWARD4-5,3,262,3,9,131
2PENNHILLSWARD5-1,0,329,2,4,170
2PENNHILLSWARD5-2,1,253,1,7,138
2PENNHILLSWARD5-3,0,321,3,11,194
2PENNHILLSWARD5-4,0,279,3,12,185
2PENNHILLSWARD5-5,1,236,2,5,127
2PENNHILLSWARD5-6,2,322,6,6,187
2PENNHILLSWARD6-1,3,204,0,5,155
2PENNHILLSWARD6-2,0,302,3,4,131
2PENNHILLSWARD6-3,3,273,6,6,121
2PENNHILLSWARD6-4,0,357,2,5,53
2PENNHILLSWARD6-5,1,309,2,3,101
2PENNHILLSWARD6-6,2,281,4,8,141
2PENNHILLSWARD7-1,1,377,3,7,123
2PENNHILLSWARD7-2,2,221,3,8,170
2PENNHILLSWARD7-3,1,447,3,11,172
2PENNHILLSWARD7-4,6,237,5,11,193
2PENNHILLSWARD7-5,4,309,1,10,169
2PENNHILLSWARD7-6,1,355,2,5,178
2PENNHILLSWARD7-7,0,240,2,11,216
2PENNHILLSWARD8-1,5,236,4,10,228
2PENNHILLSWARD8-2,2,189,3,10,207
2PENNHILLSWARD8-3,2,177,5,14,199
2PENNHILLSWARD8-4,0,239,3,10,240
2PENNHILLSWARD8-5,4,346,8,21,277
2PENNHILLSWARD8-6,1,169,3,5,201
2PENNHILLSWARD9-1,0,210,1,17,187
2PENNHILLSWARD9-2,0,211,4,9,170
2PENNHILLSWARD9-3,1,310,3,16,271
2PENNHILLSWARD9-4,2,233,2,17,206
2PENNHILLSWARD9-5,0,202,1,0,15
2PINEDISTRICT1,1,363,3,23,518
2PINEDISTRICT2,0,443,2,45,753
2PINEDISTRICT3,2,121,0,9,214
2PINEDISTRICT4,4,356,7,21,514
2PINEDISTRICT5,2,496,3,39,685
2PINEDISTRICT6,3,138,2,13,258
2PINEDISTRICT7,4,417,1,47,528
2PINEDISTRICT8,1,295,5,16,494
2PITCAIRNDISTRICT1,1,301,3,12,255
2PITCAIRNDISTRICT2,1,163,6,8,120
2PITCAIRNDISTRICT3,1,188,6,19,256
2PITTSBURGHWARD1-1,2,1136,21,51,405
2PITTSBURGHWARD1-2,1,263,11,6,40
2PITTSBURGHWARD10-1,0,250,2,10,75
2PITTSBURGHWARD10-10,3,354,6,15,111
2PITTSBURGHWARD10-11,1,327,9,10,92
2PITTSBURGHWARD10-12,0,351,6,3,29
2PITTSBURGHWARD10-13,0,347,3,11,53
2PITTSBURGHWARD10-14,0,374,1,2,41
2PITTSBURGHWARD10-15,0,242,2,0,12
2PITTSBURGHWARD10-16,0,197,3,0,5
2PITTSBURGHWARD10-17,1,322,7,7,23
2PITTSBURGHWARD10-18,1,330,6,4,12
2PITTSBURGHWARD10-19,0,299,5,3,12
2PITTSBURGHWARD10-2,1,314,7,11,82
2PITTSBURGHWARD10-3,0,366,10,7,88
2PITTSBURGHWARD10-4,0,327,4,5,87
2PITTSBURGHWARD10-5,4,278,5,13,80
2PITTSBURGHWARD10-6,1,242,2,18,92
2PITTSBURGHWARD10-7,1,283,5,10,113
2PITTSBURGHWARD10-8,1,272,9,9,137
2PITTSBURGHWARD10-9,1,262,5,13,111
2PITTSBURGHWARD11-1,3,385,4,10,40
2PITTSBURGHWARD11-10,0,392,5,5,61
2PITTSBURGHWARD11-11,3,432,8,13,37
2PITTSBURGHWARD11-12,2,426,11,2,43
2PITTSBURGHWARD11-13,2,434,5,3,53
2PITTSBURGHWARD11-14,0,344,2,1,18
2PITTSBURGHWARD11-15,0,151,2,0,2
2PITTSBURGHWARD11-16,1,320,7,5,33
2PITTSBURGHWARD11-17,0,406,4,1,20
2PITTSBURGHWARD11-18,2,304,6,7,14
2PITTSBURGHWARD11-2,0,360,9,10,12
2PITTSBURGHWARD11-3,0,293,2,1,7
2PITTSBURGHWARD11-4,0,325,5,2,3
2PITTSBURGHWARD11-5,0,341,8,5,16
2PITTSBURGHWARD11-6,1,514,9,12,45
2PITTSBURGHWARD11-7,0,390,10,10,73
2PITTSBURGHWARD11-8,0,338,5,10,53
2PITTSBURGHWARD11-9,0,434,9,8,48
2PITTSBURGHWARD12-1,0,119,1,3,13
2PITTSBURGHWARD12-10,0,281,1,1,4
2PITTSBURGHWARD12-11,0,310,1,1,5
2PITTSBURGHWARD12-12,0,328,3,0,14
2PITTSBURGHWARD12-13,0,262,0,1,2
2PITTSBURGHWARD12-14,1,209,2,1,3
2PITTSBURGHWARD12-15,0,398,1,1,6
2PITTSBURGHWARD12-16,1,240,2,0,8
2PITTSBURGHWARD12-2,0,220,1,1,3
2PITTSBURGHWARD12-3,0,71,1,0,4
2PITTSBURGHWARD12-4,0,217,0,1,3
2PITTSBURGHWARD12-5,0,94,0,1,2
2PITTSBURGHWARD12-6,0,146,1,1,3
2PITTSBURGHWARD12-7,1,171,0,0,3
2PITTSBURGHWARD12-8,0,140,0,1,3
2PITTSBURGHWARD12-9,0,182,1,1,4
2PITTSBURGHWARD13-1,0,212,3,0,0
2PITTSBURGHWARD13-10,0,137,0,2,3
2PITTSBURGHWARD13-11,0,224,0,2,4
2PITTSBURGHWARD13-12,0,282,3,1,8
2PITTSBURGHWARD13-13,0,187,1,2,1
2PITTSBURGHWARD13-14,1,138,1,1,7
2PITTSBURGHWARD13-15,1,209,1,3,3
2PITTSBURGHWARD13-16,0,197,1,2,8
2PITTSBURGHWARD13-17,1,485,0,2,10
2PITTSBURGHWARD13-18,1,118,0,0,2
2PITTSBURGHWARD13-19,1,341,1,2,9
2PITTSBURGHWARD13-2,0,251,1,0,8
2PITTSBURGHWARD13-3,1,219,2,0,4
2PITTSBURGHWARD13-4,0,171,1,0,1
2PITTSBURGHWARD13-5,0,196,1,1,2
2PITTSBURGHWARD13-6,1,213,0,0,2
2PITTSBURGHWARD13-7,0,220,2,0,8
2PITTSBURGHWARD13-8,1,152,0,1,5
2PITTSBURGHWARD13-9,0,184,0,3,4
2PITTSBURGHWARD14-1,0,339,3,9,46
2PITTSBURGHWARD14-10,2,443,3,13,55
2PITTSBURGHWARD14-11,0,504,3,10,91
2PITTSBURGHWARD14-12,1,468,4,10,34
2PITTSBURGHWARD14-13,0,526,4,8,32
2PITTSBURGHWARD14-14,5,526,11,14,64
2PITTSBURGHWARD14-15,0,479,7,15,41
2PITTSBURGHWARD14-16,1,307,3,5,63
2PITTSBURGHWARD14-17,0,324,5,5,50
2PITTSBURGHWARD14-18,0,474,13,16,64
2PITTSBURGHWARD14-19,0,416,11,5,61
2PITTSBURGHWARD14-2,1,513,6,11,59
2PITTSBURGHWARD14-20,0,394,5,6,56
2PITTSBURGHWARD14-21,1,354,4,6,59
2PITTSBURGHWARD14-22,0,463,6,7,49
2PITTSBURGHWARD14-23,0,426,6,5,75
2PITTSBURGHWARD14-24,0,334,3,9,45
2PITTSBURGHWARD14-25,1,556,8,10,131
2PITTSBURGHWARD14-26,1,371,2,12,80
2PITTSBURGHWARD14-27,2,297,3,13,119
2PITTSBURGHWARD14-28,1,251,6,9,145
2PITTSBURGHWARD14-29,2,481,5,10,80
2PITTSBURGHWARD14-3,0,525,0,12,65
2PITTSBURGHWARD14-30,2,418,4,5,96
2PITTSBURGHWARD14-31,1,651,7,16,150
2PITTSBURGHWARD14-32,1,384,8,10,70
2PITTSBURGHWARD14-33,2,380,5,12,115
2PITTSBURGHWARD14-34,2,377,4,12,126
2PITTSBURGHWARD14-35,2,330,1,4,63
2PITTSBURGHWARD14-36,0,457,10,17,74
2PITTSBURGHWARD14-37,1,310,2,6,97
2PITTSBURGHWARD14-38,0,319,3,9,47
2PITTSBURGHWARD14-39,0,314,4,5,72
2PITTSBURGHWARD14-4,0,489,4,9,52
2PITTSBURGHWARD14-40,0,268,5,12,45
2PITTSBURGHWARD14-41,0,33,2,3,11
2PITTSBURGHWARD14-5,0,497,3,3,78
2PITTSBURGHWARD14-6,1,326,1,6,68
2PITTSBURGHWARD14-7,1,1358,11,31,129
2PITTSBURGHWARD14-8,1,415,1,7,71
2PITTSBURGHWARD14-9,2,513,9,11,92
2PITTSBURGHWARD15-1,3,306,3,2,78
2PITTSBURGHWARD15-10,1,321,6,11,122
2PITTSBURGHWARD15-11,1,236,5,13,149
2PITTSBURGHWARD15-12,0,230,5,11,91
2PITTSBURGHWARD15-13,0,244,1,2,22
2PITTSBURGHWARD15-14,2,154,2,2,28
2PITTSBURGHWARD15-15,0,159,3,4,44
2PITTSBURGHWARD15-16,1,327,2,3,51
2PITTSBURGHWARD15-17,0,20,0,0,2
2PITTSBURGHWARD15-18,1,279,6,7,61
2PITTSBURGHWARD15-19,1,251,1,2,19
2PITTSBURGHWARD15-2,0,384,10,12,117
2PITTSBURGHWARD15-3,1,299,7,8,102
2PITTSBURGHWARD15-4,4,337,5,17,101
2PITTSBURGHWARD15-5,0,267,3,19,81
2PITTSBURGHWARD15-6,1,282,3,9,97
2PITTSBURGHWARD15-7,1,343,6,14,145
2PITTSBURGHWARD15-8,0,319,6,14,97
2PITTSBURGHWARD15-9,0,79,9,3,23
2PITTSBURGHWARD16-1,1,316,4,11,128
2PITTSBURGHWARD16-10,0,145,4,4,86
2PITTSBURGHWARD16-11,1,175,3,3,73
2PITTSBURGHWARD16-2,1,500,1,31,140
2PITTSBURGHWARD16-3,0,335,5,20,161
2PITTSBURGHWARD16-4,0,193,2,14,50
2PITTSBURGHWARD16-5,1,249,3,18,101
2PITTSBURGHWARD16-6,0,202,9,15,122
2PITTSBURGHWARD16-7,0,161,6,7,72
2PITTSBURGHWARD16-8,0,103,2,0,3
2PITTSBURGHWARD16-9,0,229,4,5,80
2PITTSBURGHWARD17-1,1,41,4,3,32
2PITTSBURGHWARD17-2,0,331,7,17,159
2PITTSBURGHWARD17-3,0,276,4,17,108
2PITTSBURGHWARD17-4,0,343,11,14,149
2PITTSBURGHWARD17-5,2,256,6,12,100
2PITTSBURGHWARD17-6,0,182,3,13,85
2PITTSBURGHWARD17-7,2,175,2,7,67
2PITTSBURGHWARD17-8,0,190,5,5,62
2PITTSBURGHWARD18-1,1,221,5,12,192
2PITTSBURGHWARD18-10,0,31,1,1,21
2PITTSBURGHWARD18-11,2,265,5,16,61
2PITTSBURGHWARD18-2,0,274,3,3,6
2PITTSBURGHWARD18-3,0,243,2,1,2
2PITTSBURGHWARD18-4,0,248,1,0,22
2PITTSBURGHWARD18-5,1,410,8,29,187
2PITTSBURGHWARD18-6,0,182,5,1,21
2PITTSBURGHWARD18-7,1,187,3,12,75
2PITTSBURGHWARD18-8,0,125,1,1,15
2PITTSBURGHWARD18-9,1,279,5,9,79
2PITTSBURGHWARD19-1,2,218,3,15,155
2PITTSBURGHWARD19-10,0,249,10,11,139
2PITTSBURGHWARD19-11,0,183,2,7,87
2PITTSBURGHWARD19-12,0,178,4,6,133
2PITTSBURGHWARD19-13,0,196,6,8,79
2PITTSBURGHWARD19-14,3,225,3,19,102
2PITTSBURGHWARD19-15,1,297,8,11,116
2PITTSBURGHWARD19-16,1,270,6,15,99
2PITTSBURGHWARD19-17,4,260,10,5,114
2PITTSBURGHWARD19-18,0,234,11,10,63
2PITTSBURGHWARD19-19,2,217,3,14,113
2PITTSBURGHWARD19-2,3,249,3,17,167
2PITTSBURGHWARD19-20,2,209,7,9,140
2PITTSBURGHWARD19-21,4,264,10,12,122
2PITTSBURGHWARD19-22,2,264,10,10,117
2PITTSBURGHWARD19-23,1,234,9,2,162
2PITTSBURGHWARD19-24,1,217,7,14,120
2PITTSBURGHWARD19-25,0,226,8,16,136
2PITTSBURGHWARD19-26,1,205,6,8,112
2PITTSBURGHWARD19-27,1,179,3,10,116
2PITTSBURGHWARD19-28,1,338,6,14,159
2PITTSBURGHWARD19-29,4,198,3,8,144
2PITTSBURGHWARD19-3,1,231,7,12,145
2PITTSBURGHWARD19-30,1,234,4,11,139
2PITTSBURGHWARD19-31,1,183,1,7,169
2PITTSBURGHWARD19-32,0,227,5,10,126
2PITTSBURGHWARD19-33,1,174,4,5,146
2PITTSBURGHWARD19-34,1,210,5,11,145
2PITTSBURGHWARD19-35,3,204,6,5,137
2PITTSBURGHWARD19-36,1,259,7,13,198
2PITTSBURGHWARD19-37,1,179,5,11,131
2PITTSBURGHWARD19-38,0,187,7,18,131
2PITTSBURGHWARD19-4,0,192,0,5,86
2PITTSBURGHWARD19-5,0,183,2,11,105
2PITTSBURGHWARD19-6,2,210,1,14,123
2PITTSBURGHWARD19-7,0,88,4,8,56
2PITTSBURGHWARD19-8,0,210,8,15,132
2PITTSBURGHWARD19-9,1,226,7,10,102
2PITTSBURGHWARD2-1,1,831,8,35,336
2PITTSBURGHWARD2-2,1,374,4,19,169
2PITTSBURGHWARD20-1,1,230,1,15,198
2PITTSBURGHWARD20-10,1,281,4,7,69
2PITTSBURGHWARD20-11,0,363,1,6,76
2PITTSBURGHWARD20-12,0,436,5,10,157
2PITTSBURGHWARD20-13,0,273,3,3,36
2PITTSBURGHWARD20-14,3,374,4,9,165
2PITTSBURGHWARD20-15,2,319,10,18,185
2PITTSBURGHWARD20-16,2,228,4,10,231
2PITTSBURGHWARD20-17,1,183,1,8,149
2PITTSBURGHWARD20-18,3,177,2,4,193
2PITTSBURGHWARD20-2,0,82,2,3,57
2PITTSBURGHWARD20-3,1,263,8,11,209
2PITTSBURGHWARD20-4,0,27,1,1,10
2PITTSBURGHWARD20-5,1,237,0,11,106
2PITTSBURGHWARD20-6,3,222,4,10,74
2PITTSBURGHWARD20-7,4,317,3,5,88
2PITTSBURGHWARD20-8,5,348,2,6,119
2PITTSBURGHWARD20-9,0,74,2,2,44
2PITTSBURGHWARD21-1,0,258,1,1,21
2PITTSBURGHWARD21-2,1,282,1,3,17
2PITTSBURGHWARD21-3,0,435,4,2,17
2PITTSBURGHWARD21-4,0,354,6,3,33
2PITTSBURGHWARD22-1,1,378,3,20,85
2PITTSBURGHWARD22-2,0,391,4,8,64
2PITTSBURGHWARD22-3,0,376,6,2,50
2PITTSBURGHWARD22-4,0,392,5,12,56
2PITTSBURGHWARD23-1,0,478,10,18,152
2PITTSBURGHWARD23-2,2,348,3,19,104
2PITTSBURGHWARD23-3,0,132,10,6,49
2PITTSBURGHWARD24-1,1,156,5,8,87
2PITTSBURGHWARD24-2,0,161,2,8,107
2PITTSBURGHWARD24-3,0,133,4,12,87
2PITTSBURGHWARD24-4,0,260,8,9,128
2PITTSBURGHWARD24-5,0,203,2,5,85
2PITTSBURGHWARD24-6,2,206,2,9,131
2PITTSBURGHWARD25-1,1,278,3,6,24
2PITTSBURGHWARD25-2,0,225,3,2,15
2PITTSBURGHWARD25-3,2,348,6,6,30
2PITTSBURGHWARD25-4,0,179,0,2,7
2PITTSBURGHWARD25-5,0,195,2,0,18
2PITTSBURGHWARD25-6,0,209,0,0,12
2PITTSBURGHWARD25-7,0,198,2,5,84
2PITTSBURGHWARD26-1,0,300,6,1,23
2PITTSBURGHWARD26-10,1,361,10,4,62
2PITTSBURGHWARD26-11,1,408,2,9,69
2PITTSBURGHWARD26-12,4,232,3,9,80
2PITTSBURGHWARD26-13,0,266,4,5,105
2PITTSBURGHWARD26-14,3,250,9,9,188
2PITTSBURGHWARD26-15,2,186,7,12,155
2PITTSBURGHWARD26-16,0,334,6,11,109
2PITTSBURGHWARD26-17,2,68,2,3,52
2PITTSBURGHWARD26-2,0,246,1,0,10
2PITTSBURGHWARD26-3,3,249,0,5,28
2PITTSBURGHWARD26-4,0,210,2,3,37
2PITTSBURGHWARD26-5,0,259,1,2,2
2PITTSBURGHWARD26-6,0,228,0,0,7
2PITTSBURGHWARD26-7,0,183,0,4,14
2PITTSBURGHWARD26-8,2,234,0,1,51
2PITTSBURGHWARD26-9,1,162,4,4,91
2PITTSBURGHWARD27-1,3,331,2,11,224
2PITTSBURGHWARD27-10,1,298,0,6,85
2PITTSBURGHWARD27-11,2,294,3,11,83
2PITTSBURGHWARD27-12,0,244,6,4,64
2PITTSBURGHWARD27-13,1,279,2,2,68
2PITTSBURGHWARD27-2,4,278,1,13,194
2PITTSBURGHWARD27-3,0,261,3,16,127
2PITTSBURGHWARD27-4,1,329,6,12,146
2PITTSBURGHWARD27-5,2,320,6,9,156
2PITTSBURGHWARD27-6,3,344,3,13,91
2PITTSBURGHWARD27-7,3,279,5,10,141
2PITTSBURGHWARD27-8,1,284,5,15,117
2PITTSBURGHWARD27-9,0,249,5,8,95
2PITTSBURGHWARD28-1,1,242,4,8,214
2PITTSBURGHWARD28-10,0,211,4,13,87
2PITTSBURGHWARD28-11,0,76,0,1,8
2PITTSBURGHWARD28-2,0,211,7,17,103
2PITTSBURGHWARD28-3,0,357,4,15,249
2PITTSBURGHWARD28-4,0,257,0,9,211
2PITTSBURGHWARD28-5,4,301,1,12,158
2PITTSBURGHWARD28-6,1,232,4,8,167
2PITTSBURGHWARD28-7,2,277,1,8,72
2PITTSBURGHWARD28-8,1,378,7,13,227
2PITTSBURGHWARD28-9,4,321,2,2,74
2PITTSBURGHWARD29-1,1,209,2,6,169
2PITTSBURGHWARD29-10,3,202,1,14,139
2PITTSBURGHWARD29-11,1,223,6,18,170
2PITTSBURGHWARD29-12,0,195,2,7,128
2PITTSBURGHWARD29-2,1,213,3,7,147
2PITTSBURGHWARD29-3,0,181,3,11,113
2PITTSBURGHWARD29-4,3,194,7,3,140
2PITTSBURGHWARD29-5,1,209,3,2,123
2PITTSBURGHWARD29-6,0,212,4,15,165
2PITTSBURGHWARD29-7,3,229,5,12,156
2PITTSBURGHWARD29-8,2,183,6,7,123
2PITTSBURGHWARD29-9,1,155,4,9,102
2PITTSBURGHWARD3-1,0,157,1,1,3
2PITTSBURGHWARD3-2,0,433,4,5,13
2PITTSBURGHWARD3-3,0,236,2,0,4
2PITTSBURGHWARD3-4,0,221,1,10,36
2PITTSBURGHWARD3-5,0,253,3,1,9
2PITTSBURGHWARD30-1,1,206,6,1,34
2PITTSBURGHWARD30-2,0,259,5,2,19
2PITTSBURGHWARD30-3,1,183,0,1,31
2PITTSBURGHWARD30-4,1,293,3,4,73
2PITTSBURGHWARD30-5,2,313,3,4,93
2PITTSBURGHWARD31-1,0,77,2,3,67
2PITTSBURGHWARD31-2,0,107,3,4,208
2PITTSBURGHWARD31-3,0,181,10,14,210
2PITTSBURGHWARD31-4,1,149,4,7,236
2PITTSBURGHWARD31-5,1,240,3,5,275
2PITTSBURGHWARD31-6,0,151,2,11,242
2PITTSBURGHWARD31-7,0,70,1,1,21
2PITTSBURGHWARD32-1,0,132,2,8,202
2PITTSBURGHWARD32-2,3,212,5,11,204
2PITTSBURGHWARD32-3,0,202,4,4,150
2PITTSBURGHWARD32-4,2,137,2,6,90
2PITTSBURGHWARD32-5,0,218,2,14,178
2PITTSBURGHWARD32-6,0,189,4,8,246
2PITTSBURGHWARD32-7,3,198,5,9,153
2PITTSBURGHWARD32-8,2,244,1,15,259
2PITTSBURGHWARD4-1,0,160,1,1,13
2PITTSBURGHWARD4-10,0,252,1,7,39
2PITTSBURGHWARD4-11,0,316,4,4,82
2PITTSBURGHWARD4-12,1,336,5,16,53
2PITTSBURGHWARD4-13,0,385,3,11,48
2PITTSBURGHWARD4-14,0,766,14,36,154
2PITTSBURGHWARD4-15,1,513,11,33,91
2PITTSBURGHWARD4-16,0,694,7,32,152
2PITTSBURGHWARD4-17,1,367,9,12,60
2PITTSBURGHWARD4-18,1,318,3,8,28
2PITTSBURGHWARD4-19,0,125,4,2,19
2PITTSBURGHWARD4-2,2,379,7,15,56
2PITTSBURGHWARD4-3,0,218,0,0,7
2PITTSBURGHWARD4-4,0,148,1,0,3
2PITTSBURGHWARD4-5,0,467,6,33,134
2PITTSBURGHWARD4-6,0,392,5,16,74
2PITTSBURGHWARD4-7,0,1296,19,58,298
2PITTSBURGHWARD4-8,4,1455,18,69,385
2PITTSBURGHWARD4-9,0,337,2,4,57
2PITTSBURGHWARD5-1,0,181,0,0,0
2PITTSBURGHWARD5-10,0,281,1,5,6
2PITTSBURGHWARD5-11,2,213,3,2,5
2PITTSBURGHWARD5-12,0,277,3,1,8
2PITTSBURGHWARD5-13,0,163,0,1,3
2PITTSBURGHWARD5-14,0,151,1,1,1
2PITTSBURGHWARD5-15,0,149,1,1,2
2PITTSBURGHWARD5-16,0,51,0,0,1
2PITTSBURGHWARD5-17,0,144,1,1,8
2PITTSBURGHWARD5-18,0,29,2,0,1
2PITTSBURGHWARD5-2,0,214,1,5,7
2PITTSBURGHWARD5-3,0,101,3,1,1
2PITTSBURGHWARD5-4,0,66,1,0,1
2PITTSBURGHWARD5-5,0,153,2,0,2
2PITTSBURGHWARD5-6,0,309,0,2,6
2PITTSBURGHWARD5-7,0,279,3,1,11
2PITTSBURGHWARD5-8,1,275,7,0,9
2PITTSBURGHWARD5-9,3,501,7,17,87
2PITTSBURGHWARD6-1,1,435,5,11,86
2PITTSBURGHWARD6-2,0,307,7,10,64
2PITTSBURGHWARD6-3,1,408,11,19,61
2PITTSBURGHWARD6-4,4,290,11,6,97
2PITTSBURGHWARD6-5,0,261,6,6,45
2PITTSBURGHWARD7-1,0,314,3,4,68
2PITTSBURGHWARD7-10,1,549,5,15,101
2PITTSBURGHWARD7-11,0,556,5,21,91
2PITTSBURGHWARD7-12,0,501,2,15,85
2PITTSBURGHWARD7-13,1,224,4,9,39
2PITTSBURGHWARD7-14,0,222,4,5,67
2PITTSBURGHWARD7-2,0,542,3,20,135
2PITTSBURGHWARD7-3,2,368,3,8,41
2PITTSBURGHWARD7-4,2,533,6,19,84
2PITTSBURGHWARD7-5,0,337,7,12,74
2PITTSBURGHWARD7-6,1,337,3,8,68
2PITTSBURGHWARD7-7,0,363,4,11,54
2PITTSBURGHWARD7-8,1,342,4,12,71
2PITTSBURGHWARD7-9,1,417,9,11,67
2PITTSBURGHWARD8-1,0,172,5,7,60
2PITTSBURGHWARD8-10,0,383,8,9,63
2PITTSBURGHWARD8-11,0,329,4,13,48
2PITTSBURGHWARD8-12,0,363,8,4,24
2PITTSBURGHWARD8-13,1,361,1,2,18
2PITTSBURGHWARD8-2,1,334,8,13,108
2PITTSBURGHWARD8-3,3,366,15,11,126
2PITTSBURGHWARD8-4,1,392,14,17,100
2PITTSBURGHWARD8-5,1,313,8,8,79
2PITTSBURGHWARD8-6,2,207,5,8,51
2PITTSBURGHWARD8-7,1,475,8,14,57
2PITTSBURGHWARD8-8,0,354,8,18,68
2PITTSBURGHWARD8-9,3,379,5,10,56
2PITTSBURGHWARD9-1,0,233,2,12,55
2PITTSBURGHWARD9-2,0,337,7,17,64
2PITTSBURGHWARD9-3,2,317,6,12,74
2PITTSBURGHWARD9-4,2,300,7,21,62
2PITTSBURGHWARD9-5,0,341,12,9,105
2PITTSBURGHWARD9-6,0,319,6,9,76
2PITTSBURGHWARD9-7,1,234,5,8,59
2PITTSBURGHWARD9-8,0,386,8,14,81
2PITTSBURGHWARD9-9,1,296,14,11,82
2PLEASANTHILLSDISTRICT1,2,244,3,10,235
2PLEASANTHILLSDISTRICT10,1,151,2,14,262
2PLEASANTHILLSDISTRICT2,0,206,2,20,214
2PLEASANTHILLSDISTRICT3,3,206,3,16,224
2PLEASANTHILLSDISTRICT4,1,186,3,8,179
2PLEASANTHILLSDISTRICT5,4,239,2,10,235
2PLEASANTHILLSDISTRICT6,2,298,1,19,408
2PLEASANTHILLSDISTRICT7,1,175,2,11,219
2PLEASANTHILLSDISTRICT8,4,165,2,11,233
2PLEASANTHILLSDISTRICT9,1,236,2,11,266
2PLUMDISTRICT1,4,558,9,26,735
2PLUMDISTRICT10,2,154,4,7,258
2PLUMDISTRICT11,2,243,3,13,360
2PLUMDISTRICT12,3,392,3,10,484
2PLUMDISTRICT13,0,171,6,13,265
2PLUMDISTRICT14,0,218,3,11,294
2PLUMDISTRICT15,3,236,5,23,276
2PLUMDISTRICT16,3,178,1,3,258
2PLUMDISTRICT17,2,232,5,14,247
2PLUMDISTRICT18,2,239,6,17,389
2PLUMDISTRICT19,2,545,1,37,851
2PLUMDISTRICT2,0,142,1,8,302
2PLUMDISTRICT20,2,181,2,9,361
2PLUMDISTRICT21,2,93,1,7,229
2PLUMDISTRICT3,1,344,2,13,367
2PLUMDISTRICT4,2,218,7,15,389
2PLUMDISTRICT5,4,306,4,13,364
2PLUMDISTRICT6,1,344,2,18,590
2PLUMDISTRICT7,1,426,9,19,499
2PLUMDISTRICT8,2,188,3,8,262
2PLUMDISTRICT9,2,354,4,23,469
2PORTVUEDISTRICT1,2,145,1,9,225
2PORTVUEDISTRICT2,0,147,2,7,234
2PORTVUEDISTRICT3,0,154,1,8,260
2PORTVUEDISTRICT4,0,194,2,9,286
2RANKINDISTRICT1,0,218,0,4,26
2RANKINDISTRICT2,0,261,0,1,25
2RANKINDISTRICT3,0,330,2,4,32
2RESERVEWARD1,3,210,6,12,154
2RESERVEWARD2,0,215,6,16,193
2RESERVEWARD3,1,202,1,17,199
2RESERVEWARD4,4,285,6,13,322
2RICHLANDDISTRICT1,1,358,4,30,478
2RICHLANDDISTRICT2,4,367,7,21,480
2RICHLANDDISTRICT3,3,357,6,38,485
2RICHLANDDISTRICT4,5,338,7,32,519
2RICHLANDDISTRICT5,1,309,5,22,469
2RICHLANDDISTRICT6,1,306,1,17,547
2RICHLANDDISTRICT7,8,299,7,43,518
2RICHLANDDISTRICT8,2,253,5,23,388
2ROBINSONDISTRICT1,3,515,4,16,649
2ROBINSONDISTRICT2,0,312,2,16,411
2ROBINSONDISTRICT3,2,231,0,11,275
2ROBINSONDISTRICT4,2,236,6,10,234
