precinct,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_HAWES,pri_dem_JUDD,pri_dem_LOCKE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_WILSON,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_GRAY,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP
TRAVIS200,585,0,0,0,0,1,1139,0,4,3,1,62,0,1,0,0,26,2,96,0,40
TRAVIS202,440,0,0,0,0,1,805,0,1,2,0,45,0,0,0,0,29,4,70,0,39
TRAVIS203,71,0,0,0,0,0,59,1,0,6,0,36,0,0,0,0,1,1,20,0,20
TRAVIS205,199,0,0,0,0,0,319,0,2,10,0,80,0,0,0,1,20,2,56,0,53
TRAVIS206,122,0,0,0,0,1,253,0,1,1,0,21,0,0,0,1,13,1,47,0,9
TRAVIS207,434,1,1,0,0,2,454,1,7,19,0,194,2,0,0,1,36,5,172,0,162
TRAVIS208,320,0,0,0,0,4,1742,0,7,8,0,87,0,2,0,0,32,4,253,1,45
TRAVIS209,90,0,0,0,1,0,121,1,2,3,0,23,1,1,0,0,5,2,13,0,21
TRAVIS210,290,1,0,0,0,2,130,0,12,2,1,43,0,0,0,1,55,2,131,0,73
TRAVIS211,195,0,0,1,0,2,246,0,0,9,0,72,0,0,0,0,14,2,34,0,50
TRAVIS212,380,0,0,0,0,1,161,1,13,15,1,258,2,0,0,0,144,2,413,1,218
TRAVIS213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAVIS214,450,0,0,0,0,2,253,0,6,12,0,101,1,0,0,0,83,2,266,0,103
TRAVIS215,203,0,0,0,0,0,211,1,6,14,0,79,1,0,0,0,15,6,63,0,56
TRAVIS216,121,0,0,0,0,0,214,0,4,12,1,66,2,0,0,0,6,3,27,0,41
TRAVIS217,212,0,0,1,2,1,267,0,2,5,0,70,0,0,0,2,6,3,53,1,58
TRAVIS218,362,0,0,0,0,0,653,0,1,13,1,144,0,0,0,2,28,4,120,0,103
TRAVIS219,275,2,0,0,0,1,229,1,2,22,0,135,0,0,0,2,8,0,88,0,109
TRAVIS220,303,0,0,0,0,1,131,1,6,5,0,92,0,0,0,0,41,1,143,0,112
TRAVIS221,72,0,0,0,0,1,47,0,2,3,1,46,0,0,0,1,18,1,92,0,51
TRAVIS222,307,0,0,0,1,1,359,1,2,10,0,90,0,0,0,1,14,0,66,1,76
TRAVIS223,47,0,0,0,0,0,98,0,1,0,0,14,0,0,0,0,1,0,18,0,17
TRAVIS224,14,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,1,0,0,0,5
TRAVIS225,296,1,0,0,0,2,341,0,2,15,1,134,0,0,0,0,20,8,135,0,87
TRAVIS226,203,0,0,0,0,0,157,1,1,8,0,57,0,0,0,0,3,1,40,0,48
TRAVIS227,57,0,0,0,0,1,45,0,1,0,0,19,0,0,0,0,2,0,14,0,20
TRAVIS228,214,1,0,0,0,2,195,0,3,13,1,104,1,1,0,0,22,1,107,0,58
TRAVIS229,252,0,0,0,0,0,249,0,3,4,1,98,0,0,1,0,17,5,80,0,59
TRAVIS231,516,1,1,0,1,0,216,0,8,12,2,149,2,0,1,0,85,3,239,0,137
TRAVIS232,400,0,0,0,0,2,255,2,38,47,3,465,2,0,1,0,116,1,470,0,491
TRAVIS233,275,0,2,0,0,1,255,1,8,12,0,224,1,0,0,0,81,6,262,0,214
TRAVIS234,216,0,0,1,0,1,88,0,6,13,1,166,0,0,0,0,78,3,212,0,167
TRAVIS235,369,0,0,0,0,0,646,1,5,5,0,27,0,0,0,0,20,4,72,0,38
TRAVIS236,619,1,0,0,0,2,594,0,2,4,0,71,1,0,0,0,36,1,89,0,63
TRAVIS237,421,1,1,0,0,0,165,0,9,17,2,99,0,0,0,0,94,1,158,0,78
TRAVIS238,420,1,0,0,1,1,412,0,8,14,0,90,0,1,0,0,53,4,166,1,101
TRAVIS239,534,1,0,0,1,1,385,0,1,6,0,95,0,0,0,1,34,4,117,1,57
TRAVIS240,225,0,1,0,0,2,131,0,1,3,0,32,0,0,0,0,27,4,67,0,57
TRAVIS241,293,0,0,0,0,0,297,0,2,2,0,43,0,0,0,0,23,1,49,0,33
TRAVIS242,805,3,0,0,0,9,1034,1,6,4,0,94,0,0,1,0,42,5,121,1,91
TRAVIS243,305,0,0,0,1,1,289,0,9,10,0,78,0,0,0,1,31,0,56,0,52
TRAVIS244,276,1,0,1,0,0,243,1,8,21,2,232,4,0,0,1,64,7,234,0,241
TRAVIS245,101,0,0,0,0,0,93,0,7,6,0,113,0,0,0,0,18,1,68,0,79
TRAVIS246,300,1,0,0,0,4,200,0,6,8,2,88,1,0,0,0,28,2,130,0,71
TRAVIS247,108,0,0,0,0,1,75,1,3,3,0,57,1,0,0,0,30,1,77,0,48
TRAVIS248,315,0,1,0,0,1,440,1,4,9,0,74,0,0,0,1,25,2,50,0,64
TRAVIS249,435,1,0,0,0,1,363,0,11,17,1,145,2,0,0,1,50,1,156,0,95
TRAVIS250,826,0,0,0,0,3,681,0,8,8,1,94,3,1,0,0,80,4,229,0,93
TRAVIS251,463,1,0,0,1,1,373,0,6,10,0,87,0,0,0,0,78,3,210,0,76
TRAVIS252,338,0,1,0,0,3,463,0,3,18,0,78,0,0,1,0,18,1,71,0,72
TRAVIS253,476,0,0,1,0,0,242,0,10,14,0,156,1,0,0,0,107,2,256,0,167
TRAVIS254,328,0,0,0,0,1,372,0,8,9,0,138,2,0,0,1,41,4,141,1,107
TRAVIS256,308,0,0,0,0,1,109,0,11,3,0,95,0,0,0,0,87,2,255,0,91
TRAVIS258,293,1,0,0,0,0,354,0,6,18,0,148,1,0,0,0,21,7,70,0,90
TRAVIS259,348,0,0,0,1,3,346,3,5,15,0,147,1,0,0,0,27,9,113,1,93
TRAVIS260,111,0,0,0,0,0,119,0,6,7,1,28,0,0,1,0,5,0,14,0,20
TRAVIS262,537,0,0,1,1,3,640,0,19,17,2,173,2,1,0,0,80,3,237,0,162
TRAVIS263,314,3,1,1,1,1,409,0,2,12,2,142,0,0,0,1,28,3,97,0,86
TRAVIS266,92,0,0,0,0,2,24,0,2,0,0,20,0,0,1,0,21,0,59,0,32
TRAVIS267,169,0,0,0,0,0,174,0,2,6,0,83,1,0,0,0,18,0,75,0,40
TRAVIS268,103,0,0,0,0,1,151,0,1,3,0,35,0,0,0,0,6,1,28,0,24
TRAVIS273,622,0,0,0,0,2,439,0,7,8,0,70,2,0,0,0,41,3,130,1,79
TRAVIS274,332,1,0,0,1,1,649,0,2,8,0,30,0,0,0,0,16,1,76,0,20
TRAVIS275,488,0,0,0,1,1,743,0,0,0,0,33,0,0,0,0,26,3,84,0,23
TRAVIS277,282,0,0,0,0,2,1046,1,8,9,0,110,0,0,0,0,49,4,300,0,82
TRAVIS301,144,2,0,0,0,0,179,0,1,7,0,60,2,0,0,0,16,3,54,0,35
TRAVIS302,356,1,0,0,0,1,270,0,9,25,0,282,3,0,0,0,74,5,166,0,153
TRAVIS303,302,0,0,0,1,1,263,1,4,20,3,271,0,0,2,2,66,5,180,0,194
TRAVIS304,520,0,0,1,0,0,326,1,14,24,1,303,2,0,0,0,96,5,304,0,206
TRAVIS305,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
TRAVIS306,213,0,0,0,0,2,131,0,16,35,2,241,1,0,0,1,79,4,287,0,281
TRAVIS307,221,0,0,0,0,0,102,0,2,2,0,79,1,0,0,1,37,1,134,0,61
TRAVIS308,346,0,0,0,0,0,279,0,12,56,1,602,0,0,0,1,119,4,356,0,496
TRAVIS309,285,0,0,0,1,1,286,0,7,6,1,142,0,0,0,3,33,5,88,0,94
TRAVIS310,481,1,0,1,0,2,462,1,15,33,1,270,2,0,0,0,37,5,185,0,200
TRAVIS311,337,1,0,0,0,2,962,0,6,7,0,83,1,1,0,1,38,4,154,0,70
TRAVIS312,162,0,0,1,0,0,141,0,4,16,1,161,0,0,0,1,32,10,106,0,183
TRAVIS313,42,0,0,0,0,0,83,0,0,0,0,1,0,0,0,0,2,0,11,0,1
TRAVIS314,373,1,0,0,0,2,203,0,32,23,2,388,0,2,1,1,137,2,475,0,285
TRAVIS315,516,0,0,0,0,3,347,1,9,33,2,263,3,1,0,1,57,3,245,0,193
TRAVIS316,166,0,0,0,0,2,157,1,4,37,0,221,0,0,0,4,46,5,197,1,217
TRAVIS317,333,1,0,1,0,2,180,0,0,17,0,165,0,0,0,1,82,1,244,0,131
TRAVIS318,71,0,0,0,0,0,53,0,1,6,0,60,0,0,0,0,16,0,59,0,40
TRAVIS319,147,0,0,0,1,1,116,1,7,25,1,215,1,0,1,1,67,1,149,0,196
TRAVIS320,135,0,0,0,0,1,62,0,13,12,1,182,0,0,0,0,48,4,182,0,205
TRAVIS321,125,0,0,0,0,1,53,0,1,5,0,40,0,0,0,0,25,1,43,0,40
TRAVIS323,214,0,0,0,1,3,309,1,2,8,1,44,0,0,1,0,21,2,66,0,40
TRAVIS324,300,1,0,0,1,0,218,0,24,44,0,371,2,0,0,0,108,4,478,0,386
TRAVIS325,9,0,0,0,0,0,8,0,0,1,0,7,0,0,0,0,0,0,1,0,2
TRAVIS326,251,1,0,0,0,0,207,1,3,11,1,137,2,0,0,0,52,1,185,0,122
TRAVIS327,435,1,0,0,0,1,237,0,12,23,0,181,0,0,0,1,95,2,220,0,171
TRAVIS328,444,1,0,0,0,1,497,0,8,19,0,159,5,0,0,1,47,5,145,0,159
TRAVIS329,316,0,0,0,0,0,292,1,9,5,1,89,0,0,0,0,76,3,171,0,119
TRAVIS330,305,0,0,0,0,2,177,0,9,18,1,227,0,0,0,2,91,6,280,0,176
TRAVIS331,376,0,0,0,1,1,276,0,5,11,2,185,1,0,0,1,69,1,164,0,144
TRAVIS332,555,0,0,0,0,1,560,0,2,2,0,37,1,0,0,0,37,1,53,0,67
TRAVIS333,303,1,0,0,0,2,233,1,7,13,1,226,0,0,1,2,85,1,207,0,118
TRAVIS334,255,0,0,0,0,0,197,0,11,28,0,237,1,0,1,1,58,7,253,1,188
TRAVIS335,301,0,0,0,0,0,178,0,8,14,1,127,0,0,0,1,52,2,143,0,125
TRAVIS336,253,0,0,1,0,1,172,0,2,16,0,150,0,1,0,2,51,0,162,0,119
TRAVIS337,502,0,0,0,1,2,305,1,5,17,1,223,0,1,0,0,83,6,265,0,216
TRAVIS338,549,0,0,0,0,3,490,0,16,18,1,308,2,0,0,1,109,7,330,1,285
TRAVIS339,222,0,0,0,0,0,215,0,4,7,0,89,1,0,0,0,25,1,68,0,65
TRAVIS340,384,1,0,1,0,0,375,0,6,4,1,42,0,1,0,0,40,4,108,0,59
TRAVIS341,8,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,1,0,8,0,4
TRAVIS342,792,2,0,1,1,3,897,1,14,14,0,111,1,0,1,0,64,5,129,0,84
TRAVIS343,106,0,0,0,0,1,208,0,2,13,0,84,0,0,0,2,12,4,65,0,97
TRAVIS344,271,0,0,0,0,0,289,0,3,14,0,80,2,0,0,1,19,4,53,0,49
TRAVIS345,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAVIS346,183,0,0,1,0,2,116,0,20,26,0,339,2,0,0,2,138,5,417,1,414
TRAVIS347,346,0,1,0,1,0,204,1,14,16,0,178,2,0,0,0,84,3,188,1,149
TRAVIS349,525,0,1,0,2,1,557,0,15,26,2,244,1,0,0,3,52,4,218,0,193
TRAVIS350,477,2,0,0,0,0,561,0,7,14,0,171,0,0,0,1,29,4,141,0,107
TRAVIS351,175,0,0,1,0,0,219,0,4,6,0,74,0,0,0,0,17,2,63,0,35
TRAVIS352,402,0,0,0,0,3,563,1,3,10,0,107,0,1,0,0,29,7,85,0,87
TRAVIS354,596,0,1,0,0,1,419,0,13,25,0,253,4,0,0,0,97,10,286,0,189
TRAVIS356,164,0,0,0,0,0,255,0,1,4,0,46,0,0,0,0,22,6,78,0,40
TRAVIS357,94,0,0,0,0,0,33,0,1,3,0,35,0,0,0,0,21,0,73,1,34
TRAVIS358,549,4,0,1,0,4,703,0,6,16,0,157,0,0,0,1,37,2,113,0,122
TRAVIS359,312,1,1,1,0,1,297,1,12,24,1,296,0,0,0,1,62,2,258,0,386
TRAVIS360,478,0,0,0,0,1,460,0,17,28,0,214,1,0,0,0,50,5,217,0,159
TRAVIS361,120,0,1,0,0,0,156,0,2,14,0,116,0,0,0,0,13,3,63,0,69
TRAVIS362,428,1,0,0,0,0,368,0,7,15,0,171,0,0,0,0,34,5,161,0,95
TRAVIS363,208,0,0,0,0,1,167,0,9,10,2,115,0,1,0,2,36,1,100,0,73
TRAVIS364,501,1,0,0,1,2,270,1,12,12,0,202,1,0,0,1,101,2,251,0,191
TRAVIS365,185,0,0,0,0,1,209,1,4,14,1,149,0,0,0,2,35,3,96,0,103
TRAVIS366,636,0,0,0,0,3,456,0,12,28,2,301,4,0,0,0,64,3,329,0,170
TRAVIS367,667,1,0,0,0,3,423,1,8,37,0,389,1,0,0,3,136,4,419,0,269
TRAVIS368,18,0,0,0,0,0,12,0,2,2,0,25,0,0,0,0,6,0,49,0,32
TRAVIS369,115,0,0,0,0,0,104,0,3,25,0,274,0,0,0,1,42,1,215,0,205
TRAVIS370,70,0,1,0,0,0,91,0,1,16,0,151,0,1,0,0,9,2,37,0,130
TRAVIS371,138,1,0,0,0,1,119,1,2,26,0,249,1,0,0,0,43,5,123,0,225
TRAVIS372,97,0,0,0,0,0,99,0,1,25,1,171,1,1,0,3,14,0,61,0,136
TRAVIS373,261,0,1,0,0,0,171,0,6,49,1,527,0,0,0,3,87,1,277,0,484
TRAVIS374,312,1,0,0,0,0,292,0,5,57,1,505,3,0,0,0,81,5,416,0,322
TRAVIS375,67,0,0,0,0,0,56,0,2,8,0,92,1,0,0,0,11,0,57,0,84
TRAVIS401,232,1,0,0,0,2,186,1,3,6,0,82,1,0,0,2,1,0,36,0,77
TRAVIS402,324,0,1,0,0,1,194,2,4,8,0,74,0,0,0,1,5,2,42,0,73
TRAVIS403,131,0,0,0,0,0,77,1,2,10,0,72,0,0,0,0,1,0,24,0,63
TRAVIS404,260,2,0,1,0,1,275,1,4,10,0,51,0,0,0,0,6,2,54,0,46
TRAVIS405,62,3,0,0,0,0,42,0,1,0,0,14,0,0,0,0,1,0,10,0,14
TRAVIS406,332,0,1,0,0,0,206,0,18,20,2,213,2,1,0,1,57,0,176,0,264
TRAVIS407,181,1,0,0,0,4,182,0,3,4,0,25,0,0,0,0,4,0,15,0,47
TRAVIS408,328,0,0,0,0,0,353,1,6,10,0,134,1,0,0,0,21,7,86,0,83
TRAVIS409,259,1,0,0,0,0,457,2,1,4,0,25,1,0,1,0,9,4,33,0,26
TRAVIS410,298,0,0,0,1,2,452,0,2,6,1,62,0,1,0,0,9,4,62,1,54
TRAVIS411,190,0,0,1,0,0,225,1,3,11,0,51,0,0,0,0,4,2,39,1,32
TRAVIS412,11,0,0,0,0,0,26,0,0,0,0,2,0,0,0,0,0,1,1,0,1
TRAVIS413,77,0,1,0,0,1,141,0,1,1,0,26,0,0,0,0,10,1,14,0,15
TRAVIS414,343,3,0,0,0,2,449,0,2,16,1,138,1,0,1,1,25,3,76,0,94
TRAVIS415,142,0,0,0,1,0,166,0,2,8,0,32,1,0,0,0,16,2,27,0,41
TRAVIS416,15,0,0,0,0,0,12,0,0,0,0,7,0,0,0,0,0,0,3,0,6
TRAVIS417,161,1,0,0,1,0,169,0,3,5,0,48,0,0,0,0,6,4,32,0,45
TRAVIS418,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
TRAVIS419,61,0,0,0,0,0,66,0,1,3,0,16,0,0,0,1,2,0,22,0,27
TRAVIS420,287,0,0,0,0,0,494,0,3,3,1,29,0,0,0,1,16,3,34,0,40
TRAVIS421,452,0,0,0,0,1,420,0,6,5,1,37,0,0,0,0,32,1,87,0,51
TRAVIS422,363,0,0,0,0,1,445,1,1,2,0,27,0,0,0,0,16,4,32,0,38
TRAVIS423,419,5,0,0,0,5,331,3,2,5,0,35,0,0,0,2,8,2,22,0,31
TRAVIS424,352,0,0,0,2,1,466,0,1,4,0,24,0,0,0,0,14,1,44,0,42
TRAVIS425,93,1,0,0,0,0,148,0,4,1,0,29,0,0,0,0,4,2,17,0,14
TRAVIS426,376,4,0,0,0,1,458,0,0,4,0,21,0,0,0,0,5,2,29,0,38
TRAVIS427,274,2,0,0,0,0,342,2,0,0,0,19,0,0,0,0,5,1,16,0,22
TRAVIS428,189,0,0,0,1,2,116,1,4,0,0,28,2,0,0,1,30,0,70,0,44
TRAVIS429,370,0,0,0,0,3,1299,1,6,12,2,69,0,0,0,2,23,4,104,0,61
TRAVIS430,116,0,0,0,1,0,315,0,1,2,0,12,0,0,0,0,10,1,15,0,13
TRAVIS431,432,2,0,1,1,0,1092,2,9,9,0,57,0,0,1,1,16,4,53,0,69
TRAVIS432,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAVIS433,297,0,0,0,0,5,566,0,1,5,1,31,1,0,0,0,10,3,48,0,19
TRAVIS434,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAVIS435,586,0,1,1,1,0,754,1,11,26,2,218,1,0,0,1,46,4,110,0,200
TRAVIS436,43,1,0,0,0,0,49,1,0,1,0,0,0,0,0,0,0,0,0,0,1
TRAVIS437,366,1,0,0,0,0,433,0,1,3,0,25,1,0,0,0,20,2,39,0,28
TRAVIS438,214,0,0,0,0,1,247,0,2,0,0,15,0,0,0,0,7,0,20,0,20
TRAVIS439,359,4,1,1,0,0,506,0,1,1,0,18,0,0,0,0,5,0,29,0,20
TRAVIS440,116,0,0,0,1,1,189,1,0,4,0,20,0,0,0,0,2,0,13,0,15
TRAVIS441,418,1,0,1,0,2,632,0,4,6,1,76,0,0,0,0,10,4,67,0,87
TRAVIS442,123,0,0,0,0,1,291,0,0,1,0,13,0,0,1,0,7,1,20,1,18
TRAVIS443,334,4,0,1,1,3,285,0,4,11,0,55,0,0,1,0,4,4,32,0,43
TRAVIS444,22,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAVIS446,148,1,0,0,0,0,193,1,1,3,0,18,0,1,0,0,10,0,22,0,16
TRAVIS447,386,3,1,0,2,0,640,0,2,14,0,84,0,0,0,0,9,3,36,0,79
TRAVIS448,245,1,0,0,0,2,256,1,6,2,0,49,0,1,0,0,6,1,36,1,40
TRAVIS450,443,5,0,1,0,2,372,0,5,5,1,72,1,0,0,0,6,3,37,0,59
TRAVIS451,344,3,0,0,0,1,472,0,3,9,0,70,1,0,0,0,7,4,45,0,55
TRAVIS452,222,4,0,0,0,0,171,1,1,2,0,36,0,0,0,1,0,1,17,0,21
TRAVIS454,298,0,0,1,0,1,336,1,7,12,0,78,2,1,0,2,21,4,61,0,47
TRAVIS458,378,0,1,1,0,2,546,0,8,16,0,120,0,0,1,0,24,3,91,0,108
TRAVIS460,450,0,0,0,0,1,677,0,14,12,0,59,0,1,0,0,16,2,59,0,58
TRAVIS461,426,1,0,0,0,1,794,1,5,12,1,44,1,0,0,1,18,8,84,0,72
TRAVIS463,379,0,0,0,2,3,444,0,3,12,0,87,0,0,0,0,16,2,54,0,71
WILLIAMSON342,54,1,0,1,0,0,48,0,4,2,1,41,0,0,7,0,2,1,25,0,26
WOOD2-4,0,0,0,0,0,0,0,0,5,22,2,419,1,0,0,0,16,2,77,0,238
WOOD3-4,0,0,0,0,0,0,0,0,3,60,2,475,2,1,0,0,19,6,78,0,229
