county,precinct,office,district,party,candidate,votes
Hamilton,HAMILTON173 WOODMORE 1,President,,Republican,Donald J. Trump,100.0
Hamilton,HAMILTON174 WOODMORE 2,President,,Republican,Donald J. Trump,29.0
Hancock,HANCOCK1ST,President,,Republican,Donald J. Trump,348.0
Hancock,HANCOCK2ND,President,,Republican,Donald J. Trump,285.0
Hancock,HANCOCK3RD,President,,Republican,Donald J. Trump,265.0
Hancock,HANCOCK4TH,President,,Republican,Donald J. Trump,230.0
Hancock,HANCOCK5TH,President,,Republican,Donald J. Trump,227.0
Hancock,HANCOCK6TH,President,,Republican,Donald J. Trump,148.0
Hancock,HANCOCK7TH,President,,Republican,Donald J. Trump,340.0
Hardeman,HARDEMANWEST BOLIVAR,President,,Republican,Donald J. Trump,867.0
Hardeman,HARDEMANBOLIVAR,President,,Republican,Donald J. Trump,426.0
Hardeman,HARDEMANWHITEVILLE,President,,Republican,Donald J. Trump,170.0
Hardeman,HARDEMANHICKORY VALLEY,President,,Republican,Donald J. Trump,420.0
Hardeman,HARDEMANGRAND JUNCTION,President,,Republican,Donald J. Trump,148.0
Hardeman,HARDEMANSAULSBURY,President,,Republican,Donald J. Trump,224.0
Hardeman,HARDEMANMIDDLETON,President,,Republican,Donald J. Trump,922.0
Hardeman,HARDEMANPOCAHONTAS,President,,Republican,Donald J. Trump,214.0
Hardeman,HARDEMANLACY,President,,Republican,Donald J. Trump,290.0
Hardeman,HARDEMANHORNSBY,President,,Republican,Donald J. Trump,291.0
Hardeman,HARDEMANSILERTON,President,,Republican,Donald J. Trump,324.0
Hardeman,HARDEMANDIXIE HILLS,President,,Republican,Donald J. Trump,240.0
Hardeman,HARDEMANTOONE,President,,Republican,Donald J. Trump,383.0
Hardin,HARDINAIRPORT 1-1,President,,Republican,Donald J. Trump,300.0
Hardin,HARDINOLIVET 1-2,President,,Republican,Donald J. Trump,422.0
Hardin,HARDINNIXON 2-1,President,,Republican,Donald J. Trump,536.0
Hardin,HARDINWALKERS 2-2,President,,Republican,Donald J. Trump,319.0
Hardin,HARDINCOUNCE 3-1,President,,Republican,Donald J. Trump,714.0
Hardin,HARDINSOUTHSIDE 3-2,President,,Republican,Donald J. Trump,310.0
Hardin,HARDINSHILOH 4-1,President,,Republican,Donald J. Trump,96.0
Hardin,HARDINCRUMP 4-2,President,,Republican,Donald J. Trump,704.0
Hardin,HARDINSALTILLO 5-1,President,,Republican,Donald J. Trump,277.0
Hardin,HARDINMORRIS CHAPEL 5-2,President,,Republican,Donald J. Trump,510.0
Hardin,HARDINCERRO GORDO 6-1,President,,Republican,Donald J. Trump,356.0
Hardin,HARDINRHODES 6-2,President,,Republican,Donald J. Trump,355.0
Hardin,HARDINOLIVE HILL 6-3,President,,Republican,Donald J. Trump,207.0
Hardin,HARDINWHITES 7-1,President,,Republican,Donald J. Trump,348.0
Hardin,HARDINWALNUT GROVE 7-2,President,,Republican,Donald J. Trump,392.0
Hardin,HARDINNORTH 8-1,President,,Republican,Donald J. Trump,1004.0
Hardin,HARDINLIBRARY 9-1,President,,Republican,Donald J. Trump,514.0
Hardin,HARDINFAIRGROUND 10-1,President,,Republican,Donald J. Trump,648.0
Hawkins,HAWKINS6 ALUM WELL,President,,Republican,Donald J. Trump,450.0
Hawkins,HAWKINS1 ALLANDALE INSIDE,President,,Republican,Donald J. Trump,761.0
Hawkins,HAWKINS1 ALLANDALE OUTSIDE,President,,Republican,Donald J. Trump,33.0
Hawkins,HAWKINS7 BULLS GAP INSIDE,President,,Republican,Donald J. Trump,186.0
Hawkins,HAWKINS7 BULLS GAP OUTSIDE,President,,Republican,Donald J. Trump,409.0
Hawkins,HAWKINS3 CARTER'S VALLEY,President,,Republican,Donald J. Trump,1352.0
Hawkins,HAWKINS6 CHOPTACK,President,,Republican,Donald J. Trump,705.0
Hawkins,HAWKINS2 CHURCH HILL INSIDE,President,,Republican,Donald J. Trump,2261.0
Hawkins,HAWKINS2 CHURCH HILL OUTSID,President,,Republican,Donald J. Trump,41.0
Hawkins,HAWKINS6 CLINCH,President,,Republican,Donald J. Trump,210.0
Hawkins,HAWKINS4 DYKES,President,,Republican,Donald J. Trump,216.0
Hawkins,HAWKINS4 KEPLAR,President,,Republican,Donald J. Trump,262.0
Hawkins,HAWKINS2 MCPHEETER'S BEND,President,,Republican,Donald J. Trump,515.0
Hawkins,HAWKINS6 MOORESBURG,President,,Republican,Donald J. Trump,807.0
Hawkins,HAWKINS1 MOUNT CARMEL,President,,Republican,Donald J. Trump,1875.0
Hawkins,HAWKINS5 ROGERSVILLE NO IN,President,,Republican,Donald J. Trump,430.0
Hawkins,HAWKINS4 ROGERSVILLE NO OUT,President,,Republican,Donald J. Trump,517.0
Hawkins,HAWKINS5 ROGERSVILLE SO IN,President,,Republican,Donald J. Trump,671.0
Hawkins,HAWKINS5 ROGERSVILLE SO OUT,President,,Republican,Donald J. Trump,954.0
Hawkins,HAWKINS7 ST. CLAIR,President,,Republican,Donald J. Trump,804.0
Hawkins,HAWKINS7 STRAHL/CHEROKEE,President,,Republican,Donald J. Trump,799.0
Hawkins,HAWKINS4 SURGOINSVILLE IN,President,,Republican,Donald J. Trump,653.0
Hawkins,HAWKINS4 SURGOINSVILLE OUT,President,,Republican,Donald J. Trump,673.0
Hawkins,HAWKINS4 UPPER BEECH,President,,Republican,Donald J. Trump,115.0
Hawkins,HAWKINS3 WALLACE,President,,Republican,Donald J. Trump,638.0
Hawkins,HAWKINS3 WATTERSON,President,,Republican,Donald J. Trump,311.0
Haywood,HAYWOOD1-1,President,,Republican,Donald J. Trump,64.0
Haywood,HAYWOOD1-2,President,,Republican,Donald J. Trump,184.0
Haywood,HAYWOOD1-3,President,,Republican,Donald J. Trump,139.0
Haywood,HAYWOOD1-4,President,,Republican,Donald J. Trump,354.0
Haywood,HAYWOOD1-5,President,,Republican,Donald J. Trump,461.0
Haywood,HAYWOOD1-6,President,,Republican,Donald J. Trump,478.0
Haywood,HAYWOOD1-7,President,,Republican,Donald J. Trump,258.0
Haywood,HAYWOOD1-8,President,,Republican,Donald J. Trump,324.0
Haywood,HAYWOOD1-9,President,,Republican,Donald J. Trump,72.0
Haywood,HAYWOOD2-9,President,,Republican,Donald J. Trump,241.0
Haywood,HAYWOOD1-10,President,,Republican,Donald J. Trump,438.0
Henderson,HENDERSON1-1 BARGERTON,President,,Republican,Donald J. Trump,584.0
Henderson,HENDERSON1-2 BEAVER,President,,Republican,Donald J. Trump,458.0
Henderson,HENDERSON3-3 FIRE STATION #4,President,,Republican,Donald J. Trump,600.0
Henderson,HENDERSON3-4 CHRISTIAN CHAPEL,President,,Republican,Donald J. Trump,91.0
Henderson,HENDERSON5-5 TN TECH CENTER,President,,Republican,Donald J. Trump,947.0
Henderson,HENDERSON4-6 CIVIC CENTER,President,,Republican,Donald J. Trump,965.0
Henderson,HENDERSON3-7 DARDEN,President,,Republican,Donald J. Trump,238.0
Henderson,HENDERSON6-8 BROAD STREET,President,,Republican,Donald J. Trump,1318.0
Henderson,HENDERSON7-9 MIDDLEBURG,President,,Republican,Donald J. Trump,153.0
Henderson,HENDERSON3-10 FIRE STA #10,President,,Republican,Donald J. Trump,352.0
Henderson,HENDERSON7-11 REAGAN,President,,Republican,Donald J. Trump,421.0
Henderson,HENDERSON7-12 SARDIS,President,,Republican,Donald J. Trump,380.0
Henderson,HENDERSON7-13 SCOTTS HILL,President,,Republican,Donald J. Trump,318.0
Henderson,HENDERSON2-14 SOUTH HAVEN,President,,Republican,Donald J. Trump,264.0
Henderson,HENDERSON2-15 WESTOVER,President,,Republican,Donald J. Trump,1049.0
Henry,HENRY1-1 PURYEAR,President,,Republican,Donald J. Trump,830.0
Henry,HENRY1-2 COTTAGE GROVE,President,,Republican,Donald J. Trump,716.0
Henry,HENRY1-3 BUCHANAN,President,,Republican,Donald J. Trump,442.0
Henry,HENRY2-1 HENRY,President,,Republican,Donald J. Trump,944.0
Henry,HENRY2-2 MANSFIELD,President,,Republican,Donald J. Trump,535.0
Henry,HENRY2-3 OAKLAND,President,,Republican,Donald J. Trump,606.0
Henry,HENRY3-1 RUSSWOOD,President,,Republican,Donald J. Trump,1049.0
Henry,HENRY3-2 SPRINGVILLE,President,,Republican,Donald J. Trump,330.0
Henry,HENRY3-3 JONES CHAPEL,President,,Republican,Donald J. Trump,1229.0
Henry,HENRY4-1 GROVE,President,,Republican,Donald J. Trump,408.0
Henry,HENRY4-2 CITY HALL,President,,Republican,Donald J. Trump,501.0
Henry,HENRY5-1 HENRY CO HIGH,President,,Republican,Donald J. Trump,1006.0
Henry,HENRY5-2 TN TECH CENTER,President,,Republican,Donald J. Trump,912.0
Henry,HENRYEARLY VOTING - WRITE-INS,President,,Republican,Donald J. Trump,0.0
Hickman,HICKMAN1-1 NUNNELLY,President,,Republican,Donald J. Trump,225.0
Hickman,HICKMAN1-2 PINEWOOD,President,,Republican,Donald J. Trump,352.0
Hickman,HICKMAN2-2 FAIRFIELD,President,,Republican,Donald J. Trump,191.0
Hickman,HICKMAN2-3 EAST BANK,President,,Republican,Donald J. Trump,616.0
Hickman,HICKMAN3-1 EAST CC,President,,Republican,Donald J. Trump,655.0
Hickman,HICKMAN4-1 LAKE BENSON,President,,Republican,Donald J. Trump,832.0
Hickman,HICKMAN5-1 MT. PLEASANT,President,,Republican,Donald J. Trump,324.0
Hickman,HICKMAN5-2 MIDDLE SCHOOL,President,,Republican,Donald J. Trump,271.0
Hickman,HICKMAN5-3 SHADY GROVE,President,,Republican,Donald J. Trump,277.0
Hickman,HICKMAN6-1 JUSTICE CENTER,President,,Republican,Donald J. Trump,901.0
Hickman,HICKMAN7-1 NUNNELLY,President,,Republican,Donald J. Trump,221.0
Hickman,HICKMAN7-2 PLEASANTVILLE,President,,Republican,Donald J. Trump,174.0
Hickman,HICKMAN7-3 BRUSHY,President,,Republican,Donald J. Trump,470.0
Hickman,HICKMAN7-4 COBLE,President,,Republican,Donald J. Trump,186.0
Houston,HOUSTONSTEWART,President,,Republican,Donald J. Trump,334.0
Houston,HOUSTONTENNESSEE RIDGE,President,,Republican,Donald J. Trump,312.0
Houston,HOUSTONERIN,President,,Republican,Donald J. Trump,267.0
Houston,HOUSTONARLINGTON,President,,Republican,Donald J. Trump,314.0
Houston,HOUSTONERIN ELEMENTARY,President,,Republican,Donald J. Trump,306.0
Houston,HOUSTONHOUSTON CO MIDDLE,President,,Republican,Donald J. Trump,318.0
Houston,HOUSTONGRIFFINS CHAPEL,President,,Republican,Donald J. Trump,331.0
Humphreys,HUMPHREYS1-1 JERA,President,,Republican,Donald J. Trump,171.0
Humphreys,HUMPHREYS1-2 COMPASSION CHURCH,President,,Republican,Donald J. Trump,615.0
Humphreys,HUMPHREYS2-3 WFCN,President,,Republican,Donald J. Trump,684.0
Humphreys,HUMPHREYS3-4 MLEC,President,,Republican,Donald J. Trump,492.0
Humphreys,HUMPHREYS4-5 NJMC,President,,Republican,Donald J. Trump,773.0
Humphreys,HUMPHREYS5-6 WILDWOOD,President,,Republican,Donald J. Trump,652.0
Humphreys,HUMPHREYS6-7 SOUTH MCEWEN,President,,Republican,Donald J. Trump,684.0
Humphreys,HUMPHREYS7-8 NORTH MCEWEN,President,,Republican,Donald J. Trump,859.0
Jackson,JACKSON1-1,President,,Republican,Donald J. Trump,272.0
Jackson,JACKSON2-1,President,,Republican,Donald J. Trump,151.0
Jackson,JACKSON1-2,President,,Republican,Donald J. Trump,246.0
Jackson,JACKSON2-2,President,,Republican,Donald J. Trump,194.0
Jackson,JACKSON1-3,President,,Republican,Donald J. Trump,271.0
Jackson,JACKSON2-3,President,,Republican,Donald J. Trump,329.0
Jackson,JACKSON1-4,President,,Republican,Donald J. Trump,297.0
Jackson,JACKSON2-4,President,,Republican,Donald J. Trump,304.0
Jackson,JACKSON1-5,President,,Republican,Donald J. Trump,311.0
Jackson,JACKSON2-5,President,,Republican,Donald J. Trump,297.0
Jackson,JACKSON1-6,President,,Republican,Donald J. Trump,224.0
Jackson,JACKSON2-6,President,,Republican,Donald J. Trump,340.0
Jackson,JACKSONEARLY VOTING - WRITE-INS,President,,Republican,Donald J. Trump,0.0
Jefferson,JEFFERSON1 DANDRIDGE ES,President,,Republican,Donald J. Trump,1703.0
Jefferson,JEFFERSON2 PIEDMONT,President,,Republican,Donald J. Trump,1625.0
Jefferson,JEFFERSON3 WHITE PINE,President,,Republican,Donald J. Trump,2211.0
Jefferson,JEFFERSON4 JEFFERSON ES,President,,Republican,Donald J. Trump,1217.0
Jefferson,JEFFERSON5 JEFFERSON MIDDLE,President,,Republican,Donald J. Trump,1520.0
Jefferson,JEFFERSON6 RUSH STRONG,President,,Republican,Donald J. Trump,1203.0
Jefferson,JEFFERSON7 NEW MARKET,President,,Republican,Donald J. Trump,1417.0
Jefferson,JEFFERSON8-1 CHESTNUT HILL,President,,Republican,Donald J. Trump,924.0
Jefferson,JEFFERSON8-2 SWANNSYLVANIA,President,,Republican,Donald J. Trump,727.0
Jefferson,JEFFERSON9 TALBOTT SCHOOL,President,,Republican,Donald J. Trump,1413.0
Jefferson,JEFFERSON10 JEFF CITY FIRE DP,President,,Republican,Donald J. Trump,816.0
Johnson,JOHNSON1A LAUREL,President,,Republican,Donald J. Trump,576.0
Johnson,JOHNSON1B COLD SPRINGS,President,,Republican,Donald J. Trump,579.0
Johnson,JOHNSON2 FORGE/SHOUNS,President,,Republican,Donald J. Trump,398.0
Johnson,JOHNSON3A TRADE,President,,Republican,Donald J. Trump,373.0
Johnson,JOHNSON3B NEVA,President,,Republican,Donald J. Trump,682.0
Johnson,JOHNSON4A DRY RUN,President,,Republican,Donald J. Trump,451.0
Johnson,JOHNSON4B BUTLER,President,,Republican,Donald J. Trump,447.0
Johnson,JOHNSON5 DOE,President,,Republican,Donald J. Trump,693.0
Johnson,JOHNSON6 SHADY,President,,Republican,Donald J. Trump,515.0
Johnson,JOHNSON7 CITY,President,,Republican,Donald J. Trump,696.0
Johnson,JOHNSONEARLY VOTING - WRITE-INS,President,,Republican,Donald J. Trump,0.0
Knox,KNOX06 GREEN SCHOOL,President,,Republican,Donald J. Trump,328.0
Knox,KNOX09 ETERNAL LIFE HARVEST,President,,Republican,Donald J. Trump,57.0
Knox,KNOX10N FORT SANDERS,President,,Republican,Donald J. Trump,254.0
Knox,KNOX10S HOWARD BAKER CENTER,President,,Republican,Donald J. Trump,195.0
Knox,KNOX10W HOWARD BAKER CENTER,President,,Republican,Donald J. Trump,46.0
Knox,KNOX11 CENTRAL UMC,President,,Republican,Donald J. Trump,247.0
Knox,KNOX12 EASTPORT,President,,Republican,Donald J. Trump,78.0
Knox,KNOX13 FAIR GARDEN,President,,Republican,Donald J. Trump,178.0
Knox,KNOX14 AUSTIN-EAST,President,,Republican,Donald J. Trump,31.0
Knox,KNOX15 JOHN T. O'CONNOR,President,,Republican,Donald J. Trump,132.0
Knox,KNOX16 LARRY COX SR CENTER,President,,Republican,Donald J. Trump,1069.0
Knox,KNOX17 CHRISTENBERRY,President,,Republican,Donald J. Trump,356.0
Knox,KNOX18 LINCOLN PARK,President,,Republican,Donald J. Trump,292.0
Knox,KNOX19E THRIVE LONSDALE,President,,Republican,Donald J. Trump,142.0
Knox,KNOX19W THRIVE LONSDALE,President,,Republican,Donald J. Trump,109.0
Knox,KNOX20 BEAUMONT,President,,Republican,Donald J. Trump,104.0
Knox,KNOX23 WESTVIEW,President,,Republican,Donald J. Trump,300.0
Knox,KNOX24Q SEQUOYAH HILLS,President,,Republican,Donald J. Trump,881.0
Knox,KNOX25 SOUTH KNOX CC,President,,Republican,Donald J. Trump,953.0
Knox,KNOX26 DOGWOOD,President,,Republican,Donald J. Trump,767.0
Knox,KNOX27 SOUTH KNOX,President,,Republican,Donald J. Trump,633.0
Knox,KNOX29 ANDERSON,President,,Republican,Donald J. Trump,712.0
Knox,KNOX30 SARAH MOORE GREENE,President,,Republican,Donald J. Trump,192.0
Knox,KNOX31 CHILHOWEE,President,,Republican,Donald J. Trump,408.0
Knox,KNOX32 SPRING HILL,President,,Republican,Donald J. Trump,525.0
Knox,KNOX33 RICHARD YOAKLEY,President,,Republican,Donald J. Trump,728.0
Knox,KNOX34 FOUNTAIN CITY LIBRARY,President,,Republican,Donald J. Trump,465.0
Knox,KNOX35 SHANNONDALE,President,,Republican,Donald J. Trump,765.0
Knox,KNOX36 GRESHAM,President,,Republican,Donald J. Trump,953.0
Knox,KNOX37 INSKIP ELEMENTARY,President,,Republican,Donald J. Trump,1847.0
Knox,KNOX39 INSKIP REC CENTER,President,,Republican,Donald J. Trump,553.0
Knox,KNOX40 NORWOOD,President,,Republican,Donald J. Trump,863.0
Knox,KNOX41 NORWOOD,President,,Republican,Donald J. Trump,622.0
Knox,KNOX42 PLEASANT RIDGE,President,,Republican,Donald J. Trump,709.0
Knox,KNOX43 WEST HAVEN,President,,Republican,Donald J. Trump,695.0
Knox,KNOX44 RIDGEDALE,President,,Republican,Donald J. Trump,1145.0
Knox,KNOX45 BEARDEN MIDDLE,President,,Republican,Donald J. Trump,2001.0
Knox,KNOX46 1ST NAZARENE,President,,Republican,Donald J. Trump,1357.0
Knox,KNOX47 BEARDEN HIGH,President,,Republican,Donald J. Trump,1741.0
Knox,KNOX48 POND GAP,President,,Republican,Donald J. Trump,414.0
Knox,KNOX49 BEARDEN ELEMENTARY,President,,Republican,Donald J. Trump,358.0
Knox,KNOX50N WEST HIGH,President,,Republican,Donald J. Trump,108.0
Knox,KNOX50S WEST HIGH,President,,Republican,Donald J. Trump,175.0
Knox,KNOX51 DEANE HILL REC CTR,President,,Republican,Donald J. Trump,1173.0
Knox,KNOX55 LONAS,President,,Republican,Donald J. Trump,1390.0
Knox,KNOX56 HEISKELL,President,,Republican,Donald J. Trump,899.0
Knox,KNOX57 HILLS,President,,Republican,Donald J. Trump,326.0
Knox,KNOX58N PEDIGO,President,,Republican,Donald J. Trump,249.0
Knox,KNOX58S PEDIGO,President,,Republican,Donald J. Trump,1626.0
Knox,KNOX59 BRICKEY,President,,Republican,Donald J. Trump,2917.0
Knox,KNOX60 FORT SUMTER,President,,Republican,Donald J. Trump,1215.0
Knox,KNOX61 HALLS,President,,Republican,Donald J. Trump,4646.0
Knox,KNOX62 HARDIN VALLEY,President,,Republican,Donald J. Trump,1575.0
Knox,KNOX63 KARNS,President,,Republican,Donald J. Trump,3057.0
Knox,KNOX63N KARNS NORTH,President,,Republican,Donald J. Trump,1573.0
Knox,KNOX64 SOLWAY,President,,Republican,Donald J. Trump,2130.0
Knox,KNOX65W CONCORD,President,,Republican,Donald J. Trump,3068.0
Knox,KNOX65E SHORELINE,President,,Republican,Donald J. Trump,2915.0
Knox,KNOX65N CONCORD NORTH,President,,Republican,Donald J. Trump,1076.0
Knox,KNOX66N FARRAGUT I,President,,Republican,Donald J. Trump,4216.0
Knox,KNOX66S FARRAGUT II,President,,Republican,Donald J. Trump,3775.0
Knox,KNOX67 NORTH CEDAR BLUFF,President,,Republican,Donald J. Trump,2227.0
Knox,KNOX68 SOUTH CEDAR BLUFF,President,,Republican,Donald J. Trump,1702.0
Knox,KNOX68E EAST CEDAR BLUFF,President,,Republican,Donald J. Trump,554.0
Knox,KNOX69E BLUEGRASS,President,,Republican,Donald J. Trump,2045.0
Knox,KNOX69N WEST VALLEY,President,,Republican,Donald J. Trump,1698.0
Knox,KNOX69W A. L. LOTTS,President,,Republican,Donald J. Trump,1588.0
Knox,KNOX69S NORTHSHORE,President,,Republican,Donald J. Trump,1762.0
Knox,KNOX70E AMHERST,President,,Republican,Donald J. Trump,2593.0
Knox,KNOX70W BALL CAMP,President,,Republican,Donald J. Trump,2237.0
Knox,KNOX71 ROCKY HILL,President,,Republican,Donald J. Trump,2525.0
Knox,KNOX72 DANTE,President,,Republican,Donald J. Trump,2098.0
Knox,KNOX73 POWELL,President,,Republican,Donald J. Trump,3406.0
Knox,KNOX74 SHANNONDALE,President,,Republican,Donald J. Trump,1474.0
Knox,KNOX76 SUNNYVIEW,President,,Republican,Donald J. Trump,897.0
Knox,KNOX77 RAMSEY,President,,Republican,Donald J. Trump,442.0
Knox,KNOX78 RIVERDALE,President,,Republican,Donald J. Trump,445.0
Knox,KNOX79 DORA KENNEDY,President,,Republican,Donald J. Trump,651.0
Knox,KNOX80 CORRYTON,President,,Republican,Donald J. Trump,849.0
Knox,KNOX81 GIBBS,President,,Republican,Donald J. Trump,3327.0
Knox,KNOX82 ELLISTOWN,President,,Republican,Donald J. Trump,811.0
Knox,KNOX84 RITTA,President,,Republican,Donald J. Trump,1957.0
Knox,KNOX85 SKAGGSTON,President,,Republican,Donald J. Trump,1026.0
Knox,KNOX86 CARTER,President,,Republican,Donald J. Trump,1074.0
Knox,KNOX87 THORNGROVE,President,,Republican,Donald J. Trump,794.0
Knox,KNOX89 MT. OLIVE,President,,Republican,Donald J. Trump,1502.0
Knox,KNOX90 SOUTH DOYLE,President,,Republican,Donald J. Trump,1973.0
Knox,KNOX92 GAP CREEK,President,,Republican,Donald J. Trump,547.0
Knox,KNOX93 HOPEWELL,President,,Republican,Donald J. Trump,1249.0
Lake,LAKE1 TIPTONVILLE SR CITIZENS,President,,Republican,Donald J. Trump,108.0
Lake,LAKE2 COURTHOUSE,President,,Republican,Donald J. Trump,594.0
Lake,LAKE3 LAKE CO MIDDLE,President,,Republican,Donald J. Trump,655.0
Lauderdale,LAUDERDALEHENNING 1,President,,Republican,Donald J. Trump,215.0
Lauderdale,LAUDERDALEMCBRIDE 1,President,,Republican,Donald J. Trump,291.0
Lauderdale,LAUDERDALECONNER 2,President,,Republican,Donald J. Trump,292.0
Lauderdale,LAUDERDALERIPLEY 2,President,,Republican,Donald J. Trump,296.0
Lauderdale,LAUDERDALERIPLEY 3,President,,Republican,Donald J. Trump,631.0
Lauderdale,LAUDERDALERIPLEY 4,President,,Republican,Donald J. Trump,163.0
Lauderdale,LAUDERDALELIGHTFOOT 5,President,,Republican,Donald J. Trump,308.0
Lauderdale,LAUDERDALEARP 6,President,,Republican,Donald J. Trump,367.0
Lauderdale,LAUDERDALECENTRAL 6,President,,Republican,Donald J. Trump,561.0
Lauderdale,LAUDERDALEEDITH 7,President,,Republican,Donald J. Trump,236.0
Lauderdale,LAUDERDALEGATES 7,President,,Republican,Donald J. Trump,350.0
Lauderdale,LAUDERDALENANKIPOO 7,President,,Republican,Donald J. Trump,320.0
Lauderdale,LAUDERDALEHALLS 8,President,,Republican,Donald J. Trump,854.0
Lauderdale,LAUDERDALEEARLY VOTING - WRITE-INS,President,,Republican,Donald J. Trump,0.0
Lawrence,LAWRENCE1-1 ST. JOSEPH,President,,Republican,Donald J. Trump,339.0
Lawrence,LAWRENCE1-2 WEST LORETTO,President,,Republican,Donald J. Trump,367.0
Lawrence,LAWRENCE2-1 LORETTO CIV CTR,President,,Republican,Donald J. Trump,701.0
Lawrence,LAWRENCE3-1 SE LAWRENCE,President,,Republican,Donald J. Trump,434.0
Lawrence,LAWRENCE3-2 CENTERPOINT,President,,Republican,Donald J. Trump,267.0
Lawrence,LAWRENCE4-1 CROSSROADS,President,,Republican,Donald J. Trump,821.0
Lawrence,LAWRENCE5-1 LEOMA,President,,Republican,Donald J. Trump,475.0
Lawrence,LAWRENCE5-2 GANDY,President,,Republican,Donald J. Trump,251.0
Lawrence,LAWRENCE6-1 IRON CITY,President,,Republican,Donald J. Trump,222.0
Lawrence,LAWRENCE6-2 WEST POINT,President,,Republican,Donald J. Trump,371.0
Lawrence,LAWRENCE7-1 LAWRENCEBURG,President,,Republican,Donald J. Trump,778.0
Lawrence,LAWRENCE8-1 NEW PROSPECT,President,,Republican,Donald J. Trump,947.0
Lawrence,LAWRENCE9-1 ETHRIDGE,President,,Republican,Donald J. Trump,359.0
Lawrence,LAWRENCE9-2 MARS HILL,President,,Republican,Donald J. Trump,353.0
Lawrence,LAWRENCE10-1 HOWARDS,President,,Republican,Donald J. Trump,606.0
Lawrence,LAWRENCE11-1 SUMMERTOWN,President,,Republican,Donald J. Trump,693.0
Lawrence,LAWRENCE12-1 CENTER,President,,Republican,Donald J. Trump,245.0
Lawrence,LAWRENCE12-2 HENRYVILLE,President,,Republican,Donald J. Trump,404.0
Lawrence,LAWRENCE13-1 WEST END,President,,Republican,Donald J. Trump,806.0
Lawrence,LAWRENCE14-1 CRAWFISH VALLEY,President,,Republican,Donald J. Trump,531.0
Lawrence,LAWRENCE15-1 DAVID CROCKETT,President,,Republican,Donald J. Trump,835.0
Lawrence,LAWRENCE16-1 ROTARY PARK,President,,Republican,Donald J. Trump,369.0
Lawrence,LAWRENCE17-1 SOWELL,President,,Republican,Donald J. Trump,598.0
Lawrence,LAWRENCE18-1 E. O. COFFMAN,President,,Republican,Donald J. Trump,648.0
Lewis,LEWIS1-1,President,,Republican,Donald J. Trump,357.0
Lewis,LEWIS1-2,President,,Republican,Donald J. Trump,437.0
Lewis,LEWIS1-3,President,,Republican,Donald J. Trump,435.0
Lewis,LEWIS1-4,President,,Republican,Donald J. Trump,448.0
Lewis,LEWIS1-5,President,,Republican,Donald J. Trump,467.0
Lewis,LEWIS1-6,President,,Republican,Donald J. Trump,383.0
Lewis,LEWIS1-7,President,,Republican,Donald J. Trump,423.0
Lewis,LEWIS1-8,President,,Republican,Donald J. Trump,329.0
Lewis,LEWIS1-9,President,,Republican,Donald J. Trump,306.0
Lincoln,LINCOLN1-1 BLANCHE,President,,Republican,Donald J. Trump,712.0
Lincoln,LINCOLN1-2 MOLINO,President,,Republican,Donald J. Trump,354.0
Lincoln,LINCOLN1-3 TAFT,President,,Republican,Donald J. Trump,378.0
Lincoln,LINCOLN2-1 BOONSHILL,President,,Republican,Donald J. Trump,559.0
Lincoln,LINCOLN2-2 HOWELL,President,,Republican,Donald J. Trump,358.0
Lincoln,LINCOLN2-3 PETERSBURG,President,,Republican,Donald J. Trump,378.0
Lincoln,LINCOLN3-1 RECREATION CENTER,President,,Republican,Donald J. Trump,522.0
Lincoln,LINCOLN3-2 LIBERTY,President,,Republican,Donald J. Trump,693.0
Lincoln,LINCOLN4-1 MARANATHA,President,,Republican,Donald J. Trump,745.0
Lincoln,LINCOLN4-2 FNB,President,,Republican,Donald J. Trump,645.0
Lincoln,LINCOLN5-1 CALVARY,President,,Republican,Donald J. Trump,571.0
Lincoln,LINCOLN5-2 ARMORY,President,,Republican,Donald J. Trump,279.0
Lincoln,LINCOLN6-1 FAYETTEVILLE CPC,President,,Republican,Donald J. Trump,943.0
Lincoln,LINCOLN6-2 BELLEVILLE,President,,Republican,Donald J. Trump,299.0
Lincoln,LINCOLN6-3 MULBERRY,President,,Republican,Donald J. Trump,261.0
Lincoln,LINCOLN7-1 ELORA,President,,Republican,Donald J. Trump,205.0
Lincoln,LINCOLN7-2 FLINTVILLE,President,,Republican,Donald J. Trump,605.0
Lincoln,LINCOLN7-3 KELSO,President,,Republican,Donald J. Trump,378.0
Lincoln,LINCOLN8-1 LINCOLN,President,,Republican,Donald J. Trump,1137.0
Lincoln,LINCOLN8-2 SOUTH LINCOLN,President,,Republican,Donald J. Trump,376.0
Loudon,LOUDONLOUDON MT ZION,President,,Republican,Donald J. Trump,733.0
Loudon,LOUDONLOUDON,President,,Republican,Donald J. Trump,1208.0
Loudon,LOUDONLOUDON OUTSIDE,President,,Republican,Donald J. Trump,1070.0
Loudon,LOUDONLENOIR CITY,President,,Republican,Donald J. Trump,1510.0
Loudon,LOUDONLENOIR CITY OUTSIDE,President,,Republican,Donald J. Trump,519.0
Loudon,LOUDONGREENBACK,President,,Republican,Donald J. Trump,972.0
Loudon,LOUDONGLENDALE,President,,Republican,Donald J. Trump,859.0
Loudon,LOUDONDAVIS,President,,Republican,Donald J. Trump,539.0
Loudon,LOUDONLUTTRELL,President,,Republican,Donald J. Trump,296.0
