precinct,gen_dem_CLINTON,gen_grn_STEIN,gen_ind_WRITE-INS,gen_lib_JOHNSON,gen_rep_TRUMP,gen_rep_VOTES,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_PLEDGE,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,pri_rep_UNCOMMITTED,pri_rep_VOTES,gen_total,rep_pri_total,dem_pri_total
ESCAMBIA_PROVISIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESCAMBIA_RIVERVIEW TOWN HALL,14,0,3,2,344,6,5,0,0,5,3,21,1,32,0,0,0,1,2,0,22,0,97,0,2,369,181,10
ESCAMBIA_ROCK HILL RIDGE RD VFD,70,2,3,3,217,2,29,1,0,2,2,8,0,19,0,0,0,6,0,0,18,0,69,2,1,297,125,32
ESCAMBIA_WALLACE METHODIST CHURCH,5,1,1,1,63,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,10,0,22,0,1,71,40,0
ETOWAH_ABSENTEE,428,5,8,30,1075,10,27,0,1,5,10,12,1,43,0,0,0,5,1,0,35,0,90,1,2,1556,200,33
ETOWAH_ALTOONA FIRE DEPTARTMENT,52,3,1,4,462,5,19,0,0,10,1,30,0,41,0,0,1,5,0,0,34,0,137,2,0,527,251,29
ETOWAH_ATTALLA RECREATION CENTER,210,4,12,33,1262,10,63,1,1,33,4,72,0,147,0,0,2,13,0,0,87,1,359,9,3,1531,697,98
ETOWAH_CARVER COMMUNITY CENTER,896,4,1,2,28,5,451,0,0,34,0,0,0,4,0,0,0,0,0,0,1,0,2,3,1,936,11,485
ETOWAH_CAVE SPRINGS,139,4,4,23,730,5,40,0,1,18,0,37,0,102,0,1,0,14,0,0,46,0,217,11,0,905,428,59
ETOWAH_EGYPT COMMUNITY CENTER,45,0,2,6,312,2,26,0,0,11,3,23,1,31,0,0,2,7,1,0,19,0,86,9,2,367,184,37
ETOWAH_ELLIOTT COMMUNITY CENTER,338,6,14,29,751,8,120,0,0,32,1,36,1,79,0,0,1,12,0,0,53,1,225,4,2,1146,415,152
ETOWAH_FORD'S VALLEY WATER,61,0,2,5,458,0,20,0,1,19,1,23,0,64,0,0,0,1,2,0,21,0,129,3,1,526,245,40
ETOWAH_GADSDEN CONVENTION HALL,799,10,19,30,481,13,365,0,0,112,3,34,0,69,0,0,0,22,3,0,69,0,145,9,4,1352,358,477
ETOWAH_GALLANT COMMUNITY CENTER,41,5,1,3,428,0,16,0,1,12,5,28,0,72,0,0,2,3,1,0,34,1,111,1,1,478,259,29
ETOWAH_MOUNTAINBORO VFD,88,1,7,9,884,10,29,0,2,12,5,45,1,94,0,0,2,10,1,0,59,1,260,2,0,999,480,43
ETOWAH_NOCCALULA KIWANIS PAVIL_,340,12,18,65,1403,14,129,0,1,91,3,120,1,195,0,0,0,46,5,0,176,0,427,16,2,1852,991,221
ETOWAH_PROVISIONAL,92,1,4,6,219,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0
ETOWAH_RAINBOW CITY FIRE DEPT #2,91,4,9,9,604,6,40,0,0,15,0,28,2,72,1,0,0,26,0,0,91,1,205,2,5,723,433,55
ETOWAH_REECE CITY TOWN HALL,48,2,5,12,416,1,23,0,0,16,1,22,0,55,0,0,2,10,0,0,46,0,127,3,2,484,268,39
ETOWAH_SARDIS COMMUNITY CENTER,156,3,15,22,1524,21,44,0,0,21,2,97,1,169,1,1,0,13,0,0,139,1,383,13,4,1741,824,65
ETOWAH_WALLACE HALL,1252,9,9,40,400,9,673,0,0,72,1,34,0,45,0,0,0,1,0,0,33,0,100,5,3,1719,222,745
ETOWAH_WALNUT GROVE V_F_D_,77,1,5,11,808,5,35,0,0,6,1,38,0,103,0,0,2,7,0,0,49,0,249,8,1,907,458,41
ETOWAH_WHORTON BEND FIRE STATION,121,1,10,19,856,1,49,0,0,16,2,73,0,122,0,0,1,31,2,0,142,0,215,6,2,1008,596,65
FAYETTE_ABSENTEE,54,1,3,3,179,2,23,0,1,4,5,9,1,7,0,0,1,1,0,0,14,0,26,6,3,242,73,28
FAYETTE_BERRY CIVIC CENTER,64,3,4,13,571,7,27,0,0,16,0,41,0,112,0,0,3,8,0,0,38,1,215,7,9,662,434,43
FAYETTE_BOLEY SPRINGS CHURCH,15,1,1,1,206,1,5,0,0,3,0,10,0,42,0,0,1,0,0,0,14,0,70,2,3,225,142,8
FAYETTE_BROWNS-GLEN ALLEN COMM CT,15,1,2,0,187,1,13,0,0,3,1,7,0,20,0,0,0,0,0,0,8,0,78,2,8,206,124,16
FAYETTE_CLEAR CREEK VC- PHIL CH,14,1,1,2,124,4,3,0,0,4,0,8,0,24,0,0,1,1,1,0,13,0,51,7,4,146,110,7
FAYETTE_COLLINS VT CTR-MT_ VERNON,16,0,0,1,232,0,3,0,0,3,0,28,0,27,0,0,0,10,1,0,28,0,110,2,2,249,208,6
FAYETTE_ELM GROVE CHURCH,12,0,0,0,87,0,8,0,0,0,0,4,0,18,0,0,0,2,0,0,2,0,29,2,1,99,58,8
FAYETTE_FAYETTE CIVIC CENTER,323,4,9,25,1127,9,171,0,1,28,3,109,2,177,0,0,9,34,3,0,182,0,382,24,20,1497,945,200
FAYETTE_FAYETTE YOUTH CENTER,291,2,2,12,521,4,153,0,2,22,4,51,1,77,1,0,5,16,0,0,56,0,184,19,12,832,426,177
FAYETTE_GILPIN-LAWRENCE MILL COMM,36,0,0,7,346,2,11,0,0,5,2,39,0,49,0,0,7,12,0,0,35,0,139,5,8,391,296,16
FAYETTE_LEE-BELK COMMUNITY CENTER,11,3,0,3,184,2,0,0,0,3,0,9,0,32,1,0,2,3,0,0,18,0,75,2,5,203,147,3
FAYETTE_PROVISIONAL,4,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
FAYETTE_STOUGH VOTING CENTER,41,0,4,4,313,4,19,1,1,6,0,26,0,38,0,0,2,4,0,0,38,0,97,9,5,366,219,27
FAYETTE_STUDDARD'S CROSSROADS,5,0,0,2,44,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,2,0,17,0,1,51,26,1
FAYETTE_SUGAR CREEK EXP_ STATION,6,0,0,2,76,0,1,0,0,0,0,6,0,18,0,0,0,2,0,0,7,0,34,4,8,84,79,1
FAYETTE_THOMPSON-KIRKLAND SCHOOL,11,0,1,2,141,1,3,0,1,2,0,12,0,24,0,0,1,3,0,0,18,0,53,1,3,156,115,6
FRANKLIN_BELGREEN FIRE PRCT 7,79,2,8,13,490,11,68,3,5,61,0,23,0,38,0,0,0,2,0,0,21,1,101,39,45,603,270,137
FRANKLIN_CHUCKIE MULLINS PRCT2-4,273,2,2,9,124,4,142,0,2,23,0,10,1,7,0,0,0,1,0,0,8,0,24,4,6,414,61,167
FRANKLIN_COLLEGE AVE ELEM_ PRCT2-2,166,2,3,14,314,8,66,0,1,32,0,20,0,21,1,0,1,1,0,0,23,0,96,7,5,507,175,99
FRANKLIN_COURTHOUSE ANNEX PRCT 2-3,103,1,4,9,367,5,55,0,0,32,1,16,1,26,0,0,2,7,0,0,29,0,97,12,12,489,203,87
FRANKLIN_EAST FRANKLIN SCH PRCT 19,60,3,3,9,521,10,33,2,9,46,1,32,0,43,0,0,0,7,1,0,21,1,119,39,30,606,294,90
FRANKLIN_FRANKFORT PRCT3,25,0,0,5,177,2,10,0,4,16,0,4,0,17,0,0,1,1,0,0,2,0,47,11,22,209,105,30
FRANKLIN_HALLTOWN PRCT 14,59,2,3,11,430,6,47,0,2,34,0,14,0,52,0,0,1,6,0,0,27,1,80,37,39,511,257,83
FRANKLIN_HODGES PRCT 8,21,0,0,6,211,7,10,0,3,13,0,9,2,33,0,0,2,2,0,0,7,0,44,8,7,245,114,26
FRANKLIN_JONESBORO PRCT 17,64,3,0,10,297,4,53,0,0,18,0,12,0,23,0,0,1,6,0,0,21,0,72,11,10,378,156,71
FRANKLIN_LAWLERS PRCT 15,55,2,4,2,331,11,39,0,0,30,0,10,0,40,0,0,0,1,0,0,17,0,86,22,28,405,204,69
FRANKLIN_MT_ STAR HILLS PRCT 11,38,5,6,4,235,3,21,0,0,19,0,9,0,31,0,0,0,1,0,0,19,0,64,7,8,291,139,40
FRANKLIN_NEWBURG PRCT 20,76,0,0,2,96,2,50,0,0,7,0,3,0,14,0,0,0,1,0,0,8,0,22,6,5,176,59,57
FRANKLIN_PHIL CAMPBELL PRCT 9,110,7,1,12,684,7,64,1,3,43,0,29,0,58,0,0,0,3,0,0,40,0,177,33,25,821,365,111
FRANKLIN_ROCKWOOD PRCT 10,80,1,2,12,383,4,33,0,0,29,0,10,0,28,0,0,1,2,1,0,22,0,87,21,19,482,191,62
FRANKLIN_RUSSELLVILLE ELEC_ PCT2-5,173,7,2,20,412,7,83,1,1,33,1,23,1,49,0,0,1,11,1,0,35,0,100,20,4,621,246,118
FRANKLIN_RUSSELLVILLE HIGH PRCT2-1,187,2,11,20,799,10,112,2,2,42,1,53,0,100,0,0,2,18,1,0,93,0,202,29,23,1029,522,158
FRANKLIN_SPRUCE PINE PRCT 18,85,1,5,16,443,9,65,2,5,49,1,14,0,56,1,0,1,6,0,0,16,0,107,28,24,559,254,121
FRANKLIN_THARPTOWN PRCT 13,79,1,4,6,288,7,55,1,0,23,0,5,0,25,0,0,1,7,0,0,28,0,75,2,17,385,160,79
FRANKLIN_UNION COMMUNITY PRCT 1,24,2,1,7,393,8,18,1,3,31,0,11,0,28,0,0,0,2,0,0,17,0,91,25,16,435,190,53
FRANKLIN_VFD PLEASANT SITE PRCT 4,24,0,0,0,135,5,19,0,0,14,1,2,0,6,0,0,0,5,0,0,6,0,30,9,15,164,74,33
FRANKLIN_VINA FIRE DEPT_ PRCT 6,63,4,0,9,409,7,36,0,0,34,4,14,0,36,0,0,0,2,0,0,14,0,89,26,30,492,215,70
FRANKLIN_WACO CHURCH CHRIST PCT16,71,3,4,4,186,0,21,0,0,32,0,9,0,21,0,0,2,2,0,0,9,0,49,7,3,268,102,53
GENEVA_ABSENTEE,55,1,4,6,315,8,6,0,1,4,1,2,0,7,0,0,0,1,0,0,9,0,26,1,0,389,47,11
GENEVA_BLACK COMM CENTER,14,1,1,3,213,0,6,0,1,2,2,18,0,38,0,0,0,4,0,0,16,0,60,8,2,232,148,9
GENEVA_COFFEE SPRINGS,29,1,3,5,296,0,4,0,0,4,1,15,1,44,0,0,1,7,1,0,24,1,87,3,0,334,185,8
GENEVA_FADETTE,37,0,3,5,621,3,9,0,0,11,4,28,1,85,0,0,0,11,0,0,62,1,187,9,0,669,388,20
GENEVA_GENEVA CITY HALL,49,1,2,4,87,1,21,0,0,2,0,5,0,11,0,0,0,4,0,0,8,1,25,0,1,144,55,23
GENEVA_GENEVA COMMUNITY CENTER,153,3,1,13,423,9,56,1,0,10,4,28,1,46,0,0,4,11,0,0,47,0,141,7,2,602,291,67
GENEVA_GENEVA COUNTY COURTHOUSE,54,1,1,6,393,5,16,0,0,6,1,38,0,56,0,0,1,10,0,0,43,0,129,2,1,460,281,22
GENEVA_GENEVA FARM CENTER,30,1,2,6,344,2,11,0,0,7,1,26,0,61,0,0,1,6,0,0,33,0,114,1,1,385,244,18
GENEVA_GENEVA NATIONAL GUARD,43,0,4,4,219,0,17,0,0,7,0,13,0,33,1,0,0,2,1,0,32,0,77,1,1,270,161,24
GENEVA_GILMORE VOTING HOUSE,8,1,2,2,210,0,0,0,0,0,1,8,0,36,0,1,1,1,1,0,17,1,83,4,1,223,155,0
GENEVA_HUGHES VOTING HOUSE,22,0,5,3,336,3,6,0,0,3,0,33,0,74,0,0,2,4,1,0,25,1,88,3,0,369,231,9
GENEVA_LOWERY VOTING HOUSE,8,0,1,3,162,2,1,0,0,3,0,4,0,14,0,0,1,4,0,0,19,2,57,1,1,176,103,4
GENEVA_LYTLE,34,0,3,4,278,3,7,0,0,4,2,12,1,50,0,0,4,3,2,0,16,0,113,4,2,322,209,11
GENEVA_MALVERN COMMUNITY,69,0,3,16,846,3,19,0,2,10,1,39,1,125,0,0,4,8,1,0,4,0,256,5,1,937,445,31
GENEVA_PINEY GROVE,8,1,1,0,194,1,2,0,0,1,0,5,0,24,0,0,0,2,0,0,13,0,87,2,4,205,137,3
GENEVA_PROVISIONAL,0,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
GENEVA_REVELS STORE,13,2,0,2,208,3,5,0,0,1,0,7,1,28,0,0,2,6,0,0,16,0,67,2,1,228,130,6
GENEVA_SAMSON COMMUNITY CENTER,21,0,4,2,434,2,9,0,1,2,2,16,0,79,0,0,1,8,2,0,41,0,170,6,5,463,330,12
GENEVA_SAMSON MASONIC,124,0,1,6,365,5,51,0,0,5,2,17,0,54,0,0,3,7,0,0,29,0,149,2,6,501,269,56
GENEVA_SLOCOMB NATIONAL GUARD,263,2,3,9,833,3,110,0,1,24,4,51,1,118,0,1,4,6,0,0,80,0,248,7,4,1113,524,135
GENEVA_TATE SCHOOL,16,0,3,8,196,0,10,0,0,0,1,22,0,23,0,0,0,1,0,0,24,0,49,0,1,223,121,10
GREENE_ABSENTEE,226,0,0,2,21,0,206,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,7,249,10,208
GREENE_BROWN MORROW BRANCH HGTS,434,0,0,0,24,0,251,1,0,7,0,0,0,2,0,0,0,0,0,0,2,0,4,1,1,458,10,259
GREENE_FORKLAND CITY HALL,556,1,3,3,164,7,392,1,5,45,0,1,0,1,0,0,1,3,0,0,5,0,22,20,13,734,66,443
GREENE_GREENE COUNTY COURTHOUSE,171,0,0,0,24,1,122,2,0,10,0,0,0,3,0,0,0,0,0,0,0,0,4,1,5,196,13,134
GREENE_NATIONAL GUARD ARMORY,557,1,3,3,293,2,350,3,7,64,1,8,0,11,0,0,0,3,0,0,18,1,48,27,41,859,158,424
GREENE_PROVISIONAL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
GREENE_SOUTH FORK RESTAURANT,61,0,0,0,6,1,43,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,68,5,45
HALE_ABSENTEE,262,1,1,5,92,1,111,0,0,9,0,1,0,1,0,0,0,0,0,0,1,0,4,7,2,362,16,120
HALE_AKRON CITY HALL,272,1,0,4,182,1,178,0,0,13,2,8,0,34,0,1,0,3,0,0,11,0,50,4,3,460,116,191
HALE_BUCKSNORT,51,0,0,0,101,1,30,1,0,24,0,2,0,11,0,0,1,0,0,0,2,0,27,2,2,153,47,55
HALE_GALLION VFD,156,0,4,4,147,0,117,1,1,15,0,8,0,9,0,0,0,2,0,0,7,0,47,23,10,311,106,134
HALE_GREENSBORO ARMORY,1936,1,11,15,691,12,665,2,0,93,0,5,1,19,0,0,1,4,0,0,17,0,50,57,66,2666,220,760
HALE_HAVANA,102,0,2,1,111,1,64,0,0,17,0,1,0,16,0,0,0,1,0,0,13,0,22,3,4,217,60,81
HALE_MOUNDVILLE CITY HALL,547,6,4,11,986,10,298,0,1,87,0,40,1,129,1,0,0,6,0,0,54,0,220,29,20,1564,500,386
HALE_PHIPPS WORK CENTER,3,0,0,0,23,0,2,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,10,0,0,26,15,3
HALE_PROVISIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HALE_STEWART,79,0,2,4,189,1,46,0,1,16,0,7,0,21,0,0,1,1,0,0,14,0,46,9,6,275,105,63
HALE_VALLEY,33,0,0,0,120,0,24,1,0,24,0,7,0,10,0,0,0,0,0,0,1,0,32,3,4,153,57,49
HENRY_ABBEVILLE VOTING CENTER,578,4,7,13,649,5,250,0,2,40,3,49,1,99,0,0,1,11,1,0,76,1,240,10,4,1256,496,292
HENRY_ABSENTEE,153,0,6,6,260,0,54,0,0,5,3,5,0,3,1,0,0,3,0,0,9,0,29,1,10,425,64,59
HENRY_CAPPS POST OFFICE,153,2,0,3,224,8,93,0,0,10,0,22,1,37,0,0,0,3,0,0,19,0,64,7,2,390,155,103
HENRY_DOUGLAS CROSSROADS,23,1,1,0,331,3,8,0,0,6,1,28,0,51,0,0,0,6,1,0,15,0,99,2,5,359,208,14
HENRY_EDWIN VOTING CENTER,80,0,0,0,119,1,59,0,0,1,0,12,0,26,0,0,2,0,0,0,5,0,33,2,1,200,81,60
HENRY_HALEBURG CITY HALL,44,0,0,3,204,6,25,0,0,5,0,11,0,30,0,0,2,4,0,0,13,0,76,1,3,257,140,30
HENRY_HEADLAND VOTING CENTER,496,5,18,30,1833,17,253,1,2,39,2,183,3,332,0,0,3,39,1,0,236,0,593,18,7,2399,1417,295
HENRY_JUDSON COMMUNITY,152,0,1,11,644,4,80,0,0,11,4,21,1,63,0,0,1,14,0,0,62,2,220,8,0,812,396,91
HENRY_LAWRENCEVILLE HS,105,0,0,1,139,8,55,0,1,13,1,13,0,11,0,0,0,0,0,0,7,0,51,2,0,253,85,69
HENRY_PROVISIONAL,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
HENRY_SHORTERVILLE HOUSE,99,2,1,1,97,3,63,0,0,1,0,15,0,16,0,0,0,5,1,0,12,0,19,1,0,203,69,64
HENRY_WILLS CROSS ROADS VT,57,0,1,5,177,4,26,0,0,6,1,9,0,19,0,0,0,2,0,0,12,0,62,1,2,244,108,32
HOUSTON_ABSENTEE,447,4,19,40,1475,10,27,0,1,14,12,18,1,64,0,0,2,14,1,0,58,1,92,5,1,1995,269,42
HOUSTON_ASHFORD DEPOT,318,2,8,16,1080,4,110,0,1,16,6,91,3,142,0,0,7,17,1,0,96,2,329,18,7,1428,719,127
HOUSTON_BAY SPRINGS VFD,105,2,4,5,675,4,30,0,0,11,1,53,0,116,0,0,1,11,2,0,89,0,181,9,4,795,467,41
HOUSTON_COTTONWOOD CITY HALL,198,1,3,15,957,9,37,0,0,11,6,71,0,132,4,2,1,16,0,0,83,0,334,24,41,1183,714,48
HOUSTON_COWARTS TOWN HALL,171,3,5,22,1061,5,63,0,0,16,3,78,1,127,1,0,4,16,0,0,102,2,348,17,8,1267,707,79
HOUSTON_DOTHAN 1ST ASSEMBLY CLC,532,8,28,86,2589,19,113,0,0,62,8,190,2,409,0,0,4,123,3,0,462,0,623,22,10,3262,1856,175
HOUSTON_ENTERPRISE CHURCH,45,1,4,5,470,3,14,0,0,4,3,52,1,86,0,0,1,7,0,0,47,0,148,6,7,528,358,18
HOUSTON_FARM CENTER,668,6,14,48,1880,19,223,0,0,51,9,137,0,325,2,0,5,47,8,0,213,0,494,17,10,2635,1267,274
HOUSTON_GORDON CITY HALL,154,1,2,6,93,1,54,0,0,9,1,6,0,10,0,0,0,0,0,0,8,0,24,1,3,257,53,63
HOUSTON_HODGESVILLE VFD,110,6,3,14,1119,5,39,0,0,18,5,80,1,179,0,0,6,12,1,0,106,1,329,12,8,1257,740,57
HOUSTON_KINSEY VFD,291,3,6,8,451,6,103,1,0,17,3,43,2,72,0,0,0,9,0,0,50,0,133,5,8,765,325,121
HOUSTON_LIBRARY,957,14,26,58,1693,30,259,0,1,73,5,129,0,250,1,1,2,97,1,0,295,0,448,25,24,2778,1278,333
HOUSTON_LOVETOWN FIRE STATION,19,2,2,4,320,1,7,0,0,5,2,17,0,43,0,0,1,5,3,0,23,1,107,6,4,348,212,12
HOUSTON_PANSEY VFD,32,0,2,7,388,4,6,0,0,3,4,26,0,37,0,0,2,4,0,0,43,0,143,5,2,433,266,9
HOUSTON_PROVISIONAL,104,0,2,3,139,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0
HOUSTON_REHOBETH MUNICIPAL COMPLX,76,2,9,13,1307,5,12,0,2,9,2,109,2,224,0,0,4,15,0,0,148,0,374,11,8,1412,897,23
HOUSTON_ST_ JOHNS PARK,122,1,1,1,198,4,43,0,0,5,0,8,0,38,0,0,1,2,1,0,13,0,50,4,5,327,122,48
HOUSTON_TAYLOR CITY HALL,185,8,13,32,1326,1,30,0,0,29,5,102,2,190,0,1,7,29,1,0,112,1,353,12,4,1565,819,59
HOUSTON_VAUGHN BLUMBERG CENTER,691,10,16,46,1395,15,199,0,0,44,2,126,2,217,0,0,1,46,2,0,170,0,357,16,9,2173,948,243
HOUSTON_WALTON PARK,1405,3,3,7,96,18,547,0,0,29,2,25,0,17,0,1,0,8,0,0,17,0,28,10,49,1532,157,576
HOUSTON_WATER AND ELECTRIC COMPLX,596,12,43,82,3241,18,161,1,0,72,9,255,4,540,1,1,6,105,0,0,439,2,828,25,15,3992,2230,234
HOUSTON_WEBB CITY HALL,134,1,8,8,590,6,53,0,0,9,2,44,0,77,0,0,6,7,0,0,34,0,184,5,4,747,363,62
HOUSTON_WESTGATE PARK,473,19,32,83,2681,20,99,0,0,59,20,221,2,458,3,0,7,120,9,0,490,0,680,30,10,3308,2050,158
HOUSTON_WICKSBURG VFD,83,1,10,24,1162,5,22,0,0,20,0,83,1,194,0,1,1,13,3,0,106,1,279,13,5,1285,700,42
HOUSTON_WIREGRASS PARK,1405,13,14,42,1176,16,407,1,0,83,10,69,2,154,1,0,7,10,1,0,126,0,353,23,28,2666,784,491
JACKSON_ABSENTEE,172,4,9,21,568,11,13,0,0,9,3,12,0,22,0,0,1,9,0,0,28,0,64,3,20,785,162,22
JACKSON_ASPEL JACKSON WATERWORKS,32,0,2,2,154,1,10,0,0,1,0,4,0,16,0,0,1,7,0,0,20,0,58,0,2,191,108,11
JACKSON_BISHOP HALL'S STORE,14,0,0,4,41,2,8,0,0,4,0,1,0,8,0,0,0,0,0,0,3,0,21,0,1,61,34,12
JACKSON_CHRISTIAN HOME,38,0,1,2,212,1,12,0,0,5,1,6,0,28,0,0,0,0,1,0,23,0,66,4,3,254,132,17
JACKSON_CROW FIRE HALL,16,0,0,1,138,1,8,0,0,2,0,10,0,16,0,0,3,3,0,0,13,0,38,6,2,156,91,10
JACKSON_DEAN'S CHAPEL COMMUNITY,53,2,0,4,256,4,18,1,0,8,0,27,0,32,0,0,0,4,0,0,30,0,73,5,5,319,176,27
JACKSON_DUTTON CITY HALL,167,3,7,18,809,4,55,0,1,21,1,58,3,88,0,0,1,22,1,0,90,1,288,16,20,1008,589,77
JACKSON_ESTILL FORK PRINCES STORE,6,0,0,1,77,1,5,0,0,2,0,7,0,12,0,0,3,1,0,0,2,1,30,1,0,85,57,7
JACKSON_FACKLER FIRE HALL,66,2,0,7,304,5,23,0,1,10,2,22,0,39,0,0,2,4,0,0,43,1,95,6,12,384,226,34
JACKSON_GARTH BAPTIST CHURCH,17,0,2,1,99,1,7,0,0,2,0,3,0,5,0,0,0,3,1,0,7,0,36,0,0,120,55,9
JACKSON_HAMBRICK COMMUNITY,1,0,0,0,17,0,1,0,0,1,0,2,0,7,0,0,0,0,0,0,1,0,5,1,0,18,16,2
JACKSON_HOLLYTREE GROCERY,22,2,0,1,78,2,8,0,0,4,0,5,0,11,0,0,0,0,0,0,9,0,26,1,0,105,52,12
JACKSON_HOLLYWOOD CITY HALL,183,1,7,11,528,8,87,0,0,19,1,32,0,69,1,0,1,4,1,0,46,0,168,7,17,738,347,106
JACKSON_HYTOP TOWN HALL,20,0,3,6,142,1,7,0,0,1,0,5,0,13,0,0,0,4,0,0,21,0,50,3,12,172,108,8
JACKSON_LANGSTON CITY HALL,21,1,1,4,108,1,11,0,0,0,0,14,0,9,0,0,0,4,0,0,16,0,36,3,3,136,85,11
JACKSON_LARKINSVILLE STOCK BARN,32,2,2,6,337,2,14,0,1,8,0,26,0,34,0,0,0,5,0,0,25,0,119,6,2,381,217,23
JACKSON_LETCHER CHURCH OF GOD,17,1,0,3,166,1,9,0,0,3,0,8,0,30,0,0,2,3,1,0,19,1,62,2,1,188,129,12
JACKSON_LIMROCK FIRE HALL,30,0,3,2,122,1,10,0,0,8,1,6,0,4,1,0,0,5,0,0,8,1,57,2,5,158,90,18
JACKSON_MACEDONIA SCHOOL,75,5,2,11,558,9,31,0,0,10,0,63,2,51,0,0,0,12,1,0,53,1,212,9,27,660,431,41
JACKSON_PISGAH CITY HALL,179,10,0,35,701,0,48,0,0,28,2,65,2,102,0,0,2,6,2,0,111,1,210,15,24,925,542,76
JACKSON_PRINCETON FIRE HALL,9,0,2,1,54,2,6,0,0,4,0,2,0,6,0,0,0,0,0,0,2,0,32,0,0,68,42,10
JACKSON_PROVISIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JACKSON_SECTION NEW CITY HALL,134,4,6,12,633,9,51,0,0,23,0,44,1,60,1,0,2,10,0,0,59,1,243,12,30,798,463,74
JACKSON_SKYLINE CITY HALL,68,2,4,8,644,12,19,1,0,12,5,34,0,74,0,0,3,10,1,0,71,0,239,12,19,738,468,32
JACKSON_STEVENSON CITY PARK,379,2,11,20,1093,11,103,0,0,15,4,53,0,120,0,0,5,28,2,0,104,2,366,25,59,1516,768,118
JACKSON_TRENTON FIRE HALL,8,0,2,0,60,0,4,0,0,4,0,6,0,4,0,0,0,0,0,0,6,0,24,1,1,70,42,8
JACKSON_TUPELO/PIKEVILLE STORE,26,1,1,0,223,1,8,0,0,1,0,11,0,40,0,0,1,4,0,0,34,0,73,6,5,252,174,9
JACKSON_WOODVILLE BOB JONES COMM_,85,2,3,5,496,4,22,0,0,14,0,20,0,31,0,0,0,2,0,0,50,0,219,3,4,595,329,36
JEFFERSON_1010 - OUR LADY OF LOURD,2982,19,18,36,918,4,1340,2,0,211,4,55,0,162,0,0,0,34,1,0,101,0,290,24,6,3977,677,1553
JEFFERSON_1020 - TOM BRADFORD PARK,1941,16,19,37,840,8,837,3,3,190,0,52,0,156,0,0,4,24,1,0,124,0,237,14,6,2861,618,1033
JEFFERSON_1030 - L_M_ SMITH MIDDLE,2307,16,10,13,319,2,1097,1,1,134,2,32,0,62,0,0,2,5,0,0,20,0,119,13,5,2667,260,1233
JEFFERSON_1040 - BETHEL BAPTIST CH,2238,10,14,13,35,6,1304,0,0,114,0,1,0,3,0,0,0,1,0,0,1,0,12,5,14,2316,37,1418
JEFFERSON_1050 - MIDFIELD COMMUNIT,1942,7,7,18,197,9,966,0,0,81,3,11,0,28,1,0,0,7,0,0,13,0,67,5,7,2180,142,1047
JEFFERSON_1060 - SUN VALLEY ELEMEN,2071,13,13,15,325,5,1121,1,1,129,1,27,0,52,0,0,1,6,0,0,20,0,85,6,6,2442,204,1252
JEFFERSON_1070 - CRESTWOOD COMMUNI,1418,31,79,120,631,30,532,1,3,314,2,50,0,110,3,0,0,60,3,0,196,0,172,9,3,2309,608,850
JEFFERSON_1080 - FAIRFIELD FIRE ST,1464,8,5,3,13,3,696,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1496,4,747
JEFFERSON_1090 - FORESTDALE SQUARE,1764,13,10,13,257,8,918,2,0,111,1,15,0,38,0,0,2,7,0,0,26,0,74,7,11,2065,181,1031
JEFFERSON_1100 - SOUTH HAMPTON ELE,1577,6,7,8,31,7,870,0,1,87,0,2,0,1,0,0,0,1,0,0,2,0,5,5,5,1636,21,958
JEFFERSON_1110 - DON HAWKINS PARK,1274,15,29,25,464,10,609,0,1,171,3,23,0,99,0,0,1,28,1,0,50,1,163,9,6,1817,384,781
