precinct,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_HAWES,pri_dem_JUDD,pri_dem_LOCKE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_WILSON,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_GRAY,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_con_CASTLE,gen_dem_CLINTON,gen_dem_GALLEGO,gen_green_STEIN,gen_grn_BARAKA,gen_grn_STEIN,gen_ind_CASTLE,gen_ind_CUBBLER,gen_ind_FOX,gen_ind_HOEFLING,gen_ind_KOTLIKOFF,gen_ind_LEE,gen_ind_MATUREN,gen_ind_MCMULLIN,gen_ind_MOOREHEAD,gen_ind_MORROW,gen_ind_SOLTYSIK,gen_ind_STEFFES,gen_ind_STEIN,gen_ind_VALDIVIA,gen_lib_CORVALAN,gen_lib_JOHNSON,gen_rep_ARRINGTON,gen_rep_HURD,gen_rep_TRUMP,gen_unk_BARRIERE,gen_unk_CASE,gen_unk_CHRISTIE,gen_unk_CRUZ,gen_unk_ERSKINE,gen_unk_KUSHNER,gen_unk_LEAMER,gen_unk_LILLY,gen_unk_RODRIGUEZ,gen_unk_RUBIO,gen_unk_SANDERS,gen_unk_SCHULIN,gen_unk_WALKER,dem_primary_total,general_total
BEXAR4083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BEXAR4084,30,0,0,0,0,0,11,0,0,0,0,7,0,0,0,0,0,0,3,0,11,0,126,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,41,184
BEXAR4085,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
BEXAR4086,24,1,0,0,0,0,15,0,0,2,0,32,0,0,0,0,0,0,6,0,25,0,81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,40,243
BEXAR4087,105,0,0,0,0,0,26,0,2,6,1,70,0,0,0,0,5,0,34,0,40,0,496,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,131,853
BEXAR4088,313,3,0,1,0,2,100,0,4,18,0,148,0,0,1,3,7,3,41,0,92,0,1254,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,646,0,0,0,0,0,0,0,0,0,0,0,0,0,419,1986
BEXAR4089,161,1,0,1,0,0,89,0,1,19,0,147,0,0,0,0,13,3,66,0,93,0,766,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,746,0,0,0,0,0,0,0,0,0,0,0,0,0,252,1592
BEXAR4090,99,2,0,0,0,0,52,0,0,12,1,107,0,1,0,0,12,1,39,0,79,0,567,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,571,0,0,0,0,0,0,0,0,0,0,0,0,0,153,1198
BEXAR4091,70,1,0,0,0,0,82,1,2,4,1,39,0,0,0,0,11,1,13,0,46,0,333,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,154,573
BEXAR4092,111,0,0,1,0,1,42,1,22,9,1,102,0,0,0,0,31,1,81,0,82,0,427,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,156,998
BEXAR4093,140,1,0,0,0,0,82,0,4,15,0,122,0,0,0,1,7,0,51,0,87,0,680,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,645,0,0,0,0,0,0,0,0,0,0,0,0,0,223,1389
BEXAR4094,140,0,0,1,0,1,62,0,6,5,0,131,2,0,0,0,16,0,41,2,96,0,498,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,507,0,0,0,0,0,0,0,0,0,0,0,0,0,204,1054
BEXAR4095,117,0,1,0,0,0,56,0,5,12,0,126,0,0,0,0,14,2,67,0,74,0,426,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,475,0,0,0,0,0,0,0,0,0,0,0,0,0,174,953
BEXAR4096,135,0,0,0,0,1,82,0,6,8,0,97,0,0,0,0,8,2,36,0,63,0,660,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,412,0,0,0,0,0,0,0,0,0,0,0,0,0,218,1140
BEXAR4097,55,0,0,0,0,0,31,0,1,6,0,84,0,0,0,0,4,0,35,0,35,0,430,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,86,899
BEXAR4098,93,0,0,0,0,1,52,1,2,15,0,93,0,0,0,0,5,0,31,0,48,0,467,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,461,0,0,0,0,0,0,0,0,0,0,0,0,0,147,986
BEXAR4099,77,2,0,0,0,0,56,0,5,14,0,69,0,0,0,1,3,1,18,0,37,0,362,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,135,651
BEXAR4100,53,0,0,0,0,0,16,0,1,7,0,49,0,0,0,0,1,0,23,0,22,0,268,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,69,501
BEXAR4101,41,2,0,0,0,0,10,0,0,3,0,80,0,0,0,0,2,0,12,0,57,0,218,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,53,551
BEXAR4102,35,0,0,0,0,0,33,0,1,1,0,20,0,0,0,0,2,1,6,0,21,0,231,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,68,363
BEXAR4103,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
BEXAR4104,69,0,0,0,0,0,65,1,3,8,0,89,0,0,0,1,8,0,32,0,66,0,494,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,483,0,0,0,0,0,0,0,0,0,0,0,0,0,135,1042
BEXAR4105,83,0,0,0,1,0,53,0,1,17,0,139,0,0,0,1,15,1,60,1,79,0,460,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,630,0,0,0,0,0,0,0,0,0,0,0,0,0,137,1150
BEXAR4106,24,0,0,0,0,0,11,0,0,1,0,5,0,0,0,0,1,0,4,0,6,0,155,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,35,220
BEXAR4107,146,0,1,1,0,1,44,0,3,7,1,90,0,0,0,0,12,0,55,0,61,0,413,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,193,815
BEXAR4108,183,0,0,1,0,0,112,0,6,26,0,206,0,0,1,3,13,1,73,0,132,0,877,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,876,0,0,0,0,0,0,0,0,0,0,0,0,0,296,1867
BEXAR4109,7,1,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,49,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,15,78
BEXAR4110,118,0,0,0,0,3,130,0,2,4,0,21,0,0,0,0,3,0,23,0,20,0,439,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,251,630
BEXAR4111,15,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,18,145
BEXAR4112,70,0,0,0,0,0,25,0,17,17,0,60,0,0,0,0,26,1,60,0,62,0,197,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,95,529
BEXAR4113,112,2,1,0,0,0,33,0,0,0,0,10,0,0,0,1,1,0,4,0,6,0,323,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,148,403
BEXAR4114,6,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31
BEXAR4115,13,0,0,0,0,0,8,0,2,0,0,16,0,0,0,0,2,0,8,0,20,0,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,21,116
BEXAR4116,4,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,1,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38
BEXAR4117,44,0,0,0,0,0,27,0,2,3,0,48,0,0,1,0,3,0,23,0,28,0,148,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,71,320
BEXAR4118,2,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,1,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,4,48
BEXAR4119,35,0,0,0,0,0,34,0,1,1,0,6,0,1,0,0,1,0,18,0,12,0,201,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,69,292
BEXAR4120,23,0,0,0,0,0,9,0,1,0,0,9,0,0,0,0,2,1,3,0,3,0,75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,32,104
BEXAR4121,5,0,0,1,0,0,7,0,1,0,0,16,0,0,0,1,0,0,2,0,8,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,13,124
BEXAR4122,16,0,0,0,0,0,10,0,2,1,0,3,0,0,0,0,0,0,0,0,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,26,49
BEXAR4123,13,0,0,1,0,0,16,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,52,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,30,76
BEXAR4124,168,1,3,1,0,0,39,0,2,1,0,31,0,0,0,0,1,0,14,0,29,0,671,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,212,884
BEXAR4125,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,34
BEXAR4126,32,0,0,0,0,1,22,0,0,5,0,97,0,0,0,0,4,0,21,0,47,0,201,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,436,0,0,0,0,0,0,0,0,0,0,0,0,0,55,658
BEXAR4127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
BEXAR4128,10,0,0,0,0,0,6,0,0,1,0,7,0,0,0,0,2,0,0,0,0,0,40,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,16,71
BEXAR4129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEXAR4130,28,0,0,0,0,0,15,0,0,1,0,29,0,0,0,0,1,1,11,0,19,0,140,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,43,296
BEXAR4131,26,0,0,0,0,0,9,0,0,0,0,11,0,0,0,0,0,0,5,0,7,0,128,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,35,198
BEXAR4132,366,1,1,0,0,2,129,0,10,30,1,233,0,1,0,0,14,4,82,0,132,0,1812,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,1155,0,0,0,0,0,0,0,0,0,0,0,0,0,499,3118
BEXAR4133,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
BEXAR4134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
BEXAR4135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEXAR4136,6,0,0,0,0,0,3,0,1,0,0,20,0,0,0,0,0,0,8,0,27,0,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,9,165
BEXAR4137,3,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,1,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,3,61
BEXAR4138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEXAR4139,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
BEXAR4140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BEXAR4141,25,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,115,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,36,135
BEXAR4142,63,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,1,0,6,0,5,0,247,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,73,284
BEXAR4143,227,1,0,0,0,0,75,0,1,15,2,86,1,1,0,1,3,0,23,0,47,0,1179,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,443,0,0,0,0,0,0,0,0,0,0,0,0,0,303,1696
BEXAR4144,22,0,0,0,0,1,19,0,2,5,0,59,0,0,0,0,5,0,18,1,40,0,97,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,42,342
BEXAR4145,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
BEXAR4146,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25
BEXAR4147,12,0,1,0,0,0,12,0,0,4,0,5,0,0,0,0,4,0,7,0,9,0,60,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,25,128
BEXAR4148,10,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,2,0,7,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,17,99
BEXAR4149,16,0,0,0,0,0,12,1,1,2,0,15,0,0,0,0,0,0,6,0,7,0,116,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,29,189
BEXAR4150,135,2,0,0,0,1,54,0,2,6,0,63,0,0,0,0,7,0,26,0,57,0,538,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,192,861
BEXAR4151,15,0,0,0,0,0,6,0,0,5,0,84,0,0,0,0,2,0,16,0,34,0,57,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,21,305
BEXAR4152,155,2,0,0,0,1,61,0,1,8,1,99,0,0,0,0,8,0,42,0,65,0,542,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,219,1014
BEXAR4153,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11
BEXAR4154,38,1,0,2,0,0,20,0,0,5,0,46,2,0,0,0,5,0,5,0,20,0,201,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,61,377
BEXAR4155,313,2,1,1,0,2,226,0,2,3,1,39,0,0,0,0,10,1,43,0,37,0,1024,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,545,1342
BEXAR4156,71,0,0,0,0,0,24,0,2,2,0,24,0,0,0,0,2,0,14,1,11,0,350,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,95,495
BEXAR4157,208,2,0,0,0,3,147,1,2,2,0,30,0,0,0,0,5,0,24,0,23,0,664,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,361,853
BEXAR4158,9,0,0,0,0,0,16,0,0,1,0,15,0,0,0,0,2,1,9,0,7,0,123,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,25,227
BEXAR4159,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
BEXAR4160,81,1,1,2,0,0,42,0,0,5,0,52,0,0,0,0,3,0,13,0,16,0,542,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,127,816
BEXAR4161,51,0,1,0,0,0,23,0,1,0,0,6,0,0,0,0,0,0,0,0,3,0,213,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,75,264
BEXAR4162,103,2,0,0,0,1,72,0,4,8,0,108,0,0,0,0,3,0,31,1,64,0,560,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,573,0,0,0,0,0,0,0,0,0,0,0,0,0,178,1196
BEXAR4163,180,0,0,0,0,0,56,0,0,1,0,61,0,0,0,0,5,0,25,0,53,0,796,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,236,1192
BEXAR4164,117,0,0,0,0,0,62,0,8,17,0,189,1,0,0,0,15,0,120,0,110,0,522,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,869,0,0,0,0,0,0,0,0,0,0,0,0,0,179,1483
BEXAR4165,6,0,0,0,0,0,7,0,0,1,0,9,0,0,0,0,0,0,0,0,7,0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,13,73
BEXAR4166,18,1,0,0,0,0,7,0,0,2,0,7,0,0,0,0,0,0,3,0,4,0,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,26,149
BEXAR4167,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20
BEXAR4168,161,0,0,0,0,0,58,0,2,11,0,63,1,0,0,0,4,1,35,1,38,0,756,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,219,1182
BEXAR4169,20,0,0,0,0,0,7,0,5,3,0,19,0,0,0,0,1,0,33,0,21,0,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,27,231
BEXAR4170,14,0,0,0,0,0,27,0,4,1,0,12,0,0,0,0,0,0,6,0,13,0,126,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,41,231
BEXAR4171,75,0,0,0,0,0,45,1,5,8,1,80,0,0,0,1,8,0,42,0,72,0,323,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,121,766
BEXAR4172,59,0,0,1,0,0,50,0,5,2,0,82,1,0,0,0,9,1,22,0,44,0,348,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,110,705
BEXAR4173,83,0,0,0,0,1,53,0,8,8,1,110,1,0,0,0,12,0,57,0,77,0,443,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,137,986
BEXAR4174,66,0,0,0,0,0,50,0,3,4,0,68,0,0,0,1,3,4,26,1,35,0,376,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,116,704
BEXAR4175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
BEXAR4176,77,0,0,0,0,0,37,0,6,12,1,77,1,0,0,0,11,1,43,0,60,0,247,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,114,602
BEXAR4177,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14
BEXAR4178,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
BEXAR4179,188,2,0,1,0,0,86,1,5,34,0,233,0,1,1,1,18,2,93,0,115,0,776,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,873,0,0,0,0,0,0,0,0,0,0,0,0,0,278,1741
BEXAR4180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEXAR4181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEXAR4182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEXAR4183,13,0,0,0,0,0,10,0,2,0,0,4,0,0,0,0,2,0,0,0,1,0,42,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,23,56
