precinct,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_HAWES,pri_dem_JUDD,pri_dem_LOCKE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_WILSON,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_GRAY,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_con_CASTLE,gen_dem_CLINTON,gen_dem_GALLEGO,gen_green_STEIN,gen_grn_BARAKA,gen_grn_STEIN,gen_ind_CASTLE,gen_ind_CUBBLER,gen_ind_FOX,gen_ind_HOEFLING,gen_ind_KOTLIKOFF,gen_ind_LEE,gen_ind_MATUREN,gen_ind_MCMULLIN,gen_ind_MOOREHEAD,gen_ind_MORROW,gen_ind_SOLTYSIK,gen_ind_STEFFES,gen_ind_STEIN,gen_ind_VALDIVIA,gen_lib_CORVALAN,gen_lib_JOHNSON,gen_rep_ARRINGTON,gen_rep_HURD,gen_rep_TRUMP,gen_unk_BARRIERE,gen_unk_CASE,gen_unk_CHRISTIE,gen_unk_CRUZ,gen_unk_ERSKINE,gen_unk_KUSHNER,gen_unk_LEAMER,gen_unk_LILLY,gen_unk_RODRIGUEZ,gen_unk_RUBIO,gen_unk_SANDERS,gen_unk_SCHULIN,gen_unk_WALKER,dem_primary_total,general_total
BEXAR1022,108,0,0,0,1,0,27,1,1,0,0,25,0,0,0,0,3,0,8,0,9,0,351,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,137,451
BEXAR1023,268,7,1,1,0,4,55,1,1,2,0,31,0,1,0,0,1,1,16,0,10,0,872,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,337,1063
BEXAR1024,233,5,0,0,0,2,111,0,3,4,0,122,1,0,0,1,8,1,50,0,67,0,1031,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,552,0,0,0,0,0,0,0,0,0,0,0,0,0,351,1651
BEXAR1025,44,0,0,0,0,0,12,0,1,0,0,5,0,0,0,0,0,0,0,0,1,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,56,220
BEXAR1026,131,1,0,0,0,2,31,0,0,2,0,11,0,0,0,0,1,1,9,0,10,0,472,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,165,594
BEXAR1027,28,1,0,0,0,0,11,0,0,0,0,6,0,0,0,0,0,0,1,0,3,0,97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,40,124
BEXAR1028,101,1,0,0,0,0,36,0,1,1,0,19,0,0,1,0,3,0,11,0,11,0,337,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,138,438
BEXAR1029,227,1,0,0,0,0,40,0,1,1,0,20,0,0,0,0,0,0,11,0,19,0,609,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,268,747
BEXAR1030,2,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,29
BEXAR1031,163,2,0,0,2,0,43,1,1,0,0,22,0,0,0,0,4,0,6,0,4,0,528,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,211,641
BEXAR1032,250,4,1,0,1,3,69,0,1,1,0,16,0,0,0,0,0,0,15,0,14,0,821,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,328,987
BEXAR1033,131,1,0,0,0,2,49,0,1,1,0,40,0,0,0,1,4,1,11,0,28,0,535,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,183,854
BEXAR1034,267,0,0,2,0,0,144,0,2,23,3,338,1,0,0,1,17,1,157,0,177,0,1570,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,1656,0,0,0,0,0,0,0,0,0,0,0,0,0,413,3387
BEXAR1035,3,0,0,0,0,0,12,0,1,3,0,15,0,0,0,0,4,0,11,0,11,0,110,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,15,321
BEXAR1036,250,3,0,0,0,1,83,4,11,17,0,138,1,1,0,0,16,1,65,0,93,0,992,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,642,0,0,0,0,0,0,0,0,0,0,0,0,0,341,1703
BEXAR1037,211,2,0,1,0,3,79,2,2,7,1,76,0,0,0,1,4,1,26,0,41,0,760,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,298,1108
BEXAR1038,261,3,0,0,1,3,75,1,6,9,0,84,0,0,0,1,2,2,30,0,58,0,897,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,423,0,0,0,0,0,0,0,0,0,0,0,0,0,344,1381
BEXAR1039,142,2,0,0,0,1,53,0,0,2,0,26,0,0,0,0,0,1,19,0,19,0,791,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,198,1018
BEXAR1040,193,4,0,0,0,1,52,0,2,1,0,22,0,0,0,0,1,0,7,0,24,0,815,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,250,984
BEXAR1041,187,1,0,0,0,2,42,0,0,1,0,18,0,0,0,0,0,0,10,0,14,0,732,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,232,903
BEXAR1042,136,2,1,1,0,0,25,0,0,0,0,27,0,0,0,0,2,1,4,0,5,0,431,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,165,564
BEXAR1043,127,1,0,0,0,0,57,0,4,6,0,46,0,0,0,0,1,1,15,1,30,0,468,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,185,711
BEXAR1044,281,1,0,2,0,1,54,0,2,0,0,45,0,0,1,0,0,0,16,0,22,0,856,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,339,1088
BEXAR1045,325,8,0,1,0,1,99,0,1,1,0,48,0,0,0,1,1,0,28,0,32,0,1121,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,434,1486
BEXAR1046,230,3,2,0,0,0,59,2,0,3,0,24,0,0,0,1,2,0,19,0,12,0,738,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,296,935
BEXAR1047,182,1,1,0,0,0,71,1,0,0,1,31,0,0,0,0,0,0,7,0,19,0,620,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,256,823
BEXAR1048,232,5,0,1,0,1,92,0,0,1,0,48,0,0,0,0,1,0,16,0,19,0,787,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,331,1045
BEXAR1049,257,5,0,0,1,0,94,2,2,2,0,61,0,0,0,0,2,0,22,0,35,0,846,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,359,1150
BEXAR1050,142,1,0,0,0,0,42,0,1,2,0,37,0,0,0,0,5,0,10,0,26,0,443,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,185,649
BEXAR1051,192,6,0,0,0,0,71,1,4,2,0,71,1,0,1,0,7,0,27,0,32,0,639,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,270,965
BEXAR1052,195,1,0,0,0,1,57,0,1,1,0,54,0,0,0,0,4,0,20,1,33,0,635,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,254,940
BEXAR1053,28,0,0,0,0,0,10,0,0,0,0,9,0,0,0,0,0,0,2,0,3,0,80,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,38,120
BEXAR1054,281,5,2,0,1,2,93,0,2,3,0,36,0,0,0,0,3,0,22,0,37,0,785,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,384,1063
BEXAR1055,196,0,0,0,0,3,99,0,1,9,0,96,0,0,0,0,3,0,56,0,46,0,709,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,394,0,0,0,0,0,0,0,0,0,0,0,0,0,298,1184
BEXAR1056,155,4,0,0,0,0,73,1,4,11,0,66,0,0,0,0,0,1,29,0,24,0,728,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,233,1131
BEXAR1057,92,4,1,1,0,0,45,0,4,5,0,104,0,0,0,0,1,0,25,0,51,0,464,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,461,0,0,0,0,0,0,0,0,0,0,0,0,0,143,967
BEXAR1058,147,2,0,1,1,1,37,0,5,3,0,134,0,0,0,0,2,0,21,0,71,0,598,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,538,0,0,0,0,0,0,0,0,0,0,0,0,0,189,1175
BEXAR1059,11,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,66,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,12,121
BEXAR1060,214,4,0,0,0,0,48,1,1,0,0,45,0,0,0,0,2,0,14,0,12,0,991,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,267,1255
BEXAR1061,177,0,0,0,0,1,56,2,3,2,0,39,0,0,0,1,3,1,21,0,15,0,812,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,236,1048
BEXAR1062,17,1,0,0,0,0,8,0,0,1,0,9,2,0,0,0,0,0,3,0,10,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,26,168
BEXAR1063,97,2,0,1,1,2,20,1,1,7,1,106,0,0,0,0,2,1,16,0,53,0,444,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,124,899
BEXAR1064,51,1,0,0,0,2,27,0,1,1,1,55,0,0,0,0,0,0,19,0,27,0,323,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,81,597
BEXAR1065,136,0,0,0,1,3,50,0,2,10,0,113,0,0,0,0,0,0,27,0,62,0,573,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,466,0,0,0,0,0,0,0,0,0,0,0,0,0,190,1073
BEXAR1066,48,2,1,0,0,0,17,0,0,1,0,22,0,0,0,0,0,1,5,0,14,0,229,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,68,352
BEXAR1067,104,1,1,1,1,0,53,0,5,4,0,181,0,0,0,0,8,1,53,0,87,0,579,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,161,1358
BEXAR1068,77,0,0,0,0,0,39,0,1,3,0,63,0,0,0,0,0,0,19,0,49,0,574,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,457,0,0,0,0,0,0,0,0,0,0,0,0,0,116,1081
BEXAR1069,57,0,0,0,0,0,19,0,3,1,0,34,0,0,0,0,2,0,16,0,30,0,173,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,76,325
BEXAR1070,67,1,0,0,0,0,28,0,0,2,1,38,0,0,0,0,2,0,9,0,27,0,320,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,96,488
BEXAR1071,155,1,0,0,0,0,47,0,1,5,0,76,0,0,0,0,8,1,36,0,39,0,571,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,203,949
BEXAR1072,132,1,0,0,0,0,76,0,1,10,1,40,0,0,0,2,2,2,33,0,37,0,677,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,209,1024
BEXAR1073,243,2,0,0,0,1,139,2,11,22,1,246,0,1,0,2,18,1,120,0,117,0,1314,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,387,2692
BEXAR1074,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
BEXAR1075,166,0,0,1,0,0,57,0,2,4,0,28,0,0,0,0,1,0,9,0,33,0,625,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,224,855
BEXAR1076,263,4,1,0,0,0,98,0,0,3,0,86,1,0,0,0,5,0,53,0,84,0,912,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,366,1473
BEXAR1077,222,4,0,1,0,2,58,1,0,4,0,25,0,0,0,0,2,0,19,1,8,0,662,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,288,823
BEXAR1078,60,1,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,7,0,2,0,183,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,78,223
BEXAR1079,274,2,0,0,0,1,162,0,1,21,2,167,0,0,0,0,13,1,110,0,101,0,1568,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,885,0,0,0,0,0,0,0,0,0,0,0,0,0,439,2612
BEXAR1080,254,5,0,0,0,0,153,0,2,10,0,102,0,2,0,1,8,3,74,0,68,0,1769,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,689,0,0,0,0,0,0,0,0,0,0,0,0,0,412,2598
BEXAR1081,68,0,0,0,1,0,18,0,9,13,0,104,0,0,1,2,61,2,100,0,110,0,254,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,87,838
BEXAR1082,299,3,0,1,0,2,161,0,3,14,1,152,0,0,0,2,2,0,51,0,64,0,1434,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,745,0,0,0,0,0,0,0,0,0,0,0,0,0,466,2295
BEXAR1083,208,1,0,0,0,0,100,0,4,12,0,120,0,1,0,1,16,1,66,0,71,0,966,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,610,0,0,0,0,0,0,0,0,0,0,0,0,0,309,1646
BEXAR1084,182,4,0,0,0,0,65,0,4,8,0,48,0,0,0,0,2,0,20,0,50,0,610,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,251,917
BEXAR1085,162,3,0,1,0,0,63,0,2,3,0,40,3,0,0,0,3,0,27,0,32,0,515,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,229,751
BEXAR1086,255,4,0,0,1,1,99,0,4,7,2,72,0,0,0,2,11,1,41,0,63,0,852,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,360,1265
BEXAR1087,142,1,0,0,0,0,36,0,1,0,0,41,0,0,0,0,2,0,9,0,28,0,489,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,179,695
BEXAR1088,120,3,0,3,0,1,26,0,0,2,0,19,0,0,0,0,0,0,13,0,2,0,319,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,153,400
BEXAR1089,50,0,0,0,0,0,16,0,0,5,0,50,0,0,0,0,1,0,4,0,13,0,192,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,66,367
BEXAR1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
BEXAR1091,155,0,0,0,0,0,57,1,1,3,0,44,0,0,0,0,4,0,19,0,22,0,727,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,213,1040
BEXAR1092,72,0,0,0,0,0,24,0,0,2,0,15,0,0,0,0,0,0,4,0,4,0,266,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,96,346
BEXAR1093,45,1,0,0,0,1,16,0,1,5,0,53,0,0,0,0,3,0,24,0,19,0,192,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,63,400
BEXAR1094,74,1,0,1,0,0,46,0,3,4,0,38,0,0,0,0,3,0,18,0,22,0,487,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,122,744
BEXAR1095,5,0,0,0,0,0,11,0,0,3,0,9,0,0,0,0,0,0,5,0,9,0,52,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,16,123
BEXAR1096,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16
