county,precinct,office,district,candidate,party,votes
Queens,027/23,President,NYC,Federal,,12
Queens,027/23,President,NYC,Special Presidential,,0
Queens,027/23,President,NYC,Affidavit,,16
Queens,027/23,President,NYC,Hillary Clinton / Tim Kaine (Democratic),Democratic,48
Queens,027/23,President,NYC,Donald J. Trump / Michael R. Pence (Republican),Republican,447
Queens,027/23,President,NYC,Donald J. Trump / Michael R. Pence (Conservative),Conservative,31
Queens,027/23,President,NYC,Jill Stein / Ajamu Baraka (Green),Green,1
Queens,027/23,President,NYC,Hillary Clinton / Tim Kaine (Working Families),Working Families,0
Queens,027/23,President,NYC,Gary Johnson / Bill Weld (Independence),Independence,7
Queens,027/23,President,NYC,Hillary Clinton / Tim Kaine (Women's Equality),Women's Equality,0
Queens,027/23,President,NYC,Gary Johnson / Bill Weld (Libertarian),Libertarian,2
Queens,027/23,President,NYC,Scattered,,20
Queens,028/23,President,NYC,Manually Counted Emergency,,0
Queens,028/23,President,NYC,Absentee / Military,,37
Queens,028/23,President,NYC,Federal,,11
Queens,028/23,President,NYC,Special Presidential,,0
Queens,028/23,President,NYC,Affidavit,,14
Queens,028/23,President,NYC,Hillary Clinton / Tim Kaine (Democratic),Democratic,142
Queens,028/23,President,NYC,Donald J. Trump / Michael R. Pence (Republican),Republican,375
Queens,028/23,President,NYC,Donald J. Trump / Michael R. Pence (Conservative),Conservative,36
Queens,028/23,President,NYC,Jill Stein / Ajamu Baraka (Green),Green,4
Queens,028/23,President,NYC,Hillary Clinton / Tim Kaine (Working Families),Working Families,1
Queens,028/23,President,NYC,Gary Johnson / Bill Weld (Independence),Independence,11
Queens,028/23,President,NYC,Hillary Clinton / Tim Kaine (Women's Equality),Women's Equality,2
Queens,028/23,President,NYC,Gary Johnson / Bill Weld (Libertarian),Libertarian,1
Queens,028/23,President,NYC,Scattered,,13
Queens,029/23,President,NYC,Manually Counted Emergency,,0
Queens,029/23,President,NYC,Absentee / Military,,40
Queens,029/23,President,NYC,Federal,,5
Queens,029/23,President,NYC,Special Presidential,,0
Queens,029/23,President,NYC,Affidavit,,24
Queens,029/23,President,NYC,Hillary Clinton / Tim Kaine (Democratic),Democratic,452
Queens,029/23,President,NYC,Donald J. Trump / Michael R. Pence (Republican),Republican,151
Queens,029/23,President,NYC,Donald J. Trump / Michael R. Pence (Conservative),Conservative,18
Queens,029/23,President,NYC,Jill Stein / Ajamu Baraka (Green),Green,2
Queens,029/23,President,NYC,Hillary Clinton / Tim Kaine (Working Families),Working Families,9
Queens,029/23,President,NYC,Gary Johnson / Bill Weld (Independence),Independence,2
Queens,029/23,President,NYC,Hillary Clinton / Tim Kaine (Women's Equality),Women's Equality,0
Queens,029/23,President,NYC,Gary Johnson / Bill Weld (Libertarian),Libertarian,2
