State,Year,Position,Count,Phase,Flag
Louisiana,2010,Senate,1264994,General,
Louisiana,2011,Governor,1023163,General,
Louisiana,2011,Overall,1023163,General,
Louisiana,2011,Secretary of State,890786,General,
Louisiana,2012,Overall,2014511,General,
Louisiana,2012,Overall,337011,Primary,Presidential Primary
Louisiana,2012,President,1994065,General,
Louisiana,2014,Overall,1512572,General,
Louisiana,2014,Senate,1472044,General,
Louisiana,2014,Senate,1273589,General,Runoff
Louisiana,2015,Attorney General,1064605,General,
Louisiana,2015,Attorney General,1084374,General,Runoff
Louisiana,2015,Governor,1114336,General,
Louisiana,2015,Governor,1152864,General,Runoff
Louisiana,2015,Overall,1114336,General,
Louisiana,2015,Secretary of State,1044127,General,
Louisiana,2016,Overall,2049802,General,
Louisiana,2016,Overall,613017,Primary,Presidential Primary
Louisiana,2016,President,2029032,General,
Louisiana,2016,Senate,1933635,General,
Louisiana,2016,Senate,884007,General,Runoff
Louisiana,2018,Overall,1519552,General,
Louisiana,2018,Secretary of State,1456917,General,
Louisiana,2018,Secretary of State,516653,General,Runoff
Louisiana,2019,Governor,1508784,General,
Louisiana,2019,Governor,1508784,General,Runoff
Louisiana,2019,Overall,1508784,General,
Louisiana,2019,Secretary of State,1468733,General,
Louisiana,2019,Secretary of State,1468733,General,Runoff
Louisiana,2020,Overall,2169354,General,
Louisiana,2020,Overall,471581,Primary,Presidential Primary
Louisiana,2020,President,2148062,General,
Louisiana,2020,Senate,2061543,General,
Louisiana,2022,Overall,1410476,General,
Louisiana,2022,Senate,1383290,General,
Maine,2000,Overall,651817,General,
Maine,2000,President,651817,General,
Maine,2000,Senate,634872,General,
Maine,2002,Governor,505190,General,
Maine,2002,Overall,505190,General,
Maine,2002,Senate,504899,General,
Maine,2004,Overall,754777,General,
Maine,2004,President,740752,General,
Maine,2006,Governor,550870,General,
Maine,2006,Overall,653580,General,
Maine,2006,Senate,521528,General,
Maine,2008,Overall,744456,General,
Maine,2008,Overall,138050,Primary,Statewide Primary
Maine,2008,President,731163,General,
Maine,2008,Senate,724430,General,
Maine,2010,Governor,580538,General,
Maine,2010,Overall,580584,General,
Maine,2010,Overall,230546,Primary,
Maine,2012,Overall,724758,General,
Maine,2012,Overall,135933,Primary,Statewide Primary
Maine,2012,President,713180,General,
Maine,2012,Senate,724720,General,
Maine,2014,Governor,616967,General,
Maine,2014,Overall,616996,General,
Maine,2014,Overall,130067,Primary,
Maine,2014,Senate,616967,General,
Maine,2016,Overall,771892,General,
Maine,2016,President,747927,General,
Maine,2018,Governor,630667,General,
Maine,2018,Overall,646083,General,
Maine,2018,Overall,234380,Primary,
Maine,2018,Senate,634409,General,
Maine,2020,Overall,822534,General,
Maine,2020,Overall,319665,Primary,Presidential Primary
Maine,2020,President,757207,General,
Maine,2020,Senate,819183,General,
Maine,2022,Governor,676819,General,
Maine,2022,Overall,680909,General,
Maine,2022,Overall,139995,Primary,
Maryland,2000,Overall,2036455,General,
Maryland,2000,Overall,894433,Primary,
Maryland,2000,President,2025480,General,
Maryland,2000,Senate,1946898,General,
Maryland,2002,Attorney General,1632839,General,
Maryland,2002,Governor,1706179,General,
Maryland,2002,Overall,1717068,General,
Maryland,2002,Overall,820032,Primary,
Maryland,2004,Overall,2395791,General,
Maryland,2004,Overall,667457,Primary,
Maryland,2004,President,2384238,General,
Maryland,2004,Senate,2321931,General,
Maryland,2006,Attorney General,1710839,General,
Maryland,2006,Governor,1788316,General,
Maryland,2006,Overall,1809237,General,
Maryland,2006,Overall,855465,Primary,
Maryland,2006,Senate,1781139,General,
Maryland,2008,Overall,2661905,General,
Maryland,2008,Overall,1224318,Primary,
Maryland,2008,President,2631596,General,
Maryland,2010,Attorney General,1374995,General,
Maryland,2010,Governor,1857880,General,
Maryland,2010,Overall,1873541,General,
Maryland,2010,Overall,802981,Primary,
Maryland,2010,Senate,1833858,General,
Maryland,2012,Overall,2734062,General,
Maryland,2012,Overall,596706,Primary,
Maryland,2012,President,2707327,General,
Maryland,2012,Senate,2633234,General,
Maryland,2014,Attorney General,1677269,General,
Maryland,2014,Governor,1733177,General,
Maryland,2014,Overall,1745104,General,
Maryland,2014,Overall,739678,Primary,
Maryland,2016,Overall,2807322,General,
Maryland,2016,Overall,1431751,Primary,
Maryland,2016,President,2781446,General,
Maryland,2016,Senate,2726170,General,
Maryland,2018,Attorney General,2275788,General,
Maryland,2018,Governor,2304512,General,
Maryland,2018,Overall,2335128,General,
Maryland,2018,Overall,872207,Primary,
Maryland,2018,Senate,2299889,General,
Maryland,2020,Overall,3059603,General,
Maryland,2020,Overall,1393063,Primary,
Maryland,2020,President,3037030,General,
Maryland,2022,Attorney General,1982290,General,
Maryland,2022,Governor,2005223,General,
Maryland,2022,Overall,2031635,General,
Maryland,2022,Overall,1003903,Primary,
Maryland,2022,Senate,2002336,General,
Massachusetts,2000,Overall,2734006,General,
Massachusetts,2000,Overall,360064,Primary,Presidential Primary
Massachusetts,2000,President,2702984,General,
Massachusetts,2000,Senate,2599420,General,
Massachusetts,2002,Attorney General,1615143,General,
Massachusetts,2002,Governor,2194179,General,
Massachusetts,2002,Overall,2220301,General,
Massachusetts,2002,Overall,1024908,Primary,
Massachusetts,2002,Senate,2006758,General,
Massachusetts,2002,Secretary of State,1990654,General,
Massachusetts,2004,Overall,2924141,General,
Massachusetts,2004,Overall,696636,Primary,Presidential Primary
Massachusetts,2004,President,2912378,General,
Massachusetts,2006,Attorney General,2122810,General,
Massachusetts,2006,Governor,2219779,General,
Massachusetts,2006,Overall,2243835,General,
Massachusetts,2006,Overall,1953330,Primary,
Massachusetts,2006,Senate,2165490,General,
Massachusetts,2006,Secretary of State,1997860,General,
Massachusetts,2008,Overall,3102995,General,
Massachusetts,2008,Overall,1883846,Primary,Presidential Primary
Massachusetts,2008,President,3080985,General,
Massachusetts,2008,Senate,2994247,General,
Massachusetts,2010,Attorney General,2258793,General,
Massachusetts,2010,Governor,2297039,General,
Massachusetts,2010,Overall,2319963,General,
Massachusetts,2010,Overall,1992339,Primary,
Massachusetts,2010,Senate,2252582,General,Special Election
Massachusetts,2010,Secretary of State,2204684,General,
Massachusetts,2012,Overall,3184196,General,
Massachusetts,2012,Overall,529542,Primary,Presidential Primary
Massachusetts,2012,President,3167767,General,
Massachusetts,2012,Senate,3156553,General,
Massachusetts,2013,Overall,1177790,General,
Massachusetts,2013,Senate,1177790,General,
Massachusetts,2014,Attorney General,2076434,General,
Massachusetts,2014,Governor,2158326,General,
Massachusetts,2014,Overall,2186789,General,
Massachusetts,2014,Overall,1975756,Primary,
Massachusetts,2014,Senate,2084972,General,
Massachusetts,2014,Secretary of State,2069317,General,
Massachusetts,2016,Overall,3378801,General,
Massachusetts,2016,Overall,1863339,Primary,Presidential Primary
Massachusetts,2016,President,3325046,General,
Massachusetts,2018,Attorney General,2680899,General,
Massachusetts,2018,Governor,2674615,General,
Massachusetts,2018,Overall,2752665,General,
Massachusetts,2018,Overall,1958351,Primary,
Massachusetts,2018,Senate,2707090,General,
Massachusetts,2018,Secretary of State,2650524,General,
Massachusetts,2020,Overall,3657972,General,
Massachusetts,2020,Overall,1706992,Primary,Statewide Primary
Massachusetts,2020,President,3631402,General,
Massachusetts,2020,Senate,3564136,General,
Massachusetts,2022,Attorney General,2449782,General,
Massachusetts,2022,Governor,2485796,General,
Massachusetts,2022,Overall,2511461,General,
Massachusetts,2022,Overall,1052414,Primary,
Massachusetts,2022,Secretary of State,2460942,General,
Michigan,2000,Overall,4279299,General,
Michigan,2000,Overall,1392023,Primary,Presidential Primary
Michigan,2000,President,4232501,General,
Michigan,2000,Senate,4167685,General,
Michigan,2002,Attorney General,3068012,General,
Michigan,2002,Governor,3177565,General,
Michigan,2002,Overall,3219864,General,
Michigan,2002,Overall,1722869,Primary,
Michigan,2002,Senate,3129287,General,
Michigan,2002,Secretary of State,3099208,General,
Michigan,2004,Overall,4875692,General,
Michigan,2004,Overall,1384243,Primary,Statewide Primary
Michigan,2004,President,4839252,General,
Michigan,2006,Attorney General,3690415,General,
Michigan,2006,Governor,3801256,General,
Michigan,2006,Overall,3852008,General,
Michigan,2006,Overall,1282203,Primary,
Michigan,2006,Senate,3780142,General,
Michigan,2006,Secretary of State,3721910,General,
Michigan,2008,Overall,5039080,General,
Michigan,2008,Overall,1491261,Primary,Presidential Primary
Michigan,2008,President,5001766,General,
Michigan,2008,Senate,4848620,General,
Michigan,2010,Attorney General,3136224,General,
Michigan,2010,Governor,3226088,General,
Michigan,2010,Overall,3258467,General,
Michigan,2010,Overall,1668805,Primary,
Michigan,2010,Secretary of State,3173248,General,
Michigan,2012,Overall,4780701,General,
Michigan,2012,Overall,1503662,Primary,Statewide Primary
Michigan,2012,President,4730961,General,
Michigan,2012,Senate,4652918,General,
Michigan,2014,Attorney General,3077164,General,
Michigan,2014,Governor,3156531,General,
Michigan,2014,Overall,3188956,General,
Michigan,2014,Overall,1339681,Primary,
Michigan,2014,Senate,3121775,General,
Michigan,2014,Secretary of State,3080795,General,
Michigan,2016,Overall,4874619,General,
Michigan,2016,Overall,1390192,Primary,Statewide Primary
Michigan,2016,President,4799284,General,
Michigan,2018,Attorney General,4142044,General,
Michigan,2018,Governor,4250585,General,
Michigan,2018,Overall,4341340,General,
Michigan,2018,Overall,2206977,Primary,
Michigan,2018,Senate,4237271,General,
Michigan,2018,Secretary of State,4184026,General,
Michigan,2020,Overall,5579317,General,
Michigan,2020,Overall,2520850,Primary,Statewide Primary
Michigan,2020,President,5539302,General,
Michigan,2020,Senate,5479720,General,
Michigan,2022,Attorney General,4381880,General,
Michigan,2022,Governor,4461972,General,
Michigan,2022,Overall,4500400,General,
Michigan,2022,Overall,2167798,Primary,
Michigan,2022,Secretary of State,4417903,General,
Minnesota,2000,Overall,2458303,General,
Minnesota,2000,Overall,602690,Primary,Statewide Primary
Minnesota,2000,President,2441957,General,
Minnesota,2000,Senate,2419520,General,
Minnesota,2002,Attorney General,2188833,General,
Minnesota,2002,Governor,2252473,General,
Minnesota,2002,Overall,2282860,General,
Minnesota,2002,Overall,535972,Primary,
Minnesota,2002,Senate,2254639,General,
Minnesota,2002,Secretary of State,2188240,General,
Minnesota,2004,Overall,2842912,General,
Minnesota,2004,Overall,279132,Primary,Statewide Primary
Minnesota,2004,President,2828387,General,
Minnesota,2006,Attorney General,2125209,General,
Minnesota,2006,Governor,2202937,General,
Minnesota,2006,Overall,2217818,General,
Minnesota,2006,Overall,514373,Primary,
Minnesota,2006,Senate,2202772,General,
Minnesota,2006,Secretary of State,2137643,General,
Minnesota,2008,Overall,2921498,General,
Minnesota,2008,Overall,419474,Primary,Statewide Primary
Minnesota,2008,President,2910369,General,
Minnesota,2008,Senate,2887646,General,
Minnesota,2010,Attorney General,2033087,General,
Minnesota,2010,Governor,2107021,General,
Minnesota,2010,Overall,2123369,General,
Minnesota,2010,Overall,606394,Primary,
Minnesota,2010,Secretary of State,2035365,General,
Minnesota,2012,Overall,2950780,General,
Minnesota,2012,Overall,359682,Primary,Statewide Primary
Minnesota,2012,President,2936561,General,
Minnesota,2012,Senate,2843207,General,
Minnesota,2014,Attorney General,1928980,General,
Minnesota,2014,Governor,1975406,General,
Minnesota,2014,Overall,1992566,General,
Minnesota,2014,Overall,401878,Primary,
Minnesota,2014,Senate,1981528,General,
Minnesota,2014,Secretary of State,1916400,General,
Minnesota,2016,Overall,2968281,General,
Minnesota,2016,Overall,294797,Primary,Statewide Primary
Minnesota,2016,President,2944813,General,
Minnesota,2018,Attorney General,2551772,General,
Minnesota,2018,Governor,2587287,General,
Minnesota,2018,Overall,2611365,General,
Minnesota,2018,Overall,925554,Primary,
Minnesota,2018,Senate,2596879,General,
Minnesota,2018,Senate,2587356,General,Special Election
Minnesota,2018,Secretary of State,2542522,General,
Minnesota,2020,Overall,3292997,General,
Minnesota,2020,Overall,916230,Primary,Statewide Primary
Minnesota,2020,President,3277171,General,
Minnesota,2020,Senate,3214256,General,
Minnesota,2022,Attorney General,2490301,General,
Minnesota,2022,Governor,2510661,General,
Minnesota,2022,Overall,2510661,General,
Minnesota,2022,Overall,759456,Primary,
Minnesota,2022,Secretary of State,2467729,General,
Mississippi,2000,Overall,994184,General,
Mississippi,2000,President,994184,General,
Mississippi,2000,Senate,994184,General,
Mississippi,2002,Overall,630495,General,
Mississippi,2002,Senate,630495,General,
Mississippi,2003,Attorney General,873988,General,
Mississippi,2003,Governor,894487,General,
Mississippi,2003,Secretary of State,859522,General,
Mississippi,2004,Overall,1163460,General,
Mississippi,2004,President,1139824,General,
Mississippi,2006,Senate,610921,General,
Mississippi,2007,Attorney General,735533,General,
Mississippi,2007,Governor,744039,General,
Mississippi,2007,Secretary of State,730146,General,
Mississippi,2008,Overall,1289465,General,
Mississippi,2008,President,1289465,General,
Mississippi,2008,Senate,1247026,General,
Mississippi,2008,Senate,1243473,General,Special Election
Mississippi,2010,Overall,735583,General,
Mississippi,2011,Attorney General,878913,General,
Mississippi,2011,Governor,893468,General,
Mississippi,2011,Overall,893468,General,
Mississippi,2011,Secretary of State,719734,General,
Mississippi,2012,President,1285584,General,
Mississippi,2012,Senate,1241568,General,
Mississippi,2014,Overall,631858,General,
Mississippi,2014,Senate,631858,General,
Mississippi,2015,Attorney General,716161,General,
Mississippi,2015,Governor,718185,General,
Mississippi,2015,Overall,718185,General,
Mississippi,2015,Secretary of State,716785,General,
Mississippi,2016,Overall,1209357,General,
Mississippi,2016,President,1209357,General,
Mississippi,2018,Overall,961025,General,
Mississippi,2018,Senate,936215,General,
Mississippi,2019,Attorney General,877536,General,
Mississippi,2019,Governor,884911,General,
Mississippi,2019,Overall,884911,General,
Mississippi,2019,Secretary of State,869055,General,
Mississippi,2020,Overall,1334155,General,
Mississippi,2020,President,1313759,General,
Mississippi,2020,Senate,1311354,General,
Mississippi,2022,Overall,709100,General,
Missouri,2000,Attorney General,2287473,General,
Missouri,2000,Governor,2346830,General,
Missouri,2000,Overall,2361586,General,
Missouri,2000,President,2359892,General,
Missouri,2000,Senate,2361586,General,
Missouri,2000,Secretary of State,2297158,General,
Missouri,2002,Overall,1877620,General,
Missouri,2002,Senate,1877620,General,Special Election
Missouri,2004,Attorney General,2656685,General,
Missouri,2004,Governor,2719599,General,
Missouri,2004,Overall,2731364,General,
Missouri,2004,Overall,1456320,Primary,Statewide Primary
Missouri,2004,President,2731364,General,
Missouri,2004,Senate,2706402,General,
Missouri,2004,Secretary of State,2678326,General,
Missouri,2006,Overall,2128459,General,
Missouri,2006,Overall,677415,Primary,
Missouri,2006,Senate,2128459,General,
Missouri,2008,Attorney General,2784366,General,
Missouri,2008,Governor,2877778,General,
Missouri,2008,Overall,2992023,General,
Missouri,2008,Overall,1415951,Primary,Presidential Primary
Missouri,2008,President,2925205,General,
Missouri,2008,Secretary of State,2829810,General,
Missouri,2010,Overall,1943898,General,
Missouri,2010,Senate,1943899,General,
Missouri,2012,Attorney General,2668064,General,
Missouri,2012,Governor,2727883,General,
Missouri,2012,Overall,2757323,General,
Missouri,2012,Overall,895211,Primary,Statewide Primary
Missouri,2012,President,2757323,General,
Missouri,2012,Senate,2725793,General,
Missouri,2012,Secretary of State,2665483,General,
Missouri,2014,Overall,1509025,General,
Missouri,2016,Attorney General,2747802,General,
Missouri,2016,Governor,2803046,General,
Missouri,2016,Overall,2811549,General,
Missouri,2016,Overall,1572299,Primary,Presidential Primary
Missouri,2016,President,2808605,General,
Missouri,2016,Senate,2802641,General,
Missouri,2016,Secretary of State,2761442,General,
Missouri,2018,Overall,2442306,General,
Missouri,2018,Overall,1279417,Primary,
Missouri,2018,Senate,2442289,General,
Missouri,2020,Attorney General,2951605,General,
Missouri,2020,Governor,3012287,General,
Missouri,2020,Overall,3026028,General,
Missouri,2020,Overall,1225716,Primary,Statewide Primary
Missouri,2020,President,3025962,General,
Missouri,2020,Secretary of State,2972483,General,
Missouri,2022,Overall,2069481,General,
Missouri,2022,Overall,1027695,Primary,
Missouri,2022,Senate,2069130,General,
Montana,2000,Attorney General,398025,General,
Montana,2000,Governor,410192,General,
Montana,2000,Overall,417916,General,
Montana,2000,Overall,223419,Primary,
Montana,2000,President,410986,General,
Montana,2000,Senate,411601,General,
Montana,2000,Secretary of State,396489,General,
Montana,2002,Overall,340272,General,
Montana,2002,Overall,174730,Primary,
Montana,2002,Senate,326537,General,
Montana,2004,Attorney General,344548,General,
Montana,2004,Governor,446146,General,
Montana,2004,Overall,456096,General,
Montana,2004,Overall,220210,Primary,
Montana,2004,President,450434,General,
Montana,2004,Secretary of State,430793,General,
Montana,2006,Overall,411061,General,
Montana,2006,Overall,214840,Primary,
Montana,2006,Senate,406505,General,
Montana,2008,Attorney General,466661,General,
Montana,2008,Governor,486734,General,
Montana,2008,Overall,497599,General,
Montana,2008,Overall,285215,Primary,
Montana,2008,President,490109,General,
Montana,2008,Senate,477658,General,
Montana,2008,Secretary of State,473851,General,
Montana,2010,Overall,367096,General,
Montana,2010,Overall,206791,Primary,
Montana,2012,Attorney General,471144,General,
Montana,2012,Governor,483489,General,
Montana,2012,Overall,491966,General,
Montana,2012,Overall,238771,Primary,
Montana,2012,President,483932,General,
Montana,2012,Senate,486066,General,
Montana,2012,Secretary of State,476622,General,
Montana,2014,Overall,373831,General,
Montana,2014,Overall,218882,Primary,
Montana,2014,Senate,369826,General,
Montana,2016,Attorney General,491736,General,
Montana,2016,Governor,509360,General,
Montana,2016,Overall,516901,General,
Montana,2016,Overall,293548,Primary,
Montana,2016,President,494526,General,
Montana,2016,Secretary of State,500021,General,
Montana,2018,Overall,509213,General,
Montana,2018,Overall,282704,Primary,
Montana,2018,Senate,504384,General,
Montana,2020,Attorney General,595347,General,
Montana,2020,Governor,603587,General,
Montana,2020,Overall,612075,General,
Montana,2020,Overall,382072,Primary,
Montana,2020,President,603640,General,
Montana,2020,Senate,605637,General,
Montana,2020,Secretary of State,592556,General,
Montana,2022,Overall,468326,General,
Montana,2022,Overall,293049,Primary,
Nebraska,2000,Overall,707223,General,
Nebraska,2000,Overall,344093,Primary,
Nebraska,2000,President,697019,General,
Nebraska,2000,Senate,692350,General,
Nebraska,2002,Attorney General,443499,General,
Nebraska,2002,Governor,480991,General,
Nebraska,2002,Overall,490914,General,
Nebraska,2002,Overall,243010,Primary,
Nebraska,2002,Senate,480217,General,
Nebraska,2002,Secretary of State,441934,General,
Nebraska,2004,Overall,792906,General,
Nebraska,2004,Overall,228412,Primary,
Nebraska,2004,President,778186,General,
Nebraska,2006,Attorney General,477691,General,
Nebraska,2006,Governor,593357,General,
Nebraska,2006,Overall,610499,General,
Nebraska,2006,Overall,400678,Primary,
Nebraska,2006,Senate,592316,General,
Nebraska,2006,Secretary of State,549860,General,
Nebraska,2008,Overall,811923,General,
Nebraska,2008,Overall,260150,Primary,
Nebraska,2008,President,801281,General,
Nebraska,2008,Senate,792511,General,
Nebraska,2010,Attorney General,467995,General,
Nebraska,2010,Governor,487988,General,
Nebraska,2010,Overall,497248,General,
Nebraska,2010,Overall,278238,Primary,
Nebraska,2010,Secretary of State,393124,General,
Nebraska,2012,Overall,804245,General,
Nebraska,2012,Overall,297557,Primary,
Nebraska,2012,President,794379,General,
Nebraska,2012,Senate,788572,General,
Nebraska,2014,Attorney General,514460,General,
Nebraska,2014,Governor,540202,General,
Nebraska,2014,Overall,552115,General,
Nebraska,2014,Overall,324227,Primary,
Nebraska,2014,Senate,540337,General,
Nebraska,2014,Secretary of State,489605,General,
Nebraska,2016,Overall,860573,General,
Nebraska,2016,Overall,313468,Primary,
Nebraska,2016,President,844230,General,
Nebraska,2018,Attorney General,516777,General,
Nebraska,2018,Governor,697981,General,
Nebraska,2018,Overall,706652,General,
Nebraska,2018,Overall,296000,Primary,
Nebraska,2018,Senate,698883,General,
Nebraska,2018,Secretary of State,670614,General,
Nebraska,2020,Overall,966920,General,
Nebraska,2020,Overall,492580,Primary,
Nebraska,2020,President,956383,General,
Nebraska,2020,Senate,930012,General,
Nebraska,2022,Attorney General,623320,General,
Nebraska,2022,Governor,672593,General,
Nebraska,2022,Overall,682716,General,
Nebraska,2022,Overall,414869,Primary,
Nebraska,2022,Secretary of State,500342,General,
Nevada,2000,Overall,613360,General,
Nevada,2000,Overall,211430,Primary,Statewide Primary
Nevada,2000,President,608970,General,
Nevada,2000,Senate,600776,General,
Nevada,2002,Attorney General,498054,General,
Nevada,2002,Governor,504079,General,
Nevada,2002,Overall,512433,General,
Nevada,2002,Overall,229694,Primary,
Nevada,2002,Secretary of State,492482,General,
Nevada,2004,Overall,831833,General,
Nevada,2004,Overall,275913,Primary,Statewide Primary
Nevada,2004,President,829587,General,
Nevada,2004,Senate,810068,General,
Nevada,2006,Attorney General,574975,General,
Nevada,2006,Governor,582158,General,
Nevada,2006,Overall,586274,General,
Nevada,2006,Overall,287994,Primary,
Nevada,2006,Senate,582572,General,
Nevada,2006,Secretary of State,573638,General,
Nevada,2008,Overall,970019,General,
Nevada,2008,Overall,188652,Primary,Statewide Primary
Nevada,2008,President,967848,General,
Nevada,2010,Attorney General,704332,General,
Nevada,2010,Governor,716529,General,
Nevada,2010,Overall,723515,General,
Nevada,2010,Overall,320648,Primary,
Nevada,2010,Senate,721404,General,
Nevada,2010,Secretary of State,703513,General,
Nevada,2012,Overall,1016664,General,
Nevada,2012,Overall,199797,Primary,Statewide Primary
Nevada,2012,President,1014918,General,
Nevada,2012,Senate,997805,General,
Nevada,2014,Attorney General,544150,General,
Nevada,2014,Governor,547349,General,
Nevada,2014,Overall,552326,General,
Nevada,2014,Overall,222240,Primary,
Nevada,2014,Secretary of State,543110,General,
Nevada,2016,Overall,1125429,General,
Nevada,2016,Overall,240181,Primary,Statewide Primary
Nevada,2016,President,1125385,General,
Nevada,2016,Senate,1108294,General,
Nevada,2018,Attorney General,965753,General,
Nevada,2018,Governor,971799,General,
Nevada,2018,Overall,975980,General,
Nevada,2018,Overall,329863,Primary,
Nevada,2018,Senate,972132,General,
Nevada,2018,Secretary of State,956631,General,
Nevada,2020,Overall,1407761,General,
Nevada,2020,Overall,481172,Primary,Statewide Primary
Nevada,2020,President,1405376,General,
Nevada,2022,Attorney General,978482,General,
Nevada,2022,Governor,1019071,General,
Nevada,2022,Overall,1023617,General,
Nevada,2022,Overall,467606,Primary,
Nevada,2022,Senate,1019850,General,
Nevada,2022,Secretary of State,1014473,General,
New Hampshire,2000,Governor,564340,General,
New Hampshire,2000,Overall,569081,General,
New Hampshire,2000,Overall,146163,Primary,Statewide Primary
New Hampshire,2000,President,569081,General,
New Hampshire,2002,Governor,442976,General,
New Hampshire,2002,Overall,683672,General,
New Hampshire,2002,Overall,225918,Primary,
New Hampshire,2002,Senate,447135,General,
New Hampshire,2004,Governor,683672,General,
New Hampshire,2004,Overall,686390,General,
New Hampshire,2004,Overall,130721,Primary,Statewide Primary
New Hampshire,2004,President,677662,General,
New Hampshire,2004,Senate,683672,General,
New Hampshire,2006,Governor,403679,General,
New Hampshire,2006,Overall,417436,General,
New Hampshire,2008,Governor,682584,General,
New Hampshire,2008,Overall,719403,General,
New Hampshire,2008,Overall,122243,Primary,Statewide Primary
New Hampshire,2008,President,707611,General,
New Hampshire,2008,Senate,694357,General,
New Hampshire,2010,Governor,456588,General,
New Hampshire,2010,Overall,461423,General,
New Hampshire,2010,Overall,202070,Primary,
New Hampshire,2010,Senate,455149,General,
New Hampshire,2012,Governor,693877,General,
New Hampshire,2012,Overall,718700,General,
New Hampshire,2012,Overall,198853,Primary,Statewide Primary
New Hampshire,2012,President,710972,General,
New Hampshire,2014,Governor,485162,General,
New Hampshire,2014,Overall,495453,General,
New Hampshire,2014,Overall,164813,Primary,
New Hampshire,2014,Senate,488159,General,
New Hampshire,2016,Governor,724863,General,
New Hampshire,2016,Overall,757669,General,
New Hampshire,2016,Overall,190749,Primary,Statewide Primary
New Hampshire,2016,President,732267,General,
New Hampshire,2016,Senate,739140,General,
New Hampshire,2018,Governor,573602,General,
New Hampshire,2018,Overall,581551,General,
New Hampshire,2020,Governor,793260,General,
New Hampshire,2020,Overall,814499,General,
New Hampshire,2020,Overall,444492,Primary,Statewide Primary
New Hampshire,2020,President,803833,General,
New Hampshire,2020,Senate,795914,General,
New Hampshire,2022,Governor,619135,General,
New Hampshire,2022,Overall,626931,General,
New Hampshire,2022,Overall,243776,Primary,
New Hampshire,2022,Senate,620975,General,
New Jersey,2000,Overall,3219650,General,
New Jersey,2000,Overall,773491,Primary,
New Jersey,2000,President,3187226,General,
New Jersey,2000,Senate,3015662,General,
New Jersey,2001,Governor,2227165,General,
New Jersey,2001,Overall,2275653,General,
New Jersey,2001,Overall,599034,Primary,
New Jersey,2002,Overall,2161105,General,
New Jersey,2002,Overall,497024,Primary,
New Jersey,2002,Senate,2112604,General,
New Jersey,2004,Overall,3639612,General,
New Jersey,2004,Overall,425678,Primary,
New Jersey,2004,President,3611691,General,
New Jersey,2005,Governor,2290099,General,
New Jersey,2005,Overall,2346059,General,
New Jersey,2005,Overall,578479,Primary,
New Jersey,2006,Overall,2315643,General,
New Jersey,2006,Overall,405883,Primary,
New Jersey,2006,Senate,2250067,General,
New Jersey,2008,Overall,3910220,General,
New Jersey,2008,Overall,1707400,Primary,Presidential Primary
New Jersey,2008,President,3868237,General,
New Jersey,2008,Senate,3482445,General,
New Jersey,2009,Governor,2423702,General,
New Jersey,2009,Overall,2451704,General,
New Jersey,2010,Overall,2194192,General,
New Jersey,2010,Overall,478513,Primary,
New Jersey,2012,Overall,3683638,General,
New Jersey,2012,Overall,589417,Primary,
New Jersey,2012,President,3640292,General,
New Jersey,2012,Senate,3407026,General,
New Jersey,2013,Governor,2120866,General,
New Jersey,2013,Overall,2177517,General,
New Jersey,2013,Overall,480517,Primary,
New Jersey,2013,Senate,1348659,General,
New Jersey,2014,Overall,1955042,General,
New Jersey,2014,Overall,416065,Primary,
New Jersey,2014,Senate,1869535,General,
New Jersey,2016,Overall,3957303,General,
New Jersey,2016,Overall,1388669,Primary,
New Jersey,2016,President,3874046,General,
New Jersey,2017,Governor,2147415,General,
New Jersey,2017,Overall,2198362,General,
New Jersey,2017,Overall,786212,Primary,
New Jersey,2018,Overall,3248642,General,
New Jersey,2018,Overall,705624,Primary,
New Jersey,2018,Senate,3169310,General,
New Jersey,2020,Overall,4635686,General,
New Jersey,2020,Overall,1467014,Primary,
New Jersey,2020,President,4549457,General,
New Jersey,2020,Senate,4440540,General,
New Jersey,2021,Governor,2614886,General,
New Jersey,2021,Overall,2648814,General,
New Jersey,2021,Overall,762153,Primary,
New Jersey,2022,Overall,2658149,General,
New Jersey,2022,Overall,766012,Primary,
New Mexico,2000,Overall,614928,General,
New Mexico,2000,President,598605,General,
New Mexico,2000,Senate,589529,General,
New Mexico,2002,Attorney General,468005,General,
New Mexico,2002,Governor,484233,General,
New Mexico,2002,Overall,503692,General,
New Mexico,2002,Overall,266816,Primary,
New Mexico,2002,Senate,483056,General,
New Mexico,2002,Secretary of State,478093,General,
New Mexico,2004,Overall,775301,General,
New Mexico,2004,Overall,187132,Primary,
New Mexico,2004,President,756304,General,
New Mexico,2006,Attorney General,559715,General,
New Mexico,2006,Governor,559170,General,
New Mexico,2006,Overall,568597,General,
New Mexico,2006,Overall,195716,Primary,
New Mexico,2006,Senate,558550,General,
New Mexico,2006,Secretary of State,556610,General,
New Mexico,2008,Overall,833365,General,
New Mexico,2008,Overall,274207,Primary,
New Mexico,2008,President,830158,General,
New Mexico,2008,Senate,823650,General,
New Mexico,2010,Attorney General,598686,General,
New Mexico,2010,Governor,602827,General,
New Mexico,2010,Overall,607700,General,
New Mexico,2010,Overall,258614,Primary,
New Mexico,2010,Secretary of State,595240,General,
New Mexico,2012,Overall,786522,General,
New Mexico,2012,Overall,239213,Primary,
New Mexico,2012,President,783757,General,
