State,Year,Position,Count,Phase,Flag
Utah,2012,Senate,1006901,General,
Utah,2014,Attorney General,563405,General,
Utah,2014,Overall,577973,General,
Utah,2014,Overall,148691,Primary,
Utah,2016,Attorney General,1099297,General,
Utah,2016,Governor,1125035,General,
Utah,2016,Overall,1152369,General,
Utah,2016,Overall,320156,Primary,
Utah,2016,President,1131430,General,
Utah,2016,Senate,1115608,General,
Utah,2018,Overall,1082972,General,
Utah,2018,Overall,336792,Primary,
Utah,2018,Senate,1062897,General,
Utah,2020,Attorney General,1450796,General,
Utah,2020,Governor,1458878,General,
Utah,2020,Overall,1515845,General,
Utah,2020,Overall,575038,Primary,Statewide Primary
Utah,2020,President,1488289,General,
Utah,2022,Overall,1076068,General,
Utah,2022,Overall,461463,Primary,
Utah,2022,Senate,1076068,General,
Vermont,2000,Attorney General,269960,General,
Vermont,2000,Governor,293473,General,
Vermont,2000,Overall,297146,General,
Vermont,2000,President,294308,General,
Vermont,2000,Senate,288500,General,
Vermont,2000,Secretary of State,278154,General,
Vermont,2002,Attorney General,221679,General,
Vermont,2002,Governor,230161,General,
Vermont,2002,Overall,232993,General,
Vermont,2002,Secretary of State,223621,General,
Vermont,2004,Attorney General,292699,General,
Vermont,2004,Governor,309285,General,
Vermont,2004,Overall,314220,General,
Vermont,2004,President,312309,General,
Vermont,2004,Senate,307208,General,
Vermont,2004,Secretary of State,272481,General,
Vermont,2006,Attorney General,247300,General,
Vermont,2006,Governor,262524,General,
Vermont,2006,Overall,262568,General,
Vermont,2006,Senate,262419,General,
Vermont,2006,Secretary of State,254393,General,
Vermont,2008,Attorney General,296027,General,
Vermont,2008,Governor,319085,General,
Vermont,2008,Overall,326822,General,
Vermont,2008,President,325046,General,
Vermont,2008,Secretary of State,302223,General,
Vermont,2010,Attorney General,230973,General,
Vermont,2010,Governor,241605,General,
Vermont,2010,Overall,243617,General,
Vermont,2010,Senate,235178,General,
Vermont,2010,Secretary of State,229280,General,
Vermont,2012,Attorney General,301138,General,
Vermont,2012,Governor,295412,General,
Vermont,2012,Overall,301793,General,
Vermont,2012,President,301185,General,
Vermont,2012,Senate,300780,General,
Vermont,2012,Secretary of State,301140,General,
Vermont,2014,Attorney General,186399,General,
Vermont,2014,Governor,193087,General,
Vermont,2014,Overall,196086,General,
Vermont,2014,Secretary of State,169135,General,
Vermont,2016,Attorney General,300498,General,
Vermont,2016,Governor,315295,General,
Vermont,2016,Overall,320467,General,
Vermont,2016,President,315067,General,
Vermont,2016,Senate,313809,General,
Vermont,2016,Secretary of State,285514,General,
Vermont,2018,Attorney General,267021,General,
Vermont,2018,Governor,274087,General,
Vermont,2018,Overall,278230,General,
Vermont,2018,Overall,107637,Primary,
Vermont,2018,Senate,272624,General,
Vermont,2018,Secretary of State,267712,General,
Vermont,2020,Attorney General,345530,General,
Vermont,2020,Governor,362711,General,
Vermont,2020,Overall,368075,General,
Vermont,2020,Overall,168932,Primary,Statewide Primary
Vermont,2020,President,367428,General,
Vermont,2020,Secretary of State,346920,General,
Vermont,2022,Attorney General,275226,General,
Vermont,2022,Governor,284801,General,
Vermont,2022,Overall,291955,General,
Vermont,2022,Overall,102408,Primary,
Vermont,2022,Senate,287100,General,
Vermont,2022,Secretary of State,275379,General,
Virginia,2000,Overall,2789808,General,
Virginia,2000,Overall,664093,Primary,Presidential Primary
Virginia,2000,President,2654780,General,
Virginia,2000,Senate,2718301,General,
Virginia,2001,Attorney General,1844781,General,
Virginia,2001,Governor,1886721,General,
Virginia,2001,Overall,1886721,General,
Virginia,2002,Overall,1489422,General,
Virginia,2002,Senate,1489422,General,
Virginia,2004,Overall,3223156,General,
Virginia,2004,Overall,396223,Primary,Presidential Primary
Virginia,2004,President,3198367,General,
Virginia,2005,Attorney General,1943250,General,
Virginia,2005,Governor,1983778,General,
Virginia,2005,Overall,2000052,General,
Virginia,2006,Overall,2399152,General,
Virginia,2006,Senate,2370445,General,
Virginia,2008,Overall,3750065,General,
Virginia,2008,Overall,1475455,Primary,Presidential Primary
Virginia,2008,President,3723260,General,
Virginia,2008,Senate,3643294,General,
Virginia,2009,Attorney General,1954596,General,
Virginia,2009,Governor,1985103,General,
Virginia,2009,Overall,2000812,General,
Virginia,2010,Overall,2214505,General,
Virginia,2012,Overall,3896846,General,
Virginia,2012,Overall,265580,Primary,Presidential Primary
Virginia,2012,President,3858043,General,
Virginia,2012,Senate,3805019,General,
Virginia,2013,Attorney General,2212851,General,
Virginia,2013,Governor,2241071,General,
Virginia,2013,Overall,2253418,General,
Virginia,2014,Overall,2194346,General,
Virginia,2014,Senate,2184520,General,
Virginia,2016,Overall,3996302,General,
Virginia,2016,Overall,1810807,Primary,Presidential Primary
Virginia,2016,President,3984631,General,
Virginia,2017,Attorney General,2597544,General,
Virginia,2017,Governor,2614065,General,
Virginia,2018,Overall,3374382,General,
Virginia,2018,Senate,3351757,General,
Virginia,2020,Overall,4487338,General,
Virginia,2020,Overall,1323693,Primary,Presidential Primary
Virginia,2020,President,4460524,General,
Virginia,2020,Senate,4405087,General,
Virginia,2021,Attorney General,3270647,General,
Virginia,2021,Governor,3288318,General,
Virginia,2022,Overall,3021956,General,
Washington,2000,Attorney General,2301993,General,
Washington,2000,Governor,2469852,General,
Washington,2000,Overall,2517028,General,
Washington,2000,Overall,1319775,Primary,Statewide Primary
Washington,2000,President,2487433,General,
Washington,2000,Senate,2461379,General,
Washington,2000,Secretary of State,2273743,General,
Washington,2002,Overall,1808720,General,
Washington,2002,Overall,1107861,Primary,
Washington,2004,Attorney General,2690144,General,
Washington,2004,Governor,2810058,General,
Washington,2004,Overall,2883655,General,
Washington,2004,Overall,1480247,Primary,Statewide Primary
Washington,2004,President,2858084,General,
Washington,2004,Senate,2818651,General,
Washington,2004,Secretary of State,2660817,General,
Washington,2006,Overall,2107370,General,
Washington,2006,Overall,1243992,Primary,
Washington,2006,Senate,2083734,General,
Washington,2008,Attorney General,2841938,General,
Washington,2008,Governor,2825667,General,
Washington,2008,Overall,3071587,General,
Washington,2008,Overall,1455756,Primary,Statewide Primary
Washington,2008,President,3036878,General,
Washington,2008,Secretary of State,2819673,General,
Washington,2010,Overall,2565589,General,
Washington,2010,Overall,1471791,Primary,
Washington,2010,Senate,2511094,General,
Washington,2012,Attorney General,2925453,General,
Washington,2012,Governor,3071047,General,
Washington,2012,Overall,3172939,General,
Washington,2012,Overall,1435928,Primary,Statewide Primary
Washington,2012,President,3125516,General,
Washington,2012,Senate,3069417,General,
Washington,2012,Secretary of State,2907609,General,
Washington,2014,Overall,2124330,General,
Washington,2014,Overall,1222710,Primary,
Washington,2016,Attorney General,2979909,General,
Washington,2016,Governor,3236866,General,
Washington,2016,Overall,3363440,General,
Washington,2016,Overall,1431058,Primary,Statewide Primary
Washington,2016,President,3209214,General,
Washington,2016,Senate,3243317,General,
Washington,2016,Secretary of State,3129303,General,
Washington,2018,Overall,3133462,General,
Washington,2018,Overall,1753545,Primary,
Washington,2018,Senate,3086168,General,
Washington,2020,Attorney General,3945313,General,
Washington,2020,Governor,4056454,General,
Washington,2020,Overall,4116894,General,
Washington,2020,Overall,2510881,Primary,Statewide Primary
Washington,2020,President,4087631,General,
Washington,2020,Secretary of State,3947517,General,
Washington,2022,Overall,3067686,General,
Washington,2022,Overall,1941933,Primary,
Washington,2022,Senate,3047900,General,
Washington,2022,Secretary of State,2950380,General,
West Virginia,2000,Attorney General,465047,General,
West Virginia,2000,Governor,648047,General,
West Virginia,2000,Overall,648124,General,
West Virginia,2000,President,648127,General,
West Virginia,2000,Senate,603477,General,
West Virginia,2000,Secretary of State,534966,General,
West Virginia,2002,Overall,436183,General,
West Virginia,2002,Senate,436183,General,
West Virginia,2004,Attorney General,713036,General,
West Virginia,2004,Governor,744433,General,
West Virginia,2004,Overall,769645,General,
West Virginia,2004,President,755887,General,
West Virginia,2004,Secretary of State,622804,General,
West Virginia,2006,Overall,462833,General,
West Virginia,2006,Senate,459884,General,
West Virginia,2008,Attorney General,678710,General,
West Virginia,2008,Governor,705795,General,
West Virginia,2008,Overall,736622,General,
West Virginia,2008,Overall,478944,Primary,
West Virginia,2008,President,713362,General,
West Virginia,2008,Senate,702189,General,
West Virginia,2008,Secretary of State,667713,General,
West Virginia,2010,Overall,536493,General,
West Virginia,2010,Senate,529948,General,Special Election
West Virginia,2011,Governor,301084,General,
West Virginia,2011,Overall,301084,General,
West Virginia,2011,Overall,188997,Primary,
West Virginia,2012,Attorney General,643684,General,
West Virginia,2012,Governor,664486,General,
West Virginia,2012,Overall,685099,General,
West Virginia,2012,Overall,179908,Primary,
West Virginia,2012,President,670438,General,
West Virginia,2012,Senate,660243,General,
West Virginia,2012,Secretary of State,638313,General,
West Virginia,2014,Overall,453659,General,
West Virginia,2014,Overall,219510,Primary,
West Virginia,2014,Senate,453659,General,
West Virginia,2016,Attorney General,694154,General,
West Virginia,2016,Governor,713858,General,
West Virginia,2016,Overall,732362,General,
West Virginia,2016,Overall,448640,Primary,
West Virginia,2016,President,713051,General,
West Virginia,2016,Secretary of State,691455,General,
West Virginia,2018,Overall,597149,General,
West Virginia,2018,Overall,320937,Primary,
West Virginia,2018,Senate,586034,General,
West Virginia,2020,Attorney General,764048,General,
West Virginia,2020,Governor,768804,General,
West Virginia,2020,Overall,802726,General,
West Virginia,2020,Overall,449077,Primary,
West Virginia,2020,President,794652,General,
West Virginia,2020,Senate,778918,General,
West Virginia,2020,Secretary of State,768187,General,
West Virginia,2022,Overall,494753,General,
West Virginia,2022,Overall,260274,Primary,
Wisconsin,2000,Overall,2598607,General,
Wisconsin,2000,Overall,866965,Primary,Presidential Primary
Wisconsin,2000,President,2598607,General,
Wisconsin,2000,Senate,2540083,General,
Wisconsin,2002,Attorney General,1711295,General,
Wisconsin,2002,Governor,1775349,General,
Wisconsin,2002,Overall,1775349,General,
Wisconsin,2002,Overall,913523,Primary,
Wisconsin,2002,Secretary of State,1680164,General,
Wisconsin,2004,Overall,3009491,General,
Wisconsin,2004,Overall,992242,Primary,Presidential Primary
Wisconsin,2004,President,2997007,General,
Wisconsin,2004,Senate,2949743,General,
Wisconsin,2006,Attorney General,2124467,General,
Wisconsin,2006,Governor,2161700,General,
Wisconsin,2006,Overall,2162438,General,
Wisconsin,2006,Overall,615944,Primary,
Wisconsin,2006,Senate,2138297,General,
Wisconsin,2006,Secretary of State,2075405,General,
Wisconsin,2008,Overall,2996869,General,
Wisconsin,2008,Overall,1511639,Primary,Presidential Primary
Wisconsin,2008,President,2983417,General,
Wisconsin,2010,Attorney General,2112485,General,
Wisconsin,2010,Governor,2160832,General,
Wisconsin,2010,Overall,2171331,General,
Wisconsin,2010,Overall,857027,Primary,
Wisconsin,2010,Senate,2171331,General,
Wisconsin,2010,Secretary of State,2081198,General,
Wisconsin,2012,Overall,3071434,General,
Wisconsin,2012,Overall,1144351,Primary,Presidential Primary
Wisconsin,2012,President,3071434,General,
Wisconsin,2012,Senate,3009411,General,
Wisconsin,2014,Attorney General,2350325,General,
Wisconsin,2014,Governor,2410314,General,
Wisconsin,2014,Overall,2422040,General,
Wisconsin,2014,Overall,638677,Primary,
Wisconsin,2014,Secretary of State,2322035,General,
Wisconsin,2016,Overall,3004051,General,
Wisconsin,2016,Overall,2113544,Primary,Presidential Primary
Wisconsin,2016,President,2976150,General,
Wisconsin,2016,Senate,2948741,General,
Wisconsin,2018,Attorney General,2642851,General,
Wisconsin,2018,Governor,2673308,General,
Wisconsin,2018,Overall,2673308,General,
Wisconsin,2018,Overall,997334,Primary,
Wisconsin,2018,Senate,2660763,General,
Wisconsin,2018,Secretary of State,2617948,General,
Wisconsin,2020,Overall,3297352,General,
Wisconsin,2020,Overall,1605912,Primary,Presidential Primary
Wisconsin,2020,President,3297352,General,
Wisconsin,2022,Attorney General,2633277,General,
Wisconsin,2022,Governor,2656490,General,
Wisconsin,2022,Overall,2668891,General,
Wisconsin,2022,Overall,1186436,Primary,
Wisconsin,2022,Senate,2652477,General,
Wisconsin,2022,Secretary of State,2626943,General,
Wyoming,2000,Overall,221685,General,
Wyoming,2000,Overall,108238,Primary,Statewide Primary
Wyoming,2000,President,213726,General,
Wyoming,2000,Senate,213659,General,
Wyoming,2002,Governor,185459,General,
Wyoming,2002,Overall,188028,General,
Wyoming,2002,Overall,135983,Primary,
Wyoming,2002,Senate,183280,General,
Wyoming,2002,Secretary of State,169472,General,
Wyoming,2004,Overall,245789,General,
Wyoming,2004,Overall,121688,Primary,Statewide Primary
Wyoming,2004,President,242948,General,
Wyoming,2006,Governor,193616,General,
Wyoming,2006,Overall,196217,General,
Wyoming,2006,Overall,119496,Primary,
Wyoming,2006,Senate,192845,General,
Wyoming,2006,Secretary of State,180761,General,
Wyoming,2008,Overall,256035,General,
Wyoming,2008,Overall,105169,Primary,Statewide Primary
Wyoming,2008,President,253137,General,
Wyoming,2008,Senate,249677,General,
Wyoming,2008,Senate,249265,General,Special Election
Wyoming,2010,Governor,172382,General,
Wyoming,2010,Overall,190822,General,
Wyoming,2010,Overall,134710,Primary,
Wyoming,2010,Secretary of State,184005,General,
Wyoming,2012,Overall,250701,General,
Wyoming,2012,Overall,108440,Primary,Statewide Primary
Wyoming,2012,President,249061,General,
Wyoming,2012,Senate,244862,General,
Wyoming,2014,Governor,167877,General,
Wyoming,2014,Overall,171153,General,
Wyoming,2014,Overall,120023,Primary,
Wyoming,2014,Senate,168390,General,
Wyoming,2014,Secretary of State,156407,General,
Wyoming,2016,Overall,258788,General,
Wyoming,2016,Overall,114437,Primary,Statewide Primary
Wyoming,2016,President,255849,General,
Wyoming,2018,Governor,203238,General,
Wyoming,2018,Overall,205275,General,
Wyoming,2018,Overall,139809,Primary,
Wyoming,2018,Senate,203420,General,
Wyoming,2018,Secretary of State,199098,General,
Wyoming,2020,Overall,278503,General,
Wyoming,2020,Overall,140042,Primary,Statewide Primary
Wyoming,2020,President,276765,General,
Wyoming,2020,Senate,273008,General,
Wyoming,2022,Governor,194000,General,
Wyoming,2022,Overall,198198,General,
Wyoming,2022,Overall,182232,Primary,
Wyoming,2022,Secretary of State,160975,General,
