precinct,gen_con_BRADLEY,gen_dem_KAINE,gen_grn_BARAKA,gen_ind_BAYES,gen_ind_JOHNSON,gen_ind_MONAHAN,gen_lib_WELD,gen_rep_PENCE,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_VALENTINE,pri_dem_WOLFE,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_JINDAL,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
DREW_MARION N BOX 2,0,99,2,0,2,2,9,298,60,1,1,15,4,2,1,18,0,40,0,0,3,0,1,0,41,2,84,412,190,83
DREW_MARION SOUTH,0,98,2,0,2,2,11,476,41,2,1,27,0,1,1,18,0,60,0,0,3,0,3,0,72,0,115,591,272,72
DREW_OZMENT,0,29,0,0,1,0,2,112,14,0,0,14,0,1,0,3,0,8,0,0,0,0,1,0,12,0,26,144,50,29
DREW_PLANTERSVILLE,0,39,3,1,1,0,1,178,22,1,1,12,0,0,0,11,1,42,0,1,1,0,2,1,23,0,34,223,116,36
DREW_SELMA,1,103,0,1,0,0,5,166,60,0,1,15,1,1,0,4,0,19,0,0,0,0,3,0,20,0,41,276,87,78
DREW_TILLAR,0,27,0,1,0,0,1,51,18,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,13,0,10,80,30,19
DREW_WARD 1,4,402,5,3,7,4,4,197,223,0,3,33,2,3,0,5,0,27,0,0,5,0,3,0,31,0,33,626,104,264
DREW_WARD 2,0,302,2,5,5,3,22,700,171,11,11,118,11,10,2,18,2,88,0,0,6,0,12,1,118,1,96,1039,344,332
DREW_WARD 3,4,337,7,2,7,1,11,257,171,7,5,57,1,2,2,21,0,26,0,0,1,0,5,1,30,0,37,626,123,243
DREW_WARD 4,4,277,10,2,3,1,19,339,122,3,8,77,3,4,4,16,0,33,0,0,3,0,6,0,45,1,60,655,168,217
DREW_WILMAR,1,227,1,1,2,3,5,282,123,2,2,25,2,1,0,15,0,47,0,0,1,1,2,0,26,1,55,522,148,155
DREW_WINCHESTER,0,73,1,1,1,0,0,10,33,1,0,8,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,86,5,42
FRANKLIN_1-A OZARK WD. 1,0,81,3,0,4,2,11,211,33,0,1,16,0,1,1,7,0,44,0,1,1,0,13,2,33,0,60,312,162,51
FRANKLIN_1-B OZARK WD. 2,0,77,4,1,1,3,8,256,33,0,0,13,1,3,2,16,1,35,0,0,12,0,1,2,23,0,81,350,173,50
FRANKLIN_1-C OZARK RURAL,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,6,5,0
FRANKLIN_2-A OZARK WD. 3,0,93,3,1,5,3,15,272,35,0,1,28,1,0,1,10,0,57,1,0,6,0,7,1,30,0,78,392,191,65
FRANKLIN_2-B OZARK RURAL,0,11,0,0,1,1,4,80,6,0,0,3,0,0,1,2,1,22,0,0,4,0,0,0,7,0,22,97,59,9
FRANKLIN_2-C LONELM/CRAVENS,0,1,0,0,0,1,2,24,2,0,0,1,0,0,0,1,0,8,0,0,0,0,0,0,3,0,4,28,16,3
FRANKLIN_2-D WALLACE/IVY,0,5,0,1,1,0,1,39,3,0,1,1,0,0,0,1,0,9,0,0,0,0,0,0,8,0,11,47,29,5
FRANKLIN_2-E OZARK WD. 3,0,45,0,0,3,2,4,109,23,1,1,6,1,0,2,2,0,18,0,0,6,0,0,0,8,0,33,163,69,32
FRANKLIN_3-A LONELM/CRAVENS,0,46,1,0,0,1,4,178,34,0,0,8,2,0,1,9,1,37,0,0,0,0,2,0,10,0,54,230,114,44
FRANKLIN_3-B FERN,0,11,2,0,1,2,6,59,2,0,0,2,0,0,0,1,0,19,0,0,0,0,3,2,11,0,12,81,48,4
FRANKLIN_3-C BOSTON,0,37,0,0,1,0,2,98,12,0,0,11,0,1,0,1,0,20,1,0,1,0,3,1,5,0,34,138,66,24
FRANKLIN_3-D JETHRO,2,27,0,0,5,0,2,176,15,0,0,8,0,0,0,4,0,45,0,0,3,0,2,3,13,0,51,212,121,23
FRANKLIN_3-E WATALULA,0,5,0,0,0,0,2,7,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2,0,2,14,7,3
