precinct_code,gen_dem_CLINTON,gen_grn_STEIN,gen_lib_JOHNSON,gen_rep_TRUMP,pri_dem_CLINTON,pri_dem_SANDERS,pri_rep_CRUZ,pri_rep_KASICH,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
Columbia-4100949,146.0,7.0,23.0,258.0,43.0,83.0,25.0,13.0,70.0,434.0,108.0,126.0
Columbia-4100950,18.0,0.0,0.0,22.0,5.0,4.0,0.0,1.0,5.0,40.0,6.0,9.0
Columbia-4100951,97.0,7.0,18.0,140.0,24.0,44.0,14.0,1.0,52.0,262.0,67.0,68.0
Columbia-4100953,556.0,18.0,69.0,594.0,198.0,219.0,47.0,50.0,181.0,1237.0,278.0,417.0
Coos-4101101,359.0,27.0,59.0,0.0,0.0,136.0,36.0,24.0,276.0,445.0,336.0,136.0
Coos-4101102,750.0,47.0,109.0,1362.0,257.0,350.0,90.0,75.0,479.0,2268.0,644.0,607.0
Coos-4101103,921.0,63.0,143.0,1506.0,322.0,356.0,84.0,64.0,465.0,2633.0,613.0,678.0
Coos-4101104,842.0,50.0,116.0,946.0,257.0,343.0,56.0,57.0,303.0,1954.0,416.0,600.0
Coos-4101105,1108.0,67.0,141.0,1541.0,368.0,425.0,70.0,61.0,498.0,2857.0,629.0,793.0
Coos-4101106,793.0,48.0,87.0,864.0,248.0,344.0,43.0,65.0,276.0,1792.0,384.0,592.0
Coos-4101107,890.0,71.0,122.0,976.0,274.0,338.0,47.0,43.0,322.0,2059.0,412.0,612.0
Coos-4101108,910.0,75.0,127.0,1656.0,301.0,405.0,56.0,47.0,531.0,2768.0,634.0,706.0
Coos-4101109,130.0,17.0,13.0,156.0,30.0,63.0,6.0,6.0,40.0,316.0,52.0,93.0
Coos-4101110,642.0,50.0,73.0,1365.0,239.0,285.0,63.0,57.0,454.0,2130.0,574.0,524.0
Coos-4101111,404.0,39.0,69.0,1186.0,137.0,229.0,48.0,34.0,442.0,1698.0,524.0,366.0
Coos-4101112,487.0,41.0,89.0,1136.0,196.0,215.0,48.0,44.0,380.0,1753.0,472.0,411.0
Coos-4101113,258.0,15.0,44.0,811.0,102.0,114.0,53.0,20.0,269.0,1128.0,342.0,216.0
Coos-4101114,276.0,20.0,51.0,1083.0,89.0,184.0,68.0,31.0,400.0,1430.0,499.0,273.0
Coos-4101115,90.0,7.0,18.0,287.0,36.0,54.0,10.0,8.0,76.0,402.0,94.0,90.0
Coos-4101116,813.0,48.0,59.0,783.0,264.0,287.0,41.0,49.0,296.0,1703.0,386.0,551.0
Coos-4101117,694.0,61.0,78.0,1206.0,206.0,330.0,46.0,56.0,427.0,2039.0,529.0,536.0
Coos-4101118,81.0,9.0,13.0,208.0,27.0,47.0,13.0,5.0,83.0,311.0,101.0,74.0
Coos-41011Total,0.0,0.0,0.0,0.0,3487.0,4505.0,878.0,746.0,6017.0,0.0,7641.0,7992.0
Crook-410131,122.0,8.0,17.0,309.0,0.0,55.0,32.0,18.0,102.0,456.0,152.0,55.0
Crook-4101310,120.0,4.0,14.0,214.0,45.0,37.0,13.0,22.0,82.0,352.0,117.0,82.0
Crook-4101311,379.0,12.0,64.0,1178.0,120.0,113.0,100.0,74.0,481.0,1633.0,655.0,233.0
Crook-4101312,12.0,1.0,7.0,93.0,3.0,7.0,5.0,4.0,45.0,113.0,54.0,10.0
Crook-4101313,114.0,5.0,33.0,518.0,48.0,47.0,36.0,22.0,171.0,670.0,229.0,95.0
Crook-4101314,105.0,7.0,21.0,274.0,27.0,41.0,15.0,12.0,75.0,407.0,102.0,68.0
Crook-4101315,178.0,8.0,35.0,653.0,51.0,77.0,56.0,31.0,243.0,874.0,330.0,128.0
Crook-4101316,92.0,4.0,22.0,421.0,38.0,31.0,42.0,21.0,153.0,539.0,216.0,69.0
Crook-4101317,448.0,41.0,97.0,1538.0,157.0,197.0,108.0,55.0,591.0,2124.0,754.0,354.0
Crook-410132,102.0,5.0,27.0,256.0,30.0,40.0,19.0,18.0,63.0,390.0,100.0,70.0
Crook-410133,57.0,4.0,11.0,125.0,17.0,27.0,6.0,3.0,35.0,197.0,44.0,44.0
Crook-410134,181.0,9.0,25.0,726.0,39.0,89.0,70.0,41.0,270.0,941.0,381.0,128.0
Crook-410135,355.0,19.0,89.0,1159.0,121.0,137.0,105.0,74.0,407.0,1622.0,586.0,258.0
Crook-410136,190.0,14.0,29.0,355.0,59.0,64.0,33.0,36.0,112.0,588.0,181.0,123.0
Crook-410137,35.0,3.0,10.0,212.0,12.0,12.0,13.0,12.0,93.0,260.0,118.0,24.0
Crook-410138,123.0,13.0,14.0,348.0,31.0,50.0,26.0,9.0,98.0,498.0,133.0,81.0
Crook-410139,24.0,0.0,3.0,132.0,5.0,7.0,8.0,2.0,50.0,159.0,60.0,12.0
Curry-410151,27.0,1.0,3.0,36.0,0.0,13.0,2.0,0.0,15.0,67.0,17.0,13.0
Curry-4101510,158.0,11.0,19.0,252.0,52.0,48.0,25.0,10.0,106.0,440.0,141.0,100.0
Curry-4101511,243.0,17.0,35.0,430.0,72.0,92.0,16.0,20.0,172.0,725.0,208.0,164.0
Curry-4101512,82.0,3.0,3.0,121.0,30.0,43.0,8.0,3.0,50.0,209.0,61.0,73.0
Curry-4101513,77.0,5.0,13.0,134.0,29.0,20.0,12.0,13.0,72.0,229.0,97.0,49.0
Curry-4101514,82.0,6.0,19.0,216.0,25.0,35.0,15.0,6.0,90.0,323.0,111.0,60.0
Curry-4101515,129.0,8.0,11.0,236.0,54.0,44.0,15.0,9.0,98.0,384.0,122.0,98.0
Curry-4101516,307.0,25.0,60.0,632.0,115.0,115.0,38.0,25.0,238.0,1024.0,301.0,230.0
Curry-4101517,452.0,28.0,48.0,794.0,138.0,177.0,58.0,40.0,298.0,1322.0,396.0,315.0
Curry-4101518,146.0,9.0,11.0,200.0,44.0,56.0,20.0,14.0,76.0,366.0,110.0,100.0
Curry-4101519,205.0,5.0,14.0,379.0,70.0,60.0,22.0,16.0,172.0,603.0,210.0,130.0
Curry-410152,144.0,5.0,21.0,246.0,37.0,64.0,26.0,6.0,100.0,416.0,132.0,101.0
Curry-4101520,96.0,6.0,17.0,201.0,34.0,35.0,15.0,6.0,70.0,320.0,91.0,69.0
Curry-4101521,80.0,8.0,11.0,153.0,18.0,32.0,9.0,6.0,50.0,252.0,65.0,50.0
Curry-4101522,140.0,3.0,13.0,244.0,43.0,40.0,11.0,16.0,115.0,400.0,142.0,83.0
Curry-4101523,139.0,11.0,16.0,235.0,65.0,38.0,17.0,23.0,102.0,401.0,142.0,103.0
Curry-4101524,150.0,7.0,11.0,282.0,57.0,39.0,16.0,16.0,125.0,450.0,157.0,96.0
Curry-4101525,165.0,7.0,8.0,247.0,59.0,46.0,19.0,9.0,94.0,427.0,122.0,105.0
Curry-4101526,207.0,25.0,25.0,432.0,64.0,90.0,38.0,21.0,197.0,689.0,256.0,154.0
Curry-4101527,89.0,5.0,15.0,199.0,31.0,38.0,22.0,5.0,77.0,308.0,104.0,69.0
Curry-410153,152.0,6.0,26.0,184.0,52.0,65.0,14.0,7.0,73.0,368.0,94.0,117.0
Curry-410154,52.0,3.0,0.0,120.0,19.0,13.0,6.0,2.0,48.0,175.0,56.0,32.0
Curry-410155,262.0,28.0,22.0,260.0,77.0,125.0,15.0,7.0,108.0,572.0,130.0,202.0
Curry-410156,182.0,12.0,12.0,180.0,60.0,76.0,11.0,8.0,68.0,386.0,87.0,136.0
Curry-410157,113.0,8.0,15.0,99.0,40.0,39.0,4.0,6.0,40.0,235.0,50.0,79.0
Curry-410158,171.0,8.0,19.0,259.0,62.0,63.0,20.0,16.0,104.0,457.0,140.0,125.0
Curry-410159,250.0,13.0,31.0,441.0,85.0,88.0,27.0,33.0,198.0,735.0,258.0,173.0
Deschutes-410171,1693.0,75.0,116.0,500.0,0.0,568.0,30.0,91.0,184.0,2384.0,305.0,568.0
Deschutes-4101710,218.0,12.0,29.0,568.0,49.0,71.0,28.0,15.0,198.0,827.0,241.0,120.0
Deschutes-4101711,534.0,20.0,60.0,348.0,131.0,148.0,26.0,44.0,112.0,962.0,182.0,279.0
Deschutes-4101712,760.0,35.0,105.0,1226.0,199.0,242.0,86.0,107.0,427.0,2126.0,620.0,441.0
Deschutes-4101713,398.0,18.0,54.0,515.0,118.0,130.0,30.0,53.0,183.0,985.0,266.0,248.0
Deschutes-4101714,566.0,25.0,67.0,886.0,159.0,213.0,78.0,73.0,349.0,1544.0,500.0,372.0
Deschutes-4101715,474.0,11.0,53.0,523.0,158.0,135.0,58.0,60.0,215.0,1061.0,333.0,293.0
Deschutes-4101716,546.0,12.0,39.0,526.0,209.0,114.0,45.0,112.0,234.0,1123.0,391.0,323.0
Deschutes-4101717,1083.0,83.0,213.0,1834.0,257.0,419.0,118.0,74.0,446.0,3213.0,638.0,676.0
Deschutes-4101718,679.0,42.0,116.0,1725.0,232.0,208.0,134.0,81.0,583.0,2562.0,798.0,440.0
Deschutes-4101719,265.0,22.0,53.0,589.0,56.0,95.0,46.0,33.0,187.0,929.0,266.0,151.0
Deschutes-410172,1081.0,44.0,130.0,1119.0,284.0,307.0,76.0,129.0,393.0,2374.0,598.0,591.0
Deschutes-4101720,1561.0,63.0,237.0,1631.0,314.0,449.0,109.0,109.0,469.0,3492.0,687.0,763.0
Deschutes-4101721,395.0,22.0,58.0,737.0,103.0,145.0,59.0,52.0,276.0,1212.0,387.0,248.0
Deschutes-4101722,153.0,0.0,5.0,116.0,62.0,23.0,5.0,41.0,53.0,274.0,99.0,85.0
Deschutes-4101723,200.0,12.0,42.0,503.0,64.0,56.0,22.0,18.0,147.0,757.0,187.0,120.0
Deschutes-4101724,169.0,15.0,22.0,485.0,48.0,67.0,19.0,10.0,167.0,691.0,196.0,115.0
Deschutes-4101725,1250.0,64.0,178.0,1186.0,257.0,471.0,74.0,61.0,307.0,2678.0,442.0,728.0
Deschutes-4101726,874.0,44.0,135.0,888.0,207.0,250.0,60.0,51.0,239.0,1941.0,350.0,457.0
Deschutes-4101727,1296.0,49.0,101.0,367.0,329.0,455.0,17.0,48.0,114.0,1813.0,179.0,784.0
Deschutes-4101728,1121.0,61.0,211.0,2100.0,251.0,388.0,150.0,91.0,537.0,3493.0,778.0,639.0
Deschutes-4101729,821.0,45.0,165.0,1803.0,238.0,233.0,123.0,87.0,551.0,2834.0,761.0,471.0
Deschutes-410173,2134.0,51.0,136.0,590.0,549.0,550.0,41.0,92.0,181.0,2911.0,314.0,1099.0
Deschutes-4101730,580.0,44.0,77.0,614.0,190.0,193.0,48.0,67.0,196.0,1315.0,311.0,383.0
Deschutes-4101731,967.0,18.0,94.0,1644.0,324.0,183.0,136.0,199.0,629.0,2723.0,964.0,507.0
Deschutes-4101732,1408.0,116.0,133.0,827.0,256.0,587.0,49.0,47.0,217.0,2484.0,313.0,843.0
Deschutes-4101733,1140.0,36.0,143.0,1202.0,313.0,325.0,88.0,118.0,457.0,2521.0,663.0,638.0
Deschutes-4101734,1155.0,63.0,148.0,1151.0,275.0,423.0,63.0,74.0,311.0,2517.0,448.0,698.0
Deschutes-4101735,1454.0,28.0,115.0,895.0,493.0,247.0,62.0,207.0,341.0,2492.0,610.0,740.0
Deschutes-4101736,1009.0,57.0,156.0,1803.0,276.0,306.0,123.0,119.0,581.0,3025.0,823.0,582.0
Deschutes-4101737,421.0,20.0,52.0,472.0,115.0,146.0,41.0,40.0,162.0,965.0,243.0,261.0
Deschutes-4101738,865.0,40.0,115.0,1086.0,243.0,249.0,63.0,62.0,349.0,2106.0,474.0,492.0
Deschutes-4101739,828.0,52.0,126.0,1773.0,259.0,260.0,113.0,60.0,599.0,2779.0,772.0,519.0
Deschutes-410174,1719.0,87.0,154.0,760.0,354.0,669.0,54.0,72.0,219.0,2720.0,345.0,1023.0
Deschutes-4101740,253.0,13.0,26.0,616.0,78.0,86.0,31.0,17.0,172.0,908.0,220.0,164.0
Deschutes-4101741,818.0,25.0,102.0,1179.0,242.0,269.0,89.0,82.0,377.0,2124.0,548.0,511.0
Deschutes-4101742,1034.0,67.0,148.0,1498.0,223.0,369.0,90.0,48.0,501.0,2747.0,639.0,592.0
Deschutes-4101743,612.0,15.0,80.0,811.0,187.0,165.0,82.0,80.0,318.0,1518.0,480.0,352.0
Deschutes-4101744,1097.0,72.0,170.0,1151.0,301.0,354.0,87.0,106.0,344.0,2490.0,537.0,655.0
Deschutes-4101745,669.0,23.0,83.0,687.0,225.0,197.0,67.0,100.0,291.0,1462.0,458.0,422.0
Deschutes-4101746,829.0,44.0,94.0,687.0,208.0,290.0,47.0,52.0,202.0,1654.0,301.0,498.0
Deschutes-4101747,1340.0,24.0,138.0,821.0,406.0,239.0,52.0,221.0,294.0,2323.0,567.0,645.0
Deschutes-4101748,325.0,17.0,59.0,920.0,109.0,106.0,60.0,42.0,289.0,1321.0,391.0,215.0
Deschutes-4101749,377.0,9.0,19.0,285.0,104.0,82.0,24.0,53.0,108.0,690.0,185.0,186.0
Deschutes-410175,1823.0,87.0,200.0,1418.0,491.0,507.0,117.0,145.0,463.0,3528.0,725.0,998.0
Deschutes-4101750,273.0,10.0,60.0,750.0,101.0,97.0,46.0,26.0,265.0,1093.0,337.0,198.0
Deschutes-410176,1243.0,99.0,152.0,841.0,218.0,456.0,68.0,52.0,214.0,2335.0,334.0,674.0
Deschutes-410177,1054.0,58.0,78.0,350.0,293.0,348.0,18.0,69.0,100.0,1540.0,187.0,641.0
Deschutes-410178,140.0,2.0,13.0,111.0,34.0,10.0,3.0,17.0,32.0,266.0,52.0,44.0
Deschutes-410179,740.0,47.0,98.0,575.0,157.0,257.0,38.0,50.0,162.0,1460.0,250.0,414.0
Douglas-410191,239.0,17.0,31.0,0.0,0.0,93.0,33.0,20.0,174.0,287.0,227.0,93.0
Douglas-4101910,41.0,1.0,9.0,42.0,16.0,5.0,4.0,2.0,11.0,93.0,17.0,21.0
Douglas-4101911,98.0,10.0,8.0,319.0,26.0,48.0,20.0,11.0,90.0,435.0,121.0,74.0
Douglas-4101912,885.0,38.0,104.0,2383.0,279.0,328.0,227.0,139.0,1011.0,3410.0,1377.0,607.0
Douglas-4101913,645.0,36.0,110.0,1886.0,222.0,278.0,161.0,86.0,733.0,2677.0,980.0,500.0
Douglas-4101914,94.0,7.0,25.0,290.0,39.0,50.0,27.0,11.0,107.0,416.0,145.0,89.0
Douglas-4101915,136.0,9.0,20.0,274.0,41.0,60.0,18.0,10.0,95.0,439.0,123.0,101.0
Douglas-4101916,477.0,45.0,98.0,1548.0,145.0,271.0,98.0,53.0,501.0,2168.0,652.0,416.0
Douglas-4101917,1023.0,77.0,194.0,2592.0,349.0,345.0,143.0,103.0,976.0,3886.0,1222.0,694.0
Douglas-4101918,609.0,46.0,93.0,1074.0,180.0,231.0,84.0,56.0,340.0,1822.0,480.0,411.0
Douglas-4101919,782.0,63.0,157.0,2315.0,262.0,354.0,119.0,82.0,829.0,3317.0,1030.0,616.0
Douglas-410192,77.0,4.0,8.0,230.0,26.0,25.0,9.0,12.0,81.0,319.0,102.0,51.0
Douglas-4101920,526.0,19.0,126.0,1786.0,165.0,248.0,101.0,68.0,658.0,2457.0,827.0,413.0
Douglas-4101921,367.0,44.0,46.0,1399.0,127.0,188.0,72.0,25.0,476.0,1856.0,573.0,315.0
Douglas-4101922,952.0,79.0,151.0,1388.0,251.0,428.0,98.0,75.0,420.0,2570.0,593.0,679.0
Douglas-4101923,249.0,17.0,66.0,706.0,83.0,98.0,46.0,29.0,221.0,1038.0,296.0,181.0
Douglas-4101924,309.0,27.0,48.0,789.0,103.0,133.0,45.0,28.0,242.0,1173.0,315.0,236.0
Douglas-4101925,171.0,6.0,25.0,469.0,43.0,84.0,37.0,23.0,193.0,671.0,253.0,127.0
Douglas-4101926,332.0,33.0,52.0,986.0,123.0,129.0,48.0,26.0,349.0,1403.0,423.0,252.0
Douglas-4101927,58.0,11.0,14.0,208.0,19.0,25.0,7.0,3.0,69.0,291.0,79.0,44.0
Douglas-4101928,91.0,8.0,21.0,287.0,26.0,28.0,18.0,13.0,71.0,407.0,102.0,54.0
Douglas-410193,713.0,38.0,97.0,1121.0,263.0,273.0,79.0,68.0,388.0,1969.0,535.0,536.0
Douglas-410194,891.0,88.0,157.0,2364.0,272.0,419.0,190.0,108.0,831.0,3500.0,1129.0,691.0
Douglas-410195,921.0,68.0,162.0,2365.0,293.0,367.0,162.0,90.0,872.0,3516.0,1124.0,660.0
Douglas-410196,937.0,73.0,163.0,2331.0,348.0,355.0,159.0,127.0,873.0,3504.0,1159.0,703.0
Douglas-410197,856.0,41.0,141.0,1430.0,270.0,304.0,131.0,112.0,569.0,2468.0,812.0,574.0
Douglas-410198,756.0,54.0,146.0,2143.0,236.0,293.0,139.0,67.0,686.0,3099.0,892.0,529.0
Douglas-410199,861.0,62.0,141.0,1305.0,248.0,333.0,103.0,95.0,523.0,2369.0,721.0,581.0
Gilliam-410211,86.0,5.0,24.0,0.0,0.0,36.0,12.0,16.0,86.0,115.0,114.0,36.0
Gilliam-410216,61.0,0.0,16.0,178.0,27.0,27.0,17.0,8.0,64.0,255.0,89.0,54.0
Gilliam-410217,92.0,2.0,39.0,218.0,45.0,37.0,14.0,22.0,77.0,351.0,113.0,82.0
Grant-4102303,513.0,30.0,128.0,2082.0,159.0,264.0,0.0,0.0,0.0,2753.0,0.0,423.0
Grant-4102304,107.0,9.0,36.0,544.0,24.0,59.0,0.0,0.0,0.0,696.0,0.0,83.0
Grant-4102308,51.0,1.0,19.0,188.0,0.0,27.0,0.0,0.0,0.0,259.0,0.0,27.0
Grant-4102316,34.0,3.0,15.0,186.0,6.0,15.0,0.0,0.0,0.0,238.0,0.0,21.0
Grant-4102317,34.0,5.0,11.0,210.0,13.0,21.0,0.0,0.0,0.0,260.0,0.0,34.0
Harney-4102521,296.0,26.0,97.0,0.0,114.0,0.0,61.0,46.0,367.0,419.0,474.0,114.0
Harney-4102525,174.0,5.0,57.0,546.0,61.0,97.0,41.0,47.0,217.0,782.0,305.0,158.0
Harney-4102526,213.0,11.0,68.0,1489.0,61.0,131.0,122.0,94.0,751.0,1781.0,967.0,192.0
Hood River-410271,939.0,39.0,65.0,280.0,0.0,407.0,36.0,51.0,88.0,1323.0,175.0,407.0
Hood River-4102710,343.0,11.0,29.0,239.0,99.0,148.0,13.0,18.0,109.0,622.0,140.0,247.0
Hood River-4102711,428.0,24.0,38.0,308.0,97.0,180.0,35.0,35.0,103.0,798.0,173.0,277.0
Hood River-4102712,229.0,17.0,41.0,243.0,70.0,108.0,17.0,15.0,84.0,530.0,116.0,178.0
Hood River-4102713,418.0,29.0,28.0,262.0,100.0,145.0,21.0,17.0,105.0,737.0,143.0,245.0
Hood River-410272,1107.0,45.0,66.0,400.0,283.0,413.0,48.0,62.0,119.0,1618.0,229.0,696.0
Hood River-410273,515.0,17.0,35.0,126.0,110.0,208.0,14.0,30.0,37.0,693.0,81.0,318.0
Hood River-410274,969.0,44.0,69.0,395.0,258.0,385.0,45.0,88.0,145.0,1477.0,278.0,643.0
Hood River-410275,419.0,22.0,35.0,339.0,117.0,169.0,31.0,43.0,136.0,815.0,210.0,286.0
Hood River-410276,478.0,22.0,44.0,246.0,134.0,172.0,24.0,48.0,78.0,790.0,150.0,306.0
Hood River-410277,322.0,18.0,21.0,193.0,88.0,122.0,15.0,14.0,82.0,554.0,111.0,210.0
Hood River-410278,264.0,8.0,28.0,165.0,75.0,95.0,23.0,46.0,59.0,465.0,128.0,170.0
Hood River-410279,79.0,4.0,12.0,76.0,18.0,35.0,5.0,11.0,29.0,171.0,45.0,53.0
Jackson-4102910,257.0,16.0,20.0,48.0,5.0,116.0,1.0,2.0,3.0,341.0,6.0,121.0
Jackson-41029102,610.0,41.0,94.0,1362.0,201.0,214.0,62.0,57.0,531.0,2107.0,650.0,415.0
Jackson-41029105,189.0,17.0,26.0,388.0,58.0,67.0,14.0,9.0,117.0,620.0,140.0,125.0
Jackson-41029106,437.0,29.0,79.0,1457.0,110.0,171.0,88.0,53.0,567.0,2002.0,708.0,281.0
Jackson-41029109,413.0,46.0,55.0,986.0,148.0,183.0,57.0,29.0,377.0,1500.0,463.0,331.0
Jackson-41029111,740.0,57.0,83.0,1846.0,229.0,287.0,96.0,72.0,699.0,2726.0,867.0,516.0
Jackson-41029112,333.0,25.0,39.0,693.0,114.0,106.0,42.0,29.0,241.0,1090.0,312.0,220.0
Jackson-41029115,327.0,30.0,16.0,414.0,93.0,154.0,25.0,27.0,157.0,787.0,209.0,247.0
Jackson-4102913,2470.0,189.0,85.0,481.0,692.0,1128.0,49.0,72.0,173.0,3225.0,294.0,1820.0
Jackson-4102918,1731.0,166.0,111.0,747.0,486.0,849.0,60.0,68.0,292.0,2755.0,420.0,1335.0
Jackson-410292,2627.0,158.0,70.0,324.0,0.0,1135.0,29.0,66.0,102.0,3179.0,197.0,1135.0
Jackson-4102921,107.0,16.0,8.0,59.0,22.0,65.0,1.0,7.0,22.0,190.0,30.0,87.0
Jackson-4102922,142.0,13.0,30.0,432.0,34.0,60.0,33.0,15.0,150.0,617.0,198.0,94.0
Jackson-4102923,143.0,17.0,15.0,322.0,48.0,56.0,9.0,10.0,124.0,497.0,143.0,104.0
Jackson-4102924,430.0,37.0,48.0,1352.0,118.0,178.0,88.0,48.0,492.0,1867.0,628.0,296.0
Jackson-4102926,419.0,22.0,58.0,1040.0,151.0,133.0,53.0,35.0,346.0,1539.0,434.0,284.0
Jackson-4102927,476.0,40.0,109.0,1687.0,131.0,139.0,106.0,51.0,535.0,2312.0,692.0,270.0
Jackson-4102929,522.0,20.0,59.0,1300.0,218.0,136.0,77.0,90.0,536.0,1901.0,703.0,354.0
Jackson-4102930,51.0,4.0,3.0,121.0,18.0,18.0,8.0,1.0,34.0,179.0,43.0,36.0
Jackson-4102931,217.0,14.0,29.0,706.0,57.0,84.0,35.0,16.0,260.0,966.0,311.0,141.0
Jackson-4102934,325.0,30.0,48.0,1122.0,100.0,110.0,64.0,45.0,474.0,1525.0,583.0,210.0
Jackson-4102935,11.0,0.0,1.0,28.0,3.0,5.0,1.0,1.0,4.0,40.0,6.0,8.0
Jackson-4102936,792.0,53.0,147.0,1589.0,156.0,252.0,68.0,33.0,457.0,2581.0,558.0,408.0
Jackson-4102938,274.0,13.0,52.0,614.0,83.0,79.0,25.0,36.0,264.0,953.0,325.0,162.0
Jackson-410294,2698.0,184.0,85.0,364.0,812.0,1303.0,38.0,63.0,120.0,3331.0,221.0,2115.0
Jackson-4102940,1071.0,68.0,147.0,1786.0,335.0,326.0,132.0,110.0,604.0,3072.0,846.0,661.0
Jackson-4102942,1002.0,49.0,147.0,1488.0,330.0,271.0,114.0,151.0,556.0,2686.0,821.0,601.0
Jackson-4102944,1180.0,77.0,167.0,1591.0,339.0,378.0,108.0,92.0,573.0,3015.0,773.0,717.0
Jackson-4102946,1024.0,39.0,116.0,1570.0,331.0,232.0,96.0,147.0,676.0,2749.0,919.0,563.0
Jackson-4102947,730.0,23.0,75.0,1037.0,238.0,192.0,59.0,134.0,463.0,1865.0,656.0,430.0
Jackson-4102948,1492.0,80.0,117.0,1272.0,437.0,481.0,101.0,138.0,493.0,2961.0,732.0,918.0
Jackson-4102950,1066.0,45.0,87.0,1192.0,377.0,287.0,97.0,106.0,560.0,2390.0,763.0,664.0
Jackson-4102952,436.0,7.0,24.0,307.0,215.0,50.0,39.0,125.0,151.0,774.0,315.0,265.0
Jackson-4102954,1240.0,72.0,174.0,1875.0,297.0,455.0,105.0,102.0,602.0,3361.0,809.0,752.0
Jackson-4102956,1011.0,89.0,140.0,1412.0,242.0,443.0,91.0,70.0,441.0,2652.0,602.0,685.0
Jackson-4102958,1091.0,121.0,164.0,1050.0,250.0,452.0,56.0,50.0,286.0,2426.0,392.0,702.0
Jackson-4102960,1146.0,89.0,154.0,1530.0,292.0,431.0,74.0,46.0,473.0,2919.0,593.0,723.0
Jackson-4102962,822.0,40.0,112.0,1226.0,210.0,262.0,74.0,39.0,363.0,2200.0,476.0,472.0
Jackson-4102964,734.0,67.0,120.0,1127.0,216.0,250.0,78.0,58.0,351.0,2048.0,487.0,466.0
Jackson-410297,2273.0,180.0,71.0,313.0,585.0,1251.0,15.0,59.0,116.0,2837.0,190.0,1836.0
Jackson-4102970,526.0,32.0,65.0,946.0,175.0,181.0,63.0,44.0,364.0,1569.0,471.0,356.0
Jackson-4102973,483.0,22.0,37.0,859.0,158.0,142.0,54.0,53.0,360.0,1401.0,467.0,300.0
Jackson-4102974,422.0,26.0,41.0,716.0,132.0,123.0,43.0,67.0,295.0,1205.0,405.0,255.0
Jackson-4102975,993.0,35.0,70.0,934.0,354.0,279.0,68.0,100.0,381.0,2032.0,549.0,633.0
Jackson-4102977,924.0,68.0,87.0,1255.0,260.0,398.0,89.0,75.0,445.0,2334.0,609.0,658.0
Jackson-4102980,646.0,52.0,33.0,346.0,186.0,318.0,14.0,32.0,128.0,1077.0,174.0,504.0
Jackson-4102982,2007.0,147.0,123.0,865.0,474.0,982.0,63.0,55.0,278.0,3142.0,396.0,1456.0
Jackson-4102984,1150.0,71.0,86.0,1024.0,345.0,464.0,81.0,60.0,363.0,2331.0,504.0,809.0
Jackson-4102987,1187.0,65.0,113.0,1336.0,335.0,436.0,95.0,75.0,527.0,2701.0,697.0,771.0
Jackson-4102990,611.0,50.0,121.0,1462.0,205.0,200.0,83.0,72.0,511.0,2244.0,666.0,405.0
Jackson-4102992,853.0,36.0,136.0,1719.0,254.0,254.0,118.0,112.0,619.0,2744.0,849.0,508.0
Jackson-4102994,630.0,50.0,113.0,1384.0,173.0,261.0,70.0,52.0,458.0,2177.0,580.0,434.0
Jackson-4102996,307.0,23.0,48.0,903.0,89.0,97.0,50.0,41.0,331.0,1281.0,422.0,186.0
Jackson-4102999,649.0,36.0,115.0,1863.0,203.0,251.0,122.0,80.0,672.0,2663.0,874.0,454.0
Jefferson-410311,188.0,13.0,35.0,724.0,0.0,54.0,48.0,21.0,270.0,960.0,339.0,54.0
Jefferson-4103111,101.0,5.0,19.0,171.0,28.0,33.0,14.0,9.0,45.0,296.0,68.0,61.0
Jefferson-4103113,427.0,37.0,79.0,664.0,116.0,114.0,53.0,62.0,179.0,1207.0,294.0,230.0
Jefferson-4103114,360.0,21.0,28.0,66.0,44.0,79.0,3.0,4.0,11.0,475.0,18.0,123.0
Jefferson-4103116,126.0,9.0,14.0,57.0,26.0,36.0,8.0,12.0,27.0,206.0,47.0,62.0
Jefferson-4103117,156.0,9.0,24.0,303.0,32.0,42.0,20.0,9.0,95.0,492.0,124.0,74.0
Jefferson-4103118,71.0,5.0,23.0,238.0,21.0,29.0,22.0,15.0,74.0,337.0,111.0,50.0
Jefferson-4103119,293.0,30.0,57.0,386.0,63.0,89.0,29.0,20.0,108.0,766.0,157.0,152.0
Jefferson-410312,726.0,23.0,105.0,1662.0,239.0,241.0,89.0,99.0,587.0,2516.0,775.0,480.0
Jefferson-4103120,48.0,5.0,11.0,84.0,14.0,14.0,1.0,2.0,28.0,148.0,31.0,28.0
Jefferson-4103121,250.0,11.0,45.0,435.0,90.0,83.0,40.0,41.0,151.0,741.0,232.0,173.0
Jefferson-4103122,119.0,7.0,23.0,414.0,39.0,45.0,38.0,27.0,141.0,563.0,206.0,84.0
Jefferson-410315,6.0,1.0,3.0,32.0,2.0,7.0,1.0,2.0,8.0,42.0,11.0,9.0
Jefferson-410316,83.0,5.0,23.0,178.0,28.0,26.0,7.0,18.0,67.0,289.0,92.0,54.0
Jefferson-410318,26.0,1.0,4.0,69.0,7.0,11.0,4.0,4.0,26.0,100.0,34.0,18.0
Josephine-410331,1170.0,69.0,131.0,1629.0,0.0,403.0,143.0,107.0,627.0,2999.0,877.0,403.0
