precinct_code,gen_dem_CLINTON,gen_grn_STEIN,gen_lib_JOHNSON,gen_rep_TRUMP,pri_dem_CLINTON,pri_dem_SANDERS,pri_rep_CRUZ,pri_rep_KASICH,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
Linn-4104320,134.0,12.0,19.0,329.0,42.0,52.0,27.0,19.0,96.0,494.0,142.0,94.0
Linn-4104321,62.0,3.0,16.0,197.0,16.0,28.0,26.0,6.0,51.0,278.0,83.0,44.0
Linn-4104322,18.0,3.0,16.0,56.0,4.0,4.0,5.0,2.0,20.0,93.0,27.0,8.0
Linn-4104323,158.0,8.0,23.0,464.0,54.0,56.0,49.0,29.0,131.0,653.0,209.0,110.0
Linn-4104325,194.0,15.0,34.0,466.0,60.0,78.0,38.0,18.0,111.0,709.0,167.0,138.0
Linn-4104326,35.0,3.0,15.0,149.0,13.0,19.0,21.0,5.0,33.0,202.0,59.0,32.0
Linn-4104327,129.0,8.0,19.0,350.0,51.0,49.0,27.0,27.0,100.0,506.0,154.0,100.0
Linn-4104328,25.0,3.0,4.0,138.0,11.0,10.0,19.0,10.0,50.0,170.0,79.0,21.0
Linn-4104329,423.0,24.0,85.0,997.0,93.0,159.0,73.0,37.0,269.0,1529.0,379.0,252.0
Linn-410433,281.0,13.0,29.0,156.0,73.0,115.0,13.0,21.0,49.0,479.0,83.0,188.0
Linn-4104330,30.0,2.0,4.0,133.0,12.0,8.0,7.0,4.0,46.0,169.0,57.0,20.0
Linn-4104331,106.0,12.0,17.0,360.0,28.0,41.0,28.0,12.0,102.0,495.0,142.0,69.0
Linn-4104332,113.0,8.0,33.0,370.0,33.0,55.0,53.0,23.0,111.0,524.0,187.0,88.0
Linn-4104333,7.0,1.0,2.0,24.0,1.0,4.0,1.0,1.0,6.0,34.0,8.0,5.0
Linn-4104334,82.0,7.0,9.0,195.0,22.0,19.0,13.0,13.0,63.0,293.0,89.0,41.0
Linn-4104335,304.0,26.0,61.0,805.0,98.0,152.0,49.0,33.0,188.0,1196.0,270.0,250.0
Linn-4104336,289.0,29.0,50.0,563.0,95.0,105.0,48.0,23.0,122.0,931.0,193.0,200.0
Linn-4104337,275.0,21.0,60.0,435.0,75.0,106.0,31.0,20.0,116.0,791.0,167.0,181.0
Linn-4104338,277.0,28.0,56.0,479.0,70.0,115.0,29.0,18.0,89.0,840.0,136.0,185.0
Linn-4104339,212.0,22.0,36.0,294.0,70.0,90.0,30.0,14.0,71.0,564.0,115.0,160.0
Linn-4104341,176.0,11.0,43.0,280.0,42.0,64.0,21.0,15.0,61.0,510.0,97.0,106.0
Linn-4104342,103.0,10.0,32.0,427.0,34.0,51.0,39.0,18.0,101.0,572.0,158.0,85.0
Linn-4104343,179.0,15.0,41.0,424.0,51.0,65.0,12.0,20.0,110.0,659.0,142.0,116.0
Linn-4104344,383.0,25.0,32.0,366.0,103.0,150.0,38.0,29.0,115.0,806.0,182.0,253.0
Linn-4104345,159.0,10.0,31.0,491.0,45.0,69.0,53.0,22.0,128.0,691.0,203.0,114.0
Linn-4104346,223.0,20.0,37.0,635.0,77.0,94.0,53.0,22.0,170.0,915.0,245.0,171.0
Linn-4104347,90.0,5.0,10.0,148.0,36.0,27.0,7.0,14.0,37.0,253.0,58.0,63.0
Linn-4104348,389.0,30.0,27.0,409.0,152.0,121.0,58.0,31.0,158.0,855.0,247.0,273.0
Linn-4104349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Linn-410435,303.0,25.0,43.0,267.0,62.0,127.0,21.0,20.0,57.0,638.0,98.0,189.0
Linn-4104350,103.0,2.0,26.0,295.0,23.0,54.0,16.0,20.0,88.0,426.0,124.0,77.0
Linn-4104351,25.0,3.0,11.0,149.0,8.0,9.0,22.0,7.0,48.0,188.0,77.0,17.0
Linn-4104352,89.0,8.0,35.0,241.0,21.0,35.0,16.0,6.0,49.0,373.0,71.0,56.0
Linn-4104353,145.0,10.0,22.0,494.0,47.0,74.0,31.0,17.0,178.0,671.0,226.0,121.0
Linn-4104354,79.0,7.0,19.0,228.0,14.0,45.0,20.0,18.0,92.0,333.0,130.0,59.0
Linn-4104355,123.0,11.0,26.0,368.0,32.0,52.0,34.0,12.0,118.0,528.0,164.0,84.0
Linn-4104356,201.0,5.0,47.0,453.0,63.0,68.0,49.0,16.0,146.0,706.0,211.0,131.0
Linn-4104357,12.0,2.0,2.0,31.0,2.0,5.0,10.0,2.0,12.0,47.0,24.0,7.0
Linn-4104358,8.0,0.0,2.0,31.0,2.0,2.0,2.0,1.0,16.0,41.0,19.0,4.0
Linn-4104359,109.0,13.0,40.0,270.0,35.0,38.0,19.0,14.0,65.0,432.0,98.0,73.0
Linn-4104360,173.0,18.0,55.0,330.0,50.0,66.0,19.0,19.0,85.0,576.0,123.0,116.0
Linn-4104361,85.0,6.0,16.0,192.0,23.0,39.0,18.0,11.0,43.0,299.0,72.0,62.0
Linn-4104362,198.0,29.0,37.0,502.0,57.0,92.0,22.0,11.0,130.0,766.0,163.0,149.0
Linn-4104363,283.0,9.0,52.0,750.0,79.0,124.0,71.0,49.0,208.0,1094.0,328.0,203.0
Linn-4104365,8.0,0.0,5.0,21.0,2.0,2.0,4.0,4.0,10.0,34.0,18.0,4.0
Linn-4104366,51.0,5.0,10.0,147.0,20.0,23.0,10.0,6.0,38.0,213.0,54.0,43.0
Linn-4104367,101.0,15.0,33.0,293.0,30.0,53.0,25.0,19.0,80.0,442.0,124.0,83.0
Linn-4104368,26.0,9.0,14.0,115.0,5.0,14.0,10.0,4.0,19.0,164.0,33.0,19.0
Linn-4104370,147.0,10.0,21.0,365.0,44.0,63.0,26.0,32.0,116.0,543.0,174.0,107.0
Linn-4104371,17.0,4.0,8.0,87.0,5.0,8.0,5.0,4.0,24.0,116.0,33.0,13.0
Linn-4104373,290.0,20.0,45.0,506.0,79.0,125.0,55.0,28.0,176.0,861.0,259.0,204.0
Linn-4104374,176.0,18.0,35.0,521.0,59.0,72.0,35.0,15.0,122.0,750.0,172.0,131.0
Linn-4104375,203.0,14.0,38.0,578.0,90.0,95.0,90.0,40.0,207.0,833.0,337.0,185.0
Linn-4104376,313.0,16.0,57.0,658.0,95.0,86.0,36.0,35.0,201.0,1044.0,272.0,181.0
Linn-4104377,103.0,3.0,20.0,297.0,36.0,52.0,12.0,11.0,77.0,423.0,100.0,88.0
Linn-4104378,176.0,14.0,26.0,387.0,68.0,65.0,32.0,14.0,125.0,603.0,171.0,133.0
Linn-4104379,398.0,32.0,73.0,626.0,93.0,142.0,53.0,41.0,147.0,1129.0,241.0,235.0
Linn-410438,330.0,39.0,70.0,388.0,77.0,125.0,46.0,15.0,92.0,827.0,153.0,202.0
Linn-4104380,253.0,21.0,34.0,605.0,65.0,86.0,47.0,15.0,174.0,913.0,236.0,151.0
Linn-4104382,99.0,5.0,21.0,241.0,34.0,30.0,20.0,13.0,57.0,366.0,90.0,64.0
Linn-4104383,5.0,0.0,2.0,15.0,3.0,1.0,0.0,1.0,9.0,22.0,10.0,4.0
Linn-4104384,311.0,32.0,41.0,344.0,79.0,141.0,25.0,8.0,64.0,728.0,97.0,220.0
Linn-4104386,255.0,16.0,54.0,792.0,69.0,115.0,70.0,16.0,264.0,1117.0,350.0,184.0
Linn-4104387,97.0,8.0,23.0,275.0,37.0,51.0,35.0,16.0,83.0,403.0,134.0,88.0
Linn-4104388,214.0,18.0,58.0,431.0,55.0,93.0,49.0,21.0,94.0,721.0,164.0,148.0
Linn-4104389,227.0,8.0,38.0,338.0,77.0,71.0,29.0,27.0,113.0,611.0,169.0,148.0
Linn-4104391,352.0,36.0,86.0,481.0,53.0,149.0,32.0,18.0,141.0,955.0,191.0,202.0
Linn-4104392,584.0,45.0,113.0,719.0,152.0,236.0,59.0,48.0,212.0,1461.0,319.0,388.0
Linn-4104393,600.0,37.0,120.0,893.0,148.0,220.0,72.0,39.0,246.0,1650.0,357.0,368.0
Linn-4104394,279.0,21.0,59.0,356.0,60.0,135.0,16.0,20.0,98.0,715.0,134.0,195.0
Linn-4104395,313.0,26.0,54.0,572.0,78.0,135.0,48.0,34.0,171.0,965.0,253.0,213.0
Linn-4104396,364.0,16.0,41.0,341.0,120.0,111.0,28.0,55.0,129.0,762.0,212.0,231.0
Linn-4104397,227.0,16.0,55.0,509.0,57.0,70.0,37.0,25.0,153.0,807.0,215.0,127.0
Linn-4104399,67.0,2.0,20.0,251.0,24.0,33.0,27.0,8.0,57.0,340.0,92.0,57.0
Linn-41043Total,17995.0,1339.0,3431.0,33488.0,0.0,0.0,0.0,0.0,0.0,56253.0,0.0,0.0
Malheur-410451 - Ontario 1,263.0,24.0,41.0,0.0,0.0,68.0,45.0,48.0,207.0,328.0,300.0,68.0
Malheur-4104510 - City of Adrian,22.0,1.0,7.0,46.0,8.0,6.0,0.0,1.0,15.0,76.0,16.0,14.0
Malheur-4104511 - Rural Adrian,50.0,7.0,19.0,438.0,6.0,25.0,50.0,19.0,145.0,514.0,214.0,31.0
Malheur-4104512 - City of Vale,160.0,15.0,35.0,468.0,39.0,51.0,42.0,11.0,159.0,678.0,212.0,90.0
Malheur-4104513 - South Rural Vale,56.0,1.0,21.0,445.0,17.0,22.0,49.0,24.0,151.0,523.0,224.0,39.0
Malheur-4104514 - North Rural Vale,86.0,9.0,28.0,566.0,22.0,38.0,42.0,16.0,230.0,689.0,288.0,60.0
Malheur-4104515 - Willoworeek,18.0,1.0,5.0,202.0,7.0,5.0,15.0,5.0,98.0,226.0,118.0,12.0
Malheur-4104516 - Brogan,15.0,0.0,5.0,54.0,4.0,5.0,3.0,3.0,12.0,74.0,18.0,9.0
Malheur-4104517 - lronside,0.0,0.0,0.0,33.0,0.0,0.0,0.0,2.0,17.0,33.0,19.0,0.0
Malheur-4104518 - Harper,11.0,0.0,0.0,138.0,5.0,3.0,9.0,2.0,62.0,149.0,73.0,8.0
Malheur-4104519 - Juntura,0.0,0.0,2.0,72.0,0.0,1.0,4.0,1.0,37.0,74.0,42.0,1.0
Malheur-410452 - Ontario 2,337.0,41.0,65.0,430.0,68.0,78.0,38.0,17.0,105.0,873.0,160.0,146.0
Malheur-4104520 - City of Jordan Valley,5.0,0.0,0.0,81.0,1.0,5.0,10.0,2.0,45.0,86.0,57.0,6.0
Malheur-4104521 - Rural Jordan Valley,4.0,0.0,2.0,129.0,1.0,2.0,11.0,6.0,47.0,135.0,64.0,3.0
Malheur-4104522 - Arock,2.0,0.0,0.0,87.0,0.0,2.0,7.0,0.0,42.0,89.0,49.0,2.0
Malheur-4104523 - McDermitt,1.0,0.0,0.0,29.0,0.0,0.0,1.0,0.0,12.0,30.0,13.0,0.0
Malheur-4104524 - Annex/Huntington,31.0,3.0,8.0,123.0,7.0,9.0,8.0,1.0,34.0,165.0,43.0,16.0
Malheur-410453 - Ontario 3,250.0,13.0,28.0,431.0,61.0,60.0,24.0,19.0,146.0,722.0,189.0,121.0
Malheur-410454 - Ontario 4,241.0,21.0,39.0,511.0,56.0,56.0,37.0,35.0,179.0,812.0,251.0,112.0
Malheur-410455 - Applegate,48.0,3.0,13.0,282.0,13.0,22.0,23.0,10.0,72.0,346.0,105.0,35.0
Malheur-410456 - Fair/Ontario Heights,158.0,5.0,29.0,572.0,35.0,39.0,41.0,10.0,179.0,764.0,230.0,74.0
Malheur-410457 - Butte/Cairo,120.0,13.0,24.0,449.0,29.0,49.0,30.0,26.0,176.0,606.0,232.0,78.0
Malheur-410458 - City of Nyssa,280.0,11.0,33.0,431.0,70.0,48.0,46.0,14.0,151.0,755.0,211.0,118.0
Malheur-410459 - Rural Nyssa,88.0,9.0,23.0,625.0,38.0,25.0,43.0,19.0,242.0,745.0,304.0,63.0
Marion-41047310,1146.0,68.0,84.0,0.0,0.0,439.0,56.0,36.0,141.0,1298.0,233.0,439.0
Marion-41047311,1453.0,109.0,148.0,821.0,339.0,576.0,81.0,59.0,236.0,2531.0,376.0,915.0
Marion-41047312,1108.0,66.0,125.0,470.0,269.0,557.0,64.0,62.0,109.0,1769.0,235.0,826.0
Marion-41047320,561.0,16.0,57.0,291.0,127.0,172.0,37.0,32.0,74.0,925.0,143.0,299.0
Marion-41047321,608.0,34.0,68.0,318.0,128.0,233.0,35.0,17.0,63.0,1028.0,115.0,361.0
Marion-41047322,55.0,1.0,4.0,24.0,24.0,16.0,1.0,3.0,14.0,84.0,18.0,40.0
Marion-41047323,1373.0,64.0,106.0,561.0,416.0,540.0,74.0,66.0,159.0,2104.0,299.0,956.0
Marion-41047324,45.0,3.0,3.0,27.0,8.0,13.0,4.0,1.0,6.0,78.0,11.0,21.0
Marion-41047325,847.0,57.0,103.0,678.0,199.0,325.0,59.0,40.0,194.0,1685.0,293.0,524.0
Marion-41047326,30.0,1.0,2.0,20.0,6.0,12.0,2.0,0.0,2.0,53.0,4.0,18.0
Marion-41047330,997.0,48.0,93.0,818.0,273.0,365.0,95.0,85.0,275.0,1956.0,455.0,638.0
Marion-41047331,364.0,19.0,33.0,346.0,110.0,125.0,41.0,30.0,99.0,762.0,170.0,235.0
Marion-41047332,372.0,10.0,49.0,254.0,55.0,91.0,10.0,8.0,66.0,685.0,84.0,146.0
Marion-41047333,405.0,21.0,59.0,463.0,126.0,108.0,47.0,19.0,146.0,948.0,212.0,234.0
Marion-41047334,72.0,1.0,13.0,67.0,18.0,17.0,12.0,5.0,27.0,153.0,44.0,35.0
Marion-41047335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marion-41047336,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0
Marion-41047337,1702.0,69.0,165.0,1398.0,509.0,576.0,178.0,169.0,406.0,3334.0,753.0,1085.0
Marion-41047340,953.0,41.0,120.0,994.0,226.0,253.0,90.0,94.0,303.0,2108.0,487.0,479.0
Marion-41047341,951.0,43.0,102.0,1001.0,273.0,295.0,111.0,107.0,348.0,2097.0,566.0,568.0
Marion-41047342,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,0.0
Marion-41047343,1355.0,46.0,160.0,1386.0,368.0,389.0,146.0,110.0,453.0,2947.0,709.0,757.0
Marion-41047344,1675.0,62.0,204.0,1528.0,512.0,536.0,171.0,163.0,476.0,3469.0,810.0,1048.0
Marion-41047350,1023.0,79.0,101.0,701.0,192.0,327.0,49.0,32.0,150.0,1904.0,231.0,519.0
Marion-41047351,213.0,9.0,23.0,198.0,31.0,55.0,20.0,12.0,34.0,443.0,66.0,86.0
Marion-41047352,164.0,4.0,20.0,181.0,34.0,59.0,14.0,9.0,40.0,369.0,63.0,93.0
Marion-41047353,539.0,35.0,62.0,572.0,156.0,146.0,56.0,39.0,159.0,1208.0,254.0,302.0
Marion-41047354,55.0,1.0,3.0,56.0,14.0,16.0,6.0,2.0,19.0,115.0,27.0,30.0
Marion-41047355,20.0,1.0,2.0,22.0,5.0,10.0,2.0,0.0,9.0,45.0,11.0,15.0
Marion-41047356,20.0,1.0,0.0,30.0,4.0,4.0,2.0,0.0,5.0,51.0,7.0,8.0
Marion-41047357,734.0,47.0,65.0,594.0,138.0,242.0,47.0,33.0,153.0,1440.0,233.0,380.0
Marion-41047361,307.0,12.0,27.0,142.0,37.0,98.0,9.0,10.0,26.0,488.0,45.0,135.0
Marion-41047362,428.0,33.0,40.0,251.0,105.0,185.0,24.0,19.0,76.0,752.0,119.0,290.0
Marion-41047363,1268.0,81.0,151.0,1178.0,277.0,372.0,123.0,58.0,314.0,2678.0,495.0,649.0
Marion-41047364,710.0,35.0,62.0,683.0,163.0,226.0,91.0,37.0,214.0,1490.0,342.0,389.0
Marion-41047365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marion-41047370,1153.0,43.0,96.0,443.0,424.0,357.0,60.0,74.0,136.0,1735.0,270.0,781.0
Marion-41047371,1684.0,59.0,164.0,1121.0,529.0,495.0,100.0,179.0,400.0,3028.0,679.0,1024.0
Marion-41047372,504.0,15.0,52.0,314.0,144.0,209.0,41.0,35.0,89.0,885.0,165.0,353.0
Marion-41047373,1108.0,37.0,118.0,963.0,366.0,372.0,131.0,128.0,322.0,2226.0,581.0,738.0
Marion-41047374,570.0,22.0,87.0,550.0,148.0,218.0,72.0,42.0,136.0,1229.0,250.0,366.0
Marion-41047375,938.0,70.0,120.0,877.0,228.0,365.0,99.0,64.0,212.0,2005.0,375.0,593.0
Marion-41047376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marion-41047400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marion-41047401,1135.0,37.0,145.0,1456.0,298.0,291.0,183.0,129.0,453.0,2773.0,765.0,589.0
Marion-41047402,829.0,30.0,100.0,1022.0,291.0,233.0,112.0,118.0,426.0,1981.0,656.0,524.0
Marion-41047403,1103.0,46.0,157.0,1384.0,277.0,347.0,164.0,142.0,443.0,2690.0,749.0,624.0
Marion-41047404,866.0,58.0,124.0,1082.0,245.0,289.0,123.0,58.0,293.0,2130.0,474.0,534.0
Marion-41047405,614.0,28.0,97.0,840.0,157.0,179.0,74.0,59.0,264.0,1579.0,397.0,336.0
Marion-41047406,1143.0,45.0,183.0,1456.0,325.0,378.0,159.0,95.0,395.0,2827.0,649.0,703.0
Marion-41047407,1144.0,72.0,159.0,1248.0,222.0,417.0,120.0,57.0,337.0,2623.0,514.0,639.0
Marion-41047408,56.0,9.0,7.0,41.0,13.0,18.0,1.0,0.0,4.0,113.0,5.0,31.0
Marion-41047505,73.0,2.0,14.0,124.0,28.0,16.0,3.0,13.0,42.0,213.0,58.0,44.0
Marion-41047515,154.0,9.0,25.0,250.0,39.0,49.0,15.0,13.0,75.0,438.0,103.0,88.0
Marion-41047525,257.0,14.0,33.0,330.0,54.0,114.0,43.0,16.0,104.0,634.0,163.0,168.0
Marion-41047535,438.0,22.0,62.0,546.0,101.0,131.0,47.0,24.0,135.0,1068.0,206.0,232.0
Marion-41047545,305.0,15.0,34.0,226.0,53.0,65.0,24.0,5.0,45.0,580.0,74.0,118.0
Marion-41047555,524.0,24.0,74.0,694.0,151.0,162.0,85.0,44.0,187.0,1316.0,316.0,313.0
Marion-41047577,129.0,1.0,32.0,272.0,29.0,35.0,36.0,21.0,82.0,434.0,139.0,64.0
Marion-41047578,5.0,0.0,3.0,23.0,0.0,4.0,4.0,2.0,7.0,31.0,13.0,4.0
Marion-41047579,46.0,5.0,6.0,98.0,21.0,13.0,15.0,4.0,32.0,155.0,51.0,34.0
Marion-41047580,299.0,17.0,64.0,598.0,82.0,96.0,65.0,60.0,194.0,978.0,319.0,178.0
Marion-41047581,809.0,47.0,117.0,1559.0,229.0,254.0,106.0,96.0,498.0,2532.0,700.0,483.0
Marion-41047582,154.0,7.0,24.0,362.0,46.0,36.0,42.0,18.0,117.0,547.0,177.0,82.0
Marion-41047583,233.0,7.0,37.0,550.0,67.0,81.0,64.0,39.0,169.0,827.0,272.0,148.0
Marion-41047584,4.0,0.0,0.0,15.0,0.0,0.0,4.0,2.0,3.0,19.0,9.0,0.0
Marion-41047586,134.0,14.0,23.0,284.0,39.0,49.0,41.0,19.0,109.0,455.0,169.0,88.0
Marion-41047587,20.0,5.0,4.0,74.0,7.0,14.0,14.0,6.0,20.0,103.0,40.0,21.0
Marion-41047588,56.0,0.0,6.0,47.0,6.0,11.0,1.0,2.0,11.0,109.0,14.0,17.0
Marion-41047589,6.0,0.0,1.0,27.0,3.0,1.0,6.0,2.0,7.0,34.0,15.0,4.0
Marion-41047590,152.0,6.0,34.0,419.0,30.0,54.0,68.0,34.0,123.0,611.0,225.0,84.0
Marion-41047615,37.0,5.0,15.0,114.0,9.0,22.0,12.0,7.0,25.0,171.0,44.0,31.0
Marion-41047625,879.0,40.0,125.0,775.0,225.0,316.0,111.0,68.0,205.0,1819.0,384.0,541.0
Marion-41047635,1320.0,82.0,164.0,1260.0,343.0,488.0,139.0,124.0,390.0,2826.0,653.0,831.0
Marion-41047645,444.0,11.0,81.0,874.0,146.0,143.0,85.0,71.0,249.0,1410.0,405.0,289.0
Marion-41047655,1008.0,68.0,201.0,1955.0,300.0,387.0,219.0,127.0,618.0,3232.0,964.0,687.0
Marion-41047674,220.0,10.0,40.0,642.0,64.0,90.0,43.0,21.0,240.0,912.0,304.0,154.0
Marion-41047676,253.0,7.0,52.0,564.0,72.0,92.0,83.0,36.0,205.0,876.0,324.0,164.0
Marion-41047677,107.0,2.0,16.0,160.0,27.0,26.0,33.0,9.0,51.0,285.0,93.0,53.0
Marion-41047678,757.0,39.0,86.0,798.0,189.0,247.0,64.0,46.0,224.0,1680.0,334.0,436.0
Marion-41047679,239.0,8.0,46.0,640.0,63.0,95.0,77.0,71.0,207.0,933.0,355.0,158.0
Marion-41047680,63.0,5.0,20.0,236.0,23.0,23.0,50.0,20.0,71.0,324.0,141.0,46.0
Marion-41047681,335.0,11.0,43.0,598.0,100.0,148.0,64.0,46.0,195.0,987.0,305.0,248.0
Marion-41047682,762.0,34.0,116.0,1411.0,245.0,261.0,174.0,124.0,449.0,2323.0,747.0,506.0
Marion-41047683,63.0,3.0,9.0,187.0,16.0,24.0,27.0,18.0,60.0,262.0,105.0,40.0
Marion-41047684,181.0,11.0,12.0,373.0,42.0,79.0,52.0,30.0,108.0,577.0,190.0,121.0
Marion-41047686,31.0,1.0,6.0,101.0,5.0,12.0,12.0,10.0,37.0,139.0,59.0,17.0
Marion-41047687,38.0,1.0,4.0,44.0,15.0,10.0,9.0,6.0,11.0,87.0,26.0,25.0
Marion-41047688,77.0,4.0,9.0,154.0,25.0,23.0,18.0,11.0,49.0,244.0,78.0,48.0
Marion-41047689,7.0,1.0,0.0,13.0,3.0,2.0,1.0,1.0,2.0,21.0,4.0,5.0
Marion-41047690,1053.0,57.0,113.0,960.0,206.0,315.0,115.0,67.0,275.0,2183.0,457.0,521.0
Marion-41047691,1347.0,68.0,153.0,1556.0,383.0,431.0,193.0,118.0,413.0,3124.0,724.0,814.0
Marion-41047692,13.0,0.0,1.0,26.0,4.0,1.0,5.0,0.0,10.0,40.0,15.0,5.0
Marion-41047694,421.0,26.0,66.0,446.0,94.0,128.0,48.0,26.0,140.0,959.0,214.0,222.0
Marion-41047696,811.0,54.0,84.0,864.0,218.0,245.0,86.0,59.0,252.0,1813.0,397.0,463.0
Marion-41047697,740.0,40.0,105.0,806.0,162.0,251.0,72.0,47.0,234.0,1691.0,353.0,413.0
Marion-41047698,283.0,21.0,45.0,518.0,85.0,113.0,60.0,44.0,153.0,867.0,257.0,198.0
Marion-41047705,238.0,16.0,54.0,633.0,60.0,74.0,70.0,39.0,183.0,941.0,292.0,134.0
Marion-41047715,382.0,22.0,107.0,991.0,97.0,153.0,88.0,43.0,258.0,1502.0,389.0,250.0
Marion-41047725,372.0,31.0,78.0,796.0,76.0,141.0,86.0,33.0,249.0,1277.0,368.0,217.0
Marion-41047779,294.0,5.0,27.0,435.0,83.0,101.0,46.0,50.0,148.0,761.0,244.0,184.0
Marion-41047780,438.0,13.0,33.0,494.0,137.0,127.0,44.0,71.0,180.0,978.0,295.0,264.0
Marion-41047781,254.0,13.0,28.0,257.0,76.0,70.0,34.0,22.0,94.0,552.0,150.0,146.0
Marion-41047782,118.0,4.0,20.0,162.0,22.0,49.0,16.0,16.0,67.0,304.0,99.0,71.0
Marion-41047783,148.0,9.0,18.0,309.0,47.0,45.0,52.0,29.0,115.0,484.0,196.0,92.0
Marion-41047784,74.0,8.0,8.0,67.0,25.0,22.0,12.0,6.0,16.0,157.0,34.0,47.0
Marion-41047786,56.0,3.0,18.0,160.0,21.0,25.0,15.0,10.0,60.0,237.0,85.0,46.0
Marion-41047787,621.0,17.0,100.0,1358.0,209.0,187.0,147.0,73.0,428.0,2096.0,648.0,396.0
Marion-41047788,542.0,32.0,79.0,1056.0,194.0,210.0,143.0,66.0,383.0,1709.0,592.0,404.0
Marion-41047789,470.0,31.0,75.0,1179.0,134.0,203.0,125.0,62.0,336.0,1755.0,523.0,337.0
Marion-41047790,41.0,7.0,9.0,154.0,14.0,26.0,21.0,3.0,46.0,211.0,70.0,40.0
Marion-41047815,699.0,25.0,54.0,540.0,170.0,150.0,62.0,39.0,146.0,1318.0,247.0,320.0
Marion-41047825,485.0,23.0,54.0,276.0,81.0,112.0,28.0,13.0,64.0,838.0,105.0,193.0
Marion-41047835,519.0,18.0,23.0,423.0,155.0,128.0,28.0,41.0,173.0,983.0,242.0,283.0
Marion-41047845,929.0,23.0,71.0,847.0,343.0,243.0,97.0,69.0,306.0,1870.0,472.0,586.0
Marion-41047855,744.0,37.0,62.0,574.0,185.0,195.0,52.0,45.0,176.0,1417.0,273.0,380.0
Marion-41047865,424.0,20.0,32.0,300.0,86.0,121.0,16.0,14.0,73.0,776.0,103.0,207.0
Marion-41047905,35.0,1.0,8.0,71.0,7.0,12.0,5.0,5.0,8.0,115.0,18.0,19.0
Marion-41047915,55.0,8.0,7.0,144.0,14.0,24.0,12.0,5.0,38.0,214.0,55.0,38.0
Marion-41047925,36.0,1.0,7.0,80.0,12.0,17.0,4.0,2.0,26.0,124.0,32.0,29.0
Marion-41047935,7.0,0.0,2.0,18.0,1.0,1.0,0.0,0.0,7.0,27.0,7.0,2.0
Marion-41047981,120.0,9.0,16.0,153.0,36.0,57.0,10.0,7.0,46.0,298.0,63.0,93.0
Marion-41047982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morrow-41049,0.0,0.0,0.0,0.0,294.0,337.0,265.0,157.0,870.0,0.0,1292.0,631.0
Morrow-410491,386.0,16.0,70.0,0.0,0.0,86.0,42.0,34.0,170.0,472.0,246.0,86.0
Morrow-410492,325.0,21.0,84.0,905.0,81.0,101.0,63.0,27.0,243.0,1335.0,333.0,182.0
Morrow-410493,39.0,5.0,13.0,250.0,19.0,20.0,32.0,12.0,102.0,307.0,146.0,39.0
Morrow-410494,61.0,4.0,13.0,253.0,26.0,28.0,36.0,23.0,108.0,331.0,167.0,54.0
Morrow-410495,206.0,6.0,58.0,778.0,79.0,102.0,92.0,61.0,247.0,1048.0,400.0,181.0
Multnomah-410512701,441.0,11.0,15.0,0.0,0.0,71.0,7.0,53.0,53.0,467.0,113.0,71.0
Multnomah-410512702,544.0,5.0,33.0,166.0,213.0,116.0,10.0,70.0,78.0,748.0,158.0,329.0
Multnomah-410513101,853.0,29.0,50.0,240.0,253.0,251.0,6.0,27.0,94.0,1172.0,127.0,504.0
Multnomah-410513102,1099.0,61.0,71.0,500.0,328.0,379.0,45.0,54.0,159.0,1731.0,258.0,707.0
Multnomah-410513103,334.0,9.0,27.0,203.0,98.0,109.0,13.0,21.0,60.0,573.0,94.0,207.0
Multnomah-410513301,8116.0,216.0,288.0,717.0,2400.0,2116.0,49.0,170.0,204.0,9337.0,423.0,4516.0
Multnomah-410513303,2486.0,48.0,104.0,615.0,760.0,444.0,38.0,147.0,206.0,3253.0,391.0,1204.0
Multnomah-410513304,431.0,12.0,18.0,93.0,144.0,135.0,8.0,19.0,33.0,554.0,60.0,279.0
Multnomah-410513501,613.0,29.0,29.0,200.0,184.0,206.0,23.0,28.0,60.0,871.0,111.0,390.0
Multnomah-410513502,3458.0,131.0,150.0,669.0,1056.0,1142.0,72.0,142.0,262.0,4408.0,476.0,2198.0
Multnomah-410513602,4530.0,165.0,151.0,388.0,1113.0,1485.0,24.0,123.0,100.0,5234.0,247.0,2598.0
Multnomah-410513603,5742.0,267.0,215.0,759.0,1439.0,1910.0,40.0,163.0,215.0,6983.0,418.0,3349.0
