precinct,gen_dem_CLINTON,gen_ind_CASTLE,gen_ind_FUENTE,gen_ind_JOHNSON,gen_ind_STEIN,gen_rep_TRUMP,pri_dem_CLINTON,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
"PALM BEACH_120995118 5110, 5114, 5118",116,0,0,4,0,94,32,0,7,0,0,0,6,0,0,0,0,3,0,7,0,23,214,39,39
"PALM BEACH_120995120 4114, 5120, 5122, 5124",3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2
"PALM BEACH_120995122 4114, 5120, 5122, 5124",306,1,0,5,5,166,78,0,33,1,0,0,7,1,0,0,0,8,1,15,0,32,483,65,111
"PALM BEACH_120995124 4114, 5120, 5122, 5124",160,0,0,4,2,127,61,2,15,0,0,0,9,0,0,0,0,3,0,16,0,33,293,61,78
PALM BEACH_120995126 5126,293,0,0,3,1,112,144,0,31,0,0,0,6,1,0,0,0,6,0,11,0,35,409,59,175
PALM BEACH_120995128 5128,809,0,2,25,9,570,217,4,86,3,1,0,21,0,0,0,0,26,0,42,1,132,1415,226,307
"PALM BEACH_120995130 5130, 5134",679,1,1,23,3,631,161,2,57,0,0,0,24,0,0,0,0,20,0,62,0,164,1338,270,220
PALM BEACH_120995132 5132,921,0,1,27,6,639,263,3,136,5,1,0,24,0,0,0,1,16,2,59,0,153,1594,261,402
"PALM BEACH_120995134 5130, 5134",527,0,2,22,7,492,112,2,60,1,0,0,25,0,0,0,0,10,0,61,0,106,1050,203,174
"PALM BEACH_120995136 5108, 5136",906,2,2,24,10,613,199,0,109,2,1,0,24,0,0,0,0,9,1,54,0,133,1557,224,308
"PALM BEACH_120995138 5138, 5142",855,3,1,23,8,579,229,4,111,1,1,0,31,1,0,0,0,5,0,66,0,131,1469,236,344
"PALM BEACH_120995142 5138, 5142",334,0,1,7,1,285,102,0,34,3,0,0,8,0,0,0,0,14,0,28,0,61,628,114,136
PALM BEACH_120995144 5144,931,1,0,2,5,506,470,5,105,3,1,0,19,0,0,0,1,14,0,33,0,121,1445,192,580
"PALM BEACH_120995146 5146, 5148, 5150",811,0,0,3,3,573,327,4,104,0,0,0,22,0,0,1,0,13,0,37,0,101,1390,174,435
"PALM BEACH_120995148 5146, 5148, 5150",616,1,0,6,1,344,253,3,79,1,0,0,20,0,0,0,0,4,0,22,0,67,968,114,335
"PALM BEACH_120995150 5146, 5148, 5150",574,0,1,1,1,287,216,2,65,0,0,1,9,0,0,0,0,8,0,20,1,68,864,107,283
PALM BEACH_120995152 5152,970,0,0,24,3,879,235,5,130,0,1,0,44,1,0,0,0,28,0,94,0,206,1876,374,370
PALM BEACH_120995154 5154,957,0,1,15,6,796,220,1,109,2,1,0,29,0,0,0,0,29,1,75,0,216,1775,353,330
"PALM BEACH_120995158 5158, 5160",762,0,0,4,1,473,274,3,67,3,0,1,11,1,0,0,0,40,0,71,1,116,1240,244,344
"PALM BEACH_120995160 5158, 5160",817,0,0,10,3,489,311,3,53,2,2,0,10,0,0,0,0,49,1,67,1,143,1319,275,367
PALM BEACH_120995162 5162,776,4,1,34,11,811,184,6,129,0,0,0,59,0,0,0,0,30,1,100,0,217,1637,407,319
PALM BEACH_120995164 5164,1037,1,1,15,8,666,277,4,121,2,3,0,26,0,0,0,0,22,0,69,0,159,1728,281,402
PALM BEACH_120995168 5168,970,0,2,24,8,591,254,4,75,1,4,1,34,1,0,0,0,10,0,46,0,144,1595,241,333
PALM BEACH_120995174 5174,933,1,0,37,14,889,191,1,110,1,1,0,48,0,0,0,0,22,1,70,0,226,1874,369,302
"PALM BEACH_120995176 5176, 5178",494,2,0,19,3,357,119,2,64,2,1,1,18,0,0,0,0,14,0,32,0,104,875,172,185
"PALM BEACH_120995178 5176, 5178",673,1,2,22,11,536,133,1,69,3,0,0,26,0,0,0,0,13,0,51,0,106,1245,199,203
"PALM BEACH_120995180 5180, 5182",591,2,0,19,6,396,91,4,62,1,1,0,18,0,0,0,0,7,1,25,0,73,1014,126,157
"PALM BEACH_120995182 5180, 5182",579,3,1,10,3,331,98,0,52,0,0,0,17,0,0,0,0,8,0,26,0,57,927,108,150
PALM BEACH_120995184 5184,957,3,2,21,5,563,162,2,100,3,1,0,36,0,0,0,0,13,1,57,0,140,1551,251,264
PALM BEACH_120995188 5188,896,1,2,22,11,636,208,2,100,3,0,1,32,0,0,0,0,11,0,55,0,140,1568,242,310
"PALM BEACH_120996002 6002, 6010",83,0,2,2,0,98,14,1,17,0,0,0,11,0,0,0,0,0,0,11,0,26,185,48,32
"PALM BEACH_120996004 6004, 6006",737,0,1,2,0,146,340,10,54,2,1,0,15,0,0,0,0,3,0,26,1,40,886,88,404
"PALM BEACH_120996006 6004, 6006",810,1,0,2,0,106,298,4,42,4,1,0,12,0,0,0,0,1,0,13,0,30,919,61,344
PALM BEACH_120996008 6008,358,0,0,1,2,4,69,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,365,0,80
"PALM BEACH_120996010 6002, 6010",24,0,0,0,1,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,7
"PALM BEACH_120996016 6016, 6018, 6038",38,0,0,3,0,54,16,2,1,1,0,0,3,0,0,0,0,0,0,1,0,19,95,24,19
"PALM BEACH_120996018 6016, 6018, 6038",883,1,2,2,4,40,307,3,47,2,0,0,1,0,0,0,0,0,0,9,0,2,932,14,357
PALM BEACH_120996020 6020,333,0,0,1,0,85,55,4,10,1,2,0,6,0,0,0,0,2,0,9,0,23,419,43,69
PALM BEACH_120996022 6022,1016,0,0,0,1,43,295,3,31,2,0,0,2,0,0,0,0,0,0,7,0,5,1060,16,329
"PALM BEACH_120996024 6024, 6026",1323,0,1,2,1,24,437,1,53,0,1,1,0,0,0,0,0,0,0,2,0,1,1351,5,491
"PALM BEACH_120996026 6024, 6026",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"PALM BEACH_120996032 6032, 6034, 6036",551,0,0,9,5,251,133,5,34,7,0,2,22,0,0,0,0,4,0,57,0,44,816,136,172
"PALM BEACH_120996034 6032, 6034, 6036",0,0,0,0,0,8,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,8,3,4
"PALM BEACH_120996036 6032, 6034, 6036",341,0,2,2,4,106,47,1,24,2,0,1,8,0,0,0,0,2,0,16,0,16,455,45,72
"PALM BEACH_120996040 1218, 6040, 6042",72,4,0,3,3,145,20,0,18,0,0,0,18,0,0,0,0,1,1,2,0,32,227,54,38
"PALM BEACH_120996042 1218, 6040, 6042",883,2,1,33,12,1169,225,7,94,2,0,0,58,0,0,0,0,12,1,66,0,215,2100,354,326
PALM BEACH_120996044 6044,917,2,2,32,9,1220,243,8,83,1,0,0,92,0,0,0,1,18,0,78,0,234,2182,424,334
PALM BEACH_120996050 6050,964,3,4,43,10,1225,227,8,109,2,2,1,69,0,0,0,1,18,0,70,0,220,2249,383,344
"PALM BEACH_120996058 6054, 6058",889,3,1,40,5,987,234,2,93,2,1,0,66,0,0,0,0,11,1,66,0,189,1925,336,329
PALM BEACH_120996060 6060,778,4,3,33,6,889,175,5,74,2,3,0,65,0,0,0,0,18,0,66,0,156,1713,310,254
"PALM BEACH_120996064 6064, 6066, 6068",39,0,0,2,0,93,7,2,6,0,0,0,2,0,0,0,0,1,0,5,0,20,134,28,15
"PALM BEACH_120996066 6064, 6066, 6068",1048,1,0,23,11,1113,369,12,104,7,3,1,41,0,0,0,0,107,0,192,0,357,2196,708,485
PALM BEACH_120996070 6070,165,0,0,11,2,244,52,0,16,1,0,0,12,0,0,0,0,11,0,30,0,94,422,148,68
"PALM BEACH_120996076 6076, 6078",517,3,0,23,17,719,108,2,95,6,0,0,36,0,0,0,0,13,0,41,0,139,1279,235,205
"PALM BEACH_120996078 6076, 6078",524,1,4,37,7,739,105,1,91,5,3,0,48,1,0,0,0,20,0,69,0,137,1312,283,197
PALM BEACH_120996080 6080,521,1,1,33,9,723,135,5,61,4,3,0,45,0,0,0,1,11,0,49,0,138,1288,251,201
"PALM BEACH_120996094 6094, 6096, 6110",567,3,1,26,14,914,156,15,128,5,2,2,69,0,0,0,0,21,1,82,0,253,1525,435,299
"PALM BEACH_120996098 6098, 6116",522,0,0,20,5,416,163,2,57,4,0,0,32,0,0,0,0,11,0,52,0,88,963,187,222
PALM BEACH_120996100 6100,1167,1,1,24,7,760,306,5,96,0,0,1,41,0,0,0,0,23,0,78,0,195,1960,338,407
"PALM BEACH_120996102 6102, 6106",599,4,0,17,7,534,194,2,55,1,3,0,34,0,0,0,1,10,0,59,1,112,1161,221,251
"PALM BEACH_120996104 6104, 6112",182,0,0,6,2,153,40,1,15,0,0,0,8,0,0,1,0,4,0,27,0,37,343,77,56
"PALM BEACH_120996106 6102, 6106",224,0,1,6,1,111,42,1,16,0,1,0,7,0,0,0,0,2,0,15,0,26,343,51,59
"PALM BEACH_120996110 6094, 6096, 6110",0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0
"PALM BEACH_120996112 6104, 6112",385,1,1,6,5,378,112,1,32,2,1,0,23,0,0,0,0,7,0,38,0,97,776,168,145
PALM BEACH_120996114 6114,959,0,2,41,8,688,244,8,151,8,2,1,63,0,0,0,0,21,1,81,0,109,1698,286,403
"PALM BEACH_120996116 6098, 6116",674,0,2,16,8,433,166,3,55,2,1,0,21,0,0,0,0,3,1,50,0,88,1133,166,224
PALM BEACH_120996118 6118,962,2,0,23,15,617,250,3,85,4,2,0,42,0,0,0,0,14,0,53,0,125,1619,240,338
"PALM BEACH_120996120 6120, 6128, 6130, 6132, 6138, 6140",343,1,0,15,0,336,99,1,28,2,0,0,14,0,0,0,0,7,1,37,0,87,695,148,128
"PALM BEACH_120996122 6122, 6124",1022,7,3,28,7,661,281,8,116,1,4,0,59,0,0,0,0,21,1,81,0,152,1728,319,405
"PALM BEACH_120996124 6122, 6124",486,3,3,9,4,303,138,5,50,5,0,0,13,0,0,0,0,5,0,32,1,58,808,114,193
"PALM BEACH_120996128 6120, 6128, 6130, 6132, 6138, 6140",41,0,0,3,0,19,10,0,3,0,0,0,1,0,0,0,0,0,0,5,0,2,63,8,13
"PALM BEACH_120996130 6120, 6128, 6130, 6132, 6138, 6140",93,0,0,3,1,42,11,0,5,0,0,0,3,0,0,0,0,1,0,1,0,9,139,14,16
"PALM BEACH_120996132 6120, 6128, 6130, 6132, 6138, 6140",322,1,2,12,3,207,86,4,33,5,0,0,10,0,0,0,0,10,1,22,0,32,547,80,123
"PALM BEACH_120996140 6120, 6128, 6130, 6132, 6138, 6140",354,0,1,11,2,449,74,3,34,3,0,0,22,0,0,0,0,23,1,70,0,122,817,241,111
"PALM BEACH_120996150 6150, 6152, 6156",38,0,0,1,1,36,9,1,1,0,0,0,6,0,0,0,0,2,0,3,0,8,76,19,11
"PALM BEACH_120996152 6150, 6152, 6156",405,2,0,16,4,545,110,2,57,3,0,0,46,0,0,0,0,48,0,96,0,161,972,354,169
"PALM BEACH_120996154 6154, 6160",514,0,1,20,3,554,138,3,67,2,2,0,61,0,0,0,0,37,1,72,0,140,1092,315,208
"PALM BEACH_120996156 6150, 6152, 6156",634,0,2,31,7,717,158,3,87,4,2,0,67,2,0,0,0,30,1,112,0,182,1391,400,248
PALM BEACH_120996158 6158,786,0,0,40,9,948,267,19,125,8,1,0,75,0,0,0,1,40,0,146,0,262,1783,533,411
"PALM BEACH_120996160 6154, 6160",620,2,2,32,7,616,146,10,92,2,0,0,54,0,0,0,0,15,1,72,0,157,1279,301,248
"PALM BEACH_120996162 6162, 6164, 6168",742,6,1,26,8,686,187,9,101,5,3,0,59,1,0,1,0,31,0,89,0,162,1469,351,297
"PALM BEACH_120996164 6162, 6164, 6168",835,0,0,31,8,771,238,3,116,5,3,0,76,0,0,0,0,39,1,93,0,203,1645,420,357
PALM BEACH_120996166 6166,894,1,2,29,8,904,202,9,121,6,2,1,69,0,0,0,1,47,1,117,0,229,1838,473,332
"PALM BEACH_120996168 6162, 6164, 6168",154,1,0,5,0,181,44,1,19,0,0,0,17,1,0,0,0,4,0,22,0,52,341,96,64
PALM BEACH_120996182 6182,305,0,0,8,4,434,83,2,23,3,1,1,24,0,0,0,0,22,0,61,0,143,751,255,108
PALM BEACH_120996184 6184,636,2,0,23,10,590,149,3,83,2,1,0,33,0,0,0,1,15,0,89,1,173,1261,315,235
PALM BEACH_120996186 6186,770,0,1,26,6,583,179,5,107,1,3,1,50,1,0,0,1,16,2,81,0,120,1386,276,291
"PALM BEACH_120996188 6188, 6212, 6214, 6218, 6220",245,0,0,11,2,355,63,1,16,4,3,0,17,1,0,0,0,34,0,63,0,129,613,251,80
PALM BEACH_120996190 6190,747,7,2,25,15,477,152,4,84,3,3,1,32,1,0,1,1,12,0,52,0,84,1273,190,240
PALM BEACH_120996192 6192,969,3,1,36,10,829,250,10,115,5,2,0,59,1,0,0,0,25,0,93,0,203,1848,388,375
PALM BEACH_120996198 6198,494,0,1,12,2,305,118,2,56,1,1,0,24,0,0,0,1,14,0,38,0,71,814,150,176
PALM BEACH_120996208 6208,334,0,0,2,0,299,161,3,37,1,1,0,9,0,0,0,0,15,1,34,0,97,635,158,201
PALM BEACH_120996210 6210,1441,1,1,26,7,1175,360,9,154,0,2,0,60,2,0,0,1,23,0,116,0,295,2651,499,523
"PALM BEACH_120996212 6188, 6212, 6214, 6218, 6220",132,1,1,3,1,219,35,2,13,3,2,0,9,1,0,0,0,9,0,28,0,63,357,115,50
"PALM BEACH_120996214 6188, 6212, 6214, 6218, 6220",771,4,1,28,7,790,193,6,103,2,1,0,42,0,0,0,0,22,1,80,0,186,1601,334,302
"PALM BEACH_120996216 6216, 6222, 6232",207,0,0,16,2,200,35,2,19,2,0,0,15,0,2,0,1,8,1,18,0,44,425,91,56
"PALM BEACH_120996220 6188, 6212, 6214, 6218, 6220",55,0,0,0,3,37,5,0,5,0,0,0,0,0,0,0,0,0,0,3,0,6,95,9,10
PALM BEACH_120996224 6224,850,1,0,27,7,1099,252,7,112,5,3,1,76,1,0,0,0,36,1,129,0,271,1984,523,371
PALM BEACH_120996226 6226,801,2,1,22,12,787,204,5,97,6,1,0,42,0,0,0,0,31,0,106,0,204,1625,390,306
PALM BEACH_120996228 6228,894,0,0,9,2,426,372,6,67,1,1,0,11,0,0,0,0,50,0,78,0,94,1331,235,445
PALM BEACH_120996230 6230,639,0,0,38,7,731,150,4,65,1,3,0,61,0,0,0,0,20,0,66,0,184,1415,335,219
"PALM BEACH_120996232 6216, 6222, 6232",602,1,0,24,6,781,115,1,41,3,0,0,45,0,0,0,0,15,0,60,0,216,1414,339,157
"PALM BEACH_120997010 7010, 7012",211,0,0,2,0,14,43,0,15,0,0,0,1,0,0,0,0,1,0,0,0,1,227,3,58
"PALM BEACH_120997012 7010, 7012",838,1,0,14,13,165,236,4,72,0,1,0,7,0,0,0,0,7,0,8,0,25,1031,48,312
"PALM BEACH_120997016 1358, 1364, 1368, 7014, 7016, 7018, 7020",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"PALM BEACH_120997022 7002, 7004, 7006, 7008, 7022",750,0,0,21,2,147,235,1,86,0,1,0,3,0,0,0,0,2,2,7,0,25,920,40,322
"PALM BEACH_120997024 7024, 7025",1135,2,0,6,5,63,461,1,78,0,0,1,1,0,0,0,0,2,0,9,0,7,1211,20,540
"PALM BEACH_120997025 7024, 7025",203,1,0,5,4,29,47,1,31,0,0,0,0,0,0,0,0,1,0,3,0,1,242,5,79
PALM BEACH_120997026 7026,1718,1,1,5,2,30,843,4,111,1,5,0,2,0,0,0,0,4,0,5,0,4,1757,21,958
"PALM BEACH_120997028 7028, 7044",1334,0,0,6,3,92,575,5,92,0,3,1,6,0,0,0,0,2,0,1,1,10,1435,24,672
"PALM BEACH_120997030 7030, 7046",195,0,0,9,1,278,49,0,24,1,0,0,16,1,0,0,0,7,1,15,0,81,483,122,73
PALM BEACH_120997034 7034,1111,5,0,9,4,208,322,5,78,0,1,1,11,0,0,0,0,8,0,27,0,36,1337,84,405
"PALM BEACH_120997040 7040, 7041",892,1,1,2,9,26,385,4,63,0,2,0,1,0,0,1,0,1,0,2,0,2,931,9,452
"PALM BEACH_120997041 7040, 7041",272,0,1,6,3,18,62,0,13,0,0,0,3,0,0,0,0,0,0,2,0,1,300,6,75
PALM BEACH_120997042 7042,1321,1,1,4,5,37,603,4,95,1,2,0,4,0,0,0,0,2,0,3,0,2,1369,14,702
"PALM BEACH_120997044 7028, 7044",1048,0,1,5,2,87,482,4,75,0,3,0,8,0,0,0,0,1,0,4,0,18,1143,34,561
"PALM BEACH_120997046 7030, 7046",32,0,0,0,1,51,6,0,5,0,0,0,1,0,0,0,0,0,0,3,0,11,84,15,11
"PALM BEACH_120997048 7032, 7048, 7050, 7052, 7054, 7056",254,0,0,0,1,9,32,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,264,2,38
"PALM BEACH_120997050 7032, 7048, 7050, 7052, 7054, 7056",0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,2,0
"PALM BEACH_120997054 7032, 7048, 7050, 7052, 7054, 7056",790,1,2,2,4,74,236,2,34,2,0,0,8,1,0,0,0,1,0,3,0,12,873,27,272
PALM BEACH_120997060 7060,1006,1,0,2,6,53,447,0,67,0,0,0,2,0,0,0,0,3,1,6,0,10,1068,22,514
PALM BEACH_120997062 7062,590,1,0,2,7,29,187,2,31,0,0,0,3,0,0,0,0,3,0,0,0,8,629,14,220
PALM BEACH_120997064 7064,1086,2,0,6,12,115,359,4,89,4,2,0,5,0,0,0,0,2,0,4,0,20,1221,37,452
"PALM BEACH_120997066 7066, 7070",892,1,0,13,9,166,218,3,62,1,0,0,4,0,0,0,0,6,1,7,0,32,1081,51,283
PALM BEACH_120997068 7068,792,1,4,18,13,203,224,2,93,1,1,0,9,0,0,0,0,19,1,15,0,36,1031,82,319
"PALM BEACH_120997070 7066, 7070",464,0,0,22,6,364,141,3,96,1,1,0,17,0,0,0,0,20,0,43,0,110,856,192,240
"PALM BEACH_120997072 7072, 7074, 7076",306,0,0,5,3,99,86,0,22,0,0,0,4,0,0,0,0,0,0,8,0,15,413,27,108
"PALM BEACH_120997074 7072, 7074, 7076",166,0,0,1,1,20,38,0,4,0,0,0,0,0,0,0,0,0,0,2,0,3,188,5,42
"PALM BEACH_120997076 7072, 7074, 7076",2,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,3
"PALM BEACH_120997078 7078, 7080",277,0,0,5,4,65,82,1,20,0,0,1,4,0,0,0,0,1,0,8,0,10,351,24,103
"PALM BEACH_120997080 7078, 7080",39,0,0,0,1,6,33,0,4,0,0,0,2,0,0,0,0,0,0,6,0,2,46,10,37
PALM BEACH_120997082 7082,919,4,3,10,10,348,194,3,85,1,2,0,27,0,0,0,1,7,0,65,0,66,1294,169,282
PALM BEACH_120997084 7084,677,5,2,19,7,242,154,2,62,0,1,0,23,0,0,0,0,8,1,38,0,45,952,116,218
"PALM BEACH_120997102 7102, 7124",616,1,1,4,2,161,118,1,45,0,0,0,2,0,0,0,0,8,0,23,0,31,785,64,164
PALM BEACH_120997104 7104,754,4,0,25,11,341,259,2,74,1,0,0,12,0,0,0,0,21,1,43,0,99,1135,177,335
PALM BEACH_120997106 7106,1334,2,0,7,8,76,513,1,78,0,0,0,2,0,0,0,0,2,0,9,1,12,1427,26,592
PALM BEACH_120997108 7108,391,2,0,14,5,250,98,0,47,0,0,0,5,0,0,0,0,7,0,33,0,45,662,90,145
"PALM BEACH_120997124 7102, 7124",1019,2,1,3,6,119,311,3,68,0,0,0,5,0,0,0,1,2,0,11,0,21,1150,40,382
PALM BEACH_120997126 7126,1368,2,3,34,20,462,282,0,102,6,0,0,13,0,0,0,0,11,1,40,0,55,1889,126,384
PALM BEACH_120997128 7128,1494,3,1,12,8,71,559,4,76,2,1,2,1,0,1,0,0,3,1,4,0,7,1589,22,639
PALM BEACH_120997130 7130,971,1,0,54,9,686,232,2,115,3,0,1,28,1,0,0,0,25,0,112,0,172,1721,342,349
PALM BEACH_120997132 7132,530,0,0,22,6,423,131,3,53,2,0,0,16,0,0,0,0,36,0,54,0,109,981,217,187
PALM BEACH_120997134 7134,660,1,1,7,3,117,129,2,28,1,0,0,7,0,0,0,0,2,0,14,0,16,789,40,159
"PALM BEACH_120997136 2046, 7136, 7140",31,0,1,1,3,29,9,0,2,0,0,0,5,0,0,0,0,1,0,0,0,9,65,15,11
PALM BEACH_120997138 7138,1344,2,4,19,9,358,258,5,73,6,0,0,26,0,0,0,0,5,0,31,0,66,1736,134,336
"PALM BEACH_120997140 2046, 7136, 7140",92,1,0,0,1,82,24,0,20,1,0,0,6,0,0,0,0,1,0,12,0,16,176,36,44
"PALM BEACH_120997142 2056, 2058, 7142, 7144, 7146",37,0,0,0,2,6,10,0,3,0,0,0,0,0,0,0,0,1,0,2,0,1,45,4,13
"PALM BEACH_120997144 2056, 2058, 7142, 7144, 7146",50,0,0,0,1,1,13,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,52,1,16
"PALM BEACH_120997146 2056, 2058, 7142, 7144, 7146",203,1,0,1,0,12,62,1,16,0,0,0,0,0,0,0,0,1,0,1,0,2,217,4,79
PALM BEACH_120997152 7152,504,2,2,34,5,470,190,3,36,5,2,0,23,0,0,0,0,45,0,96,0,96,1017,267,229
"PALM BEACH_120997154 1394, 7154",174,0,0,3,2,317,44,2,15,3,0,0,18,1,0,0,0,38,0,58,1,119,496,238,61
"PALM BEACH_120997156 7156, 7158, 7166",57,0,0,6,0,83,12,0,0,0,1,0,6,0,0,0,0,9,0,14,0,36,146,66,12
"PALM BEACH_120997158 7156, 7158, 7166",571,1,0,16,3,436,206,5,63,5,0,0,25,0,0,0,0,43,0,73,0,146,1027,292,274
PALM BEACH_120997160 7160,876,1,0,9,9,177,192,4,79,2,2,0,5,0,0,0,0,2,0,13,0,39,1072,63,275
PALM BEACH_120997162 7162,719,0,0,10,7,125,219,4,53,2,0,0,6,0,0,0,0,1,0,11,1,24,861,45,276
"PALM BEACH_120997164 3066, 7164",299,0,0,5,5,196,75,4,54,1,1,0,13,0,0,1,1,12,0,21,0,63,505,113,133
"PALM BEACH_120997166 7156, 7158, 7166",402,0,1,4,1,381,128,4,37,2,1,0,18,0,0,0,0,39,1,54,0,148,789,263,169
PALM BEACH_120997168 7168,1161,3,3,36,20,653,258,8,144,7,3,1,39,0,0,0,1,12,0,37,0,124,1876,224,410
PALM BEACH_120997170 7170,572,1,1,13,12,371,97,3,66,0,0,0,15,0,0,1,0,14,2,27,0,71,970,130,166
"PALM BEACH_120997172 3075, 4002, 7172",248,1,0,9,5,222,61,2,36,0,1,0,7,0,0,0,0,8,2,25,0,48,485,91,99
PALM BEACH_120997174 7174,829,3,2,17,7,202,136,2,54,2,0,1,9,0,1,0,0,2,2,18,0,34,1060,69,192
"PALM BEACH_120997176 4008, 7176",138,0,0,4,1,51,42,0,20,0,1,1,2,0,0,0,0,3,0,4,0,15,194,26,62
PALM BEACH_120997178 7178,1394,2,0,16,9,335,360,5,87,0,1,0,8,0,0,0,0,5,0,16,0,56,1756,86,452
"PALM BEACH_120997180 7180,7184",1857,2,1,4,10,156,547,3,113,3,1,0,10,0,0,0,0,4,0,13,0,21,2030,52,663
PALM BEACH_120997182 7182,1094,0,1,5,7,39,388,3,66,0,1,0,1,0,0,0,0,0,0,4,0,4,1146,10,457
"PALM BEACH_120997184 7180,7184",4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0
PALM BEACH_120997186 7186,1264,4,2,30,16,378,391,4,182,2,3,0,29,0,0,0,0,13,2,23,0,84,1694,156,577
PALM BEACH_120997188 7188,624,1,0,11,12,463,144,3,77,6,2,0,20,0,0,0,0,16,0,33,0,96,1111,173,224
"PALM BEACH_120997190 4064, 4066, 4068, 4070, 7190",911,1,1,26,24,545,247,6,114,1,0,0,19,0,0,0,0,19,3,38,0,102,1508,182,367
"PALM BEACH_120997192 4036, 4060, 4062, 7192",9,0,0,0,1,5,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,2,15,4,4
"PALM BEACH_120997194 7194, 7214",564,1,1,11,8,305,113,1,53,3,1,0,17,0,0,0,0,7,1,32,0,65,890,126,167
"PALM BEACH_120997196 7196, 7198",1283,0,1,9,11,254,337,4,128,0,3,1,8,0,0,0,0,11,1,11,1,48,1558,84,469
"PALM BEACH_120997198 7196, 7198",31,0,0,0,0,31,6,3,9,0,0,0,2,0,0,0,0,3,0,1,0,11,62,17,18
PALM BEACH_120997200 7200,1069,0,1,3,3,85,419,1,60,1,0,0,2,0,0,0,0,1,0,4,0,12,1161,20,480
"PALM BEACH_120997202 4110, 7202, 7206",598,1,0,12,4,287,124,1,54,2,0,0,5,0,0,0,0,16,1,17,0,45,902,86,179
"PALM BEACH_120997204 4126, 7204",65,0,0,1,1,58,16,0,5,0,0,0,3,0,0,0,0,0,0,6,0,9,125,18,21
"PALM BEACH_120997206 4110, 7202, 7206",49,0,0,1,3,56,10,0,6,0,0,0,5,0,0,0,0,5,0,8,0,11,109,29,16
PALM BEACH_120997208 7208,711,0,2,13,5,198,170,2,54,3,1,1,7,0,0,0,0,20,0,20,1,25,929,78,226
PALM BEACH_120997210 7210,1331,0,0,4,3,41,366,3,73,0,0,0,0,0,0,0,0,0,0,1,0,6,1379,7,442
PALM BEACH_120997212 7212,1030,1,0,10,5,181,256,0,56,0,0,0,4,0,0,0,0,3,0,7,0,26,1227,40,312
"PALM BEACH_120997214 7194, 7214",696,3,0,15,7,233,154,3,48,1,1,0,13,0,0,0,0,7,1,18,0,35,954,76,205
PALM BEACH_120998001 8001,62,0,0,1,1,18,8,0,5,0,0,1,5,0,0,0,0,2,0,2,0,3,82,13,13
PALM BEACH_120998002 8002,46,2,0,3,0,41,4,0,7,2,1,1,1,0,0,0,0,1,0,9,0,11,92,26,11
PASCO_12101100 100,459,5,1,49,9,979,82,1,81,3,5,0,101,0,0,0,0,25,0,103,0,228,1502,465,164
PASCO_12101101 101,1337,9,7,77,32,1139,301,5,192,8,5,0,127,0,0,0,2,40,2,167,1,250,2601,602,498
PASCO_12101102 102,672,6,1,41,9,973,183,8,108,8,4,0,65,0,0,0,0,45,0,104,0,250,1702,476,299
PASCO_12101103 103,942,6,4,77,17,1853,215,10,166,13,2,0,151,0,0,0,0,56,0,193,1,502,2899,918,391
PASCO_12101104 104,224,1,4,16,7,370,64,3,41,7,0,0,21,0,0,0,2,4,2,32,1,98,622,167,108
PASCO_12101105 105,934,1,2,43,15,1596,286,10,153,24,1,0,123,0,0,0,0,81,1,214,0,489,2591,933,449
PASCO_12101106 106,223,1,0,4,2,303,79,0,36,4,2,1,16,0,0,0,2,19,0,28,0,86,533,158,115
PASCO_12101107 107,1554,5,8,95,20,1337,262,3,153,9,4,1,103,0,0,0,2,30,6,156,0,215,3019,526,418
PASCO_12101108 108,1253,9,4,87,34,2142,293,8,198,13,9,0,176,1,0,1,0,38,2,225,0,483,3529,948,499
PASCO_12101109 109,1495,4,3,90,26,2238,312,5,239,16,9,0,226,2,0,0,1,76,2,289,0,468,3856,1089,556
PASCO_12101110 110,1898,16,6,190,56,3580,451,27,379,23,19,2,392,2,0,2,1,105,7,403,0,786,5746,1742,857
