county,precinct,office,district,candidate,party,votes
Richmond,"=""14/61""",President,NYC,Hillary Clinton / Tim Kaine (Women's Equality),Women's Equality,2
Richmond,"=""14/61""",President,NYC,Gary Johnson / Bill Weld (Libertarian),Libertarian,0
Richmond,"=""14/61""",President,NYC,Scattered,,3
Richmond,"=""15/61""",President,NYC,Manually Counted Emergency,,0
Richmond,"=""15/61""",President,NYC,Absentee / Military,,30
Richmond,"=""15/61""",President,NYC,Federal,,8
Richmond,"=""15/61""",President,NYC,Special Presidential,,0
Richmond,"=""15/61""",President,NYC,Affidavit,,21
Richmond,"=""15/61""",President,NYC,Hillary Clinton / Tim Kaine (Democratic),Democratic,452
Richmond,"=""15/61""",President,NYC,Donald J. Trump / Michael R. Pence (Republican),Republican,210
Richmond,"=""15/61""",President,NYC,Donald J. Trump / Michael R. Pence (Conservative),Conservative,22
Richmond,"=""15/61""",President,NYC,Jill Stein / Ajamu Baraka (Green),Green,11
Richmond,"=""15/61""",President,NYC,Hillary Clinton / Tim Kaine (Working Families),Working Families,12
Richmond,"=""15/61""",President,NYC,Gary Johnson / Bill Weld (Independence),Independence,7
Richmond,"=""15/61""",President,NYC,Hillary Clinton / Tim Kaine (Women's Equality),Women's Equality,4
Richmond,"=""15/61""",President,NYC,Gary Johnson / Bill Weld (Libertarian),Libertarian,5
Richmond,"=""15/61""",President,NYC,Scattered,,5
Richmond,"=""16/61""",President,NYC,Manually Counted Emergency,,0
Richmond,"=""16/61""",President,NYC,Absentee / Military,,26
Richmond,"=""16/61""",President,NYC,Federal,,0
Richmond,"=""16/61""",President,NYC,Special Presidential,,0
Richmond,"=""16/61""",President,NYC,Affidavit,,36
Richmond,"=""16/61""",President,NYC,Hillary Clinton / Tim Kaine (Democratic),Democratic,414
Richmond,"=""16/61""",President,NYC,Donald J. Trump / Michael R. Pence (Republican),Republican,44
Richmond,"=""16/61""",President,NYC,Donald J. Trump / Michael R. Pence (Conservative),Conservative,1
Richmond,"=""16/61""",President,NYC,Jill Stein / Ajamu Baraka (Green),Green,3
Richmond,"=""16/61""",President,NYC,Hillary Clinton / Tim Kaine (Working Families),Working Families,12
Richmond,"=""16/61""",President,NYC,Gary Johnson / Bill Weld (Independence),Independence,2
Richmond,"=""16/61""",President,NYC,Hillary Clinton / Tim Kaine (Women's Equality),Women's Equality,2
Richmond,"=""16/61""",President,NYC,Gary Johnson / Bill Weld (Libertarian),Libertarian,1
Richmond,"=""16/61""",President,NYC,Scattered,,1
Richmond,"=""17/61""",President,NYC,Manually Counted Emergency,,0
Richmond,"=""17/61""",President,NYC,Absentee / Military,,28
Richmond,"=""17/61""",President,NYC,Federal,,2
Richmond,"=""17/61""",President,NYC,Special Presidential,,0
