,contest,choice,precinct_id,vote,early_votes,polling_place_votes,late_early_votes,provisional_votes,party_name,contest_name,choice_name,precinct_designation,precinct,precinct_bs,votes_allowed,referendum_flag
556,0,0,4,257,151,4,0,5,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,4,CASA GRANDE INTERCHANGE,0,,
557,0,0,4,146,85,1,0,4,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,4,APACHE JCT NW,0,,
558,0,0,4,265,169,3,0,5,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,4,APACHE JCT SW,0,,
559,0,0,4,260,132,7,1,4,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,4,APACHE JCT SE,0,,
560,0,0,4,196,111,3,0,4,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,4,APACHE JCT NE,0,,
561,0,0,4,194,129,2,0,3,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,4,APACHE JCT EAST,0,,
562,0,0,4,208,132,4,0,2,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,4,APACHE JCT CENTRAL,0,,
563,0,0,4,382,236,7,0,6,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,4,GOLD CANYON,0,,
564,0,0,4,72,33,2,0,1,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,4,QUEEN VALLEY,0,,
565,0,0,5,439,216,13,0,8,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,5,SUPERIOR,0,,
566,0,0,5,1,1,0,0,0,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,5,SUPERIOR WEST,0,,
567,0,0,5,12,10,0,0,0,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,5,SUTTON SUMMIT,0,,
568,0,0,5,48,11,2,0,1,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,5,CHUI CHU,0,,
569,0,0,5,133,69,3,0,2,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,5,THUNDERBIRD FARMS,0,,
570,0,0,5,232,131,3,0,6,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,5,CASA GRANDE WEST,0,,
571,0,0,5,212,119,4,1,4,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,5,APACHE JUNCTION NORTH,0,,
572,0,0,5,284,157,6,0,5,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,5,APACHE JUNCTION N. CENTRA,0,,
573,0,0,5,271,156,6,0,4,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,5,APACHE JUNCTION,0,,
574,0,0,5,256,164,3,0,5,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,5,APACHE JUNCTION SOUTH,0,,
575,0,0,6,86,12,6,0,0,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,6,BLACKWATER,0,,
576,0,0,6,86,10,5,1,0,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,6,SAN TAN,0,,
577,0,0,6,78,13,5,0,0,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,6,CASA BLANCA,0,,
578,0,0,6,265,169,4,1,3,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,6,SUPERSTITION MOUNTAIN,0,,
579,0,0,6,183,110,4,0,3,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,6,MOUNTAINBROOK VILLAGE,0,,
580,0,0,6,122,67,2,0,3,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,6,HIDDEN VALLEY,0,,
581,0,0,6,301,172,4,1,6,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,6,SAN TAN PARK,0,,
582,0,0,6,97,58,1,0,1,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,6,BELLA VISTA,0,,
583,0,0,7,292,160,5,1,6,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,7,COPPER BASIN,0,,
584,0,0,7,151,58,3,1,4,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,7,SCHNEPF,0,,
585,0,0,7,110,57,2,0,2,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,7,PERALTA,0,,
586,0,0,7,169,81,4,0,3,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,7,SANTA ROSA,0,,
587,0,0,7,204,99,3,0,6,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,7,EL DORADO,0,,
588,0,0,7,214,133,4,0,3,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,7,WALKER BUTTE,0,,
589,0,0,7,181,81,4,0,4,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,7,PECAN CREEK NORTH,0,,
590,0,0,7,67,17,3,0,1,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,7,AK CHIN COMMUNITY,0,,
591,0,0,7,278,138,5,1,7,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,7,MARICOPA MEADOWS,0,,
592,0,0,7,240,112,6,1,5,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,7,MARICOPA FIESTA,0,,
593,0,0,8,508,313,7,1,9,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,8,PROVINCE,0,,
594,0,0,8,313,171,4,0,8,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,8,IRONWOOD COMMON,0,,
595,0,0,8,337,165,7,2,7,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,8,COYOTE RANCH,0,,
596,0,0,8,188,96,4,0,4,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,8,SAN TAN HEIGHTS,0,,
597,0,0,8,253,136,5,1,4,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,8,CIRCLE CROSS RANCH,0,,
598,0,0,8,178,89,3,0,5,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,8,JOHNSON RANCH EAST,0,,
599,0,0,8,325,180,5,0,8,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,8,IRONWOOD CROSSING,0,,
600,0,0,8,184,102,2,0,5,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,8,QUAIL HOLLOW,0,,
601,0,0,9,187,90,3,1,4,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,9,SENITA,0,,
602,0,0,9,169,99,3,0,3,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,9,SKYLINE RANCH,0,,
603,0,0,9,94,56,1,0,2,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,9,SAN TAN RANCHES,0,,
604,0,0,9,138,73,2,0,3,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,9,LINKS ESTATES,0,,
605,0,0,9,204,121,2,1,5,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,9,MISSION VALLEY,0,,
606,0,0,10,194,97,4,0,4,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,1,0 DESERT CEDARS,0,,
607,0,0,10,215,115,4,1,4,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,1,1 ALTERRA NORTH,0,,
608,0,0,10,263,136,4,1,6,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,1,2 MARICOPA WELLS,0,,
609,0,0,10,0,0,0,0,0,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,1,3 SAN CARLOS COMMUNITY,0,,
610,0,0,10,26,16,0,0,1,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,1,4 PICACHO SOUTH,0,,
611,0,0,10,11,5,0,0,0,DEM,BALLOTS CAST - DEMOCRATIC,BALLOTS CAST - DEMOCRATIC,1,5 TOLTEC SOUTHWEST,0,,
612,0,0,0,1,1,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,0,KEARNY,0,,
613,0,0,0,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,0,DUDLEYVILLE,0,,
614,0,0,0,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,0,SAN MANUEL,0,,
615,0,0,0,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,0,MAMMOTH,0,,
616,0,0,0,2,1,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,0,ORACLE,0,,
617,0,0,0,1,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,0,SADDLEBROOKE,0,,
618,0,0,0,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,0,ARIZONA CITY,0,,
619,0,0,1,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,1,TOLTEC SOUTH,0,,
620,0,0,1,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,1,PICACHO,0,,
621,0,0,1,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,1,ELOY,0,,
622,0,0,1,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,1,TOLTEC,0,,
623,0,0,1,1,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,1,RED ROCK,0,,
624,0,0,1,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,1,COOLIDGE NE,0,,
625,0,0,1,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,1,COOLIDGE NW,0,,
626,0,0,1,1,1,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,1,COOLIDGE SOUTH,0,,
627,0,0,2,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,2,CENTRAL ARIZONA COLLEGE,0,,
628,0,0,2,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,2,ELEVEN MILE CORNER,0,,
629,0,0,2,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,2,FLORENCE NORTH,0,,
630,0,0,2,1,1,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,2,CACTUS FOREST,0,,
631,0,0,2,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,2,JOHNSON RANCH,0,,
632,0,0,2,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,2,POSTON BUTTE,0,,
633,0,0,2,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,2,QUEEN CREEK,0,,
634,0,0,2,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,2,SACATON,0,,
635,0,0,3,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,3,MARICOPA,0,,
636,0,0,3,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,3,STANFIELD,0,,
637,0,0,3,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,3,CASA GRANDE NORTH,0,,
638,0,0,3,1,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,3,CASA GRANDE S CEN,0,,
639,0,0,3,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,3,CASA GRANDE NE,0,,
640,0,0,3,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,3,CASA GRANDE NW,0,,
641,0,0,3,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,3,CASA GRANDE SW,0,,
642,0,0,3,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,3,CASA GRANDE RANCHO GRANDE,0,,
643,0,0,4,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,4,APACHE JCT SUPERSTITION,0,,
644,0,0,4,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,4,CASA GRANDE INTERCHANGE,0,,
645,0,0,4,1,1,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,4,APACHE JCT NW,0,,
646,0,0,4,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,4,APACHE JCT SW,0,,
647,0,0,4,2,1,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,4,APACHE JCT SE,0,,
648,0,0,4,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,4,APACHE JCT NE,0,,
649,0,0,4,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,4,APACHE JCT EAST,0,,
650,0,0,4,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,4,APACHE JCT CENTRAL,0,,
651,0,0,4,2,2,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,4,GOLD CANYON,0,,
652,0,0,4,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,4,QUEEN VALLEY,0,,
653,0,0,5,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,5,SUPERIOR,0,,
654,0,0,5,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,5,SUPERIOR WEST,0,,
655,0,0,5,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,5,SUTTON SUMMIT,0,,
656,0,0,5,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,5,CHUI CHU,0,,
657,0,0,5,1,1,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,5,THUNDERBIRD FARMS,0,,
658,0,0,5,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,5,CASA GRANDE WEST,0,,
659,0,0,5,1,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,5,APACHE JUNCTION NORTH,0,,
660,0,0,5,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,5,APACHE JUNCTION N. CENTRA,0,,
661,0,0,5,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,5,APACHE JUNCTION,0,,
662,0,0,5,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,5,APACHE JUNCTION SOUTH,0,,
663,0,0,6,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,6,BLACKWATER,0,,
664,0,0,6,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,6,SAN TAN,0,,
665,0,0,6,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,6,CASA BLANCA,0,,
666,0,0,6,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,6,SUPERSTITION MOUNTAIN,0,,
667,0,0,6,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,6,MOUNTAINBROOK VILLAGE,0,,
668,0,0,6,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,6,HIDDEN VALLEY,0,,
669,0,0,6,1,1,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,6,SAN TAN PARK,0,,
670,0,0,6,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,6,BELLA VISTA,0,,
671,0,0,7,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,7,COPPER BASIN,0,,
672,0,0,7,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,7,SCHNEPF,0,,
673,0,0,7,2,1,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,7,PERALTA,0,,
674,0,0,7,1,1,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,7,SANTA ROSA,0,,
675,0,0,7,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,7,EL DORADO,0,,
676,0,0,7,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,7,WALKER BUTTE,0,,
677,0,0,7,1,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,7,PECAN CREEK NORTH,0,,
678,0,0,7,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,7,AK CHIN COMMUNITY,0,,
679,0,0,7,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,7,MARICOPA MEADOWS,0,,
680,0,0,7,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,7,MARICOPA FIESTA,0,,
681,0,0,8,1,1,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,8,PROVINCE,0,,
682,0,0,8,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,8,IRONWOOD COMMON,0,,
683,0,0,8,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,8,COYOTE RANCH,0,,
684,0,0,8,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,8,SAN TAN HEIGHTS,0,,
685,0,0,8,1,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,8,CIRCLE CROSS RANCH,0,,
686,0,0,8,1,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,8,JOHNSON RANCH EAST,0,,
687,0,0,8,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,8,IRONWOOD CROSSING,0,,
688,0,0,8,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,8,QUAIL HOLLOW,0,,
689,0,0,9,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,9,SENITA,0,,
690,0,0,9,2,2,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,9,SKYLINE RANCH,0,,
691,0,0,9,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,9,SAN TAN RANCHES,0,,
692,0,0,9,1,1,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,9,LINKS ESTATES,0,,
693,0,0,9,1,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,9,MISSION VALLEY,0,,
694,0,0,10,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,1,0 DESERT CEDARS,0,,
695,0,0,10,1,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,1,1 ALTERRA NORTH,0,,
696,0,0,10,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,1,2 MARICOPA WELLS,0,,
697,0,0,10,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,1,3 SAN CARLOS COMMUNITY,0,,
698,0,0,10,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,1,4 PICACHO SOUTH,0,,
699,0,0,10,0,0,0,0,0,GRN,BALLOTS CAST - GREEN,BALLOTS CAST - GREEN,1,5 TOLTEC SOUTHWEST,0,,
700,0,0,0,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,0,KEARNY,0,,
701,0,0,0,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,0,DUDLEYVILLE,0,,
702,0,0,0,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,0,SAN MANUEL,0,,
703,0,0,0,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,0,MAMMOTH,0,,
704,0,0,0,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,0,ORACLE,0,,
705,0,0,0,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,0,SADDLEBROOKE,0,,
706,0,0,0,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,0,ARIZONA CITY,0,,
707,0,0,1,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,1,TOLTEC SOUTH,0,,
708,0,0,1,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,1,PICACHO,0,,
709,0,0,1,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,1,ELOY,0,,
710,0,0,1,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,1,TOLTEC,0,,
711,0,0,1,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,1,RED ROCK,0,,
712,0,0,1,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,1,COOLIDGE NE,0,,
713,0,0,1,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,1,COOLIDGE NW,0,,
714,0,0,1,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,1,COOLIDGE SOUTH,0,,
715,0,0,2,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,2,CENTRAL ARIZONA COLLEGE,0,,
716,0,0,2,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,2,ELEVEN MILE CORNER,0,,
717,0,0,2,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,2,FLORENCE NORTH,0,,
718,0,0,2,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,2,CACTUS FOREST,0,,
719,0,0,2,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,2,JOHNSON RANCH,0,,
720,0,0,2,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,2,POSTON BUTTE,0,,
721,0,0,2,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,2,QUEEN CREEK,0,,
722,0,0,2,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,2,SACATON,0,,
723,0,0,3,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,3,MARICOPA,0,,
724,0,0,3,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,3,STANFIELD,0,,
725,0,0,3,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,3,CASA GRANDE NORTH,0,,
726,0,0,3,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,3,CASA GRANDE S CEN,0,,
727,0,0,3,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,3,CASA GRANDE NE,0,,
728,0,0,3,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,3,CASA GRANDE NW,0,,
729,0,0,3,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,3,CASA GRANDE SW,0,,
730,0,0,3,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,3,CASA GRANDE RANCHO GRANDE,0,,
731,0,0,4,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,4,APACHE JCT SUPERSTITION,0,,
732,0,0,4,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,4,CASA GRANDE INTERCHANGE,0,,
733,0,0,4,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,4,APACHE JCT NW,0,,
734,0,0,4,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,4,APACHE JCT SW,0,,
735,0,0,4,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,4,APACHE JCT SE,0,,
736,0,0,4,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,4,APACHE JCT NE,0,,
737,0,0,4,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,4,APACHE JCT EAST,0,,
738,0,0,4,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,4,APACHE JCT CENTRAL,0,,
739,0,0,4,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,4,GOLD CANYON,0,,
740,0,0,4,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,4,QUEEN VALLEY,0,,
741,0,0,5,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,5,SUPERIOR,0,,
742,0,0,5,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,5,SUPERIOR WEST,0,,
743,0,0,5,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,5,SUTTON SUMMIT,0,,
744,0,0,5,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,5,CHUI CHU,0,,
