contest,choice,precinct_id,vote,polling_place_votes,early_votes,provisional_votes,party_name,contest_name,candidate,precinct,precinct_name,subjurisdiction,votes_allowed,referendum_flag
0,0,13,1,1,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,134,0,,,
0,0,13,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,135,0,,,
0,0,13,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,136,0,,,
0,0,13,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,137,0,,,
0,0,13,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,138,0,,,
0,0,13,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,139,0,,,
0,0,14,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,140,0,,,
0,0,14,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,141,0,,,
0,0,14,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,142,0,,,
0,0,14,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,143,0,,,
0,0,14,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,144,0,,,
0,0,14,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,145,0,,,
0,0,14,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,146,0,,,
0,0,14,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,147,0,,,
0,0,14,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,148,0,,,
0,0,14,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,149,0,,,
0,0,15,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,150,0,,,
0,0,15,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,151,0,,,
0,0,15,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,152,0,,,
0,0,15,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,153,0,,,
0,0,15,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,154,0,,,
0,0,15,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,155,0,,,
0,0,15,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,156,0,,,
0,0,15,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,157,0,,,
0,0,15,1,1,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,158,0,,,
0,0,15,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,159,0,,,
0,0,16,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,160,0,,,
0,0,16,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,161,0,,,
0,0,16,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,162,0,,,
0,0,16,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,163,0,,,
0,0,16,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,164,0,,,
0,0,16,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,165,0,,,
0,0,16,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,166,0,,,
0,0,16,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,167,0,,,
0,0,16,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,168,0,,,
0,0,16,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,169,0,,,
0,0,17,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,170,0,,,
0,0,17,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,171,0,,,
0,0,17,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,172,0,,,
0,0,17,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,173,0,,,
0,0,17,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,174,0,,,
0,0,17,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,175,0,,,
1,0,0,3,2,1,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,1,0,,,
1,0,0,8,6,2,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,2,0,,,
1,0,0,4,3,1,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,3,0,,,
1,0,0,9,5,4,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,4,0,,,
1,0,0,1,1,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,5,0,,,
1,0,0,5,4,1,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,6,0,,,
1,0,0,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,7,0,,,
1,0,0,4,3,1,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,8,0,,,
1,0,0,6,6,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,9,0,,,
1,0,1,2,1,1,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,10,0,,,
1,0,1,3,0,3,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,11,0,,,
1,0,1,5,4,1,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,12,0,,,
1,0,1,3,2,1,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,13,0,,,
1,0,1,3,3,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,14,0,,,
1,0,1,7,3,3,1,,Blank Ballots Cast,BALLOTS CAST - BLANK,15,0,,,
1,0,1,2,2,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,16,0,,,
1,0,1,5,4,0,1,,Blank Ballots Cast,BALLOTS CAST - BLANK,17,0,,,
1,0,1,5,4,1,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,18,0,,,
1,0,1,8,3,5,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,19,0,,,
1,0,2,8,2,6,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,20,0,,,
1,0,2,6,4,0,2,,Blank Ballots Cast,BALLOTS CAST - BLANK,21,0,,,
1,0,2,9,9,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,22,0,,,
1,0,2,13,11,2,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,23,0,,,
1,0,2,2,0,1,1,,Blank Ballots Cast,BALLOTS CAST - BLANK,24,0,,,
1,0,2,5,5,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,25,0,,,
1,0,2,1,1,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,26,0,,,
1,0,2,6,5,1,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,27,0,,,
1,0,2,1,1,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,28,0,,,
1,0,2,11,7,4,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,29,0,,,
1,0,3,5,4,1,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,30,0,,,
1,0,3,4,2,0,2,,Blank Ballots Cast,BALLOTS CAST - BLANK,31,0,,,
1,0,3,1,1,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,32,0,,,
1,0,3,7,5,2,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,33,0,,,
1,0,3,7,3,3,1,,Blank Ballots Cast,BALLOTS CAST - BLANK,34,0,,,
1,0,3,5,3,1,1,,Blank Ballots Cast,BALLOTS CAST - BLANK,35,0,,,
1,0,3,3,2,0,1,,Blank Ballots Cast,BALLOTS CAST - BLANK,36,0,,,
1,0,3,8,7,1,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,37,0,,,
1,0,3,4,4,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,38,0,,,
1,0,3,4,3,1,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,39,0,,,
1,0,4,2,1,1,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,40,0,,,
1,0,4,9,8,1,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,41,0,,,
1,0,4,3,3,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,42,0,,,
1,0,4,7,4,2,1,,Blank Ballots Cast,BALLOTS CAST - BLANK,43,0,,,
1,0,4,13,9,4,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,44,0,,,
1,0,4,7,5,2,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,45,0,,,
1,0,4,2,1,1,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,46,0,,,
1,0,4,5,3,2,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,47,0,,,
1,0,4,3,3,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,48,0,,,
1,0,4,6,4,2,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,49,0,,,
1,0,5,6,5,0,1,,Blank Ballots Cast,BALLOTS CAST - BLANK,50,0,,,
1,0,5,11,10,1,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,51,0,,,
1,0,5,9,6,2,1,,Blank Ballots Cast,BALLOTS CAST - BLANK,52,0,,,
1,0,5,3,1,0,2,,Blank Ballots Cast,BALLOTS CAST - BLANK,53,0,,,
1,0,5,6,5,1,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,54,0,,,
1,0,5,7,5,0,2,,Blank Ballots Cast,BALLOTS CAST - BLANK,55,0,,,
1,0,5,5,2,0,3,,Blank Ballots Cast,BALLOTS CAST - BLANK,56,0,,,
1,0,5,3,3,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,57,0,,,
1,0,5,14,6,7,1,,Blank Ballots Cast,BALLOTS CAST - BLANK,58,0,,,
1,0,5,6,5,0,1,,Blank Ballots Cast,BALLOTS CAST - BLANK,59,0,,,
1,0,6,3,1,2,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,60,0,,,
1,0,6,8,7,1,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,61,0,,,
1,0,6,4,4,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,62,0,,,
1,0,6,5,5,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,63,0,,,
1,0,6,3,3,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,64,0,,,
1,0,6,2,2,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,65,0,,,
1,0,6,5,5,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,66,0,,,
1,0,6,12,9,2,1,,Blank Ballots Cast,BALLOTS CAST - BLANK,67,0,,,
1,0,6,5,2,2,1,,Blank Ballots Cast,BALLOTS CAST - BLANK,68,0,,,
1,0,6,6,6,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,69,0,,,
1,0,7,8,7,1,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,70,0,,,
1,0,7,3,3,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,71,0,,,
1,0,7,4,3,1,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,72,0,,,
1,0,7,6,4,2,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,73,0,,,
1,0,7,4,3,0,1,,Blank Ballots Cast,BALLOTS CAST - BLANK,74,0,,,
1,0,7,4,1,3,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,75,0,,,
1,0,7,4,4,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,76,0,,,
1,0,7,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,77,0,,,
1,0,7,3,3,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,78,0,,,
1,0,7,3,1,2,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,79,0,,,
1,0,8,4,2,2,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,80,0,,,
1,0,8,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,81,0,,,
1,0,8,2,2,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,82,0,,,
1,0,8,9,3,4,2,,Blank Ballots Cast,BALLOTS CAST - BLANK,83,0,,,
1,0,8,13,4,9,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,84,0,,,
1,0,8,2,2,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,85,0,,,
1,0,8,6,3,2,1,,Blank Ballots Cast,BALLOTS CAST - BLANK,86,0,,,
1,0,8,3,2,1,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,87,0,,,
1,0,8,2,1,1,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,88,0,,,
1,0,8,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,89,0,,,
1,0,9,1,1,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,90,0,,,
1,0,9,4,4,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,91,0,,,
1,0,9,1,1,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,92,0,,,
1,0,9,2,1,1,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,93,0,,,
1,0,9,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,94,0,,,
1,0,9,4,1,3,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,95,0,,,
1,0,9,9,7,2,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,96,0,,,
1,0,9,9,9,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,97,0,,,
1,0,9,6,3,3,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,98,0,,,
1,0,9,1,1,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,99,0,,,
1,0,10,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,100,0,,,
1,0,10,2,1,1,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,101,0,,,
1,0,10,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,102,0,,,
1,0,10,8,3,4,1,,Blank Ballots Cast,BALLOTS CAST - BLANK,103,0,,,
1,0,10,2,0,2,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,104,0,,,
1,0,10,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,105,0,,,
1,0,10,1,0,1,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,106,0,,,
1,0,10,4,3,1,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,107,0,,,
1,0,10,1,0,1,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,108,0,,,
1,0,10,4,2,0,2,,Blank Ballots Cast,BALLOTS CAST - BLANK,109,0,,,
1,0,11,3,1,2,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,110,0,,,
1,0,11,4,2,1,1,,Blank Ballots Cast,BALLOTS CAST - BLANK,111,0,,,
1,0,11,5,3,1,1,,Blank Ballots Cast,BALLOTS CAST - BLANK,112,0,,,
1,0,11,5,4,1,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,113,0,,,
1,0,11,3,1,2,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,114,0,,,
1,0,11,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,115,0,,,
1,0,11,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,116,0,,,
1,0,11,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,117,0,,,
1,0,11,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,118,0,,,
1,0,11,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,119,0,,,
1,0,12,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,120,0,,,
1,0,12,4,2,1,1,,Blank Ballots Cast,BALLOTS CAST - BLANK,121,0,,,
1,0,12,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,122,0,,,
1,0,12,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,123,0,,,
1,0,12,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,124,0,,,
1,0,12,4,2,0,2,,Blank Ballots Cast,BALLOTS CAST - BLANK,125,0,,,
1,0,12,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,126,0,,,
1,0,12,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,127,0,,,
1,0,12,5,4,1,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,128,0,,,
1,0,12,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,129,0,,,
1,0,13,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,130,0,,,
1,0,13,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,131,0,,,
1,0,13,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,132,0,,,
1,0,13,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,133,0,,,
1,0,13,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,134,0,,,
1,0,13,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,135,0,,,
1,0,13,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,136,0,,,
1,0,13,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,137,0,,,
1,0,13,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,138,0,,,
1,0,13,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,139,0,,,
1,0,14,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,140,0,,,
1,0,14,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,141,0,,,
1,0,14,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,142,0,,,
1,0,14,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,143,0,,,
1,0,14,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,144,0,,,
1,0,14,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,145,0,,,
1,0,14,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,146,0,,,
1,0,14,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,147,0,,,
1,0,14,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,148,0,,,
1,0,14,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,149,0,,,
1,0,15,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,150,0,,,
1,0,15,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,151,0,,,
1,0,15,2,2,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,152,0,,,
1,0,15,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,153,0,,,
1,0,15,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,154,0,,,
1,0,15,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,155,0,,,
1,0,15,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,156,0,,,
1,0,15,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,157,0,,,
1,0,15,1,1,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,158,0,,,
1,0,15,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,159,0,,,
1,0,16,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,160,0,,,
1,0,16,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,161,0,,,
1,0,16,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,162,0,,,
1,0,16,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,163,0,,,
1,0,16,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,164,0,,,
1,0,16,1,1,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,165,0,,,
1,0,16,3,3,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,166,0,,,
1,0,16,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,167,0,,,
1,0,16,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,168,0,,,
1,0,16,1,0,1,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,169,0,,,
1,0,17,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,170,0,,,
1,0,17,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,171,0,,,
1,0,17,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,172,0,,,
1,0,17,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,173,0,,,
1,0,17,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,174,0,,,
1,0,17,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,175,0,,,
10,0,0,2,2,0,0,DEM,DEMOCRATIC PARTY CANDIDATES FOR PRESIDENT CD-1,"DE LA FUENTE, ROQUE ""ROCKY""",1,0,,,
10,0,0,3,3,0,0,DEM,DEMOCRATIC PARTY CANDIDATES FOR PRESIDENT CD-1,"DE LA FUENTE, ROQUE ""ROCKY""",2,0,,,
10,0,0,3,3,0,0,DEM,DEMOCRATIC PARTY CANDIDATES FOR PRESIDENT CD-1,"DE LA FUENTE, ROQUE ""ROCKY""",3,0,,,
10,0,0,4,2,2,0,DEM,DEMOCRATIC PARTY CANDIDATES FOR PRESIDENT CD-1,"DE LA FUENTE, ROQUE ""ROCKY""",4,0,,,
10,0,0,1,1,0,0,DEM,DEMOCRATIC PARTY CANDIDATES FOR PRESIDENT CD-1,"DE LA FUENTE, ROQUE ""ROCKY""",5,0,,,
10,0,0,0,0,0,0,DEM,DEMOCRATIC PARTY CANDIDATES FOR PRESIDENT CD-1,"DE LA FUENTE, ROQUE ""ROCKY""",6,0,,,
10,0,0,5,5,0,0,DEM,DEMOCRATIC PARTY CANDIDATES FOR PRESIDENT CD-1,"DE LA FUENTE, ROQUE ""ROCKY""",7,0,,,
10,0,0,1,1,0,0,DEM,DEMOCRATIC PARTY CANDIDATES FOR PRESIDENT CD-1,"DE LA FUENTE, ROQUE ""ROCKY""",8,0,,,
10,0,0,1,1,0,0,DEM,DEMOCRATIC PARTY CANDIDATES FOR PRESIDENT CD-1,"DE LA FUENTE, ROQUE ""ROCKY""",9,0,,,
10,0,1,3,3,0,0,DEM,DEMOCRATIC PARTY CANDIDATES FOR PRESIDENT CD-1,"DE LA FUENTE, ROQUE ""ROCKY""",10,0,,,
10,0,1,1,1,0,0,DEM,DEMOCRATIC PARTY CANDIDATES FOR PRESIDENT CD-1,"DE LA FUENTE, ROQUE ""ROCKY""",11,0,,,
10,0,1,3,3,0,0,DEM,DEMOCRATIC PARTY CANDIDATES FOR PRESIDENT CD-1,"DE LA FUENTE, ROQUE ""ROCKY""",12,0,,,
10,0,1,1,1,0,0,DEM,DEMOCRATIC PARTY CANDIDATES FOR PRESIDENT CD-1,"DE LA FUENTE, ROQUE ""ROCKY""",13,0,,,
10,0,11,0,0,0,0,DEM,DEMOCRATIC PARTY CANDIDATES FOR PRESIDENT CD-1,"DE LA FUENTE, ROQUE ""ROCKY""",115,0,,,
10,0,11,1,1,0,0,DEM,DEMOCRATIC PARTY CANDIDATES FOR PRESIDENT CD-1,"DE LA FUENTE, ROQUE ""ROCKY""",116,0,,,
10,0,11,0,0,0,0,DEM,DEMOCRATIC PARTY CANDIDATES FOR PRESIDENT CD-1,"DE LA FUENTE, ROQUE ""ROCKY""",117,0,,,
10,0,11,0,0,0,0,DEM,DEMOCRATIC PARTY CANDIDATES FOR PRESIDENT CD-1,"DE LA FUENTE, ROQUE ""ROCKY""",118,0,,,
10,0,11,0,0,0,0,DEM,DEMOCRATIC PARTY CANDIDATES FOR PRESIDENT CD-1,"DE LA FUENTE, ROQUE ""ROCKY""",119,0,,,
10,0,12,0,0,0,0,DEM,DEMOCRATIC PARTY CANDIDATES FOR PRESIDENT CD-1,"DE LA FUENTE, ROQUE ""ROCKY""",120,0,,,
10,0,0,3,3,0,0,DEM,DEMOCRATIC PARTY CANDIDATES FOR PRESIDENT CD-1,"STEINBERG, MICHAEL",1,0,,,
10,0,0,3,1,2,0,DEM,DEMOCRATIC PARTY CANDIDATES FOR PRESIDENT CD-1,"STEINBERG, MICHAEL",2,0,,,
10,0,0,1,1,0,0,DEM,DEMOCRATIC PARTY CANDIDATES FOR PRESIDENT CD-1,"STEINBERG, MICHAEL",3,0,,,
10,0,0,5,5,0,0,DEM,DEMOCRATIC PARTY CANDIDATES FOR PRESIDENT CD-1,"STEINBERG, MICHAEL",4,0,,,
10,0,0,1,1,0,0,DEM,DEMOCRATIC PARTY CANDIDATES FOR PRESIDENT CD-1,"STEINBERG, MICHAEL",5,0,,,
10,0,0,1,1,0,0,DEM,DEMOCRATIC PARTY CANDIDATES FOR PRESIDENT CD-1,"STEINBERG, MICHAEL",6,0,,,
10,0,0,1,1,0,0,DEM,DEMOCRATIC PARTY CANDIDATES FOR PRESIDENT CD-1,"STEINBERG, MICHAEL",7,0,,,
10,0,0,4,2,2,0,DEM,DEMOCRATIC PARTY CANDIDATES FOR PRESIDENT CD-1,"STEINBERG, MICHAEL",8,0,,,
10,0,0,2,1,1,0,DEM,DEMOCRATIC PARTY CANDIDATES FOR PRESIDENT CD-1,"STEINBERG, MICHAEL",9,0,,,
10,0,1,2,2,0,0,DEM,DEMOCRATIC PARTY CANDIDATES FOR PRESIDENT CD-1,"STEINBERG, MICHAEL",10,0,,,
10,0,1,4,4,0,0,DEM,DEMOCRATIC PARTY CANDIDATES FOR PRESIDENT CD-1,"STEINBERG, MICHAEL",11,0,,,
10,0,1,3,3,0,0,DEM,DEMOCRATIC PARTY CANDIDATES FOR PRESIDENT CD-1,"STEINBERG, MICHAEL",12,0,,,
10,0,1,0,0,0,0,DEM,DEMOCRATIC PARTY CANDIDATES FOR PRESIDENT CD-1,"STEINBERG, MICHAEL",13,0,,,
10,0,11,0,0,0,0,DEM,DEMOCRATIC PARTY CANDIDATES FOR PRESIDENT CD-1,"STEINBERG, MICHAEL",115,0,,,
10,0,11,1,1,0,0,DEM,DEMOCRATIC PARTY CANDIDATES FOR PRESIDENT CD-1,"STEINBERG, MICHAEL",116,0,,,
10,0,11,0,0,0,0,DEM,DEMOCRATIC PARTY CANDIDATES FOR PRESIDENT CD-1,"STEINBERG, MICHAEL",117,0,,,
