county,precinct,office,district,candidate,party,votes
Bronx,027/77,President,NYC,Absentee / Military,,16
Bronx,027/77,President,NYC,Federal,,3
Bronx,027/77,President,NYC,Special Presidential,,0
Bronx,027/77,President,NYC,Affidavit,,51
Bronx,027/77,President,NYC,Hillary Clinton / Tim Kaine (Democratic),Democratic,597
Bronx,027/77,President,NYC,Donald J. Trump / Michael R. Pence (Republican),Republican,19
Bronx,027/77,President,NYC,Donald J. Trump / Michael R. Pence (Conservative),Conservative,1
Bronx,027/77,President,NYC,Jill Stein / Ajamu Baraka (Green),Green,6
Bronx,027/77,President,NYC,Hillary Clinton / Tim Kaine (Working Families),Working Families,10
Bronx,027/77,President,NYC,Gary Johnson / Bill Weld (Independence),Independence,1
Bronx,027/77,President,NYC,Hillary Clinton / Tim Kaine (Women's Equality),Women's Equality,1
Bronx,027/77,President,NYC,Gary Johnson / Bill Weld (Libertarian),Libertarian,0
Bronx,028/77,President,NYC,Manually Counted Emergency,,0
Bronx,028/77,President,NYC,Absentee / Military,,17
Bronx,028/77,President,NYC,Federal,,0
Bronx,028/77,President,NYC,Special Presidential,,0
Bronx,028/77,President,NYC,Affidavit,,43
Bronx,028/77,President,NYC,Hillary Clinton / Tim Kaine (Democratic),Democratic,587
Bronx,028/77,President,NYC,Donald J. Trump / Michael R. Pence (Republican),Republican,20
Bronx,028/77,President,NYC,Donald J. Trump / Michael R. Pence (Conservative),Conservative,2
Bronx,028/77,President,NYC,Jill Stein / Ajamu Baraka (Green),Green,4
Bronx,028/77,President,NYC,Hillary Clinton / Tim Kaine (Working Families),Working Families,6
Bronx,028/77,President,NYC,Gary Johnson / Bill Weld (Independence),Independence,3
Bronx,028/77,President,NYC,Hillary Clinton / Tim Kaine (Women's Equality),Women's Equality,1
Bronx,028/77,President,NYC,Gary Johnson / Bill Weld (Libertarian),Libertarian,0
Bronx,028/77,President,NYC,Scattered,,3
Bronx,029/77,President,NYC,Manually Counted Emergency,,0
Bronx,029/77,President,NYC,Absentee / Military,,1
Bronx,029/77,President,NYC,Federal,,0
Bronx,029/77,President,NYC,Special Presidential,,0
Bronx,029/77,President,NYC,Affidavit,,13
Bronx,029/77,President,NYC,Hillary Clinton / Tim Kaine (Democratic),Democratic,162
Bronx,029/77,President,NYC,Donald J. Trump / Michael R. Pence (Republican),Republican,13
Bronx,029/77,President,NYC,Donald J. Trump / Michael R. Pence (Conservative),Conservative,1
